Globalisering (1);Demokratiutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 forskarvolym//NN|NEU|SIN|IND|NOM//nmod//2 IX//RG|NOM//ROOT//2
Ekonomisk politik som demokratiskt problem;Uppsatsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//61 avslutas//VB|PRS|SFO//parataxis//47 med//PP//mark//65 att//SN//mark//65 jag//PN|UTR|SIN|DEF|SUB//nsubj//65 diskuterar//VB|PRS|AKT//advcl//61 såväl//KN//advmod//69 avregleringens//NN|UTR|SIN|DEF|GEN//nmod:poss//69 demokratiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//69 innebörd//NN|UTR|SIN|IND|NOM//obj//65 som//HP|-|-|-//case//73 den//DT|UTR|SIN|DEF//det//73 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//73 demokratitraditionen//NN|UTR|SIN|DEF|NOM//obl//65 .//MAD//punct//2

Vad var det egentligen som avreglerades? Valutareglering som ekonomisk politik. En bakgrund;Marknadsekonomi//NN|UTR|SIN|IND|NOM//nsubj//10 ,//MID//punct//0 som//KN//case//4 en//DT|UTR|SIN|IND//det//4 form//NN|UTR|SIN|IND|NOM//nmod//0 av//PP//case//8 ett//DT|NEU|SIN|IND//det//8 ekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//8 system//NN|NEU|SIN|IND|NOM//nmod//4 ,//MID//punct//0 uppstår//VB|PRS|AKT//ROOT//10 inte//AB//advmod//10 av//PL//case//13 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//10 självt//JJ|POS|NEU|SIN|IND|NOM//amod//13 .//MID//punct//10
Vad var det egentligen som avreglerades? Valutareglering som ekonomisk politik. En bakgrund;Än//AB//advmod//17 mindre//AB|KOM//advmod//18 uppstår//VB|PRS|AKT//parataxis//10 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//18 i//PP//case//23 ett//DT|NEU|SIN|IND//det//23 politiskt//JJ|POS|NEU|SIN|IND|NOM//amod//23 vakuum//NN|NEU|SIN|IND|NOM//obl//18 .//MAD//punct//18
Vad var det egentligen som avreglerades? Valutareglering som ekonomisk politik. En bakgrund;En//DT|UTR|SIN|IND//det//26 statsmakt//NN|UTR|SIN|IND|NOM//nsubj//28 kan//VB|PRS|AKT//aux//28 avstå//VB|INF|AKT//parataxis//18 från//PP//mark//31 att//IE//mark//31 reglera//VB|INF|AKT//advcl//28 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 marknadstransaktioner//NN|UTR|PLU|IND|NOM//obj//31 .//MAD//punct//18
Vad var det egentligen som avreglerades? Valutareglering som ekonomisk politik. En bakgrund;En//DT|UTR|SIN|IND//det//37 annan//JJ|POS|UTR|SIN|IND|NOM//amod//37 statsmakt//NN|UTR|SIN|IND|NOM//nsubj//39 kan//VB|PRS|AKT//aux//39 välja//VB|INF|AKT//parataxis//18 att//IE//mark//41 reglera//VB|INF|AKT//xcomp//39 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//43 transaktioner//NN|UTR|PLU|IND|NOM//obj//41 .//MAD//punct//39
Vad var det egentligen som avreglerades? Valutareglering som ekonomisk politik. En bakgrund;På//PP//case//47 så//AB//amod//47 vis//NN|NEU|SIN|IND|NOM//obl//48 skapas//VB|PRS|SFO//advcl//39 ,//MID//punct//48 delvis//AB//advmod//48 på//PP//case//53 politisk//JJ|POS|UTR|SIN|IND|NOM//amod//53 väg//NN|UTR|SIN|IND|NOM//obl//48 ,//MID//punct//56 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 varianter//NN|UTR|PLU|IND|NOM//conj//53 av//PP//case//58 marknadsekonomier//NN|UTR|PLU|IND|NOM//nmod//56 .//MAD//punct//39
Vad var det egentligen som avreglerades? Valutareglering som ekonomisk politik. En bakgrund;Därmed//AB//advmod//62 inte//AB//advmod//62 sagt//PC|PRF|NEU|SIN|IND|NOM//conj//39 att//SN//mark//68 demokratiskt//AB|POS//advmod//65 valda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//66 statsmakter//NN|UTR|PLU|IND|NOM//nsubj//68 har//VB|PRS|AKT//aux//68 obegränsade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//csubj//62 och//KN//cc//70 obetingade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//71 beslutsalternativ//NN|NEU|PLU|IND|NOM//obj//68 när//HA//mark//74 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//74 försöker//VB|PRS|AKT//advcl//68 påverka//VB|INF|AKT//xcomp//74 det//DT|NEU|SIN|DEF//det//78 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//78 systemet//NN|NEU|SIN|DEF|NOM//obj//75 .//MAD//punct//10
Vad var det egentligen som avreglerades? Valutareglering som ekonomisk politik. En bakgrund;Restriktionerna//NN|UTR|PLU|DEF|NOM//nsubj//85 är//VB|PRS|AKT//cop//85 i//PP//case//84 själva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//84 verket//NN|NEU|SIN|DEF|NOM//obl//85 flerfaldiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//10 och//KN//cc//89 inte//AB//advmod//89 sällan//AB//advmod//89 svåröverskådliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//85 .//MAD//punct//85
Vad var det egentligen som avreglerades? Valutareglering som ekonomisk politik. En bakgrund;Från//PP//case//1 1930-talet//NN|NEU|SIN|DEF|NOM//obl//7 och//KN//cc//6 fram//AB//advmod//6 till//PP//case//6 1970-talets//NN|NEU|SIN|DEF|GEN//nmod:poss//6 början//NN|UTR|SIN|IND|NOM//conj//1 hade//VB|PRT|AKT//ROOT//7 keynesianismen//NN|UTR|SIN|DEF|NOM//nsubj//7 en//DT|UTR|SIN|IND//det//12 mycket//AB|POS//advmod//11 stark//JJ|POS|UTR|SIN|IND|NOM//amod//12 ställning//NN|UTR|SIN|IND|NOM//obj//7 inom//PP//case//16 den//DT|UTR|SIN|DEF//det//16 nationalekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//16 teoribildningen//NN|UTR|SIN|DEF|NOM//obl//7 .//MID//punct//7
Vad var det egentligen som avreglerades? Valutareglering som ekonomisk politik. En bakgrund;Snabbt//AB|POS//advmod//19 omsattes//VB|PRT|SFO//parataxis//7 keynesianismen//NN|UTR|SIN|DEF|NOM//nsubj:pass//19 till//PP//case//25 ett//DT|NEU|SIN|IND//det//25 attraktivt//JJ|POS|NEU|SIN|IND|NOM//amod//25 ekonomisk-politiskt//JJ|POS|NEU|SIN|IND|NOM//amod//25 beslutsalternativ//NN|NEU|SIN|IND|NOM//nmod//20 för//PP//case//27 statsmakter//NN|UTR|PLU|IND|NOM//nmod//25 när//HA//mark//32 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//28 gällde//VB|PRT|AKT//fixed//28 att//IE//mark//32 inrätta//VB|INF|AKT//advcl//19 ,//MID//punct//34 reglera//VB|INF|AKT//conj//32 och//KN//cc//36 styra//VB|INF|AKT//conj//32 marknadsekonomin//NN|UTR|SIN|DEF|NOM//obj//36 .//MAD//punct//19
Vad var det egentligen som avreglerades? Valutareglering som ekonomisk politik. En bakgrund;Utgångspunkten//NN|UTR|SIN|DEF|NOM//appos//19 för//PP//case//41 keynesianismen//NN|UTR|SIN|DEF|NOM//nmod//39 är//VB|PRS|AKT//cop//39 att//SN//mark//48 löner//NN|UTR|PLU|IND|NOM//nsubj//48 och//KN//cc//46 priser//NN|NEU|PLU|IND|NOM//conj//44 är//VB|PRS|AKT//cop//48 trögrörliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl//39 och//KN//cc//53 att//SN//mark//53 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//53 därför//AB//advmod//53 tar//VB|PRS|AKT//conj//48 lång//JJ|POS|UTR|SIN|IND|NOM//amod//55 tid//NN|UTR|SIN|IND|NOM//obj//53 för//PP//case//57 ekonomin//NN|UTR|SIN|DEF|NOM//obl//53 att//IE//mark//59 anpassas//VB|INF|SFO//xcomp//53 till//PP//case//61 jämvikt//NN|UTR|SIN|IND|NOM//obl//59 .//MAD//punct//39
Vad var det egentligen som avreglerades? Valutareglering som ekonomisk politik. En bakgrund;Därtill//AB//advmod//64 menade//VB|PRT|AKT//conj//7 Keynes//PM|NOM//nsubj//64 att//SN//mark//68 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//68 förelåg//VB|PRT|AKT//csubj//64 en//DT|UTR|SIN|IND//det//70 risk//NN|UTR|SIN|IND|NOM//obj//68 för//PP//mark//75 att//SN//mark//75 ekonomin//NN|UTR|SIN|DEF|NOM//nsubj//75 skulle//VB|PRT|AKT//aux//75 fastna//VB|INF|AKT//acl//70 i//PP//case//77 jämviktslägen//NN|UTR|SIN|DEF|NOM//obl//75 där//HA//advmod//81 resurserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//81 ej//AB//advmod//81 utnyttjades//VB|PRT|SFO//advcl//75 optimalt//AB|POS//advmod//81 .//MID//punct//64
Vad var det egentligen som avreglerades? Valutareglering som ekonomisk politik. En bakgrund;Keynes//PM|GEN//nmod:poss//86 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//86 teori//NN|UTR|SIN|IND|NOM//nsubj//87 bygger//VB|PRS|AKT//parataxis//64 på//PP//case//89 antagandet//NN|NEU|SIN|DEF|NOM//obl//87 att//SN//mark//95 de//DT|UTR/NEU|PLU|DEF//det//94 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//94 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//94 konjunkturproblem//NN|NEU|PLU|IND|NOM//nsubj//95 beror//VB|PRS|AKT//ccomp//87 på//PP//case//97 störningar//NN|UTR|PLU|IND|NOM//obl//95 i//PP//case//99 efterfrågan//NN|UTR|SIN|DEF|NOM//nmod//97 .//MAD//punct//7
Vad var det egentligen som avreglerades? Valutareglering som ekonomisk politik. En bakgrund;Dessa//DT|UTR/NEU|PLU|DEF//det//102 störningar//NN|UTR|PLU|IND|NOM//nsubj//104 kan//VB|PRS|AKT//aux//104 överkommas//VB|INF|SFO//parataxis//7 genom//PP//mark//108 att//SN//mark//108 staten//NN|UTR|SIN|DEF|NOM//nsubj//108 bedriver//VB|PRS|AKT//advcl//104 stabiliseringspolitik//NN|UTR|SIN|IND|NOM//obj//108 för//PP//mark//112 att//IE//mark//112 påverka//VB|INF|AKT//advcl//108 efterfrågan//NN|UTR|SIN|DEF|NOM//obj//112 .//MAD//punct//7
Vad var det egentligen som avreglerades? Valutareglering som ekonomisk politik. En bakgrund;Därigenom//AB//advmod//123 kan//VB|PRS|AKT//aux//123 ,//MID//punct//120 utifrån//PP//case//120 keynesiansk//JJ|POS|UTR|SIN|IND|NOM//amod//120 teori//NN|UTR|SIN|IND|NOM//obl//123 ,//MID//punct//120 konjunkturförloppet//NN|NEU|SIN|DEF|NOM//nsubj:pass//123 utjämnas//VB|PRS|SFO//parataxis//7 och//KN//cc//128 ekonomins//NN|UTR|SIN|DEF|GEN//nmod:poss//127 optimala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//127 jämvikt//NN|UTR|SIN|IND|NOM//nsubj:pass//128 uppnås//VB|PRS|SFO//conj//123 .//MAD//punct//123
Vad var det egentligen som avreglerades? Valutareglering som ekonomisk politik. En bakgrund;De//DT|UTR/NEU|PLU|DEF//det//133 två//RG|NOM//nummod//133 ekonomisk-politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//133 medel//NN|NEU|PLU|IND|NOM//nsubj//139 som//HP|-|-|-//nsubj//135 står//VB|PRS|AKT//acl:relcl//133 till//PP//case//137 buds//NN|NEU|SIN|IND|GEN//obl//135 är//VB|PRS|AKT//cop//139 finanspolitik//NN|UTR|SIN|IND|NOM//dislocated//144 och//KN//cc//141 penningpolitik//NN|UTR|SIN|IND|NOM//conj//139 vilka//HP|UTR/NEU|PLU|IND//nsubj:pass//144 kan//VB|PRS|AKT//aux//144 användas//VB|INF|SFO//conj//123 för//PP//mark//147 att//IE//mark//147 öka//VB|INF|AKT//advcl//144 eller//KN//cc//149 minska//VB|INF|AKT//conj//147 efterfrågan//NN|UTR|SIN|DEF|NOM//obj//149 i//PP//case//152 ekonomin//NN|UTR|SIN|DEF|NOM//nmod//150 .//MAD//punct//7
Vad var det egentligen som avreglerades? Valutareglering som ekonomisk politik. En bakgrund;Keynes//PM|GEN//nmod:poss//1 teori//NN|UTR|SIN|IND|NOM//nsubj//2 grundar//VB|PRS|AKT//ROOT//2 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//2 på//PP//case//5 nationalstaten//NN|UTR|SIN|DEF|NOM//obl//2 som//KN//case//9 den//DT|UTR|SIN|DEF//det//9 styrande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 enheten//NN|UTR|SIN|DEF|NOM//obl//2 men//KN//cc//13 med//PP//case//12 frihandel//NN|UTR|SIN|IND|NOM//nmod//13 länder//NN|NEU|PLU|IND|NOM//conj//9 emellan//PP//nmod//13 .//MAD//punct//2
Vad var det egentligen som avreglerades? Valutareglering som ekonomisk politik. En bakgrund;För//PP//mark//20 att//SN//mark//20 stabiliseringspolitiken//NN|UTR|SIN|DEF|NOM//nsubj//20 skall//VB|PRS|AKT//aux//20 bli//VB|INF|AKT//advcl//22 effektiv//JJ|POS|UTR|SIN|IND|NOM//nsubj:pass//22 förutsätts//VB|PRS|SFO//conj//2 att//SN//mark//27 de//DT|UTR/NEU|PLU|DEF//det//26 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 kapitalmarknaderna//NN|UTR|PLU|DEF|NOM//nsubj:pass//27 isoleras//VB|PRS|SFO//advcl//22 med//PP//case//31 hjälp//NN|UTR|SIN|IND|NOM//fixed//28 av//PP//fixed//28 valutareglering//NN|UTR|SIN|IND|NOM//obl//27 .//MAD//punct//31
Vad var det egentligen som avreglerades? Valutareglering som ekonomisk politik. En bakgrund;Fria//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 rörliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 kapitalrörelser//NN|UTR|PLU|IND|NOM//nsubj//41 kan//VB|PRS|AKT//aux//41 annars//AB//advmod//41 komma//VB|INF|AKT//aux//41 att//IE//mark//41 undergräva//VB|INF|AKT//conj//27 de//DT|UTR/NEU|PLU|DEF//det//44 stabiliseringspolitiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 åtgärdernas//NN|UTR|PLU|DEF|GEN//nmod:poss//45 verkan//NN|UTR|SIN|IND|NOM//obj//41 och//KN//cc//51 därmed//AB//advmod//51 också//AB//advmod//51 det//DT|NEU|SIN|DEF//det//51 statliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//51 inflytandet//NN|NEU|SIN|DEF|NOM//conj//41 över//PP//case//53 ekonomin//NN|UTR|SIN|DEF|NOM//nmod//51 i//PP//case//56 detta//DT|NEU|SIN|DEF//det//56 avseende//NN|NEU|SIN|IND|NOM//nmod//53 .//MAD//punct//22
Vad var det egentligen som avreglerades? Valutareglering som ekonomisk politik. En bakgrund;Regleringen//NN|UTR|SIN|DEF|NOM//nsubj:pass//69 av//PP//case//60 valutamarknaden//NN|UTR|SIN|DEF|NOM//nmod//58 ,//MID//punct//65 som//KN//case//65 en//DT|UTR|SIN|IND//det//65 politisk//JJ|POS|UTR|SIN|IND|NOM//amod//65 åtgärd//NN|UTR|SIN|IND|NOM//appos//58 av//PP//case//67 statsmakten//NN|UTR|SIN|DEF|NOM//nmod//65 ,//MID//punct//65 inrättades//VB|PRT|SFO//parataxis//22 således//AB//advmod//69 som//KN//case//73 en//DT|UTR|SIN|IND//det//73 grundval//NN|UTR|SIN|IND|NOM//obl//69 för//PP//case//76 statsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//76 handlingsfrihet//NN|UTR|SIN|IND|NOM//obl//69 att//IE//mark//78 bedriva//VB|INF|AKT//acl//76 nationellt//AB|POS//advmod//80 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//81 stabiliseringspolitik//NN|UTR|SIN|IND|NOM//obj//78 och//KN//cc//85 för//PP//mark//85 att//IE//mark//85 avskärma//VB|INF|AKT//conj//78 den//DT|UTR|SIN|DEF//det//88 nationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//88 finansmarknaden//NN|UTR|SIN|DEF|NOM//obj//85 från//PP//case//90 omvärlden//NN|UTR|SIN|DEF|NOM//obl//85 .//MAD//punct//2
Vad var det egentligen som avreglerades? Valutareglering som ekonomisk politik. En bakgrund;Den//DT|UTR|SIN|DEF//det//2 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 utvecklingen//NN|UTR|SIN|DEF|NOM//nsubj//5 efter//PP//case//4 1973//RG|NOM//nmod//2 innebar//VB|PRT|AKT//ROOT//5 att//SN//mark//13 den//DT|UTR|SIN|DEF//det//10 keynesianskt//AB|POS//advmod//9 influerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//10 stabiliseringspolitiken//NN|UTR|SIN|DEF|NOM//nsubj//13 inte//AB//advmod//13 längre//AB|KOM//advmod//13 fungerade//VB|PRT|AKT//ccomp//5 lika//AB//advmod//15 effektivt//AB|POS//advmod//13 som//KN//mark//17 tidigare//AB|KOM//acl//15 .//MAD//punct//5
Vad var det egentligen som avreglerades? Valutareglering som ekonomisk politik. En bakgrund;Därtill//AB//advmod//20 växte//VB|PRT|AKT//parataxis//5 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//20 inom//PP//case//25 den//DT|UTR|SIN|DEF//det//25 nationalekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 forskningen//NN|UTR|SIN|DEF|NOM//obl//20 fram//PL//advmod//25 ekonomisk-teoretiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 synsätt//NN|NEU|PLU|IND|NOM//obj//20 som//HP|-|-|-//nsubj//30 utmanade//VB|PRT|AKT//acl:relcl//28 den//DT|UTR|SIN|DEF//det//34 etablerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//34 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//34 politikens//NN|UTR|SIN|DEF|GEN//nmod:poss//35 målsättningar//NN|UTR|PLU|IND|NOM//obj//30 och//KN//cc//37 medel//NN|NEU|PLU|IND|NOM//conj//35 .//MAD//punct//20
Vad var det egentligen som avreglerades? Valutareglering som ekonomisk politik. En bakgrund;Monetaristerna//NN|UTR|PLU|DEF|NOM//nsubj//40 hävdade//VB|PRT|AKT//parataxis//20 att//SN//mark//52 tidsförskjutningen//NN|UTR|SIN|DEF|NOM//nsubj//52 mellan//PP//case//46 de//DT|UTR/NEU|PLU|DEF//det//46 ekonomisk-politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 besluten//NN|NEU|PLU|DEF|NOM//nmod//42 och//KN//cc//49 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//49 effekter//NN|UTR|PLU|IND|NOM//conj//46 var//VB|PRT|AKT//cop//52 så//AB//advmod//52 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//40 att//SN//mark//57 stabiliseringspolitikens//NN|UTR|SIN|DEF|GEN//nmod:poss//55 försök//NN|NEU|SIN|IND|NOM//nsubj//57 att//IE//mark//57 påverka//VB|INF|AKT//advcl//52 efterfrågan//NN|UTR|SIN|DEF|NOM//obj//57 snarast//AB|SUV//advmod//57 förvärrade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//61 konjunkturförloppet//NN|NEU|SIN|DEF|NOM//obj//40 .//MAD//punct//20
Vad var det egentligen som avreglerades? Valutareglering som ekonomisk politik. En bakgrund;Därtill//AB//advmod//64 började//VB|PRT|AKT//parataxis//20 allt//AB//advmod//66 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//67 ekonomer//NN|UTR|PLU|IND|NOM//nsubj//64 ,//MID//punct//69 sysselsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//67 med//PP//case//71 frågan//NN|UTR|SIN|DEF|NOM//nmod//69 om//PP//mark//75 varför//HA//advmod//75 produktivitetstillväxten//NN|UTR|SIN|DEF|NOM//nsubj//75 minskade//VB|PRT|AKT//acl//71 ,//MID//punct//67 flytta//VB|INF|AKT//xcomp//64 fokus//NN|NEU|SIN|IND|NOM//obj//77 från//PP//case//80 efterfrågan//NN|UTR|SIN|DEF|NOM//nmod//78 till//PP//case//82 utbud//NN|NEU|SIN|IND|NOM//nmod//80 i//PP//case//84 synen//NN|UTR|SIN|DEF|NOM//nmod//82 på//PP//case//87 ekonomins//NN|UTR|SIN|DEF|GEN//nmod:poss//87 funktionssätt//NN|NEU|SIN|IND|NOM//nmod//84 .//MID//punct//20
Vad var det egentligen som avreglerades? Valutareglering som ekonomisk politik. En bakgrund;Slutsatsen//NN|UTR|SIN|DEF|NOM//nsubj//90 var//VB|PRT|AKT//conj//5 att//SN//mark//118 de//DT|UTR/NEU|PLU|DEF//det//94 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//94 regleringar//NN|UTR|PLU|IND|NOM//nsubj//118 som//HP|-|-|-//obl//101 den//DT|UTR|SIN|DEF//det//99 etablerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//99 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//99 politiken//NN|UTR|SIN|DEF|NOM//nsubj//101 var//VB|PRT|AKT//cop//101 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//94 av//PP//case//95 ,//MID//punct//104 försämrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//105 ekonomins//NN|UTR|SIN|DEF|GEN//nmod:poss//106 funktionssätt//NN|NEU|SIN|IND|NOM//obj//94 .//MAD//punct//94
Vad var det egentligen som avreglerades? Valutareglering som ekonomisk politik. En bakgrund;Enligt//PP//case//111 de//DT|UTR/NEU|PLU|DEF//det//111 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//111 synsätten//NN|NEU|PLU|DEF|NOM//obl//118 skulle//VB|PRT|AKT//aux//118 den//DT|UTR|SIN|DEF//det//115 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//115 politiken//NN|UTR|SIN|DEF|NOM//nsubj//118 inte//AB//advmod//118 längre//AB|KOM//advmod//118 ha//VB|INF|AKT//ccomp//90 som//KN//mark//120 huvudsyfte//NN|NEU|SIN|IND|NOM//xcomp//118 att//IE//mark//122 reglera//VB|INF|AKT//xcomp//118 ekonomin//NN|UTR|SIN|DEF|NOM//obj//122 ,//MID//punct//128 utan//KN//cc//128 i//PP//advmod//128 stället//NN|NEU|SIN|DEF|NOM//fixed//126 ha//VB|INF|AKT//conj//118 som//KN//mark//131 primärt//JJ|POS|NEU|SIN|IND|NOM//advmod//131 mål//NN|NEU|SIN|IND|NOM//xcomp//128 att//IE//mark//133 upprätthålla//VB|INF|AKT//acl//131 fasta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//135 normer//NN|UTR|PLU|IND|NOM//obj//133 t.ex.//AB|AN//advmod//140 i//PP//case//140 fråga//NN|UTR|SIN|IND|NOM//fixed//137 om//PP//fixed//137 inflation//NN|UTR|SIN|IND|NOM//obl//133 och//KN//cc//142 statsskuld//NN|UTR|SIN|IND|NOM//conj//140 .//MAD//punct//90

Valutaregleringens successiva avveckling. Beslutsprocessen, genomförandet och opinionsbildningens frånvaro;Under//PP//case//1 1970-talet//NN|NEU|SIN|DEF|NOM//obl//2 tilltog//VB|PRT|AKT//ROOT//2 de//DT|UTR/NEU|PLU|DEF//det//5 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 företagens//NN|NEU|PLU|DEF|GEN//nmod:poss//6 utlandsberoende//NN|NEU|SIN|IND|NOM//nsubj//2 .//MAD//punct//2
Valutaregleringens successiva avveckling. Beslutsprocessen, genomförandet och opinionsbildningens frånvaro;Samtidigt//AB//advmod//9 ökade//VB|PRT|AKT//parataxis//2 den//DT|UTR|SIN|DEF//det//12 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//12 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//13 statsskuld//NN|UTR|SIN|IND|NOM//nsubj//9 .//MAD//punct//9
Valutaregleringens successiva avveckling. Beslutsprocessen, genomförandet och opinionsbildningens frånvaro;Och//KN//cc//17 valutaregleringen//NN|UTR|SIN|DEF|NOM//nsubj//17 hindrade//VB|PRT|AKT//conj//9 den//DT|UTR|SIN|DEF//det//20 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//20 staten//NN|UTR|SIN|DEF|NOM//obj//17 ,//MID//punct//17 i//PP//case//24 samma//DT|UTR/NEU|SIN/PLU|IND//amod//24 mån//NN|UTR|SIN|IND|NOM//obl//17 som//KN//case//26 företagen//NN|NEU|PLU|DEF|NOM//acl//24 ,//MID//punct//30 från//PP//mark//30 att//IE//mark//30 finansiera//VB|INF|AKT//advcl//17 statsskulden//NN|UTR|SIN|DEF|NOM//obj//30 via//PP//case//35 ekonomiskt//AB|POS//advmod//34 gynnsamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 kreditvillkor//NN|UTR|PLU|IND|NOM//obl//30 i//PP//case//37 utlandet//NN|NEU|SIN|DEF|NOM//nmod//35 .//MAD//punct//17
Valutaregleringens successiva avveckling. Beslutsprocessen, genomförandet och opinionsbildningens frånvaro;Riksbanken//PM|NOM//nsubj//43 hade//VB|PRT|AKT//aux//43 därmed//AB//advmod//43 i//PP//case//43 uppgift//NN|UTR|SIN|IND|NOM//parataxis//17 att//IE//mark//45 finansiera//VB|INF|AKT//acl//43 den//DT|UTR|SIN|DEF//det//48 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//48 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//49 kreditbehov//NN|NEU|SIN|IND|NOM//obj//45 från//PP//case//53 den//DT|UTR|SIN|DEF//det//53 inhemska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//53 kapitalmarknaden//NN|UTR|SIN|DEF|NOM//nmod//49 .//MAD//punct//2
Valutaregleringens successiva avveckling. Beslutsprocessen, genomförandet och opinionsbildningens frånvaro;Valutaregleringens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 effektivitet//NN|UTR|SIN|IND|NOM//nsubj//4 och//KN//cc//3 existens//NN|UTR|SIN|IND|NOM//conj//1 kom//VB|PRT|AKT//ROOT//4 alltmer//AB//advmod//4 att//IE//mark//7 sättas//VB|INF|SFO//advcl//4 ifråga//AB//case//11 av//PP//fixed//8 såväl//KN//amod//11 näringsliv//NN|NEU|SIN|IND|NOM//obl//7 och//KN//cc//13 banker//NN|UTR|PLU|IND|NOM//conj//11 som//HP|-|-|-//mark//18 av//PP//case//18 de//DT|UTR/NEU|PLU|DEF//det//18 borgerliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 partierna//NN|NEU|PLU|DEF|NOM//conj//11 .//MAD//punct//4
