Till statsrådet Maj-Inger Klingvall ;I//PP//case//1 januari//NN|UTR|SIN|IND|NOM//obl//3 1997//RG|NOM//nummod//1 beslutade//VB|PRT|AKT//ROOT//3 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//3 om//PP//case//6 direktiv//NN|NEU|PLU|IND|NOM//obl//3 som//HP|-|-|-//nsubj//8 gav//VB|PRT|AKT//acl:relcl//6 en//DT|UTR|SIN|IND//det//11 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//11 utredare//NN|UTR|SIN|IND|NOM//obj//8 i//PP//case//13 uppdrag//NN|NEU|SIN|IND|NOM//obl//8 att//IE//mark//15 utforma//VB|INF|AKT//advcl//8 förslag//NN|NEU|PLU|IND|NOM//obj//15 till//PP//case//20 ett//DT|NEU|SIN|IND//det//20 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//20 system//NN|NEU|SIN|IND|NOM//nmod//16 för//PP//case//23 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//23 ersättning//NN|UTR|SIN|IND|NOM//nmod//20 vid//PP//case//27 långvarigt//AB|POS//advmod//26 nedsatt//PC|PRF|UTR|SIN|IND|NOM//amod//27 arbetsförmåga//NN|UTR|SIN|IND|NOM//obl//15 (//PAD//punct//3 dir//NN|AN//nmod//30 1997:9//RG|NOM//appos//3 )//PAD//punct//30 .//MAD//punct//3
7.4 Habiliteringspenning / Förslag till kriterier;På//PP//case//153 sikt//NN|UTR|SIN|IND|NOM//obl//156 kan//VB|PRS|AKT//aux//156 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//156 leda//VB|INF|AKT//conj//61 till//PP//mark//177 att//SN//mark//177 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//161 psykiskt//AB|POS//advmod//161 sjuka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//176 helt//AB|POS//advmod//161 eller//KN//cc//165 delvis//AB//advmod//165 uppnår//VB|PRS|AKT//conj//161 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//167 försörjningsförmåga//NN|UTR|SIN|IND|NOM//obj//165 och//KN//cc//169 slipper//VB|PRS|AKT//conj//161 ett//DT|NEU|SIN|IND//det//172 fullständigt//JJ|POS|NEU|SIN|IND|NOM//advmod//172 beroende//NN|NEU|SIN|IND|NOM//obj//169 av//PP//case//174 förtidspensioneringen//NN|UTR|SIN|DEF|NOM//nmod//172 .//MAD//punct//161
7.4 Habiliteringspenning / Förslag till kriterier;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//177 bedömer//VB|PRS|AKT//advcl//156 därför//AB//mark//183 att//SN//fixed//178 förslaget//NN|NEU|SIN|DEF|NOM//nsubj//183 om//PP//case//182 habiliteringspenning//NN|UTR|SIN|IND|NOM//nmod//180 ligger//VB|PRS|AKT//ccomp//177 i//PP//advmod//183 linje//NN|UTR|SIN|IND|NOM//fixed//184 med//PP//case//188 de//DT|UTR/NEU|PLU|DEF//det//188 intentioner//NN|UTR|PLU|IND|NOM//obl//183 om//PP//case//191 förbättrad//PC|PRF|UTR|SIN|IND|NOM//amod//191 rehabilitering//NN|UTR|SIN|IND|NOM//nmod//188 av//PP//case//194 psykiskt//AB|POS//amod//194 sjuka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//191 som//HP|-|-|-//nsubj//196 kom//VB|PRT|AKT//acl:relcl//194 till//PP//case//198 uttryck//NN|NEU|SIN|IND|NOM//obl//196 i//PP//case//200 psykiatrireformen//NN|UTR|SIN|DEF|NOM//nmod//198 (//PAD//punct//191 prop//NN|UTR|SIN|IND|NOM//appos//191 .//MAD//punct//191
7.4 Habiliteringspenning / Förslag till kriterier;1993/94:218//RG|NOM//nmod//188 )//PAD//punct//61 .//MAD//punct//24

7.5 Exempel på utformning av lagregel med kriterier för rätt till habiliteringspenning;I//PP//case//2 detta//DT|NEU|SIN|DEF//det//2 avsnitt//NN|NEU|SIN|IND|NOM//obl//3 ges//VB|PRS|SFO//ROOT//3 ett//DT|NEU|SIN|IND//det//5 exempel//NN|NEU|SIN|IND|NOM//nsubj:pass//3 på//PP//case//9 hur//HA//advmod//9 en//DT|UTR|SIN|IND//det//9 paragraf//NN|UTR|SIN|IND|NOM//obl//3 med//PP//case//11 kriterier//NN|NEU|PLU|IND|NOM//nmod//9 för//PP//case//13 rätt//NN|UTR|SIN|IND|NOM//nmod//11 till//PP//case//15 habiliteringspenning//NN|UTR|SIN|IND|NOM//nmod//13 skulle//VB|PRT|AKT//aux//18 kunna//VB|INF|AKT//aux//18 se//VB|INF|AKT//xcomp//3 ut//PL//compound:prt//18 .//MAD//punct//3
7.5 Exempel på utformning av lagregel med kriterier för rätt till habiliteringspenning;Exemplet//NN|NEU|SIN|DEF|NOM//nsubj:pass//3 är//VB|PRS|AKT//cop//25 inte//AB//advmod//25 att//IE//mark//25 betrakta//VB|INF|AKT//parataxis//3 som//KN//case//29 ett//DT|NEU|SIN|IND//det//29 färdigt//JJ|POS|NEU|SIN|IND|NOM//amod//29 lagförslag//NN|NEU|SIN|IND|NOM//obl//25 ,//MID//punct//25 framförallt//AB//advmod//34 eftersom//SN//mark//34 ett//DT|NEU|SIN|IND//det//34 genomförande//NN|NEU|SIN|IND|NOM//advcl//25 av//PP//case//36 förslaget//NN|NEU|SIN|DEF|NOM//nmod//34 om//PP//case//38 habiliteringspenning//NN|UTR|SIN|IND|NOM//nmod//36 med//PP//case//40 nödvändighet//NN|UTR|SIN|IND|NOM//nmod//38 påkallar//VB|PRS|AKT//conj//3 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//43 ändringar//NN|UTR|PLU|IND|NOM//obj//41 av//PP//case//45 lagstiftningen//NN|UTR|SIN|DEF|NOM//nmod//43 .//MAD//punct//3
7.5 Exempel på utformning av lagregel med kriterier för rätt till habiliteringspenning;Under//PP//case//1 tid//NN|UTR|SIN|IND|NOM//obl//7 från//PP//case//5 den//DT|UTR|SIN|DEF//det//5 1//RO|NOM//nummod//5 juli//NN|UTR|SIN|IND|NOM//nmod//1 det//DT|NEU|SIN|DEF//det//7 år//NN|NEU|SIN|IND|NOM//obl//9 en//DT|UTR|SIN|IND//det//9 försäkrad//PC|PRF|UTR|SIN|IND|NOM//nsubj//10 fyller//VB|PRS|AKT//advcl//32 19//RG|NOM//nummod//12 år//NN|NEU|PLU|IND|NOM//obj//10 till//AB//advmod//10 och//KN//fixed//13 med//AB//fixed//13 den//DT|UTR|SIN|DEF//det//17 månad//NN|UTR|SIN|IND|NOM//obl//10 som//HP|-|-|-//nsubj//20 närmast//AB|SUV//advmod//20 föregår//VB|PRS|AKT//acl:relcl//17 den//DT|UTR|SIN|DEF//det//22 månad//NN|UTR|SIN|IND|NOM//obj//20 då//HA//mark//27 han//PN|UTR|SIN|DEF|SUB//nsubj//27 eller//KN//cc//26 hon//PN|UTR|SIN|DEF|SUB//conj//24 fyller//VB|PRS|AKT//acl:relcl//22 30//RG|NOM//nummod//29 år//NN|NEU|PLU|IND|NOM//obj//27 har//VB|PRS|AKT//aux//32 den//DT|UTR|SIN|DEF//nsubj//32 försäkrade//PC|PRF|UTR/NEU|SIN|DEF|NOM//ROOT//32 enligt//PP//mark//37 vad//HP|NEU|SIN|IND//dislocated//37 som//HP|-|-|-//nsubj//37 nedan//AB//advmod//37 sägs//VB|PRS|SFO//advcl//32 rätt//NN|UTR|SIN|IND|NOM//advmod//37 till//PP//case//40 habiliteringspenning//NN|UTR|SIN|IND|NOM//obl//37 om//SN//mark//45 han//PN|UTR|SIN|DEF|SUB//nsubj//45 eller//KN//cc//44 hon//PN|UTR|SIN|DEF|SUB//conj//42 har//VB|PRS|AKT//advcl//37 a//NN|NEU|SIN|IND|NOM//compound:prt//45 )//PAD//punct//32 ett//DT|NEU|SIN|IND//det//52 stort//JJ|POS|NEU|SIN|IND|NOM//amod//52 och//KN//cc//51 varaktigt//JJ|POS|NEU|SIN|IND|NOM//conj//49 funktionshinder//NN|NEU|SIN|IND|NOM//nsubj//77 som//HP|-|-|-//nsubj//54 förorsakar//VB|PRS|AKT//acl:relcl//52 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//56 svårigheter//NN|UTR|PLU|IND|NOM//obj//54 i//PP//case//58 livsföringen//NN|UTR|SIN|DEF|NOM//nmod//56 samt//KN//cc//66 hans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//66 eller//KN//cc//62 hennes//PS|UTR/NEU|SIN/PLU|DEF//conj//60 fysiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 eller//KN//cc//65 psykiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//63 prestationsförmåga//NN|UTR|SIN|IND|NOM//conj//52 till//PP//case//70 följd//NN|UTR|SIN|IND|NOM//fixed//67 av//PP//fixed//67 sjukdom//NN|UTR|SIN|IND|NOM//nmod//66 eller//KN//cc//75 med//PP//case//73 sjukdom//NN|UTR|SIN|IND|NOM//nmod//75 jämställda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//75 tillstånd//NN|NEU|SIN|IND|NOM//conj//66 är//VB|PRS|AKT//cop//77 begränsad//PC|PRF|UTR|SIN|IND|NOM//parataxis//32 i//PP//case//80 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//80 utsträckning//NN|UTR|SIN|IND|NOM//obl//77 att//SN//mark//82 förmågan//NN|UTR|SIN|DEF|NOM//nsubj//32 att//IE//mark//84 skaffa//VB|INF|AKT//acl//82 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//84 inkomst//NN|UTR|SIN|IND|NOM//obj//84 genom//PP//case//88 arbete//NN|NEU|SIN|IND|NOM//obl//84 (//PAD//punct//90 arbetsförmågan//NN|UTR|SIN|DEF|NOM//obl//84 )//PAD//punct//90 kan//VB|PRS|AKT//aux//93 bedömas//VB|INF|SFO//conj//84 som//KN//mark//101 helt//AB|POS//advmod//101 eller//KN//cc//101 i//PP//case//101 det//DT|NEU|SIN|DEF//det//99 närmaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//fixed//97 helt//AB|POS//advmod//101 nedsatt//PC|PRF|UTR|SIN|IND|NOM//xcomp//93 under//PP//case//105 minst//AB|SUV//advmod//104 ett//RG|NEU|SIN|IND|NOM//det//105 år//NN|NEU|SIN|IND|NOM//obl//101 från//PP//case//108 den//DT|UTR|SIN|DEF//det//108 tidpunkt//NN|UTR|SIN|IND|NOM//obl//101 då//HA//advmod//111 bedömningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//111 görs//VB|PRS|SFO//acl:relcl//108 eller//KN//cc//113 b//NN|NEU|SIN|IND|NOM//conj//111 )//PAD//punct//82 ett//DT|NEU|SIN|IND//det//116 funktionshinder//NN|NEU|SIN|IND|NOM//appos//32 som//HP|-|-|-//nsubj//119 har//VB|PRS|AKT//aux//119 förorsakat//VB|SUP|AKT//acl:relcl//116 förlängning//NN|UTR|SIN|IND|NOM//obj//119 av//PP//case//126 hans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//126 eller//KN//cc//124 hennes//PS|UTR/NEU|SIN/PLU|DEF//conj//122 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//126 skolgång//NN|UTR|SIN|IND|NOM//nmod//120 .//MAD//punct//32
7.5 Exempel på utformning av lagregel med kriterier för rätt till habiliteringspenning;Rätt//NN|UTR|SIN|IND|NOM//advmod//6 till//PP//case//2 habiliteringspenning//NN|UTR|SIN|IND|NOM//nmod//0 enligt//PP//case//4 b//NN|NEU|SIN|IND|NOM//nmod//0 )//PAD//punct//0 föreligger//VB|PRS|AKT//ROOT//6 enbart//AB//advmod//6 under//PP//case//11 så//AB//advmod//10 lång//JJ|POS|UTR|SIN|IND|NOM//amod//11 tid//NN|UTR|SIN|IND|NOM//obl//6 som//HP|-|-|-//nsubj//13 motsvarar//VB|PRS|AKT//acl:relcl//11 den//DT|UTR|SIN|DEF//det//15 förlängning//NN|UTR|SIN|IND|NOM//obj//13 av//PP//case//17 skolgången//NN|UTR|SIN|DEF|NOM//nmod//15 som//HP|-|-|-//nsubj:pass//19 föranletts//VB|SUP|SFO//acl:relcl//17 av//PP//case//21 funktionshindret//NN|NEU|SIN|DEF|NOM//obl:agent//19 ,//MID//punct//6 och//KN//cc//27 endast//AB//advmod//27 efter//PP//case//27 den//DT|UTR|SIN|DEF//det//27 tidpunkt//NN|UTR|SIN|IND|NOM//conj//6 då//HA//advmod//35 den//DT|UTR|SIN|DEF//det//31 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//31 skolgången//NN|UTR|SIN|DEF|NOM//nsubj//35 normalt//AB|POS//advmod//35 skulle//VB|PRT|AKT//aux//35 varit//VB|SUP|AKT//cop//35 avslutad//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//27 ,//MID//punct//40 då//HA//advmod//40 den//DT|UTR|SIN|DEF//det//39 försäkrade//PC|PRF|UTR/NEU|SIN|DEF|NOM//nsubj//40 bedriver//VB|PRS|AKT//acl:relcl//27 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//42 studier//NN|UTR|PLU|IND|NOM//obj//40 som//HP|-|-|-//nsubj//44 ingår//VB|PRS|AKT//acl:relcl//42 i//PP//case//47 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//47 skolgång//NN|UTR|SIN|IND|NOM//obl//44 eller//KN//cc//52 till//PP//case//52 följd//NN|UTR|SIN|IND|NOM//fixed//49 av//PP//fixed//49 sjukdom//NN|UTR|SIN|IND|NOM//conj//47 eller//KN//cc//59 med//PP//case//55 sjukdom//NN|UTR|SIN|IND|NOM//obl//56 jämställt//JJ|POS|NEU|SIN|IND|NOM//amod//57 tillstånd//NN|NEU|SIN|IND|NOM//nsubj//59 tillfälligt//AB|POS//advmod//59 gör//VB|PRS|AKT//conj//44 avbrott//NN|NEU|PLU|IND|NOM//obj//59 i//PP//case//63 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//63 studier//NN|UTR|PLU|IND|NOM//obl//59 .//MAD//punct//6
7.5 Exempel på utformning av lagregel med kriterier för rätt till habiliteringspenning;Vid//PP//case//1 bedömningen//NN|UTR|SIN|DEF|NOM//obl//12 av//PP//case//1 om//SN//case//4 sjukdom//NN|UTR|SIN|IND|NOM//nmod//1 eller//KN//cc//9 med//PP//case//7 sjukdom//NN|UTR|SIN|IND|NOM//obl//9 jämställt//JJ|POS|NEU|SIN|IND|NOM//amod//9 tillstånd//NN|NEU|SIN|IND|NOM//conj//4 föreligger//VB|PRS|AKT//conj//4 skall//VB|PRS|AKT//aux//12 bortses//VB|INF|SFO//ROOT//12 från//PP//case//14 arbetsmarknadsmässiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 ,//MID//punct//16 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//14 ,//MID//punct//18 sociala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//14 och//KN//cc//20 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//14 förhållanden//NN|NEU|PLU|IND|NOM//obl//12 .//MAD//punct//12
7.5 Exempel på utformning av lagregel med kriterier för rätt till habiliteringspenning;Bedömningen//NN|UTR|SIN|DEF|NOM//nsubj//9 av//PP//case//0 i//PP//case//3 vad//HP|NEU|SIN|IND//nmod//0 mån//NN|UTR|SIN|IND|NOM//advmod//3 en//DT|UTR|SIN|IND//det//7 försäkrads//NN|UTR|SIN|IND|GEN//amod//7 arbetsförmåga//NN|UTR|SIN|IND|NOM//obj//3 är//VB|PRS|AKT//cop//9 nedsatt//PC|PRF|UTR|SIN|IND|NOM//ROOT//9 skall//VB|PRS|AKT//advmod//9 ,//MID//punct//13 med//PP//case//13 beaktande//NN|NEU|SIN|IND|NOM//obl//10 av//PP//case//15 möjligheterna//NN|UTR|PLU|DEF|NOM//nmod//13 till//PP//case//18 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//18 rehabiliteringsåtgärder//NN|UTR|PLU|IND|NOM//nmod//15 som//HP|-|-|-//nsubj:pass//20 avses//VB|PRS|SFO//acl:relcl//18 i//PP//case//26 3//RG|NOM//nummod//23 kap.//NN|AN//nmod//24 7//RG|NOM//nummod//25 b//NN|NEU|SIN|IND|NOM//nmod//26 §//NN|AN//obl//20 eller//KN//cc//26 22//RG|NOM//nummod//29 kap.//NN|AN//conj//26 ,//MID//punct//31 utgå//VB|INF|AKT//conj//13 från//PP//case//37 hans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//37 eller//KN//cc//35 hennes//PS|UTR/NEU|SIN/PLU|DEF//conj//33 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 förutsättningar//NN|UTR|PLU|IND|NOM//obl//31 att//IE//mark//39 försörja//VB|INF|AKT//acl//37 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//39 genom//PP//compound:prt//39 –//RG|NOM//punct//45 i//PP//case//45 första//RO|NOM//amod//45 hand//NN|UTR|SIN|IND|NOM//obl//39 –//RG|NOM//punct//49 sitt//PS|NEU|SIN|DEF//nmod:poss//49 vanliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//49 arbete//NN|NEU|SIN|IND|NOM//conj//45 eller//KN//cc//52 annat//JJ|POS|NEU|SIN|IND|NOM//amod//52 arbete//NN|NEU|SIN|IND|NOM//conj//49 hos//PP//case//54 arbetsgivaren//NN|UTR|SIN|DEF|NOM//nmod//49 ,//MID//punct//45 –//RG|NOM//punct//59 i//PP//case//59 andra//RO|NOM//amod//59 hand//NN|UTR|SIN|IND|NOM//obl//39 –//RG|NOM//punct//62 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//62 förvärvsarbete//NN|NEU|SIN|IND|NOM//conj//59 som//HP|-|-|-//nsubj//66 är//VB|PRS|AKT//cop//66 normalt//AB|POS//advmod//66 förekommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//62 på//PP//case//68 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//obl//66 eller//KN//cc//73 –//RG|NOM//punct//73 annat//JJ|POS|NEU|SIN|IND|NOM//amod//73 lämpligt//JJ|POS|NEU|SIN|IND|NOM//amod//73 arbete//NN|NEU|SIN|IND|NOM//conj//59 som//HP|-|-|-//nsubj//76 är//VB|PRS|AKT//cop//76 tillgängligt//JJ|POS|NEU|SIN|IND|NOM//acl:relcl//73 för//PP//case//78 henne//PN|UTR|SIN|DEF|OBJ//obl//76 eller//KN//cc//80 honom//PN|UTR|SIN|DEF|OBJ//conj//78 .//MAD//punct//9

7.6 Förtidspension tidigast vid 30 års ålder;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//7 ://MID//punct//1
7.6 Förtidspension tidigast vid 30 års ålder; //_SP////2 Förtidspension//NN|UTR|SIN|IND|NOM//nmod//1 skall//VB|PRS|AKT//aux//7 kunna//VB|INF|AKT//aux//7 beviljas//VB|INF|SFO//ROOT//7 tidigast//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//advmod//7 den//DT|UTR|SIN|DEF//det//10 månad//NN|UTR|SIN|IND|NOM//nmod//12 en//DT|UTR|SIN|IND//det//12 försäkrad//PC|PRF|UTR|SIN|IND|NOM//nsubj//13 fyller//VB|PRS|AKT//xcomp//7 30//RG|NOM//nummod//15 år//NN|NEU|PLU|IND|NOM//obj//13 .//MAD//punct//7

7.6 Förtidspension tidigast vid 30 års ålder / En höjning av nuvarande 16-årsgräns till 30 år;Nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 16-årsgräns//NN|UTR|SIN|IND|NOM//nsubj:pass//7 för//PP//case//3 rätt//NN|UTR|SIN|IND|NOM//nmod//1 till//PP//case//5 förtidspension//NN|UTR|SIN|IND|NOM//nmod//3 bör//VB|PRS|AKT//aux//7 höjas//VB|INF|SFO//ROOT//7 radikalt//AB|POS//xcomp//7 .//MAD//punct//7
7.6 Förtidspension tidigast vid 30 års ålder / En höjning av nuvarande 16-årsgräns till 30 år;Övervägande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 skäl//NN|NEU|SIN|IND|NOM//nsubj//12 talar//VB|PRS|AKT//parataxis//7 för//PP//mark//24 att//SN//mark//24 åldersgränsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//24 för//PP//case//17 rätt//NN|UTR|SIN|IND|NOM//nmod//15 till//PP//case//19 ersättning//NN|UTR|SIN|IND|NOM//nmod//17 vid//PP//case//23 varaktigt//AB|POS//advmod//22 nedsatt//PC|PRF|UTR|SIN|IND|NOM//amod//23 arbetsförmåga//NN|UTR|SIN|IND|NOM//nmod//19 höjs//VB|PRS|SFO//advcl//12 till//PP//case//27 30//RG|NOM//nummod//27 år//NN|NEU|PLU|IND|NOM//obl//24 .//MAD//punct//7
7.6 Förtidspension tidigast vid 30 års ålder / En höjning av nuvarande 16-årsgräns till 30 år;Oavsett//PP//mark//39 omständigheterna//NN|UTR|PLU|DEF|NOM//nsubj//39 i//PP//case//34 det//DT|NEU|SIN|DEF//det//34 enskilda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//34 fallet//NN|NEU|SIN|DEF|NOM//nmod//30 skall//VB|PRS|AKT//aux//39 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//39 inte//AB//advmod//39 vara//VB|INF|AKT//cop//39 möjligt//JJ|POS|NEU|SIN|IND|NOM//advcl//7 att//IE//mark//41 göra//VB|INF|AKT//csubj//39 undantag//NN|NEU|PLU|IND|NOM//obj//41 från//PP//case//45 denna//DT|UTR|SIN|DEF//det//45 regel//NN|UTR|SIN|IND|NOM//obl//41 .//MAD//punct//7
7.6 Förtidspension tidigast vid 30 års ålder / En höjning av nuvarande 16-årsgräns till 30 år;Före//PP//case//50 30//RG|NOM//nummod//49 års//NN|NEU|PLU|IND|GEN//nmod:poss//50 ålder//NN|UTR|SIN|IND|NOM//obl//51 finns//VB|PRS|SFO//parataxis//7 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//51 möjlighet//NN|UTR|SIN|IND|NOM//nsubj//51 att//IE//mark//55 få//VB|INF|AKT//acl//53 ersättning//NN|UTR|SIN|IND|NOM//obj//55 i//PP//case//60 form//NN|UTR|SIN|IND|NOM//fixed//57 av//PP//fixed//57 långtidssjukpenning//NN|UTR|SIN|IND|NOM//obl//55 och//KN//cc//62 habiliteringspenning//NN|UTR|SIN|IND|NOM//conj//60 ,//MID//punct//73 som//HP|-|-|-//mark//73 båda//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj:pass//73 i//PP//case//69 betydligt//AB//advmod//68 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//69 grad//NN|UTR|SIN|IND|NOM//obl//73 än//KN//mark//71 förtidspension//NN|UTR|SIN|IND|NOM//acl//69 skall//VB|PRS|AKT//aux//73 präglas//VB|INF|SFO//advcl//55 av//PP//case//75 aktivitet//NN|UTR|SIN|IND|NOM//obl:agent//73 .//MAD//punct//7
7.6 Förtidspension tidigast vid 30 års ålder / En höjning av nuvarande 16-årsgräns till 30 år;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 är//VB|PRS|AKT//cop//3 principiellt//AB|POS//advmod//3 betydelsefullt//JJ|POS|NEU|SIN|IND|NOM//ROOT//3 att//SN//mark//6 samhället//NN|NEU|SIN|DEF|NOM//nsubj//6 sänder//VB|PRS|AKT//csubj//3 en//DT|UTR|SIN|IND//det//8 signal//NN|UTR|SIN|IND|NOM//obj//6 till//PP//case//13 såväl//KN//advmod//13 den//DT|UTR|SIN|DEF//det//13 enskilde//JJ|POS|MAS|SIN|DEF|NOM//amod//13 individen//NN|UTR|SIN|DEF|NOM//obl//6 som//KN//mark//15 omgivningen//NN|UTR|SIN|DEF|NOM//acl//13 att//SN//mark//21 ingen//PN|UTR|SIN|IND|SUB/OBJ//nsubj:pass//21 skall//VB|PRS|AKT//aux//21 behöva//VB|INF|AKT//aux//21 bli//VB|INF|AKT//aux:pass//21 pensionerad//PC|PRF|UTR|SIN|IND|NOM//acl//13 i//PP//case//25 mycket//AB|POS//advmod//24 unga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 år//NN|NEU|PLU|IND|NOM//obl//21 innan//SN//mark//30 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//28 insatser//NN|UTR|PLU|IND|NOM//nsubj:pass//30 har//VB|PRS|AKT//aux//30 gjorts//VB|SUP|SFO//advcl//21 för//PP//mark//33 att//IE//mark//33 ta//VB|INF|AKT//advcl//30 tillvara//PL//compound:prt//33 de//DT|UTR/NEU|PLU|DEF//det//36 kapaciteter//NN|UTR|PLU|IND|NOM//obj//33 och//KN//cc//38 utvecklingsmöjligheter//NN|UTR|PLU|IND|NOM//conj//36 som//HP|-|-|-//nsubj//40 finns//VB|PRS|SFO//acl:relcl//38 .//MAD//punct//3
7.6 Förtidspension tidigast vid 30 års ålder / En höjning av nuvarande 16-årsgräns till 30 år;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 är//VB|PRS|AKT//cop//2 möjligt//JJ|POS|NEU|SIN|IND|NOM//ROOT//2 att//IE//mark//13 vid//PP//case//5 valet//NN|NEU|SIN|DEF|NOM//obl//13 av//PP//case//8 nedre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 åldersgräns//NN|UTR|SIN|IND|NOM//nmod//5 för//PP//case//10 rätt//NN|UTR|SIN|IND|NOM//nmod//5 till//PP//case//12 förtidspension//NN|UTR|SIN|IND|NOM//nmod//10 göra//VB|INF|AKT//csubj//2 en//DT|UTR|SIN|IND//det//15 koppling//NN|UTR|SIN|IND|NOM//obj//13 till//PP//case//17 konstruktionen//NN|UTR|SIN|DEF|NOM//nmod//15 av//PP//case//20 den//DT|UTR|SIN|DEF//det//20 åldertrappa//NN|UTR|SIN|IND|NOM//nmod//17 som//HP|-|-|-//obj//25 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//25 tidigare//AB|KOM//advmod//25 har//VB|PRS|AKT//aux//25 föreslagit//VB|SUP|AKT//acl:relcl//20 för//PP//case//27 garantinivån//NN|UTR|SIN|DEF|NOM//obl//25 inom//PP//case//29 ohälsoförsäkringen//NN|UTR|SIN|DEF|NOM//nmod//27 .//MAD//punct//2
