
Sverige skall vara en pådrivande kraft och ett fö regångsland i strävan att skapa ett hållbart samhälle.;Ur//PP//case//2 regeringsfö//NN|UTR|SIN|IND|NOM//amod//2 rklaringen//NN|UTR|SIN|DEF|NOM//ROOT//2 den//DT|UTR|SIN|DEF//det//5 22//RG|NOM//nummod//5 mars//NN|UTR|SIN|IND|NOM//nmod//2 1996//RG|NOM//nummod//5
Kännetecken på ett integrerat miljö arbete;(//PAD//punct//183 Myndigheten//NN|UTR|SIN|DEF|NOM//nmod//183 bö//UO//advmod//183 r//UO//nsubj//185 här//AB//fixed//183 se//VB|INF|AKT//conj//175 upp//PL//compound:prt//185 med//PP//mark//199 hur//HA//advmod//189 titlar//NN|UTR|PLU|IND|NOM//nsubj:pass//199 som//KN//case//191 miljö//NN|UTR|SIN|IND|NOM//nmod//189 -chef//NN|UTR|SIN|IND|NOM//nsubj:pass//199 ,//MID//punct//192 miljö//NN|UTR|SIN|IND|NOM//conj//192 ansvarig//JJ|POS|UTR|SIN|IND|NOM//amod//198 eller//KN//cc//197 miljö//JJ|POS|UTR|SIN|IND|NOM//conj//195 enhet//NN|UTR|SIN|IND|NOM//conj//192 används//VB|PRS|SFO//ccomp//185 .//MID//punct//175
Kännetecken på ett integrerat miljö arbete;Sådana//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//202 leder//VB|PRS|AKT//parataxis//175 lätt//AB|POS//amod//204 tanken//NN|UTR|SIN|DEF|NOM//obj//202 till//PP//mark//212 att//SN//mark//212 allt//DT|NEU|SIN|IND/DEF//det//208 miljö//NN|UTR|SIN|IND|NOM//amod//209 ansvar//NN|NEU|SIN|IND|NOM//nsubj//212 är//VB|PRS|AKT//cop//212 fö//NN|NEU|SIN|IND|NOM//nsubj//212 rlagt//PC|PRF|NEU|SIN|IND|NOM//acl//204 hos//PP//case//217 en//DT|UTR|SIN|IND//det//217 viss//JJ|POS|UTR|SIN|IND|NOM//amod//217 utpekad//PC|PRF|UTR|SIN|IND|NOM//amod//217 person//NN|UTR|SIN|IND|NOM//obl//212 eller//KN//cc//220 organisatorisk//JJ|POS|UTR|SIN|IND|NOM//amod//220 enhet//NN|UTR|SIN|IND|NOM//conj//217 och//KN//cc//223 inte//AB//advmod//223 berö//AB//conj//217 r//NN|NEU|SIN|IND|NOM//conj//212 någon//DT|UTR|SIN|IND//det//226 annan//JJ|POS|UTR|SIN|IND|NOM//obj//212 )//PAD//punct//202 -//MID//punct//229 planering//NN|UTR|SIN|IND|NOM//nsubj//236 och//KN//cc//231 genomfö//NN|UTR|SIN|IND|NOM//conj//229 rande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//229 av//PP//case//234 miljö//NN|UTR|SIN|IND|NOM//nmod//232 arbetet//NN|NEU|SIN|DEF|NOM//conj//229 sker//VB|PRS|AKT//conj//175 som//KN//mark//243 en//DT|UTR|SIN|IND//det//243 naturlig//JJ|POS|UTR|SIN|IND|NOM//amod//243 och//KN//cc//242  //_SP////240 själv-klar//NN|UTR|PLU|IND|NOM//amod//243 del//NN|UTR|SIN|IND|NOM//obl//236 av//PP//case//247 det//DT|NEU|SIN|DEF//det//247 ordinarie//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//247 arbetet//NN|NEU|SIN|DEF|NOM//nmod//243

En långsiktig process och ett internt styrmedel;Att//IE//mark//1 integrera//VB|INF|AKT//amod//2 miljö//NN|UTR|SIN|IND|NOM//nmod//3 arbete//NN|NEU|SIN|IND|NOM//nsubj//11 i//PP//case//7 ö//NN|UTR|SIN|IND|NOM//amod//7 vrig//JJ|POS|UTR|SIN|IND|NOM//amod//7 verksamhet//NN|UTR|SIN|IND|NOM//nmod//3 är//VB|PRS|AKT//cop//11 ett//DT|NEU|SIN|IND//det//11 långsiktigt//JJ|POS|NEU|SIN|IND|NOM//amod//11 åtagande//NN|NEU|SIN|IND|NOM//ROOT//11 och//KN//cc//14 en//DT|UTR|SIN|IND//det//14 process//NN|UTR|SIN|IND|NOM//conj//11 inom//PP//case//16 organisationen//NN|UTR|SIN|DEF|NOM//nmod//14 .//MAD//punct//11
En långsiktig process och ett internt styrmedel;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//19 bygger//VB|PRS|AKT//parataxis//11 på//PP//case//22 myndighetsledningens//NN|UTR|SIN|DEF|GEN//nmod:poss//22 stö//NN|NEU|SIN|IND|NOM//obl//19 d//NN|AN//obl//19 och//KN//cc//27 på//PP//case//27 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//27 medvetenhet//NN|UTR|SIN|IND|NOM//conj//23 ,//MID//punct//29 kunskap//NN|UTR|SIN|IND|NOM//conj//27 och//KN//cc//31 ansvarskännande//NN|NEU|SIN|IND|NOM//conj//27 .//MAD//punct//11
En långsiktig process och ett internt styrmedel;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//36 ska//VB|PRS|AKT//aux//36 sedan//AB//case//36 återspeg-las//NN|NEU|SIN|IND|NOM//conj//11 hos//PP//case//38 var//PN|UTR|SIN|IND|SUB/OBJ//nmod//36 och//KN//fixed//38 en//PN|UTR|SIN|IND|SUB/OBJ//fixed//38 inom//PP//case//42 myndigheten//NN|UTR|SIN|DEF|NOM//nmod//38 .//MAD//punct//36
En långsiktig process och ett internt styrmedel;Insikten//NN|UTR|SIN|DEF|NOM//nsubj//58 om//PP//case//48 det//DT|NEU|SIN|DEF//det//48 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//48 ansvaret//NN|NEU|SIN|DEF|NOM//nmod//44 och//KN//cc//54 hur//HA//advmod//54 den//DT|UTR|SIN|DEF//det//53 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//53 insatsen//NN|UTR|SIN|DEF|NOM//nsubj//54 bidrar//VB|PRS|AKT//conj//44 till//PP//case//56 helheten//NN|UTR|SIN|DEF|NOM//obl//54 är//VB|PRS|AKT//cop//58 betydelsefull//JJ|POS|UTR|SIN|IND|NOM//conj//11 .//MAD//punct//58
En långsiktig process och ett internt styrmedel;Den//DT|UTR|SIN|DEF//det//61 kompetens//NN|UTR|SIN|IND|NOM//parataxis//58 och//KN//cc//64 det//DT|NEU|SIN|DEF//det//64 engagemang//NN|NEU|SIN|IND|NOM//conj//61 fö//NN|NEU|SIN|IND|NOM//amod//68 r//UO//nummod//67 miljö//NN|UTR|SIN|IND|NOM//fixed//65 frågan//NN|UTR|SIN|DEF|NOM//nsubj//77 som//HP|-|-|-//nsubj//72 ofta//AB|POS//advmod//72 kan//VB|PRS|AKT//aux//72 finnas//VB|INF|SFO//acl:relcl//68 inom//PP//case//74 myndigheten//NN|UTR|SIN|DEF|NOM//nmod//76 bö//UO//advmod//76 r//PM|NOM//obl//72 få//VB|INF|AKT//acl:relcl//64 ut-rymme//NN|NEU|SIN|IND|NOM//obj//77 och//KN//cc//80 utvecklas//VB|PRS|SFO//conj//77 .//MAD//punct//58
En långsiktig process och ett internt styrmedel;Med//PP//case//2 en//DT|UTR|SIN|IND//det//2 omvärld//NN|UTR|SIN|IND|NOM//obl//19 som//HP|-|-|-//nsubj//8 är//VB|PRS|AKT//cop//8 i//PP//case//8 ständig//JJ|POS|UTR|SIN|IND|NOM//fixed//5 fö//JJ|AN//amod//8 rändring//NN|UTR|SIN|IND|NOM//acl:relcl//2 måste//VB|PRS|AKT//aux//19 fö//VB|INF|AKT//amod//11 rutsättningarna//NN|NEU|PLU|DEF|NOM//nsubj//19 och//KN//cc//14 led-ningens//NN|UTR|SIN|DEF|GEN//nmod:poss//14 intresse//NN|NEU|SIN|IND|NOM//conj//11 fö//UO//nmod//16 r//UO//nummod//18 miljö//NN|UTR|SIN|IND|NOM//fixed//16 arbetet//NN|NEU|SIN|DEF|NOM//obl//19 fortlö//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 pande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//21 upprätthållas//VB|PRS|SFO//nmod:poss//24 och//KN//cc//23 synliggö//NN|UTR|SIN|IND|GEN//conj//21 ras//NN|UTR|SIN|IND|NOM//ROOT//24 .//MAD//punct//24
En långsiktig process och ett internt styrmedel;Genom//PP//mark//8 att//IE//mark//8 på//PP//case//7 ett//DT|NEU|SIN|IND//det//7 genomtänkt//PC|PRF|NEU|SIN|IND|NOM//amod//7 och//KN//cc//6 systematiskt//JJ|POS|NEU|SIN|IND|NOM//conj//4 sätt//NN|NEU|SIN|IND|NOM//obl//8 leda//VB|INF|AKT//advcl//10 ,//MID//punct//10 planera//VB|INF|AKT//advcl//20 och//KN//cc//12 fö//NN|NEU|SIN|IND|NOM//conj//10 lja//VB|INF|AKT//obj//10 upp//PL//compound:prt//10 miljö//NN|UTR|SIN|IND|NOM//obj//10 arbetet//NN|NEU|SIN|DEF|NOM//obj//10 kan//VB|PRS|AKT//aux//20 myndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//19 ledning//NN|UTR|SIN|IND|NOM//nsubj//20 styra//VB|INF|AKT//ROOT//20 och//KN//cc//24 fö//NN|NEU|SIN|IND|NOM//amod//24 rbättra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//24 miljö//NN|UTR|SIN|IND|NOM//conj//20 arbetet//NN|NEU|SIN|DEF|NOM//obj//20 så//SN//advmod//20 att//SN//fixed//26 miljö//VB|INF|AKT//fixed//26 policyn//NN|UTR|SIN|DEF|NOM//fixed//26 och//KN//cc//32 fattade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//32 beslut//NN|NEU|PLU|IND|NOM//conj//29 genomfö//PP//fixed//26 rs//NN|UTR|SIN|IND|NOM//fixed//26 .//MAD//punct//20
En långsiktig process och ett internt styrmedel;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//40 är//VB|PRS|AKT//cop//40 också//AB//advmod//40 ett//DT|NEU|SIN|IND//det//40 sätt//NN|NEU|SIN|IND|NOM//conj//20 att//IE//mark//43 fö//VB|INF|AKT//nsubj//43 rsäkra//VB|INF|AKT//acl//40 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//43 om//PP//case//48 en//DT|UTR|SIN|IND//det//48 fortsatt//PC|PRF|UTR|SIN|IND|NOM//amod//48 efterlevnad//NN|UTR|SIN|IND|NOM//obl//43 av//PP//case//50 den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//48 .//MAD//punct//40
En långsiktig process och ett internt styrmedel;Myndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//53 ledning//NN|UTR|SIN|IND|NOM//nsubj//54 avser//VB|PRS|AKT//acl:relcl//40 här//AB//advmod//54 normalt//AB|POS//amod//57 verkschefen//NN|UTR|SIN|DEF|NOM//obj//54 (//PAD//punct//40 jfr//VB|AN//parataxis//40 3//RG|NOM//nummod//61 §//NN|AN//obj//59 verksfö//NN|UTR|SIN|IND|NOM//amod//63 rordningen//NN|UTR|SIN|DEF|NOM//obl//59 )//PAD//punct//40 .//MAD//punct//20
En långsiktig process och ett internt styrmedel;I//PP//case//68 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//68 avseenden//NN|NEU|PLU|IND|NOM//obl//75 kan//VB|PRS|AKT//aux//75 myndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//71 styrelse//NN|UTR|SIN|IND|NOM//nsubj//75 ,//MID//punct//75 om//SN//mark//75 sådan//JJ|POS|UTR|SIN|IND|NOM//nsubj//75 finns//VB|PRS|SFO//conj//20 ,//MID//punct//75 omfattas//VB|PRS|SFO//conj//75 av//PP//case//79 begreppet//NN|NEU|SIN|DEF|NOM//obl:agent//77 (//PAD//punct//75 jfr//VB|AN//parataxis//75 13//RG|NOM//nummod//83 §//NN|AN//obj//81 verksfö//NN|UTR|SIN|IND|NOM//amod//85 rordningen//NN|UTR|SIN|DEF|NOM//obl//81 )//PAD//punct//75 .//MAD//punct//20
En långsiktig process och ett internt styrmedel;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 finns//VB|PRS|SFO//ROOT//1 inga//DT|UTR/NEU|PLU|IND//det//4 generella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 lö//NN|AN//nmod//5 sningar//NN|UTR|PLU|IND|NOM//nsubj//1 på//PP//mark//14 hur//HA//advmod//14 denna//DT|UTR|SIN|DEF//det//9 integration//NN|UTR|SIN|IND|NOM//nsubj//14 i//PP//case//12 alla//DT|UTR/NEU|PLU|IND/DEF//det//12 detaljer//NN|UTR|PLU|IND|NOM//nmod//9 ska//VB|PRS|AKT//aux//14 gå//VB|INF|AKT//acl//5 till//PL//compound:prt//14 .//MAD//punct//1
En långsiktig process och ett internt styrmedel;Varje//DT|UTR/NEU|SIN|IND//det//18 myndighet//NN|UTR|SIN|IND|NOM//nsubj//20 måste//VB|PRS|AKT//aux//20 finna//VB|INF|AKT//parataxis//1 sitt//PS|NEU|SIN|DEF//nmod:poss//23 eget//JJ|POS|NEU|SIN|IND/DEF|NOM//amod//23 sätt//NN|NEU|SIN|IND|NOM//obj//20 anpassat//PC|PRF|NEU|SIN|IND|NOM//advcl//20 fö//NN|NEU|SIN|IND|NOM//nmod//26 r//NN|NEU|SIN|IND|NOM//obl//24 den//DT|UTR|SIN|DEF//det//29 aktuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//29 verk-samheten//NN|UTR|SIN|DEF|NOM//xcomp//24 .//MAD//punct//20
En långsiktig process och ett internt styrmedel;Däremot//AB//advmod//32 bö//NN|AN//obl//33 r//UO//parataxis//20 systematiken//NN|UTR|SIN|DEF|NOM//obj//20 baseras//VB|PRS|SFO//conj//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//35 på//PP//case//39 den//DT|UTR|SIN|DEF//det//39 grundmodell//NN|UTR|SIN|IND|NOM//obl//35 som//HP|-|-|-//nsubj//41 finns//VB|PRS|SFO//acl:relcl//39 presenterad//PC|PRF|UTR|SIN|IND|NOM//xcomp//41 i//PP//case//46 fö//JJ|AN//nmod:poss//46 regående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//46 kapitel//NN|NEU|SIN|IND|NOM//obl//42 med//PP//case//49 fö//NN|NEU|SIN|IND|NOM//amod//49 rklaringar//NN|UTR|PLU|IND|NOM//nmod//46 i//PP//case//53 de//DT|UTR/NEU|PLU|DEF//det//53 fö//NN|AN//amod//53 ljande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//49 .//MAD//punct//1
En långsiktig process och ett internt styrmedel;Systematiken//NN|UTR|SIN|DEF|NOM//ROOT//0 i//PP//case//2 arbetet//NN|NEU|SIN|DEF|NOM//nmod//0 ,//MID//punct//5 den//DT|UTR|SIN|DEF//det//5 struktur//NN|UTR|SIN|IND|NOM//appos//0 som//HP|-|-|-//obl//8 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//8 bygger//VB|PRS|AKT//acl:relcl//5 upp//PL//compound:prt//8 och//KN//cc//12 den//DT|UTR|SIN|DEF//det//12 ord-ning//NN|UTR|SIN|IND|NOM//conj//5 och//KN//cc//19 reda//NN|UTR|SIN|IND|NOM//nsubj//19 som//HP|-|-|-//nsubj:pass//17 då//AB//advmod//17 skapas//VB|PRS|SFO//acl:relcl//14 kan//VB|PRS|AKT//aux//19 få//VB|INF|AKT//conj//0 positiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 effekter//NN|UTR|PLU|IND|NOM//obj//19 även//AB//advmod//25 på//PP//case//25 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 områden//NN|NEU|PLU|IND|NOM//obl//19 inom//PP//case//27 myndigheten//NN|UTR|SIN|DEF|NOM//nmod//25 t.ex//AB|AN//advmod//31 på//PP//case//31 arbetsmiljö//NN|UTR|SIN|IND|NOM//nmod//31 arbetet//NN|NEU|SIN|DEF|NOM//nmod//27 eller//KN//cc//34 genom//PP//case//34 effektivisering//NN|UTR|SIN|IND|NOM//conj//31 och//KN//cc//36 besparingar//NN|UTR|PLU|IND|NOM//conj//34 .//MAD//punct//0

