2.2 Behovet av nya regler för beskattning av handels- och ;3.1//RG|NOM//dislocated//13 Huvuddragen//NN|NEU|PLU|DEF|NOM//obj//0 i//PP//case//4 ett//DT|NEU|SIN|IND//det//4 system//NN|NEU|SIN|IND|NOM//obl//0 för//PP//case//6 beskattningen//NN|UTR|SIN|DEF|NOM//nmod//4 av//PP//case//8 3.2//RG|NOM//nmod//6 Vad//HP|NEU|SIN|IND//obl//13 är//VB|PRS|AKT//cop//13 den//DT|UTR|SIN|DEF//det//13 materiella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 innebörden//NN|UTR|SIN|DEF|NOM//ROOT//13 av//PP//case//18 att//SN//mark//18 handelsbolaget//NN|NEU|SIN|DEF|NOM//nmod//18 7.2//RG|NOM//amod//18 Beskattningen//NN|UTR|SIN|DEF|NOM//nmod//13 av//PP//case//20 kommanditbolag//NN|NEU|PLU|IND|NOM//nmod//18 och//KN//cc//22 delägare//NN|UTR|PLU|IND|NOM//conj//20 i//PP//case//25 15.1//RG|NOM//nummod//25 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//18 till//PP//case//27 lagen//NN|UTR|SIN|DEF|NOM//nmod//18 om//PP//case//29 ändring//NN|UTR|SIN|IND|NOM//nmod//18 i//PP//case//31 inkomstskattelagen//NN|UTR|SIN|DEF|NOM//nmod//32 15.2//RG|NOM//nummod//33 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//29 till//PP//case//35 lagen//NN|UTR|SIN|DEF|NOM//nmod//29 om//PP//case//37 ändring//NN|UTR|SIN|IND|NOM//nmod//35 i//PP//case//41 kupongskattelagen//NN|UTR|SIN|DEF|NOM//nmod//40 15.3//RG|NOM//nummod//41 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//37 till//PP//case//43 lagen//NN|UTR|SIN|DEF|NOM//nmod//37 om//PP//case//45 ändring//NN|UTR|SIN|IND|NOM//nmod//43 i//PP//case//47 lagen//NN|UTR|SIN|DEF|NOM//nmod//45 (//PAD//punct//49 1980:1102//RG|NOM//nmod//29 )//PAD//punct//49 om//PP//case//53 15.4//RG|NOM//nummod//53 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//29 till//PP//case//55 lagen//NN|UTR|SIN|DEF|NOM//nmod//53 om//PP//case//57 ändring//NN|UTR|SIN|IND|NOM//nmod//55 i//PP//case//59 taxeringslagen//NN|UTR|SIN|DEF|NOM//nmod//57 15.5//RG|NOM//nummod//61 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//57 till//PP//case//63 lagen//NN|UTR|SIN|DEF|NOM//nmod//61 om//PP//case//65 ändring//NN|UTR|SIN|IND|NOM//nmod//63 i//PP//case//67 mervärdesskattelagen//NN|UTR|SIN|DEF|NOM//nmod//65 15.6//RG|NOM//nummod//69 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//65 till//PP//case//71 lagen//NN|UTR|SIN|DEF|NOM//nmod//69 om//PP//case//73 ändring//NN|UTR|SIN|IND|NOM//nmod//71 i//PP//case//77 årsredovisningslagen//NN|UTR|SIN|DEF|NOM//nmod//76 15.7//RG|NOM//nmod//77 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//73 till//PP//case//79 lagen//NN|UTR|SIN|DEF|NOM//nmod//73 om//PP//case//81 ändring//NN|UTR|SIN|IND|NOM//nmod//79 i//PP//case//83 skattebetalningslagen//NN|UTR|SIN|DEF|NOM//nmod//81 15.8//RG|NOM//nummod//85 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//81 till//PP//case//87 lagen//NN|UTR|SIN|DEF|NOM//nmod//85 om//PP//case//89 ändring//NN|UTR|SIN|IND|NOM//nmod//87 i//PP//case//91 lagen//NN|UTR|SIN|DEF|NOM//nmod//89 (//PAD//punct//93 1998:674//RG|NOM//nmod//89 )//PAD//punct//93 om//PP//case//97 15.9//RG|NOM//nmod//97 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//89 till//PP//case//99 lagen//NN|UTR|SIN|DEF|NOM//nmod//97 om//PP//case//101 ändring//NN|UTR|SIN|IND|NOM//nmod//99 i//PP//case//103 bokföringslagen//NN|UTR|SIN|DEF|NOM//nmod//101
2.2 Behovet av nya regler för beskattning av handels- och  / Återföring av vissa avdrag;Det//DT|NEU|SIN|DEF//expl//18 nu//AB//advmod//17 sagda//PC|PRF|UTR/NEU|SIN|DEF|NOM//nsubj//18 talar//VB|PRS|AKT//conj//4 för//PP//mark//23 att//SN//mark//23 återföringsreglerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//23 bör//VB|PRS|AKT//aux//23 förändras//VB|INF|SFO//advcl//18 så//AB//advmod//23 att//SN//mark//27 återföringen//NN|UTR|SIN|DEF|NOM//nsubj//27 sker//VB|PRS|AKT//advcl//23 vid//PP//case//29 kapitalvinstbeskattningen//NN|UTR|SIN|DEF|NOM//obl//27 .//MAD//punct//4
2.2 Behovet av nya regler för beskattning av handels- och  / Återföring av vissa avdrag;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//32 leder//VB|PRS|AKT//parataxis//4 i//PP//case//35 sin//PS|UTR|SIN|DEF//nmod:poss//35 tur//NN|UTR|SIN|IND|NOM//obl//32 till//PP//mark//45 att//SN//mark//45 reglerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//45 om//PP//case//40 skatteberäkning//NN|UTR|SIN|IND|NOM//nmod//38 för//PP//case//43 ackumulerad//PC|PRF|UTR|SIN|IND|NOM//amod//43 inkomst//NN|UTR|SIN|IND|NOM//nmod//40 kan//VB|PRS|AKT//aux//45 slopas//VB|INF|SFO//advcl//32 .//MAD//punct//32
2.2 Behovet av nya regler för beskattning av handels- och  / Återföring av vissa avdrag;Dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//48 återföringsregler//NN|UTR|PLU|IND|NOM//nsubj//49 leder//VB|PRS|AKT//conj//32 dock//AB//advmod//49 till//PP//compound:prt//49 att//SN//mark//56 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//54 regler//NN|UTR|PLU|IND|NOM//nsubj:pass//56 måste//VB|PRS|AKT//aux//56 införas//VB|INF|SFO//advcl//49 för//PP//mark//59 att//IE//mark//59 lindra//VB|INF|AKT//advcl//56 progressionen//NN|UTR|SIN|DEF|NOM//obj//59 då//HA//advmod//65 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//63 års//NN|NEU|PLU|IND|GEN//nmod:poss//64 avdrag//NN|NEU|SIN|IND|NOM//nsubj:pass//65 återförs//VB|PRS|SFO//acl:relcl//60 under//PP//case//68 ett//DT|NEU|SIN|IND//nummod//68 år//NN|NEU|SIN|IND|NOM//obl//65 .//MAD//punct//4
2.2 Behovet av nya regler för beskattning av handels- och  / Återföring av vissa avdrag;En//DT|UTR|SIN|IND//det//2 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 fördel//NN|UTR|SIN|IND|NOM//ROOT//2 med//PP//case//5 förändrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//5 återföringsregler//NN|UTR|PLU|IND|NOM//nmod//2 är//VB|PRS|AKT//cop//2 därför//AB//mark//11 att//SN//fixed//7 regelsystemet//NN|NEU|SIN|DEF|NOM//nsubj//11 därigenom//AB//advmod//11 blir//VB|PRS|AKT//csubj//2 enklare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//11 .//MAD//punct//2

2.2 Behovet av nya regler för beskattning av handels- och  / Djur i jordbruk i juridisk person;Som//HA//advmod//1 framgår//VB|PRS|AKT//advcl//7 av//PP//case//3 betänkandet//NN|NEU|SIN|DEF|NOM//obl//1 i//PP//case//6 denna//DT|UTR|SIN|DEF//det//6 del//NN|UTR|SIN|IND|NOM//nmod//3 medför//VB|PRS|AKT//ROOT//7 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//9 regler//NN|UTR|PLU|IND|NOM//obj//7 med//PP//case//12 skild//PC|PRF|UTR|SIN|IND|NOM//amod//12 hantering//NN|UTR|SIN|IND|NOM//nmod//9 i//PP//case//14 redovisningen//NN|UTR|SIN|DEF|NOM//nmod//12 och//KN//cc//23 vid//PP//case//17 beskattningen//NN|UTR|SIN|DEF|NOM//obl//23 en//DT|UTR|SIN|IND//det//23 både//KN//cc//20 onödig//JJ|POS|UTR|SIN|IND|NOM//amod//23 och//KN//cc//22 svårförståelig//JJ|POS|UTR|SIN|IND|NOM//conj//20 komplikation//NN|UTR|SIN|IND|NOM//conj//14 .//MID//punct//7
2.2 Behovet av nya regler för beskattning av handels- och  / Djur i jordbruk i juridisk person;Jag//PN|UTR|SIN|DEF|SUB//nsubj//26 anser//VB|PRS|AKT//parataxis//7 därför//AB//mark//35 att//SN//fixed//27 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//30 förslag//NN|NEU|SIN|IND|NOM//nsubj//35 i//PP//case//33 denna//DT|UTR|SIN|DEF//det//33 del//NN|UTR|SIN|IND|NOM//nmod//30 vad//HP|NEU|SIN|IND//nsubj//35 gäller//VB|PRS|AKT//advcl//26 handelsbolag//NN|NEU|PLU|IND|NOM//obj//35 är//VB|PRS|AKT//cop//38 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//26 .//MID//punct//26
2.2 Behovet av nya regler för beskattning av handels- och  / Djur i jordbruk i juridisk person;Enligt//PP//case//42 min//PS|UTR|SIN|DEF//nmod:poss//42 uppfattning//NN|UTR|SIN|IND|NOM//obl//49 borde//VB|PRT|AKT//aux//49 dock//AB//advmod//46 även//AB//advmod//46 reglerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//49 för//PP//case//48 aktiebolag//NN|NEU|PLU|IND|NOM//nmod//46 ändras//VB|PRS|SFO//advcl//26 .//MAD//punct//26
2.2 Behovet av nya regler för beskattning av handels- och  / Djur i jordbruk i juridisk person;Då//HA//mark//66 en//DT|UTR|SIN|IND//det//53 ändring//NN|UTR|SIN|IND|NOM//nsubj//60 av//PP//case//55 redovisningsreglerna//NN|UTR|PLU|DEF|NOM//nmod//53 inte//AB//advmod//60 är//VB|PRS|AKT//cop//60 en//DT|UTR|SIN|IND//det//60 framkomlig//JJ|POS|UTR|SIN|IND|NOM//amod//60 väg//NN|UTR|SIN|IND|NOM//nsubj:pass//66 bör//VB|PRS|AKT//aux//66 därför//AB//advmod//66 skattereglerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//66 för//PP//case//65 aktiebolag//NN|NEU|PLU|IND|NOM//nmod//63 ändras//VB|PRS|SFO//advcl//26 så//AB//mark//74 att//SN//fixed//67 djuren//NN|NEU|PLU|DEF|NOM//nsubj:pass//74 vid//PP//case//71 beskattningen//NN|UTR|SIN|DEF|NOM//nmod//69 även//AB//advmod//74 får//VB|PRS|AKT//aux//74 hanteras//VB|INF|SFO//advcl//66 enligt//PP//case//78 den//DT|UTR|SIN|DEF//det//78 redovisningsmässiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//78 klassifikationen//NN|UTR|SIN|DEF|NOM//obl//74 .//MAD//punct//7

2.2 Behovet av nya regler för beskattning av handels- och  / Särskilt yttrande av Ulla Werkell (expert);Jag//PN|UTR|SIN|DEF|SUB//nsubj//1 ansluter//VB|PRS|AKT//ROOT//1 mig//PN|UTR|SIN|DEF|OBJ//obj//1 till//PP//mark//10 vad//HP|NEU|SIN|IND//obj//10 Urban//PM|NOM//nsubj//10 Rydin//PM|NOM//flat:name//5 i//PP//case//9 sitt//PS|NEU|SIN|DEF//nmod:poss//9 yttrande//NN|NEU|SIN|IND|NOM//obl//10 anfört//VB|SUP|AKT//ccomp//1 beträffande//PP//case//12 kapitalvinstbeskattning//NN|UTR|SIN|IND|NOM//obl//10 av//PP//case//14 näringsfastigheter//NN|UTR|PLU|IND|NOM//nmod//12 och//KN//cc//16 återläggning//NN|UTR|SIN|IND|NOM//conj//14 av//PP//case//18 värdeminskningsavdrag//NN|NEU|PLU|IND|NOM//nmod//16 och//KN//cc//22 vill//VB|PRS|AKT//aux//22 därutöver//AB//advmod//22 anföra//VB|INF|AKT//conj//10 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obj//22 .//MAD//punct//1
2.2 Behovet av nya regler för beskattning av handels- och  / Särskilt yttrande av Ulla Werkell (expert);Det//DT|NEU|SIN|DEF//det//1 faktum//NN|NEU|SIN|IND|NOM//nsubj//14 att//SN//mark//4 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//4 valt//VB|SUP|AKT//acl//1 att//IE//mark//6 frångå//VB|INF|AKT//advcl//4 den//DT|UTR|SIN|DEF//det//9 hittillsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 enkelbeskattningen//NN|UTR|SIN|DEF|NOM//obj//6 vid//PP//case//11 avyttring//NN|UTR|SIN|IND|NOM//obl//14 av//PP//case//13 näringsfastigheter//NN|UTR|PLU|IND|NOM//nmod//11 utgör//VB|PRS|AKT//ROOT//14 en//DT|UTR|SIN|IND//det//18 så//AB//advmod//17 stor//JJ|POS|UTR|SIN|IND|NOM//amod//18 försämring//NN|UTR|SIN|IND|NOM//obj//14 för//PP//case//21 fysiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 personer//NN|UTR|PLU|IND|NOM//nmod//18 som//HP|-|-|-//nsubj//23 äger//VB|PRS|AKT//acl:relcl//21 näringsfastigheter//NN|UTR|PLU|IND|NOM//obj//23 i//PP//case//26 handelsbolag//NN|NEU|PLU|IND|NOM//obl//23 att//SN//mark//31 jag//PN|UTR|SIN|DEF|SUB//nsubj//31 inte//AB//advmod//31 kan//VB|PRS|AKT//aux//31 ställa//VB|INF|AKT//acl:relcl//18 mig//PN|UTR|SIN|DEF|OBJ//obj//31 bakom//PP//case//36 de//DT|UTR/NEU|PLU|DEF//det//36 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 reglerna//NN|UTR|PLU|DEF|NOM//obl//31 för//PP//case//38 beskattning//NN|UTR|SIN|IND|NOM//nmod//36 av//PP//case//40 handelsbolag//NN|NEU|PLU|IND|NOM//nmod//38
2.2 Behovet av nya regler för beskattning av handels- och  / Särskilt yttrande av Ulla Werkell (expert);Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 har//VB|PRS|AKT//ROOT//1 inför//PP//case//4 sitt//PS|NEU|SIN|DEF//nmod:poss//4 ställningstagande//NN|NEU|SIN|IND|NOM//obl//1 i//PP//case//6 frågan//NN|UTR|SIN|DEF|NOM//nmod//4 vägt//VB|SUP|AKT//cop//8 önskemålet//NN|NEU|SIN|DEF|NOM//obl//1 att//IE//mark//10 uppnå//VB|INF|AKT//acl//8 mer//AB|KOM//advmod//12 enhetliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 beskattningsregler//NN|UTR|PLU|IND|NOM//obj//10 för//PP//case//16 juridiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 personer//NN|UTR|PLU|IND|NOM//obl//10 mot//PP//case//18 risken//NN|UTR|SIN|DEF|NOM//obl//10 för//PP//case//21 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//21 inlåsningseffekter//NN|UTR|PLU|IND|NOM//nmod//18 på//PP//case//23 fastighetsmarknaden//NN|UTR|SIN|DEF|NOM//nmod//21 och//KN//cc//27 en//DT|UTR|SIN|IND//det//27 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 skattebelastning//NN|UTR|SIN|IND|NOM//conj//21 vid//PP//case//29 fastighetsavyttringar//NN|UTR|PLU|IND|NOM//nmod//27 för//PP//case//32 fysiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 personer//NN|UTR|PLU|IND|NOM//nmod//29 som//HP|-|-|-//nsubj//35 är//VB|PRS|AKT//cop//35 delägare//NN|UTR|PLU|IND|NOM//acl:relcl//32 i//PP//case//37 handelsbolag//NN|NEU|PLU|IND|NOM//nmod//35 .//MAD//punct//1
2.2 Behovet av nya regler för beskattning av handels- och  / Särskilt yttrande av Ulla Werkell (expert);Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//40 ger//VB|PRS|AKT//parataxis//1 också//AB//advmod//40 en//DT|UTR|SIN|IND//det//45 kort//JJ|POS|UTR|SIN|IND|NOM//advmod//44 historisk//JJ|POS|UTR|SIN|IND|NOM//amod//45 tillbakablick//NN|UTR|SIN|IND|NOM//obj//40 av//PP//case//48 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//48 bestämmelser//NN|UTR|PLU|IND|NOM//nmod//45 .//MAD//punct//40
2.2 Behovet av nya regler för beskattning av handels- och  / Särskilt yttrande av Ulla Werkell (expert);Skälen//NN|NEU|PLU|DEF|NOM//nsubj//51 har//VB|PRS|AKT//conj//1 ,//MID//punct//51 då//HA//advmod//57 frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//57 tidigare//AB|KOM//advmod//57 har//VB|PRS|AKT//aux//57 diskuterats//VB|SUP|SFO//advcl//60 ,//MID//punct//60 inte//AB//advmod//60 ansetts//VB|SUP|SFO//ccomp//51 tillräckligt//AB|POS//advmod//62 starka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//60 för//PP//mark//67 att//IE//mark//67 för//PP//mark//67 att//IE//mark//67 föreslå//VB|INF|AKT//advcl//60 att//SN//mark//73 vinstbeskattningen//NN|UTR|SIN|DEF|NOM//nsubj//73 av//PP//case//71 näringsfastigheter//NN|UTR|PLU|IND|NOM//nmod//69 ska//VB|PRS|AKT//aux//73 ske//VB|INF|AKT//ccomp//67 i//PP//case//76 inkomstslaget//NN|NEU|SIN|DEF|NOM//amod//76 näringsverksamhet//NN|UTR|SIN|IND|NOM//obl//73 .//MAD//punct//51
2.2 Behovet av nya regler för beskattning av handels- och  / Särskilt yttrande av Ulla Werkell (expert);Väljer//VB|PRS|AKT//parataxis//51 man//PN|UTR|SIN|IND|SUB//nsubj//78 beskatta//VB|INF|AKT//xcomp//78 avyttringar//NN|UTR|PLU|IND|NOM//obj//80 av//PP//case//83 fastigheter//NN|UTR|PLU|IND|NOM//nmod//81 ägda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//80 av//PP//case//86 handelsbolag//NN|NEU|PLU|IND|NOM//obl:agent//84 i//PP//case//89 inkomstslaget//NN|NEU|SIN|DEF|NOM//amod//89 näringsverksamhet//NN|UTR|SIN|IND|NOM//nmod//86 vilket//HP|NEU|SIN|IND//obj//93 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//93 nu//AB//advmod//93 föreslår//VB|PRS|AKT//acl:relcl//78 innebär//VB|PRS|AKT//conj//51 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//94 en//DT|UTR|SIN|IND//det//99 avsevärt//AB|POS//advmod//98 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//99 skattebelastning//NN|UTR|SIN|IND|NOM//obj//94 för//PP//case//102 fysiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//102 personer//NN|UTR|PLU|IND|NOM//nmod//99 som//HP|-|-|-//nsubj//105 är//VB|PRS|AKT//cop//105 delägare//NN|UTR|PLU|IND|NOM//acl:relcl//102 i//PP//case//107 handelsbolag//NN|NEU|PLU|IND|NOM//nmod//105 .//MAD//punct//51
2.2 Behovet av nya regler för beskattning av handels- och  / Särskilt yttrande av Ulla Werkell (expert);Önskemålet//NN|NEU|SIN|DEF|NOM//nsubj//114 om//PP//case//113 en//DT|UTR|SIN|IND//det//113 enhetliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//113 beskattningsregler//NN|UTR|PLU|IND|NOM//nmod//109 väger//VB|PRS|AKT//parataxis//51 enligt//PP//case//117 min//PS|UTR|SIN|DEF//nmod:poss//117 mening//NN|UTR|SIN|IND|NOM//obl//114 inte//AB//advmod//114 så//AB//advmod//120 tungt//JJ|POS|NEU|SIN|IND|NOM//advmod//114 att//SN//mark//123 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//123 väger//VB|PRS|AKT//advcl//114 upp//PL//compound:prt//123 en//DT|UTR|SIN|IND//det//128 kraftigt//AB|POS//advmod//127 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//128 skattebelastning//NN|UTR|SIN|IND|NOM//obj//123 .//MAD//punct//114
2.2 Behovet av nya regler för beskattning av handels- och  / Särskilt yttrande av Ulla Werkell (expert);Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//136 har//VB|PRS|AKT//aux//136 heller//AB//advmod//131 inte//AB//advmod//131 i//PP//advmod//136 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//134 framkommit//VB|SUP|AKT//parataxis//114 något//PN|NEU|SIN|IND|SUB/OBJ//obj//136 som//HP|-|-|-//nsubj//139 föranleder//VB|PRS|AKT//acl:relcl//137 en//DT|UTR|SIN|IND//det//141 ändring//NN|UTR|SIN|IND|NOM//obj//139 av//PP//case//144 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//144 ställningstagande//NN|NEU|SIN|IND|NOM//nmod//141 att//IE//mark//146 behålla//VB|INF|AKT//acl//144 enkelbeskattningen//NN|UTR|SIN|DEF|NOM//obj//146 vid//PP//case//149 avyttring//NN|UTR|SIN|IND|NOM//obl//146 av//PP//case//151 näringsfastigheter//NN|UTR|PLU|IND|NOM//nmod//149 .//MAD//punct//1

2.2 Behovet av nya regler för beskattning av handels- och  / Återläggning av värdeminskningsavdrag;I//PP//case//1 utredningen//NN|UTR|SIN|DEF|NOM//obl//4 har//VB|PRS|AKT//aux//4 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//4 väckts//VB|SUP|SFO//ROOT//4 om//PP//mark//13 att//SN//mark//13 återföring//NN|UTR|SIN|IND|NOM//nsubj//13 av//PP//case//9 värdeminskningsavdrag//NN|NEU|PLU|IND|NOM//nmod//7 i//PP//mark//13 stället//NN|NEU|SIN|DEF|NOM//fixed//10 borde//VB|PRT|AKT//aux//13 ske//VB|INF|AKT//advcl//4 i//PP//case//16 inkomstslaget//NN|NEU|SIN|DEF|NOM//amod//16 kapital//NN|NEU|SIN|IND|NOM//obl//13 .//MAD//punct//4
2.2 Behovet av nya regler för beskattning av handels- och  / Återläggning av värdeminskningsavdrag;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//19 uppfattning//NN|UTR|SIN|IND|NOM//nsubj//20 är//VB|PRS|AKT//parataxis//4 att//SN//mark//23 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//23 kräver//VB|PRS|AKT//ccomp//20 ett//DT|NEU|SIN|IND//det//25 ställningstagande//NN|NEU|SIN|IND|NOM//obj//23 till//PP//case//27 frågan//NN|UTR|SIN|DEF|NOM//obl//23 om//PP//case//29 vinst//NN|UTR|SIN|IND|NOM//nmod//27 vid//PP//case//31 avyttring//NN|UTR|SIN|IND|NOM//nmod//29 av//PP//case//33 näringsfastighet//NN|UTR|SIN|IND|NOM//nmod//31 skall//VB|PRS|AKT//aux//35 beskattas//VB|INF|SFO//conj//23 i//PP//case//38 inkomstslaget//NN|NEU|SIN|DEF|NOM//amod//38 näringsverksamhet//NN|UTR|SIN|IND|NOM//obl//35 eller//KN//cc//40 kapital//NN|NEU|SIN|IND|NOM//conj//38 hos//PP//case//42 skattskyldig//JJ|POS|UTR|SIN|IND|NOM//obl//35 som//HP|-|-|-//nsubj//46 är//VB|PRS|AKT//cop//46 fysisk//JJ|POS|UTR|SIN|IND|NOM//amod//46 person//NN|UTR|SIN|IND|NOM//acl:relcl//42 och//KN//cc//48 dödsbo//NN|NEU|SIN|IND|NOM//conj//46 och//KN//cc//55 att//SN//mark//55 dessa//DT|UTR/NEU|PLU|DEF//det//52 frågor//NN|UTR|PLU|IND|NOM//nsubj:pass//55 inte//AB//advmod//55 kan//VB|PRS|AKT//aux//55 avgöras//VB|INF|SFO//conj//23 inom//PP//case//60 ramen//NN|UTR|SIN|DEF|NOM//fixed//56 för//PP//fixed//56 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//60 arbetet//NN|NEU|SIN|DEF|NOM//obl//55 .//MAD//punct//20
2.2 Behovet av nya regler för beskattning av handels- och  / Återläggning av värdeminskningsavdrag;Innehavstiderna//NN|UTR|PLU|DEF|NOM//nsubj//3 för//PP//case//2 fastigheter//NN|UTR|PLU|IND|NOM//nmod//0 är//VB|PRS|AKT//ROOT//3 –//RG|NOM//punct//6 med//PP//case//6 beaktande//NN|NEU|SIN|IND|NOM//dep//58 av//PP//case//9 benefika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 fång//NN|NEU|PLU|IND|NOM//nmod//6 –//PAD//punct//6 vanligtvis//AB//advmod//12 långa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//6 .//MAD//punct//6
2.2 Behovet av nya regler för beskattning av handels- och  / Återläggning av värdeminskningsavdrag;Kapitalvinstreglerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//20 vid//PP//case//16 avyttring//NN|UTR|SIN|IND|NOM//nmod//14 av//PP//case//18 fastighet//NN|UTR|SIN|IND|NOM//nmod//16 har//VB|PRS|AKT//aux//20 ändrats//VB|SUP|SFO//parataxis//6 vid//PP//case//24 ett//DT|NEU|SIN|IND//det//23 flertal//NN|NEU|SIN|IND|NOM//nmod//24 tillfällen//NN|NEU|PLU|IND|NOM//obl//20 genom//PP//case//26 åren//NN|NEU|PLU|DEF|NOM//nmod//24 och//KN//cc//30 dessa//DT|UTR/NEU|PLU|DEF//det//30 ändrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//30 regler//NN|UTR|PLU|IND|NOM//nsubj//32 har//VB|PRS|AKT//aux//32 gett//VB|SUP|AKT//conj//6 helt//AB|POS//advmod//34 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 signaler//NN|UTR|PLU|IND|NOM//obj//32 när//HA//mark//39 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//39 exempelvis//AB//advmod//39 gäller//VB|PRS|AKT//advcl//32 krav//NN|NEU|PLU|IND|NOM//obj//39 på//PP//case//42 deklarationsunderlag//NN|NEU|PLU|IND|NOM//nmod//40 .//MAD//punct//6
2.2 Behovet av nya regler för beskattning av handels- och  / Återläggning av värdeminskningsavdrag;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//45 medför//VB|PRS|AKT//parataxis//6 svårigheter//NN|UTR|PLU|IND|NOM//obj//45 för//PP//case//49 den//DT|UTR|SIN|DEF//det//49 skattskyldige//JJ|POS|MAS|SIN|DEF|NOM//obl//45 att//IE//mark//51 redovisa//VB|INF|AKT//acl//49 en//DT|UTR|SIN|IND//det//54 korrekt//JJ|POS|UTR|SIN|IND|NOM//amod//54 kapitalvinstberäkning//NN|UTR|SIN|IND|NOM//obj//51 .//MAD//punct//6
2.2 Behovet av nya regler för beskattning av handels- och  / Återläggning av värdeminskningsavdrag;Säljaren//NN|UTR|SIN|DEF|NOM//nsubj:pass//58 kan//VB|PRS|AKT//aux//58 tvingas//VB|INF|SFO//ccomp//3 att//IE//mark//60 lämna//VB|INF|AKT//xcomp//58 redogörelser//NN|UTR|PLU|IND|NOM//obj//60 för//PP//case//63 värdeminskningsavdrag//NN|NEU|PLU|IND|NOM//obl//60 mm//AB|AN//obl//60 för//PP//case//67 en//DT|UTR|SIN|IND//det//67 tidsperiod//NN|UTR|SIN|IND|NOM//nmod//64 om//PP//case//71 ca//AB|AN//advmod//70 femtio//RG|NOM//nummod//71 år//NN|NEU|PLU|IND|NOM//nmod//67 .//MAD//punct//58
