6 Svenska exportkontrollorganisationen ;Den//DT|UTR|SIN|DEF//det//2 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 organisationen//NN|UTR|SIN|DEF|NOM//nsubj//5 för//PP//case//4 exportkontroll//NN|UTR|SIN|IND|NOM//nmod//2 fungerar//VB|PRS|AKT//ROOT//5 i//PP//case//8 allt//DT|NEU|SIN|IND/DEF//advmod//8 väsentligt//JJ|POS|NEU|SIN|IND|NOM//advmod//9 väl//AB|POS//advmod//5 .//MAD//punct//5
6.2.1 Riksdag och regering;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//3 skall//VB|PRS|AKT//aux//3 inte//AB//advmod//3 påverka//VB|INF|AKT//ROOT//3 ISP//PM|NOM//obj//3 ://MID//punct//4 s//PP//nummod//7 beslutsfattande//NN|NEU|SIN|IND|NOM//appos//4 i//PP//case//10 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 ärenden//NN|NEU|PLU|IND|NOM//nmod//7 -//MID//punct//3 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//14 skulle//VB|PRT|AKT//aux//14 utgöra//VB|INF|AKT//conj//3 ministerstyre//NN|NEU|SIN|IND|NOM//obj//14 och//KN//cc//18 vara//VB|INF|AKT//cop//18 oförenligt//JJ|POS|NEU|SIN|IND|NOM//conj//14 med//PP//case//22 den//DT|UTR|SIN|DEF//det//22 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 konstitutionen//NN|UTR|SIN|DEF|NOM//obl//18 .//MAD//punct//14
6.2.1 Riksdag och regering;Myndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//25 generaldirektör//NN|UTR|SIN|IND|NOM//nsubj//34 ,//MID//punct//25 som//HP|-|-|-//nsubj//30 är//VB|PRS|AKT//cop//30 en//DT|UTR|SIN|IND//det//30 tjänsteman//NN|UTR|SIN|IND|NOM//acl:relcl//25 ,//MID//punct//30 kan//VB|PRS|AKT//aux//34 inte//AB//advmod//34 avkrävas//VB|INF|SFO//conj//14 politiskt//JJ|POS|NEU|SIN|IND|NOM//amod//36 ansvar//NN|NEU|SIN|IND|NOM//obj//34 .//MAD//punct//3
6.2.1 Riksdag och regering;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//46 kan//VB|PRS|AKT//aux//46 dock//AB//advmod//46 som//KN//case//46 en//DT|UTR|SIN|IND//det//44 yttersta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//44 konsekvens//NN|UTR|SIN|IND|NOM//nmod:poss//46 entlediga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//46 generaldirektören//NN|UTR|SIN|DEF|NOM//parataxis//3 om//SN//mark//50 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//50 är//VB|PRS|AKT//cop//50 missnöjd//JJ|POS|UTR|SIN|IND|NOM//acl//46 med//PP//case//52 inriktningen//NN|UTR|SIN|DEF|NOM//obl//50 på//PP//case//54 prövningen//NN|UTR|SIN|DEF|NOM//nmod//52 .//MAD//punct//3
6.2.1 Riksdag och regering;Vid//PP//case//5 sidan//NN|UTR|SIN|DEF|NOM//fixed//0 av//PP//fixed//0 dessa//DT|UTR/NEU|PLU|DEF//det//5 två//RG|NOM//nummod//5 möjligheter//NN|UTR|PLU|IND|NOM//obl//10 till//PP//case//7 ansvarsutkrävande//NN|NEU|SIN|IND|NOM//nmod//5 kan//VB|PRS|AKT//aux//10 riksdagen//NN|UTR|SIN|DEF|NOM//nsubj//10 ta//VB|INF|AKT//ROOT//10 initiativ//NN|NEU|SIN|IND|NOM//obj//10 till//PP//case//14 en//DT|UTR|SIN|IND//det//14 förändring//NN|UTR|SIN|IND|NOM//obl//10 av//PP//case//16 krigsmateriellagen//NN|UTR|SIN|DEF|NOM//nmod//14 ,//MID//punct//18 riktlinjerna//NN|UTR|PLU|DEF|NOM//conj//16 eller//KN//cc//21 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 ingångsvärden//NN|NEU|PLU|DEF|NOM//conj//16 för//PP//case//23 tillståndsprövningen//NN|UTR|SIN|DEF|NOM//nmod//21 .//MAD//punct//10
6.2.1 Riksdag och regering;Regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//26 beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//51 i//PP//case//28 november//NN|UTR|SIN|IND|NOM//nmod//26 1997//RG|NOM//nummod//28 att//IE//mark//31 tillsätta//VB|INF|AKT//acl//26 en//DT|UTR|SIN|IND//det//33 utredning//NN|UTR|SIN|IND|NOM//obj//31 om//PP//case//35 praxisutvecklingen//NN|UTR|SIN|DEF|NOM//nmod//33 vid//PP//case//37 följdleveranser//NN|UTR|PLU|IND|NOM//nmod//35 och//KN//cc//39 beslutet//NN|NEU|SIN|DEF|NOM//conj//37 att//IE//mark//41 tillsätta//VB|INF|AKT//advcl//31 den//DT|UTR|SIN|DEF//det//44 här//AB//fixed//42 utredningen//NN|UTR|SIN|DEF|NOM//obj//41 i//PP//case//46 juli//NN|UTR|SIN|IND|NOM//obl//41 2003//RG|NOM//nummod//46 kan//VB|PRS|AKT//aux//51 till//PP//case//50 del//NN|UTR|SIN|IND|NOM//obl//51 ses//VB|INF|SFO//parataxis//10 som//KN//mark//54 en//DT|UTR|SIN|IND//det//54 följd//NN|UTR|SIN|IND|NOM//xcomp//51 av//PP//case//57 riksdagens//NN|UTR|SIN|DEF|GEN//nmod:poss//57 inflytande//NN|NEU|SIN|IND|NOM//nmod//54 .//MAD//punct//10
6.2.1 Riksdag och regering;Riksdagens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 involvering//NN|UTR|SIN|IND|NOM//ROOT//1
6.2.1 Riksdag och regering;Riksdagen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 ställt//VB|SUP|AKT//ROOT//2 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//2 bakom//PP//case//5 riktlinjerna//NN|UTR|PLU|DEF|NOM//obl//2 ,//MID//punct//2 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//9 vill//VB|PRS|AKT//aux//9 säga//VB|INF|AKT//conj//2 kärnan//NN|UTR|SIN|DEF|NOM//obj//9 i//PP//case//13 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//13 exportkontrollpolitik//NN|UTR|SIN|IND|NOM//obl//9 .//MAD//punct//2
6.2.1 Riksdag och regering;Riktlinjerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//16 lades//VB|PRT|SFO//parataxis//2 fram//PL//compound:prt//16 av//PP//case//19 regeringen//NN|UTR|SIN|DEF|NOM//obl:agent//16 1992//RG|NOM//obl//16 och//KN//cc//22 är//VB|PRS|AKT//conj//16 på//PP//case//24 papperet//NN|NEU|SIN|DEF|NOM//nmod//25 alltsedan//PP//nsubj//22 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//27 orörda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//25 .//MAD//punct//16
6.2.1 Riksdag och regering;Genom//PP//mark//31 att//IE//mark//31 anta//VB|INF|AKT//advcl//40 lagförslagen//NN|NEU|PLU|DEF|NOM//obj//31 i//PP//case//34 propositionen//NN|UTR|SIN|DEF|NOM//nmod//35 1995/96:31//RG|NOM//obl//31 rörande//PP//case//37 bildandet//NN|NEU|SIN|DEF|NOM//obl//31 av//PP//case//39 ISP//PM|NOM//nmod//37 godkände//VB|PRT|AKT//conj//16 riksdagen//NN|UTR|SIN|DEF|NOM//iobj//40 ansvarsdelegeringen//NN|UTR|SIN|DEF|NOM//obj//40 och//KN//cc//45 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//45 villkor//NN|NEU|PLU|IND|NOM//conj//42 .//MAD//punct//48
6.2.1 Riksdag och regering;Riksdagspartierna//NN|NEU|PLU|DEF|NOM//nsubj:pass//48 involveras//VB|PRS|SFO//conj//16 i//PP//case//51 riktlinjernas//NN|UTR|PLU|DEF|GEN//nmod:poss//51 tillämpning//NN|UTR|SIN|IND|NOM//obl//48 i//PP//case//54 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 ärenden//NN|NEU|PLU|IND|NOM//nmod//51 genom//PP//case//56 EKR//PM|NOM//nmod//54 .//MAD//punct//16
6.2.1 Riksdag och regering;Partiernas//NN|NEU|PLU|DEF|GEN//nmod:poss//59 representanter//NN|UTR|PLU|IND|NOM//nsubj//62 i//PP//case//61 rådet//NN|NEU|SIN|DEF|NOM//nmod//59 får//VB|PRS|AKT//conj//16 även//AB//advmod//64 exklusiv//JJ|POS|UTR|SIN|IND|NOM//amod//65 insyn//NN|UTR|SIN|IND|NOM//obj//62 i//PP//advmod//62 beslutade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//16 ärenden//NN|NEU|PLU|IND|NOM//obj//67 och//KN//cc//73 i//PP//case//73 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//73 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//73 frågor//NN|UTR|PLU|IND|NOM//conj//68 .//MAD//punct//16
6.2.1 Riksdag och regering;Riksdagen//NN|UTR|SIN|DEF|NOM//nsubj//6 skall//VB|PRS|AKT//aux//6 enligt//PP//case//5 10//RG|NOM//nummod//4 kap.//NN|AN//nmod//5 regeringsformen//NN|UTR|SIN|DEF|NOM//obl//6 godkänna//VB|INF|AKT//ROOT//6 att//SN//mark//9 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//9 ingår//VB|PRS|AKT//ccomp//6 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 överenskommelser//NN|UTR|PLU|IND|NOM//obj//9 ,//MID//punct//11 som//HP|-|-|-//nsubj//14 inverkar//VB|PRS|AKT//acl:relcl//11 på//PP//case//16 lagar//NN|UTR|PLU|IND|NOM//obl//14 eller//KN//cc//21 som//HP|-|-|-//nsubj//21 i//PP//advmod//21 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//19 gäller//VB|PRS|AKT//conj//9 ett//DT|NEU|SIN|IND//det//23 ämne//NN|NEU|SIN|IND|NOM//obj//21 som//HP|-|-|-//nsubj//25 ligger//VB|PRS|AKT//acl:relcl//23 inom//PP//case//30 ramen//NN|UTR|SIN|DEF|NOM//fixed//26 för//PP//fixed//26 riksdagens//NN|UTR|SIN|DEF|GEN//nmod:poss//30 beslutskompetens//NN|UTR|SIN|IND|NOM//obl//25 .//MAD//punct//6
6.2.1 Riksdag och regering;Ett//DT|NEU|SIN|IND//det//35 ganska//AB//advmod//34 aktuellt//JJ|POS|NEU|SIN|IND|NOM//amod//35 exempel//NN|NEU|SIN|IND|NOM//nsubj//39 inom//PP//case//37 krigsmaterielområdet//NN|NEU|SIN|DEF|NOM//nmod//35 är//VB|PRS|AKT//cop//39 FA//PM|NOM//parataxis//6 ///MID//cc//41 LOI//NN|AN//conj//39 .//MID//punct//6
6.2.1 Riksdag och regering;Sveriges//PM|GEN//nmod:poss//44 tillträde//NN|NEU|SIN|IND|NOM//nsubj:pass//47 till//PP//case//46 avtalet//NN|NEU|SIN|DEF|NOM//nmod//44 föregicks//VB|PRT|SFO//parataxis//6 av//PP//case//50 en//DT|UTR|SIN|IND//det//50 proposition//NN|UTR|SIN|IND|NOM//obl:agent//47 och//KN//cc//52 riksdagsbehandling//NN|UTR|SIN|IND|NOM//conj//50 under//PP//case//55 våren//NN|UTR|SIN|DEF|NOM//nmod//55 2001//RG|NOM//nmod//52 (//PAD//punct//55 prop//NN|UTR|SIN|IND|NOM//conj//47 .//MAD//punct//47
6.2.1 Riksdag och regering;2000/01:49//RG|NOM//obl//47 )//PAD//punct//47 .//MAD//punct//6
6.2.1 Riksdag och regering;Enligt//PP//case//1 regeringsformen//NN|UTR|SIN|DEF|NOM//obl//5 skall//VB|PRS|AKT//aux//5 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//5 också//AB//advmod//5 överlägga//VB|INF|AKT//ROOT//5 med//PP//case//7 Utrikesnämnden//NN|UTR|SIN|DEF|NOM//obl//5 i//PP//case//10 ”//PM|NOM//punct//10 utrikesärenden//NN|NEU|PLU|IND|NOM//nmod//7 som//HP|-|-|-//nsubj//12 är//VB|PRS|AKT//acl:relcl//10 av//PP//case//15 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 vikt//NN|UTR|SIN|IND|NOM//obl//12 ”//PM|NOM//punct//5 .//MAD//punct//5
6.2.1 Riksdag och regering;Utrikesnämnden//NN|UTR|SIN|DEF|NOM//nsubj//19 består//VB|PRS|AKT//parataxis//5 av//PP//case//22 riksdagens//NN|UTR|SIN|DEF|GEN//nmod:poss//22 talman//NN|UTR|SIN|IND|NOM//obl//19 och//KN//cc//26 nio//RG|NOM//nummod//26 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 ledamöter//NN|UTR|PLU|IND|NOM//conj//22 som//HP|-|-|-//obj//29 riksdagen//NN|UTR|SIN|DEF|NOM//nsubj//29 utser//VB|PRS|AKT//acl:relcl//26 .//MAD//punct//5
6.2.1 Riksdag och regering;Dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//32 möten//NN|NEU|PLU|IND|NOM//nsubj:pass//33 leds//VB|PRS|SFO//parataxis//5 av//PP//case//35 statschefen//NN|UTR|SIN|DEF|NOM//obl:agent//33 ,//MID//punct//41 eller//KN//cc//41 om//SN//mark//41 denne//PN|MAS|SIN|DEF|SUB/OBJ//nsubj//41 är//VB|PRS|AKT//cop//41 förhindrad//PC|PRF|UTR|SIN|IND|NOM//conj//33 av//PP//case//43 statsministern//NN|UTR|SIN|DEF|NOM//obl:agent//41 .//MAD//punct//33
6.2.1 Riksdag och regering;Under//PP//case//47 årens//NN|NEU|PLU|DEF|GEN//nmod:poss//47 lopp//NN|NEU|SIN|IND|NOM//obl//50 har//VB|PRS|AKT//aux//50 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//50 tagit//VB|SUP|AKT//conj//5 upp//PL//compound:prt//50 ett//DT|NEU|SIN|IND//det//53 antal//NN|NEU|SIN|IND|NOM//nmod//54 krigsmaterielärenden//NN|NEU|PLU|IND|NOM//obj//50 i//PP//case//56 nämnden//NN|UTR|SIN|DEF|NOM//nmod//54 .//MAD//punct//50
6.2.1 Riksdag och regering;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 anser//VB|PRS|AKT//ROOT//1 att//SN//mark//21 riksdagens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 möjlighet//NN|UTR|SIN|IND|NOM//nsubj//21 att//IE//mark//6 yttra//VB|INF|AKT//acl//4 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//6 över//PP//case//9 riktlinjerna//NN|UTR|PLU|DEF|NOM//obl//6 och//KN//cc//12 det//DT|NEU|SIN|DEF//det//12 inflytande//NN|NEU|SIN|IND|NOM//conj//6 över//PP//case//15 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//15 tillämpning//NN|UTR|SIN|IND|NOM//nmod//12 som//HP|-|-|-//obj//19 riksdagspartiernas//NN|UTR|PLU|DEF|GEN//nmod:poss//18 företrädare//NN|UTR|PLU|IND|NOM//nsubj//19 har//VB|PRS|AKT//acl:relcl//15 ,//MID//punct//21 stärker//VB|PRS|AKT//ccomp//1 den//DT|UTR|SIN|DEF//det//24 demokratiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//24 legitimiteten//NN|UTR|SIN|DEF|NOM//obj//21 i//PP//case//26 ISP//PM|NOM//nmod//24 ://MID//punct//21 s//NN|NEU|SIN|IND|GEN//nummod//29 exportbeslut//NN|NEU|SIN|IND|NOM//appos//21 .//MAD//punct//29
6.2.1 Riksdag och regering;Involveringen//NN|UTR|SIN|DEF|NOM//nsubj//37 av//PP//case//34 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//34 riksdagspartier//NN|UTR|PLU|IND|NOM//nmod//31 kan//VB|PRS|AKT//aux//37 också//AB//advmod//37 resultera//VB|INF|AKT//conj//21 i//PP//case//40 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//40 kontinuitet//NN|UTR|SIN|IND|NOM//obl//37 för//PP//case//42 exportkontrollpolitiken//NN|UTR|SIN|DEF|NOM//nmod//40 .//MAD//punct//1

6.2.2 ISP;Förhållandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//8 mellan//PP//case//2 regeringen//NN|UTR|SIN|DEF|NOM//nmod//0 och//KN//cc//4 ISP//PM|NOM//conj//2 (//PAD//punct//0 2//RG|NOM//nummod//0 )//PAD//punct//0 regleras//VB|PRS|SFO//ROOT//8 i//PP//advmod//8 allmänhet//NN|UTR|SIN|IND|NOM//fixed//9 av//PP//case//12 regelverket//NN|NEU|SIN|DEF|NOM//obl//8 för//PP//case//16 det//DT|NEU|SIN|DEF//det//16 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//16 myndighetsväsendet//NN|NEU|SIN|DEF|NOM//nmod//12 och//KN//cc//21 i//PP//case//21 synnerhet//NN|UTR|SIN|IND|NOM//fixed//18 av//PP//fixed//18 lagen//NN|UTR|SIN|DEF|NOM//conj//16 om//PP//case//23 krigsmateriel//NN|UTR|SIN|IND|NOM//nmod//21 respektive//AB//cc//25 lagen//NN|UTR|SIN|DEF|NOM//conj//23 om//PP//case//27 kontroll//NN|UTR|SIN|IND|NOM//nmod//25 av//PP//case//29 produkter//NN|UTR|PLU|IND|NOM//nmod//27 med//PP//case//32 dubbla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 användningsområden//NN|NEU|PLU|IND|NOM//nmod//29 och//KN//cc//35 tekniskt//JJ|POS|NEU|SIN|IND|NOM//amod//35 bistånd//NN|NEU|SIN|IND|NOM//conj//32 och//KN//cc//40 till//PP//case//40 dessa//DT|UTR/NEU|PLU|DEF//det//40 tillhörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//40 förordningar//NN|UTR|PLU|IND|NOM//conj//32 och//KN//cc//42 regeringsbeslut//NN|NEU|PLU|IND|NOM//conj//40 .//MAD//punct//8
6.2.2 ISP;Grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//8 är//VB|PRS|AKT//cop//44 att//SN//mark//51 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//51 med//PP//case//50 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 förbehåll//NN|NEU|PLU|IND|NOM//obl//51 delegerar//VB|PRS|AKT//csubj//44 ansvaret//NN|NEU|SIN|DEF|NOM//obj//51 till//PP//case//54 ISP//NN|AN//obl//51 att//IE//mark//56 verkställa//VB|INF|AKT//advcl//51 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//58 exportkontrollpolitik//NN|UTR|SIN|IND|NOM//obj//56 .//MAD//punct//8
6.2.2 ISP;Krigsmateriellagen//NN|UTR|SIN|DEF|NOM//ROOT//0
6.2.2 ISP;I//PP//case//2 krigsmateriellagens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 inledning//NN|UTR|SIN|IND|NOM//obl//3 står//VB|PRS|AKT//ROOT//3 att//SN//mark//8 tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//8 endast//AB//advmod//8 får//VB|PRS|AKT//aux//8 lämnas//VB|INF|SFO//ccomp//3 ”//NN|UTR|SIN|IND|NOM//punct//8 om//SN//mark//12 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//12 finns//VB|PRS|SFO//advcl//3 säkerhets-//NN|UTR|-|-|SMS//amod//16 eller//KN//cc//15 försvarspolitiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//13 skäl//NN|NEU|PLU|IND|NOM//nsubj//12 för//PP//case//18 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//16 och//KN//cc//22 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//22 inte//AB//advmod//22 strider//VB|PRS|AKT//conj//16 mot//PP//case//25 Sveriges//PM|GEN//nmod:poss//25 utrikespolitik//NN|UTR|SIN|IND|NOM//nmod//22 ”//PAD//punct//16 .//MAD//punct//3
6.2.2 ISP;Denna//DT|UTR|SIN|DEF//det//29 bestämmelse//NN|UTR|SIN|IND|NOM//nsubj//31 är//VB|PRS|AKT//cop//31 en//RG|UTR|SIN|IND|NOM//parataxis//3

