AVDELNING I;Uppdraget//NN|NEU|SIN|DEF|NOM//ROOT//0 ,//MID//punct//6 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//6 rätt//NN|UTR|SIN|IND|NOM//amod//6 och//KN//cc//5 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//3 överväganden//NN|NEU|PLU|IND|NOM//conj//0
12 Förfrågningsunderlag m.m.;En//DT|UTR|SIN|IND//det//2 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 myndighet//NN|UTR|SIN|IND|NOM//nsubj//8 skall//VB|PRS|AKT//aux//8 i//PP//case//5 annonsen//NN|UTR|SIN|DEF|NOM//obl//8 om//PP//mark//8 upphandlingen//NN|UTR|SIN|DEF|NOM//nsubj//8 ange//VB|INF|AKT//ROOT//8 om//SN//mark//11 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//11 godkänner//VB|PRS|AKT//advcl//8 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 anbud//NN|NEU|PLU|IND|NOM//obj//11 .//MAD//punct//8
12 Förfrågningsunderlag m.m.;Om//SN//mark//18 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//18 inte//AB//advmod//18 anges//VB|PRS|SFO//advcl//23 är//VB|PRS|AKT//cop//23 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 anbud//NN|NEU|PLU|IND|NOM//nsubj//23 inte//AB//advmod//23 tillåtna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//8 .//MAD//punct//8
12 Förfrågningsunderlag m.m.;En//DT|UTR|SIN|IND//det//2 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 myndighet//NN|UTR|SIN|IND|NOM//nsubj//10 som//HP|-|-|-//nsubj//4 tillåter//VB|PRS|AKT//acl:relcl//2 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 anbud//NN|NEU|PLU|IND|NOM//obj//4 skall//VB|PRS|AKT//aux//10 i//PP//case//9 förfrågningsunderlaget//NN|NEU|SIN|DEF|NOM//obl//10 ange//VB|INF|AKT//ROOT//10 vilka//HD|UTR/NEU|PLU|IND//det//12 minimikrav//NN|NEU|PLU|IND|NOM//dislocated//14 som//HP|-|-|-//nsubj//14 gäller//VB|PRS|AKT//ccomp//10 för//PP//case//17 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//17 anbud//NN|NEU|PLU|IND|NOM//obl//14 och//KN//cc//20 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//20 villkor//NN|NEU|PLU|IND|NOM//conj//17 som//HP|-|-|-//nsubj//23 kan//VB|PRS|AKT//aux//23 gälla//VB|INF|AKT//acl:relcl//20 för//PP//case//25 redovisningen//NN|UTR|SIN|DEF|NOM//obl//23 av//PP//case//27 anbuden//NN|NEU|PLU|DEF|NOM//nmod//25 .//MAD//punct//10
12 Förfrågningsunderlag m.m.;Endast//AB//amod//30 anbud//NN|NEU|PLU|IND|NOM//appos//10 som//HP|-|-|-//nsubj//32 uppfyller//VB|PRS|AKT//acl:relcl//30 minimikraven//NN|NEU|PLU|DEF|NOM//nsubj:pass//35 får//VB|PRS|AKT//aux//35 beaktas//VB|INF|SFO//obj//32 .//MAD//punct//10
12 Förfrågningsunderlag m.m.;Kommentar//NN|UTR|SIN|IND|NOM//ROOT//0
12 Förfrågningsunderlag m.m.;Paragrafen//NN|UTR|SIN|DEF|NOM//nsubj//1 motsvarar//VB|PRS|AKT//ROOT//1 artikel//NN|UTR|SIN|IND|NOM//nmod//3 24//RG|NOM//obj//1 i//PP//case//5 direktivet//NN|NEU|SIN|DEF|NOM//obl//1 och//KN//cc//16 1//RG|NOM//nummod//8 kap.//NN|AN//nmod//9 23//RG|NOM//nummod//10 b//NN|NEU|SIN|IND|NOM//nmod//11 §//NN|AN//nmod//12 första//RO|NOM//amod//16 och//KN//cc//14 andra//RO|NOM//conj//12 styckena//NN|NEU|PLU|DEF|NOM//nmod//16 LOU//PM|NOM//conj//5 .//MAD//punct//1
12 Förfrågningsunderlag m.m.;Bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//24 i//PP//case//20 artikel//NN|UTR|SIN|IND|NOM//nmod//18 24.4//RG|NOM//nummod//23 andra//RO|NOM//amod//23 stycket//NN|NEU|SIN|DEF|NOM//nmod//20 motsvaras//VB|PRS|SFO//parataxis//1 dock//AB//advmod//24 av//PP//case//28 13//RG|NOM//nummod//28 §//NN|AN//obl:agent//24 .//MAD//punct//24
12 Förfrågningsunderlag m.m.;Paragrafen//NN|UTR|SIN|DEF|NOM//nsubj//1 har//VB|PRS|AKT//aux//5 med//PP//case//4 redaktionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 ändringar//NN|UTR|PLU|IND|NOM//obl//5 utformats//VB|SUP|SFO//ROOT//5 i//PP//case//7 överensstämmelse//NN|UTR|SIN|IND|NOM//obl//5 med//PP//case//9 bestämmelserna//NN|UTR|PLU|DEF|NOM//nmod//7 i//PP//case//11 direktivet//NN|NEU|SIN|DEF|NOM//nmod//9 .//MAD//punct//5
12 Förfrågningsunderlag m.m.;12//RG|NOM//nummod//14 §//NN|AN//appos//5
12 Förfrågningsunderlag m.m.;Vid//PP//case//1 tilldelning//NN|UTR|SIN|IND|NOM//obl//6 av//PP//case//3 varu-//NN|UTR|-|-|SMS//nmod//1 eller//KN//cc//5 tjänstekontrakt//NN|UTR|SIN|IND|NOM//conj//3 får//VB|PRS|AKT//ROOT//6 en//DT|UTR|SIN|IND//det//9 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 myndighet//NN|UTR|SIN|IND|NOM//obj//6 som//HP|-|-|-//nsubj//12 har//VB|PRS|AKT//aux//12 tillåtit//VB|SUP|AKT//acl:relcl//9 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 anbud//NN|NEU|PLU|IND|NOM//obj//12 enligt//PP//case//17 11//RG|NOM//nummod//17 §//NN|AN//obl//12 inte//AB//advmod//19 förkasta//VB|INF|AKT//xcomp//6 ett//DT|NEU|SIN|IND//det//22 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//22 anbud//NN|NEU|SIN|IND|NOM//obj//19 enbart//AB//advmod//6 på//PP//case//27 grund//NN|UTR|SIN|IND|NOM//fixed//24 av//PP//fixed//24 att//SN//mark//35 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//35 ,//MID//punct//35 om//SN//mark//32 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//32 antas//VB|PRS|SFO//advcl//35 ,//MID//punct//35 skulle//VB|PRT|AKT//aux//35 bli//VB|INF|AKT//ccomp//6 ett//DT|NEU|SIN|IND//det//37 tjänstekontrakt//NN|NEU|SIN|IND|NOM//xcomp//35 i//PP//case//42 stället//NN|NEU|SIN|DEF|NOM//fixed//38 för//PP//fixed//38 ett//DT|NEU|SIN|IND//det//42 varukontrakt//NN|NEU|SIN|IND|NOM//nmod//37 eller//KN//cc//45 ett//DT|NEU|SIN|IND//det//45 varukontrakt//NN|NEU|SIN|IND|NOM//conj//42 i//PP//case//50 stället//NN|NEU|SIN|DEF|NOM//fixed//46 för//PP//fixed//46 ett//DT|NEU|SIN|IND//det//50 tjänstekontrakt//NN|NEU|SIN|IND|NOM//nmod//45 .//MAD//punct//6
12 Förfrågningsunderlag m.m.;Kommentar//NN|UTR|SIN|IND|NOM//ROOT//0
12 Förfrågningsunderlag m.m.;Paragrafen//NN|UTR|SIN|DEF|NOM//nsubj//1 motsvarar//VB|PRS|AKT//ROOT//1 artikel//NN|UTR|SIN|IND|NOM//nmod//5 24.4//RG|NOM//nummod//5 andra//RO|NOM//amod//5 stycket//NN|NEU|SIN|DEF|NOM//obj//1 i//PP//case//7 direktivet//NN|NEU|SIN|DEF|NOM//nmod//5 men//KN//cc//9 saknar//VB|PRS|AKT//conj//1 motsvarighet//NN|UTR|SIN|IND|NOM//obj//9 i//PP//case//12 LOU//PM|NOM//obl//9 .//MAD//punct//1
12 Förfrågningsunderlag m.m.;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//15 har//VB|PRS|AKT//aux//19 med//PP//case//18 redaktionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 ändringar//NN|UTR|PLU|IND|NOM//nsubj:pass//19 utformats//VB|SUP|SFO//parataxis//1 i//PP//case//21 överensstämmelse//NN|UTR|SIN|IND|NOM//obl//19 med//PP//case//23 bestämmelsen//NN|UTR|SIN|DEF|NOM//nmod//21 i//PP//case//25 direktivet//NN|NEU|SIN|DEF|NOM//nmod//23 .//MAD//punct//1
12 Förfrågningsunderlag m.m.;Underentreprenad//PC|PRF|UTR|SIN|IND|NOM//ROOT//0 13//RG|NOM//nummod//2 §//NN|AN//nmod//0
12 Förfrågningsunderlag m.m.;I//PP//case//1 förfrågningsunderlaget//NN|NEU|SIN|DEF|NOM//obl//2 får//VB|PRS|AKT//ROOT//2 en//DT|UTR|SIN|IND//det//5 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 myndighet//NN|UTR|SIN|IND|NOM//obj//2 begära//VB|INF|AKT//xcomp//2 att//SN//mark//11 anbudsgivaren//NN|UTR|SIN|DEF|NOM//nsubj//11 i//PP//case//10 anbudet//NN|NEU|SIN|DEF|NOM//nmod//8 anger//VB|PRS|AKT//ccomp//6 hur//HA//advmod//13 stor//JJ|POS|UTR|SIN|IND|NOM//amod//14 del//NN|UTR|SIN|IND|NOM//obj//11 av//PP//case//16 kontraktet//NN|NEU|SIN|DEF|NOM//nmod//14 som//HP|-|-|-//nsubj:pass//21 kan//VB|PRS|AKT//aux//21 komma//VB|INF|AKT//aux//21 att//IE//mark//21 läggas//VB|INF|SFO//acl:relcl//14 ut//PL//compound:prt//21 på//PP//case//24 underentreprenörer//NN|UTR|PLU|IND|NOM//obl//21 och//KN//cc//27 vilka//HD|UTR/NEU|PLU|IND//det//27 underleverantörer//NN|UTR|PLU|IND|NOM//conj//14 som//HP|-|-|-//nsubj:pass//29 föreslås//VB|PRS|SFO//acl:relcl//27 .//MAD//punct//2
12 Förfrågningsunderlag m.m.;Kommentar//NN|UTR|SIN|IND|NOM//ROOT//0
12 Förfrågningsunderlag m.m.;Paragrafen//NN|UTR|SIN|DEF|NOM//nsubj//1 motsvarar//VB|PRS|AKT//ROOT//1 artikel//NN|UTR|SIN|IND|NOM//nmod//3 25//RG|NOM//obj//1 i//PP//case//5 direktivet//NN|NEU|SIN|DEF|NOM//obl//1 .//MAD//punct//1
12 Förfrågningsunderlag m.m.;I//PP//case//13 1//RG|NOM//nummod//9 kap.//NN|AN//nmod//10 18//RG|NOM//nummod//13 a//NN|NEU|SIN|IND|NOM//case//13 §//NN|AN//nmod//13 LOU//PM|NOM//obl//1 föreskrivs//VB|PRS|SFO//xcomp//1 att//SN//mark//22 den//DT|UTR|SIN|DEF//det//18 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 enheten//NN|UTR|SIN|DEF|NOM//nsubj//22 i//PP//case//20 förfrågningsunderlaget//NN|NEU|SIN|DEF|NOM//nmod//18 får//VB|PRS|AKT//aux//22 begära//VB|INF|AKT//ccomp//14 att//SN//mark//28 anbudsgivaren//NN|UTR|SIN|DEF|NOM//nsubj//28 i//PP//case//27 sitt//PS|NEU|SIN|DEF//nmod:poss//27 anbud//NN|NEU|SIN|IND|NOM//nmod//24 redovisar//VB|PRS|AKT//ccomp//22 vilka//HD|UTR/NEU|PLU|IND//det//30 delar//NN|UTR|PLU|IND|NOM//obj//28 av//PP//case//32 upphandlingskontraktet//NN|NEU|SIN|DEF|NOM//nmod//30 som//HP|-|-|-//dislocated//35 han//PN|UTR|SIN|DEF|SUB//nsubj//35 avser//VB|PRS|AKT//acl:relcl//30 att//IE//mark//37 lägga//VB|INF|AKT//xcomp//35 ut//PL//compound:prt//37 på//PP//case//41 någon//DT|UTR|SIN|IND//det//41 annan//JJ|POS|UTR|SIN|IND|NOM//obl//37 .//MAD//punct//1
12 Förfrågningsunderlag m.m.;I//PP//case//3 motsats//NN|UTR|SIN|IND|NOM//fixed//0 till//PP//fixed//0 LOU//PM|NOM//obl//4 anger//VB|PRS|AKT//ROOT//4 direktivet//NN|NEU|SIN|DEF|NOM//obj//4 att//SN//mark//9 anbudsgivaren//NN|UTR|SIN|DEF|NOM//nsubj//9 kan//VB|PRS|AKT//aux//9 avkrävas//VB|INF|SFO//ccomp//4 uppgifter//NN|UTR|PLU|IND|NOM//obj//9 om//PP//mark//15 vilka//HD|UTR/NEU|PLU|IND//det//13 underleverantörer//NN|UTR|PLU|IND|NOM//dislocated//15 som//HP|-|-|-//nsubj:pass//15 föreslås//VB|PRS|SFO//advcl//9 .//MAD//punct//9
12 Förfrågningsunderlag m.m.;I//PP//case//21 artikel//NN|UTR|SIN|IND|NOM//nmod//19 25//RG|NOM//nummod//21 andra//RO|NOM//amod//21 stycket//NN|NEU|SIN|DEF|NOM//obl//22 föreskrivs//VB|PRS|SFO//conj//9 att//SN//mark//29 en//DT|UTR|SIN|IND//det//26 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//26 angivelse//NN|UTR|SIN|IND|NOM//nsubj//29 inte//AB//advmod//29 skall//VB|PRS|AKT//aux//29 påverka//VB|INF|AKT//ccomp//22 frågan//NN|UTR|SIN|DEF|NOM//obj//29 om//PP//case//35 den//DT|UTR|SIN|DEF//det//34 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//34 aktörens//NN|UTR|SIN|DEF|GEN//nmod:poss//35 ansvar//NN|NEU|SIN|IND|NOM//nmod//30 som//KN//mark//37 huvudman//NN|UTR|SIN|IND|NOM//acl//35 .//MAD//punct//4
12 Förfrågningsunderlag m.m.;En//DT|UTR|SIN|IND//det//40 entreprenör//NN|UTR|SIN|IND|NOM//nsubj//48 som//HP|-|-|-//nsubj//42 sluter//VB|PRS|AKT//acl:relcl//40 kontrakt//NN|NEU|SIN|IND|NOM//obj//42 med//PP//case//47 en//DT|UTR|SIN|IND//det//47 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//47 myndighet//NN|UTR|SIN|IND|NOM//nmod//43 ansvarar//VB|PRS|AKT//parataxis//4 i//PP//case//52 enlighet//NN|UTR|SIN|IND|NOM//fixed//49 med//PP//fixed//49 kontraktet//NN|NEU|SIN|DEF|NOM//obl//48 för//PP//case//55 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//55 åtaganden//NN|NEU|PLU|IND|NOM//nmod//52 gentemot//PP//case//57 myndigheten//NN|UTR|SIN|DEF|NOM//nmod//55 ,//MID//punct//62 även//AB//mark//62 om//SN//fixed//59 han//PN|UTR|SIN|DEF|SUB//nsubj//62 anlitar//VB|PRS|AKT//advcl//48 underentreprenörer//NN|UTR|PLU|IND|NOM//obj//62 för//PP//case//65 fullgörandet//NN|NEU|SIN|DEF|NOM//nmod//63 av//PP//case//67 kontraktet//NN|NEU|SIN|DEF|NOM//nmod//65 eller//KN//cc//69 delar//NN|UTR|PLU|IND|NOM//conj//67 av//PP//case//71 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//69 .//MAD//punct//4
12 Förfrågningsunderlag m.m.;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//74 innebär//VB|PRS|AKT//parataxis//4 bl.a.//AB|AN//advmod//74 att//SN//mark//81 den//DT|UTR|SIN|DEF//det//79 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//79 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//81 skall//VB|PRS|AKT//aux//81 rikta//VB|INF|AKT//ccomp//74 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//83 krav//NN|NEU|PLU|IND|NOM//obj//81 på//PP//mark//87 hur//HA//advmod//87 kontraktet//NN|NEU|SIN|DEF|NOM//nsubj:pass//87 fullgörs//VB|PRS|SFO//advcl//81 mot//PP//case//89 entreprenören//NN|UTR|SIN|DEF|NOM//obl//87 och//KN//cc//95 inte//AB//advmod//95 mot//PP//fixed//91 av//PP//case//94 entreprenören//NN|UTR|SIN|DEF|NOM//obl//95 anlitade//VB|PRT|AKT//conj//81 underentreprenörer//NN|UTR|PLU|IND|NOM//obj//95 .//MID//punct//74
12 Förfrågningsunderlag m.m.;Eftersom//SN//mark//100 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//100 följer//VB|PRS|AKT//advcl//104 av//PP//case//103 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//103 rätt//NN|UTR|SIN|IND|NOM//obl//100 finns//VB|PRS|SFO//parataxis//74 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//104 inte//AB//advmod//104 något//DT|NEU|SIN|IND//det//108 behov//NN|NEU|SIN|IND|NOM//nsubj//104 av//PP//mark//111 att//IE//mark//111 ta//VB|INF|AKT//acl//108 in//PL//compound:prt//111 vad//HP|NEU|SIN|IND//dislocated//115 som//HP|-|-|-//nsubj//115 sägs//VB|PRS|SFO//ccomp//111 i//PP//case//120 artikel//NN|UTR|SIN|IND|NOM//nmod//118 25//RG|NOM//nummod//120 andra//RO|NOM//amod//120 stycket//NN|NEU|SIN|DEF|NOM//obl//115 i//PP//case//124 den//DT|UTR|SIN|DEF//det//124 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//124 lagen//NN|UTR|SIN|DEF|NOM//nmod//120 .//MAD//punct//74
12 Förfrågningsunderlag m.m.;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//1 ankommer//VB|PRS|AKT//ROOT//1 enligt//PP//case//3 artikeln//NN|UTR|SIN|DEF|NOM//obl//1 på//PP//case//6 varje//DT|UTR/NEU|SIN|IND//det//6 medlemsstat//NN|UTR|SIN|IND|NOM//nmod//3 att//IE//mark//8 avgöra//VB|INF|AKT//acl//6 om//SN//mark//14 anbudsgivare//NN|UTR|PLU|IND|NOM//nsubj//14 inte//AB//advmod//14 endast//AB//advmod//14 skall//VB|PRS|AKT//aux//14 ha//VB|INF|AKT//acl//3 rätt//PL//obj//14 utan//KN//cc//18 också//AB//advmod//18 skyldighet//NN|UTR|SIN|IND|NOM//conj//14 att//IE//mark//20 lämna//VB|INF|AKT//acl//18 uppgifter//NN|UTR|PLU|IND|NOM//obj//20 om//PP//case//23 underentreprenörer//NN|UTR|PLU|IND|NOM//nmod//21 .//MAD//punct//1
12 Förfrågningsunderlag m.m.;Enligt//PP//case//27 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 mening//NN|UTR|SIN|IND|NOM//obl//28 finns//VB|PRS|SFO//parataxis//1 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//28 inte//AB//advmod//28 anledning//NN|UTR|SIN|IND|NOM//nsubj//28 att//IE//mark//33 föreskriva//VB|INF|AKT//acl//31 en//DT|UTR|SIN|IND//det//36 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//36 skyldighet//NN|UTR|SIN|IND|NOM//obj//33 .//MAD//punct//28
12 Förfrågningsunderlag m.m.;Paragrafen//NN|UTR|SIN|DEF|NOM//nsubj//1 har//VB|PRS|AKT//aux//7 i//PP//advmod//1 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//2 med//PP//case//6 redaktionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 ändringar//NN|UTR|PLU|IND|NOM//nsubj:pass//7 utformats//VB|SUP|SFO//ROOT//7 i//PP//case//9 överensstämmelse//NN|UTR|SIN|IND|NOM//obl//7 med//PP//case//11 bestämmelsen//NN|UTR|SIN|DEF|NOM//nmod//9 i//PP//case//13 direktivet//NN|NEU|SIN|DEF|NOM//nmod//11 .//MAD//punct//7
12 Förfrågningsunderlag m.m.;14//RG|NOM//nummod//16 §//NN|AN//appos//7
12 Förfrågningsunderlag m.m.;En//DT|UTR|SIN|IND//det//2 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 myndighet//NN|UTR|SIN|IND|NOM//nsubj//6 får//VB|PRS|AKT//aux//6 i//PP//case//5 förfrågningsunderlaget//NN|NEU|SIN|DEF|NOM//obl//6 upplysa//VB|INF|AKT//ROOT//6 om//PP//mark//12 vilka//HD|UTR/NEU|PLU|IND//det//9 myndigheter//NN|UTR|PLU|IND|NOM//dislocated//12 som//HP|-|-|-//nsubj//12 kan//VB|PRS|AKT//aux//12 lämna//VB|INF|AKT//advcl//6 en//DT|UTR|SIN|IND//det//15 anbudsgivare//NN|UTR|SIN|IND|NOM//nmod//15 information//NN|UTR|SIN|IND|NOM//obj//12 om//PP//case//18 de//DT|UTR/NEU|PLU|DEF//det//18 bestämmelser//NN|UTR|PLU|IND|NOM//nmod//15 om//PP//case//20 beskattning//NN|UTR|SIN|IND|NOM//nmod//18 ,//MID//punct//22 miljöskydd//NN|NEU|SIN|IND|NOM//conj//20 ,//MID//punct//24 arbetarskydd//NN|NEU|SIN|IND|NOM//conj//20 och//KN//cc//26 arbetsvillkor//NN|NEU|PLU|IND|NOM//conj//20 som//HP|-|-|-//nsubj//30 kommer//VB|PRS|AKT//aux//30 att//IE//mark//30 gälla//VB|INF|AKT//acl:relcl//18 vid//PP//case//32 utförandet//NN|NEU|SIN|DEF|NOM//obl//30 av//PP//case//34 tjänster//NN|UTR|PLU|IND|NOM//nmod//32 eller//KN//cc//36 byggentreprenader//NN|UTR|PLU|IND|NOM//conj//34 som//HP|-|-|-//nsubj:pass//38 omfattas//VB|PRS|SFO//acl:relcl//36 av//PP//case//40 kontraktet//NN|NEU|SIN|DEF|NOM//obl//38 .//MAD//punct//6
12 Förfrågningsunderlag m.m.;Om//SN//mark//5 den//DT|UTR|SIN|DEF//det//3 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//5 har//VB|PRS|AKT//aux//5 lämnat//VB|SUP|AKT//advcl//13 upplysningar//NN|UTR|PLU|IND|NOM//obj//5 enligt//PP//case//9 första//RO|NOM//amod//9 stycket//NN|NEU|SIN|DEF|NOM//obl//5 ,//MID//punct//13 skall//VB|PRS|AKT//aux//13 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//13 begära//VB|INF|AKT//ROOT//13 att//SN//mark//16 anbudsgivaren//NN|UTR|SIN|DEF|NOM//nsubj//16 bekräftar//VB|PRS|AKT//ccomp//13 att//SN//mark//19 hänsyn//NN|UTR|SIN|IND|NOM//nsubj:pass//19 tagits//VB|SUP|SFO//ccomp//16 till//PP//case//21 bestämmelserna//NN|UTR|PLU|DEF|NOM//obl//19 om//PP//case//23 arbetarskydd//NN|NEU|SIN|IND|NOM//nmod//21 och//KN//cc//25 arbetsvillkor//NN|NEU|PLU|IND|NOM//conj//23 vid//PP//case//27 utformningen//NN|UTR|SIN|DEF|NOM//obl//19 av//PP//case//29 anbudet//NN|NEU|SIN|DEF|NOM//nmod//27 .//MAD//punct//13
12 Förfrågningsunderlag m.m.;Första//RO|NOM//amod//1 stycket//NN|NEU|SIN|DEF|NOM//nsubj//4 skall//VB|PRS|AKT//aux//4 inte//AB//advmod//4 påverka//VB|INF|AKT//ROOT//4 tillämpningen//NN|UTR|SIN|DEF|NOM//obj//4 av//PP//case//7 bestämmelserna//NN|UTR|PLU|DEF|NOM//nmod//5 i//PP//case//10 14//RG|NOM//nummod//10 kap.//NN|AN//nmod//7 3//RG|NOM//nummod//12 §//NN|AN//nmod//7 om//PP//case//14 granskning//NN|UTR|SIN|IND|NOM//nmod//12 av//PP//case//18 onormalt//AB|POS//amod//18 låga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 anbud//NN|NEU|PLU|IND|NOM//nmod//14 .//MAD//punct//4
12 Förfrågningsunderlag m.m.;Kommentar//NN|UTR|SIN|IND|NOM//ROOT//0
12 Förfrågningsunderlag m.m.;Paragrafen//NN|UTR|SIN|DEF|NOM//nsubj//1 motsvarar//VB|PRS|AKT//ROOT//1 artikel//NN|UTR|SIN|IND|NOM//nmod//3 27//RG|NOM//obj//1 i//PP//case//5 direktivet//NN|NEU|SIN|DEF|NOM//obl//1 och//KN//cc//10 3//RG|NOM//nummod//8 kap.//NN|AN//nmod//9 24//RG|NOM//nummod//10 §//NN|AN//conj//5 och//KN//cc//16 5//RG|NOM//nummod//13 kap.//NN|AN//nmod//14 27//RG|NOM//nummod//15 §//NN|AN//nmod//16 LOU//PM|NOM//conj//10 .//MAD//punct//1
12 Förfrågningsunderlag m.m.;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//1 ankommer//VB|PRS|AKT//ROOT//1 enligt//PP//case//3 artikeln//NN|UTR|SIN|DEF|NOM//obl//15 på//PP//case//6 varje//DT|UTR/NEU|SIN|IND//det//6 medlemsstat//NN|UTR|SIN|IND|NOM//nmod//3 att//IE//mark//8 avgöra//VB|INF|AKT//acl//3 om//SN//case//12 en//DT|UTR|SIN|IND//det//12 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 myndighet//NN|UTR|SIN|IND|NOM//obl//8 inte//AB//advmod//15 skall//VB|PRS|AKT//aux//15 ha//VB|INF|AKT//advcl//1 endast//AB//advmod//15 möjlighet//NN|UTR|SIN|IND|NOM//obj//15 utan//KN//cc//20 också//AB//advmod//20 skyldighet//NN|UTR|SIN|IND|NOM//conj//17 att//IE//mark//22 lämna//VB|INF|AKT//acl//20 upplysningar//NN|UTR|PLU|IND|NOM//obj//22 om//PP//case//25 myndigheter//NN|UTR|PLU|IND|NOM//nmod//23 .//MAD//punct//15
12 Förfrågningsunderlag m.m.;Enligt//PP//case//29 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//29 mening//NN|UTR|SIN|IND|NOM//obl//30 finns//VB|PRS|SFO//parataxis//15 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//30 inte//AB//advmod//30 anledning//NN|UTR|SIN|IND|NOM//nsubj//30 att//IE//mark//35 ställa//VB|INF|AKT//acl//33 krav//NN|NEU|PLU|IND|NOM//obj//35 på//PP//case//39 upphandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//39 myndigheter//NN|UTR|PLU|IND|NOM//obl//35 att//SN//mark//42 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//42 lämnar//VB|PRS|AKT//advcl//30 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//44 upplysningar//NN|UTR|PLU|IND|NOM//obj//42 ,//MID//punct//30 se//VB|IMP|AKT//conj//30 även//AB//advmod//48 vad//HP|NEU|SIN|IND//dislocated//50 som//HP|-|-|-//nsubj:pass//50 sagts//VB|SUP|SFO//ccomp//46 om//PP//case//52 miljöhänsyn//NN|UTR|SIN|IND|NOM//obl//50 i//PP//case//55 avsnitt//NN|NEU|SIN|IND|NOM//nmod//55 12.1//RG|NOM//nmod//52 och//KN//cc//58 sociala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 hänsyn//NN|UTR|PLU|IND|NOM//conj//55 i//PP//case//61 betänkandekapitel//NN|NEU|SIN|IND|NOM//nmod//61 5//RG|NOM//nmod//58 .//MAD//punct//1
