Sammanfattning;Den//DT|UTR|SIN|DEF//det//1 undersökning//NN|UTR|SIN|IND|NOM//nsubj//8 som//HP|-|-|-//nsubj//3 skett//VB|SUP|AKT//acl:relcl//1 vid//PP//case//5 Skattemyndigheten//PM|NOM//obl//3 i//PP//case//7 Växjöregionen//PM|NOM//nmod//5 leder//VB|PRS|AKT//ROOT//8 fram//PL//compound:prt//8 till//PP//mark//16 att//SN//mark//16 total//JJ|POS|UTR|SIN|IND|NOM//amod//13 resursåtgång//NN|UTR|SIN|IND|NOM//nsubj//16 för//PP//case//15 arbetsuppgifter//NN|UTR|PLU|IND|NOM//nmod//13 föranledda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//8 av//PP//case//18 förekomsten//NN|UTR|SIN|DEF|NOM//obl//16 av//PP//case//21 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 skattesatser//NN|UTR|PLU|IND|NOM//nmod//18 för//PP//case//23 moms//NN|UTR|SIN|IND|NOM//nmod//18 för//PP//case//25 Skatteverket//PM|NOM//nmod//23 i//PP//case//27 riket//NN|NEU|SIN|DEF|NOM//nmod//25 som//KN//nsubj:pass//31 helhet//NN|UTR|SIN|IND|NOM//nsubj:pass//31 kan//VB|PRS|AKT//aux//31 uppskattas//VB|INF|SFO//acl:relcl//18 till//PP//case//35 cirka//AB//advmod//34 130–150//RG|NOM//nummod//35 årsarbetskrafter//NN|UTR|PLU|IND|NOM//obl//31 .//MAD//punct//8
10.4.5 Telekommunikationstjänster, radio- och TV-sändningar / 10.4.6 E-handel/elektroniska tjänster;De//DT|UTR/NEU|PLU|DEF//det//37 tjänster//NN|UTR|PLU|IND|NOM//dislocated//95 som//HP|-|-|-//nsubj:pass//39 avses//VB|PRS|SFO//acl:relcl//37 är//VB|PRS|AKT//cop//37 bl.a.//AB|AN//advmod//37 (//PAD//punct//37 jfr//VB|AN//parataxis//37 .//MAD//punct//37
10.4.5 Telekommunikationstjänster, radio- och TV-sändningar / 10.4.6 E-handel/elektroniska tjänster;exemplifieringen//NN|UTR|SIN|DEF|NOM//appos//37 i//PP//case//48 5//RG|NOM//nummod//48 kap//NN|AN//nmod//45 7//RG|NOM//nummod//50 §//NN|AN//nmod//45 andra//RO|NOM//amod//52 stycket//NN|NEU|SIN|DEF|NOM//nmod//45 12//RG|NOM//nummod//54 ML//PM|NOM//nmod//52 )//PAD//punct//37 ://MID//punct//37
10.4.5 Telekommunikationstjänster, radio- och TV-sändningar / 10.4.6 E-handel/elektroniska tjänster;webbplatstjänster//NN|UTR|PLU|IND|NOM//appos//37 ,//MID//punct//57 tillhandahållande//NN|NEU|SIN|IND|NOM//amod//57 på//PP//case//61 distans//NN|UTR|SIN|IND|NOM//obl//59 av//PP//case//63 programvara//NN|UTR|SIN|IND|NOM//nmod//61 och//KN//cc//65 uppdatering//NN|UTR|SIN|IND|NOM//conj//63 ,//MID//punct//67 underhåll//NN|NEU|SIN|IND|NOM//conj//63 m.m.//AB|AN//conj//63 av//PP//case//70 programvara//NN|UTR|SIN|IND|NOM//nmod//63 eller//KN//cc//72 utrustning//NN|UTR|SIN|IND|NOM//conj//70 ,//MID//punct//74 överföring//NN|UTR|SIN|IND|NOM//conj//57 av//PP//case//76 bilder//NN|UTR|PLU|IND|NOM//nmod//74 och//KN//cc//78 texter//NN|UTR|PLU|IND|NOM//conj//76 samt//KN//cc//80 databasåtkomst//NN|UTR|SIN|IND|NOM//conj//76 ,//MID//punct//82 musik//NN|UTR|SIN|IND|NOM//conj//76 ,//MID//punct//84 filmer//NN|UTR|PLU|IND|NOM//conj//76 ,//MID//punct//86 spel//NN|NEU|PLU|IND|NOM//conj//76 m.m.//AB|AN//conj//76 samt//KN//cc//89 undervisning//NN|UTR|SIN|IND|NOM//conj//57 på//PP//case//91 distans//NN|UTR|SIN|IND|NOM//nmod//89 .//MAD//punct//37
10.4.5 Telekommunikationstjänster, radio- och TV-sändningar / 10.4.6 E-handel/elektroniska tjänster;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//95 bör//VB|PRS|AKT//aux//95 noteras//VB|INF|SFO//parataxis//7 att//SN//mark//141 den//DT|UTR|SIN|DEF//det//98 typ//NN|UTR|SIN|IND|NOM//nsubj//106 av//PP//case//100 tjänster//NN|UTR|PLU|IND|NOM//nmod//98 som//HP|-|-|-//nsubj:pass//102 avses//VB|PRS|SFO//acl:relcl//100 här//AB//advmod//102 är//VB|PRS|AKT//cop//106 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//106 tillhandahållanden//NN|NEU|PLU|IND|NOM//nsubj:pass//141 som//HP|-|-|-//nsubj//110 är//VB|PRS|AKT//aux:pass//110 speciellt//AB|POS//advmod//110 anpassade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//106 till//PP//case//113 elektroniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//113 media//NN|NEU|PLU|IND|NOM//obl//110 .//MID//punct//106
10.4.5 Telekommunikationstjänster, radio- och TV-sändningar / 10.4.6 E-handel/elektroniska tjänster;Distansundervisning//NN|UTR|SIN|IND|NOM//nsubj:pass//116 räknas//VB|PRS|SFO//parataxis//106 t.ex.//AB|AN//advmod//116 hit//AB//advmod//116 om//SN//mark//122 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//122 är//VB|PRS|AKT//cop//122 fråga//NN|UTR|SIN|IND|NOM//advcl//116 om//PP//case//124 undervisning//NN|UTR|SIN|IND|NOM//obl//122 som//HP|-|-|-//nsubj//126 sker//VB|PRS|AKT//acl:relcl//124 i//PP//case//130 ett//DT|NEU|SIN|IND//det//130 elektroniskt//JJ|POS|NEU|SIN|IND|NOM//amod//130 nätverk//NN|NEU|SIN|IND|NOM//obl//126 och//KN//cc//132 bygger//VB|PRS|AKT//conj//126 på//PP//case//138 ett//DT|NEU|SIN|IND//det//138 interaktivt//JJ|POS|NEU|SIN|IND|NOM//amod//138 eller//KN//cc//137 databaserat//PC|PRF|NEU|SIN|IND|NOM//conj//135 förfarande//NN|NEU|SIN|IND|NOM//obl//132 .//MAD//punct//116
10.4.5 Telekommunikationstjänster, radio- och TV-sändningar / 10.4.6 E-handel/elektroniska tjänster;Däremot//AB//advmod//141 räknas//VB|PRS|SFO//ccomp//95 en//DT|UTR|SIN|IND//det//143 tjänst//NN|UTR|SIN|IND|NOM//nsubj:pass//141 inte//AB//advmod//141 som//KN//mark//148 ”//JJ|POS|UTR|SIN|IND|NOM//punct//148 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//148 ”//PAD//xcomp//141 om//SN//mark//151 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//151 tillhandahålls//VB|PRS|SFO//advcl//141 på//PP//case//155 mer//AB|KOM//advmod//154 traditionellt//JJ|POS|NEU|SIN|IND|NOM//amod//155 sätt//NN|NEU|SIN|IND|NOM//obl//151 men//KN//cc//162 där//HA//advmod//159 t.ex.//AB|AN//advmod//159 lärare//NN|UTR|SIN|IND|NOM//nsubj//162 och//KN//cc//161 elev//NN|UTR|SIN|IND|NOM//conj//159 korresponderar//VB|PRS|AKT//conj//151 per//PP//case//164 e-mail//NN|NEU|SIN|IND|NOM//obl//162 .//MAD//punct//7
10.4.5 Telekommunikationstjänster, radio- och TV-sändningar / 10.4.6 E-handel/elektroniska tjänster;Den//DT|UTR|SIN|DEF//det//3 nu//AB//advmod//2 införda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//3 beskattningen//NN|UTR|SIN|DEF|NOM//nsubj//7 är//VB|PRS|AKT//cop//7 i//PP//case//6 princip//NN|UTR|SIN|IND|NOM//obl//7 temporär//JJ|POS|UTR|SIN|IND|NOM//ROOT//7 ,//MID//punct//7 eftersom//SN//mark//11 de//DT|UTR/NEU|PLU|DEF//nsubj//11 beslutade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//7 EG-reglerna//NN|UTR|PLU|DEF|NOM//obj//11 bara//AB//advmod//14 gäller//VB|PRS|AKT//conj//7 i//PP//case//17 tre//RG|NOM//nummod//17 år//NN|NEU|PLU|IND|NOM//obl//14 .//MAD//punct//7
10.4.5 Telekommunikationstjänster, radio- och TV-sändningar / 10.4.6 E-handel/elektroniska tjänster;Avsikten//NN|UTR|SIN|DEF|NOM//nsubj//20 är//VB|PRS|AKT//parataxis//7 att//IE//mark//22 undersöka//VB|INF|AKT//xcomp//20 möjligheterna//NN|UTR|PLU|DEF|NOM//obj//22 att//IE//mark//28 för//PP//case//26 tid//NN|UTR|SIN|IND|NOM//obl//28 därefter//AB//advmod//28 förenkla//VB|INF|AKT//acl//23 beskattningen//NN|UTR|SIN|DEF|NOM//obj//28 .//MAD//punct//7
10.4.5 Telekommunikationstjänster, radio- och TV-sändningar / 10.4.6 E-handel/elektroniska tjänster;De//DT|UTR/NEU|PLU|DEF//det//32 regler//NN|UTR|PLU|IND|NOM//nsubj//36 som//HP|-|-|-//nsubj//35 nu//AB//advmod//35 gäller//VB|PRS|AKT//acl:relcl//32 innefattar//VB|PRS|AKT//parataxis//7 dock//AB//advmod//36 en//DT|UTR|SIN|IND//det//39 förenkling//NN|UTR|SIN|IND|NOM//obj//36 på//PP//case//42 så//AB//amod//42 sätt//NN|NEU|SIN|IND|NOM//nmod//39 att//SN//mark//47 ett//DT|NEU|SIN|IND//det//45 tredjelandsföretag//NN|NEU|SIN|IND|NOM//nsubj//47 kan//VB|PRS|AKT//aux//47 redovisa//VB|INF|AKT//acl//42 och//KN//cc//49 betala//VB|INF|AKT//conj//47 mervärdesskatten//NN|UTR|SIN|DEF|NOM//obj//49 i//PP//case//53 bara//AB//advmod//53 ett//DT|NEU|SIN|IND//obl//49 (//PAD//punct//55 valfritt//JJ|POS|NEU|SIN|IND|NOM//appos//53 )//PAD//punct//55 EU-land//NN|NEU|SIN|IND|NOM//obj//47 ,//MID//punct//62 även//AB//mark//62 om//SN//fixed//59 företaget//NN|NEU|SIN|DEF|NOM//nsubj//62 har//VB|PRS|AKT//conj//47 kunder//NN|UTR|PLU|IND|NOM//obj//62 i//PP//case//66 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//66 EUländer//NN|UTR|PLU|IND|NOM//nmod//63 .//MID//punct//7
10.4.5 Telekommunikationstjänster, radio- och TV-sändningar / 10.4.6 E-handel/elektroniska tjänster;Dock//AB//advmod//71 måste//VB|PRS|AKT//aux//71 skatten//NN|UTR|SIN|DEF|NOM//nsubj:pass//71 beräknas//VB|INF|SFO//parataxis//7 efter//PP//case//73 skattesatsen//NN|UTR|SIN|DEF|NOM//obl//71 i//PP//case//76 varje//DT|UTR/NEU|SIN|IND//det//76 kundland//NN|NEU|SIN|IND|NOM//obl//71 ,//MID//punct//83 och//KN//cc//83 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//83 är//VB|PRS|AKT//cop//83 också//AB//advmod//83 respektive//AB//cc//83 kundland//NN|NEU|PLU|IND|NOM//conj//7 som//HP|-|-|-//nsubj//87 slutligen//AB//advmod//87 skall//VB|PRS|AKT//aux//87 erhålla//VB|INF|AKT//acl:relcl//83 de//DT|UTR/NEU|PLU|DEF//det//89 mervärdesskattintäkter//NN|UTR|PLU|IND|NOM//obj//87 som//HP|-|-|-//nsubj//91 hänför//VB|PRS|AKT//acl:relcl//89 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//91 till//PP//case//94 försäljningen//NN|UTR|SIN|DEF|NOM//obl//91 där//AB//advmod//91 .//MAD//punct//7
10.4.5 Telekommunikationstjänster, radio- och TV-sändningar / 10.4.6 E-handel/elektroniska tjänster;Genom//PP//case//2 dessa//DT|UTR/NEU|PLU|DEF//det//2 regler//NN|UTR|PLU|IND|NOM//obl//3 avses//VB|PRS|SFO//ROOT//3 således//AB//advmod//3 att//SN//mark//13 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//7 handel//NN|UTR|SIN|IND|NOM//nsubj:pass//13 från//PP//case//10 tredje//RO|NOM//amod//10 land//NN|NEU|SIN|IND|NOM//nmod//7 skall//VB|PRS|AKT//aux//13 kunna//VB|INF|AKT//aux//13 beskattas//VB|INF|SFO//ccomp//3 i//PP//case//15 Sverige//PM|NOM//obl//13 .//MAD//punct//3
10.4.5 Telekommunikationstjänster, radio- och TV-sändningar / 10.4.6 E-handel/elektroniska tjänster;Den//DT|UTR|SIN|DEF//det//19 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 mervärdesskattens//NN|UTR|SIN|DEF|GEN//nmod:poss//20 nivå//NN|UTR|SIN|IND|NOM//punct//3 skall//VB|PRS|AKT//aux//24 således//AB//advmod//24 inte//AB//advmod//24 utgöra//VB|INF|AKT//conj//3 något//DT|NEU|SIN|IND//det//26 konkurrensproblem//NN|NEU|SIN|IND|NOM//obj//24 för//PP//case//29 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 företag//NN|NEU|PLU|IND|NOM//obl//24 som//HP|-|-|-//nsubj//31 sysslar//VB|PRS|AKT//acl:relcl//29 med//PP//case//34 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//34 handel//NN|UTR|SIN|IND|NOM//obl//31 här//AB//advmod//31 i//PP//case//37 landet//NN|NEU|SIN|DEF|NOM//obl//35 .//MAD//punct//3
10.4.5 Telekommunikationstjänster, radio- och TV-sändningar / 10.4.6 E-handel/elektroniska tjänster;Omvänt//AB//nsubj//40 innebär//VB|PRS|AKT//parataxis//3 reglerna//NN|UTR|PLU|DEF|NOM//obj//40 att//SN//mark//54 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 företag//NN|NEU|PLU|IND|NOM//nsubj//54 som//HP|-|-|-//nsubj//46 tillhandahåller//VB|PRS|AKT//acl:relcl//44 detta//DT|NEU|SIN|DEF//det//48 slags//NN|NEU|SIN|IND|GEN//nmod:poss//49 tjänster//NN|UTR|PLU|IND|NOM//obj//46 till//PP//case//52 tredje//RO|NOM//amod//52 land//NN|NEU|SIN|IND|NOM//nmod//49 kan//VB|PRS|AKT//aux//54 göra//VB|INF|AKT//acl//41 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//54 utan//PP//mark//58 att//IE//mark//58 ta//VB|INF|AKT//advcl//54 ut//PL//compound:prt//58 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//61 mervärdesskatt//NN|UTR|SIN|IND|NOM//obj//58 .//MAD//punct//40
10.4.5 Telekommunikationstjänster, radio- och TV-sändningar / 10.4.6 E-handel/elektroniska tjänster;Även//AB//advmod//65 här//AB//fixed//63 gäller//VB|PRS|AKT//advcl//40 således//AB//advmod//65 konkurrensneutralitet//NN|UTR|SIN|IND|NOM//obj//65 .//MAD//punct//3
10.4.5 Telekommunikationstjänster, radio- och TV-sändningar / 10.4.6 E-handel/elektroniska tjänster;Inom//PP//case//1 EU//PM|NOM//obl//2 tillämpas//VB|PRS|SFO//ROOT//2 emellertid//AB//advmod//2 inte//AB//advmod//2 dessa//DT|UTR/NEU|PLU|DEF//det//6 regler//NN|UTR|PLU|IND|NOM//nsubj:pass//2 .//MAD//punct//2
10.4.5 Telekommunikationstjänster, radio- och TV-sändningar / 10.4.6 E-handel/elektroniska tjänster;Där//AB//advmod//9 är//VB|PRS|AKT//parataxis//2 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//9 fortfarande//AB//advmod//9 ,//MID//punct//15 vid//PP//case//15 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//15 handel//NN|UTR|SIN|IND|NOM//parataxis//9 till//PP//case//17 privatpersoner//NN|UTR|PLU|IND|NOM//nmod//15 (//PAD//punct//21 eller//KN//cc//21 juridiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 personer//NN|UTR|PLU|IND|NOM//parataxis//9 som//HP|-|-|-//nsubj//25 inte//AB//advmod//25 är//VB|PRS|AKT//cop//25 näringsidkare//NN|UTR|PLU|IND|NOM//acl:relcl//21 )//PAD//punct//25 ,//MID//punct//21 så//SN//mark//31 att//SN//fixed//28 ursprungsprincipen//NN|UTR|SIN|DEF|NOM//nsubj//31 gäller//VB|PRS|AKT//advcl//21 .//MAD//punct//2
10.4.5 Telekommunikationstjänster, radio- och TV-sändningar / 10.4.6 E-handel/elektroniska tjänster;De//DT|UTR/NEU|PLU|DEF//det//35 elektroniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 tjänsterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//36 beskattas//VB|PRS|SFO//parataxis//2 då//AB//mark//42 där//HA//advmod//42 det//DT|NEU|SIN|DEF//det//41 säljande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//41 företaget//NN|NEU|SIN|DEF|NOM//nsubj//42 etablerat//VB|SUP|AKT//advcl//36 sin//PS|UTR|SIN|DEF//nmod:poss//44 verksamhet//NN|UTR|SIN|IND|NOM//obj//42 .//MAD//punct//2
10.4.5 Telekommunikationstjänster, radio- och TV-sändningar / 10.4.6 E-handel/elektroniska tjänster;Svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 företag//NN|NEU|PLU|IND|NOM//nsubj//58 som//HP|-|-|-//nsubj//49 säljer//VB|PRS|AKT//acl:relcl//47 elektroniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 tjänster//NN|UTR|PLU|IND|NOM//obj//49 till//PP//case//53 privatpersoner//NN|UTR|PLU|IND|NOM//obl//49 i//PP//case//56 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 EU-länder//NN|UTR|PLU|IND|NOM//nmod//53 måste//VB|PRS|AKT//aux//58 ta//VB|INF|AKT//parataxis//2 ut//PL//compound:prt//58 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//61 mervärdesskatt//NN|UTR|SIN|IND|NOM//obj//58 .//MAD//punct//2
10.4.5 Telekommunikationstjänster, radio- och TV-sändningar / 10.4.6 E-handel/elektroniska tjänster;Vid//PP//case//66 en//DT|UTR|SIN|IND//det//66 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//66 utformning//NN|UTR|SIN|IND|NOM//obl//2 av//PP//case//68 reglerna//NN|UTR|PLU|DEF|NOM//nmod//66 är//VB|PRS|AKT//cop//71 givetvis//AB//advmod//71 skillnader//NN|UTR|PLU|IND|NOM//nsubj:pass//2 i//PP//case//73 mervärdesskattenivå//NN|UTR|SIN|IND|NOM//nmod//71 av//PP//case//76 stor//JJ|POS|UTR|SIN|IND|NOM//amod//76 betydelse//NN|UTR|SIN|IND|NOM//nmod//73 för//PP//case//78 konkurrensförhållandena//NN|NEU|PLU|DEF|NOM//nmod//71 .//MAD//punct//2
10.4.5 Telekommunikationstjänster, radio- och TV-sändningar / 10.4.6 E-handel/elektroniska tjänster;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//81 är//VB|PRS|AKT//parataxis//2 här//AB//advmod//81 ,//MID//punct//81 liksom//AB//mark//88 i//PP//case//88 fråga//NN|UTR|SIN|IND|NOM//fixed//85 om//PP//case//88 telekommunikationstjänster//NN|UTR|PLU|IND|NOM//obl//81 ,//MID//punct//90 fråga//NN|UTR|SIN|IND|NOM//conj//88 om//PP//case//92 tjänster//NN|UTR|PLU|IND|NOM//obl//90 som//HP|-|-|-//nsubj:pass//96 lätt//AB|POS//advmod//96 kan//VB|PRS|AKT//aux//96 säljas//VB|INF|SFO//acl:relcl//92 över//PP//case//98 nationsgränser//NN|UTR|PLU|IND|NOM//obl//96 ,//MID//punct//105 och//KN//cc//105 där//HA//advmod//105 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//105 är//VB|PRS|AKT//cop//105 relativt//AB|POS//advmod//105 lätt//JJ|POS|NEU|SIN|IND|NOM//conj//81 för//PP//case//109 det//DT|NEU|SIN|DEF//det//109 säljande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//109 företaget//NN|NEU|SIN|DEF|NOM//obl//105 att//IE//mark//111 etablera//VB|INF|AKT//acl//109 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//111 i//PP//case//115 det//DT|NEU|SIN|DEF//det//115 land//NN|NEU|SIN|IND|NOM//obl//111 där//HA//advmod//119 mervärdesskattesatserna//NN|UTR|PLU|DEF|NOM//nsubj//119 är//VB|PRS|AKT//cop//119 lägst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//acl:relcl//115 .//MAD//punct//2
10.4.5 Telekommunikationstjänster, radio- och TV-sändningar / 10.4.6 E-handel/elektroniska tjänster;När//HA//mark//2 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 gäller//VB|PRS|AKT//advcl//30 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//4 e-handel//NN|UTR|SIN|IND|NOM//nsubj//2 inom//PP//case//6 EU//PM|NOM//obl//2 som//HP|-|-|-//nsubj//8 avser//VB|PRS|AKT//acl:relcl//6 elektroniskt//AB|POS//advmod//10 överförda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//11 tjänster//NN|UTR|PLU|IND|NOM//obj//8 ,//MID//punct//18 och//KN//cc//18 där//HA//advmod//18 förvärvaren//NN|UTR|SIN|DEF|NOM//nsubj//18 är//VB|PRS|AKT//cop//18 en//DT|UTR|SIN|IND//det//18 privatperson//NN|UTR|SIN|IND|NOM//nsubj//30 (//PAD//punct//18 eller//KN//cc//22 någon//DT|UTR|SIN|IND//det//22 annan//JJ|POS|UTR|SIN|IND|NOM//conj//18 som//HP|-|-|-//nsubj:pass//25 inte//AB//advmod//25 räknas//VB|PRS|SFO//acl:relcl//22 som//KN//mark//27 näringsidkare//NN|UTR|PLU|IND|NOM//xcomp//25 )//PAD//punct//18 ,//MID//punct//18 gäller//VB|PRS|AKT//discourse//51 således//AB//advmod//30 inte//AB//advmod//30 destinationsprincipen//NN|UTR|SIN|DEF|NOM//nsubj//30 .//MAD//punct//30
10.4.5 Telekommunikationstjänster, radio- och TV-sändningar / 10.4.6 E-handel/elektroniska tjänster;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//37 kan//VB|PRS|AKT//aux//37 synas//VB|INF|SFO//parataxis//30 vara//VB|INF|AKT//xcomp//37 i//PP//advmod//37 konflikt//NN|UTR|SIN|IND|NOM//fixed//39 med//PP//case//42 Ottawaprinciperna//NN|UTR|PLU|DEF|NOM//obl//37 om//PP//case//44 beskattning//NN|UTR|SIN|IND|NOM//nmod//42 i//PP//case//46 konsumtionslandet//NN|NEU|SIN|DEF|NOM//nmod//44 .//MID//punct//30
10.4.5 Telekommunikationstjänster, radio- och TV-sändningar / 10.4.6 E-handel/elektroniska tjänster;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//51 får//VB|PRS|AKT//aux//51 emellertid//AB//advmod//51 anses//VB|INF|SFO//ROOT//51 vara//VB|INF|AKT//cop//53 accepterat//PC|PRF|NEU|SIN|IND|NOM//xcomp//51 att//SN//mark//59 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//59 inom//PP//case//59 ett//DT|NEU|SIN|IND//det//59 avgränsat//PC|PRF|NEU|SIN|IND|NOM//amod//59 område//NN|NEU|SIN|IND|NOM//xcomp//51 som//KN//mark//61 EU//PM|NOM//nmod//59 ,//MID//punct//66 med//PP//case//66 ett//DT|NEU|SIN|IND//det//66 gemensamt//JJ|POS|NEU|SIN|IND|NOM//amod//66 system//NN|NEU|SIN|IND|NOM//conj//61 för//PP//case//68 uttag//NN|NEU|SIN|IND|NOM//nmod//66 av//PP//case//70 mervärdesskatt//NN|UTR|SIN|IND|NOM//nmod//68 ,//MID//punct//73 är//VB|PRS|AKT//cop//73 möjligt//JJ|POS|NEU|SIN|IND|NOM//conj//51 att//IE//mark//76 internt//AB|POS//nsubj//76 avvika//VB|INF|AKT//csubj//73 från//PP//case//80 de//DT|UTR/NEU|PLU|DEF//det//80 generella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//80 principerna//NN|UTR|PLU|DEF|NOM//obl//76 .//MAD//punct//51
10.4.5 Telekommunikationstjänster, radio- och TV-sändningar / 10.4.6 E-handel/elektroniska tjänster;På//PP//case//2 samma//DT|UTR/NEU|SIN/PLU|IND//det//2 sätt//NN|NEU|SIN|IND|NOM//obl//10 som//HP|-|-|-//nsubj:pass//5 ovan//AB//advmod//5 beskrivits//VB|SUP|SFO//acl//2 för//PP//case//7 telekommunikationstjänsterna//NN|UTR|PLU|DEF|NOM//obl//5 kan//VB|PRS|AKT//aux//10 tredjelandsföretag//NN|NEU|PLU|IND|NOM//nsubj//10 välja//VB|INF|AKT//ROOT//10 att//IE//mark//12 etablera//VB|INF|AKT//xcomp//10 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//12 i//PP//case//15 ett//DT|NEU|SIN|IND//obl//12 (//PAD//punct//17 valfritt//JJ|POS|NEU|SIN|IND|NOM//amod//15 )//PAD//punct//19 land//NN|NEU|SIN|IND|NOM//conj//15 i//PP//case//21 EU//PM|NOM//nmod//19 för//PP//case//24 sin//PS|UTR|SIN|DEF//nmod:poss//24 försäljning//NN|UTR|SIN|IND|NOM//obl//12 av//PP//case//27 elektroniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 tjänster//NN|UTR|PLU|IND|NOM//nmod//24 .//MID//punct//10
10.4.5 Telekommunikationstjänster, radio- och TV-sändningar / 10.4.6 E-handel/elektroniska tjänster;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//30 räcker//VB|PRS|AKT//parataxis//10 då//AB//advmod//30 inte//AB//advmod//30 med//PP//mark//36 att//IE//mark//36 enbart//AB//advmod//36 registrera//VB|INF|AKT//advcl//30 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//36 till//PP//case//39 mervärdesskatt//NN|UTR|SIN|IND|NOM//obl//36 i//PP//case//41 landet//NN|NEU|SIN|DEF|NOM//nmod//39 i//PP//case//43 fråga//NN|UTR|SIN|IND|NOM//obl//36 ,//MID//punct//48 utan//KN//cc//48 där//AB//advmod//48 måste//VB|PRS|AKT//aux//48 ordnas//VB|INF|SFO//conj//30 personella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 och//KN//cc//51 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//49 resurser//NN|UTR|PLU|IND|NOM//nsubj:pass//48 i//PP//case//55 den//DT|UTR|SIN|DEF//det//55 omfattning//NN|UTR|SIN|IND|NOM//obl//48 som//HP|-|-|-//nsubj:pass//57 krävs//VB|PRS|SFO//acl:relcl//55 för//PP//mark//64 att//SN//mark//64 ett//DT|NEU|SIN|IND//det//62 fast//JJ|POS|NEU|SIN|IND|NOM//amod//62 driftställe//NN|NEU|SIN|IND|NOM//nsubj:pass//64 skall//VB|PRS|AKT//aux//64 anses//VB|INF|SFO//advcl//57 föreligga//VB|INF|AKT//xcomp//64 .//MAD//punct//30
10.4.5 Telekommunikationstjänster, radio- och TV-sändningar / 10.4.6 E-handel/elektroniska tjänster;Om//SN//mark//71 så//AB//advmod//71 är//VB|PRS|AKT//cop//70 fallet//NN|NEU|SIN|DEF|NOM//nsubj//71 blir//VB|PRS|AKT//advcl//30 etableringslandets//NN|NEU|SIN|DEF|GEN//nmod:poss//73 mervärdesskatteregler//NN|UTR|PLU|IND|NOM//nsubj//74 tillämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//71 .//MAD//punct//30
