Promemoria;2011-01-19//RG|NOM//det//1 S2011/686//RG|NOM//ROOT//1 ///MID//cc//3 PBB//PM|NOM//conj//1
9. Begrepp inom begravningsverksamheten;Föreningen//NN|UTR|SIN|DEF|NOM//nsubj//63 motiverar//VB|PRS|AKT//parataxis//3 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//63 med//PP//mark//71 att//SN//mark//71 den//DT|UTR|SIN|DEF//det//69 lokala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//69 begravningshuvudmannen//NN|UTR|SIN|DEF|NOM//nsubj//71 därmed//AB//advmod//71 ges//VB|PRS|SFO//advcl//63 frihet//NN|UTR|SIN|IND|NOM//obj//71 att//IE//mark//75 själv//JJ|POS|UTR|SIN|IND|NOM//advmod//75 besluta//VB|INF|AKT//acl//72 utifrån//PP//case//78 lokala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 behov//NN|NEU|PLU|IND|NOM//obl//75 och//KN//cc//80 traditioner//NN|UTR|PLU|IND|NOM//conj//78 .//MAD//punct//3
9. Begrepp inom begravningsverksamheten;Sametinget//NN|NEU|SIN|DEF|NOM//nsubj//2  //_SP////0 menar//VB|PRS|AKT//ROOT//2 att//SN//mark//6 länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//6 ska//VB|PRS|AKT//aux//6 ha//VB|INF|AKT//ccomp//2 skyldighet//NN|UTR|SIN|IND|NOM//obj//6 att//IE//mark//9 samråda//VB|INF|AKT//xcomp//6 med//PP//case//12 berörd//PC|PRF|UTR|SIN|IND|NOM//amod//12 sameby//NN|UTR|SIN|IND|NOM//obl//9 när//HA//case//15 en//DT|UTR|SIN|IND//det//15 ansökan//NN|UTR|SIN|IND|NOM//obl//9 om//PP//mark//18 att//IE//mark//18 sprida//VB|INF|AKT//acl//15 aska//NN|UTR|SIN|IND|NOM//obj//18 i//PP//case//21 naturen//NN|UTR|SIN|DEF|NOM//obl//18 inkommit//VB|SUP|AKT//xcomp//2 .//MAD//punct//2
9. Begrepp inom begravningsverksamheten;Av//PP//case//2 de//DT|UTR/NEU|PLU|DEF//det//2 instanser//NN|UTR|PLU|IND|NOM//obl//9 som//HP|-|-|-//nsubj//4 lämnat//VB|SUP|AKT//acl:relcl//2 spontana//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 remissvar//NN|NEU|PLU|IND|NOM//obj//4 i//PP//case//8 frågan//NN|UTR|SIN|DEF|NOM//obl//4 ställer//VB|PRS|AKT//ROOT//9 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//9 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 positiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obj//9 till//PP//case//15 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//15 förslag//NN|NEU|SIN|IND|NOM//obl//9 ://MID//punct//15
9. Begrepp inom begravningsverksamheten;Märsta//PM|GEN//nmod:poss//19 kyrkliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 samfällighet//NN|UTR|SIN|IND|NOM//appos//15 ,//MID//punct//21 Landskrona//PM|GEN//conj//19 församling//NN|UTR|SIN|IND|NOM//obj//21  //_SP////22 (//PAD//punct//29 dock//AB//advmod//29 inte//AB//advmod//29 beträffande//PP//case//29 ”//PAD//punct//29 kistmur//NN|UTR|SIN|IND|NOM//conj//19 ”//RG|NOM//punct//29 )//PAD//punct//29 och//KN//cc//35 Västerås//PM|GEN//amod//35 stifts//NN|NEU|SIN|IND|GEN//amod//35 församlingsförbund//NN|NEU|SIN|IND|NOM//conj//19 .//MAD//punct//19
9. Begrepp inom begravningsverksamheten;Följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//38 instanser//NN|UTR|PLU|IND|NOM//nsubj//45 som//HP|-|-|-//nsubj//40 lämnat//VB|SUP|AKT//acl:relcl//38 spontana//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 remissvar//NN|NEU|PLU|IND|NOM//obj//40 i//PP//case//44 frågan//NN|UTR|SIN|DEF|NOM//obl//40 ställer//VB|PRS|AKT//conj//9 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//45 negativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//45 till//PP//case//50 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//50 förslag//NN|NEU|SIN|IND|NOM//obl//45 ://MAD//punct//9
9. Begrepp inom begravningsverksamheten;Begravningsombudet//NN|NEU|SIN|DEF|NOM//nsubj:pass//21 i//PP//case//3 Sundsvall//PM|NOM//fixed//1 Rune//PM|NOM//nmod//0 Östberg//PM|NOM//nmod//0 ,//MID//punct//6 Botkyrka//PM|GEN//conj//0 församling//NN|UTR|SIN|IND|NOM//flat//6 (//PAD//punct//6 som//HP|-|-|-//nsubj//10 menar//VB|PRS|AKT//acl:relcl//6 att//SN//mark//13 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//13 räcker//VB|PRS|AKT//ccomp//10 att//IE//mark//15 tala//VB|INF|AKT//csubj//13 om//PP//case//17 gravplats//NN|UTR|SIN|IND|NOM//obl//15 med//PP//case//19 gravrätt//NN|UTR|SIN|IND|NOM//nmod//17 ,//MID//punct//6 gravplats//NN|UTR|SIN|IND|NOM//ROOT//21 med//PP//case//24 begränsad//PC|PRF|UTR|SIN|IND|NOM//amod//24 gravrätt//NN|UTR|SIN|IND|NOM//obl//21 och//KN//cc//27 anonym//JJ|POS|UTR|SIN|IND|NOM//amod//27 gravplats//NN|UTR|SIN|IND|NOM//conj//24 )//PAD//punct//21 ,//MID//punct//31  //_SP////29 Lennart//PM|NOM//conj//21 Lundqvist//PM|NOM//flat:name//31 och//KN//cc//34 Bengt//PM|NOM//conj//31 Erman//PM|NOM//flat:name//34 (//PAD//punct//31 som//HP|-|-|-//nsubj//38 menar//VB|PRS|AKT//acl:relcl//31 att//SN//punct//31 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//41 förslag//NN|NEU|SIN|IND|NOM//dep//39 om//PP//mark//49 att//SN//mark//49 begreppet//NN|NEU|SIN|DEF|NOM//nsubj:pass//49 ”//PAD//punct//49 begränsad//PC|PRF|UTR|SIN|IND|NOM//amod//47 gravrätt//NN|UTR|SIN|IND|NOM//nsubj:pass//49 ”//PM|NOM//punct//47 införs//VB|PRS|SFO//acl//41 i//PP//advmod//49 stället//NN|NEU|SIN|DEF|NOM//fixed//50 bör//VB|PRS|AKT//aux//53 ersättas//VB|INF|SFO//conj//49 med//PP//case//56 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//56 text//NN|UTR|SIN|IND|NOM//obl//53 i//PP//case//58 begravningslagen//NN|UTR|SIN|DEF|NOM//nmod//56 2//RG|NOM//nummod//60 kap//NN|AN//appos//41 12//RG|NOM//nummod//62 §//NN|AN//nmod//60 ://MID//punct//60 ”//PAD//punct//66
9. Begrepp inom begravningsverksamheten;En//DT|UTR|SIN|IND//det//66 begravningsplats//NN|UTR|SIN|IND|NOM//nmod//41 och//KN//cc//73 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//69 gravplatser//NN|UTR|PLU|IND|NOM//nsubj:pass//73 ska//VB|PRS|AKT//aux//73 av//PP//case//72 huvudmannen//NN|UTR|SIN|DEF|NOM//obl//73 hållas//VB|INF|SFO//conj//66 i//PP//case//78 ordnat//PC|PRF|NEU|SIN|IND|NOM//amod//78 och//KN//cc//77 värdigt//JJ|POS|NEU|SIN|IND|NOM//conj//75 skick//NN|NEU|SIN|IND|NOM//obl//73 .//MAD//punct//66
9. Begrepp inom begravningsverksamheten;För//PP//case//81 vård//NN|UTR|SIN|IND|NOM//obl//88 och//KN//cc//83 underhåll//NN|NEU|SIN|IND|NOM//conj//81 av//PP//case//85 gravplatsen//NN|UTR|SIN|DEF|NOM//nmod//83 därutöver//AB//advmod//88 har//VB|PRS|AKT//aux//88 huvudmannen//NN|UTR|SIN|DEF|NOM//conj//66 rätt//NN|UTR|SIN|IND|NOM//obj//88 att//IE//mark//91 ta//VB|INF|AKT//acl//89 ut//PL//compound:prt//91 en//DT|UTR|SIN|IND//det//95 skälig//JJ|POS|UTR|SIN|IND|NOM//amod//95 avgift//NN|UTR|SIN|IND|NOM//obj//91 ”//PM|NOM//punct//88 )//PAD//punct//66 och//KN//cc//100  //_SP////98 Börje//PM|NOM//conj//66 Olsson//PM|NOM//flat:name//100 (//PAD//punct//104 som//HP|-|-|-//nsubj//104 menar//VB|PRS|AKT//acl:relcl//100 att//SN//mark//110 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//110 i//PP//case//109 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//109 avseenden//NN|NEU|PLU|IND|NOM//nmod//106 distanserar//VB|PRS|AKT//ccomp//104 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//110 från//PP//case//116 vedertagna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//116 begrepps//NN|UTR|SIN|IND|GEN//amod//116 nedärvda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//116 betydelse//NN|UTR|SIN|IND|NOM//obl//110 ,//MID//punct//119 vilket//HP|NEU|SIN|IND//nsubj//119 medför//VB|PRS|AKT//conj//66 att//SN//mark//122 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//122 nytillkomna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ccomp//119 (//PAD//punct//122 grav//NN|UTR|SIN|IND|NOM//appos//122 )//PAD//punct//126 gestaltningar//NN|UTR|PLU|IND|NOM//conj//124 och//KN//cc//128 regeladministrativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//124 utanverk//NN|NEU|PLU|IND|NOM//conj//124 ,//MID//punct//136 som//HP|-|-|-//nsubj//136 inte//AB//advmod//136 på//PP//case//135 något//DT|NEU|SIN|IND//det//135 sätt//NN|NEU|SIN|IND|NOM//obl//136 medför//VB|PRS|AKT//acl:relcl//122 någon//DT|UTR|SIN|IND//det//138 förändring//NN|UTR|SIN|IND|NOM//obj//136 av//PP//case//143 sedan//PP//mark//143 länge//AB|POS//advmod//143 gängse//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//143 begängelseskick//NN|NEU|SIN|IND|NOM//nmod//138 ,//MID//punct//145 gravsättningsformer//NN|UTR|PLU|IND|NOM//conj//143 eller//KN//cc//147 gravtyper//NN|UTR|PLU|IND|NOM//conj//143 ,//MID//punct//151 i//PP//case//150 betänkandet//NN|NEU|SIN|DEF|NOM//obl//151 framställs//VB|PRS|SFO//conj//143 som//KN//case//153 bärare//NN|UTR|SIN|IND|NOM//obl//151 av//PP//case//156 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//156 gravskick//NN|NEU|PLU|IND|NOM//nmod//153 )//PAD//punct//122 .//MAD//punct//122

10. Andra begängelsemetoder än kremering;Betänkandets//NN|NEU|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//7 i//PP//case//3 sammandrag//NN|NEU|SIN|IND|NOM//nmod//1 ://MID//punct//1
10. Andra begängelsemetoder än kremering; //_SP////4 Lagstiftningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//7 öppnas//VB|PRS|SFO//ROOT//7 för//PP//case//10 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 metoder//NN|UTR|PLU|IND|NOM//obl//7 än//KN//mark//12 kremering//NN|UTR|SIN|IND|NOM//acl//10 för//PP//case//14 hantering//NN|UTR|SIN|IND|NOM//nmod//12 av//PP//case//16 stoft//NN|NEU|PLU|IND|NOM//nmod//14 efter//PP//case//18 avlidna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//14 .//MAD//punct//7
10. Andra begängelsemetoder än kremering;Sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//21 metoder//NN|UTR|PLU|IND|NOM//nsubj:pass//22 benämns//VB|PRS|SFO//parataxis//7 ”//PAD//punct//25 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 begängelsemetoder//NN|UTR|PLU|IND|NOM//appos//22 ”//RG|NOM//punct//7 .//MAD//punct//7
10. Andra begängelsemetoder än kremering;För//PP//mark//37 att//SN//mark//37 en//DT|UTR|SIN|IND//det//32 annan//JJ|POS|UTR|SIN|IND|NOM//amod//32 begängelsemetod//NN|UTR|SIN|IND|NOM//nsubj:pass//37 än//KN//mark//34 kremering//NN|UTR|SIN|IND|NOM//nmod//32 ska//VB|PRS|AKT//aux//37 få//VB|INF|AKT//aux//37 användas//VB|INF|SFO//advcl//38 fordras//VB|INF|SFO//conj//7 att//SN//mark//42 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//42 har//VB|PRS|AKT//aux//42 meddelat//VB|SUP|AKT//dep//38 tillstånd//NN|NEU|SIN|IND|NOM//obj//42 för//PP//case//45 metoden//NN|UTR|SIN|DEF|NOM//nmod//43 .//MID//punct//7
10. Andra begängelsemetoder än kremering;Ett//DT|NEU|SIN|IND//det//49 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//49 tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//51 får//VB|PRS|AKT//aux//51 sökas//VB|INF|SFO//parataxis//7 av//PP//case//53 den//PN|UTR|SIN|DEF|SUB/OBJ//obl:agent//51 som//HP|-|-|-//nsubj//55 innehar//VB|PRS|AKT//acl:relcl//53 en//DT|UTR|SIN|IND//det//58 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//58 begravningsplats//NN|UTR|SIN|IND|NOM//obj//55 eller//KN//cc//62 av//PP//case//62 en//DT|UTR|SIN|IND//det//62 församling//NN|UTR|SIN|IND|NOM//conj//58 .//MID//punct//7
10. Andra begängelsemetoder än kremering;Tillstånd//NN|NEU|SIN|IND|NOM//conj//7 för//PP//case//68 en//DT|UTR|SIN|IND//det//68 annan//JJ|POS|UTR|SIN|IND|NOM//amod//68 begängelsemetod//NN|UTR|SIN|IND|NOM//obl//64 än//KN//case//70 kremering//NN|UTR|SIN|IND|NOM//advcl//64 får//VB|PRS|AKT//aux//73 endast//AB//advmod//73 meddelas//VB|INF|SFO//conj//7 om//SN//mark//77 metoden//NN|UTR|SIN|DEF|NOM//nsubj//77 är//VB|PRS|AKT//cop//77 förenlig//JJ|POS|UTR|SIN|IND|NOM//advcl//73 med//PP//case//79 kravet//NN|NEU|SIN|DEF|NOM//obl//77 på//PP//case//83 en//DT|UTR|SIN|IND//det//83 värdig//JJ|POS|UTR|SIN|IND|NOM//amod//83 behandling//NN|UTR|SIN|IND|NOM//nmod//79 av//PP//case//85 avlidna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//83 samt//KN//cc//92 om//SN//mark//92 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//92 även//AB//advmod//92 i//PP//advmod//92 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//90 framstår//VB|PRS|AKT//conj//77 som//KN//mark//94 lämplig//JJ|POS|UTR|SIN|IND|NOM//xcomp//92 ur//PP//case//102 bl.a.//AB|AN//advmod//97 etiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//102 ,//MID//punct//99 miljömässiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//97 och//KN//cc//101 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//97 hänseenden//NN|NEU|PLU|IND|NOM//obl//92 .//MAD//punct//7
10. Andra begängelsemetoder än kremering;Ett//DT|NEU|SIN|IND//det//105 tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//107 får//VB|PRS|AKT//aux//107 förenas//VB|INF|SFO//parataxis//7 med//PP//case//110 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//110 villkor//NN|NEU|PLU|IND|NOM//obl//107 ,//MID//punct//114 både//KN//advmod//114 för//PP//case//114 metoden//NN|UTR|SIN|DEF|NOM//conj//7 som//KN//mark//116 sådan//JJ|POS|UTR|SIN|IND|NOM//acl//114 och//KN//cc//119 för//PP//case//119 gravsättningen//NN|UTR|SIN|DEF|NOM//conj//116 av//PP//case//121 stoftrester//NN|UTR|PLU|IND|NOM//nmod//119 .//MAD//punct//7
10. Andra begängelsemetoder än kremering;Vad//HP|NEU|SIN|IND//dislocated//2 som//HP|-|-|-//nsubj:pass//2 anges//VB|PRS|SFO//ROOT//2 i//PP//case//4 begravningslagen//NN|UTR|SIN|DEF|NOM//obl//2 och//KN//cc//6 begravningsförordningen//NN|UTR|SIN|DEF|NOM//conj//4 om//PP//case//8 kremering//NN|UTR|SIN|IND|NOM//nmod//6 och//KN//cc//10 aska//NN|UTR|SIN|IND|NOM//conj//8 efter//PP//case//12 kremering//NN|UTR|SIN|IND|NOM//nmod//8 ska//VB|PRS|AKT//aux//14 äga//VB|INF|AKT//conj//2 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 tillämpning//NN|UTR|SIN|IND|NOM//obj//14 i//PP//case//18 samband//NN|NEU|SIN|IND|NOM//obl//14 med//PP//case//21 annan//JJ|POS|UTR|SIN|IND|NOM//amod//21 begängelsemetod//NN|UTR|SIN|IND|NOM//obl//14 samt//KN//cc//25 för//PP//case//25 de//DT|UTR/NEU|PLU|DEF//det//25 stoftrester//NN|UTR|PLU|IND|NOM//conj//2 som//HP|-|-|-//nsubj//27 uppkommer//VB|PRS|AKT//acl:relcl//25 efter//PP//case//29 hantering//NN|UTR|SIN|IND|NOM//obl//27 enligt//PP//case//32 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//32 metod//NN|UTR|SIN|IND|NOM//nmod//29 .//MAD//punct//25
10. Andra begängelsemetoder än kremering;Om//SN//mark//37 annat//PN|NEU|SIN|IND|SUB/OBJ//nsubj:pass//37 inte//AB//advmod//37 beslutas//VB|PRS|SFO//advcl//41 får//VB|PRS|AKT//aux//41 stoftresterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//41 också//AB//advmod//41 gravsättas//VB|INF|SFO//parataxis//25 i//PP//case//44 en//DT|UTR|SIN|IND//det//44 kista//NN|UTR|SIN|IND|NOM//obl//41 .//MAD//punct//2
10. Andra begängelsemetoder än kremering;En//DT|UTR|SIN|IND//det//1 anläggning//NN|UTR|SIN|IND|NOM//nsubj//31 för//PP//case//5 en//DT|UTR|SIN|IND//det//5 annan//JJ|POS|UTR|SIN|IND|NOM//amod//5 begängelsemetod//NN|UTR|SIN|IND|NOM//nmod//1 än//KN//mark//9 kremering//NN|UTR|SIN|IND|NOM//nsubj:pass//9 får//VB|PRS|AKT//aux//9 anordnas//VB|INF|SFO//acl:relcl//1 och//KN//cc//11 hållas//VB|INF|SFO//conj//9 bara//AB//advmod//11 av//PP//case//14 den//PN|UTR|SIN|DEF|SUB/OBJ//obl:agent//11 som//HP|-|-|-//nsubj//16 innehar//VB|PRS|AKT//acl:relcl//14 en//DT|UTR|SIN|IND//det//19 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//19 begravningsplats//NN|UTR|SIN|IND|NOM//obj//16 eller//KN//cc//23 av//PP//case//23 en//DT|UTR|SIN|IND//det//23 församling//NN|UTR|SIN|IND|NOM//conj//19 .//MAD//punct//1
10. Andra begängelsemetoder än kremering;En//DT|UTR|SIN|IND//det//26 innehavare//NN|UTR|SIN|IND|NOM//nsubj//31 av//PP//case//30 en//DT|UTR|SIN|IND//det//30 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//30 anläggning//NN|UTR|SIN|IND|NOM//nmod//26 har//VB|PRS|AKT//ROOT//31 samma//DT|UTR/NEU|SIN/PLU|IND//det//33 skyldigheter//NN|UTR|PLU|IND|NOM//obj//31 som//KN//mark//36 en//DT|UTR|SIN|IND//det//36 innehavare//NN|UTR|SIN|IND|NOM//acl//33 av//PP//case//39 ett//DT|NEU|SIN|IND//det//39 krematorium//NN|NEU|SIN|IND|NOM//nmod//36 har//VB|PRS|AKT//advcl//31 enligt//PP//case//42 begravningslagen//NN|UTR|SIN|DEF|NOM//obl//40 och//KN//cc//44 begravningsförordningen//NN|UTR|SIN|DEF|NOM//conj//42 .//MAD//punct//31
10. Andra begängelsemetoder än kremering;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 införs//VB|PRS|SFO//ROOT//1 en//DT|UTR|SIN|IND//det//4 obligatorisk//JJ|POS|UTR|SIN|IND|NOM//amod//4 tillståndsprövning//NN|UTR|SIN|IND|NOM//nsubj:pass//1 enligt//PP//case//6 miljöbalken//NN|UTR|SIN|DEF|NOM//nmod//4 även//AB//advmod//10 för//PP//case//10 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 anläggningar//NN|UTR|PLU|IND|NOM//obl//1 än//KN//mark//12 krematorier//NN|NEU|PLU|IND|NOM//acl//10 .//MAD//punct//1
10. Andra begängelsemetoder än kremering;Sammanfattningsvis//AB//advmod//1 framgår//VB|PRS|AKT//ROOT//1 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 att//SN//mark//7 av//PP//case//7 de//DT|UTR/NEU|PLU|DEF//det//7 48//RG|NOM//nummod//7 remissinstanser//NN|UTR|PLU|IND|NOM//ccomp//1 som//HP|-|-|-//nsubj//9 besvarat//VB|SUP|AKT//acl:relcl//7 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//11 förslag//NN|NEU|SIN|IND|NOM//obj//9 rörande//PP//case//14 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 begängelsemetoder//NN|UTR|PLU|IND|NOM//nmod//11 än//KN//case//16 kremering//NN|UTR|SIN|IND|NOM//obl//9 tillstyrker//VB|PRS|AKT//conj//1 42//RG|NOM//nummod//19 instanser//NN|UTR|PLU|IND|NOM//nmod//21 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//21 förslag//NN|NEU|SIN|IND|NOM//obj//17 .//MAD//punct//1
10. Andra begängelsemetoder än kremering;Inga//DT|UTR/NEU|PLU|IND//det//24 instanser//NN|UTR|PLU|IND|NOM//nsubj//25 avstyrker//VB|PRS|AKT//parataxis//1 förslaget//NN|NEU|SIN|DEF|NOM//obj//25 men//KN//cc//30 sex//RG|NOM//nummod//29 instanser//NN|UTR|PLU|IND|NOM//nsubj//30 ställer//VB|PRS|AKT//conj//25 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//30 tveksamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//30 till//PP//case//35 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//35 förslag//NN|NEU|SIN|IND|NOM//obl//30 .//MAD//punct//1
10. Andra begängelsemetoder än kremering;Hovrätten//NN|UTR|SIN|DEF|NOM//nsubj//5 för//PP//case//3 Västra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 Sverige//PM|NOM//nmod//0  //_SP////3 anser//VB|PRS|AKT//ROOT//5 att//SN//mark//11 regeringsprövningen//NN|UTR|SIN|DEF|NOM//nsubj//11 är//VB|PRS|AKT//cop//11 den//DT|UTR|SIN|DEF//det//11 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 prövningen//NN|UTR|SIN|DEF|NOM//obj//5 .//MAD//punct//5
10. Andra begängelsemetoder än kremering;Avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//5 för//PP//case//15 länsstyrelsen//NN|UTR|SIN|DEF|NOM//nmod//13 vid//PP//case//17 prövningen//NN|UTR|SIN|DEF|NOM//nmod//15 enligt//PP//case//19 miljöbalken//NN|UTR|SIN|DEF|NOM//nmod//17 är//VB|PRS|AKT//cop//13 att//SN//mark//25 en//DT|UTR|SIN|IND//det//23 anläggning//NN|UTR|SIN|IND|NOM//nsubj:pass//25 kan//VB|PRS|AKT//aux//25 godkännas//VB|INF|SFO//ccomp//20 först//AB//advmod//25 när//HA//mark//29 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//29 står//VB|PRS|AKT//advcl//40 klart//AB|POS//advmod//29 att//SN//mark//40 metoden//NN|UTR|SIN|DEF|NOM//nsubj:pass//40 som//KN//nsubj:pass//36 sådan//JJ|POS|UTR|SIN|IND|NOM//nsubj:pass//36 får//VB|PRS|AKT//aux//36 användas//VB|INF|SFO//acl:relcl//32 .//MAD//punct//32
10. Andra begängelsemetoder än kremering;Enligt//PP//case//39 hovrätten//NN|UTR|SIN|DEF|NOM//obl//40 saknas//VB|PRS|SFO//conj//5 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//40 antagligen//AB//advmod//43 skäl//NN|NEU|PLU|IND|NOM//nsubj:pass//40 att//IE//mark//45 uppföra//VB|INF|AKT//acl//43 en//DT|UTR|SIN|IND//det//47 begängelseanläggning//NN|UTR|SIN|IND|NOM//obj//45 före//PP//case//49 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//45 att//SN//mark//51 tillstånd//NN|NEU|SIN|IND|NOM//advcl//40 för//PP//case//53 metoden//NN|UTR|SIN|DEF|NOM//nmod//51 har//VB|PRS|AKT//aux//55 getts//VB|SUP|SFO//conj//40 .//MAD//punct//5
10. Andra begängelsemetoder än kremering;Hovrätten//NN|UTR|SIN|DEF|NOM//nsubj//58 anser//VB|PRS|AKT//parataxis//5 därför//AB//mark//65 att//SN//fixed//59 en//DT|UTR|SIN|IND//det//62 miljöprövning//NN|UTR|SIN|IND|NOM//nsubj:pass//65 bör//VB|PRS|AKT//aux//65 kunna//VB|INF|AKT//aux//65 inledas//VB|INF|SFO//advcl//58 först//AB//advmod//65 när//HA//case//68 metoden//NN|UTR|SIN|DEF|NOM//obl//65 som//KN//nsubj//72 sådan//JJ|POS|UTR|SIN|IND|NOM//nsubj//72 är//VB|PRS|AKT//cop//72 godkänd//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//68 .//MAD//punct//5
10. Andra begängelsemetoder än kremering;Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//6 i//PP//case//3 Stockholms//PM|GEN//nmod:poss//3 län//NN|NEU|SIN|IND|NOM//nmod//0  //_SP////3 har//VB|PRS|AKT//aux//6 avstått//VB|SUP|AKT//ROOT//6 från//PP//mark//9 att//IE//mark//9 yttra//VB|INF|AKT//advcl//6 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//9 i//PP//case//12 frågan//NN|UTR|SIN|DEF|NOM//obl//9 .//MAD//punct//6
10. Andra begängelsemetoder än kremering;Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//6 i//PP//case//3 Gotlands//PM|GEN//nmod:poss//3 län//NN|NEU|SIN|IND|NOM//nmod//0  //_SP////3 har//VB|PRS|AKT//aux//6 avstått//VB|SUP|AKT//ROOT//6 från//PP//mark//9 att//IE//mark//9 yttra//VB|INF|AKT//advcl//6 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//9 i//PP//case//12 frågan//NN|UTR|SIN|DEF|NOM//obl//9 .//MAD//punct//6
10. Andra begängelsemetoder än kremering;Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//6 i//PP//case//2 Skåne//PM|NOM//nmod//0 län//NN|NEU|SIN|IND|NOM//nmod//0  //_SP////3 har//VB|PRS|AKT//aux//6 avstått//VB|SUP|AKT//ROOT//6 från//PP//mark//9 att//IE//mark//9 yttra//VB|INF|AKT//advcl//6 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//9 i//PP//case//12 frågan//NN|UTR|SIN|DEF|NOM//obl//9 .//MAD//punct//6
