5 EG-rätten ;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//12 ://MID//punct//1
6.7 Problemområden / Internetspel som anordnas i utlandet;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//32 är//VB|PRS|AKT//cop//32 inte//AB//advmod//32 givet//PC|PRF|NEU|SIN|IND|NOM//parataxis//3 vilka//HD|UTR/NEU|PLU|IND//det//34 kriterier//NN|NEU|PLU|IND|NOM//dislocated//38 som//HP|-|-|-//nsubj//38 bör//VB|PRS|AKT//aux//38 vara//VB|INF|AKT//cop//38 avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//32 vid//PP//case//42 en//DT|UTR|SIN|IND//det//42 eventuell//JJ|POS|UTR|SIN|IND|NOM//amod//42 reglering//NN|UTR|SIN|IND|NOM//obl//38 av//PP//case//44 frågan//NN|UTR|SIN|DEF|NOM//nmod//42 .//MAD//punct//32

6.8 Överväganden och förslag;Den//DT|UTR|SIN|DEF//det//2 föregående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 redogörelsen//NN|UTR|SIN|DEF|NOM//nsubj//4 har//VB|PRS|AKT//aux//4 visat//VB|SUP|AKT//ROOT//4 att//SN//mark//7 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//7 finns//VB|PRS|SFO//ccomp//4 ett//DT|NEU|SIN|IND//det//9 flertal//NN|NEU|SIN|IND|NOM//nmod//11 svårlösta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 problem//NN|NEU|PLU|IND|NOM//nsubj//7 när//HA//case//15 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//12 gäller//VB|PRS|AKT//fixed//12 lagreglering//NN|UTR|SIN|IND|NOM//obl//7 av//PP//case//19 den//DT|UTR|SIN|DEF//det//19 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 tekniken//NN|UTR|SIN|DEF|NOM//nmod//15 .//MAD//punct//4
6.8 Överväganden och förslag;Ett//DT|NEU|SIN|IND//det//23 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 problem//NN|NEU|SIN|IND|NOM//nsubj//53 är//VB|PRS|AKT//cop//23 att//SN//mark//27 denna//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//27 medför//VB|PRS|AKT//csubj//23 att//SN//mark//30 nationsgränser//NN|UTR|PLU|IND|NOM//nsubj:pass//30 suddas//VB|PRS|SFO//ccomp//27 ut//PL//compound:prt//30 ,//MID//punct//34 vilket//HP|NEU|SIN|IND//nsubj//34 rubbar//VB|PRS|AKT//conj//27 det//DT|NEU|SIN|DEF//det//37 juridiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 systemet//NN|NEU|SIN|DEF|NOM//obj//34 i//PP//case//40 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//40 grundvalar//NN|UTR|PLU|IND|NOM//obl//34 .//MAD//punct//23
6.8 Överväganden och förslag;"Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//49 är//VB|PRS|AKT//cop//49 visserligen//AB//advmod//49 inte//AB//advmod//49 något//DT|NEU|SIN|IND//det//49 helt//AB|POS//advmod//48 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//49 problem//NN|NEU|SIN|IND|NOM//conj//23 ;//MID//punct//49"
6.8 Överväganden och förslag;motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//52 problem//NN|NEU|SIN|IND|NOM//nsubj//53 finns//VB|PRS|SFO//parataxis//4 sedan//PP//advmod//53 länge//AB|POS//advmod//53 bl.a.//AB|AN//advmod//53 i//PP//case//60 samband//NN|NEU|SIN|IND|NOM//fixed//57 med//PP//case//60 radio//NN|UTR|SIN|IND|NOM//obl//53 och//KN//cc//62 TV//NN|UTR|SIN|IND|NOM//conj//60 .//MAD//punct//4
6.8 Överväganden och förslag;Skillnaden//NN|UTR|SIN|DEF|NOM//nsubj//65 är//VB|PRS|AKT//parataxis//4 att//SN//mark//72 utvecklingen//NN|UTR|SIN|DEF|NOM//nsubj//72 med//PP//case//71 framför//PP//fixed//68 allt//PN|NEU|SIN|IND|SUB/OBJ//fixed//69 Internet//NN|NEU|SIN|DEF|NOM//nmod//67 medfört//VB|SUP|AKT//ccomp//65 att//SN//mark//81 antalet//NN|NEU|SIN|DEF|NOM//nsubj//80 aktörer//NN|UTR|PLU|IND|NOM//nmod//74 som//HP|-|-|-//nsubj//77 verkar//VB|PRS|AKT//acl:relcl//75 över//PL//case//79 gränserna//NN|UTR|PLU|DEF|NOM//obl//77 växt//VB|SUP|AKT//amod//81 explosionsartat//VB|SUP|AKT//ccomp//72 till//PP//mark//84 att//IE//mark//84 omfatta//VB|INF|AKT//advcl//72 inte//AB//advmod//84 bara//AB//advmod//84 ett//DT|NEU|SIN|IND//det//88 fåtal//NN|NEU|SIN|IND|NOM//nmod//90 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//90 radio-//NN|UTR|-|-|SMS//obj//84 och//KN//cc//92 TV-företag//NN|NEU|PLU|IND|NOM//conj//90 utan//KN//cc//98 också//AB//advmod//98 de//DT|UTR/NEU|PLU|DEF//det//98 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//98 moderna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//98 företag//NN|NEU|PLU|IND|NOM//conj//90 och//KN//cc//102 en//DT|UTR|SIN|IND//det//102 stor//JJ|POS|UTR|SIN|IND|NOM//amod//102 del//NN|UTR|SIN|IND|NOM//conj//90 av//PP//case//105 jordens//NN|UTR|SIN|DEF|GEN//nmod:poss//105 befolkning//NN|UTR|SIN|IND|NOM//nmod//102 .//MAD//punct//65
6.8 Överväganden och förslag;Härigenom//AB//advmod//110 har//VB|PRS|AKT//aux//110 problemen//NN|NEU|PLU|DEF|NOM//nsubj:pass//110 accentuerats//VB|SUP|SFO//conj//4 och//KN//cc//112 blivit//VB|SUP|AKT//conj//110 betydligt//AB//advmod//114 mer//AB|KOM//amod//115 svårlösta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//112 än//KN//mark//117 tidigare//AB|KOM//acl//115 .//MAD//punct//4
6.8 Överväganden och förslag;Den//DT|UTR|SIN|DEF//det//121 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//121 tekniken//NN|UTR|SIN|DEF|NOM//nsubj//124 kan//VB|PRS|AKT//aux//124 också//AB//advmod//124 rubba//VB|INF|AKT//parataxis//4 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//124 för//PP//case//127 tillämpning//NN|UTR|SIN|IND|NOM//obl//124 av//PP//case//131 den//DT|UTR|SIN|DEF//det//131 befintliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//131 lagstiftningen//NN|UTR|SIN|DEF|NOM//nmod//127 på//PP//case//135 rent//AB|POS//advmod//134 interna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//135 företeelser//NN|UTR|PLU|IND|NOM//nmod//127 .//MAD//punct//4
6.8 Överväganden och förslag;Lagstiftningen//NN|UTR|SIN|DEF|NOM//nsubj//143 på//PP//case//139 spelområdet//NN|NEU|SIN|DEF|NOM//nmod//137 är//VB|PRS|AKT//cop//143 därvid//AB//advmod//143 inget//DT|NEU|SIN|IND//det//143 undantag//NN|NEU|SIN|IND|NOM//parataxis//4 .//MAD//punct//143
6.8 Överväganden och förslag;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//147 är//VB|PRS|AKT//cop//147 lämpligt//JJ|POS|NEU|SIN|IND|NOM//conj//4 att//IE//mark//151 här//AB//advmod//151 först//AB//advmod//151 ta//VB|INF|AKT//csubj//147 upp//PL//compound:prt//151 sistnämnda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//154 fråga//NN|UTR|SIN|IND|NOM//obj//151 .//MAD//punct//147
6.8 Överväganden och förslag;Frågan//NN|UTR|SIN|DEF|NOM//nsubj//157 gäller//VB|PRS|AKT//parataxis//147 närmare//AB|KOM//advmod//159 bestämt//PC|PRF|NEU|SIN|IND|NOM//xcomp//157 i//PP//case//164 vad//HP|NEU|SIN|IND//fixed//160 mån//NN|UTR|SIN|IND|NOM//fixed//160 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//164 regler//NN|UTR|PLU|IND|NOM//obl//157 i//PP//case//166 lotterilagen//NN|UTR|SIN|DEF|NOM//nmod//164 är//VB|PRS|AKT//cop//168 tillämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//157 på//PP//advmod//168 spel//NN|NEU|SIN|IND|NOM//fixed//169 över//PP//case//172 Internet//NN|NEU|SIN|DEF|NOM//obl//168 m.m.//AB|AN//conj//172 och//KN//cc//178 om//SN//mark//178 en//DT|UTR|SIN|IND//det//177 särreglering//NN|UTR|SIN|IND|NOM//nsubj:pass//178 behövs//VB|PRS|SFO//conj//157 .//MAD//punct//147
6.8 Överväganden och förslag;Den//DT|UTR|SIN|DEF//det//1 fråga//NN|UTR|SIN|IND|NOM//nsubj//22 som//HP|-|-|-//nsubj:pass//5 först//AB//advmod//5 måste//VB|PRS|AKT//aux//5 besvaras//VB|INF|SFO//acl:relcl//1 är//VB|PRS|AKT//cop//22 om//SN//case//10 en//DT|UTR|SIN|IND//det//10 viss//JJ|POS|UTR|SIN|IND|NOM//amod//10 typ//NN|UTR|SIN|IND|NOM//obl//22 av//PP//case//12 verksamhet//NN|UTR|SIN|IND|NOM//nmod//10 som//HP|-|-|-//nsubj//16 är//VB|PRS|AKT//cop//16 att//IE//mark//16 betrakta//VB|INF|AKT//acl:relcl//10 som//KN//case//18 lotteri//NN|NEU|SIN|IND|NOM//obl//16 enligt//PP//case//20 lotterilagen//NN|UTR|SIN|DEF|NOM//obl//16 kan//VB|PRS|AKT//aux//22 förlora//VB|INF|AKT//ROOT//22 sin//PS|UTR|SIN|DEF//nmod:poss//24 karaktär//NN|UTR|SIN|IND|NOM//obj//22 av//PP//case//26 lotteri//NN|NEU|SIN|IND|NOM//nmod//24 genom//PP//mark//30 att//SN//mark//30 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//30 anordnas//VB|PRS|SFO//advcl//22 via//PP//case//32 Internet//NN|NEU|SIN|DEF|NOM//obl//30 eller//KN//cc//34 TV//NN|UTR|SIN|IND|NOM//conj//32 .//MAD//punct//22
6.8 Överväganden och förslag;Enligt//PP//case//39 den//DT|UTR|SIN|DEF//det//39 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//39 definitionen//NN|UTR|SIN|DEF|NOM//obl//45 i//PP//case//42 3//RG|NOM//nummod//42 §//NN|AN//nmod//39 första//RO|NOM//amod//44 stycket//NN|NEU|SIN|DEF|NOM//nmod//42 avses//VB|PRS|SFO//parataxis//22 med//PP//case//47 lotteri//NN|NEU|SIN|IND|NOM//obl//45 en//DT|UTR|SIN|IND//det//49 verksamhet//NN|UTR|SIN|IND|NOM//obl//45 där//HA//advmod//54 en//RG|UTR|SIN|IND|NOM//det//54 eller//KN//cc//53 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//conj//51 deltagare//NN|UTR|PLU|IND|NOM//appos//49 ,//MID//punct//54 med//PP//case//59 eller//KN//cc//59 utan//PP//case//59 insats//NN|UTR|SIN|IND|NOM//nmod//54 ,//MID//punct//22 kan//VB|PRS|AKT//aux//62 få//VB|INF|AKT//conj//22 en//DT|UTR|SIN|IND//det//64 vinst//NN|UTR|SIN|IND|NOM//obj//62 till//PP//case//68 ett//DT|NEU|SIN|IND//det//68 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//68 värde//NN|NEU|SIN|IND|NOM//nmod//64 än//KN//mark//70 vad//HP|NEU|SIN|IND//obj//79 var//PN|UTR|SIN|IND|SUB/OBJ//nsubj//79 och//KN//fixed//71 en//PN|UTR|SIN|IND|SUB/OBJ//fixed//71 av//PP//case//77 de//DT|UTR/NEU|PLU|DEF//det//77 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//77 deltagarna//NN|UTR|PLU|DEF|NOM//nmod//73 kan//VB|PRS|AKT//aux//79 få//VB|INF|AKT//acl:relcl//64 .//MAD//punct//22
6.8 Överväganden och förslag;Den//DT|UTR|SIN|DEF//det//82 omständigheten//NN|UTR|SIN|DEF|NOM//nsubj//93 att//SN//mark//85 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//85 bedrivs//VB|PRS|SFO//acl:relcl//82 på//PP//case//87 Internet//NN|NEU|SIN|DEF|NOM//obl//85 eller//KN//cc//90 via//PP//case//90 TV//NN|UTR|SIN|IND|NOM//conj//87 torde//VB|PRT|AKT//aux//93 inte//AB//advmod//93 påverka//VB|INF|AKT//parataxis//22 bedömningen//NN|UTR|SIN|DEF|NOM//obj//93 av//PP//mark//98 om//SN//mark//98 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj//98 utgör//VB|PRS|AKT//acl//94 ett//DT|NEU|SIN|IND//det//100 lotteri//NN|NEU|SIN|IND|NOM//obj//98 .//MAD//punct//22
6.8 Överväganden och förslag;Användningen//NN|UTR|SIN|DEF|NOM//nsubj//109 av//PP//case//105 ny//JJ|POS|UTR|SIN|IND|NOM//amod//105 teknik//NN|UTR|SIN|IND|NOM//nmod//102 synes//VB|PRS|SFO//amod//102 alltså//AB//advmod//109 inte//AB//advmod//109 medföra//VB|INF|AKT//parataxis//22 att//SN//mark//116 en//DT|UTR|SIN|IND//det//113 viss//JJ|POS|UTR|SIN|IND|NOM//amod//113 typ//NN|UTR|SIN|IND|NOM//nsubj//116 av//PP//case//115 spelverksamhet//NN|UTR|SIN|IND|NOM//nmod//113 förlorar//VB|PRS|AKT//ccomp//109 karaktären//NN|UTR|SIN|DEF|NOM//obj//116 av//PP//case//119 lotteri//NN|NEU|SIN|IND|NOM//nmod//117 .//MAD//punct//109
6.8 Överväganden och förslag;Däremot//AB//advmod//126 kan//VB|PRS|AKT//aux//126 den//DT|UTR|SIN|DEF//det//125 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//125 tekniken//NN|UTR|SIN|DEF|NOM//nsubj//126 få//VB|INF|AKT//conj//22 betydelse//NN|UTR|SIN|IND|NOM//obj//126 för//PP//mark//131 hur//HA//advmod//131 spelen//NN|NEU|PLU|DEF|NOM//nsubj:pass//131 kategoriseras//VB|PRS|SFO//advcl//126 och//KN//cc//136 följaktligen//AB//advmod//136 för//PP//case//136 vilka//HD|UTR/NEU|PLU|IND//det//136 lagrum//NN|NEU|PLU|IND|NOM//conj//126 som//HP|-|-|-//nsubj//138 blir//VB|PRS|AKT//acl:relcl//136 tillämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//138 .//MAD//punct//22
6.8 Överväganden och förslag;"Definitionsmässigt//AB|POS//advmod//149 skulle//VB|PRT|AKT//aux//149 t.ex.//AB|AN//advmod//149 vadhållning//NN|UTR|SIN|IND|NOM//nsubj:pass//149 i//PP//case//147 lotterilagens//NN|UTR|SIN|DEF|GEN//nmod:poss//147 mening//NN|UTR|SIN|IND|NOM//nmod//144 kunna//VB|INF|AKT//aux//149 bedrivas//VB|INF|SFO//parataxis//22 via//PP//case//151 Internet//NN|NEU|SIN|DEF|NOM//obl//149 eller//KN//cc//153 TV//NN|UTR|SIN|IND|NOM//conj//151 ;//MID//punct//22"
6.8 Överväganden och förslag;detsamma//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//156 gäller//VB|PRS|AKT//parataxis//22 lottning//NN|UTR|SIN|IND|NOM//obj//156 och//KN//cc//159 gissning//NN|UTR|SIN|IND|NOM//conj//157 (//PAD//punct//156 3//RG|NOM//nummod//162 §//NN|AN//nmod//164 första//RO|NOM//amod//164 stycket//NN|NEU|SIN|DEF|NOM//appos//156 1//RG|NOM//nummod//166 lotterilagen//NN|UTR|SIN|DEF|NOM//appos//164 )//PAD//punct//164 .//MAD//punct//22
6.8 Överväganden och förslag;Vad//HP|NEU|SIN|IND//nsubj//170 gäller//VB|PRS|AKT//conj//22 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//172 lotterier//NN|NEU|PLU|IND|NOM//nsubj//170 enligt//PP//case//175 3//RG|NOM//nummod//175 §//NN|AN//nmod//172 första//RO|NOM//amod//177 stycket//NN|NEU|SIN|DEF|NOM//nmod//175 2//RG|NOM//nummod//177 och//KN//cc//178 3//RG|NOM//nummod//178 blir//VB|PRS|AKT//conj//22 bedömningen//NN|UTR|SIN|DEF|NOM//nsubj//181 svårare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//181 .//MAD//punct//22
6.8 Överväganden och förslag;Med//PP//case//186 marknads-//NN|UTR|-|-|SMS//obl//192 och//KN//cc//188 tivolinöjen//NN|UTR|SIN|DEF|NOM//conj//186 i//PP//case//191 lotterilagens//NN|UTR|SIN|DEF|GEN//nmod:poss//191 mening//NN|UTR|SIN|IND|NOM//nmod//186 avses//VB|PRS|SFO//conj//22 traditionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//194 nöjen//NN|NEU|PLU|IND|NOM//nsubj:pass//192 såsom//KN//mark//196 bollkastning//NN|UTR|SIN|IND|NOM//xcomp//192 ,//MID//punct//198 skjutbana//NN|UTR|SIN|IND|NOM//conj//196 och//KN//cc//200 pilkastning//NN|UTR|SIN|IND|NOM//conj//196 .//MID//punct//22
6.8 Överväganden och förslag;Dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj:pass//209 torde//VB|PRT|AKT//aux//209 enligt//PP//case//206 vedertagen//JJ|POS|UTR|SIN|IND|NOM//amod//206 terminologi//NN|UTR|SIN|IND|NOM//obl//209 inte//AB//advmod//209 kunna//VB|INF|AKT//aux//209 anordnas//VB|INF|SFO//parataxis//22 ”//NN|UTR|SIN|IND|NOM//punct//209 på//PP//case//212 distans//NN|UTR|SIN|IND|NOM//obl//209 ”//RG|NOM//punct//209 .//MAD//punct//22
6.8 Överväganden och förslag;Skulle//VB|PRT|AKT//aux//220 denna//DT|UTR|SIN|DEF//det//217 typ//NN|UTR|SIN|IND|NOM//nsubj:pass//220 av//PP//case//219 nöjen//NN|NEU|PLU|IND|NOM//nmod//217 presenteras//VB|PRS|SFO//conj//22 t.ex.//AB|AN//advmod//220 via//PP//case//223 Internet//NN|NEU|SIN|DEF|NOM//obl//220 torde//VB|PRT|AKT//aux//227 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//227 följaktligen//AB//advmod//227 förlora//VB|INF|AKT//conj//22 karaktären//NN|UTR|SIN|DEF|NOM//obj//227 av//PP//case//230 marknads-//NN|UTR|-|-|SMS//nmod//228 och//KN//cc//232 tivolinöje//NN|UTR|PLU|IND|NOM//conj//230 .//MAD//punct//22
6.8 Överväganden och förslag;I//PP//advmod//22 så//AB//fixed//234 fall//NN|NEU|SIN|IND|NOM//fixed//234 är//VB|PRS|AKT//cop//240 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//240 inte//AB//advmod//240 säkert//JJ|POS|NEU|SIN|IND|NOM//conj//22 att//SN//mark//247 samtliga//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj:pass//247 av//PP//case//244 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//242 kommer//VB|PRS|AKT//aux//247 att//IE//mark//247 omfattas//VB|INF|SFO//csubj//240 av//PP//case//249 lotterilagen//NN|UTR|SIN|DEF|NOM//obl//247 ,//MID//punct//254 eftersom//SN//mark//254 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//254 kan//VB|PRS|AKT//aux//254 hävdas//VB|INF|SFO//advcl//247 att//SN//mark//262 skickligheten//NN|UTR|SIN|DEF|NOM//nsubj//262 i//PP//case//260 en//DT|UTR|SIN|IND//det//259 del//NN|UTR|SIN|IND|NOM//nmod//260 fall//NN|NEU|PLU|IND|NOM//nmod//256 är//VB|PRS|AKT//cop//262 avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//254 för//PP//case//264 utgången//NN|UTR|SIN|DEF|NOM//obl//262 .//MAD//punct//22
6.8 Överväganden och förslag;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//271 är//VB|PRS|AKT//cop//271 ju//AB//advmod//267 av//PP//case//271 den//DT|UTR|SIN|DEF//det//271 anledningen//NN|UTR|SIN|DEF|NOM//parataxis//22 som//KN//nsubj:pass//276 marknads-//NN|UTR|-|-|SMS//nsubj:pass//276 och//KN//cc//275 tivolinöjen//NN|UTR|SIN|DEF|NOM//conj//273 räknas//VB|PRS|SFO//acl:relcl//271 upp//PL//compound:prt//276 särskilt//AB//advmod//276 i//PP//case//280 lagen//NN|UTR|SIN|DEF|NOM//obl//276 .//MAD//punct//22
6.8 Överväganden och förslag;"När//HA//case//3 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//0 gäller//VB|PRS|AKT//fixed//0 bingospel//NN|NEU|SIN|IND|NOM//obl//4 synes//VB|PRS|SFO//ROOT//4 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//4 ,//MID//punct//4 med//PP//case//9 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//9 definition//NN|UTR|SIN|IND|NOM//obl//4 av//PP//case//11 bingospel//NN|NEU|SIN|IND|NOM//nmod//9 i//PP//case//15 5//RG|NOM//nummod//14 §//NN|AN//nmod//15 lotterilagen//NN|UTR|SIN|DEF|NOM//nmod//11 ,//MID//punct//17 stå//VB|INF|AKT//conj//4 klart//AB//xcomp//17 att//SN//mark//24 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//21 spel//NN|NEU|SIN|IND|NOM//nsubj:pass//24 inte//AB//advmod//24 kan//VB|PRS|AKT//aux//24 anordnas//VB|INF|SFO//ccomp//17 på//PP//case//26 distans//NN|UTR|SIN|IND|NOM//obl//24 ;//MID//punct//4"
6.8 Överväganden och förslag;bingospelet//NN|NEU|SIN|DEF|NOM//nsubj//29 förutsätter//VB|PRS|AKT//parataxis//4 att//SN//mark//34 ”//PAD//punct//34 deltagaren//NN|UTR|SIN|DEF|NOM//nsubj//34 är//VB|PRS|AKT//cop//34 närvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//29 på//PP//case//36 spelplatsen//NN|UTR|SIN|DEF|NOM//obl//34 och//KN//cc//39 där//AB//advmod//39 köper//VB|PRS|AKT//conj//34 en//DT|UTR|SIN|IND//det//41 bingobricka//NN|UTR|SIN|IND|NOM//obj//39 ”//RG|NOM//punct//4 (//PAD//punct//4 5//RG|NOM//nummod//45 §//NN|AN//nmod//46 1//RG|NOM//obl//4 )//PAD//punct//4 .//MAD//punct//4
6.8 Överväganden och förslag;Ordalagen//NN|UTR|SIN|DEF|NOM//nsubj//50 ger//VB|PRS|AKT//parataxis//4 intryck//NN|NEU|SIN|IND|NOM//obj//50 av//PP//mark//60 att//SN//mark//60 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//60 för//PP//case//57 ett//DT|NEU|SIN|IND//det//57 bingospel//NN|NEU|SIN|IND|NOM//obl//60 bara//AB//advmod//60 kan//VB|PRS|AKT//aux//60 finnas//VB|INF|SFO//ccomp//50 en//DT|UTR|SIN|IND//det//63 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//63 spelplats//NN|UTR|SIN|IND|NOM//obj//60 .//MAD//punct//50
6.8 Överväganden och förslag;I//PP//case//67 23//RG|NOM//nummod//67 §//NN|AN//obl//68 föreskrivs//VB|PRS|SFO//conj//50 emellertid//AB//advmod//68 att//SN//mark//87 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//87 i//PP//case//74 18//RG|NOM//nummod//74 §//NN|AN//nmod//71 ,//MID//punct//74 som//HP|-|-|-//nsubj//77 reglerar//VB|PRS|AKT//acl:relcl//74 anordnande//NN|NEU|SIN|IND|NOM//obj//77 av//PP//case//81 egentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//81 lotterier//NN|NEU|PLU|IND|NOM//nmod//78 i//PP//case//83 radio//NN|UTR|SIN|IND|NOM//nmod//81 eller//KN//cc//85 television//NN|UTR|SIN|IND|NOM//conj//83 ,//MID//punct//71 gäller//VB|PRS|AKT//ccomp//68 också//AB//advmod//87 för//PP//case//90 bingospel//NN|NEU|SIN|IND|NOM//obl//87 .//MAD//punct//50
6.8 Överväganden och förslag;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//93 betyder//VB|PRS|AKT//conj//4 att//SN//mark//99 lagstiftaren//NN|UTR|SIN|DEF|NOM//nsubj//99 trots//PP//case//97 allt//PN|NEU|SIN|IND|SUB/OBJ//obl//99 torde//VB|PRT|AKT//aux//99 ha//VB|INF|AKT//ccomp//93 förutsatt//VB|SUP|AKT//compound:prt//99 att//SN//mark//104 bingospel//NN|NEU|PLU|IND|NOM//nsubj//104 kan//VB|PRS|AKT//aux//104 ske//VB|INF|AKT//ccomp//99 på//PP//case//106 distans//NN|UTR|SIN|IND|NOM//obl//104 via//PP//case//108 radio//NN|UTR|SIN|IND|NOM//obl//104 och//KN//cc//110 TV//NN|UTR|SIN|IND|NOM//conj//108 och//KN//cc//120 då//AB//mark//120 tydligen//AB//advmod//120 också//AB//advmod//120 på//PP//case//120 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//advmod//118 än//KN//fixed//116 en//RG|UTR|SIN|IND|NOM//det//120 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//120 spelplats//NN|UTR|SIN|IND|NOM//conj//104 .//MAD//punct//93
6.8 Överväganden och förslag;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//126 bör//VB|PRS|AKT//aux//126 i//PP//case//125 sammanhanget//NN|NEU|SIN|DEF|NOM//obl//126 påpekas//VB|PRS|SFO//advcl//4 att//SN//mark//130 Lotteriinspektionen//NN|UTR|SIN|DEF|NOM//nsubj//130 numera//AB//advmod//130 tillåter//VB|PRS|AKT//advcl//126 s.k.//AB|AN//amod//132 storbingo//NN|UTR|SIN|IND|NOM//obj//130 ,//MID//punct//130 dvs.//AB|AN//advmod//135 bingospel//NN|NEU|SIN|IND|NOM//appos//130 med//PP//case//137 sammankoppling//NN|UTR|SIN|IND|NOM//nmod//135 av//PP//case//139 bingohallar//NN|UTR|PLU|IND|NOM//nmod//137 .//MAD//punct//126
