16.1 Uppdraget;Enligt//PP//case//1 direktiven//NN|NEU|PLU|DEF|NOM//obl//6 till//PP//case//3 Trafikförsäkringsutredningen//NN|UTR|SIN|DEF|NOM//nmod//1 ska//VB|PRS|AKT//aux//6 utredaren//NN|UTR|SIN|DEF|NOM//nsubj//6 belysa//VB|INF|AKT//ROOT//6 situationen//NN|UTR|SIN|DEF|NOM//obj//6 särskilt//AB//advmod//6 för//PP//case//11 oförsäkrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//11 fordonsägare//NN|UTR|PLU|IND|NOM//obl//6 samt//KN//cc//13 föreslå//VB|INF|AKT//conj//6 de//DT|UTR/NEU|PLU|DEF//det//15 ändringar//NN|UTR|PLU|IND|NOM//obj//13 som//HP|-|-|-//nsubj:pass//17 anses//VB|PRS|SFO//acl:relcl//15 nödvändiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//17 för//PP//mark//26 att//SN//mark//26 antalet//NN|NEU|SIN|DEF|NOM//det//23 oförsäkrade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 fordonsägare//NN|UTR|PLU|IND|NOM//nsubj//26 inte//AB//advmod//26 ska//VB|PRS|AKT//aux//26 öka//VB|INF|AKT//advcl//17 .//MAD//punct//6
19.4.1 Försäkringsersättningarnas avveckling;Dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj:pass//79 avvecklas//VB|PRS|SFO//parataxis//1 helt//AB|POS//advmod//79 de//DT|UTR/NEU|PLU|DEF//nsubj//79 närmast//AB|SUV//advmod//79 påföljande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//84 åren//NN|NEU|PLU|DEF|NOM//obl//79 .//MAD//punct//1

19.4.2 De administrativa kostnadernas avveckling;Förutsättningarna//NN|UTR|PLU|DEF|NOM//nsubj//2 är//VB|PRS|AKT//cop//2 desamma//PN|UTR/NEU|PLU|DEF|SUB/OBJ//ROOT//2 som//KN//case//5 för//PP//case//5 ersättningarna//NN|UTR|PLU|DEF|NOM//obl//2 ,//MID//punct//2 och//KN//cc//8 bygger//VB|PRS|AKT//conj//2 på//PP//case//10 ersättningarna//NN|UTR|PLU|DEF|NOM//obl//8 ,//MID//punct//14 endast//AB//advmod//14 med//PP//case//14 skillnaden//NN|UTR|SIN|DEF|NOM//obl//8 att//SN//mark//19 priserna//NN|NEU|PLU|DEF|NOM//nsubj:pass//19 för//PP//case//18 administrationen//NN|UTR|SIN|DEF|NOM//nmod//16 antas//VB|PRS|SFO//acl//14 öka//VB|INF|AKT//xcomp//19 med//PP//case//23 2//RG|NOM//nummod//23 procent//NN|UTR|PLU|IND|NOM//obl//20 per//PP//case//25 år//NN|NEU|SIN|IND|NOM//nmod//23 .//MAD//punct//2
19.4.2 De administrativa kostnadernas avveckling;I//PP//case//29 denna//DT|UTR|SIN|DEF//det//29 ökning//NN|UTR|SIN|IND|NOM//obl//30 finns//VB|PRS|SFO//parataxis//2 såväl//KN//amod//32 prisökning//NN|UTR|SIN|IND|NOM//nsubj//30 som//KN//mark//35 ett//DT|NEU|SIN|IND//det//35 antagande//NN|NEU|SIN|IND|NOM//xcomp//30 om//PP//case//39 en//DT|UTR|SIN|IND//det//39 kontinuerlig//JJ|POS|UTR|SIN|IND|NOM//amod//39 effektivitetshöjning//NN|UTR|SIN|IND|NOM//nmod//35 av//PP//case//41 administrationen//NN|UTR|SIN|DEF|NOM//nmod//39 .//MAD//punct//30
19.4.2 De administrativa kostnadernas avveckling;Av//PP//case//2 naturliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 skäl//NN|NEU|PLU|IND|NOM//obl//5 kan//VB|PRS|AKT//aux//5 man//PN|UTR|SIN|IND|SUB//nsubj//5 förvänta//VB|INF|AKT//ROOT//5 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//5 en//DT|UTR|SIN|IND//det//9 stor//JJ|POS|UTR|SIN|IND|NOM//amod//9 följsamhet//NN|UTR|SIN|IND|NOM//obj//5 mellan//PP//case//12 antalet//NN|NEU|SIN|DEF|NOM//nmod//12 ersättningsärenden//NN|NEU|PLU|IND|NOM//nmod//9 och//KN//cc//16 de//DT|UTR/NEU|PLU|DEF//det//16 administrativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 kostnaderna//NN|UTR|PLU|DEF|NOM//conj//12 .//MAD//punct//5
19.4.2 De administrativa kostnadernas avveckling;Utifrån//PP//case//20 teoretiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 utgångspunkter//NN|UTR|PLU|IND|NOM//obl//21 finns//VB|PRS|SFO//parataxis//5 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//21 dock//AB//advmod//21 inget//PN|NEU|SIN|IND|SUB/OBJ//nsubj//21 som//HP|-|-|-//nsubj//26 säger//VB|PRS|AKT//acl:relcl//24 att//SN//mark//31 sambandet//NN|NEU|SIN|DEF|NOM//nsubj//31 ska//VB|PRS|AKT//aux//31 var//VB|PRT|AKT//cop//31 linjärt//JJ|POS|NEU|SIN|IND|NOM//ccomp//26 .//MAD//punct//5
19.4.2 De administrativa kostnadernas avveckling;Det//DT|NEU|SIN|DEF//det//34 troliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//parataxis//5 är//VB|PRS|AKT//cop//34 att//SN//mark//41 de//DT|UTR/NEU|PLU|DEF//det//39 administrativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//41 snarast//AB|SUV//advmod//41 följer//VB|PRS|AKT//csubj//34 ett//DT|NEU|SIN|IND//det//43 trappstegsmönster//NN|NEU|SIN|IND|NOM//obj//41 som//KN//case//46 ett//DT|NEU|SIN|IND//det//46 resultat//NN|NEU|SIN|IND|NOM//nmod//43 av//PP//mark//50 att//SN//mark//50 kapaciteten//NN|UTR|SIN|DEF|NOM//nsubj:pass//50 anpassas//VB|PRS|SFO//acl//46 stegvis//AB//advmod//50 .//MAD//punct//34
19.4.2 De administrativa kostnadernas avveckling;Vid//PP//case//54 beräkningar//NN|UTR|PLU|IND|NOM//obl//34 ,//MID//punct//54 som//KN//case//58 en//DT|UTR|SIN|IND//det//58 följd//NN|UTR|SIN|IND|NOM//acl:relcl//54 av//PP//case//60 datatillgången//NN|UTR|SIN|DEF|NOM//nmod//58 ,//MID//punct//65 har//VB|PRS|AKT//aux//65 vi//PN|UTR|PLU|DEF|SUB//nsubj//65 dock//AB//advmod//65 utgått//VB|SUP|AKT//conj//5 ifrån//PP//compound:prt//65 att//SN//mark//71 ett//DT|NEU|SIN|IND//det//70 linjärt//JJ|POS|NEU|SIN|IND|NOM//amod//70 samband//NN|NEU|SIN|IND|NOM//nsubj//71 råder//VB|PRS|AKT//ccomp//65 ,//MID//punct//71 vilket//HP|NEU|SIN|IND//nsubj//76 också//AB//advmod//76 torde//VB|PRT|AKT//aux//76 utgöra//VB|INF|AKT//acl:relcl//71 en//DT|UTR|SIN|IND//det//79 rimlig//JJ|POS|UTR|SIN|IND|NOM//amod//79 approximation//NN|UTR|SIN|IND|NOM//obj//76 .//MAD//punct//5
19.4.2 De administrativa kostnadernas avveckling;Vi//PN|UTR|PLU|DEF|SUB//nsubj//2 har//VB|PRS|AKT//aux//2 valt//VB|SUP|AKT//ROOT//2 att//IE//mark//24 efter//PP//case//8 de//DT|UTR/NEU|PLU|DEF//det//8 två//RG|NOM//nummod//8 första//RO|NOM//amod//8 åren//NN|NEU|PLU|DEF|NOM//obl//24 ,//MID//punct//8 då//HA//mark//12 vi//PN|UTR|PLU|DEF|SUB//nsubj//12 använder//VB|PRS|AKT//acl:relcl//8 de//DT|UTR/NEU|PLU|DEF//det//15 administrativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 kostnader//NN|UTR|PLU|IND|NOM//obj//12 som//HP|-|-|-//nsubj//17 framkommer//VB|PRS|AKT//acl:relcl//15 av//PP//case//19 modellberäkningarna//NN|UTR|PLU|DEF|NOM//obl//17 enligt//PP//case//22 bilaga//NN|UTR|SIN|IND|NOM//nmod//22 4//RG|NOM//nmod//19 ,//MID//punct//8 utgå//VB|INF|AKT//ccomp//2 ifrån//AB//compound:prt//24 att//SN//mark//32 de//DT|UTR/NEU|PLU|DEF//det//29 administrativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//32 är//VB|PRS|AKT//cop//32 4//RG|NOM//nummod//32 procent//NN|UTR|PLU|IND|NOM//ccomp//24 av//PP//case//34 ersättningskostnaderna//NN|UTR|PLU|DEF|NOM//nmod//32 .//MAD//punct//2
19.4.2 De administrativa kostnadernas avveckling;I//PP//case//1 tabellen//NN|UTR|SIN|DEF|NOM//obl//3 nedan//AB//nmod//1 redovisas//VB|PRS|SFO//ROOT//3 de//DT|UTR/NEU|PLU|DEF//det//5 bedömningar//NN|UTR|PLU|IND|NOM//nsubj:pass//3 som//HP|-|-|-//nsubj:pass//7 gjorts//VB|SUP|SFO//acl:relcl//5 vad//HA//obj//9 gäller//VB|PRS|AKT//ccomp//7 de//DT|UTR/NEU|PLU|DEF//det//12 administrativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 kostnadernas//NN|UTR|PLU|DEF|GEN//nmod:poss//13 avveckling//NN|UTR|SIN|IND|NOM//obj//9 under//PP//case//16 tidsperioden//NN|UTR|SIN|DEF|NOM//nmod//16 2010–2050//NN|NEU|SIN|IND|NOM//obl//9 .//MAD//punct//3
19.4.2 De administrativa kostnadernas avveckling;Nominella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 belopp//NN|NEU|PLU|IND|NOM//nsubj:pass//20 anges//VB|PRS|SFO//parataxis//3 .//MAD//punct//3
19.4.2 De administrativa kostnadernas avveckling;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 framgår//VB|PRS|AKT//ROOT//1 att//SN//mark//7 också//AB//advmod//7 de//DT|UTR/NEU|PLU|DEF//det//6 administrativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//7 faller//VB|PRS|AKT//csubj//1 snabbt//AB|POS//advmod//7 de//DT|UTR/NEU|PLU|DEF//det//12 första//RO|NOM//amod//12 två//RG|NOM//nummod//12 åren//NN|NEU|PLU|DEF|NOM//obj//7 ,//MID//punct//12 för//PP//mark//17 att//IE//mark//17 därefter//AB//advmod//17 gå//VB|INF|AKT//advcl//7 in//PL//compound:prt//17 i//PP//case//22 en//DT|UTR|SIN|IND//det//22 lugnare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 takt//NN|UTR|SIN|IND|NOM//obl//17 .//MAD//punct//1
19.4.2 De administrativa kostnadernas avveckling;De//DT|UTR/NEU|PLU|DEF//det//27 första//RO|NOM//amod//27 två//RG|NOM//nummod//27 åren//NN|NEU|PLU|DEF|NOM//obj//30 efter//PP//case//29 reform//NN|UTR|SIN|IND|NOM//nmod//27 faller//VB|PRS|AKT//parataxis//1 kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//30 med//PP//case//36 närmare//AB|KOM//advmod//34 100//RG|NOM//nummod//35 miljoner//NN|UTR|PLU|IND|NOM//nmod//36 kronor//NN|UTR|PLU|IND|NOM//obl//30 .//MAD//punct//30
19.4.2 De administrativa kostnadernas avveckling;Åren//NN|NEU|PLU|DEF|NOM//nsubj//40 därefter//AB//advmod//40 faller//VB|PRS|AKT//parataxis//30 kostnaderna//NN|UTR|PLU|DEF|NOM//obj//40 med//PP//case//45 3–6//RG|NOM//nummod//44 miljoner//NN|UTR|PLU|IND|NOM//nmod//45 kronor//NN|UTR|PLU|IND|NOM//nmod//41 per//PP//case//47 år//NN|NEU|SIN|IND|NOM//nmod//45 .//MAD//punct//1

19.4.3 Sammanfattande slutsatser;Försäkringskassans//NN|UTR|SIN|DEF|GEN//nmod:poss//2 sammantagna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//2 kostnader//NN|UTR|PLU|IND|NOM//nsubj:pass//7 för//PP//case//4 ersättningar//NN|UTR|PLU|IND|NOM//nmod//2 och//KN//cc//6 administration//NN|UTR|SIN|IND|NOM//conj//4 avvecklas//VB|PRS|SFO//ROOT//7 långsamt//AB|POS//advmod//7 .//MID//punct//7
19.4.3 Sammanfattande slutsatser;Så//AB//advmod//11 sent//AB|POS//advmod//14 som//KN//case//13 2050//RG|NOM//nummod//14 kvarstår//VB|PRS|AKT//advcl//7 kostnader//NN|UTR|PLU|IND|NOM//obj//14 för//PP//case//17 trafikskadade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//15 .//MAD//punct//7
19.4.3 Sammanfattande slutsatser;Detta//DT|NEU|SIN|DEF//det//20 förhållande//NN|NEU|SIN|IND|NOM//nsubj//22 är//VB|PRS|AKT//cop//22 förenligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//7 med//PP//case//25 det//DT|NEU|SIN|DEF//det//25 faktum//NN|NEU|SIN|DEF|NOM//obl//22 att//SN//mark//30 en//DT|UTR|SIN|IND//det//28 person//NN|UTR|SIN|IND|NOM//nsubj//30 kan//VB|PRS|AKT//aux//30 ha//VB|INF|AKT//acl//25 ersättning//NN|UTR|SIN|IND|NOM//obj//30 från//PP//case//35 18//RG|NOM//nummod//34 års//NN|NEU|PLU|IND|GEN//nmod:poss//35 ålder//NN|UTR|SIN|IND|NOM//obl//30 till//PP//case//39 65//RG|NOM//nummod//38 års//NN|NEU|PLU|IND|GEN//nmod:poss//39 ålder//NN|UTR|SIN|IND|NOM//nmod//35 ,//MID//punct//43 alltså//AB//advmod//43 en//DT|UTR|SIN|IND//det//43 tidsperiod//NN|UTR|SIN|IND|NOM//conj//22 på//PP//case//46 47//RG|NOM//nummod//46 år//NN|NEU|PLU|IND|NOM//nmod//43 .//MAD//punct//7
19.4.3 Sammanfattande slutsatser;Om//SN//mark//50 reformen//NN|UTR|SIN|DEF|NOM//nsubj:pass//50 genomförs//VB|PRS|SFO//advcl//7 2011//RG|NOM//nummod//50 ,//MID//punct//7 kommer//VB|PRS|AKT//parataxis//7 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//53 som//HP|-|-|-//obj//60 det//DT|NEU|SIN|DEF//det//57 året//NN|NEU|SIN|DEF|NOM//nsubj//60 är//VB|PRS|AKT//cop//60 18//RG|NOM//nummod//60 år//NN|NEU|PLU|IND|NOM//obl//53 och//KN//cc//62 skadas//VB|PRS|SFO//conj//53 för//PP//case//64 livet//NN|NEU|SIN|DEF|NOM//obl//62 att//IE//mark//71 vara//VB|INF|AKT//cop//71 58//RG|NOM//nummod//68 år//NN|NEU|PLU|IND|NOM//obl//69 gammal//JJ|POS|UTR|SIN|IND|NOM//amod//70 år//NN|NEU|SIN|IND|NOM//nmod//71 2050//RG|NOM//obl//62 .//MAD//punct//7

19.5 Skatt på trafikförsäkringspremien;I//PP//case//2 detta//DT|NEU|SIN|DEF//det//2 avsnitt//NN|NEU|SIN|IND|NOM//obl//3 redovisas//VB|PRS|SFO//ROOT//3 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//5 beräkningar//NN|UTR|PLU|IND|NOM//nsubj:pass//3 vad//HP|NEU|SIN|IND//nsubj//7 gäller//VB|PRS|AKT//advcl//3 skatt//NN|UTR|SIN|IND|NOM//obj//7 på//PP//case//10 trafikförsäkringspremien//NN|UTR|SIN|DEF|NOM//nmod//8 .//MAD//punct//3
19.5 Skatt på trafikförsäkringspremien;Syftet//NN|NEU|SIN|DEF|NOM//nsubj//15 med//PP//case//14 beräkningarna//NN|UTR|PLU|DEF|NOM//nmod//12 är//VB|PRS|AKT//parataxis//3 att//IE//mark//17 möjliggöra//VB|INF|AKT//xcomp//15 vidare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//compound:prt//17 beräkningar//NN|UTR|PLU|IND|NOM//obj//17 .//MAD//punct//15
19.5 Skatt på trafikförsäkringspremien;Utöver//PP//case//23 den//DT|UTR|SIN|DEF//det//23 premiehöjning//NN|UTR|SIN|IND|NOM//obl//15 vi//PN|UTR|PLU|DEF|SUB//nsubj//25 gjort//VB|SUP|AKT//acl:relcl//23 beräkningar//NN|UTR|PLU|IND|NOM//obj//25 av//PP//case//30 i//PP//case//30 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 avsnitt//NN|NEU|PLU|IND|NOM//obl//25 ,//MID//punct//15 beror//VB|PRS|AKT//parataxis//15 den//DT|UTR|SIN|DEF//det//35 slutliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//35 premien//NN|UTR|SIN|DEF|NOM//nsubj//32 för//PP//case//37 konsumenten//NN|UTR|SIN|DEF|NOM//obl//32 på//PP//case//40 den//DT|UTR|SIN|DEF//det//40 skatt//NN|UTR|SIN|IND|NOM//nmod//37 som//HP|-|-|-//nsubj:pass//45 kan//VB|PRS|AKT//aux//45 komma//VB|INF|AKT//aux//45 att//IE//mark//45 läggas//VB|INF|SFO//acl:relcl//40 på//PP//case//47 trafikförsäkringspremien//NN|UTR|SIN|DEF|NOM//obl//45 .//MAD//punct//15

19.5.1 Redan införd skatt;Vid//PP//case//1 halvårsskiftet//NN|NEU|SIN|DEF|NOM//nmod//2 2007//RG|NOM//obl//3 infördes//VB|PRT|SFO//ROOT//3 en//DT|UTR|SIN|IND//det//5 skatt//NN|UTR|SIN|IND|NOM//nsubj:pass//3 på//PP//case//8 32//RG|NOM//nummod//8 procent//NN|UTR|PLU|IND|NOM//nmod//5 på//PP//case//10 trafikförsäkringspremien//NN|UTR|SIN|DEF|NOM//nmod//8 .//MAD//punct//3
19.5.1 Redan införd skatt;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//13 motiverades//VB|PRT|SFO//parataxis//3 med//PP//mark//31 att//SN//mark//31 kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj:pass//31 för//PP//case//19 de//DT|UTR/NEU|PLU|DEF//det//19 skador//NN|UTR|PLU|IND|NOM//nmod//16 som//HP|-|-|-//nsubj//21 inträffat//VB|SUP|AKT//acl:relcl//19 före//PP//case//24 den//DT|UTR|SIN|DEF//det//24 reform//NN|UTR|SIN|IND|NOM//obl//21 som//HP|-|-|-//nsubj:pass//26 behandlas//VB|PRS|SFO//acl:relcl//24 i//PP//case//29 detta//DT|NEU|SIN|DEF//det//29 betänkande//NN|NEU|SIN|IND|NOM//obl//26 ska//VB|PRS|AKT//aux//31 föras//VB|INF|SFO//advcl//13 på//PP//case//33 trafikantkollektivet//NN|NEU|SIN|DEF|NOM//obl//31 .//MAD//punct//3
19.5.1 Redan införd skatt;Enligt//PP//case//1 uppgifter//NN|UTR|PLU|IND|NOM//obl//4 från//PP//case//3 finansdepartementet//NN|NEU|SIN|DEF|NOM//nmod//1 har//VB|PRS|AKT//aux//12 skatten//NN|UTR|SIN|DEF|NOM//nsubj//12 under//PP//case//7 2007//RG|NOM//nmod//5 och//KN//cc//7 2008//RG|NOM//nummod//7 på//PP//case//11 helårsbasis//NN|UTR|SIN|IND|NOM//nmod//5 givit//VB|SUP|AKT//ROOT//12 skatteintäkter//NN|UTR|PLU|IND|NOM//obj//12 till//PP//case//15 staten//NN|UTR|SIN|DEF|NOM//obl//12 på//PP//case//22 mellan//PP//case//18 3,2//RG|NOM//nummod//21 och//KN//cc//18 3,3//RG|NOM//nummod//18 miljarder//NN|UTR|PLU|IND|NOM//nmod//22 kronor//NN|UTR|PLU|IND|NOM//obl//12 .//MAD//punct//12
19.5.1 Redan införd skatt;Dessa//DT|UTR/NEU|PLU|DEF//det//25 skatteintäkter//NN|UTR|PLU|IND|NOM//nsubj//26 motsvarar//VB|PRS|AKT//parataxis//12 avkastningen//NN|UTR|SIN|DEF|NOM//obj//26 på//PP//case//31 en//DT|UTR|SIN|IND//det//31 fiktiv//JJ|POS|UTR|SIN|IND|NOM//amod//31 fond//NN|UTR|SIN|IND|NOM//nmod//27 som//HP|-|-|-//nsubj:pass//33 skapats//VB|SUP|SFO//acl:relcl//31 med//PP//case//37 de//DT|UTR/NEU|PLU|DEF//det//36 kostnader//NN|UTR|PLU|IND|NOM//nmod//37 socialförsäkringen//NN|UTR|SIN|DEF|NOM//obl//33 bedömdes//VB|PRT|SFO//advcl//26 ha//VB|INF|AKT//xcomp//38 vid//PP//case//41 införandet//NN|NEU|SIN|DEF|NOM//obl//39 av//PP//case//43 skatten//NN|UTR|SIN|DEF|NOM//nmod//41 och//KN//cc//45 framöver//AB//conj//43 till//PP//case//47 dess//AB//advmod//45 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//51 inte//AB//advmod//50 längre//AB|KOM//advmod//51 finns//VB|PRS|SFO//advcl//38 några//DT|UTR/NEU|PLU|IND//det//53 kostnader//NN|UTR|PLU|IND|NOM//nsubj//51 för//PP//case//55 socialförsäkringen//NN|UTR|SIN|DEF|NOM//nmod//53 för//PP//case//59 de//DT|UTR/NEU|PLU|DEF//det//59 gamla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//59 skadorna//NN|UTR|PLU|DEF|NOM//nmod//53 .//MAD//punct//12
19.5.1 Redan införd skatt;Den//DT|UTR|SIN|DEF//det//63 fiktiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//63 fonden//NN|UTR|SIN|DEF|NOM//nsubj:pass//64 utgörs//VB|PRS|SFO//parataxis//12 av//PP//case//66 nuvärdet//NN|NEU|SIN|DEF|NOM//obl:agent//64 av//PP//case//69 dessa//DT|UTR/NEU|PLU|DEF//det//69 kostnader//NN|UTR|PLU|IND|NOM//nmod//66 vid//PP//case//71 införandetidpunkten//NN|UTR|SIN|DEF|NOM//nmod//69 .//MAD//punct//12
19.5.1 Redan införd skatt;Skatten//NN|UTR|SIN|DEF|NOM//nsubj//75 är//VB|PRS|AKT//cop//75 tänkt//PC|PRF|UTR|SIN|IND|NOM//parataxis//12 att//IE//mark//78 vara//VB|INF|AKT//cop//78 ersättning//NN|UTR|SIN|IND|NOM//ccomp//75 för//PP//case//82 den//DT|UTR|SIN|DEF//det//82 nominella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//82 räntan//NN|UTR|SIN|DEF|NOM//nmod//78 på//PP//case//86 den//DT|UTR|SIN|DEF//det//86 fiktiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//86 fonden//NN|UTR|SIN|DEF|NOM//nmod//82 .//MAD//punct//12
19.5.1 Redan införd skatt;De//DT|UTR/NEU|PLU|DEF//det//1 beräkningar//NN|UTR|PLU|IND|NOM//nsubj//19 som//HP|-|-|-//nsubj:pass//3 gjorts//VB|SUP|SFO//acl:relcl//1 inom//PP//case//6 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 ram//NN|UTR|SIN|IND|NOM//obl//3 i//PP//case//8 syfte//NN|NEU|SIN|IND|NOM//nmod//6 att//IE//mark//10 återskapa//VB|INF|AKT//advcl//3 de//DT|UTR/NEU|PLU|DEF//det//12 beräkningar//NN|UTR|PLU|IND|NOM//obj//10 som//HP|-|-|-//nsubj:pass//14 gjorts//VB|SUP|SFO//acl:relcl//12 inför//PP//case//16 införande//NN|NEU|SIN|IND|NOM//obl//14 av//PP//case//18 skatten//NN|UTR|SIN|DEF|NOM//nmod//16 ger//VB|PRS|AKT//ROOT//19 nära//AB|POS//compound:prt//19 nog//AB//advmod//19 de//DT|UTR/NEU|PLU|DEF//det//23 resultat//NN|NEU|PLU|IND|NOM//obj//19 som//HP|-|-|-//nsubj:pass//25 redovisats//VB|SUP|SFO//acl:relcl//23 av//PP//case//27 regeringen//NN|UTR|SIN|DEF|NOM//obl:agent//25 inför//PP//case//30 skattens//NN|UTR|SIN|DEF|GEN//nmod:poss//30 införande//NN|NEU|SIN|IND|NOM//nmod//27 .//MAD//punct//19
19.5.1 Redan införd skatt;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//33 beräkningar//NN|UTR|PLU|IND|NOM//nsubj//35 har//VB|PRS|AKT//aux//35 utgått//VB|SUP|AKT//parataxis//19 ifrån//PP//compound:prt//35 att//SN//mark//41 kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//41 är//VB|PRS|AKT//cop//41 närmast//AB|SUV//advmod//41 stabila//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//35 under//PP//case//44 åren//NN|NEU|PLU|DEF|NOM//nmod//44 2007//RG|NOM//obl//41 och//KN//cc//46 2008//RG|NOM//conj//44 och//KN//cc//52 att//SN//mark//52 kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//52 för//PP//case//51 socialförsäkringen//NN|UTR|SIN|DEF|NOM//nmod//49 sjunker//VB|PRS|AKT//conj//41 linjärt//AB|POS//advmod//52 från//PP//case//56 år//NN|NEU|SIN|IND|NOM//nmod//56 2009//RG|NOM//obl//52 fram//AB//advmod//52 till//PP//case//60 år//NN|NEU|SIN|IND|NOM//nmod//60 2030//RG|NOM//obl//57 .//MAD//punct//35
19.5.1 Redan införd skatt;I//PP//case//63 figur//NN|UTR|SIN|IND|NOM//nmod//64 19.1//RG|NOM//nsubj:pass//66 nedan//AB//fixed//64 redovisas//VB|PRS|SFO//conj//35 hur//HA//advmod//71 socialförsäkringens//NN|UTR|SIN|DEF|GEN//nmod:poss//70 nominella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 kostnader//NN|UTR|PLU|IND|NOM//nsubj//71 sjunker//VB|PRS|AKT//ccomp//66 i//PP//case//75 de//DT|UTR/NEU|PLU|DEF//det//75 återskapade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//75 beräkningarna//NN|UTR|PLU|DEF|NOM//obl//71 .//MAD//punct//19
19.5.1 Redan införd skatt;Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 har//VB|PRS|AKT//ROOT//1 därefter//AB//advmod//1 nuvärdesberäknat//VB|SUP|AKT//amod//4 kostnaderna//NN|UTR|PLU|DEF|NOM//obj//1 med//PP//case//7 samma//DT|UTR/NEU|SIN/PLU|IND//det//7 diskonteringsfaktor//NN|UTR|SIN|IND|NOM//obl//1 som//HP|-|-|-//nsubj:pass//9 användes//VB|PRT|SFO//acl:relcl//7 i//PP//case//11 förarbetena//NN|NEU|PLU|DEF|NOM//obl//9 till//PP//case//15 den//DT|UTR|SIN|DEF//det//15 införda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//15 skatten//NN|UTR|SIN|DEF|NOM//obl//9 .//MAD//punct//1
