
En kommunallag för framtiden;Beslut//NN|NEU|SIN|IND|NOM//ROOT//0 vid//PP//case//2 regeringssammanträde//NN|NEU|SIN|IND|NOM//nmod//0 den//DT|UTR|SIN|DEF//det//5 11//RG|NOM//nummod//5 oktober//NN|UTR|SIN|IND|NOM//nmod//0 2012//RG|NOM//nummod//5
2.1 Unionsrättens bestämmelser om offentlig upphandling;Bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//81 utgör//VB|PRS|AKT//conj//2 således//AB//advmod//81 ett//DT|NEU|SIN|IND//det//84 hinder//NN|NEU|SIN|IND|NOM//obj//81 för//PP//case//86 medlemsstaterna//NN|UTR|PLU|DEF|NOM//nmod//84 att//IE//mark//92 i//PP//case//91 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//91 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//91 rättsordningar//NN|UTR|PLU|IND|NOM//obl//92 tillämpa//VB|INF|AKT//acl//84 bestämmelser//NN|UTR|PLU|IND|NOM//obj//92 som//HP|-|-|-//nsubj//95 medför//VB|PRS|AKT//acl:relcl//93 att//SN//mark//98 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//98 blir//VB|PRS|AKT//ccomp//95 svårare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//98 att//IE//mark//101 tillhandahålla//VB|INF|AKT//csubj//98 tjänster//NN|UTR|PLU|IND|NOM//obj//101 mellan//PP//case//104 medlemsstaterna//NN|UTR|PLU|DEF|NOM//nmod//102 än//KN//mark//107 enbart//AB//advmod//107 internt//AB|POS//obl//101 inom//PP//case//110 en//DT|UTR|SIN|IND//det//110 medlemsstat//NN|UTR|SIN|IND|NOM//nmod//107 .//MAD//punct//81
2.1 Unionsrättens bestämmelser om offentlig upphandling;En//DT|UTR|SIN|IND//det//1 inskränkning//NN|UTR|SIN|IND|NOM//nsubj//8 av//PP//case//3 friheten//NN|UTR|SIN|DEF|NOM//nmod//1 att//IE//mark//5 tillhandahålla//VB|INF|AKT//acl//1 tjänster//NN|UTR|PLU|IND|NOM//obj//5 kan//VB|PRS|AKT//aux//8 ske//VB|INF|AKT//ROOT//8 om//SN//mark//11 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//11 finns//VB|PRS|SFO//advcl//8 ett//DT|NEU|SIN|IND//det//14 uttryckligt//JJ|POS|NEU|SIN|IND|NOM//amod//14 undantag//NN|NEU|SIN|IND|NOM//nsubj//11 i//PP//case//16 unionsrätten//NN|UTR|SIN|DEF|NOM//nmod//14 .//MAD//punct//8
2.1 Unionsrättens bestämmelser om offentlig upphandling;För//PP//case//19 bestämmelsen//NN|UTR|SIN|DEF|NOM//obl//31 om//PP//case//21 rätten//NN|UTR|SIN|DEF|NOM//nmod//19 till//PP//case//23 frihet//NN|UTR|SIN|IND|NOM//nmod//21 att//IE//mark//25 tillhandahålla//VB|INF|AKT//acl//21 tjänster//NN|UTR|PLU|IND|NOM//obj//25 i//PP//case//30 artikel//NN|UTR|SIN|IND|NOM//nmod//29 56//RG|NOM//nummod//30 FEUF//PM|NOM//nmod//26 finns//VB|PRS|SFO//conj//8 vissa//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//31 i//PP//case//34 fördraget//NN|NEU|SIN|DEF|NOM//nmod//36 angivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//36 möjligheter//NN|UTR|PLU|IND|NOM//obl//31 till//PP//case//38 undantag//NN|NEU|SIN|IND|NOM//obl//31 .//MAD//punct//31
2.1 Unionsrättens bestämmelser om offentlig upphandling;I//PP//case//43 artikel//NN|UTR|SIN|IND|NOM//obl//42 51//RG|NOM//nummod//43 FEUF//NN|NEU|SIN|IND|NOM//obl//44 undantas//VB|PRS|SFO//parataxis//31 t.ex.//AB|AN//advmod//44 verksamhet//NN|UTR|SIN|IND|NOM//obj//44 förenad//PC|PRF|UTR|SIN|IND|NOM//acl//46 med//PP//case//49 utövandet//NN|NEU|SIN|DEF|NOM//obl//47 av//PP//case//52 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//52 makt//NN|UTR|SIN|IND|NOM//nmod//49 och//KN//cc//57 i//PP//case//57 artikel//NN|UTR|SIN|IND|NOM//nmod//56 52//RG|NOM//nummod//57 FEUF//PM|NOM//conj//52 anges//VB|PRS|SFO//advcl//44 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//61 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//61 grunder//NN|UTR|PLU|IND|NOM//nsubj:pass//58 som//HP|-|-|-//nsubj//63 kan//VB|PRS|AKT//acl:relcl//61 rättfärdiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 diskriminerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//66 etableringshinder//NN|UTR|PLU|IND|NOM//obj//63 och//KN//cc//68 hinder//NN|NEU|PLU|IND|NOM//conj//66 mot//PP//case//71 fri//JJ|POS|UTR|SIN|IND|NOM//amod//71 rörlighet//NN|UTR|SIN|IND|NOM//nmod//68 för//PP//case//73 tjänster//NN|UTR|PLU|IND|NOM//nmod//68 .//MAD//punct//31
2.1 Unionsrättens bestämmelser om offentlig upphandling;I//PP//case//76 artikeln//NN|UTR|SIN|DEF|NOM//obl//77 nämns//VB|PRS|SFO//parataxis//31 åtgärder//NN|UTR|PLU|IND|NOM//nsubj:pass//77 som//HP|-|-|-//nsubj//80 tillämpar//VB|PRS|AKT//acl:relcl//78 bestämmelser//NN|UTR|PLU|IND|NOM//obj//80 i//PP//case//84 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//84 lagar//NN|UTR|PLU|IND|NOM//nmod//81 och//KN//cc//87 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//87 författningar//NN|UTR|PLU|IND|NOM//conj//84 som//HP|-|-|-//nsubj:pass//89 grundas//VB|PRS|SFO//acl:relcl//87 på//PP//case//94 hänsyn//NN|UTR|SIN|IND|NOM//fixed//90 till//PP//case//94 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//94 ordning//NN|UTR|SIN|IND|NOM//obl//89 ,//MID//punct//96 säkerhet//NN|UTR|SIN|IND|NOM//conj//94 eller//KN//cc//98 hälsa//NN|UTR|SIN|IND|NOM//conj//94 och//KN//cc//101 som//HP|-|-|-//nsubj//101 föreskriver//VB|PRS|AKT//conj//89 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//103 behandling//NN|UTR|SIN|IND|NOM//obj//101 av//PP//case//106 utländska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//106 medborgare//NN|UTR|PLU|IND|NOM//nmod//103 .//MAD//punct//8
2.1 Unionsrättens bestämmelser om offentlig upphandling;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 är//VB|PRS|AKT//cop//3 även//AB//advmod//3 möjligt//JJ|POS|NEU|SIN|IND|NOM//ROOT//3 att//IE//mark//5 göra//VB|INF|AKT//csubj//3 undantag//NN|NEU|SIN|IND|NOM//obj//5 från//PP//case//8 unionsrätten//NN|UTR|SIN|DEF|NOM//obl//5 om//SN//mark//11 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//11 finns//VB|PRS|SFO//advcl//3 uttryckliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 undantag//NN|NEU|PLU|IND|NOM//nsubj//11 i//PP//case//15 sekundärrätten//NN|UTR|SIN|DEF|NOM//obl//11 .//MAD//punct//3
2.1 Unionsrättens bestämmelser om offentlig upphandling;I//PP//case//19 direktiv//NN|NEU|SIN|IND|NOM//nmod//19 2004/18//RG|NOM//obl//20 anges//VB|PRS|SFO//parataxis//3 t.ex.//AB|AN//advmod//20 att//SN//mark//25 anställningskontrakt//NN|UTR|SIN|IND|NOM//nsubj:pass//25 inte//AB//advmod//25 omfattas//VB|PRS|SFO//ccomp//20 av//PP//case//27 direktivet//NN|NEU|SIN|DEF|NOM//obl//25 och//KN//cc//30 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//30 finns//VB|PRS|SFO//conj//3 även//AB//advmod//30 möjligheter//NN|UTR|PLU|IND|NOM//nsubj//30 att//IE//mark//34 göra//VB|INF|AKT//acl//32 undantag//NN|NEU|SIN|IND|NOM//obj//34 p.g.a.//PP|AN//case//38 synnerlig//JJ|POS|UTR|SIN|IND|NOM//amod//38 brådska//NN|UTR|SIN|IND|NOM//obl//34 och//KN//cc//41 oförutsedda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 händelser//NN|UTR|PLU|IND|NOM//conj//38 .//MAD//punct//3
2.1 Unionsrättens bestämmelser om offentlig upphandling;Förutom//PP//case//3 vid//PP//case//3 uttryckliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 undantag//NN|NEU|PLU|IND|NOM//obl//10 i//PP//case//5 unionslagstiftningen//NN|UTR|SIN|DEF|NOM//nmod//3 ,//MID//punct//10 är//VB|PRS|AKT//cop//10 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//10 även//AB//advmod//10 möjligt//JJ|POS|NEU|SIN|IND|NOM//ROOT//10 att//IE//mark//12 göra//VB|INF|AKT//csubj//10 undantag//NN|NEU|PLU|IND|NOM//obj//12 från//PP//case//15 bestämmelserna//NN|UTR|PLU|DEF|NOM//obl//12 om//PP//case//19 de//DT|UTR/NEU|PLU|DEF//det//19 fria//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 rörligheterna//NN|UTR|PLU|DEF|NOM//obl//12 om//PP//mark//23 undantaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//23 kan//VB|PRS|AKT//aux//23 motiveras//VB|INF|SFO//advcl//12 med//PP//case//25 hänvisning//NN|UTR|SIN|IND|NOM//obl//23 till//PP//case//29 ett//DT|NEU|SIN|IND//det//29 tvingande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 hänsyn//NN|UTR|SIN|IND|NOM//nmod//25 till//PP//case//31 allmänintresset//NN|NEU|SIN|DEF|NOM//nmod//29 .//MAD//punct//10
2.1 Unionsrättens bestämmelser om offentlig upphandling;Möjligheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//48 till//PP//case//35 undantag//NN|NEU|SIN|IND|NOM//nmod//33 från//PP//case//39 de//DT|UTR/NEU|PLU|DEF//det//39 fria//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 rörligheterna//NN|UTR|PLU|DEF|NOM//nmod//35 med//PP//case//41 hänvisning//NN|UTR|SIN|IND|NOM//nmod//39 till//PP//case//45 ett//DT|NEU|SIN|IND//det//45 tvingande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//45 hänsyn//NN|UTR|SIN|IND|NOM//nmod//41 till//PP//case//47 allmänintresset//NN|NEU|SIN|DEF|NOM//nmod//45 fastställdes//VB|PRT|SFO//parataxis//10 i//PP//case//50 målet//NN|NEU|SIN|DEF|NOM//nmod//51 Cassis//PM|NOM//obl//48 de//PM|NOM//det//53 Dijon//PM|NOM//flat//51 ,//MID//punct//57 där//HA//advmod//57 EUdomstolen//NN|UTR|SIN|DEF|NOM//nsubj//57 påtalade//VB|PRT|AKT//acl:relcl//53 att//SN//mark//71 restriktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 åtgärder//NN|UTR|PLU|IND|NOM//nsubj//71 som//HP|-|-|-//nsubj//63 var//VB|PRT|AKT//cop//63 nödvändiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//60 för//PP//mark//66 att//IE//mark//66 tillgodose//VB|INF|AKT//acl//60 tvingande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//68 hänsyn//NN|UTR|SIN|IND|NOM//obj//66 inte//AB//advmod//71 var//VB|PRT|AKT//cop//71 förbjudna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//57 .//MAD//punct//57
2.1 Unionsrättens bestämmelser om offentlig upphandling;I//PP//case//75 direktiv//NN|NEU|SIN|IND|NOM//amod//75 2006/123//RG|NOM//obl//57 (//PAD//punct//75 tjänstedirektivet//NN|NEU|SIN|DEF|NOM//appos//75 )//PAD//punct//75 finns//VB|PRS|SFO//conj//48 en//DT|UTR|SIN|IND//det//81 beskrivning//NN|UTR|SIN|IND|NOM//nsubj//79 av//PP//case//85 begreppet//NN|NEU|SIN|DEF|NOM//nmod//85 tvingande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//85 hänsyn//NN|UTR|SIN|IND|NOM//nmod//81 till//PP//case//87 allmänintresset//NN|NEU|SIN|DEF|NOM//nmod//85 ,//MID//punct//92 vilket//HP|NEU|SIN|IND//nsubj:pass//92 bl.a.//AB|AN//advmod//92 kan//VB|PRS|AKT//aux//92 utgöras//VB|INF|SFO//acl:relcl//81 av//PP//case//95 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//95 ordning//NN|UTR|SIN|IND|NOM//obl:agent//92 ,//MID//punct//98 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//98 säkerhet//NN|UTR|SIN|IND|NOM//conj//95 ,//MID//punct//100 skydd//NN|NEU|SIN|IND|NOM//conj//95 för//PP//case//103 människors//NN|UTR|PLU|IND|GEN//nmod:poss//103 liv//NN|NEU|SIN|IND|NOM//nmod//100 och//KN//cc//105 hälsa//NN|UTR|SIN|IND|NOM//conj//103 ,//MID//punct//107 folkhälsa//NN|UTR|SIN|IND|NOM//conj//103 ,//MID//punct//109 bibehållen//JJ|POS|UTR|SIN|IND|NOM//nmod//111 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//111 jämvikt//NN|UTR|SIN|IND|NOM//conj//95 i//PP//case//115 det//DT|NEU|SIN|DEF//det//115 sociala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//115 trygghetssystemet//NN|NEU|SIN|DEF|NOM//nmod//111 ,//MID//punct//117 konsumentskydd//NN|NEU|SIN|IND|NOM//conj//92 m.m.//AB|AN//conj//92 Begreppet//NN|NEU|SIN|DEF|NOM//nsubj//120 finns//VB|PRS|SFO//conj//48 emellertid//AB//advmod//120 inte//AB//advmod//123 definierat//VB|SUP|AKT//xcomp//120 i//PP//case//126 någon//DT|UTR|SIN|IND//det//126 författning//NN|UTR|SIN|IND|NOM//obl//123 ,//MID//punct//120 utan//KN//cc//131 har//VB|PRS|AKT//aux//131 enbart//AB//advmod//131 utvecklats//VB|SUP|SFO//conj//120 i//PP//case//134 EUdomstolens//NN|UTR|SIN|DEF|GEN//nmod:poss//134 praxis//NN|UTR|SIN|IND|NOM//obl//131 .//MAD//punct//48
2.1 Unionsrättens bestämmelser om offentlig upphandling;I//PP//case//2 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//2 situationer//NN|UTR|PLU|IND|NOM//obl//30 där//HA//advmod//5 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//5 görs//VB|PRS|SFO//acl:relcl//2 undantag//NN|NEU|PLU|IND|NOM//obj//5 från//PP//case//8 EUF-fördraget//NN|NEU|SIN|DEF|NOM//obl//5 ska//VB|PRS|AKT//aux//30 dock//AB//advmod//12 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 åtgärder//NN|UTR|PLU|IND|NOM//nsubj//30 som//HP|-|-|-//nsubj//15 kan//VB|PRS|AKT//aux//15 utgöra//VB|INF|AKT//acl:relcl//12 hinder//NN|NEU|PLU|IND|NOM//obj//15 för//PP//advmod//15 eller//KN//cc//19 göra//VB|INF|AKT//conj//15 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//19 mindre//AB|KOM//advmod//22 attraktivt//JJ|POS|NEU|SIN|IND|NOM//xcomp//19 för//PP//case//24 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//19 att//IE//mark//26 utöva//VB|INF|AKT//acl//24 de//DT|UTR/NEU|PLU|DEF//det//29 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 friheterna//NN|UTR|PLU|DEF|NOM//obj//26 uppfylla//VB|INF|AKT//ROOT//30 kraven//NN|NEU|PLU|DEF|NOM//obj//30 på//PP//case//33 proportionalitet//NN|UTR|SIN|IND|NOM//obl//30 .//MAD//punct//30

2.2 Proportionalitetsprincipens innebörd vid undantag från unionsrätten;Såsom//HA//mark//2 EU-domstolen//NN|UTR|SIN|DEF|NOM//nsubj//2 redogjorde//VB|PRT|AKT//advcl//17 i//PP//case//4 målet//NN|NEU|SIN|DEF|NOM//nmod//5 Gebhard//PM|NOM//obl//2  //_SP////5 ska//VB|PRS|AKT//aux//17 kriterierna//NN|NEU|PLU|DEF|NOM//nsubj//17 för//PP//case//10 rättfärdigandet//NN|NEU|SIN|DEF|NOM//nmod//8 av//PP//case//12 restriktioner//NN|UTR|PLU|IND|NOM//nmod//10 av//PP//case//16 de//DT|UTR/NEU|PLU|DEF//det//16 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 friheterna//NN|UTR|PLU|DEF|NOM//nmod//12 uppfylla//VB|INF|AKT//ROOT//17 det//DT|NEU|SIN|DEF//det//20 s.k.//AB|AN//amod//20 Gebhard-testet//NN|NEU|SIN|DEF|NOM//obj//17 (//PAD//punct//20 proportionalitetstestet//NN|NEU|SIN|DEF|NOM//appos//20 )//PAD//punct//20 .//MAD//punct//17
2.2 Proportionalitetsprincipens innebörd vid undantag från unionsrätten;Testet//NN|NEU|SIN|DEF|NOM//nsubj//26 innehåller//VB|PRS|AKT//conj//17 fyra//RG|NOM//nummod//28 förutsättningar//NN|UTR|PLU|IND|NOM//obj//26 för//PP//mark//51 att//SN//mark//51 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 åtgärder//NN|UTR|PLU|IND|NOM//nsubj:pass//51 som//HP|-|-|-//nsubj//35 kan//VB|PRS|AKT//aux//35 hindra//VB|INF|AKT//acl:relcl//32 eller//KN//cc//37 göra//VB|INF|AKT//conj//35 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//37 mindre//AB|KOM//advmod//40 attraktivt//JJ|POS|NEU|SIN|IND|NOM//xcomp//37 att//IE//mark//42 utöva//VB|INF|AKT//acl//40 de//DT|UTR/NEU|PLU|DEF//det//45 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//45 friheter//NN|UTR|PLU|IND|NOM//obj//42 som//HP|-|-|-//nsubj:pass//47 garanteras//VB|PRS|SFO//acl:relcl//45 av//PP//case//49 fördraget//NN|NEU|SIN|DEF|NOM//obl:agent//47 ska//VB|PRS|AKT//aux//51 anses//VB|INF|SFO//advcl//26 vara//VB|INF|AKT//cop//53 uppfylla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//51 .//MAD//punct//26
2.2 Proportionalitetsprincipens innebörd vid undantag från unionsrätten;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//56 ska//VB|PRS|AKT//parataxis//26 ://MID//punct//56 -//MID//punct//59
2.2 Proportionalitetsprincipens innebörd vid undantag från unionsrätten;tillämpas//VB|INF|SFO//parataxis//56 på//PP//case//64 ett//DT|NEU|SIN|IND//det//64  //_SP////61 icke-diskriminerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//64 sätt//NN|NEU|SIN|IND|NOM//obl//59 ,//MID//punct//59 -//MID//punct//68 vara//VB|INF|AKT//cop//68 motiverade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//59 av//PP//case//71 tvingande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//71 hänsyn//NN|UTR|SIN|IND|NOM//nmod//68 till//PP//case//73 allmänintresset//NN|NEU|SIN|DEF|NOM//nmod//71 ,//MID//punct//77 -//MID//punct//77 vara//VB|INF|AKT//cop//77 ägnade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//56 att//IE//mark//79 säkerställa//VB|INF|AKT//xcomp//77 att//SN//mark//87 det//DT|NEU|SIN|DEF//det//82 mål//NN|NEU|SIN|IND|NOM//nsubj:pass//87 som//HP|-|-|-//nsubj:pass//84 eftersträvas//VB|PRS|SFO//acl:relcl//82 med//PP//case//86 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//84 uppnås//VB|INF|SFO//ccomp//79 och//KN//cc//92 ska//VB|PRS|AKT//aux//92 -//MID//punct//92 inte//AB//advmod//92 gå//VB|INF|AKT//conj//87 utöver//PP//compound:prt//92 vad//HP|NEU|SIN|IND//dislocated//97 som//HP|-|-|-//nsubj//97 är//VB|PRS|AKT//cop//97 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//ccomp//92 för//PP//mark//100 att//IE//mark//100 uppnå//VB|INF|AKT//advcl//97 det//DT|NEU|SIN|DEF//det//103 eftersträvade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//103 målet//NN|NEU|SIN|DEF|NOM//obj//100 .//MAD//punct//17
2.2 Proportionalitetsprincipens innebörd vid undantag från unionsrätten;De//DT|UTR/NEU|PLU|DEF//det//3 två//RG|NOM//nummod//3 sistnämnda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//3 momenten//NN|NEU|PLU|DEF|NOM//nsubj//5 ovan//AB//advmod//5 ger//VB|PRS|AKT//advcl//92 uttryck//NN|NEU|SIN|IND|NOM//obj//5 för//PP//case//10 den//DT|UTR|SIN|DEF//det//10 s.k.//AB|AN//amod//10 proportionalitetsprincipen//NN|UTR|SIN|DEF|NOM//obl//5 .//MAD//punct//5
2.2 Proportionalitetsprincipens innebörd vid undantag från unionsrätten;I//PP//case//14 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//14 situationer//NN|UTR|PLU|IND|NOM//obl//38 där//HA//advmod//17 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//17 görs//VB|PRS|SFO//acl:relcl//14 undantag//NN|NEU|PLU|IND|NOM//obj//17 ska//VB|PRS|AKT//aux//38 således//AB//advmod//21 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 åtgärder//NN|UTR|PLU|IND|NOM//nsubj//38 som//HP|-|-|-//nsubj//25 kan//VB|PRS|AKT//aux//25 utgöra//VB|INF|AKT//acl:relcl//22 hinder//NN|NEU|PLU|IND|NOM//obj//25 för//PP//advmod//25 eller//KN//cc//29 göra//VB|INF|AKT//conj//25 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//29 mindre//AB|KOM//advmod//32 attraktivt//JJ|POS|NEU|SIN|IND|NOM//xcomp//29 att//IE//mark//34 utöva//VB|INF|AKT//acl//32 de//DT|UTR/NEU|PLU|DEF//det//37 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 friheterna//NN|UTR|PLU|DEF|NOM//obj//34 uppfylla//VB|INF|AKT//advcl//5 kraven//NN|NEU|PLU|DEF|NOM//obj//38 på//PP//case//41 proportionalitet//NN|UTR|SIN|IND|NOM//obl//38 .//MAD//punct//38
2.2 Proportionalitetsprincipens innebörd vid undantag från unionsrätten;En//DT|UTR|SIN|IND//det//44 inskränkning//NN|UTR|SIN|IND|NOM//nsubj:pass//45 anses//VB|PRS|SFO//parataxis//38 därför//AB//advmod//45 endast//AB//advmod//49 vara//VB|INF|AKT//aux:pass//49 ägnad//PC|PRF|UTR|SIN|IND|NOM//xcomp//45 att//IE//mark//51 säkerställa//VB|INF|AKT//xcomp//49 förverkligandet//NN|NEU|SIN|DEF|NOM//obj//51 av//PP//case//54 det//DT|NEU|SIN|DEF//nmod//52 åberopade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//56 målet//NN|NEU|SIN|DEF|NOM//obj//5 ,//MID//punct//5 om//SN//mark//67 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//67 verkligen//AB//advmod//67 på//PP//case//66 ett//DT|NEU|SIN|IND//det//66 sammanhängande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//66 och//KN//cc//65 systematiskt//JJ|POS|NEU|SIN|IND|NOM//conj//63 sätt//NN|NEU|SIN|IND|NOM//obl//67 tillgodoser//VB|PRS|AKT//advcl//5 behovet//NN|NEU|SIN|DEF|NOM//obj//67 av//PP//mark//71 att//IE//mark//71 uppnå//VB|INF|AKT//acl//68 målet//NN|NEU|SIN|DEF|NOM//obj//71 .//MAD//punct//5
2.2 Proportionalitetsprincipens innebörd vid undantag från unionsrätten;I//PP//case//76 de//DT|UTR/NEU|PLU|DEF//det//76 fall//NN|NEU|PLU|IND|NOM//obl//78 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//78 finns//VB|PRS|SFO//parataxis//5 mindre//AB|KOM//advmod//80 ingripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//81 åtgärder//NN|UTR|PLU|IND|NOM//nsubj//78 som//HP|-|-|-//nsubj:pass//85 hade//VB|PRT|AKT//aux//85 kunnat//VB|SUP|AKT//aux//85 tillämpas//VB|INF|SFO//acl:relcl//81 för//PP//mark//88 att//IE//mark//88 nå//VB|INF|AKT//advcl//85 samma//DT|UTR/NEU|SIN/PLU|IND//det//90 mål//NN|NEU|SIN|IND|NOM//obj//88 ,//MID//punct//5 anses//VB|PRS|SFO//ROOT//92 inskränkningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//92 följaktligen//AB//advmod//97 inte//AB//advmod//97 vara//VB|INF|AKT//cop//97 förenlig//JJ|POS|UTR|SIN|IND|NOM//xcomp//92 med//PP//case//99 proportionalitetsprincipen//NN|UTR|SIN|DEF|NOM//obl//97 .//MAD//punct//92

2.3 Krav i offentliga upphandlingar;Vad//HP|NEU|SIN|IND//dislocated//2 som//HP|-|-|-//nsubj//2 är//VB|PRS|AKT//csubj//10 av//PP//case//4 vikt//NN|UTR|SIN|IND|NOM//obl//2 för//PP//case//6 detta//DT|NEU|SIN|DEF//det//7 utlåtande//NN|NEU|SIN|IND|NOM//advmod//2 är//VB|PRS|AKT//cop//10 EU-domstolens//NN|UTR|SIN|DEF|GEN//nmod:poss//10 avgörande//NN|NEU|SIN|IND|NOM//ROOT//10 i//PP//case//13 målet//NN|NEU|SIN|DEF|NOM//nmod//13 Contse//PM|NOM//nmod//10 .//MAD//punct//10
2.3 Krav i offentliga upphandlingar;I//PP//case//16 målet//NN|NEU|SIN|DEF|NOM//obl//17 hade//VB|PRT|AKT//aux//21 tre//RG|NOM//nummod//20 samarbetande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 företag//NN|NEU|PLU|IND|NOM//nsubj//21 begärt//VB|SUP|AKT//parataxis//10 överprövning//NN|UTR|SIN|IND|NOM//obj//21 av//PP//case//25 en//DT|UTR|SIN|IND//det//25 upphandling//NN|UTR|SIN|IND|NOM//nmod//22 av//PP//case//27 tjänster//NN|UTR|PLU|IND|NOM//nmod//25 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//29 hemrespiratorbehandlingar//NN|UTR|PLU|IND|NOM//nmod//27 och//KN//cc//32 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 tekniker//NN|UTR|PLU|IND|NOM//conj//29 för//PP//case//34 andningsstöd//NN|NEU|SIN|IND|NOM//nmod//32 .//MAD//punct//10
