Uppdraget;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 haft//VB|SUP|AKT//ROOT//2 i//PP//case//4 uppdrag//NN|NEU|SIN|IND|NOM//obj//2 att//IE//mark//6 se//VB|INF|AKT//acl//4 över//PL//compound:prt//6 det//DT|NEU|SIN|DEF//det//9 disciplinansvarssystem//NN|NEU|SIN|IND|NOM//obj//6 som//HP|-|-|-//nsubj//11 gäller//VB|PRS|AKT//acl:relcl//9 för//PP//case//13 Försvarsmakten//NN|UTR|SIN|DEF|NOM//obl//11 och//KN//cc//16 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 delar//NN|UTR|PLU|IND|NOM//conj//13 av//PP//case//18 totalförsvaret//NN|NEU|SIN|DEF|NOM//nmod//16 ,//MID//punct//21 och//KN//cc//21 föreslå//VB|INF|AKT//conj//2 de//DT|UTR/NEU|PLU|DEF//det//23 åtgärder//NN|UTR|PLU|IND|NOM//obj//21 som//HP|-|-|-//nsubj:pass//25 behövs//VB|PRS|SFO//acl:relcl//23 för//PP//mark//33 att//SN//mark//33 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//33 om//PP//case//30 disciplinansvar//NN|NEU|SIN|IND|NOM//nmod//28 bättre//AB|KOM//advmod//33 ska//VB|PRS|AKT//aux//33 passa//VB|INF|AKT//advcl//25 det//DT|NEU|SIN|DEF//det//36 reformerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//36 försvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//38 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 uppgifter//NN|UTR|PLU|IND|NOM//obj//33 .//MAD//punct//2
LDT:s tillämpningsområde;Även//AB//advmod//50 anställda//NN|UTR|PLU|IND|NOM//nsubj:pass//63 i//PP//case//52 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//50 som//HP|-|-|-//nsubj//54 tjänstgör//VB|PRS|AKT//acl:relcl//52 utomlands//AB//advmod//54 i//PP//case//60 en//DT|UTR|SIN|IND//det//60 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//60 militär//JJ|POS|UTR|SIN|IND|NOM//amod//60 insats//NN|UTR|SIN|IND|NOM//obl//54 bör//VB|PRS|AKT//aux//63 alltjämt//AB//advmod//63 omfattas//VB|INF|SFO//advcl//37 av//PP//case//65 LDT//PM|NOM//obl:agent//63 eftersom//SN//mark//68 lagen//NN|UTR|SIN|DEF|NOM//nsubj//68 medger//VB|PRS|AKT//advcl//63 att//SN//mark//73 en//DT|UTR|SIN|IND//det//72 disciplinär//JJ|POS|UTR|SIN|IND|NOM//amod//72 åtgärd//NN|UTR|SIN|IND|NOM//nsubj:pass//73 beslutas//VB|PRS|SFO//ccomp//68 på//PP//case//75 plats//NN|UTR|SIN|IND|NOM//obl//73 och//KN//cc//82 i//PP//case//79 direkt//JJ|POS|UTR|SIN|IND|NOM//amod//79 anslutning//NN|UTR|SIN|IND|NOM//obl//82 till//PP//case//82 den//DT|UTR|SIN|DEF//det//82 händelse//NN|UTR|SIN|IND|NOM//conj//73 som//HP|-|-|-//nsubj:pass//84 inträffat//VB|SUP|AKT//acl:relcl//82 .//MAD//punct//37
LDT:s tillämpningsområde;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//93 är//VB|PRS|AKT//cop//93 ,//MID//punct//91 enligt//PP//case//91 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//91 uppfattning//NN|UTR|SIN|IND|NOM//obl//93 ,//MID//punct//91 till//PP//advmod//104 gagn//NN|NEU|SIN|IND|NOM//fixed//93 för//PP//case//98 såväl//KN//advmod//98 förbandschefens//NN|UTR|SIN|DEF|GEN//nmod:poss//98 ledarroll//NN|UTR|SIN|IND|NOM//obl//93 som//KN//mark//101 för//PP//case//101 disciplinen//NN|UTR|SIN|DEF|NOM//obl//93 .//MAD//punct//93
LDT:s tillämpningsområde;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//104 anser//VB|PRS|AKT//advcl//37 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//104 av//PP//case//108 samma//DT|UTR/NEU|SIN/PLU|IND//det//108 skäl//NN|NEU|SIN|IND|NOM//obl//104 också//AB//advmod//110 motiverat//PC|PRF|NEU|SIN|IND|NOM//xcomp//104 att//SN//mark//118 de//DT|UTR/NEU|PLU|DEF//det//113 anställda//NN|UTR|PLU|IND|NOM//nsubj:pass//118 i//PP//case//115 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//113 även//AB//advmod//118 fortsättningsvis//AB//advmod//118 omfattas//VB|PRS|SFO//ccomp//104 av//PP//case//120 LDT//PM|NOM//obl:agent//118 under//PP//case//122 krigsförhållanden//NN|UTR|SIN|DEF|NOM//obl//118 .//MAD//punct//127
LDT:s tillämpningsområde;I//PP//case//126 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//126 situationer//NN|UTR|PLU|IND|NOM//obl//127 vilar//VB|PRS|AKT//conj//37 dessutom//AB//advmod//127 tjänstgöringen//NN|UTR|SIN|DEF|NOM//obj//127 på//PP//case//131 plikt//NN|UTR|SIN|IND|NOM//obl//127 varför//HA//advmod//127 grunden//NN|UTR|SIN|DEF|NOM//nsubj//127 för//PP//case//135 LOA//NN|AN//nmod//133 ://MID//punct//135 s//NN|NEU|SIN|IND|GEN//nummod//138 tillämpning//NN|UTR|SIN|IND|NOM//nmod//133 –//RG|NOM//punct//138 anställningsavtalet//NN|NEU|SIN|DEF|NOM//conj//138 –//RG|NOM//punct//140 inte//AB//advmod//144 heller//AB//advmod//144 föreligger//VB|PRS|AKT//conj//138 .//MAD//punct//37
LDT:s tillämpningsområde;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 prövat//VB|SUP|AKT//ROOT//2 om//SN//mark//5 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//5 finns//VB|PRS|SFO//ccomp//2 skäl//NN|NEU|PLU|IND|NOM//nsubj//5 att//IE//mark//8 ändra//VB|INF|AKT//acl//6 det//DT|NEU|SIN|DEF//det//11 disciplinära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//11 ansvarssystemet//NN|NEU|SIN|DEF|NOM//obj//8 inom//PP//case//13 totalförsvaret//NN|NEU|SIN|DEF|NOM//obl//8 genom//PP//mark//16 att//IE//mark//16 utvidga//VB|INF|AKT//advcl//8 LDT//PM|NOM//obj//16 ://MID//punct//2 s//PP//nummod//20 tillämpningsområde//NN|NEU|SIN|IND|NOM//parataxis//2 till//PP//mark//23 att//IE//mark//23 omfatta//VB|INF|AKT//acl//20 all//DT|UTR|SIN|IND/DEF//det//26 anställd//PC|PRF|UTR|SIN|IND|NOM//amod//26 personal//NN|UTR|SIN|IND|NOM//obj//23 i//PP//case//29 alla//DT|UTR/NEU|PLU|IND/DEF//det//29 tjänstgöringssituationer//NN|UTR|PLU|IND|NOM//obl//23 .//MAD//punct//2
LDT:s tillämpningsområde;Vi//PN|UTR|PLU|DEF|SUB//nsubj//33 har//VB|PRS|AKT//aux//33 erfarit//VB|SUP|AKT//parataxis//2 att//SN//mark//45 tillämpningen//NN|UTR|SIN|DEF|NOM//nsubj//45 av//PP//case//37 LOA//NN|AN//nmod//35 ://MID//punct//37 s//NN|AN//nummod//42 disciplinansvarsregler//NN|UTR|PLU|IND|NOM//nmod:poss//42 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 anställda//NN|UTR|PLU|IND|NOM//appos//37 inom//PP//case//44 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//42 fungerar//VB|PRS|AKT//ccomp//33 väl//AB|POS//advmod//45 ,//MID//punct//45 och//KN//cc//57 några//DT|UTR/NEU|PLU|IND//det//50 förslag//NN|NEU|PLU|IND|NOM//nsubj:pass//57 på//PP//case//53 en//DT|UTR|SIN|IND//det//53 förändring//NN|UTR|SIN|IND|NOM//nmod//50 har//VB|PRS|AKT//aux//57 inte//AB//advmod//57 heller//AB//advmod//57 väckts//VB|SUP|SFO//conj//45 från//PP//case//61 vare//KN//cc//61 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//fixed//59 arbetstagarhåll//NN|NEU|SIN|IND|NOM//obl//57 eller//KN//cc//64 från//PP//case//64 arbetsgivarsida//NN|UTR|SIN|IND|NOM//conj//61 .//MAD//punct//2
LDT:s tillämpningsområde;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//67 anser//VB|PRS|AKT//parataxis//2 därför//AB//advmod//67 att//SN//mark//70 anställda//NN|UTR|PLU|IND|NOM//xcomp//67 i//PP//case//72 Försvarsmakten//NN|UTR|SIN|DEF|NOM//obl//70 som//HP|-|-|-//nsubj//75 inte//AB//advmod//75 tjänstgör//VB|PRS|AKT//acl:relcl//72 utomlands//AB//advmod//75 i//PP//case//81 en//DT|UTR|SIN|IND//det//81 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//81 militär//JJ|POS|UTR|SIN|IND|NOM//amod//81 insats//NN|UTR|SIN|IND|NOM//obl//75 ,//MID//punct//87 i//PP//case//84 fredstid//NN|UTR|SIN|IND|NOM//obl//87 alltjämt//AB//advmod//87 ska//VB|PRS|AKT//aux//87 omfattas//VB|INF|SFO//acl:relcl//81 av//PP//case//89 LOA//NN|AN//obl:agent//87 .//MAD//punct//2

Åtgärder för tillrättavisning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 bör//VB|PRS|AKT//aux//2 finnas//VB|INF|SFO//ROOT//2 utrymme//NN|NEU|SIN|IND|NOM//obj//2 för//PP//mark//6 att//IE//mark//6 välja//VB|INF|AKT//advcl//2 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//obj//6 ,//MID//punct//12 och//KN//cc//12 mer//AB|KOM//advmod//11 konstruktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 åtgärder//NN|UTR|PLU|IND|NOM//conj//2 än//KN//mark//15 en//DT|UTR|SIN|IND//det//15 disciplinpåföljd//NN|UTR|SIN|IND|NOM//acl//12 för//PP//mark//18 att//IE//mark//18 få//VB|INF|AKT//acl//15 en//DT|UTR|SIN|IND//det//20 person//NN|UTR|SIN|IND|NOM//obj//18 som//HP|-|-|-//nsubj//24 har//VB|PRS|AKT//aux//24 varit//VB|SUP|AKT//cop//24 försumlig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//20 att//IE//mark//26 anpassa//VB|INF|AKT//advcl//24 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//26 till//PP//case//30 de//DT|UTR/NEU|PLU|DEF//det//30 regler//NN|UTR|PLU|IND|NOM//obl//26 som//HP|-|-|-//nsubj//32 gäller//VB|PRS|AKT//acl:relcl//30 för//PP//case//34 verksamheten//NN|UTR|SIN|DEF|NOM//obl//32 .//MAD//punct//12
Åtgärder för tillrättavisning;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//37 föreslår//VB|PRS|AKT//parataxis//12 därför//AB//advmod//37 att//SN//fixed//38 tillrättavisande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//43 och//KN//cc//42 stödjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//40 åtgärder//NN|UTR|PLU|IND|NOM//obl//37 i//PP//case//45 syfte//NN|NEU|SIN|IND|NOM//nmod//43 att//IE//mark//47 förbygga//VB|INF|AKT//acl//43 fel//PL//obj//47 och//KN//cc//50 oönskade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 beteenden//NN|NEU|PLU|IND|NOM//obj//47 bör//VB|PRS|AKT//aux//56 vara//VB|INF|AKT//cop//56 det//DT|NEU|SIN|DEF//det//56 främsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//56 medlet//NN|NEU|SIN|DEF|NOM//conj//37 för//PP//mark//59 att//IE//mark//59 upprätthåll//VB|INF|AKT//advcl//37 ordning//NN|UTR|SIN|IND|NOM//obj//59 och//KN//cc//62 säkerhet//NN|UTR|SIN|IND|NOM//conj//60 men//KN//cc//68 givetvis//AB//advmod//68 även//AB//advmod//68 en//DT|UTR|SIN|IND//det//68 god//JJ|POS|UTR|SIN|IND|NOM//amod//68 disciplin//NN|UTR|SIN|IND|NOM//conj//60 .//MAD//punct//37
Åtgärder för tillrättavisning;Vi//PN|UTR|PLU|DEF|SUB//nsubj//71 anser//VB|PRS|AKT//conj//37 därför//AB//mark//76 att//SN//fixed//72 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//76 behöver//VB|PRS|AKT//aux//76 fortsätta//VB|INF|AKT//advcl//71 att//IE//mark//78 utveckla//VB|INF|AKT//xcomp//76 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//80 metoder//NN|UTR|PLU|IND|NOM//obj//78 för//PP//case//82 chefssamtal//NN|NEU|PLU|IND|NOM//obl//78 i//PP//case//84 syfte//NN|NEU|SIN|IND|NOM//nmod//82 att//IE//mark//86 förebygga//VB|INF|AKT//advcl//78 fel//PL//obj//86 och//KN//cc//90 att//IE//mark//90 motivera//VB|INF|AKT//conj//86 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//90 som//HP|-|-|-//nsubj//94 är//VB|PRS|AKT//cop//94 försumlig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//91 till//PP//mark//97 att//IE//mark//97 anpassa//VB|INF|AKT//advcl//94 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//97 till//PP//case//101 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//101 regler//NN|UTR|PLU|IND|NOM//obl//97 .//MAD//punct//37
Åtgärder för tillrättavisning;De//DT|UTR/NEU|PLU|DEF//det//2 juridiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 förutsättningarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//7 för//PP//case//6 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 tillrättavisande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 åtgärder//NN|UTR|PLU|IND|NOM//nmod//2 skapas//VB|PRS|SFO//ROOT//7 genom//PP//case//10 en//DT|UTR|SIN|IND//det//10 förändring//NN|UTR|SIN|IND|NOM//obl//11 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//15 den//DT|UTR|SIN|DEF//det//15 nu//AB//advmod//14 obligatoriska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 skyldigheten//NN|UTR|SIN|DEF|NOM//obl:agent//7 i//PP//case//19 8//RG|NOM//nummod//18 §//NN|AN//nmod//19 LDT//PM|NOM//nmod//15 att//IE//mark//21 besluta//VB|INF|AKT//acl//15 om//PP//case//23 disciplinpåföljd//NN|UTR|SIN|IND|NOM//obl//21 i//PP//case//26 de//DT|UTR/NEU|PLU|DEF//det//26 fall//NN|NEU|PLU|IND|NOM//obl//21 som//HP|-|-|-//nsubj:pass//29 inte//AB//advmod//29 bedöms//VB|PRS|SFO//acl:relcl//26 som//KN//mark//31 ringa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//29 .//MAD//punct//7
Åtgärder för tillrättavisning;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//34 föreslår//VB|PRS|AKT//parataxis//7 därför//AB//advmod//34 att//SN//fixed//35 åläggandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//46 om//PP//mark//40 att//IE//mark//40 ingripa//VB|INF|AKT//acl//37 med//PP//case//42 disciplinpåföljd//NN|UTR|SIN|IND|NOM//obl//40 mot//PP//case//45 en//DT|UTR|SIN|IND//det//45 disciplinansvarig//NN|UTR|SIN|IND|NOM//nmod//42 tas//VB|INF|SFO//advcl//34 bort//PL//compound:prt//46 och//KN//cc//49 ersätts//VB|PRS|SFO//conj//46 med//PP//case//52 samma//DT|UTR/NEU|SIN/PLU|IND//det//52 uttryck//NN|NEU|SIN|IND|NOM//obl//49 som//HP|-|-|-//nsubj//54 finns//VB|PRS|SFO//acl:relcl//52 i//PP//case//58 14//RG|NOM//nummod//57 §//NN|AN//nmod//58 LOA//NN|AN//obl//54 .//MID//punct//34
Åtgärder för tillrättavisning;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//61 innebär//VB|PRS|AKT//parataxis//34 att//SN//mark//66 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//66 inte//AB//advmod//66 ska//VB|PRS|AKT//aux//66 föreligga//VB|INF|AKT//ccomp//61 en//DT|UTR|SIN|IND//det//68 plikt//NN|UTR|SIN|IND|NOM//obj//66 att//IE//mark//70 ingripa//VB|INF|AKT//acl//68 med//PP//case//73 disciplinär//JJ|POS|UTR|SIN|IND|NOM//amod//73 påföljd//NN|UTR|SIN|IND|NOM//obl//70 ,//MID//punct//80 utan//PP//mark//80 att//SN//mark//80 beslutsfattaren//NN|UTR|SIN|DEF|NOM//nsubj:pass//80 vid//PP//case//79 myndigheten//NN|UTR|SIN|DEF|NOM//nmod//77 ges//VB|PRS|SFO//conj//61 möjlighet//NN|UTR|SIN|IND|NOM//nsubj:pass//80 att//IE//mark//83 avgöra//VB|INF|AKT//acl//81 när//HA//mark//87 så//AB//advmod//87 ska//VB|PRS|AKT//aux//87 ske//VB|INF|AKT//advcl//83 .//MAD//punct//34
Åtgärder för tillrättavisning;Ändringen//NN|UTR|SIN|DEF|NOM//nsubj//90 kommer//VB|PRS|AKT//conj//7 till//PP//compound:prt//90 uttryck//NN|NEU|SIN|IND|NOM//fixed//91 genom//PP//mark//99 att//IE//mark//99 verbet//NN|NEU|SIN|DEF|NOM//nsubj:pass//99 s//PM|NOM//nummod//97 ka//PM|NOM//nmod//95  //_SP////97 ersätts//VB|PRS|SFO//advcl//90 med//PP//case//101 verbet//NN|NEU|SIN|DEF|NOM//obl//99 får//VB|PRS|AKT//conj//90 .//MAD//punct//7

Disciplinpåföljder;I//PP//case//2 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 arbete//NN|NEU|SIN|IND|NOM//obl//3 aktualiseras//VB|PRS|SFO//ROOT//3 frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//3 om//PP//case//6 disciplinpåföljden//NN|UTR|SIN|DEF|NOM//nmod//4 extratjänst//NN|UTR|SIN|IND|NOM//nmod//6 är//VB|PRS|AKT//cop//9 förenlig//JJ|POS|UTR|SIN|IND|NOM//xcomp//3 med//PP//case//13 Sveriges//PM|GEN//nmod:poss//13 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 förpliktelser//NN|UTR|PLU|IND|NOM//obl//9 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//15 tvångsarbete//NN|NEU|SIN|IND|NOM//nmod//13 .//MAD//punct//3
Disciplinpåföljder;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//18 slutsats//NN|UTR|SIN|IND|NOM//nsubj//19 är//VB|PRS|AKT//parataxis//3 att//SN//mark//27 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//27 under//PP//case//24 alla//DT|UTR/NEU|PLU|IND/DEF//det//24 förhållanden//NN|NEU|PLU|IND|NOM//obl//27 inte//AB//advmod//27 är//VB|PRS|AKT//cop//27 förenligt//JJ|POS|NEU|SIN|IND|NOM//ccomp//19 med//PP//case//30 Sveriges//PM|GEN//nmod:poss//30 åtaganden//NN|NEU|PLU|IND|NOM//obl//27 enligt//PP//case//32 ILO-konventionerna//NN|UTR|PLU|DEF|NOM//nmod//30 nr//NN|AN//nmod//34 29//RG|NOM//nmod//32 och//KN//cc//36 105//RG|NOM//conj//32 att//IE//mark//38 använda//VB|INF|AKT//csubj//27 extratjänst//NN|UTR|SIN|IND|NOM//obj//38 som//KN//mark//42 disciplinär//JJ|POS|UTR|SIN|IND|NOM//amod//42 åtgärd//NN|UTR|SIN|IND|NOM//obl//38 på//PP//case//44 sätt//NN|NEU|SIN|IND|NOM//nmod//42 som//KN//mark//47 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//47 lagstiftning//NN|UTR|SIN|IND|NOM//nmod//42 (//PAD//punct//47 LDT//PM|NOM//appos//47 )//PAD//punct//51 lämnar//VB|PRS|AKT//conj//3 utrymme//NN|NEU|SIN|IND|NOM//obj//51 för//PP//case//51 .//MAD//punct//3
Disciplinpåföljder;Under//PP//case//2 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 kartläggning//NN|UTR|SIN|IND|NOM//obl//7 av//PP//case//4 praxis//NN|UTR|SIN|IND|NOM//nmod//2 har//VB|PRS|AKT//aux//7 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//7 framgått//VB|SUP|AKT//ROOT//7 att//SN//mark//11 extratjänst//NN|UTR|SIN|IND|NOM//nsubj:pass//11 inte//AB//advmod//11 används//VB|PRS|SFO//ccomp//7 som//KN//mark//13 disciplinpåföljd//NN|UTR|SIN|IND|NOM//xcomp//11 .//MAD//punct//7
Disciplinpåföljder;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//19 har//VB|PRS|AKT//aux//19 inte//AB//advmod//19 heller//AB//advmod//19 framkommit//VB|SUP|AKT//parataxis//7 starka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 skäl//NN|NEU|PLU|IND|NOM//obj//19 för//PP//mark//24 att//IE//mark//24 behålla//VB|INF|AKT//advcl//19 extratjänsten//NN|UTR|SIN|DEF|NOM//obj//24 .//MAD//punct//19
Disciplinpåföljder;Med//PP//mark//33 utgångspunkt//NN|UTR|SIN|IND|NOM//fixed//27 från//PP//fixed//27 att//SN//mark//33 extratjänsten//NN|UTR|SIN|DEF|NOM//nsubj:pass//33 kan//VB|PRS|AKT//aux//33 ifrågasättas//VB|INF|SFO//advcl//19 på//PP//case//37 såväl//KN//advmod//37 konventionsmässig//JJ|POS|UTR|SIN|IND|NOM//amod//37 grund//NN|UTR|SIN|IND|NOM//obl//33 som//HP|-|-|-//nsubj//45 utifrån//PP//case//40 behovet//NN|NEU|SIN|DEF|NOM//obl//45 i//PP//case//44 det//DT|NEU|SIN|DEF//det//44 reformerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//44 försvaret//NN|NEU|SIN|DEF|NOM//nmod//40 föreslår//VB|PRS|AKT//acl:relcl//37 utredningen//NN|UTR|SIN|DEF|NOM//obj//45 att//SN//mark//49 extratjänsten//NN|UTR|SIN|DEF|NOM//nsubj:pass//49 avskaffas//VB|PRS|SFO//ccomp//45 som//KN//mark//52 disciplinär//JJ|POS|UTR|SIN|IND|NOM//amod//52 påföljd//NN|UTR|SIN|IND|NOM//xcomp//49 i//PP//case//54 LDT//PM|NOM//nmod//52 .//MAD//punct//7

Officersaspiranters disciplinansvar;Officersaspiranter//NN|UTR|PLU|IND|NOM//nsubj//6 som//HP|-|-|-//nsubj//2 genomgår//VB|PRS|AKT//acl:relcl//0 officersprogrammet//NN|NEU|SIN|DEF|NOM//obj//2 inom//PP//case//5 Försvarshögskolan//NN|UTR|SIN|DEF|NOM//nmod//3 genomför//VB|PRS|AKT//ROOT//6 delar//NN|UTR|PLU|IND|NOM//obj//6 av//PP//case//9 studietiden//NN|UTR|SIN|DEF|NOM//nmod//7 vid//PP//case//11 Försvarsmakten//NN|UTR|SIN|DEF|NOM//obl//6 .//MAD//punct//6
Officersaspiranters disciplinansvar;De//DT|UTR/NEU|PLU|DEF//det//15 skilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//15 utbildningsplatserna//NN|UTR|PLU|DEF|NOM//nsubj//21 har//VB|PRS|AKT//aux//21 i//PP//case//18 tillämpningen//NN|UTR|SIN|DEF|NOM//obl//21 kommit//VB|SUP|AKT//aux//21 att//IE//mark//21 innebära//VB|INF|AKT//parataxis//6 att//SN//mark//27 officersaspiranter//NN|UTR|PLU|IND|NOM//nsubj:pass//27 under//PP//case//26 sin//PS|UTR|SIN|DEF//nmod:poss//26 utbildningstid//NN|UTR|SIN|IND|NOM//nmod//23 omfattas//VB|PRS|SFO//ccomp//21 av//PP//case//32 två//RG|NOM//nummod//32 parallella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 disciplinära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 regelverk//NN|NEU|PLU|IND|NOM//obl:agent//27 ,//MID//punct//34 nämligen//AB//advcl//6 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//34 om//PP//case//38 disciplinära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//det//38 åtgärder//NN|UTR|PLU|IND|NOM//nmod//35 i//PP//case//40 högskoleförordningen//NN|UTR|SIN|DEF|NOM//nmod//38 och//KN//cc//42 bestämmelserna//NN|UTR|PLU|DEF|NOM//conj//40 i//PP//case//44 LDT//PM|NOM//nmod//42 .//MAD//punct//6
Officersaspiranters disciplinansvar;Genom//PP//cc//59 att//SN//mark//54 två//RG|NOM//nummod//50 disciplinära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 regelverk//NN|NEU|PLU|IND|NOM//nsubj//54 kan//VB|PRS|AKT//aux//54 vara//VB|INF|AKT//cop//54 tillämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//fixed//46 en//DT|UTR|SIN|IND//det//58 och//KN//cc//58 samma//DT|UTR/NEU|SIN/PLU|IND//amod//58 förseelse//NN|UTR|SIN|IND|NOM//obl//59 ges//VB|PRS|SFO//conj//6 alltså//AB//advmod//59 utrymme//NN|NEU|SIN|IND|NOM//obj//59 för//PP//mark//68 att//SN//fixed//62 disciplinpåföljder//NN|UTR|PLU|IND|NOM//nsubj:pass//68 kan//VB|PRS|AKT//aux//68 komma//VB|INF|AKT//aux//68 att//IE//mark//68 åläggas//VB|INF|SFO//advcl//59 av//PP//case//71 såväl//KN//advmod//71 Försvarshögskolan//NN|UTR|SIN|DEF|NOM//obl:agent//68 som//KN//mark//73 Försvarsmakten//NN|UTR|SIN|DEF|NOM//conj//71 .//MAD//punct//6
Officersaspiranters disciplinansvar;Mot//PP//case//77 den//DT|UTR|SIN|DEF//det//77 bakgrunden//NN|UTR|SIN|DEF|NOM//obl//80 bör//VB|PRS|AKT//aux//80 lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//80 utformas//VB|INF|SFO//conj//6 så//AB//mark//84 att//SN//fixed//81 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//84 förhindrar//VB|PRS|AKT//advcl//80 att//SN//mark//89 dubbla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//87 disciplinförfaranden//NN|UTR|SIN|DEF|NOM//nsubj//89 kan//VB|PRS|AKT//aux//89 uppkomma//VB|INF|AKT//ccomp//84 eller//KN//cc//97 att//SN//mark//97 en//DT|UTR|SIN|IND//det//93 disciplinförseelse//NN|UTR|SIN|IND|NOM//nsubj//97 till//PP//case//97 följd//NN|UTR|SIN|IND|NOM//fixed//94 av//PP//fixed//94 förbiseende//NN|NEU|SIN|IND|NOM//conj//89 eller//KN//cc//99 oklarhet//NN|UTR|SIN|IND|NOM//conj//97 kring//PP//case//101 ansvaret//NN|NEU|SIN|DEF|NOM//nmod//99 lämnas//VB|PRS|SFO//conj//89 utan//PP//case//104 åtgärd//NN|UTR|SIN|IND|NOM//obl//102 .//MAD//punct//6
