Till statsrådet Lars-Erik Lövdén ;Statsrådet//NN|NEU|SIN|DEF|NOM//nmod//1 Lars-Erik//PM|NOM//nsubj//3 Lövdén//PM|NOM//flat:name//1 har//VB|PRS|AKT//ROOT//3 den//DT|UTR|SIN|DEF//det//6 24//RG|NOM//nummod//6 oktober//NN|UTR|SIN|IND|NOM//obj//3 2000//RG|NOM//nummod//6 gett//VB|SUP|AKT//conj//3 dåvarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 generaldirektören//NN|UTR|SIN|DEF|NOM//nmod//11 Birger//PM|NOM//obj//8 Bäckström//PM|NOM//flat:name//11 uppdraget//NN|NEU|SIN|DEF|NOM//flat:name//11 att//IE//mark//15 följa//VB|INF|AKT//xcomp//8 upp//PL//compound:prt//15 och//KN//cc//18 stödja//VB|INF|AKT//conj//15 de//DT|UTR/NEU|PLU|DEF//det//20 kommuner//NN|UTR|PLU|IND|NOM//obj//18 och//KN//cc//22 landsting//NN|NEU|PLU|IND|NOM//conj//20 vars//HS|DEF//nmod:poss//24 ansökningar//NN|UTR|PLU|IND|NOM//nsubj:pass//25 beretts//VB|SUP|SFO//acl:relcl//20 av//PP//case//27 Kommundelegationen//NN|UTR|SIN|DEF|NOM//obl:agent//25 och//KN//cc//32 som//HP|-|-|-//nsubj:pass//32 av//PP//case//31 regeringen//NN|UTR|SIN|DEF|NOM//obl//32 beviljats//VB|SUP|SFO//conj//25 bidrag//NN|NEU|PLU|IND|NOM//obj//32 från//PP//case//36 anslaget//NN|NEU|SIN|DEF|NOM//nmod//36 Bidrag//NN|NEU|PLU|IND|NOM//nmod//33 till//PP//case//39 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//39 insatser//NN|UTR|PLU|IND|NOM//obl//32 i//PP//case//42 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 kommuner//NN|UTR|PLU|IND|NOM//nmod//39 och//KN//cc//44 landsting//NN|NEU|SIN|IND|NOM//conj//42 .//MAD//punct//3
4.4.2 Ekonomisk sanering underlättas av undantagstillstånd;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//49 var//VB|PRT|AKT//cop//50 händelser//NN|UTR|PLU|IND|NOM//parataxis//35 som//HP|-|-|-//obl//54 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//54 sannolikt//AB|POS//advmod//54 talades//VB|PRT|SFO//acl:relcl//50 om//PL//case//51 i//PP//case//58 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//58 kommunen//NN|UTR|SIN|DEF|NOM//obl//54 och//KN//cc//63 inte//AB//advmod//63 enbart//AB//advmod//63 inom//PP//case//63 kommunledning//NN|UTR|SIN|IND|NOM//conj//58 eller//KN//cc//66 på//PP//case//66 ekonomikontoret//NN|NEU|SIN|DEF|NOM//conj//63 .//MAD//punct//35
4.4.2 Ekonomisk sanering underlättas av undantagstillstånd;Händelserna//NN|UTR|PLU|DEF|NOM//nsubj//69 skapade//VB|PRT|AKT//parataxis//35 insikt//NN|UTR|SIN|IND|NOM//obj//69 om//PP//mark//74 att//SN//mark//74 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//74 befann//VB|PRT|AKT//advcl//69 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//74 i//PP//case//80 en//DT|UTR|SIN|IND//det//80 synnerligen//AB//advmod//79 besvärlig//JJ|POS|UTR|SIN|IND|NOM//amod//80 situation//NN|UTR|SIN|IND|NOM//obl//74 och//KN//cc//85 att//SN//mark//85 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//85 var//VB|PRT|AKT//cop//85 allvar//NN|NEU|SIN|IND|NOM//conj//74 den//DT|UTR|SIN|DEF//det//88 här//AB//fixed//86 gången//NN|UTR|SIN|DEF|NOM//obl//85 .//MAD//punct//35
4.4.2 Ekonomisk sanering underlättas av undantagstillstånd;Ett//DT|NEU|SIN|IND//det//91 exempel//NN|NEU|SIN|IND|NOM//nsubj//100 på//PP//case//94 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//94 händelser//NN|UTR|PLU|IND|NOM//nmod//91 var//VB|PRT|AKT//cop//100 när//HA//advmod//100 fullt//AB|POS//advmod//98 beboeliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//99 bostadsbyggnader//NN|UTR|PLU|IND|NOM//nsubj:pass//100 revs//VB|PRT|SFO//parataxis//35 .//MID//punct//35
4.4.2 Ekonomisk sanering underlättas av undantagstillstånd;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//106 var//VB|PRT|AKT//cop//106 ett//DT|NEU|SIN|IND//det//106 tydligt//JJ|POS|NEU|SIN|IND|NOM//amod//106 tecken//NN|NEU|SIN|IND|NOM//parataxis//35 på//PP//mark//110 att//SN//mark//110 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//110 hade//VB|PRT|AKT//acl//106 allvarliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//112 problem//NN|NEU|PLU|IND|NOM//obj//110 .//MAD//punct//35
4.4.2 Ekonomisk sanering underlättas av undantagstillstånd;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//115 blev//VB|PRT|AKT//parataxis//35 fysiskt//AB|POS//advmod//117 påtagligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//115 att//SN//mark//122 den//DT|UTR|SIN|DEF//det//121 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//121 ekonomin//NN|UTR|SIN|DEF|NOM//nsubj//122 befann//VB|PRT|AKT//acl//117 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//122 i//PP//case//125 något//PN|NEU|SIN|IND|SUB/OBJ//obl//122 som//HP|-|-|-//nsubj:pass//128 kan//VB|PRS|AKT//aux//128 betecknas//VB|INF|SFO//acl:relcl//125 som//KN//mark//130 undantagstillstånd//NN|NEU|SIN|IND|NOM//xcomp//128 .//MAD//punct//115
4.4.2 Ekonomisk sanering underlättas av undantagstillstånd;Ett//DT|NEU|SIN|IND//det//134 annat//JJ|POS|NEU|SIN|IND|NOM//amod//134 exempel//NN|NEU|SIN|IND|NOM//nsubj//135 var//VB|PRT|AKT//advcl//35 när//HA//mark//140 bankerna//NN|UTR|PLU|DEF|NOM//nsubj//140 inte//AB//advmod//140 längre//AB|KOM//advmod//140 beviljade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//141 lån//NN|NEU|PLU|IND|NOM//obj//135 ,//MID//punct//147 vilket//HP|NEU|SIN|IND//nsubj//147 var//VB|PRT|AKT//cop//147 ett//DT|NEU|SIN|IND//det//147 omedelbart//JJ|POS|NEU|SIN|IND|NOM//advmod//147 hot//NN|NEU|SIN|IND|NOM//advcl//35 mot//PP//case//149 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//147 .//MAD//punct//35
4.4.2 Ekonomisk sanering underlättas av undantagstillstånd;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//154 var//VB|PRT|AKT//cop//154 ett//DT|NEU|SIN|IND//det//154 budskap//NN|NEU|SIN|IND|NOM//parataxis//35 från//PP//case//157 oväntat//JJ|POS|NEU|SIN|IND|NOM//amod//157 håll//NN|NEU|SIN|IND|NOM//nmod//154 om//PP//mark//164 att//SN//mark//164 kommunens//NN|UTR|SIN|DEF|GEN//nmod:poss//161 ekonomi//NN|UTR|SIN|IND|NOM//nsubj//164 var//VB|PRT|AKT//cop//164 synnerligen//AB//advmod//164 svag//JJ|POS|UTR|SIN|IND|NOM//acl//154 .//MAD//punct//154
4.4.2 Ekonomisk sanering underlättas av undantagstillstånd;Politiker//NN|UTR|PLU|IND|NOM//nsubj//169 och//KN//cc//168 verksamhetsansvariga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//166 hade//VB|PRT|AKT//aux//175 sannolikt//AB|POS//advmod//175 de//DT|UTR/NEU|PLU|DEF//det//174 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//174 tjugo//RG|NOM//nummod//174 åren//NN|NEU|PLU|DEF|NOM//nsubj//175 lyssnat//VB|SUP|AKT//advcl//35 på//PP//case//178 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//178 larmrapporter//NN|UTR|PLU|IND|NOM//obl//175 från//PP//case//180 ekonomikontoret//NN|NEU|SIN|DEF|NOM//obl//175 som//HP|-|-|-//nsubj//182 försökt//VB|SUP|AKT//acl:relcl//180 få//VB|INF|AKT//xcomp//182 till//PP//compound:prt//183 stånd//NN|NEU|SIN|IND|NOM//fixed//184 besparingar//NN|UTR|PLU|IND|NOM//obj//183 .//MID//punct//35
4.4.2 Ekonomisk sanering underlättas av undantagstillstånd;När//HA//mark//190 signalen//NN|UTR|SIN|DEF|NOM//nsubj//190 kom//VB|PRT|AKT//advcl//194 från//PP//case//193 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//193 kreditgivare//NN|UTR|PLU|IND|NOM//obl//190 blev//VB|PRT|AKT//parataxis//35 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//194 mångdubbelt//AB|POS//advmod//197 starkare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//194 och//KN//cc//199 uppammade//VB|PRT|AKT//conj//194 en//DT|UTR|SIN|IND//det//202 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//202 acceptans//NN|UTR|SIN|IND|NOM//obj//199 för//PP//case//204 åtgärder//NN|UTR|PLU|IND|NOM//nmod//202 .//MAD//punct//35

4.4.3 Bättre att samverka än att överutnyttja befintlig personal;Många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 bekymrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//2 uttalanden//NN|NEU|PLU|IND|NOM//nsubj:pass//3 gjordes//VB|PRT|SFO//ROOT//3 under//PP//case//5 intervjuerna//NN|UTR|PLU|DEF|NOM//obl//3 .//MID//punct//3
4.4.3 Bättre att samverka än att överutnyttja befintlig personal;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//8 gällde//VB|PRT|AKT//parataxis//3 dock//AB//advmod//8 inte//AB//advmod//8 i//PP//advmod//8 första//RO|NOM//fixed//11 hand//NN|UTR|SIN|IND|NOM//fixed//11 möjligheterna//NN|UTR|PLU|DEF|NOM//obj//8 att//IE//mark//16 bibehålla//VB|INF|AKT//acl//14 en//DT|UTR|SIN|IND//det//18 ekonomi//NN|UTR|SIN|IND|NOM//obj//16 i//PP//case//20 balans//NN|UTR|SIN|IND|NOM//obl//16 .//MAD//punct//8
4.4.3 Bättre att samverka än att överutnyttja befintlig personal;För//PP//case//25 ett//DT|NEU|SIN|IND//det//24 par//NN|NEU|SIN|IND|NOM//nmod//25 kommuner//NN|UTR|PLU|IND|NOM//obl//26 kvarstår//VB|PRS|AKT//conj//8 förvisso//AB//advmod//26 farhågorna//NN|UTR|PLU|DEF|NOM//obj//26 kring//PP//case//30 ekonomin//NN|UTR|SIN|DEF|NOM//nmod//28 och//KN//cc//33 alla//DT|UTR/NEU|PLU|IND/DEF//det//33 fem//RG|NOM//nsubj//36 är//VB|PRS|AKT//cop//36 mycket//AB|POS//advmod//36 sårbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//26 i//PP//case//39 ekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//39 hänseende//NN|NEU|SIN|IND|NOM//obl//36 .//MAD//punct//8
4.4.3 Bättre att samverka än att överutnyttja befintlig personal;Men//KN//cc//43 ekonomin//NN|UTR|SIN|DEF|NOM//nsubj//43 ser//VB|PRS|AKT//conj//8 väsentligt//AB|POS//advmod//45 bättre//AB|KOM//advmod//43 ut//PL//compound:prt//43 för//PP//case//51 alla//DT|UTR/NEU|PLU|IND/DEF//det//51 de//DT|UTR/NEU|PLU|DEF//det//51 fem//RG|NOM//nummod//51 kommunerna//NN|UTR|PLU|DEF|NOM//obl//43 och//KN//cc//54 för//PP//case//54 tre//RG|NOM//conj//51 av//PP//case//56 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//54 ser//VB|PRS|AKT//conj//8 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//57 tämligen//AB//advmod//60 bra//AB|POS//xcomp//57 ut//AB//compound:prt//57 .//MAD//punct//8
4.4.3 Bättre att samverka än att överutnyttja befintlig personal;De//DT|UTR/NEU|PLU|DEF//det//3 riktigt//AB//advmod//2 bekymrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//3 uttalandena//NN|NEU|PLU|DEF|NOM//nsubj//4 handlade//VB|PRT|AKT//ROOT//4 om//PP//case//7 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 saker//NN|UTR|PLU|IND|NOM//obl//4 .//MAD//punct//4
4.4.3 Bättre att samverka än att överutnyttja befintlig personal;Bland//PP//advmod//11 annat//PN|NEU|SIN|IND|SUB/OBJ//fixed//9 problematiserades//VB|PRT|SFO//conj//4 besparingarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//13 effekter//NN|UTR|PLU|IND|NOM//nsubj:pass//11 på//PP//case//15 personalen//NN|UTR|SIN|DEF|NOM//nmod//13 .//MAD//punct//11
4.4.3 Bättre att samverka än att överutnyttja befintlig personal;De//DT|UTR/NEU|PLU|DEF//det//18 intervjuade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nsubj//19 bedömde//VB|PRT|AKT//parataxis//11 att//SN//mark//27 personalen//NN|UTR|SIN|DEF|NOM//nsubj//27 inom//PP//case//24 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//24 verksamheter//NN|UTR|PLU|IND|NOM//nmod//21 var//VB|PRT|AKT//cop//27 hårt//AB|POS//advmod//27 ansträngd//PC|PRF|UTR|SIN|IND|NOM//ccomp//19 och//KN//cc//32 att//SN//mark//32 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//32 var//VB|PRT|AKT//cop//32 motiverat//PC|PRF|NEU|SIN|IND|NOM//conj//27 med//PP//case//35 mer//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 personal//NN|UTR|SIN|IND|NOM//obl//32 .//MAD//punct//19
4.4.3 Bättre att samverka än att överutnyttja befintlig personal;Istället//AB//advmod//38 belastades//VB|PRT|SFO//conj//19 den//DT|UTR|SIN|DEF//det//41 befintliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//41 personalen//NN|UTR|SIN|DEF|NOM//nsubj:pass//38 allt//AB//advmod//43 hårdare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//38 .//MAD//punct//11
4.4.3 Bättre att samverka än att överutnyttja befintlig personal;Många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//46 befarade//VB|PRT|AKT//parataxis//11 att//SN//mark//49 kostnader//NN|UTR|PLU|IND|NOM//nsubj:pass//49 sköts//VB|PRS|SFO//ccomp//46 på//PP//case//51 framtiden//NN|UTR|SIN|DEF|NOM//obl//49 när//HA//mark//55 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//55 inte//AB//advmod//55 satsade//VB|PRT|AKT//advcl//49 på//PP//case//59 de//DT|UTR/NEU|PLU|DEF//det//59 utsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//59 personalgrupperna//NN|UTR|PLU|DEF|NOM//obl//55 .//MAD//punct//46
4.4.3 Bättre att samverka än att överutnyttja befintlig personal;Risken//NN|UTR|SIN|DEF|NOM//parataxis//46 var//VB|PRT|AKT//nmod//61 ,//MID//punct//64 menade//VB|PRT|AKT//conj//46 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//64 ,//MID//punct//64 att//SN//mark//74 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//74 i//PP//case//70 framtiden//NN|UTR|SIN|DEF|NOM//nmod//68 kommer//VB|PRS|AKT//aux//74 att//IE//mark//74 få//VB|INF|AKT//aux//74 betala//VB|INF|AKT//ccomp//64 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//76 besparingar//NN|UTR|PLU|IND|NOM//obj//74 dyrt//AB|POS//advmod//74 .//MAD//punct//46
4.4.3 Bättre att samverka än att överutnyttja befintlig personal;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//80 befarade//VB|PRT|AKT//parataxis//46 att//SN//mark//88 även//AB//advmod//88 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//88 på//PP//advmod//88 sikt//NN|UTR|SIN|IND|NOM//fixed//84 kommer//VB|PRS|AKT//aux//88 att//IE//mark//88 visa//VB|INF|AKT//ccomp//80 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//88 vara//VB|INF|AKT//cop//91 olönsamt//JJ|POS|NEU|SIN|IND|NOM//xcomp//88 .//MAD//punct//4
4.4.3 Bättre att samverka än att överutnyttja befintlig personal;Uppenbarligen//AB//obl//1 kvarstår//VB|PRS|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//3 problematik//NN|UTR|SIN|IND|NOM//nsubj//1 som//HP|-|-|-//nsubj//7 är//VB|PRS|AKT//cop//7 så//AB//advmod//7 vanlig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//3 i//PP//case//10 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 organisationer//NN|UTR|PLU|IND|NOM//obl//7 att//SN//mark//18 kommuner//NN|UTR|PLU|IND|NOM//nsubj:pass//18 som//HP|-|-|-//nsubj//15 redan//AB//advmod//15 har//VB|PRS|AKT//acl:relcl//12 svag//JJ|POS|UTR|SIN|IND|NOM//amod//17 ekonomi//NN|UTR|SIN|IND|NOM//obj//15 kläms//VB|PRS|SFO//advcl//7 mellan//PP//case//20 kraven//NN|NEU|PLU|DEF|NOM//obl//18 på//PP//case//23 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//23 balans//NN|UTR|SIN|IND|NOM//nmod//20 och//KN//cc//26 verksamhetsmässiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 förbättringar//NN|UTR|PLU|IND|NOM//conj//23 .//MAD//punct//3
4.4.3 Bättre att samverka än att överutnyttja befintlig personal;Lösningen//NN|UTR|SIN|DEF|NOM//nsubj//31 på//PP//case//30 problemet//NN|NEU|SIN|DEF|NOM//nmod//28 förutsätter//VB|PRS|AKT//parataxis//1 rationaliseringar//NN|UTR|PLU|IND|NOM//obj//31 (//PAD//punct//35 eller//KN//cc//35 effektiviseringar//NN|UTR|PLU|IND|NOM//conj//32 om//SN//mark//39 man//PN|UTR|SIN|IND|SUB//nsubj//39 så//AB//advmod//39 vill//VB|PRS|AKT//acl//35 )//PAD//punct//31 .//MAD//punct//31
4.4.3 Bättre att samverka än att överutnyttja befintlig personal;Flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//43 politiker//NN|UTR|PLU|IND|NOM//nsubj//46 och//KN//cc//45 tjänstemän//NN|UTR|PLU|IND|NOM//conj//43 framhöll//VB|PRT|AKT//conj//31 att//SN//mark//53 gränsen//NN|UTR|SIN|DEF|NOM//nsubj//53 för//PP//case//51 inomkommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 rationaliseringar//NN|UTR|PLU|IND|NOM//nmod//48 var//VB|PRT|AKT//cop//53 nådd//PC|PRF|UTR|SIN|IND|NOM//ccomp//46 och//KN//cc//57 att//SN//mark//57 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//57 måste//VB|PRS|AKT//conj//53 till//PP//case//59 samverkan//NN|UTR|SIN|IND|NOM//obl//57 över//PP//case//61 kommungränserna//NN|UTR|PLU|DEF|NOM//nmod//59 för//PP//mark//64 att//IE//mark//64 finna//VB|INF|AKT//advcl//57 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 rationaliseringsmöjligheter//NN|UTR|PLU|IND|NOM//obj//64 .//MAD//punct//31
4.4.3 Bättre att samverka än att överutnyttja befintlig personal;Samverkan//NN|UTR|SIN|IND|NOM//nsubj//69 förefaller//VB|PRS|AKT//parataxis//31 vara//VB|INF|AKT//cop//73 ett//DT|NEU|SIN|IND//det//73 modernt//JJ|POS|NEU|SIN|IND|NOM//amod//73 rationaliseringsinstrument//NN|NEU|SIN|IND|NOM//xcomp//69 för//PP//case//75 närvarande//NN|NEU|SIN|IND|NOM//nmod//73 .//MAD//punct//31

4.5 Förklaring till framgångsrik vändning;Den//DT|UTR|SIN|DEF//det//2 intressantaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//2 frågan//NN|UTR|SIN|DEF|NOM//nsubj//5 i//PP//case//4 rapporten//NN|UTR|SIN|DEF|NOM//nmod//2 är//VB|PRS|AKT//ROOT//5 vad//HP|NEU|SIN|IND//dislocated//8 som//HP|-|-|-//nsubj//8 förklarar//VB|PRS|AKT//ccomp//5 varför//HA//advmod//8 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 kommuner//NN|UTR|PLU|IND|NOM//nsubj//12 lyckas//VB|PRS|SFO//ccomp//8 vända//VB|INF|AKT//xcomp//12 en//DT|UTR|SIN|IND//det//17 bekymmersam//JJ|POS|UTR|SIN|IND|NOM//amod//17 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//17 utveckling//NN|UTR|SIN|IND|NOM//obj//13 .//MAD//punct//5
4.5 Förklaring till framgångsrik vändning;Den//DT|UTR|SIN|DEF//det//21 institutionella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//21 ansatsen//NN|UTR|SIN|DEF|NOM//nsubj//22 innebär//VB|PRS|AKT//parataxis//5 att//SN//mark//25 förklaringar//NN|UTR|PLU|IND|NOM//nsubj:pass//25 söks//VB|PRS|SFO//ccomp//22 i//PP//case//29 det//DT|NEU|SIN|DEF//det//29 institutionella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//29 arrangemanget//NN|NEU|SIN|DEF|NOM//obl//25 och//KN//cc//32 i//PP//case//32 samspelet//NN|NEU|SIN|DEF|NOM//conj//29 mellan//PP//case//34 institutionerna//NN|UTR|PLU|DEF|NOM//nmod//32 och//KN//cc//36 aktörerna//NN|UTR|PLU|DEF|NOM//conj//34 .//MAD//punct//22
4.5 Förklaring till framgångsrik vändning;Förklaringar//NN|UTR|PLU|IND|NOM//nsubj:pass//41 till//PP//case//40 förändringen//NN|UTR|SIN|DEF|NOM//nmod//38 söks//VB|PRS|SFO//conj//22 i//PP//mark//46 att//SN//mark//46 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 institutioner//NN|UTR|PLU|IND|NOM//nsubj//46 tillkommit//VB|SUP|AKT//advcl//41 ,//MID//punct//52 i//PP//mark//52 att//SN//mark//52 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 aktörer//NN|UTR|PLU|IND|NOM//nsubj//52 tillträtt//VB|SUP|AKT//advcl//41 och//KN//cc//61 i//PP//mark//61 att//SN//mark//61 samspelet//NN|NEU|SIN|DEF|NOM//nsubj//61 mellan//PP//case//58 institution//NN|UTR|SIN|IND|NOM//nmod//56 och//KN//cc//60 aktör//NN|UTR|SIN|IND|NOM//conj//58 medfört//VB|SUP|AKT//conj//41 annorlunda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//63 åtgärder//NN|UTR|PLU|IND|NOM//obj//61 och//KN//cc//65 förändrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//41 institutioner//NN|UTR|PLU|IND|NOM//obj//65 .//MAD//punct//22

4.5.1 Åtgärder och förutsättningar;En//DT|UTR|SIN|IND//det//1 rad//NN|UTR|SIN|IND|NOM//nmod//2 orsaker//NN|UTR|PLU|IND|NOM//nsubj//3 framträder//VB|PRS|AKT//ROOT//3 när//HA//mark//8 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//6 vändning//NN|UTR|SIN|IND|NOM//nsubj:pass//8 skall//VB|PRS|AKT//aux//8 förklaras//VB|INF|SFO//advcl//3 .//MAD//punct//3
4.5.1 Åtgärder och förutsättningar;Centralisering//NN|UTR|SIN|IND|NOM//nsubj//11 ägde//VB|PRT|AKT//conj//3 rum//NN|NEU|SIN|IND|NOM//obj//11 ,//MID//punct//15 ledarskapet//NN|NEU|SIN|DEF|NOM//nsubj:pass//15 förändrades//VB|PRT|SFO//conj//11 ,//MID//punct//15 de//DT|UTR/NEU|PLU|DEF//det//19 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 partierna//NN|NEU|PLU|DEF|NOM//nsubj//20 blev//VB|PRT|AKT//conj//3 mer//AB|KOM//advmod//22 överens//AB//xcomp//20 ,//MID//punct//20 insikten//NN|UTR|SIN|DEF|NOM//nsubj//32 om//PP//case//27 vilken//HD|UTR|SIN|IND//det//27 situation//NN|UTR|SIN|IND|NOM//nmod//24 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//29 befann//VB|PRT|AKT//acl:relcl//27 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//29 i//PP//advmod//29 spred//VB|PRT|AKT//conj//20 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//32 ,//MID//punct//32 det//DT|NEU|SIN|DEF//det//38 extra//AB//amod//38 finansiella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//38 stödet//NN|NEU|SIN|DEF|NOM//nsubj//39 gav//VB|PRT|AKT//conj//32 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//41 acceptans//NN|UTR|SIN|IND|NOM//obj//39 för//PP//case//43 insatser//NN|UTR|PLU|IND|NOM//obl//39 ,//MID//punct//39 balanskravet//NN|NEU|SIN|DEF|NOM//nsubj//46 tvingade//VB|PRT|AKT//conj//39 fram//PL//advmod//46 åtgärder//NN|UTR|PLU|IND|NOM//obj//46 ,//MID//punct//50 rivningen//NN|UTR|SIN|DEF|NOM//nsubj//56 av//PP//case//52 bostadsbyggnader//NN|UTR|PLU|IND|NOM//nmod//50 var//VB|PRT|AKT//cop//56 en//DT|UTR|SIN|IND//det//56 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//56 markering//NN|UTR|SIN|IND|NOM//obj//32 att//SN//mark//63 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//63 var//VB|PRT|AKT//cop//63 i//PP//case//63 ett//DT|NEU|SIN|IND//det//63 utsatt//PC|PRF|NEU|SIN|IND|NOM//amod//63 läge//NN|NEU|SIN|IND|NOM//obl//32 och//KN//cc//66 bankernas//NN|UTR|PLU|DEF|GEN//nmod:poss//66 avslag//NN|NEU|PLU|IND|NOM//nsubj//70 av//PP//case//69 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//69 krediter//NN|UTR|PLU|IND|NOM//nmod//66 indikerade//VB|PRT|AKT//advcl//32 att//SN//mark//74 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//74 måste//VB|PRS|AKT//aux//74 vända//VB|INF|AKT//ccomp//70 utvecklingen//NN|UTR|SIN|DEF|NOM//obj//74 .//MAD//punct//3
4.5.1 Åtgärder och förutsättningar;Ordningsföljden//NN|UTR|SIN|DEF|NOM//nsubj//10 i//PP//case//2 utvecklingsförloppet//NN|NEU|SIN|DEF|NOM//nmod//0 när//HA//mark//5 kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//5 vände//VB|PRT|AKT//advcl//0 sin//PS|UTR|SIN|DEF//nmod:poss//7 situation//NN|UTR|SIN|IND|NOM//obj//5 är//VB|PRS|AKT//cop//10 inte//AB//advmod//10 okomplicerad//JJ|POS|UTR|SIN|IND|NOM//ROOT//10 att//IE//mark//12 reda//VB|INF|AKT//advcl//10 ut//PL//advmod//12 .//MID//punct//10
