Etik och demokratisk statskonst (1);Demokratiutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 skrift//NN|UTR|SIN|IND|NOM//nmod//3 nr//NN|AN//nmod//3 15//RG|NOM//ROOT//3
2. Om demokratin och dess moraliska förutsättningar;Ibland//AB//advmod//3 har//VB|PRS|AKT//aux//3 vi//PN|UTR|PLU|DEF|SUB//nsubj//3 hanterat//VB|SUP|AKT//ROOT//3 starka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 opinionsrörelser//NN|UTR|PLU|IND|NOM//obj//3 baserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//3 på//PP//case//9 värdefast//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//amod//9 moral//NN|UTR|SIN|IND|NOM//obl//6 genom//PP//mark//12 att//IE//mark//12 förlägga//VB|INF|AKT//advcl//6 avgörandena//NN|NEU|PLU|DEF|NOM//obj//12 i//PP//case//15 folkomröstningar//NN|UTR|PLU|IND|NOM//obl//12 snarare//AB|KOM//advmod//12 än//KN//mark//19 i//PP//case//19 riksdagsbeslut//NN|NEU|PLU|IND|NOM//obl//12 .//MAD//punct//3
2. Om demokratin och dess moraliska förutsättningar;Så//AB//advmod//22 kom//VB|PRT|AKT//conj//3 beslut//NN|NEU|SIN|IND|NOM//obj//22 till//PP//case//27 i//PP//case//26 förbudsfrågan//NN|UTR|SIN|DEF|NOM//nmod//27 1921//RG|NOM//obl//22 och//KN//cc//29 kärnkraftsfrågan//NN|UTR|SIN|DEF|NOM//conj//27 1980//RG|NOM//nummod//29 .//MAD//punct//3
2. Om demokratin och dess moraliska förutsättningar;Demokratin//NN|UTR|SIN|DEF|NOM//nsubj//35 är//VB|PRS|AKT//cop//35 inte//AB//advmod//35 svarslös//JJ|POS|UTR|SIN|IND|NOM//parataxis//3 i//PP//case//38 ett//DT|NEU|SIN|IND//det//38 värdefast//NN|NEU|SIN|IND|NOM//obl//35 ,//MID//punct//35 kompromisslöst//JJ|POS|NEU|SIN|IND|NOM//amod//41 värderingsklimat//PC|PRF|NEU|SIN|IND|NOM//appos//35 ,//MID//punct//45 men//KN//cc//45 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//45 arbetar//VB|PRS|AKT//conj//3 annorlunda//AB//advmod//45 .//MAD//punct//3
2. Om demokratin och dess moraliska förutsättningar;Demokrati//NN|UTR|SIN|IND|NOM//ROOT//0 i//PP//case//2 värdefasta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//5 och//KN//cc//4 tragiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//2 klimat//NN|NEU|PLU|IND|NOM//nmod//0
2. Om demokratin och dess moraliska förutsättningar;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 är//VB|PRS|AKT//cop//2 vanligt//JJ|POS|NEU|SIN|IND|NOM//ROOT//2 att//IE//mark//4 tolka//VB|INF|AKT//csubj//2 livet//NN|NEU|SIN|DEF|NOM//obj//4 som//KN//case//8 ett//DT|NEU|SIN|IND//det//8 drama//NN|NEU|SIN|IND|NOM//obl//4 .//MAD//punct//2
2. Om demokratin och dess moraliska förutsättningar;Den//DT|UTR|SIN|DEF//det//12 dramaturgiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//12 tolkningen//NN|UTR|SIN|DEF|NOM//nsubj//15 har//VB|PRS|AKT//aux//15 också//AB//advmod//15 gjort//VB|SUP|AKT//parataxis//2 insteg//NN|NEU|SIN|IND|NOM//obj//15 i//PP//case//18 psykologi//NN|UTR|SIN|IND|NOM//obl//15 ,//MID//punct//20 psykiatri//NN|UTR|SIN|IND|NOM//conj//18 ,//MID//punct//22 socialpsykologi//NN|UTR|SIN|IND|NOM//conj//18 och//KN//cc//24 sociologi//NN|UTR|SIN|IND|NOM//conj//18 .//MAD//punct//2
2. Om demokratin och dess moraliska förutsättningar;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//27 slår//VB|PRS|AKT//parataxis//2 ut//PL//compound:prt//27 de//DT|UTR/NEU|PLU|DEF//det//31 mekaniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 tolkningsmodellerna//NN|UTR|PLU|DEF|NOM//obj//27 ,//MID//punct//31 t.ex.//AB|AN//advmod//34 behaviorismen//NN|UTR|SIN|DEF|NOM//appos//31 .//MAD//punct//27
2. Om demokratin och dess moraliska förutsättningar;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 är//VB|PRS|AKT//cop//2 svårt//JJ|POS|NEU|SIN|IND|NOM//ROOT//2 att//IE//mark//4 tänka//VB|INF|AKT//csubj//2 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//4 att//SN//mark//11 den//DT|UTR|SIN|DEF//det//9 parlamentariska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//9 demokratin//NN|UTR|SIN|DEF|NOM//nsubj//11 kan//VB|PRS|AKT//aux//11 frodas//VB|INF|SFO//ccomp//4 lika//AB//advmod//13 bra//AB|POS//advmod//11 i//PP//case//17 ett//DT|NEU|SIN|IND//det//17 värdefast//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//amod//17 klimat//NN|NEU|SIN|IND|NOM//obl//11 som//HP|-|-|-//mark//21 i//PP//case//21 ett//DT|NEU|SIN|IND//det//21 pragmatiskt//JJ|POS|NEU|SIN|IND|NOM//acl//17 .//MAD//punct//2
2. Om demokratin och dess moraliska förutsättningar;När//HA//mark//25 kompromisslöshet//NN|UTR|SIN|IND|NOM//nsubj//25 råder//VB|PRS|AKT//advcl//39 i//PP//case//27 parlamenten//NN|NEU|PLU|DEF|NOM//obl//25 –//RG|NOM//punct//32 oavsett//AB|POS//mark//32 om//SN//mark//32 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//32 kallas//VB|PRS|SFO//advcl//25 idealism//NN|UTR|SIN|IND|NOM//xcomp//32 ,//MID//punct//35 dogmatism//NN|UTR|SIN|IND|NOM//conj//33 eller//KN//cc//37 fundamentalism//NN|UTR|SIN|IND|NOM//conj//33 –//RG|NOM//punct//39 blir//VB|PRS|AKT//parataxis//2 parlamentet//NN|NEU|SIN|DEF|NOM//nsubj//39 en//DT|UTR|SIN|IND//det//42 teater//NN|UTR|SIN|IND|NOM//xcomp//39 där//HA//advmod//46 man//PN|UTR|SIN|IND|SUB//nsubj//46 kan//VB|PRS|AKT//aux//46 dramatisera//VB|INF|AKT//acl:relcl//42 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//49 fundamentalistiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 ståndpunkter//NN|UTR|PLU|IND|NOM//obj//46 men//KN//cc//52 aldrig//AB//advmod//52 nå//VB|INF|AKT//conj//46 majoritetsbeslut//NN|NEU|PLU|IND|NOM//obj//52 annat//PN|NEU|SIN|IND|SUB/OBJ//obl//52 än//KN//case//57 i//PP//case//57 frågor//NN|UTR|PLU|IND|NOM//obl//52 där//HA//advmod//61 fundamentalisterna//NN|UTR|PLU|DEF|NOM//nsubj//61 redan//AB//advmod//61 har//VB|PRS|AKT//acl:relcl//57 en//DT|UTR|SIN|IND//det//64 enad//PC|PRF|UTR|SIN|IND|NOM//amod//64 majoritet//NN|UTR|SIN|IND|NOM//obj//61 .//MAD//punct//39
2. Om demokratin och dess moraliska förutsättningar;En//DT|UTR|SIN|IND//det//69 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//69 parlamentarisk//JJ|POS|UTR|SIN|IND|NOM//amod//69 teater//NN|UTR|SIN|IND|NOM//nsubj//72 kan//VB|PRS|AKT//aux//72 kanske//AB//advmod//72 ge//VB|INF|AKT//parataxis//39 förlösning//NN|UTR|SIN|IND|NOM//obj//72 och//KN//cc//75 tröst//NN|UTR|SIN|IND|NOM//conj//73 i//PP//case//77 länder//NN|NEU|PLU|IND|NOM//nmod//75 och//KN//cc//79 tidsåldrar//NN|UTR|PLU|IND|NOM//conj//77 i//PP//case//81 vilka//HP|UTR/NEU|PLU|IND//obl//83 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//83 faller//VB|PRS|AKT//advcl//72 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//83 naturligt//AB|POS//xcomp//83 att//IE//mark//87 se//VB|INF|AKT//csubj//83 livet//NN|NEU|SIN|DEF|NOM//obj//87 som//KN//mark//91 övervägande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//91 tragiskt//JJ|POS|NEU|SIN|IND|NOM//xcomp//87 .//MAD//punct//39
2. Om demokratin och dess moraliska förutsättningar;Vi//PN|UTR|PLU|DEF|SUB//nsubj//94 ser//VB|PRS|AKT//conj//2 ibland//AB//advmod//94 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//97 teater//NN|UTR|SIN|IND|NOM//obj//94 i//PP//case//99 Knesset//NN|NEU|SIN|DEF|NOM//nmod//97 i//PP//case//101 Israel//PM|NOM//nmod//99 .//MAD//punct//94
2. Om demokratin och dess moraliska förutsättningar;På//PP//case//1 Irland//PM|NOM//obl//2 har//VB|PRS|AKT//aux//7 uppbrott//NN|NEU|SIN|IND|NOM//obj//2 till//PP//case//6 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 länder//NN|NEU|PLU|IND|NOM//nmod//3 väntat//PC|PRF|NEU|SIN|IND|NOM//advcl//13 för//PP//case//9 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//7 ,//MID//punct//7 i//PP//case//12 Ryssland//PM|NOM//obl//7 finns//VB|PRS|SFO//advcl//22 en//DT|UTR|SIN|IND//det//15 flykt//NN|UTR|SIN|IND|NOM//nsubj//13 in//AB//case//18 i//PP//case//18 vodkan//NN|UTR|SIN|DEF|NOM//obl//13 .//MAD//punct//13
2. Om demokratin och dess moraliska förutsättningar;I//PP//case//21 Finland//PM|NOM//obl//22 låter//VB|PRS|AKT//ROOT//22 man//PN|UTR|SIN|IND|SUB//nsubj//22 tangon//NN|UTR|SIN|DEF|NOM//obj//22 gå//VB|INF|AKT//xcomp//22 i//PP//case//27 moll//NN|UTR|SIN|IND|NOM//obl//25 .//MAD//punct//22
2. Om demokratin och dess moraliska förutsättningar;Andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 länder//NN|NEU|PLU|IND|NOM//nsubj//31 har//VB|PRS|AKT//parataxis//22 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 mekanismer//NN|UTR|PLU|IND|NOM//obj//31 att//IE//mark//35 hantera//VB|INF|AKT//acl//33 de//DT|UTR/NEU|PLU|DEF//det//38 oundvikliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 ledsamheterna//NN|UTR|PLU|DEF|NOM//obj//35 .//MAD//punct//22
2. Om demokratin och dess moraliska förutsättningar;Tragedin//NN|UTR|SIN|DEF|NOM//nsubj//41 finns//VB|PRS|SFO//parataxis//22 överallt//AB//advmod//41 där//HA//mark//45 man//PN|UTR|SIN|IND|SUB//nsubj//45 ger//VB|PRS|AKT//advcl//41 en//DT|UTR|SIN|IND//det//48 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//48 betoning//NN|UTR|SIN|IND|NOM//obj//45 av//PP//case//52 det//DT|NEU|SIN|DEF//det//52 vardagslivets//NN|NEU|SIN|DEF|GEN//nmod:poss//52 lidande//NN|NEU|SIN|IND|NOM//nmod//48 som//HP|-|-|-//nsubj//54 saknar//VB|PRS|AKT//acl:relcl//52 förklaring//NN|UTR|SIN|IND|NOM//obj//54 och//KN//cc//57 förlösning//NN|UTR|SIN|IND|NOM//conj//55 .//MAD//punct//41
2. Om demokratin och dess moraliska förutsättningar;De//DT|UTR/NEU|PLU|DEF//det//61 personliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//61 problemen//NN|NEU|PLU|DEF|NOM//nsubj//63 kan//VB|PRS|AKT//aux//63 handla//VB|INF|AKT//conj//41 om//PP//mark//68 att//SN//mark//68 den//DT|UTR|SIN|DEF//det//67 älskade//PC|PRF|UTR/NEU|SIN|DEF|NOM//nsubj//68 väljer//VB|PRS|AKT//advcl//63 en//DT|UTR|SIN|IND//det//70 annan//JJ|POS|UTR|SIN|IND|NOM//obj//68 och//KN//cc//73 man//PN|UTR|SIN|IND|SUB//nsubj//73 påminns//VB|PRS|SFO//conj//68 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//75 livet//NN|NEU|SIN|DEF|NOM//obj//73 om//PP//case//77 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//73 .//MAD//punct//41
2. Om demokratin och dess moraliska förutsättningar;Eller//KN//cc//82 att//SN//mark//82 barn//NN|NEU|PLU|IND|NOM//nsubj//82 växer//VB|PRS|AKT//advcl//126 upp//PL//compound:prt//82 och//KN//cc//85 fyller//VB|PRS|AKT//conj//82 föräldrar//NN|UTR|PLU|IND|NOM//obj//85 med//PP//case//88 förhoppning//NN|UTR|SIN|IND|NOM//obl//85 men//KN//cc//90 dör//VB|PRS|AKT//conj//82 på//PP//case//92 tröskeln//NN|UTR|SIN|DEF|NOM//obl//90 till//PP//case//94 vuxenlivet//NN|NEU|SIN|DEF|NOM//nmod//92 .//MAD//punct//82
2. Om demokratin och dess moraliska förutsättningar;Eller//KN//cc//99 att//SN//mark//99 modern//NN|UTR|SIN|DEF|NOM//nsubj//99 offrar//VB|PRS|AKT//advcl//126 allt//PN|NEU|SIN|IND|SUB/OBJ//obj//99 för//PP//case//103 sin//PS|UTR|SIN|DEF//nmod:poss//103 familj//NN|UTR|SIN|IND|NOM//obl//99 men//KN//cc//106 familjen//NN|UTR|SIN|DEF|NOM//nsubj//106 hamnar//VB|PRS|AKT//conj//99 i//PP//case//108 vanära//NN|UTR|SIN|IND|NOM//obl//106 eller//KN//cc//110 misär//NN|UTR|SIN|IND|NOM//conj//108 .//MAD//punct//99
2. Om demokratin och dess moraliska förutsättningar;Livet//NN|NEU|SIN|DEF|NOM//obj//99 i//PP//case//115 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//115 gemenskaper//NN|UTR|PLU|IND|NOM//nmod//112 är//VB|PRS|AKT//cop//112 i//PP//case//118 grunden//NN|UTR|SIN|DEF|NOM//obl//119 tolkat//VB|SUP|AKT//advcl//99 som//KN//case//122 en//DT|UTR|SIN|IND//det//122 tragedi//NN|UTR|SIN|IND|NOM//obl//119 .//MAD//punct//99
2. Om demokratin och dess moraliska förutsättningar;I//PP//case//125 tragedin//NN|UTR|SIN|DEF|NOM//obl//126 blir//VB|PRS|AKT//parataxis//22 avvikaren//NN|UTR|SIN|DEF|NOM//nsubj//126 utfryst//PC|PRF|UTR|SIN|IND|NOM//xcomp//126 ,//MID//punct//130 stenad//PC|PRF|UTR|SIN|IND|NOM//conj//128 ,//MID//punct//132 dödad//PC|PRF|UTR|SIN|IND|NOM//conj//128 eller//KN//cc//134 landsförvisad//PC|PRF|UTR|SIN|IND|NOM//conj//128 .//MAD//punct//22
2. Om demokratin och dess moraliska förutsättningar;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//138 är//VB|PRS|AKT//cop//138 uthärdligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//22 endast//AB//advmod//145 därför//HA//mark//145 att//SN//fixed//140 tragedin//NN|UTR|SIN|DEF|NOM//nsubj//145 är//VB|PRS|AKT//cop//145 oändligt//AB|POS//advmod//145 gripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//csubj//138 ,//MID//punct//159 och//KN//cc//159 därför//HA//mark//153 att//SN//fixed//148 de//DT|UTR/NEU|PLU|DEF//det//151 onda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj:pass//153 kan//VB|PRS|AKT//aux//153 utstötas//VB|INF|SFO//advcl//159 ur//PP//case//155 gemenskapen//NN|UTR|SIN|DEF|NOM//obl//153 och//KN//cc//157 frälsare//NN|UTR|PLU|IND|NOM//conj//155 kan//VB|PRS|AKT//aux//159 uppträda//VB|INF|AKT//conj//138 som//KN//nsubj//161 offrande//VB|PRT|AKT//acl:relcl//159 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//161 för//PP//mark//165 de//DT|UTR/NEU|PLU|DEF//det//165 utsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obl//161 .//MAD//punct//22
2. Om demokratin och dess moraliska förutsättningar;I//PP//case//1 länder//NN|NEU|PLU|IND|NOM//obl//5 där//HA//advmod//3 livsdramat//NN|NEU|SIN|DEF|NOM//amod//4 mer//AB|KOM//advmod//5 ses//VB|INF|SFO//ROOT//5 som//KN//case//8 en//DT|UTR|SIN|IND//det//8 komedi//NN|UTR|SIN|IND|NOM//obl//5 får//VB|PRS|AKT//xcomp//5 man//PN|UTR|SIN|IND|SUB//nsubj//9 en//DT|UTR|SIN|IND//det//13 annan//JJ|POS|UTR|SIN|IND|NOM//amod//13 syn//NN|UTR|SIN|IND|NOM//obj//9 på//PP//case//15 avvikare//NN|UTR|PLU|IND|NOM//obl//9 och//KN//cc//17 normöverträdare//NN|UTR|PLU|IND|NOM//conj//15 än//KN//mark//23 där//HA//advmod//23 den//DT|UTR|SIN|DEF//det//22 tragiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 visionen//NN|UTR|SIN|DEF|NOM//nsubj//23 dominerar//VB|PRS|AKT//advcl//9 .//MAD//punct//5
2. Om demokratin och dess moraliska förutsättningar;I//PP//case//26 komedin//NN|UTR|SIN|DEF|NOM//obl//27 gör//VB|PRS|AKT//parataxis//5 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//27 avvikande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//27 bort//PL//case//31 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//27 ,//MID//punct//34 blir//VB|PRS|AKT//aux:pass//34 utskrattad//PC|PRF|UTR|SIN|IND|NOM//xcomp//27 ,//MID//punct//36 gör//VB|PRS|AKT//conj//27 en//DT|UTR|SIN|IND//det//39 försonande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//39 gest//NN|UTR|SIN|IND|NOM//obj//36 ,//MID//punct//42 och//KN//cc//42 återintegreras//VB|PRS|SFO//conj//27 i//PP//case//44 gemenskapen//NN|UTR|SIN|DEF|NOM//obl//42 .//MAD//punct//27
2. Om demokratin och dess moraliska förutsättningar;En//DT|UTR|SIN|IND//det//48 human//JJ|POS|UTR|SIN|IND|NOM//amod//48 behandling//NN|UTR|SIN|IND|NOM//nsubj//64 av//PP//case//50 brottslingar//NN|UTR|PLU|IND|NOM//nmod//48 med//PP//case//52 återanpassning//NN|UTR|SIN|IND|NOM//nmod//48 som//KN//mark//54 mål//NN|NEU|SIN|IND|NOM//nmod//52 (//PAD//punct//54 vilken//HP|UTR|SIN|IND//nsubj//60 i//PP//case//59 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//59 tider//NN|UTR|PLU|IND|NOM//nmod//56 har//VB|PRS|AKT//acl:relcl//48 utmärkt//VB|SUP|AKT//amod//62 Sverige//PM|NOM//obj//60 )//PAD//punct//48 har//VB|PRS|AKT//parataxis//27 sin//PS|UTR|SIN|DEF//nmod:poss//67 tysta//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//67 förutsättning//NN|UTR|SIN|IND|NOM//obj//64 i//PP//case//70 komedins//NN|UTR|SIN|DEF|GEN//nmod:poss//70 syn//NN|UTR|SIN|IND|NOM//nmod//67 på//PP//case//72 tillvaron//NN|UTR|SIN|DEF|NOM//nmod//70 .//MAD//punct//5
2. Om demokratin och dess moraliska förutsättningar;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//75 gäller//VB|PRS|AKT//parataxis//5 också//AB//advmod//75 för//PP//case//78 riksdagen//NN|UTR|SIN|DEF|NOM//obl//75 där//HA//advmod//82 man//PN|UTR|SIN|IND|SUB//nsubj//82 skall//VB|PRS|AKT//aux//82 vara//VB|INF|AKT//cop//83 kollegor//NN|UTR|PLU|IND|NOM//nsubj//75 i//PP//case//85 utskottsarbetet//NN|NEU|SIN|DEF|NOM//nmod//83 timmen//NN|UTR|SIN|DEF|NOM//obl//75 efter//PP//case//88 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//86 man//PN|UTR|SIN|IND|SUB//nsubj//94 i//PP//case//92 kammarens//NN|UTR|SIN|DEF|GEN//nmod:poss//92 tv-sändning//NN|UTR|SIN|IND|NOM//obl//94 offentligt//AB|POS//advmod//94 debatterat//VB|SUP|AKT//acl:relcl//88 i//PP//case//97 höga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//97 tonlägen//NN|NEU|PLU|IND|NOM//obl//94 och//KN//cc//99 röstat//VB|SUP|AKT//conj//94 mot//PP//case//101 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//99 .//MAD//punct//5
2. Om demokratin och dess moraliska förutsättningar;Demokratin//NN|UTR|SIN|DEF|NOM//nsubj//104 går//VB|PRS|AKT//parataxis//5 nog//AB//advmod//104 lättare//AB|KOM//xcomp//104 i//PP//case//108 samhällen//NN|NEU|PLU|IND|NOM//obl//104 med//PP//case//111 komedins//NN|UTR|SIN|DEF|GEN//nmod:poss//111 modell//NN|UTR|SIN|IND|NOM//obl//104 av//PP//case//113 livet//NN|NEU|SIN|DEF|NOM//nmod//111 än//KN//mark//115 tragedins//NN|UTR|SIN|DEF|GEN//obl//104 .//MAD//punct//104
2. Om demokratin och dess moraliska förutsättningar;I//PP//case//1 Sverige//PM|NOM//obl//4 har//VB|PRS|AKT//aux//4 miljöpartiet//NN|NEU|SIN|DEF|NOM//nsubj//4 aktualiserat//VB|SUP|AKT//ROOT//4 en//DT|UTR|SIN|IND//det//7 tragisk//JJ|POS|UTR|SIN|IND|NOM//amod//7 version//NN|UTR|SIN|IND|NOM//obj//4 av//PP//case//10 världens//NN|UTR|SIN|DEF|GEN//nmod:poss//10 öde//NN|NEU|SIN|IND|NOM//obl//4 ,//MID//punct//4 en//DT|UTR|SIN|IND//det//14 ny//JJ|POS|UTR|SIN|IND|NOM//amod//14 form//NN|UTR|SIN|IND|NOM//appos//4 av//PP//case//17 global//JJ|POS|UTR|SIN|IND|NOM//amod//17 ondska//NN|UTR|SIN|IND|NOM//nmod//14 att//IE//mark//19 rädas//VB|INF|SFO//acl//14 och//KN//cc//21 bekämpa//VB|INF|AKT//conj//19 .//MAD//punct//4
2. Om demokratin och dess moraliska förutsättningar;Men//KN//cc//28 på//PP//case//27 det//DT|NEU|SIN|DEF//det//27 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//27 taget//PC|PRF|NEU|SIN|IND|NOM//obl//28 ser//VB|PRS|AKT//conj//4 vi//PN|UTR|PLU|DEF|SUB//nsubj//28 inte//AB//advmod//28 världen//NN|UTR|SIN|DEF|NOM//obj//28 som//KN//mark//33 tragisk//JJ|POS|UTR|SIN|IND|NOM//xcomp//28 .//MAD//punct//28
2. Om demokratin och dess moraliska förutsättningar;Vår//PS|UTR|SIN|DEF//nmod:poss//36 riksdag//NN|UTR|SIN|IND|NOM//nsubj//39 och//KN//cc//38 regering//NN|UTR|SIN|IND|NOM//conj//36 fungerar//VB|PRS|AKT//parataxis//28 inte//AB//advmod//39 som//KN//case//42 teater//NN|UTR|SIN|IND|NOM//obl//39 ,//MID//punct//42 allt//PN|NEU|SIN|IND|SUB/OBJ//advmod//49 medan//SN//mark//49 byråkratin//NN|UTR|SIN|DEF|NOM//nsubj//49 och//KN//cc//48 storföretagen//NN|NEU|PLU|DEF|NOM//conj//46 styr//VB|PRS|AKT//advcl//39 .//MAD//punct//28
2. Om demokratin och dess moraliska förutsättningar;Men//KN//cc//54 vi//PN|UTR|PLU|DEF|SUB//nsubj//54 kan//VB|PRS|AKT//aux//54 hamna//VB|INF|AKT//conj//4 i//PP//case//57 den//DT|UTR|SIN|DEF//det//57 situationen//NN|UTR|SIN|DEF|NOM//obl//54 om//PP//case//62 fundamentalistiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 och//KN//cc//61 tragiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//59 tolkningar//NN|UTR|PLU|IND|NOM//nmod//57 av//PP//case//64 livet//NN|NEU|SIN|DEF|NOM//nmod//62 blir//VB|PRS|AKT//conj//4 dominerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//65 bland//PP//case//68 väljarna//NN|UTR|PLU|DEF|NOM//obl//65 .//MAD//punct//4
2. Om demokratin och dess moraliska förutsättningar;Rättsstat//NN|UTR|SIN|IND|NOM//ROOT//0
2. Om demokratin och dess moraliska förutsättningar;Restriktioner//NN|UTR|PLU|IND|NOM//nsubj//7 mot//PP//case//2 kunga-//NN|NEU|-|-|SMS//nmod//0 och//KN//cc//4 herremakt//NN|UTR|SIN|IND|NOM//conj//2 har//VB|PRS|AKT//aux//7 alltid//AB//advmod//7 funnits//VB|SUP|SFO//ROOT//7 .//MAD//punct//7
2. Om demokratin och dess moraliska förutsättningar;En//PN|UTR|SIN|IND|SUB/OBJ//nsubj//18 av//PP//case//13 de//DT|UTR/NEU|PLU|DEF//det//13 finaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//13 meningar//NN|UTR|PLU|IND|NOM//nmod//9 som//HP|-|-|-//nsubj:pass//15 skrivits//VB|SUP|SFO//acl:relcl//13 på//PP//case//17 svenska//NN|UTR|SIN|IND|NOM//obl//15 råkar//VB|PRS|AKT//parataxis//7 handla//VB|INF|AKT//xcomp//18 om//PP//case//22 maktens//NN|UTR|SIN|DEF|GEN//nmod:poss//22 gränser//NN|UTR|PLU|IND|NOM//obl//19 .//MAD//punct//7
2. Om demokratin och dess moraliska förutsättningar;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//25 lyder//VB|PRS|AKT//parataxis//7 så//AB//advmod//25 här//AB//fixed//26 ://MAD//punct//25
