Utredningsuppdraget;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//6 skall//VB|PRS|AKT//aux//6 enligt//PP//case//4 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//4 direktiv//NN|NEU|PLU|IND|NOM//obl//6 såvitt//SN//advmod//6 avser//VB|PRS|AKT//ROOT//6 de//DT|UTR/NEU|PLU|DEF//det//8 frågor//NN|UTR|PLU|IND|NOM//obj//6 som//HP|-|-|-//nsubj:pass//10 behandlas//VB|PRS|SFO//acl:relcl//8 i//PP//case//13 detta//DT|NEU|SIN|DEF//det//13 slutbetänkande//NN|NEU|SIN|IND|NOM//obl//10 göra//VB|INF|AKT//xcomp//6 en//DT|UTR|SIN|IND//det//16 översyn//NN|UTR|SIN|IND|NOM//obj//14 av//PP//case//18 bestämmelserna//NN|UTR|PLU|DEF|NOM//nmod//16 i//PP//case//22 34//RG|NOM//nummod//21 §//NN|AN//nmod//22 konsumentkreditlagen//NN|UTR|SIN|DEF|NOM//nmod//18 (//PAD//punct//22 1992:830//RG|NOM//appos//22 )//PAD//punct//22 om//PP//case//29 en//DT|UTR|SIN|IND//det//28 kontohavares//NN|UTR|SIN|IND|GEN//nmod:poss//29 betalningsansvar//NN|NEU|SIN|IND|NOM//obl//14 för//PP//case//32 obehörig//JJ|POS|UTR|SIN|IND|NOM//amod//32 användning//NN|UTR|SIN|IND|NOM//nmod//29 av//PP//case//34 kontokort//NN|NEU|PLU|IND|NOM//nmod//32 .//MAD//punct//6
Krav på information;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 är//VB|PRS|AKT//cop//2 angeläget//JJ|POS|NEU|SIN|IND|NOM//ROOT//2 att//SN//mark//18 en//DT|UTR|SIN|IND//det//5 konsument//NN|UTR|SIN|IND|NOM//nsubj//18 som//HP|-|-|-//nsubj//7 ingår//VB|PRS|AKT//acl:relcl//5 avtal//NN|NEU|SIN|IND|NOM//obj//7 om//PP//case//10 kontokort//NN|NEU|SIN|IND|NOM//nmod//8 ,//MID//punct//12 Internetbank//NN|UTR|SIN|IND|NOM//conj//10 eller//KN//cc//16 annan//JJ|POS|UTR|SIN|IND|NOM//amod//16 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 självbetjäningstjänst//NN|UTR|SIN|IND|NOM//conj//10 är//VB|PRS|AKT//cop//18 medveten//JJ|POS|UTR|SIN|IND|NOM//csubj//2 om//PP//case//21 vilket//HD|NEU|SIN|IND//det//21 ansvar//NN|NEU|SIN|IND|NOM//obl//18 som//HP|-|-|-//nsubj//23 följer//VB|PRS|AKT//acl:relcl//21 med//PP//case//25 tjänsten//NN|UTR|SIN|DEF|NOM//obl//23 i//PP//case//27 händelse//NN|UTR|SIN|IND|NOM//nmod//25 av//PP//case//30 obehöriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 transaktioner//NN|UTR|PLU|IND|NOM//nmod//27 .//MAD//punct//2
Krav på information;Innan//SN//mark//34 avtal//NN|NEU|SIN|IND|NOM//nsubj:pass//34 ingås//VB|PRS|SFO//advcl//2 skall//VB|PRS|AKT//aux//36 utfärdaren//NN|UTR|SIN|DEF|NOM//nsubj//48 av//PP//case//39 ett//DT|NEU|SIN|IND//det//39 kontokort//NN|NEU|SIN|IND|NOM//nmod//36 eller//KN//cc//43 ett//DT|NEU|SIN|IND//det//43 annat//JJ|POS|NEU|SIN|IND|NOM//amod//43 identifieringsmedel//NN|NEU|SIN|IND|NOM//conj//36 därför//AB//advmod//45 tydligt//AB|POS//advmod//43 och//KN//cc//47 begripligt//AB|POS//conj//45 informera//VB|INF|AKT//conj//34 kontohavaren//NN|UTR|SIN|DEF|NOM//obj//48 om//PP//case//54 hans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//54 eller//KN//cc//53 hennes//PS|UTR/NEU|SIN/PLU|DEF//conj//51 åligganden//NN|NEU|PLU|IND|NOM//obl//48 ,//MID//punct//58 inklusive//PP//case//58 eventuellt//JJ|POS|NEU|SIN|IND|NOM//amod//58 betalningsansvar//NN|NEU|SIN|IND|NOM//conj//54 för//PP//case//61 obehöriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//61 transaktioner//NN|UTR|PLU|IND|NOM//nmod//58 .//MAD//punct//2

Lagteknisk lösning;De//DT|UTR/NEU|PLU|DEF//det//1 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj:pass//17 som//HP|-|-|-//nsubj:pass//3 föreslås//VB|PRS|SFO//acl:relcl//1 tar//VB|PRS|AKT//xcomp//3 endast//AB//advmod//4 i//PP//case//8 liten//JJ|POS|UTR|SIN|IND|NOM//amod//8 utsträckning//NN|UTR|SIN|IND|NOM//obl//9 sikte//NN|NEU|SIN|IND|NOM//obl//4 på//PP//case//11 konsumentkrediter//NN|UTR|PLU|IND|NOM//obl//9 .//MAD//punct//1
Lagteknisk lösning;Bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//17 skall//VB|PRS|AKT//aux//17 därför//AB//advmod//17 inte//AB//advmod//17 föras//VB|INF|SFO//ROOT//17 in//PL//compound:prt//17 i//PP//case//20 konsumentkreditlagen//NN|UTR|SIN|DEF|NOM//obl//17 .//MID//punct//17
Lagteknisk lösning;Eftersom//SN//mark//25 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//25 inte//AB//advmod//25 finns//VB|PRS|SFO//advcl//40 någon//DT|UTR|SIN|IND//det//28 annan//JJ|POS|UTR|SIN|IND|NOM//amod//28 lag//NN|UTR|SIN|IND|NOM//nsubj//25 som//HP|-|-|-//nsubj//31 generellt//AB|POS//advmod//31 reglerar//VB|PRS|AKT//acl:relcl//28 betalningar//NN|UTR|PLU|IND|NOM//obj//31 och//KN//cc//35 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 överföringar//NN|UTR|PLU|IND|NOM//conj//32 av//PP//case//37 pengar//NN|UTR|PLU|IND|NOM//nmod//35 bör//VB|PRS|AKT//aux//40 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//40 föras//VB|INF|SFO//conj//17 in//PL//compound:prt//40 i//PP//case//45 en//DT|UTR|SIN|IND//det//45 ny//JJ|POS|UTR|SIN|IND|NOM//amod//45 lag//NN|UTR|SIN|IND|NOM//obl//40 ,//MID//punct//49 vilken//HP|UTR|SIN|IND//nsubj:pass//49 bör//VB|PRS|AKT//aux//49 benämnas//VB|INF|SFO//advcl//40 lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//49 om//PP//case//52 betalningsansvar//NN|NEU|SIN|IND|NOM//nmod//50 vid//PP//case//55 obehörig//JJ|POS|UTR|SIN|IND|NOM//amod//55 användning//NN|UTR|SIN|IND|NOM//nmod//52 av//PP//case//57 kontokort//NN|NEU|PLU|IND|NOM//nmod//55 m.m.//AB|AN//punct//17

Konsekvenser;Förslagen//NN|NEU|PLU|DEF|NOM//nsubj//1 säkerställer//VB|PRS|AKT//ROOT//1 att//SN//mark//10 en//DT|UTR|SIN|IND//det//4 kontohavare//NN|UTR|SIN|IND|NOM//nsubj//10 utan//KN//case//8 alltför//AB//advmod//7 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 risker//NN|UTR|PLU|IND|NOM//nmod//4 kan//VB|PRS|AKT//aux//10 använda//VB|INF|AKT//ccomp//1 kontokort//NN|NEU|SIN|IND|NOM//obj//10 ,//MID//punct//13 Internetbank//NN|UTR|SIN|IND|NOM//conj//11 och//KN//cc//16 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 tjänster//NN|UTR|PLU|IND|NOM//conj//11 .//MID//punct//1
Konsekvenser;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//19 innebär//VB|PRS|AKT//parataxis//1 en//DT|UTR|SIN|IND//det//21 förstärkning//NN|UTR|SIN|IND|NOM//obj//19 av//PP//case//23 konsumentskyddet//NN|NEU|SIN|DEF|NOM//nmod//21 och//KN//cc//26 kan//VB|PRS|AKT//aux//26 antas//VB|INF|SFO//conj//19 bidra//VB|INF|AKT//xcomp//26 till//PP//mark//34 att//SN//mark//34 förtroendet//NN|NEU|SIN|DEF|NOM//nsubj:pass//34 för//PP//case//33 dessa//DT|UTR/NEU|PLU|DEF//det//33 tjänster//NN|UTR|PLU|IND|NOM//nmod//30 stärks//VB|PRS|SFO//advcl//27 .//MID//punct//19
Konsekvenser;Eftersom//SN//mark//41 elektroniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 betalningsmedel//NN|NEU|PLU|IND|NOM//nsubj//41 i//PP//advmod//41 allmänhet//NN|UTR|SIN|IND|NOM//fixed//39 medför//VB|PRS|AKT//advcl//60 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//43 transaktionskostnader//NN|UTR|PLU|IND|NOM//obj//41 än//KN//case//47 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//47 pappersbaserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//47 motsvarigheter//NN|UTR|PLU|IND|NOM//nmod//43 och//KN//cc//52 även//AB//advmod//52 i//PP//advmod//52 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//50 kännetecknas//VB|PRS|SFO//conj//41 av//PP//case//55 hög//JJ|POS|UTR|SIN|IND|NOM//amod//55 effektivitet//NN|UTR|SIN|IND|NOM//obl:agent//52 och//KN//cc//57 säkerhet//NN|UTR|SIN|IND|NOM//conj//55 bör//VB|PRS|AKT//aux//60 förslagen//NN|NEU|PLU|DEF|NOM//nsubj//60 ha//VB|INF|AKT//parataxis//19 positiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 samhällsekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 konsekvenser//NN|UTR|PLU|IND|NOM//obj//60 .//MAD//punct//19
Konsekvenser;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 bedömt//VB|SUP|AKT//ROOT//2 att//SN//mark//4 utfärdaren//NN|UTR|SIN|DEF|NOM//ccomp//2 genom//PP//case//6 förslagen//NN|NEU|PLU|DEF|NOM//obl//4 ges//VB|PRS|SFO//conj//2 möjlighet//NN|UTR|SIN|IND|NOM//nsubj:pass//7 att//IE//mark//10 föreskriva//VB|INF|AKT//acl//8 tydligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 incitament//NN|NEU|PLU|IND|NOM//obj//10 för//PP//case//14 kontohavaren//NN|UTR|SIN|DEF|NOM//obl//10 att//IE//mark//16 hantera//VB|INF|AKT//advcl//10 kort//AB//advmod//16 ,//MID//punct//19 kod//NN|UTR|SIN|IND|NOM//conj//10 och//KN//cc//22 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 identifieringsmedel//NN|NEU|PLU|IND|NOM//conj//10 omsorgsfullt//AB|POS//advmod//10 .//MID//punct//2
Konsekvenser;Samtidigt//AB//advmod//26 understryker//VB|PRS|AKT//parataxis//2 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//26 utfärdarens//NN|UTR|SIN|DEF|GEN//nmod:poss//29 skyldighet//NN|UTR|SIN|IND|NOM//obj//26 att//IE//punct//26
Konsekvenser;så//AB//advmod//1 långt//AB|POS//advmod//4 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 är//VB|PRS|AKT//cop//4 möjligt//JJ|POS|NEU|SIN|IND|NOM//advmod//5 förebygga//VB|INF|AKT//ROOT//5 obehöriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 transaktioner//NN|UTR|PLU|IND|NOM//obj//5 ,//MID//punct//7 i//PP//advmod//7 synnerhet//NN|UTR|SIN|IND|NOM//fixed//9 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//obj//5 .//MAD//punct//5
Konsekvenser;Förslagen//NN|NEU|PLU|DEF|NOM//nsubj:pass//19 kan//VB|PRS|AKT//aux//19 mot//PP//case//18 denna//DT|UTR|SIN|DEF//det//18 bakgrund//NN|UTR|SIN|IND|NOM//obl//19 antas//VB|PRS|SFO//parataxis//5 få//VB|INF|AKT//xcomp//19 positiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 brottsförebyggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 konsekvenser//NN|UTR|PLU|IND|NOM//obj//20 .//MAD//punct//19
Konsekvenser;En//DT|UTR|SIN|IND//det//2 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//2 användning//NN|UTR|SIN|IND|NOM//nsubj:pass//6 av//PP//case//4 kontokort//NN|NEU|PLU|IND|NOM//nmod//2 kan//VB|PRS|AKT//aux//6 antas//VB|INF|SFO//ROOT//6 vara//VB|INF|AKT//cop//11 till//PP//case//11 gagn//NN|NEU|SIN|IND|NOM//fixed//8 för//PP//case//11 handeln//NN|UTR|SIN|DEF|NOM//xcomp//6 ,//MID//punct//11 främst//AB|SUV//advmod//16 genom//PP//case//16 minskade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//16 kostnader//NN|UTR|PLU|IND|NOM//appos//11 för//PP//case//18 kontanthantering//NN|UTR|SIN|IND|NOM//nmod//16 och//KN//cc//21 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//21 säkerhet//NN|UTR|SIN|IND|NOM//conj//18 .//MAD//punct//6
Konsekvenser;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//27 har//VB|PRS|AKT//aux//27 inte//AB//advmod//27 varit//VB|SUP|AKT//cop//27 möjligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//6 att//IE//mark//29 uppskatta//VB|INF|AKT//advcl//27 om//SN//mark//34 förslagen//NN|NEU|PLU|DEF|NOM//nsubj//34 kommer//VB|PRS|AKT//aux//34 att//IE//mark//34 innebära//VB|INF|AKT//advcl//27 besparingar//NN|UTR|PLU|IND|NOM//obj//34 eller//KN//cc//38 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//38 kostnader//NN|UTR|PLU|IND|NOM//conj//35 för//PP//case//40 banker//NN|UTR|PLU|IND|NOM//nmod//38 och//KN//cc//42 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//40 utfärdare//NN|UTR|PLU|IND|NOM//conj//34 av//PP//case//45 kontokort//NN|NEU|PLU|IND|NOM//obl//43 och//KN//cc//48 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 identifieringsmedel//NN|NEU|PLU|IND|NOM//conj//45 .//MAD//punct//27

