Till statsrådet Lars-Erik Lövdén ;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 17//RG|NOM//nummod//4 september//NN|UTR|SIN|IND|NOM//obl//1 1998//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obj//7 med//PP//case//12 uppgift//NN|UTR|SIN|IND|NOM//obl//7 att//IE//mark//14 utvärdera//VB|INF|AKT//acl//12 resegarantisystemet//NN|NEU|SIN|DEF|NOM//obj//14 och//KN//cc//17 analysera//VB|INF|AKT//conj//14 om//SN//mark//21 systemet//NN|NEU|SIN|DEF|NOM//nsubj:pass//21 bör//VB|PRS|AKT//aux//21 ändras//VB|INF|SFO//ccomp//17 och//KN//cc//29 ,//MID//punct//29 om//SN//mark//27 så//AB//advmod//27 är//VB|PRS|AKT//cop//27 fallet//NN|NEU|SIN|DEF|NOM//advcl//29 ,//MID//punct//29 lämna//VB|INF|AKT//conj//21 förslag//NN|NEU|SIN|IND|NOM//obj//29 till//PP//case//33 ny//JJ|POS|UTR|SIN|IND|NOM//amod//33 lagstiftning//NN|UTR|SIN|IND|NOM//nmod//30 på//PP//case//35 området//NN|NEU|SIN|DEF|NOM//nmod//33 samt//KN//cc//39 slutligen//AB//mark//39 att//IE//mark//39 analysera//VB|INF|AKT//conj//21 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//42 frågor//NN|UTR|PLU|IND|NOM//obj//39 rörande//PP//case//44 tillämpningen//NN|UTR|SIN|DEF|NOM//obl//39 av//PP//case//46 resegarantilagen//NN|UTR|SIN|DEF|NOM//nmod//44 (//PAD//punct//48 1972:204//RG|NOM//appos//46 )//PAD//punct//48 .//MAD//punct//54
5.3 Ett nytt resegarantisystem;Mot//PP//case//73 den//DT|UTR|SIN|DEF//det//73 nyss//AB//advmod//72 anförda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//73 bakgrunden//NN|UTR|SIN|DEF|NOM//obl//74 bedömer//VB|PRS|AKT//conj//21 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//74 att//SN//mark//88 intresset//NN|NEU|SIN|DEF|NOM//nsubj//88 av//PP//mark//80 att//IE//mark//80 undvika//VB|INF|AKT//acl//77 språkhinder//NN|UTR|PLU|IND|NOM//obj//80 för//PP//case//83 konsumenterna//NN|UTR|PLU|DEF|NOM//obl//80 är//VB|PRS|AKT//cop//88 ett//DT|NEU|SIN|IND//det//88 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//88 skyddsvärt//JJ|POS|NEU|SIN|IND|NOM//amod//88 ändamål//NN|NEU|SIN|IND|NOM//ccomp//74 som//HP|-|-|-//mark//99 i//PP//case//96 och//KN//fixed//90 för//PP//fixed//90 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//fixed//90 enligt//PP//fixed//90  //_SP////94 EG-rätten//NN|UTR|SIN|DEF|NOM//obl//99  //_SP////96 kan//VB|PRS|AKT//aux//99 berättiga//VB|INF|AKT//acl:relcl//88 till//PP//case//102 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//102 inskräkningar//NN|UTR|PLU|IND|NOM//obl//99 i//PP//case//104 möjligheten//NN|UTR|SIN|DEF|NOM//obl//99 att//IE//mark//107 vara//VB|INF|AKT//aux:pass//107 registrerad//PC|PRF|UTR|SIN|IND|NOM//acl//88 på//PP//case//113 grund//NN|UTR|SIN|IND|NOM//fixed//108 av//PP//fixed//108 utomlands//AB//advmod//112 ställd//PC|PRF|UTR|SIN|IND|NOM//amod//113 resegaranti//NN|UTR|SIN|IND|NOM//obl//107 .//MAD//punct//21
5.3 Ett nytt resegarantisystem;När//HA//mark//3 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 konsumenter//NN|UTR|PLU|IND|NOM//nsubj:pass//3 omfattas//VB|PRS|SFO//advcl//7 av//PP//case//6 utomnordiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 resegarantiordningar//NN|UTR|PLU|IND|NOM//obl//3 torde//VB|PRT|AKT//aux//19 risken//NN|UTR|SIN|DEF|NOM//nsubj//19 för//PP//case//10 komplikationer//NN|UTR|PLU|IND|NOM//nmod//8 på//PP//case//14 grund//NN|UTR|SIN|IND|NOM//fixed//11 av//PP//fixed//11 språkhinder//NN|UTR|PLU|IND|NOM//nmod//8 i//PP//case//17 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 fall//NN|NEU|PLU|IND|NOM//nmod//14 vara//VB|INF|AKT//cop//19 påtaglig//JJ|POS|UTR|SIN|IND|NOM//ROOT//19 .//MAD//punct//19
5.3 Ett nytt resegarantisystem;Med//PP//case//27 hänsyn//NN|UTR|SIN|IND|NOM//fixed//21 till//PP//fixed//21 EG-rättens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 tidigare//AB|KOM//advmod//26 nämnda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//27 krav//NN|NEU|SIN|IND|NOM//obl//39 på//PP//case//29 proportionalitet//NN|UTR|SIN|IND|NOM//nmod//27 vid//PP//case//32 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 inskränkningar//NN|UTR|PLU|IND|NOM//nmod//29 i//PP//case//36 den//DT|UTR|SIN|DEF//det//36 fria//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//36 rörligheten//NN|UTR|SIN|DEF|NOM//nmod//32 för//PP//case//38 tjänster//NN|UTR|PLU|IND|NOM//nmod//36 synes//VB|PRS|SFO//parataxis//19 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//39 dock//AB//advmod//39 i//PP//case//46 vart//DT|NEU|SIN|IND//advmod//46 fall//NN|NEU|SIN|IND|NOM//fixed//43 vara//VB|INF|AKT//cop//46 tveksamt//JJ|POS|NEU|SIN|IND|NOM//advcl//39 om//PP//case//49 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 myndigheter//NN|UTR|PLU|IND|NOM//obl//39 generellt//AB|POS//advmod//39 kan//VB|PRS|AKT//aux//52 utesluta//VB|INF|AKT//conj//19 möjligheten//NN|UTR|SIN|DEF|NOM//obj//52 att//SN//mark//59 utomnordiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 resegarantier//NN|NEU|PLU|IND|NOM//nsubj:pass//59 skulle//VB|PRT|AKT//aux//59 kunna//VB|INF|AKT//aux//59 anses//VB|INF|SFO//acl//53 som//KN//mark//61 likvärdiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//59 med//PP//case//64 en//DT|UTR|SIN|IND//det//64 resegaranti//NN|UTR|SIN|IND|NOM//obl//59 ställd//PC|PRF|UTR|SIN|IND|NOM//xcomp//59 enligt//PP//case//68 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//68 lagstiftning//NN|UTR|SIN|IND|NOM//obl//65 .//MAD//punct//19
5.3 Ett nytt resegarantisystem;Vid//PP//case//73 den//DT|UTR|SIN|DEF//det//73 aktuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//73 likvärdighetsbedömningen//NN|UTR|SIN|DEF|NOM//obl//82 kan//VB|PRS|AKT//aux//82 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//82 dock//AB//advmod//82 mot//PP//case//81 den//DT|UTR|SIN|DEF//det//81 nu//AB//advmod//80 angivna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//81 bakgrunden//NN|UTR|SIN|DEF|NOM//obl//82 finnas//VB|INF|SFO//conj//19 anledning//NN|UTR|SIN|IND|NOM//xcomp//82 att//IE//mark//85 ta//VB|INF|AKT//advcl//82 hänsyn//NN|UTR|SIN|IND|NOM//obj//85 till//PP//compound:prt//85 i//PP//case//90 vilken//HD|UTR|SIN|IND//det//90 utsträckning//NN|UTR|SIN|IND|NOM//obl//93 man//PN|UTR|SIN|IND|SUB//nsubj//93 kan//VB|PRS|AKT//aux//93 befara//VB|INF|AKT//ccomp//85 att//SN//mark//96 språkhinder//NN|UTR|PLU|IND|NOM//nsubj//96 uppkommer//VB|PRS|AKT//advcl//93 om//PP//case//99 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//99 konsumenter//NN|UTR|PLU|IND|NOM//obl//96 behöver//VB|PRS|AKT//aux//101 utnyttja//VB|INF|AKT//conj//19 den//DT|UTR|SIN|DEF//det//105 utomlands//AB//advmod//104 ställda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//105 resegarantin//NN|UTR|SIN|DEF|NOM//obj//101 .//MAD//punct//19
5.3 Ett nytt resegarantisystem;Risken//NN|UTR|SIN|DEF|NOM//nsubj:pass//112 för//PP//case//109 språkhinder//NN|UTR|PLU|IND|NOM//nmod//107 måste//VB|PRS|AKT//aux//112 då//AB//advmod//112 bedömas//VB|INF|SFO//parataxis//19 i//PP//case//116 varje//DT|UTR/NEU|SIN|IND//det//116 enskilt//JJ|POS|NEU|SIN|IND|NOM//amod//116 fall//NN|NEU|SIN|IND|NOM//obl//112 .//MAD//punct//112
5.3 Ett nytt resegarantisystem;En//DT|UTR|SIN|IND//det//120 rimlig//JJ|POS|UTR|SIN|IND|NOM//amod//120 utgångspunkt//NN|UTR|SIN|IND|NOM//appos//112 är//VB|PRS|AKT//cop//120 emellertid//AB//advmod//120 att//SN//mark//127 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//125 svårigheter//NN|UTR|PLU|IND|NOM//nsubj//127 torde//VB|PRT|AKT//aux//127 uppstå//VB|INF|AKT//csubj//120 om//SN//mark//134 konsumenterna//NN|UTR|PLU|DEF|NOM//nsubj//134 inte//AB//advmod//134 kommer//VB|PRS|AKT//aux//134 att//IE//mark//134 kunna//VB|INF|AKT//aux//134 skaffa//VB|INF|AKT//advcl//127 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//134 information//NN|UTR|SIN|IND|NOM//obj//134 och//KN//cc//138 ta//VB|INF|AKT//conj//134 tillvara//PL//compound:prt//138 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//141 rättigheter//NN|UTR|PLU|IND|NOM//obj//138 på//PP//case//144 ett//DT|NEU|SIN|IND//det//144 språk//NN|NEU|SIN|IND|NOM//obl//138 som//HP|-|-|-//advmod//150 de//PN|UTR/NEU|PLU|DEF|SUB//det//148 normalt//AB|POS//advmod//148 sett//PC|PRF|NEU|SIN|IND|NOM//fixed//145 har//VB|PRS|AKT//aux//150 lätt//AB|POS//acl:relcl//144 att//IE//mark//152 förstå//VB|INF|AKT//acl//150 .//MAD//punct//112
5.3 Ett nytt resegarantisystem;Omvänt//AB//parataxis//112 ligger//VB|PRS|AKT//conj//19 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//155 nära//AB|POS//advmod//155 till//PP//case//159 hands//NN|UTR|SIN|IND|NOM//obl//155 att//IE//mark//161 anta//VB|INF|AKT//acl//159 att//SN//mark//168 språkhinder//NN|UTR|PLU|IND|NOM//nsubj:pass//168 normalt//AB|POS//advmod//163 sett//PC|PRF|NEU|SIN|IND|NOM//advmod//163 inte//AB//advmod//168 kan//VB|PRS|AKT//aux//168 befaras//VB|INF|SFO//ccomp//161 uppkomma//VB|INF|AKT//xcomp//168 om//SN//mark//173 konsumenterna//NN|UTR|PLU|DEF|NOM//nsubj//173 kan//VB|PRS|AKT//aux//173 kommunicera//VB|INF|AKT//advcl//168 på//PP//case//176 skandinaviska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//176 språk//NN|NEU|PLU|IND|NOM//obl//173 eller//KN//cc//187 –//RG|NOM//punct//187 i//PP//case//181 vart//DT|NEU|SIN|IND//advmod//181 fall//NN|NEU|SIN|IND|NOM//obl//187 när//HA//case//187 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//182 gäller//VB|PRS|AKT//fixed//182 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//187 yngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//187 konsumentgrupper//NN|UTR|PLU|IND|NOM//conj//176 –//RG|NOM//punct//187 eventuellt//AB|POS//advmod//191 på//PP//case//191 engelska//NN|UTR|SIN|IND|NOM//appos//187 .//MAD//punct//19
5.3 Ett nytt resegarantisystem;I//PP//case//194 sammanhanget//NN|NEU|SIN|DEF|NOM//obl//197 bör//VB|PRS|AKT//aux//197 även//AB//advmod//197 nämnas//VB|INF|SFO//parataxis//19 att//SN//mark//205 Kammarkollegiet//NN|NEU|SIN|DEF|NOM//nsubj//205 i//PP//case//202 sin//PS|UTR|SIN|DEF//nmod:poss//202 egenskap//NN|UTR|SIN|IND|NOM//nmod//199 av//PP//case//204 tillsynsmyndighet//NN|UTR|SIN|IND|NOM//nmod//202 har//VB|PRS|AKT//dep//197 ett//DT|NEU|SIN|IND//det//208 visst//JJ|POS|NEU|SIN|IND|NOM//amod//208 ansvar//NN|NEU|SIN|IND|NOM//obj//205 för//PP//mark//211 att//IE//mark//211 hjälpa//VB|INF|AKT//advcl//205 resenärer//NN|UTR|PLU|IND|NOM//obj//211 till//PP//case//214 rätta//NN|UTR|-|-|-//obl//211 då//HA//mark//221 en//DT|UTR|SIN|IND//det//218 registrerad//PC|PRF|UTR|SIN|IND|NOM//amod//218 näringsidkares//NN|UTR|SIN|IND|GEN//nmod:poss//219 garanti//NN|UTR|SIN|IND|NOM//nsubj:pass//221 behöver//VB|PRS|AKT//aux//221 utnyttjas//VB|INF|SFO//advcl//211 .//MAD//punct//205
5.3 Ett nytt resegarantisystem;Detta//DT|NEU|SIN|DEF//det//224 ansvar//NN|NEU|SIN|IND|NOM//nsubj//226 torde//VB|PRT|AKT//aux//226 få//VB|INF|AKT//parataxis//205 särskilt//AB//advmod//228 stor//JJ|POS|UTR|SIN|IND|NOM//amod//230 praktisk//JJ|POS|UTR|SIN|IND|NOM//amod//230 betydelse//NN|UTR|SIN|IND|NOM//obj//226 om//PP//mark//234 garanti//NN|UTR|SIN|IND|NOM//nsubj:pass//234 har//VB|PRS|AKT//aux//234 ställts//VB|SUP|SFO//advcl//226 utomlands//AB//advmod//234 .//MAD//punct//19
5.3 Ett nytt resegarantisystem;Bevisbördan//NN|UTR|SIN|DEF|NOM//nsubj//12 för//PP//mark//10 att//SN//mark//10 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//4 krav//NN|NEU|PLU|IND|NOM//nsubj//10 enligt//PP//case//8 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 utländsk//JJ|POS|UTR|SIN|IND|NOM//amod//8 lagstiftning//NN|UTR|SIN|IND|NOM//nmod//4 är//VB|PRS|AKT//cop//10 uppfyllda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl//0 bör//VB|PRS|AKT//aux//12 åvila//VB|INF|AKT//ROOT//12 den//DT|UTR|SIN|DEF//det//14 registreringsskyldige//JJ|POS|MAS|SIN|DEF|NOM//obj//12 som//HP|-|-|-//nsubj//16 gör//VB|PRS|AKT//acl:relcl//14 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//compound:prt//16 att//SN//mark//21 så//AB//advmod//21 är//VB|PRS|AKT//cop//21 fallet//NN|NEU|SIN|DEF|NOM//ccomp//16 .//MAD//punct//12
5.3 Ett nytt resegarantisystem;Kammarkollegiet//NN|NEU|SIN|DEF|NOM//nsubj//27 har//VB|PRS|AKT//aux//27 därefter//AB//advmod//27 att//IE//mark//27 pröva//VB|INF|AKT//parataxis//12 om//SN//case//30 det//DT|NEU|SIN|DEF//det//30 skydd//NN|NEU|SIN|IND|NOM//obl//27 som//HP|-|-|-//obl//33 resenärerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//33 tillförsäkras//VB|PRS|SFO//acl:relcl//30 enligt//PP//case//37 den//DT|UTR|SIN|DEF//det//37 utländska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 lagstiftningen//NN|UTR|SIN|DEF|NOM//obl//33 i//PP//case//41 det//DT|NEU|SIN|DEF//det//41 konkreta//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//41 fallet//NN|NEU|SIN|DEF|NOM//nmod//37 motsvarar//VB|PRS|AKT//conj//27 kraven//NN|NEU|PLU|DEF|NOM//obj//42 enligt//PP//case//47 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//47 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//47 rätt//NN|UTR|SIN|IND|NOM//nmod//43 .//MAD//punct//27
5.3 Ett nytt resegarantisystem;Likartade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 problem//NN|NEU|PLU|IND|NOM//nsubj//3 kan//VB|PRS|AKT//aux//3 uppkomma//VB|INF|AKT//ROOT//3 då//HA//advmod//5 registreringsskyldiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advcl//3 företag//NN|NEU|PLU|IND|NOM//nsubj//12 med//PP//case//8 säte//NN|NEU|SIN|IND|NOM//nmod//6 här//AB//fixed//6 i//PP//case//11 landet//NN|NEU|SIN|DEF|NOM//nmod//6 säljer//VB|PRS|AKT//advcl//3 eller//KN//cc//14 förmedlar//VB|PRS|AKT//conj//12 utomlands//AB//advmod//14 anordnade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//17 paketresor//NN|UTR|PLU|IND|NOM//obj//12 ,//MID//punct//12 om//PP//case//20 resegaranti//NN|UTR|SIN|IND|NOM//nsubj:pass//24 för//PP//case//22 paketresorna//NN|UTR|PLU|DEF|NOM//nmod//20 har//VB|PRS|AKT//aux//24 ställts//VB|SUP|SFO//advcl//12 i//PP//case//28 ett//DT|NEU|SIN|IND//det//28 annat//JJ|POS|NEU|SIN|IND|NOM//amod//28 land//NN|NEU|SIN|IND|NOM//obl//24 .//MAD//punct//28
5.3 Ett nytt resegarantisystem;Som//HP|-|-|-//mark//33 tidigare//AB|KOM//advmod//33 har//VB|PRS|AKT//aux//33 nämnts//VB|SUP|SFO//advcl//12 ger//VB|PRS|AKT//conj//3 artikel//NN|UTR|SIN|IND|NOM//nmod//36 7//RG|NOM//obj//34 i//PP//case//38 paketresedirektivet//NN|NEU|SIN|DEF|NOM//amod//39 medlemsstaterna//NN|UTR|PLU|DEF|NOM//iobj//34 ett//DT|NEU|SIN|IND//det//42 stort//JJ|POS|NEU|SIN|IND|NOM//amod//42 mått//NN|NEU|SIN|IND|NOM//obj//34 av//PP//case//44 frihet//NN|UTR|SIN|IND|NOM//nmod//42 när//HA//mark//49 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//45 gäller//VB|PRS|AKT//fixed//45 att//IE//mark//49 bestämma//VB|INF|AKT//advcl//34 vem//HP|UTR|SIN|IND//dislocated//54 som//HP|-|-|-//nsubj//54 skall//VB|PRS|AKT//aux//54 vara//VB|INF|AKT//cop//54 skyldig//JJ|POS|UTR|SIN|IND|NOM//ccomp//49 att//IE//mark//56 ställa//VB|INF|AKT//advcl//54 resegaranti//NN|UTR|SIN|IND|NOM//obj//56 .//MAD//punct//3
5.3 Ett nytt resegarantisystem;Av//PP//case//60 artikeln//NN|UTR|SIN|DEF|NOM//obl//61 följer//VB|PRS|AKT//parataxis//3 endast//AB//advmod//61 att//SN//mark//66 åtminstone//AB//advmod//66 den//DT|UTR|SIN|DEF//det//66 arrangör//NN|UTR|SIN|IND|NOM//nsubj//78 eller//KN//cc//68 återförsäljare//NN|UTR|SIN|IND|NOM//conj//66 som//HP|-|-|-//nsubj//71 är//VB|PRS|AKT//cop//71 part//NN|UTR|SIN|IND|NOM//acl:relcl//68 i//PP//case//73 avtalet//NN|NEU|SIN|DEF|NOM//nmod//71 med//PP//case//75 konsumenten//NN|UTR|SIN|DEF|NOM//nmod//73 skall//VB|PRS|AKT//aux//78 vara//VB|INF|AKT//cop//78 garantipliktig//JJ|POS|UTR|SIN|IND|NOM//obj//61 .//MID//punct//61
5.3 Ett nytt resegarantisystem;EG-domstolen//NN|UTR|SIN|DEF|NOM//nsubj//83 har//VB|PRS|AKT//aux//83 inte//AB//advmod//83 uttalat//VB|SUP|AKT//conj//3 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//83 om//PL//compound:prt//83 under//PP//mark//91 vilka//HD|UTR/NEU|PLU|IND//det//88 förutsättningar//NN|UTR|PLU|IND|NOM//nmod//89 partsbundenhet//NN|UTR|SIN|IND|NOM//nsubj:pass//91 skall//VB|PRS|AKT//aux//91 anses//VB|INF|SFO//advcl//83 uppstå//VB|INF|AKT//xcomp//91 mellan//PP//mark//94 arra//VB|INF|AKT//obl//92 ngören//NN|UTR|SIN|DEF|NOM//obj//94 och//KN//cc//97 konsumenten//NN|UTR|SIN|DEF|NOM//conj//95 resp.//AB|AN//cc//100 mellan//PP//case//100 återförsäljaren//NN|UTR|SIN|DEF|NOM//conj//94 och//KN//cc//102 konsumenten//NN|UTR|SIN|DEF|NOM//conj//100 .//MAD//punct//94
5.3 Ett nytt resegarantisystem;Av//PP//case//105 redogörelsen//NN|UTR|SIN|DEF|NOM//obl//109 för//PP//case//108 utländsk//JJ|POS|UTR|SIN|IND|NOM//amod//108 rätt//NN|UTR|SIN|IND|NOM//nmod//105 framgår//VB|PRS|AKT//conj//83 också//AB//advmod//109 att//SN//mark//114 frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//114 har//VB|PRS|AKT//aux//114 lösts//VB|SUP|SFO//ccomp//109 på//PP//case//118 vitt//AB|POS//advmod//117 skilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//118 sätt//NN|NEU|PLU|IND|NOM//obl//114 i//PP//case//122 de//DT|UTR/NEU|PLU|DEF//det//122 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//122 rättssystemen//NN|NEU|PLU|DEF|NOM//nmod//118 .//MAD//punct//114
5.3 Ett nytt resegarantisystem;Enligt//PP//case//126 norsk//JJ|POS|UTR|SIN|IND|NOM//amod//126 rätt//NN|UTR|SIN|IND|NOM//advmod//129 är//VB|PRS|AKT//cop//129 sålunda//AB//advmod//129 arrangörer//NN|UTR|PLU|IND|NOM//parataxis//114 och//KN//cc//131 återförsäljare//NN|UTR|PLU|IND|NOM//conj//129 av//PP//case//135 utländska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//134 arrangörers//NN|UTR|PLU|IND|GEN//nmod:poss//135 paketresor//NN|UTR|PLU|IND|NOM//nmod//131 garantipliktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//129 medan//SN//mark//141 endast//AB//advmod//141 arrangörer//NN|UTR|PLU|IND|NOM//nsubj//141 är//VB|PRS|AKT//cop//141 skyldiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advcl//129 att//IE//mark//143 ställa//VB|INF|AKT//acl//141 resegaranti//NN|UTR|SIN|IND|NOM//obj//143 enligt//PP//case//147 tysk//JJ|POS|UTR|SIN|IND|NOM//nmod:poss//147 rätt//NN|UTR|SIN|IND|NOM//obl//143 .//MAD//punct//83
5.3 Ett nytt resegarantisystem;I//PP//case//2 de//DT|UTR/NEU|PLU|DEF//det//2 fall//NN|NEU|PLU|IND|NOM//obl//28 då//HA//advmod//12 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//5 krav//NN|NEU|PLU|IND|NOM//nsubj:pass//12 beträffande//PP//case//10 ett//DT|NEU|SIN|IND//det//10 utomlands//AB//advmod//9 anordnat//PC|PRF|NEU|SIN|IND|NOM//amod//10 paketresearrangemang//NN|NEU|SIN|IND|NOM//nmod//5 har//VB|PRS|AKT//aux//12 uppfyllts//VB|SUP|SFO//acl:relcl//2 enligt//PP//case//14 resegarantilagstiftningen//NN|UTR|SIN|DEF|NOM//obl//12 i//PP//case//18 en//DT|UTR|SIN|IND//det//18 annan//JJ|POS|UTR|SIN|IND|NOM//amod//18 medlemsstat//NN|UTR|SIN|IND|NOM//nmod//14 ,//MID//punct//2 torde//VB|PRT|AKT//aux//28 EG-fördragets//NN|NEU|SIN|DEF|GEN//nmod:poss//22 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//28 om//PP//case//25 fri//JJ|POS|UTR|SIN|IND|NOM//amod//25 rörlighet//NN|UTR|SIN|IND|NOM//nmod//22 för//PP//case//27 tjänster//NN|UTR|PLU|IND|NOM//nmod//25 medföra//VB|INF|AKT//ROOT//28 att//SN//mark//40 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//40 som//HP|-|-|-//nsubj//34 i//PP//case//33 Sverige//PM|NOM//obl//34 säljer//VB|PRS|AKT//acl:relcl//30 arrangemanget//NN|NEU|SIN|DEF|NOM//obj//34 under//PP//case//38 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 omständigheter//NN|UTR|PLU|IND|NOM//obl//34 skall//VB|PRS|AKT//aux//40 undantas//VB|INF|SFO//ccomp//28 från//PP//case//42 skyldigheten//NN|UTR|SIN|DEF|NOM//obl//40 att//IE//mark//44 ställa//VB|INF|AKT//acl//42 garanti//NN|UTR|SIN|IND|NOM//obj//44 hos//PP//case//47 Kammarkollegiet//NN|NEU|SIN|DEF|NOM//obl//44 .//MAD//punct//28
5.3 Ett nytt resegarantisystem;Den//DT|UTR|SIN|DEF//nsubj//50 registreringsskyldige//JJ|POS|MAS|SIN|DEF|NOM//nsubj//62 med//PP//case//52 säte//NN|NEU|SIN|IND|NOM//nmod//50 här//AB//advmod//50 i//PP//case//55 landet//NN|NEU|SIN|DEF|NOM//obl//50 bör//VB|PRS|AKT//aux//62 dock//AB//advmod//62 för//PP//case//60 det//DT|NEU|SIN|DEF//det//60 första//RO|NOM//obl//62 kunna//VB|INF|AKT//aux//62 visa//VB|INF|AKT//parataxis//28 att//SN//mark//75 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//65 åtaganden//NN|NEU|PLU|IND|NOM//nsubj:pass//75 enligt//PP//case//67 lagstiftningen//NN|UTR|SIN|DEF|NOM//nmod//65 i//PP//case//71 ett//DT|NEU|SIN|IND//det//71 annat//JJ|POS|NEU|SIN|IND|NOM//amod//71 EU//PM|NOM//nmod//65 ///MID//cc//73 EES-land//NN|NEU|SIN|IND|NOM//conj//71 har//VB|PRS|AKT//aux//75 fullgjorts//VB|SUP|SFO//ccomp//62 .//MAD//punct//62
