3 Ekonomiska och materiella resurser ;Jan//PM|NOM//ROOT//0 O.//PM|NOM//flat:name//0 Jonsson//PM|NOM//flat:name//1
4.5 Sammanfattande diskussion;För//PP//case//39 fädernas//NN|UTR|PLU|DEF|GEN//nmod:poss//39 del//NN|UTR|SIN|IND|NOM//obl//46 är//VB|PRS|AKT//cop//46 den//DT|UTR|SIN|DEF//det//44 längsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//44 genomsnittliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//44 tiden//NN|UTR|SIN|DEF|NOM//nsubj//46 64//RG|NOM//nummod//46 timmar//NN|UTR|PLU|IND|NOM//parataxis//2 och//KN//cc//51 den//DT|UTR|SIN|DEF//det//51 kortaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//51 30//RG|NOM//nummod//51 timmar//NN|UTR|PLU|IND|NOM//conj//46 .//MAD//punct//2
4.5 Sammanfattande diskussion;När//HA//mark//57 tiden//NN|UTR|SIN|DEF|NOM//nsubj:pass//57 för//PP//case//56 hushållsarbete//NN|NEU|SIN|IND|NOM//nmod//54 adderas//VB|PRS|SFO//advcl//58 försvinner//VB|PRS|AKT//conj//2 skillnaden//NN|UTR|SIN|DEF|NOM//nsubj//58 mellan//PP//case//61 mödrar//NN|UTR|PLU|IND|NOM//nmod//59 och//KN//cc//63 fäder//NN|UTR|PLU|IND|NOM//conj//61 .//MAD//punct//2
4.5 Sammanfattande diskussion;Barnen//NN|NEU|PLU|DEF|NOM//nsubj//1 uttryckte//VB|PRT|AKT//ROOT//1 varierande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 åsikter//NN|UTR|PLU|IND|NOM//obj//1 om//PP//mark//9 hur//HA//advmod//6 mycket//JJ|POS|NEU|SIN|IND|NOM//amod//7 tid//NN|UTR|SIN|IND|NOM//obj//9 föräldrarna//NN|UTR|PLU|DEF|NOM//nsubj//9 hade//VB|PRT|AKT//acl//3 för//PP//case//11 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//9 .//MAD//punct//1
4.5 Sammanfattande diskussion;Ungefär//AB//advmod//16 två//RG|NOM//nummod//16 tre//RG|NOM//nummod//16 procent//NN|UTR|PLU|IND|NOM//nsubj//17 tyckte//VB|PRT|AKT//parataxis//1 att//SN//mark//22 mamma//NN|UTR|SIN|IND|NOM//nsubj//22 respektive//AB//cc//21 pappa//NN|UTR|SIN|IND|NOM//conj//19 hade//VB|PRT|AKT//ccomp//17 för//AB//advmod//24 mycket//JJ|POS|NEU|SIN|IND|NOM//amod//25 tid//NN|UTR|SIN|IND|NOM//obj//22 .//MAD//punct//1
4.5 Sammanfattande diskussion;Omkring//PP//advmod//29 11//RG|NOM//nummod//29 14//RG|NOM//nummod//30 procent//NN|UTR|PLU|IND|NOM//nsubj//31 menade//VB|PRT|AKT//parataxis//1 att//SN//mark//34 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//34 hade//VB|PRT|AKT//ccomp//31 för//AB//case//37 lite//AB|POS//amod//37 tid//NN|UTR|SIN|IND|NOM//obl//34 .//MID//punct//1
4.5 Sammanfattande diskussion;Att//SN//mark//41 föräldern//NN|UTR|SIN|DEF|NOM//nsubj//41 har//VB|PRS|AKT//csubj//47 för//AB//case//44 lite//AB|POS//amod//44 tid//NN|UTR|SIN|IND|NOM//obj//41 enligt//PP//case//46 barnet//NN|NEU|SIN|DEF|NOM//obl//41 verkar//VB|PRS|AKT//ccomp//1 vara//VB|INF|AKT//cop//49 orelaterat//PC|PRF|NEU|SIN|IND|NOM//xcomp//47 till//PP//case//53 förälderns//NN|UTR|SIN|DEF|GEN//nmod:poss//53 faktiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 arbetstider//NN|UTR|PLU|IND|NOM//obl//49 .//MAD//punct//1

5 Boende, närmiljö och trygghet;Jan//PM|NOM//ROOT//0 O.//PM|NOM//flat:name//0 Jonsson//PM|NOM//flat:name//0 och//KN//cc//4 Sara//PM|NOM//conj//0 Brolin//PM|NOM//flat//4 Låftman//PM|NOM//flat:name//4

5.1 Inledning;Barn//NN|NEU|PLU|IND|NOM//nsubj//8 och//KN//cc//3 ungdomars//NN|UTR|PLU|IND|GEN//nmod:poss//3 välfärd//NN|UTR|SIN|IND|NOM//conj//0 är//VB|PRS|AKT//cop//8 i//PP//case//7 hög//JJ|POS|UTR|SIN|IND|NOM//amod//7 grad//NN|UTR|SIN|IND|NOM//obl//8 relaterad//PC|PRF|UTR|SIN|IND|NOM//ROOT//8 till//PP//case//10 var//PN|UTR|SIN|IND|SUB/OBJ//obl//8 och//KN//cc//14 hur//HA//advmod//14 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//14 bor//VB|PRS|AKT//conj//8 och//KN//cc//16 därmed//AB//conj//14 också//AB//advmod//16 till//PP//case//20 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//20 bostadspolitik//NN|UTR|SIN|IND|NOM//obl//14 ,//MID//punct//22 stadsplanering//NN|UTR|SIN|IND|NOM//conj//20 ,//MID//punct//24 planering//NN|UTR|SIN|IND|NOM//conj//20 av//PP//case//26 bostadsområden//NN|NEU|PLU|IND|NOM//nmod//24 och//KN//cc//28 trafiklösningar//NN|UTR|PLU|IND|NOM//conj//26 .//MAD//punct//14
5.1 Inledning;Bostaden//NN|UTR|SIN|DEF|NOM//nsubj:pass//34 och//KN//cc//32 närmiljön//NN|UTR|SIN|DEF|NOM//conj//30 kan//VB|PRS|AKT//aux//34 antas//VB|INF|SFO//conj//14 vara//VB|INF|AKT//cop//36 viktigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//34 för//PP//case//38 barn//NN|NEU|PLU|IND|NOM//obl//36 än//KN//mark//41 för//PP//case//41 vuxna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl//38 eftersom//SN//mark//45 barn//NN|NEU|PLU|IND|NOM//nsubj//45 oftast//AB|SUV//advmod//45 tillbringar//VB|PRS|AKT//advcl//34 en//DT|UTR|SIN|IND//det//48 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//48 del//NN|UTR|SIN|IND|NOM//obj//45 av//PP//case//51 sin//PS|UTR|SIN|DEF//nmod:poss//51 tid//NN|UTR|SIN|IND|NOM//nmod//48 där//AB//advmod//45 .//MAD//punct//8
5.1 Inledning;Boendet//NN|NEU|SIN|DEF|NOM//obl//8 ,//MID//punct//54 i//PP//case//58 bred//JJ|POS|UTR|SIN|IND|NOM//amod//58 bemärkelse//NN|UTR|SIN|IND|NOM//conj//54 ,//MID//punct//60 innefattar//VB|PRS|AKT//conj//8 en//DT|UTR|SIN|IND//det//62 mängd//NN|UTR|SIN|IND|NOM//nmod//63 dimensioner//NN|UTR|PLU|IND|NOM//obj//60 ,//MID//punct//68 allt//PN|NEU|SIN|IND|SUB/OBJ//nsubj//68 från//PP//case//68 ren//JJ|POS|UTR|SIN|IND|NOM//amod//68 teknologi//NN|UTR|SIN|IND|NOM//appos//63 –//RG|NOM//punct//68 t.ex.//AB|AN//advmod//71 hushållsapparater//NN|UTR|PLU|IND|NOM//conj//63 och//KN//cc//73 transportmedel//NN|NEU|PLU|IND|NOM//conj//71 –//PAD//punct//63 till//PP//case//76 platser//NN|UTR|PLU|IND|NOM//obl//60 som//HP|-|-|-//nsubj//78 skänker//VB|PRS|AKT//acl:relcl//76 djupa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//80 känsloupplevelser//NN|UTR|PLU|IND|NOM//obj//78 .//MAD//punct//8
5.1 Inledning;Enligt//PP//case//83 studier//NN|UTR|PLU|IND|NOM//obl//91 av//PP//case//86 vuxnas//JJ|POS|UTR/NEU|PLU|IND/DEF|GEN//nmod:poss//86 minnesbilder//NN|UTR|PLU|IND|NOM//nmod//83 är//VB|PRS|AKT//cop//91 starka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//89 barndomsminnen//NN|NEU|PLU|IND|NOM//nsubj//91 ofta//AB|POS//advmod//91 förknippade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//8 med//PP//case//93 platser//NN|UTR|PLU|IND|NOM//obl//91 utomhus//AB//advmod//91 .//MAD//punct//91
5.1 Inledning;"Förutom//PP//case//97 platser//NN|UTR|PLU|IND|NOM//obl//111 som//HP|-|-|-//nsubj:pass//100 kan//VB|PRS|AKT//aux//100 relateras//VB|INF|SFO//acl:relcl//97 till//PP//case//102 naturupplevelser//NN|UTR|PLU|IND|NOM//obl//100 ,//MID//punct//104 harmoni//NN|UTR|SIN|IND|NOM//conj//102 ,//MID//punct//106 frihet//NN|UTR|SIN|IND|NOM//conj//102 och//KN//cc//109 att//IE//mark//109 överskrida//VB|INF|AKT//conj//100 gränser//NN|UTR|PLU|IND|NOM//obj//109 rör//VB|PRS|AKT//conj//8 det//PN|NEU|SIN|DEF|SUB/OBJ//det//113 platser//NN|UTR|PLU|IND|NOM//obj//111 som//HP|-|-|-//nsubj//115 förmedlar//VB|PRS|AKT//acl:relcl//113 en//DT|UTR|SIN|IND//det//117 känsla//NN|UTR|SIN|IND|NOM//obj//115 av//PP//case//119 tillhörighet//NN|UTR|SIN|IND|NOM//nmod//117 (//PAD//punct//113 Rasmusson//PM|NOM//appos//113 1998//RG|NOM//nummod//121 ;//MID//punct//8"
5.1 Inledning;se//VB|IMP|AKT//parataxis//8 även//AB//advmod//124 t.ex.//AB|AN//advmod//124 Nordström//PM|NOM//obj//124 1996//RG|NOM//nummod//127 )//PAD//punct//124 .//MAD//punct//136
5.1 Inledning;En//DT|UTR|SIN|IND//det//133 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//133 tillhörighet//NN|UTR|SIN|IND|NOM//nsubj//136 är//VB|PRS|AKT//cop//136 nära//AB|POS//advmod//136 förknippad//PC|PRF|UTR|SIN|IND|NOM//conj//8 med//PP//case//138 förankring//NN|UTR|SIN|IND|NOM//obl//136 och//KN//cc//140 trygghet//NN|UTR|SIN|IND|NOM//conj//138 .//MAD//punct//8
5.1 Inledning;Detta//DT|NEU|SIN|DEF//det//1 kapitel//NN|NEU|SIN|IND|NOM//nsubj//3 skall//VB|PRS|AKT//aux//3 behandla//VB|INF|AKT//ROOT//3 barns//NN|NEU|PLU|IND|GEN//nmod:poss//7 och//KN//cc//6 ungdomars//NN|UTR|PLU|IND|GEN//conj//4 bostadsförhållanden//NN|NEU|PLU|IND|NOM//obj//3 och//KN//cc//9 närmiljö//NN|UTR|SIN|IND|NOM//conj//7 .//MAD//punct//3
5.1 Inledning;Speciellt//AB|POS//advmod//15 kommer//VB|PRS|AKT//aux//15 vi//PN|UTR|PLU|DEF|SUB//nsubj//15 att//IE//mark//15 studera//VB|INF|AKT//conj//3 bostadsområdets//NN|NEU|SIN|DEF|GEN//nmod:poss//17 trygghet//NN|UTR|SIN|IND|NOM//obj//15 ,//MID//punct//20 under//PP//case//20 antagandet//NN|NEU|SIN|DEF|NOM//obl//15 att//SN//mark//26 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//26 är//VB|PRS|AKT//cop//26 en//DT|UTR|SIN|IND//det//26 central//JJ|POS|UTR|SIN|IND|NOM//amod//26 välfärdsdimension//NN|UTR|SIN|IND|NOM//acl//20 för//PP//case//31 yngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//31 –//PAD//punct//28 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//31 studier//NN|UTR|PLU|IND|NOM//obl//26 ,//MID//punct//31 bl.a.//AB|AN//advmod//35 av//PP//case//35 Raundalen//PM|NOM//obl//26 och//KN//cc//37 Raundalen//PM|NOM//conj//35 (//PAD//punct//39 1979//RG|NOM//nummod//37 )//PAD//punct//39 ,//MID//punct//3 visar//VB|PRS|AKT//conj//3 att//SN//mark//53 ett//PN|NEU|SIN|IND|SUB/OBJ//det//52 av//PP//case//48 de//DT|UTR/NEU|PLU|DEF//det//48 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//48 problem//NN|NEU|PLU|IND|NOM//nmod//44 fr.a//AB|AN//nmod//44 .//MAD//punct//44
5.1 Inledning;yngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//52 barn//NN|NEU|PLU|IND|NOM//nsubj//53 upplever//VB|PRS|AKT//ccomp//42 är//VB|PRS|AKT//cop//55 rädsla//NN|UTR|SIN|IND|NOM//obj//53 för//PP//case//57 okända//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 och//KN//cc//59 ohanterbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//57 saker//NN|UTR|PLU|IND|NOM//nmod//55 i//PP//case//62 näromgivningen//NN|UTR|SIN|DEF|NOM//nmod//60 .//MAD//punct//3

5.2 Barns bostadsstandard under 30 år;Moderniseringen//NN|UTR|SIN|DEF|NOM//nsubj//5 av//PP//case//2 bostadsbeståndet//NN|NEU|SIN|DEF|NOM//nmod//0 i//PP//case//4 Sverige//PM|NOM//nmod//2 framställs//VB|PRS|SFO//ROOT//5 ofta//AB|POS//advmod//5 som//KN//case//9 en//DT|UTR|SIN|IND//det//9 skräckhistoria//NN|UTR|SIN|IND|NOM//obl//5 ,//MID//punct//9 där//HA//advmod//18 romantiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 landsbygdsmiljöer//NN|UTR|PLU|IND|NOM//nsubj:pass//18 under//PP//case//17 några//DT|UTR/NEU|PLU|IND//det//17 hektiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 decennier//NN|NEU|PLU|IND|NOM//nmod//13 förvandlades//VB|PRT|SFO//acl:relcl//9 till//PP//case//21 anonyma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 betongförorter//NN|UTR|PLU|IND|NOM//obl//18 .//MID//punct//5
5.2 Barns bostadsstandard under 30 år;"Som//HA//mark//26 vi//PN|UTR|PLU|DEF|SUB//nsubj//26 har//VB|PRS|AKT//aux//26 sett//VB|SUP|AKT//advcl//5 i//PP//case//29 Kapitel//NN|NEU|SIN|IND|NOM//nmod//29 2//RG|NOM//obl//26 är//VB|PRS|AKT//cop//34 dock//AB//advmod//34 den//DT|UTR|SIN|DEF//det//34 starka//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//34 urbaniseringen//NN|UTR|SIN|DEF|NOM//xcomp//5 som//HP|-|-|-//nsubj//36 skett//VB|SUP|AKT//acl:relcl//34 inte//AB//advmod//36 huvudsakligen//AB//advmod//36 en//DT|UTR|SIN|IND//det//40 flytt//NN|UTR|SIN|IND|NOM//obj//36 från//PP//case//42 landet//NN|NEU|SIN|DEF|NOM//nmod//40 till//PP//case//44 storstaden//NN|UTR|SIN|DEF|NOM//obl//36 ;//MID//punct//5"
5.2 Barns bostadsstandard under 30 år;de//DT|UTR/NEU|PLU|DEF//det//49 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//49 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 barn//NN|NEU|PLU|IND|NOM//nsubj//50 växer//VB|PRS|AKT//parataxis//5 upp//PL//compound:prt//50 på//PP//case//54 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//54 orter//NN|UTR|PLU|IND|NOM//obl//50 och//KN//cc//60 i//PP//case//60 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 och//KN//cc//59 mellanstora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//57 städer//NN|UTR|PLU|IND|NOM//conj//54 .//MAD//punct//50
5.2 Barns bostadsstandard under 30 år;"Flykten//NN|UTR|SIN|DEF|NOM//xcomp//5 från//PP//case//64 landsbygden//NN|UTR|SIN|DEF|NOM//nmod//62 ,//MID//punct//67 som//HP|-|-|-//nsubj:pass//67 uppfattades//VB|PRT|SFO//acl:relcl//62 som//KN//case//71 ett//DT|NEU|SIN|IND//det//71 stort//JJ|POS|NEU|SIN|IND|NOM//amod//71 problem//NN|NEU|SIN|IND|NOM//xcomp//67 under//PP//case//73 1920-talet//NN|NEU|SIN|DEF|NOM//obl//67 ,//MID//punct//5 har//VB|PRS|AKT//aux//78 inte//AB//advmod//78 bara//AB//advmod//78 betingats//VB|SUP|SFO//conj//5 av//PP//case//80 arbetsmarknadsskäl//NN|UTR|SIN|IND|NOM//obl:agent//78 utan//KN//cc//89 till//PP//case//84 stor//JJ|POS|UTR|SIN|IND|NOM//amod//84 del//NN|UTR|SIN|IND|NOM//obl//89 också//AB//advmod//89 varit//VB|SUP|AKT//cop//89 en//DT|UTR|SIN|IND//det//89 frivillig//JJ|POS|UTR|SIN|IND|NOM//amod//89 flyttning//NN|UTR|SIN|IND|NOM//obl//78 till//PP//case//91 miljöer//NN|UTR|PLU|IND|NOM//nmod//89 som//HP|-|-|-//nsubj//93 upplevts//VB|SUP|SFO//acl:relcl//91 som//KN//mark//96 mer//AB|KOM//advmod//96 stimulerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//93 ;//MID//punct//5"
5.2 Barns bostadsstandard under 30 år;och//KN//cc//102 ,//MID//punct//102 är//VB|PRS|AKT//cop//102 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//102 viktigt//JJ|POS|NEU|SIN|IND|NOM//conj//5 att//IE//mark//104 påpeka//VB|INF|AKT//advcl//102 ,//MID//punct//107 till//PP//case//107 miljöer//NN|UTR|PLU|IND|NOM//obl//104 som//HP|-|-|-//nsubj//109 framstått//VB|SUP|AKT//acl:relcl//107 som//KN//mark//112 mer//AB|KOM//advmod//112 bekväma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//109 .//MAD//punct//107
5.2 Barns bostadsstandard under 30 år;Moderniseringen//NN|UTR|SIN|DEF|NOM//nsubj//118 har//VB|PRS|AKT//aux//118 verkligen//AB//advmod//118 en//DT|UTR|SIN|IND//det//118 framsida//NN|UTR|SIN|IND|NOM//parataxis//102 ,//MID//punct//118 allt//PN|NEU|SIN|IND|SUB/OBJ//advmod//123 från//PP//case//123 rinnande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//123 vatten//NN|NEU|SIN|IND|NOM//conj//118 till//PP//case//125 tvättmaskiner//NN|UTR|PLU|IND|NOM//nmod//123 och//KN//cc//127 centralvärme//NN|UTR|SIN|IND|NOM//conj//125 .//MAD//punct//5
5.2 Barns bostadsstandard under 30 år;Procent//NN|UTR|SIN|IND|NOM//ROOT//0 1968//RG|NOM//nummod//0  //_SP////1 1974//RG|NOM//nummod//1  //_SP////3 1981//RG|NOM//nmod//0  //_SP////5 1991//RG|NOM//nummod//5  //_SP////7 2000//RG|NOM//nummod//0
5.2 Barns bostadsstandard under 30 år;Vid//PP//case//3 sidan//NN|UTR|SIN|DEF|NOM//fixed//0 av//PP//fixed//0 utrustningsstandard//NN|UTR|SIN|IND|NOM//obl//8 är//VB|PRS|AKT//cop//8 utrymmesstandard//NN|UTR|SIN|IND|NOM//nsubj//8 den//DT|UTR|SIN|DEF//det//8 viktigaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//8 aspekten//NN|UTR|SIN|DEF|NOM//nsubj//18 av//PP//case//12 en//DT|UTR|SIN|IND//det//11 bostads//NN|UTR|SIN|IND|GEN//nmod:poss//12 bekvämlighet//NN|UTR|SIN|IND|NOM//nmod//8 .//MAD//punct//8
5.2 Barns bostadsstandard under 30 år;Trångboddhet//NN|UTR|SIN|IND|NOM//nmod//8 är//VB|PRS|AKT//cop//18 en//DT|UTR|SIN|IND//det//18 klassisk//JJ|POS|UTR|SIN|IND|NOM//amod//18 ofärdsindikator//NN|UTR|SIN|IND|NOM//ROOT//18 .//MAD//punct//18
5.2 Barns bostadsstandard under 30 år;Vad//HP|NEU|SIN|IND//discourse//23 är//VB|PRS|AKT//cop//20 då//AB//advmod//20 trångboddhet//NN|UTR|SIN|IND|NOM//appos//18 ?//MID//punct//26
5.2 Barns bostadsstandard under 30 år;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//26 finns//VB|PRS|SFO//conj//23 ett//DT|NEU|SIN|IND//det//28 antal//NN|NEU|SIN|IND|NOM//nmod//30 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 definitioner//NN|UTR|PLU|IND|NOM//nsubj//26 på//PP//case//32 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//26 (//PAD//punct//26 se//VB|IMP|AKT//conj//23 t.ex.//AB|AN//advmod//34 Frykman//PM|NOM//obj//34 1984//RG|NOM//nummod//36 )//PAD//punct//34 ,//MID//punct//45 men//KN//cc//45 över//PP//case//44 en//DT|UTR|SIN|IND//det//44 längre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//44 tidsperiod//NN|UTR|SIN|IND|NOM//obl//45 visar//VB|PRS|AKT//conj//23 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//45 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//det//50 en//DT|UTR|SIN|IND//det//50 klar//JJ|POS|UTR|SIN|IND|NOM//amod//50 förbättring//NN|UTR|SIN|IND|NOM//obj//45 –//RG|NOM//punct//54 till//PP//case//54 den//DT|UTR|SIN|DEF//det//54 grad//NN|UTR|SIN|IND|NOM//conj//23 att//SN//mark//60 själva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//57 måtten//NN|NEU|PLU|DEF|NOM//nsubj//60 på//PP//case//59 trångboddhet//NN|UTR|SIN|IND|NOM//nmod//57 blir//VB|PRS|AKT//acl//54 allt//AB//advmod//62 mer//AB|KOM//advmod//63 förlegade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//60 .//MAD//punct//23
5.2 Barns bostadsstandard under 30 år;Den//DT|UTR|SIN|DEF//nsubj//68 tidigare//AB|KOM//advmod//68 ofta//AB|POS//advmod//68 använda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//23 “//PAD//nmod:poss//70 norm//NN|UTR|SIN|IND|NOM//obj//68 2//RG|NOM//nummod//72 ”//NN|AN//punct//23 ,//MID//punct//72 som//HP|-|-|-//nsubj//75 definierar//VB|PRS|AKT//acl:relcl//72 hushåll//NN|NEU|PLU|IND|NOM//obj//75 med//PP//case//78 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//81 än//KN//fixed//78 två//RG|NOM//nummod//81 personer//NN|UTR|PLU|IND|NOM//obl//75 per//PP//case//83 rum//NN|NEU|SIN|IND|NOM//nmod//81 (//PAD//punct//85 kök//NN|NEU|SIN|IND|NOM//appos//83 och//KN//cc//87 vardagsrum//NN|NEU|PLU|IND|NOM//conj//83 oräknade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//72 )//PAD//punct//72 som//KN//mark//91 trångbodda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl//72 ,//MID//punct//93 visar//VB|PRS|AKT//conj//23 att//SN//mark//103 ungefär//AB//advmod//96 två//RG|NOM//nummod//97 procent//NN|UTR|PLU|IND|NOM//nsubj//103 av//PP//case//99 hushållen//NN|NEU|PLU|DEF|NOM//nmod//97 i//PP//case//101 Sverige//PM|NOM//nmod//99 är//VB|PRS|AKT//cop//103 trångbodda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//93 under//PP//case//105 1990-talet//NN|NEU|SIN|DEF|NOM//obl//103 (//PAD//punct//107 Fritzell//PM|NOM//appos//105 och//KN//cc//109 Lundberg//PM|NOM//conj//107 2000//RG|NOM//nummod//109 )//PAD//punct//23 .//MAD//punct//18
5.2 Barns bostadsstandard under 30 år;Den//DT|UTR|SIN|DEF//det//114 definitionen//NN|UTR|SIN|DEF|NOM//nsubj//115 gör//VB|PRS|AKT//parataxis//18 att//SN//mark//148 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//148 ,//MID//punct//121 i//PP//case//121 en//DT|UTR|SIN|IND//det//121 familj//NN|UTR|SIN|IND|NOM//nmod//117 med//PP//case//124 två//RG|NOM//nummod//124 föräldrar//NN|UTR|PLU|IND|NOM//nmod//121 ,//MID//punct//121 är//VB|PRS|AKT//advcl//148 först//AB//advmod//132 när//HA//mark//132 tre//RG|NOM//nummod//130 barn//NN|NEU|PLU|IND|NOM//nmod//131 delar//VB|PRS|AKT//nmod//132 rum//NN|NEU|SIN|IND|NOM//compound:prt//126 i//PP//case//135 en//DT|UTR|SIN|IND//det//135 trerumslägenhet//NN|UTR|SIN|IND|NOM//obl//126 som//HP|-|-|-//obl//138 hushållet//NN|NEU|SIN|DEF|NOM//nsubj//138 blir//VB|PRS|AKT//acl:relcl//135 trångbott//JJ|POS|NEU|SIN|IND|NOM//xcomp//138 –//PAD//punct//143 i//PP//case//143 en//DT|UTR|SIN|IND//det//143 fyrarumslägenhet//NN|UTR|SIN|IND|NOM//obl//126 är//VB|PRS|AKT//cop//148 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//148 den//DT|UTR|SIN|DEF//det//148 sjunde//RO|NOM//amod//148 personen//NN|UTR|SIN|DEF|NOM//ccomp//115 som//HP|-|-|-//nsubj//150 introducerar//VB|PRS|AKT//acl:relcl//148 trångboddheten//NN|UTR|SIN|DEF|NOM//obj//150 .//MAD//punct//115
5.2 Barns bostadsstandard under 30 år;Även//AB//mark//158 om//SN//fixed//153 vi//PN|UTR|PLU|DEF|SUB//nsubj//158 aldrig//AB//advmod//158 kan//VB|PRS|AKT//aux//158 finna//VB|INF|AKT//csubj//171 en//DT|UTR|SIN|IND//det//160 “//NN|UTR|SIN|IND|NOM//obj//158 absolut//JJ|POS|UTR|SIN|IND|NOM//advmod//162 ”//PAD//obj//158 eller//KN//cc//164 historiskt//AB|POS//conj//162 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//166 definition//NN|UTR|SIN|IND|NOM//obl//158 av//PP//case//168 trångboddhet//NN|UTR|SIN|IND|NOM//nmod//166 är//VB|PRS|AKT//cop//171 “//PAD//nsubj//171 norm//NN|UTR|SIN|IND|NOM//conj//18 2//RG|NOM//nummod//173 ”//NN|AN//punct//171 knappast//AB|SUV//advmod//177 en//DT|UTR|SIN|IND//det//177 lämplig//JJ|POS|UTR|SIN|IND|NOM//amod//177 definition//NN|UTR|SIN|IND|NOM//conj//171 för//PP//case//179 barn//NN|NEU|PLU|IND|NOM//nmod//177 och//KN//cc//181 ungdomar//NN|UTR|PLU|IND|NOM//conj//179 av//PP//case//183 idag//AB//advmod//177 .//MAD//punct//171
