Reservation;av//PP//case//2 ledamöterna//NN|UTR|PLU|DEF|NOM//nmod//2 Henrik//PM|NOM//ROOT//2 S.//PM|NOM//flat:name//2 Järrel//PM|NOM//flat:name//2 (//PAD//punct//4 m//PM|NOM//nummod//2 )//PAD//punct//2 Ulf//PM|NOM//conj//2 Isaksson//PM|NOM//flat:name//8 (//PAD//punct//8 fp//PM|NOM//flat:name//2 )//PAD//punct//11 Marcela//PM|NOM//conj//2 Arosenius//PM|NOM//flat//13 (//PAD//punct//14 c//NN|NEU|SIN|IND|NOM//appos//14 )//PAD//punct//13 ,//MID//punct//2 och//KN//cc//21 Peter//PM|NOM//nmod//21 Flensburg//PM|NOM//conj//2 (//PAD//punct//21 kd//PM|NOM//appos//21 )//PAD//punct//21 samt//KN//cc//27 fr.o.m.//AB|AN//case//27 punkt//NN|UTR|SIN|IND|NOM//conj//2 3//RG|NOM//nummod//27 även//AB//advmod//33 av//PP//case//33 ledamoten//NN|UTR|SIN|DEF|NOM//nmod//32 Anders//PM|NOM//nmod//33 Drejare//PM|NOM//flat:name//2 (//PAD//punct//35 mp//NN|AN//appos//33 )//PAD//punct//2
2.1 Normativ ekonomisk analys;Om//SN//mark//19 t.ex.//AB|AN//advmod//15 en//DT|UTR|SIN|IND//det//15 fartsyndare//NN|UTR|SIN|IND|NOM//amod//18 eller//KN//cc//17 berusad//PC|PRF|UTR|SIN|IND|NOM//conj//15 person//NN|UTR|SIN|IND|NOM//nsubj//19 förorsakar//VB|PRS|AKT//advcl//32 en//DT|UTR|SIN|IND//det//21 trafikolycka//NN|UTR|SIN|IND|NOM//obj//19 ,//MID//punct//24 men//KN//cc//24 går//VB|PRS|AKT//conj//19 fri//JJ|POS|UTR|SIN|IND|NOM//advmod//24 p.g.a.//PP|AN//mark//29 att//SN//mark//29 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//29 drabbades//VB|PRT|SFO//advcl//24 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//31 trafikförsäkring//NN|UTR|SIN|IND|NOM//obj//29 täcker//VB|PRS|AKT//parataxis//4 skadan//NN|UTR|SIN|DEF|NOM//obj//32 ,//MID//punct//32 så//AB//advmod//38 kan//VB|PRS|AKT//aux//38 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//38 upplevas//VB|INF|SFO//advcl//32 som//KN//mark//40 orättvist//JJ|POS|NEU|SIN|IND|NOM//xcomp//38 .//MAD//punct//4
2.1 Normativ ekonomisk analys;Argumentet//NN|NEU|SIN|DEF|NOM//nsubj//44 kan//VB|PRS|AKT//aux//44 vara//VB|INF|AKT//parataxis//4 att//SN//mark//47 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//47 ger//VB|PRS|AKT//ccomp//44 felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 signaler//NN|UTR|PLU|IND|NOM//obj//47 till//PP//case//51 medborgarna//NN|UTR|PLU|DEF|NOM//obl//47 om//PP//mark//56 vad//HP|NEU|SIN|IND//dislocated//56 som//HP|-|-|-//nsubj//56 är//VB|PRS|AKT//cop//56 önskvärt//JJ|POS|NEU|SIN|IND|NOM//advcl//47 respektive//AB//cc//59 klandervärt//JJ|POS|NEU|SIN|IND|NOM//amod//59 beteende//NN|NEU|SIN|IND|NOM//conj//56 .//MAD//punct//44
2.1 Normativ ekonomisk analys;En//DT|UTR|SIN|IND//det//63 rättslig//JJ|POS|UTR|SIN|IND|NOM//amod//63 process//NN|UTR|SIN|IND|NOM//appos//44 där//HA//advmod//66 ansvaret//NN|NEU|SIN|DEF|NOM//nsubj:pass//66 fastställs//VB|PRS|SFO//acl:relcl//63 (//PAD//punct//70 med//PP//case//70 ett//DT|NEU|SIN|IND//det//70 skadestånd//NN|NEU|SIN|IND|NOM//obl//66 på//PP//case//73 en//DT|UTR|SIN|IND//det//73 krona//NN|UTR|SIN|IND|NOM//nmod//70 )//PAD//punct//44 kan//VB|PRS|AKT//aux//82 därför//AB//advmod//82 ur//PP//case//81 moralisk//JJ|POS|UTR|SIN|IND|NOM//amod//81 ///MID//cc//81 pedagogisk//JJ|POS|UTR|SIN|IND|NOM//amod//81 synpunkt//NN|UTR|SIN|IND|NOM//obl//82 framstå//VB|INF|AKT//xcomp//4 som//KN//mark//84 värdefull//JJ|POS|UTR|SIN|IND|NOM//xcomp//82 .//MAD//punct//4
2.1 Normativ ekonomisk analys;Den//DT|UTR|SIN|DEF//det//3 tredje//RO|NOM//amod//3  //_SP////1 normen//NN|UTR|SIN|DEF|NOM//nsubj//6 är//VB|PRS|AKT//cop//6 samhällsekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//6 effektivitet//NN|UTR|SIN|IND|NOM//ROOT//6 .//MAD//punct//6
2.1 Normativ ekonomisk analys;Effektivitet//NN|NEU|SIN|DEF|NOM//conj//6 för//PP//case//10 samhället//NN|NEU|SIN|DEF|NOM//nmod//8 som//KN//nsubj//13 helhet//NN|UTR|SIN|IND|NOM//nsubj//13 kräver//VB|PRS|AKT//acl:relcl//10 effektivitet//NN|UTR|SIN|IND|NOM//obj//13 i//PP//case//16 produktion//NN|UTR|SIN|IND|NOM//obl//13 och//KN//cc//18 konsumtion//NN|UTR|SIN|IND|NOM//conj//16 .//MID//punct//6
2.1 Normativ ekonomisk analys;Kostnadseffektiv//JJ|POS|UTR|SIN|IND|NOM//nsubj//23  //_SP////20 produktion//NN|UTR|SIN|IND|NOM//conj//20 råder//VB|PRS|AKT//parataxis//6 då//AB//advmod//23 en//DT|UTR|SIN|IND//det//27 viss//JJ|POS|UTR|SIN|IND|NOM//amod//27 verksamhet//NN|UTR|SIN|IND|NOM//nsubj//32 eller//KN//cc//29 produktion//NN|UTR|SIN|IND|NOM//conj//27 inte//AB//advmod//32 kan//VB|PRS|AKT//aux//32 ske//VB|INF|AKT//conj//23 till//PP//case//35 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 kostnad//NN|UTR|SIN|IND|NOM//obl//32 ,//MID//punct//37 givet//PC|PRF|NEU|SIN|IND|NOM//conj//23 uppsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//39 kvalitetskrav//NN|NEU|PLU|IND|NOM//nmod//37 .//MAD//punct//23
2.1 Normativ ekonomisk analys;Vid//PP//case//42 kostnadseffektivitet//NN|UTR|SIN|IND|NOM//obl//43 förbrukas//VB|PRS|SFO//conj//23 minsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//46 möjliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 resurser//NN|UTR|PLU|IND|NOM//nsubj:pass//43 för//PP//case//50 en//DT|UTR|SIN|IND//det//50 given//PC|PRF|UTR|SIN|IND|NOM//amod//50 produktion//NN|UTR|SIN|IND|NOM//obl//43 .//MAD//punct//23
2.1 Normativ ekonomisk analys;Normen//NN|UTR|SIN|DEF|NOM//nsubj//63 att//SN//mark//57 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//55 verksamhet//NN|UTR|SIN|IND|NOM//nsubj//57 skall//VB|PRS|AKT//aux//57 ske//VB|INF|AKT//acl//52 till//PP//case//61 lägsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//61 möjliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//61 resursförbrukning//NN|UTR|SIN|IND|NOM//obl//57 är//VB|PRS|AKT//cop//63 lätt//JJ|POS|NEU|SIN|IND|NOM//conj//6 att//IE//mark//65 acceptera//VB|INF|AKT//csubj//63 .//MAD//punct//63
2.1 Normativ ekonomisk analys;Skälet//NN|NEU|SIN|DEF|NOM//nsubj//69 är//VB|PRS|AKT//cop//69 enkelt//JJ|POS|NEU|SIN|IND|NOM//parataxis//63 –//RG|NOM//punct//69 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//mark//77 av//PP//fixed//71 vilken//HD|UTR|SIN|IND//det//74 värdering//NN|UTR|SIN|IND|NOM//nmod//75 medborgarna//NN|UTR|PLU|DEF|NOM//nsubj//77 har//VB|PRS|AKT//aux//77 ligger//VB|PRS|AKT//advcl//69 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//77 i//PP//case//81 allas//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//81 intresse//NN|NEU|SIN|IND|NOM//obl//77 att//SN//mark//85 inte//AB//advmod//85 resurser//NN|UTR|PLU|IND|NOM//nsubj:pass//85 förslösas//VB|PRS|SFO//acl//81 .//MAD//punct//6
2.1 Normativ ekonomisk analys;Samhällsekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//1 effektivitet//NN|UTR|SIN|IND|NOM//nsubj//2 kräver//VB|PRS|AKT//ROOT//2 också//AB//advmod//2 effektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 byten//NN|NEU|PLU|IND|NOM//obj//2  //_SP////5 mellan//PP//case//8 köpare//NN|UTR|PLU|IND|NOM//nmod//5 och//KN//cc//10 säljare//NN|UTR|SIN|IND|NOM//conj//8 ,//MID//punct//13 vilket//HP|NEU|SIN|IND//nsubj//13 föreligger//VB|PRS|AKT//acl:relcl//5 när//HA//case//16 befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 varor//NN|UTR|PLU|IND|NOM//nsubj:pass//21 eller//KN//cc//18 tjänster//NN|UTR|PLU|IND|NOM//conj//16 inte//AB//advmod//21 kan//VB|PRS|AKT//aux//21 omfördelas//VB|INF|SFO//advcl//2 mellan//PP//case//23 aktörerna//NN|UTR|PLU|DEF|NOM//obl//21 på//PP//case//27 ett//DT|NEU|SIN|IND//det//27 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//27 sätt//NN|NEU|SIN|IND|NOM//nmod//23 att//SN//mark//31 åtminstone//AB//advmod//30 någon//PN|UTR|SIN|IND|SUB/OBJ//nsubj//31 får//VB|PRS|AKT//acl//27 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 nytta//NN|UTR|SIN|IND|NOM//obj//31 utan//PP//mark//37 att//SN//mark//37 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//37 sker//VB|PRS|AKT//advcl//31 till//PP//case//39 nackdel//NN|UTR|SIN|IND|NOM//obl//37 för//PP//case//42 någon//DT|UTR|SIN|IND//det//42 annan//JJ|POS|UTR|SIN|IND|NOM//obl//37 .//MAD//punct//2
2.1 Normativ ekonomisk analys;Med//PP//case//46 ”//PAD//punct//46 nytta//NN|UTR|SIN|IND|NOM//obl//52 ”//PAD//punct//46 och//KN//cc//50 ”//PAD//punct//50 nackdel//NN|UTR|SIN|IND|NOM//conj//46 ”//PM|NOM//punct//50 avses//VB|PRS|SFO//parataxis//2 vad//HP|NEU|SIN|IND//obj//56 aktörerna//NN|UTR|PLU|DEF|NOM//nsubj//56 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl//54 anser//VB|PRS|AKT//ccomp//52 vara//VB|INF|AKT//cop//58 bäst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//xcomp//56 för//PP//case//60 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//56 .//MAD//punct//52
2.1 Normativ ekonomisk analys;Effektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 byten//NN|NEU|PLU|IND|NOM//nsubj:pass//66 kan//VB|PRS|AKT//aux//66 därför//AB//advmod//66 uppnås//VB|INF|SFO//parataxis//52 frivilligt//AB|POS//advmod//66 mellan//PP//case//69 parter//NN|UTR|PLU|IND|NOM//obl//66 i//PP//case//71 kontraktsförhållanden//NN|NEU|PLU|IND|NOM//nmod//69 .//MAD//punct//52
2.1 Normativ ekonomisk analys;I//PP//case//75 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//75 teori//NN|UTR|SIN|IND|NOM//obl//76 sluts//VB|PRS|SFO//conj//52 frivilliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 avtal//NN|NEU|PLU|IND|NOM//nsubj//76 först//AB//advmod//76 när//HA//mark//83 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//det//82 parter//NN|UTR|PLU|IND|NOM//nsubj//83 anser//VB|PRS|AKT//advcl//76 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//83 gynnade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//83 därav//AB//advmod//85 .//MAD//punct//2
2.1 Normativ ekonomisk analys;Båda//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//89 får//VB|PRS|AKT//parataxis//2 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//89 med//PP//case//93 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//93 ord//NN|NEU|PLU|IND|NOM//obl//94 bättre//AB|KOM//advmod//89 per//PP//case//96 definition//NN|UTR|SIN|IND|NOM//obl//89  //_SP////96 när//HA//mark//100 avtal//NN|NEU|SIN|IND|NOM//nsubj:pass//100 ingås//VB|PRS|SFO//advcl//89 .//MAD//punct//89
2.1 Normativ ekonomisk analys;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//103 innebär//VB|PRS|AKT//conj//2 att//SN//mark//111 individernas//NN|UTR|PLU|DEF|GEN//nmod:poss//107 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//107 val//NN|NEU|PLU|IND|NOM//dislocated//111 ,//MID//punct//107 så//KN//advmod//111 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//111 gestaltar//VB|PRS|AKT//ccomp//103 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//111 t.ex.//AB|AN//advmod//111 i//PP//case//115 byten//NN|NEU|PLU|IND|NOM//obl//111 på//PP//case//117 marknaderna//NN|UTR|PLU|DEF|NOM//nmod//115 ,//MID//punct//111 bidrar//VB|PRS|AKT//conj//111 till//PP//case//122 samhällsekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//122 effektivitet//NN|UTR|SIN|IND|NOM//obl//119 .//MAD//punct//2
2.1 Normativ ekonomisk analys;Ett//DT|NEU|SIN|IND//det//2 aktuellt//JJ|POS|NEU|SIN|IND|NOM//amod//2 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//17 från//PP//case//4 försäkringsbranschen//NN|UTR|SIN|DEF|NOM//nmod//2 ,//MID//punct//10 som//HP|-|-|-//obj//10 vi//PN|UTR|PLU|DEF|SUB//nsubj//10 kommer//VB|PRS|AKT//aux//10 att//IE//mark//10 behandla//VB|INF|AKT//acl:relcl//2 i//PP//case//14 den//DT|UTR|SIN|DEF//det//14 fortsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//14 framställningen//NN|UTR|SIN|DEF|NOM//obl//10 ,//MID//punct//2 kan//VB|PRS|AKT//aux//17 diskuteras//VB|INF|SFO//ROOT//17 utifrån//PP//case//22 de//DT|UTR/NEU|PLU|DEF//det//22 tre//RG|NOM//nummod//22 uppräknade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//22 normerna//NN|UTR|PLU|DEF|NOM//obl//17 .//MAD//punct//17
2.1 Normativ ekonomisk analys;Enligt//PP//case//25 förslaget//NN|NEU|SIN|DEF|NOM//obl//27 skall//VB|PRS|AKT//aux//27 inkomstbortfall//NN|NEU|PLU|IND|NOM//parataxis//17 till//PP//case//31 följd//NN|UTR|SIN|IND|NOM//fixed//28 av//PP//fixed//28 trafikolycka//NN|UTR|SIN|IND|NOM//obl//27 ,//MID//punct//31 som//HP|-|-|-//nsubj:pass//35 idag//AB//advmod//35 finansieras//VB|PRS|SFO//acl:relcl//31 via//PP//case//37 försäkringskassorna//NN|UTR|PLU|DEF|NOM//obl//35 ,//MID//punct//39 inkorporeras//VB|PRS|SFO//conj//27 i//PP//case//41 trafikförsäkringen//NN|UTR|SIN|DEF|NOM//obl//39 (//PAD//punct//27 kompensation//NN|UTR|SIN|IND|NOM//obl//52 till//PP//case//46 skadelidande//NN|NEU|SIN|IND|NOM//amod//46 uppnås//VB|PRS|SFO//nmod//43 )//PAD//punct//43 Detta//DT|NEU|SIN|DEF//det//49 arrangemang//NN|NEU|SIN|IND|NOM//nsubj//52 skulle//VB|PRT|AKT//aux//52 avsevärt//AB|POS//advmod//52 öka//VB|INF|AKT//parataxis//27 kostnaderna//NN|UTR|PLU|DEF|NOM//obj//52 för//PP//case//55 trafikförsäkringen//NN|UTR|SIN|DEF|NOM//nmod//53 ,//MID//punct//61 samtidigt//AB//mark//61 som//HA//fixed//57 reformen//NN|UTR|SIN|DEF|NOM//nsubj//61 skulle//VB|PRT|AKT//aux//61 minska//VB|INF|AKT//advcl//27 kostnaderna//NN|UTR|PLU|DEF|NOM//obj//61 för//PP//case//65 det//DT|NEU|SIN|DEF//det//65 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//obl//61 .//MAD//punct//27
2.1 Normativ ekonomisk analys;Unga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//68 förare//NN|UTR|PLU|IND|NOM//parataxis//27 utan//PP//case//70 bonus//NN|UTR|SIN|IND|NOM//nmod//68 och//KN//cc//72 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//79 som//HP|-|-|-//nsubj//74 kör//VB|PRS|AKT//acl:relcl//72 långa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 sträckor//NN|UTR|PLU|IND|NOM//obj//74 skulle//VB|PRT|AKT//aux//79 kunna//VB|INF|AKT//aux//79 drabbas//VB|INF|SFO//conj//27 av//PP//case//82 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//82 premier//NN|UTR|PLU|IND|NOM//obl:agent//79 (//PAD//punct//82 rättviseaspekt//NN|UTR|SIN|IND|NOM//appos//82 )//PAD//punct//82 .//MAD//punct//17
2.1 Normativ ekonomisk analys;Avsikten//NN|UTR|SIN|DEF|NOM//nsubj//90 med//PP//case//89 reformen//NN|UTR|SIN|DEF|NOM//nmod//87 är//VB|PRS|AKT//parataxis//17 att//IE//mark//92 öka//VB|INF|AKT//ccomp//90 incitamenten//NN|NEU|PLU|DEF|NOM//obj//92 till//PP//case//95 prevention//NN|UTR|SIN|IND|NOM//obl//92 (//PAD//punct//92 särskilt//AB//advmod//101 i//PP//case//101 form//NN|UTR|SIN|IND|NOM//fixed//98 av//PP//fixed//98 rehabilitering//NN|UTR|SIN|IND|NOM//obl//92 )//PAD//punct//92 inom//PP//case//104 försäkringsbranschen//NN|UTR|SIN|DEF|NOM//obl//92 ,//MID//punct//108 vilket//HP|NEU|SIN|IND//nsubj//108 skulle//VB|PRT|AKT//aux//108 leda//VB|INF|AKT//acl:relcl//104 till//PP//case//114 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//111 lidande//NN|NEU|SIN|IND|NOM//amod//114 och//KN//cc//113 samhällsekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//111 besparingar//NN|UTR|PLU|IND|NOM//obl//108 (//PAD//punct//114 effektivitet//NN|UTR|SIN|IND|NOM//appos//114 )//PAD//punct//114 .//MAD//punct//17
2.1 Normativ ekonomisk analys;Denna//DT|UTR|SIN|DEF//det//122 sista//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//122 påstådda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//122 effekt//NN|UTR|SIN|IND|NOM//obj//126 kommer//VB|PRS|AKT//aux//126 vi//PN|UTR|PLU|DEF|SUB//nsubj//126 att//IE//mark//126 analysera//VB|INF|AKT//conj//17 .//MAD//punct//17
2.1 Normativ ekonomisk analys;Däremot//AB//advmod//129 tar//VB|PRS|AKT//parataxis//17 vi//PN|UTR|PLU|DEF|SUB//nsubj//129 inte//AB//advmod//129 ställning//NN|UTR|SIN|IND|NOM//obj//129 till//PP//case//136 den//DT|UTR|SIN|DEF//det//136 specifika//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//136 fördelningseffekten//NN|UTR|SIN|DEF|NOM//obl//129 .//MAD//punct//129
2.1 Normativ ekonomisk analys;Anledningen//NN|UTR|SIN|DEF|NOM//nsubj//129 är//VB|PRS|AKT//cop//129 att//SN//mark//147 besparingarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//147 för//PP//case//145 det//DT|NEU|SIN|DEF//det//145 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//145 normalt//AB|POS//nmod//141 kan//VB|PRS|AKT//aux//147 användas//VB|INF|SFO//ccomp//129 för//PP//mark//150 att//IE//mark//150 kompensera//VB|INF|AKT//advcl//147 de//DT|UTR/NEU|PLU|DEF//det//153 drabbade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//153 grupperna//NN|UTR|PLU|DEF|NOM//obj//150 ,//MID//punct//153 exempelvis//AB//advmod//157 via//PP//case//157 stöd//NN|NEU|SIN|IND|NOM//obj//150 till//PP//case//160 motorburna//NN|UTR|PLU|DEF|NOM//nmod//160 ungdomar//NN|UTR|PLU|IND|NOM//nmod//157 eller//KN//cc//164 en//DT|UTR|SIN|IND//det//164 sänkt//PC|PRF|UTR|SIN|IND|NOM//amod//164 bensinskatt//NN|UTR|SIN|IND|NOM//conj//160 –//PAD//punct//170 om//PP//mark//170 den//DT|UTR|SIN|DEF//det//169 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//169 viljan//NN|UTR|SIN|DEF|NOM//nsubj//170 finns//VB|PRS|SFO//advcl//150 .//MAD//punct//17
2.1 Normativ ekonomisk analys;Utvidgat//PC|PRF|NEU|SIN|IND|NOM//amod//1 ansvar//NN|NEU|SIN|IND|NOM//ROOT//1 för//PP//case//3 trafikförsäkring//NN|UTR|SIN|IND|NOM//nmod//1 –//RG|NOM//punct//7 några//DT|UTR/NEU|PLU|IND//det//7 kompletterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 synpunkter//NN|UTR|PLU|IND|NOM//conj//1 från//PP//case//9 försäkringsbranschen//NN|UTR|SIN|DEF|NOM//nmod//10 1996-01-31//RG|NOM//nmod//7 ,//MID//punct//12 Rapport//NN|UTR|SIN|IND|NOM//conj//1   //_SP////12 och//KN//cc//15 komplement//NN|NEU|PLU|IND|NOM//conj//12 1998//RG|NOM//nummod//15 .//MAD//punct//1
2.1 Normativ ekonomisk analys;I//PP//case//3 den//DT|UTR|SIN|DEF//det//3 fortsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//3 framställningen//NN|UTR|SIN|DEF|NOM//obl//4 utgår//VB|PRS|AKT//ROOT//4 vi//PN|UTR|PLU|DEF|SUB//nsubj//4 således//AB//advmod//4 från//PP//case//8 normen//NN|UTR|SIN|DEF|NOM//obl//4 att//SN//mark//12 ansvar//NN|NEU|SIN|IND|NOM//nsubj:pass//12 skall//VB|PRS|AKT//aux//12 placeras//VB|INF|SFO//ccomp//4 ”//PAD//punct//12 ekonomiskt//AB|POS//advmod//15 effektivt//AB|POS//amod//16 ”//PAD//punct//4 .//MAD//punct//4
2.1 Normativ ekonomisk analys;Kompensationsnormen//NN|UTR|SIN|DEF|NOM//nsubj:pass//19 anses//VB|PRS|SFO//conj//4 uppfylld//PC|PRF|UTR|SIN|IND|NOM//xcomp//19 med//PP//case//23 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 kompensationsgrad//NN|UTR|SIN|IND|NOM//obl//20 .//MAD//punct//19
2.1 Normativ ekonomisk analys;Förändringar//NN|UTR|PLU|IND|NOM//nsubj//30 av//PP//case//27 kompensationsgraden//NN|UTR|SIN|DEF|NOM//nmod//25 skall//VB|PRS|AKT//aux//30 inte//AB//advmod//30 ske//VB|INF|AKT//parataxis//19 enligt//PP//case//33 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//33 direktiv//NN|NEU|PLU|IND|NOM//obl//30 .//MAD//punct//4
2.1 Normativ ekonomisk analys;En//DT|UTR|SIN|IND//det//36 anledning//NN|UTR|SIN|IND|NOM//parataxis//4 till//PP//mark//40 att//IE//mark//40 inte//AB//advmod//40 analysera//VB|INF|AKT//acl//36 rättviseaspekter//NN|UTR|PLU|IND|NOM//obj//40 är//VB|PRS|AKT//cop//36 att//SN//mark//48 uppfattningarna//NN|UTR|PLU|DEF|NOM//nsubj//48 om//PP//case//46 rättvisa//NN|UTR|SIN|IND|NOM//nmod//44 är//VB|PRS|AKT//cop//48 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//csubj//36 .//MAD//punct//4
2.1 Normativ ekonomisk analys;Inom//PP//case//52 området//NN|NEU|SIN|DEF|NOM//amod//52 etik//NN|UTR|SIN|IND|NOM//obl//4 ,//MID//punct//54 rättvisa//NN|UTR|SIN|IND|NOM//conj//52 och//KN//cc//56 moral//NN|UTR|SIN|IND|NOM//conj//52 är//VB|PRS|AKT//cop//59 vi//PN|UTR|PLU|DEF|SUB//nsubj//59 lekmän//NN|UTR|PLU|IND|NOM//nsubj//4 .//MAD//punct//4
2.1 Normativ ekonomisk analys;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//62 hindrar//VB|PRS|AKT//parataxis//4 inte//AB//advmod//62 att//SN//mark//67 vi//PN|UTR|PLU|DEF|SUB//nsubj//67 skall//VB|PRS|AKT//aux//67 beröra//VB|INF|AKT//ccomp//62 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//69 rättviseaspekter//NN|UTR|PLU|IND|NOM//obj//67 som//HP|-|-|-//nsubj//71 ansluter//VB|PRS|AKT//acl:relcl//69 till//PP//case//74 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//74 effektivitet//NN|UTR|SIN|IND|NOM//obl//71 .//MAD//punct//67
2.1 Normativ ekonomisk analys;Som//HA//mark//79 vi//PN|UTR|PLU|DEF|SUB//nsubj//79 skall//VB|PRS|AKT//aux//79 se//VB|INF|AKT//advcl//81 nedan//AB//advmod//79 sammanfaller//VB|PRS|AKT//conj//4 ofta//AB|POS//advmod//81 uppfattningen//NN|UTR|SIN|DEF|NOM//obj//81 av//PP//mark//88 vad//HP|NEU|SIN|IND//dislocated//88 som//HP|-|-|-//nsubj//88 är//VB|PRS|AKT//cop//88 rättvist//JJ|POS|NEU|SIN|IND|NOM//acl//83 med//PP//mark//94 vad//HP|NEU|SIN|IND//dislocated//94 som//HP|-|-|-//nsubj//94 är//VB|PRS|AKT//cop//94 ekonomiskt//AB|POS//advmod//94 effektivt//JJ|POS|NEU|SIN|IND|NOM//acl//88 .//MAD//punct//4
2.1 Normativ ekonomisk analys;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//97 behöver//VB|PRS|AKT//parataxis//4 m.a.o.//AB|AN//expl//100 inte//AB//advmod//100 föreligga//VB|INF|AKT//ccomp//97 en//DT|UTR|SIN|IND//det//102 konflikt//NN|UTR|SIN|IND|NOM//nsubj//100 mellan//PP//case//104 rättvisa//NN|UTR|SIN|IND|NOM//nmod//102 och//KN//cc//106 effektivitet//NN|UTR|SIN|IND|NOM//conj//104 .//MAD//punct//4
2.1 Normativ ekonomisk analys;Effektivitetsnormen//NN|UTR|SIN|DEF|NOM//nsubj:pass//2 kan//VB|PRS|AKT//aux//2 kritiseras//VB|INF|SFO//ROOT//2 från//PP//case//5 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 utgångspunkter//NN|UTR|PLU|IND|NOM//obl//2 .//MAD//punct//2
