8 Premiepensionssystemets basalternativ ;I//PP//case//2 premiepensionssystemets//NN|NEU|SIN|DEF|GEN//nmod:poss//2 basalternativ//NN|NEU|SIN|IND|NOM//obl//6 ,//MID//punct//4 Premiesparfonden//NN|UTR|SIN|DEF|NOM//conj//2 ,//MID//punct//4 placeras//VB|PRS|SFO//ROOT//6 medel//NN|NEU|PLU|IND|NOM//nsubj:pass//6 för//PP//case//10 de//DT|UTR/NEU|PLU|DEF//det//10 pensionssparare//NN|UTR|PLU|IND|NOM//nmod//7 som//HP|-|-|-//nsubj//13 inte//AB//advmod//13 gör//VB|PRS|AKT//acl:relcl//10 ett//DT|NEU|SIN|IND//det//16 aktivt//JJ|POS|NEU|SIN|IND|NOM//amod//16 val//NN|NEU|SIN|IND|NOM//obj//13 av//PP//case//18 fondförvaltare//NN|UTR|PLU|IND|NOM//nmod//16 .//MAD//punct//6
11 Beslutsstöd till pensionsspararna;11.2//RG|NOM//nmod//32 Utgångspunkter//NN|UTR|PLU|IND|NOM//parataxis//4 för//PP//case//35 beslutsstödets//NN|NEU|SIN|DEF|GEN//nmod:poss//35 utformning//NN|UTR|SIN|IND|NOM//nmod//32
11 Beslutsstöd till pensionsspararna;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//nsubj//26 ://MID//punct//1
11 Beslutsstöd till pensionsspararna;PPM//PM|NOM//nsubj//5 skall//VB|PRS|AKT//aux//5 se//VB|INF|AKT//parataxis//1 till//PL//compound:prt//5 att//SN//mark//22 pensionsspararna//NN|UTR|PLU|DEF|NOM//nsubj//22 ,//MID//punct//12 utöver//PP//case//12 den//DT|UTR|SIN|DEF//det//12 information//NN|UTR|SIN|IND|NOM//nmod//8 som//HP|-|-|-//obj//15 pensionsspararna//NN|UTR|PLU|DEF|NOM//nsubj//15 behöver//VB|PRS|AKT//acl:relcl//12 för//PP//mark//18 att//IE//mark//18 ta//VB|INF|AKT//advcl//15 till//PP//compound:prt//18 vara//NN|-|-|-|-//cop//22 sin//PS|UTR|SIN|DEF//nmod:poss//22 rätt//NN|UTR|SIN|IND|NOM//ccomp//5 i//PP//case//24 premiepensionssystemet//NN|NEU|SIN|DEF|NOM//nmod//22 ,//MID//punct//1 får//VB|PRS|AKT//ROOT//26 tillgång//NN|UTR|SIN|IND|NOM//obj//26 till//PP//case//30 ett//DT|NEU|SIN|IND//det//30 beslutsstöd//NN|NEU|SIN|IND|NOM//nmod//27 som//HP|-|-|-//nsubj//32 underlättar//VB|PRS|AKT//acl:relcl//30 förvaltningen//NN|UTR|SIN|DEF|NOM//obj//32 av//PP//case//35 premiepensionsmedlen//NN|UTR|SIN|DEF|NOM//nmod//33 och//KN//cc//37 minskar//VB|PRS|AKT//conj//32 risken//NN|UTR|SIN|DEF|NOM//obj//37 för//PP//case//42 systematiskt//AB|POS//advmod//41 dåliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 utfall//NN|NEU|PLU|IND|NOM//nmod//38 .//MAD//punct//26
11 Beslutsstöd till pensionsspararna;Syftet//NN|NEU|SIN|DEF|NOM//nsubj//9 med//PP//case//3 den//DT|UTR|SIN|DEF//det//3 information//NN|UTR|SIN|IND|NOM//nmod//0 som//HP|-|-|-//obj//6 PPM//PM|NOM//nsubj//6 lämnar//VB|PRS|AKT//acl:relcl//3 i//PP//advmod//6 dag//NN|UTR|SIN|IND|NOM//fixed//7 är//VB|PRS|AKT//ROOT//9 att//SN//mark//14 pensionsspararna//NN|UTR|PLU|DEF|NOM//nsubj//14 skall//VB|PRS|AKT//aux//14 kunna//VB|INF|AKT//aux//14 välja//VB|INF|AKT//ccomp//9 placering//NN|UTR|SIN|IND|NOM//obj//14 för//PP//case//18 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//18 premiepensionsmedel//NN|NEU|PLU|IND|NOM//nmod//15 och//KN//cc//21 kunna//VB|INF|AKT//aux//21 följa//VB|INF|AKT//conj//14 utvecklingen//NN|UTR|SIN|DEF|NOM//obj//21 av//PP//case//25 genomförda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//25 val//NN|NEU|PLU|IND|NOM//nmod//22 .//MAD//punct//9
11 Beslutsstöd till pensionsspararna;Inledningsvis//AB//advmod//28 syftade//VB|PRT|AKT//parataxis//9 informationsuppdraget//NN|NEU|SIN|DEF|NOM//nsubj//28 till//PP//mark//34 att//SN//mark//34 pensionsspararna//NN|UTR|PLU|DEF|NOM//nsubj//34 skulle//VB|PRT|AKT//aux//34 göra//VB|INF|AKT//acl//29 aktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 val//NN|NEU|PLU|IND|NOM//obj//34 ,//MID//punct//40 vilket//HP|NEU|SIN|IND//nsubj:pass//40 senare//AB|KOM//advmod//40 ändrades//VB|PRT|SFO//advcl//34 till//PP//mark//43 att//IE//mark//43 öka//VB|INF|AKT//advcl//40 medvetenheten//NN|UTR|SIN|DEF|NOM//obj//43 hos//PP//case//46 pensionsspararna//NN|UTR|PLU|DEF|NOM//nmod//44 om//PP//case//49 premiepensionssystemets//NN|NEU|SIN|DEF|GEN//nmod:poss//49 möjligheter//NN|UTR|PLU|IND|NOM//obl//43 .//MAD//punct//28
11 Beslutsstöd till pensionsspararna;Målsättningen//NN|UTR|SIN|DEF|NOM//appos//28 med//PP//case//53 det//DT|NEU|SIN|DEF//nmod//51 nu//AB//advmod//51 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//56 informationsuppdraget//NN|NEU|SIN|DEF|NOM//nsubj//51 är//VB|PRS|AKT//cop//56 att//SN//mark//61 pensionsspararna//NN|UTR|PLU|DEF|NOM//nsubj//61 skall//VB|PRS|AKT//aux//61 uppleva//VB|INF|AKT//csubj//56 att//SN//mark//65 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//65 kan//VB|PRS|AKT//aux//65 göra//VB|INF|AKT//ccomp//61 välgrundade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//67 placeringsval//NN|NEU|PLU|IND|NOM//obj//65 .//MAD//punct//28
11 Beslutsstöd till pensionsspararna;Vad//HP|NEU|SIN|IND//dislocated//6 som//HP|-|-|-//nsubj:pass//6 enligt//PP//case//4 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 bedömning//NN|UTR|SIN|IND|NOM//obl//6 hittills//AB//advmod//6 saknats//VB|SUP|SFO//advcl//15 för//PP//mark//13 att//SN//mark//13 detta//DT|NEU|SIN|DEF//det//10 mål//NN|NEU|SIN|IND|NOM//nsubj:pass//13 skall//VB|PRS|AKT//aux//13 kunna//VB|INF|AKT//aux//13 uppfyllas//VB|INF|SFO//advcl//6 är//VB|PRS|AKT//cop//15 tillgången//NN|UTR|SIN|DEF|NOM//ROOT//15 till//PP//case//18 ett//DT|NEU|SIN|IND//det//18 beslutsstöd//NN|NEU|SIN|IND|NOM//nmod//15 som//HP|-|-|-//nsubj//20 innehåller//VB|PRS|AKT//acl:relcl//18 en//DT|UTR|SIN|IND//det//24 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//24 individualiserad//PC|PRF|UTR|SIN|IND|NOM//amod//24 information//NN|UTR|SIN|IND|NOM//obj//20 som//HP|-|-|-//nsubj//26 underlättar//VB|PRS|AKT//acl:relcl//24 för//PP//case//30 den//DT|UTR|SIN|DEF//det//30 enskilde//JJ|POS|MAS|SIN|DEF|NOM//amod//30 pensionsspararen//NN|UTR|SIN|DEF|NOM//obl//26 att//IE//mark//32 göra//VB|INF|AKT//advcl//26 välgrundade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//34 placeringsval//NN|NEU|PLU|IND|NOM//obj//32 ,//MID//punct//15 dvs.//AB|AN//advmod//45 att//IE//mark//45 med//PP//case//40 rimliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 avvägningar//NN|UTR|PLU|IND|NOM//obl//45 mellan//PP//case//42 avkastning//NN|UTR|SIN|IND|NOM//nmod//40 och//KN//cc//44 risk//NN|UTR|SIN|IND|NOM//conj//42 sätta//VB|INF|AKT//advcl//15 samman//PL//compound:prt//45 en//DT|UTR|SIN|IND//det//49 diversifierad//PC|PRF|UTR|SIN|IND|NOM//amod//49 fondportfölj//NN|UTR|SIN|IND|NOM//obj//45 som//HP|-|-|-//nsubj//55 i//PP//case//54 det//DT|NEU|SIN|DEF//det//54 långa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//54 perspektivet//NN|NEU|SIN|DEF|NOM//obl//55 ger//VB|PRS|AKT//acl:relcl//49 möjligheter//NN|UTR|PLU|IND|NOM//obj//55 till//PP//case//60 en//DT|UTR|SIN|IND//det//60 god//JJ|POS|UTR|SIN|IND|NOM//amod//60 pension//NN|UTR|SIN|IND|NOM//nmod//56 .//MAD//punct//15
11 Beslutsstöd till pensionsspararna;Av//PP//case//2 den//DT|UTR|SIN|DEF//det//2 anledningen//NN|UTR|SIN|DEF|NOM//obl//3 föreslår//VB|PRS|AKT//ROOT//3 utredningen//NN|UTR|SIN|DEF|NOM//obj//3 att//SN//mark//8 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//8 skall//VB|PRS|AKT//aux//8 ställas//VB|INF|SFO//ccomp//3 krav//NN|NEU|PLU|IND|NOM//obj//8 på//PP//case//11 PPM//PM|NOM//obl//8 att//IE//mark//21 ,//MID//punct//21 vid//PP//case//15 sidan//NN|UTR|SIN|DEF|NOM//obl//21 av//PP//case//19 ett//DT|NEU|SIN|IND//det//19 allmänt//JJ|POS|NEU|SIN|IND|NOM//amod//19 informationsuppdrag//NN|NEU|SIN|IND|NOM//nmod//15 ,//MID//punct//21 se//VB|INF|AKT//acl//11 till//PL//compound:prt//21 att//SN//mark//25 pensionsspararna//NN|UTR|PLU|DEF|NOM//nsubj//25 får//VB|PRS|AKT//ccomp//21 tillgång//NN|UTR|SIN|IND|NOM//obj//25 till//PP//case//29 ett//DT|NEU|SIN|IND//det//29 beslutsstöd//NN|NEU|SIN|IND|NOM//nmod//26 som//HP|-|-|-//nsubj//31 underlättar//VB|PRS|AKT//acl:relcl//29 förvaltningen//NN|UTR|SIN|DEF|NOM//obj//31 av//PP//case//34 premiepensionsmedlen//NN|UTR|SIN|DEF|NOM//nmod//32 och//KN//cc//36 minskar//VB|PRS|AKT//conj//31 risken//NN|UTR|SIN|DEF|NOM//obj//36 för//PP//case//41 systematiskt//AB|POS//advmod//40 dåliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 utfall//NN|NEU|PLU|IND|NOM//nmod//37 (//PAD//punct//43 se//VB|IMP|AKT//conj//21 kapitel//NN|NEU|SIN|IND|NOM//nmod//45 7//RG|NOM//obj//43 för//PP//case//49 en//DT|UTR|SIN|IND//det//49 närmare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//49 diskussion//NN|UTR|SIN|IND|NOM//obl//43 om//PP//mark//54 vad//HP|NEU|SIN|IND//obj//54 denna//DT|UTR|SIN|DEF//det//53 risk//NN|UTR|SIN|IND|NOM//nsubj//54 består//VB|PRS|AKT//acl//49 i//PP//compound:prt//54 )//PAD//punct//43 .//MAD//punct//3
11 Beslutsstöd till pensionsspararna;Beslutsstödet//NN|NEU|SIN|DEF|NOM//nsubj:pass//70 kan//VB|PRS|AKT//aux//70 i//PP//case//62 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//62 utsträckning//NN|UTR|SIN|IND|NOM//obl//70 än//KN//mark//65 den//DT|UTR|SIN|DEF//det//65 information//NN|UTR|SIN|IND|NOM//acl//62 som//HP|-|-|-//nsubj:pass//67 lämnas//VB|PRS|SFO//acl:relcl//65 i//PP//advmod//67 dag//NN|UTR|SIN|IND|NOM//fixed//68 göras//VB|INF|SFO//conj//3 funktionsanpassat//PC|PRF|NEU|SIN|IND|NOM//nsubj:pass//70 genom//PP//mark//75 att//SN//mark//75 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//75 knyts//VB|PRS|SFO//advcl//70 till//PP//case//79 de//DT|UTR/NEU|PLU|DEF//det//79 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//79 beslut//NN|NEU|PLU|IND|NOM//obl//75 som//HP|-|-|-//obj//83 pensionsspararna//NN|UTR|PLU|DEF|NOM//nsubj//83 måste//VB|PRS|AKT//aux//83 fatta//VB|INF|AKT//acl:relcl//79 inom//PP//case//87 ramen//NN|UTR|SIN|DEF|NOM//fixed//84 för//PP//fixed//84 premiepensionssystemet//NN|NEU|SIN|DEF|NOM//obl//83 .//MID//punct//70
11 Beslutsstöd till pensionsspararna;Om//SN//mark//91 informationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//91 uppfattas//VB|PRS|SFO//advcl//98 som//KN//mark//94 ett//DT|NEU|SIN|IND//det//94 stöd//NN|NEU|SIN|IND|NOM//xcomp//91 i//PP//case//97 en//DT|UTR|SIN|IND//det//97 beslutssituation//NN|UTR|SIN|IND|NOM//nmod//94 upplevs//VB|PRS|SFO//advcl//70 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//98 sannolikt//AB|POS//advmod//104 också//AB//advmod//104 som//KN//mark//104 mer//AB|KOM//advmod//104 relevant//JJ|POS|NEU|SIN|IND|NOM//xcomp//98 för//PP//case//106 pensionsspararen//NN|UTR|SIN|DEF|NOM//nmod//104 och//KN//cc//114 kan//VB|PRS|AKT//aux//114 då//AB//advmod//114 på//PP//case//113 ett//DT|NEU|SIN|IND//det//113 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//113 sätt//NN|NEU|SIN|IND|NOM//obl//114 bidra//VB|INF|AKT//conj//70 till//PP//case//117 de//DT|UTR/NEU|PLU|DEF//det//117 effekter//NN|UTR|PLU|IND|NOM//obl//114 som//HP|-|-|-//nsubj:pass//119 eftersträvas//VB|PRS|SFO//acl:relcl//117 .//MAD//punct//3
11 Beslutsstöd till pensionsspararna;Enligt//PP//case//1 utredningen//NN|UTR|SIN|DEF|NOM//obl//5 skall//VB|PRS|AKT//aux//5 beslutsstödet//NN|NEU|SIN|DEF|NOM//nsubj//5 vara//VB|INF|AKT//cop//5 inriktat//PC|PRF|NEU|SIN|IND|NOM//ROOT//5 på//PP//mark//8 att//IE//mark//8 ge//VB|INF|AKT//advcl//5 pensionsspararnas//NN|UTR|PLU|DEF|GEN//nmod:poss//11 en//DT|UTR|SIN|IND//det//11 helhetsbild//NN|UTR|SIN|IND|NOM//obj//8 av//PP//case//14 sin//PS|UTR|SIN|DEF//nmod:poss//14 pension//NN|UTR|SIN|IND|NOM//nmod//11 .//MAD//punct//5
11 Beslutsstöd till pensionsspararna;Pensionsspararna//NN|UTR|PLU|DEF|NOM//nsubj//23 skall//VB|PRS|AKT//aux//23 som//KN//mark//19 stöd//NN|NEU|SIN|IND|NOM//nsubj//23 för//PP//case//22 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//22 beslut//NN|NEU|PLU|IND|NOM//nmod//19 få//VB|INF|AKT//parataxis//5 mer//AB|KOM//advmod//25 individanpassad//PC|PRF|UTR|SIN|IND|NOM//amod//26 information//NN|UTR|SIN|IND|NOM//obj//23 som//HP|-|-|-//mark//31 på//PP//case//31 ett//DT|NEU|SIN|IND//det//31 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//31 sätt//NN|NEU|SIN|IND|NOM//obl//23 än//KN//mark//33 i//PP//acl//31 dag//NN|UTR|SIN|IND|NOM//fixed//33 ger//VB|PRS|AKT//advcl//23 ett//DT|NEU|SIN|IND//det//37 helhetsperspektiv//NN|NEU|SIN|IND|NOM//obj//35 på//PP//case//41 den//DT|UTR|SIN|DEF//det//41 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//41 pensionen//NN|UTR|SIN|DEF|NOM//nmod//37 och//KN//cc//44 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//44 beslutsunderlag//NN|NEU|SIN|IND|NOM//conj//41 att//SN//mark//46 pensionsspararen//NN|UTR|SIN|DEF|NOM//nsubj//53 utifrån//PP//case//49 sin//PS|UTR|SIN|DEF//nmod:poss//49 riskprofil//NN|UTR|SIN|IND|NOM//obl//46 och//KN//cc//52 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//52 pension//NN|UTR|SIN|IND|NOM//conj//49 upplever//VB|PRS|AKT//acl:relcl//37 att//SN//mark//59 han//PN|UTR|SIN|DEF|SUB//nsubj//59 eller//KN//cc//57 hon//PN|UTR|SIN|DEF|SUB//conj//55 kan//VB|PRS|AKT//aux//59 göra//VB|INF|AKT//ccomp//53 välgrundade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//61 val//NN|NEU|PLU|IND|NOM//obj//59 och//KN//cc//63 byten//NN|NEU|PLU|IND|NOM//conj//61 av//PP//case//65 fonder//NN|UTR|PLU|IND|NOM//nmod//63 .//MAD//punct//23
11 Beslutsstöd till pensionsspararna;Syftet//NN|NEU|SIN|DEF|NOM//nsubj//70 bör//VB|PRS|AKT//aux//70 också//AB//advmod//70 vara//VB|INF|AKT//conj//23 att//IE//mark//72 skapa//VB|INF|AKT//advcl//70 förståelse//NN|UTR|SIN|IND|NOM//obj//72 för//PP//case//75 sparande//NN|NEU|SIN|IND|NOM//obl//72 över//PP//case//77 tid//NN|UTR|SIN|IND|NOM//obl//72 och//KN//cc//79 innebörden//NN|UTR|SIN|DEF|NOM//conj//77 av//PP//mark//83 att//SN//mark//83 pensionsspararen//NN|UTR|SIN|DEF|NOM//nsubj//83 har//VB|PRS|AKT//acl//79 det//DT|NEU|SIN|DEF//det//86 finansiella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//86 ansvaret//NN|NEU|SIN|DEF|NOM//obj//83 för//PP//case//89 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//89 placeringar//NN|UTR|PLU|IND|NOM//obl//83 .//MAD//punct//23
11 Beslutsstöd till pensionsspararna;Målet//NN|NEU|SIN|DEF|NOM//nsubj//93 bör//VB|PRS|AKT//aux//93 vara//VB|INF|AKT//conj//23 att//SN//mark//97 pensionsspararna//NN|UTR|PLU|DEF|NOM//nsubj//97 är//VB|PRS|AKT//cop//97 medvetna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//93 om//PP//case//100 fondinnehavets//NN|NEU|SIN|DEF|GEN//nmod:poss//100 betydelse//NN|UTR|SIN|IND|NOM//obl//97 för//PP//case//104 den//DT|UTR|SIN|DEF//det//104 slutliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//104 pensionen//NN|UTR|SIN|DEF|NOM//nmod//100 och//KN//cc//112 i//PP//case//108 vilken//HD|UTR|SIN|IND//det//108 utsträckning//NN|UTR|SIN|IND|NOM//obl//112 de//PN|UTR/NEU|PLU|DEF|SUB//det//110 regelbundet//AB//nsubj//112 bör//VB|PRS|AKT//aux//112 se//VB|INF|AKT//conj//97 över//PL//case//114 fonderna//NN|UTR|PLU|DEF|NOM//obl//112 samt//KN//cc//118 ,//MID//punct//118 utifrån//PP//case//118 detta//PN|NEU|SIN|DEF|SUB/OBJ//conj//114 ,//MID//punct//97 de//DT|UTR/NEU|PLU|DEF//det//121 risker//NN|UTR|PLU|IND|NOM//conj//97 som//HP|-|-|-//nsubj//124 är//VB|PRS|AKT//cop//124 förknippade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//121 med//PP//case//126 innehavet//NN|NEU|SIN|DEF|NOM//obl//124 .//MAD//punct//23
11 Beslutsstöd till pensionsspararna;Principen//NN|UTR|SIN|DEF|NOM//nsubj//3 bör//VB|PRS|AKT//aux//3 således//AB//advmod//3 vara//VB|INF|AKT//ROOT//3 att//SN//mark//8 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//6 pensionssparare//NN|UTR|PLU|IND|NOM//nsubj//8 skall//VB|PRS|AKT//aux//8 erbjudas//VB|INF|SFO//ccomp//3 ett//DT|NEU|SIN|IND//det//10 beslutstöd//NN|NEU|SIN|IND|NOM//obj//8 .//MAD//punct//3
11 Beslutsstöd till pensionsspararna;Beslutsstödet//NN|NEU|SIN|DEF|NOM//nsubj:pass//14 kan//VB|PRS|AKT//aux//14 ses//VB|INF|SFO//parataxis//3 som//KN//case//17 en//DT|UTR|SIN|IND//det//17 beslutsprocess//NN|UTR|SIN|IND|NOM//obl//14 som//HP|-|-|-//nsubj//19 består//VB|PRS|AKT//acl:relcl//17 av//PP//case//22 en//DT|UTR|SIN|IND//det//22 sekvens//NN|UTR|SIN|IND|NOM//obl//19 av//PP//case//24 varandra//PN|UTR/NEU|PLU|DEF|OBJ//nmod//22 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//26 beslut//NN|NEU|SIN|IND|NOM//nmod//22 ,//MID//punct//28 se//VB|IMP|AKT//conj//14 kapitel//NN|NEU|SIN|IND|NOM//nmod//30 3//RG|NOM//obj//28 som//HP|-|-|-//nsubj//33 närmare//AB|KOM//advmod//33 beskriver//VB|PRS|AKT//acl:relcl//30 denna//DT|UTR|SIN|DEF//det//35 process//NN|UTR|SIN|IND|NOM//obj//33 och//KN//cc//38 pensionsspararnas//NN|UTR|PLU|DEF|GEN//nmod:poss//38 förutsättningar//NN|UTR|PLU|IND|NOM//conj//35 att//IE//mark//40 hantera//VB|INF|AKT//acl//38 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//40 .//MAD//punct//14
11 Beslutsstöd till pensionsspararna;En//DT|UTR|SIN|IND//det//45 rimlig//JJ|POS|UTR|SIN|IND|NOM//amod//45 ordning//NN|UTR|SIN|IND|NOM//nsubj//47 bör//VB|PRS|AKT//aux//47 vara//VB|INF|AKT//conj//14 att//SN//mark//61 den//DT|UTR|SIN|DEF//det//50 pensionssparare//NN|UTR|SIN|IND|NOM//nsubj//61 som//HP|-|-|-//nsubj//53 vill//VB|PRS|AKT//aux//53 avstå//VB|INF|AKT//acl:relcl//50 från//PP//case//57 hela//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 eller//KN//cc//57 delar//NN|UTR|PLU|IND|NOM//obl//53 av//PP//case//59 vägledningen//NN|UTR|SIN|DEF|NOM//nmod//57 kan//VB|PRS|AKT//aux//61 göra//VB|INF|AKT//ccomp//47 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//61 genom//PP//mark//66 att//IE//mark//66 aktivt//AB|POS//advmod//66 avbryta//VB|INF|AKT//advcl//61 processen//NN|UTR|SIN|DEF|NOM//obj//66 .//MAD//punct//14
11 Beslutsstöd till pensionsspararna;För//PP//case//71 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//71 pensionssparare//NN|UTR|PLU|IND|NOM//obl//75 kan//VB|PRS|AKT//aux//75 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//75 nämligen//AB//advmod//75 räcka//VB|INF|AKT//conj//14 med//PP//mark//78 att//IE//mark//78 få//VB|INF|AKT//advcl//75 hjälp//NN|UTR|SIN|IND|NOM//obj//78 med//PP//mark//82 att//IE//mark//82 välja//VB|INF|AKT//advcl//78 vilken//HD|UTR|SIN|IND//det//84 fondtyp//NN|UTR|SIN|IND|NOM//nsubj:pass//87 premiepensionsmedlen//NN|UTR|SIN|DEF|NOM//nsubj:pass//87 skall//VB|PRS|AKT//aux//87 placeras//VB|INF|SFO//advcl//75 i//PP//mark//91 innan//SN//mark//91 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//91 väljer//VB|PRS|AKT//advcl//87 fritt//AB|POS//advmod//91 på//PP//case//94 fondtorget//NN|NEU|SIN|DEF|NOM//obl//91 .//MAD//punct//14
11 Beslutsstöd till pensionsspararna;Andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//97 pensionssparare//NN|UTR|PLU|IND|NOM//nsubj//100 kan//VB|PRS|AKT//aux//100 därutöver//AB//advmod//100 behöva//VB|INF|AKT//conj//14 få//VB|INF|AKT//xcomp//100 hjälp//NN|UTR|SIN|IND|NOM//obj//101 med//PP//mark//105 att//IE//mark//105 bestämma//VB|INF|AKT//advcl//101 riskprofil//NN|UTR|SIN|IND|NOM//obj//105 och//KN//cc//109 därmed//AB//advmod//109 få//VB|INF|AKT//conj//105 ett//DT|NEU|SIN|IND//det//111 förslag//NN|NEU|SIN|IND|NOM//obj//109 på//PP//case//113 tillgångsfördelning//NN|UTR|SIN|IND|NOM//nmod//111 .//MID//punct//14
11 Beslutsstöd till pensionsspararna;De//DT|UTR/NEU|PLU|DEF//det//116 pensionssparare//NN|UTR|PLU|IND|NOM//nsubj:pass//124 som//HP|-|-|-//nsubj//118 kvarstår//VB|PRS|AKT//acl:relcl//116 genom//PP//case//121 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//121 beslutsprocessen//NN|UTR|SIN|DEF|NOM//obl//118 skall//VB|PRS|AKT//aux//124 slutligen//AB//advmod//124 ställas//VB|INF|SFO//conj//14 inför//PP//case//127 ett//DT|NEU|SIN|IND//det//127 val//NN|NEU|SIN|IND|NOM//obl//124 mellan//PP//case//131 ett//DT|NEU|SIN|IND//det//131 begränsat//PC|PRF|NEU|SIN|IND|NOM//amod//131 antal//NN|NEU|SIN|IND|NOM//nmod//127 breda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//135 och//KN//cc//134 kostnadseffektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//132 fonder//NN|UTR|PLU|IND|NOM//conj//14 ,//MID//punct//138 vilket//HP|NEU|SIN|IND//nsubj//138 innebär//VB|PRS|AKT//acl:relcl//135 att//SN//mark//141 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//141 vägleds//VB|PRS|SFO//ccomp//138 till//PP//case//145 en//DT|UTR|SIN|IND//det//145 väldiversifierad//PC|PRF|UTR|SIN|IND|NOM//amod//145 fondportfölj//NN|UTR|SIN|IND|NOM//obl//141 som//HP|-|-|-//nsubj:pass//147 förvaltas//VB|PRS|SFO//acl:relcl//145 till//PP//case//150 låga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//150 avgifter//NN|UTR|PLU|IND|NOM//obl//147 .//MAD//punct//14
