6 Vinst i vården och vården som marknad? ;I//PP//case//1 målen//NN|NEU|PLU|DEF|NOM//obl//8 för//PP//case//3 hälso-//NN|UTR|-|-|SMS//nmod//1 och//KN//cc//5 sjukvården//NN|UTR|SIN|DEF|NOM//conj//3 i//PP//case//7 Sverige//PM|NOM//nmod//5 anges//VB|PRS|SFO//ROOT//8 att//SN//mark//12 vården//NN|UTR|SIN|DEF|NOM//nsubj:pass//12 skall//VB|PRS|AKT//aux//12 ges//VB|INF|SFO//ccomp//8 efter//PP//case//14 behov//NN|NEU|SIN|IND|NOM//obl//12 –//PAD//punct//8 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//22 med//PP//case//20 de//DT|UTR/NEU|PLU|DEF//det//20 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//20 behoven//NN|NEU|PLU|DEF|NOM//nmod//16 skall//VB|PRS|AKT//aux//22 ha//VB|INF|AKT//parataxis//8 vård//NN|UTR|SIN|IND|NOM//obj//22 först//AB//advmod//22 .//MAD//punct//22
7.1.7 Yttrandefrihet och insyn;För//PP//case//1 privatanställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obl//2 finns//VB|PRS|SFO//ROOT//2 inte//AB//advmod//2 någon//DT|UTR|SIN|IND//det//5 motsvarighet//NN|UTR|SIN|IND|NOM//nsubj//2 till//PP//case//7 sekretesslagen//NN|UTR|SIN|DEF|NOM//obl//2 .//MAD//punct//2
7.1.7 Yttrandefrihet och insyn;I//PP//advmod//2 stället//NN|NEU|SIN|DEF|NOM//fixed//9 gäller//VB|PRS|AKT//fixed//9 som//KN//fixed//9 regel//NN|UTR|SIN|IND|NOM//fixed//12 för//PP//case//15 dem//PN|UTR/NEU|PLU|DEF|OBJ//fixed//9 en//DT|UTR|SIN|IND//det//18 avtalsbaserad//PC|PRF|UTR|SIN|IND|NOM//amod//18 tystnadsplikt//NN|UTR|SIN|IND|NOM//nsubj//2 inom//PP//case//22 ramen//NN|UTR|SIN|DEF|NOM//fixed//19 för//PP//fixed//19 anställningsförhållandet//NN|NEU|SIN|DEF|NOM//nmod//18 som//HP|-|-|-//nsubj//24 innebär//VB|PRS|AKT//acl:relcl//22 att//SN//mark//29 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//29 inte//AB//advmod//29 får//VB|PRS|AKT//aux//29 avslöja//VB|INF|AKT//ccomp//24 något//PN|NEU|SIN|IND|SUB/OBJ//obj//29 som//HP|-|-|-//nsubj//33 är//VB|PRS|AKT//cop//33 ägnat//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//30 att//IE//mark//35 skada//VB|INF|AKT//advcl//33 arbetsgivaren//NN|UTR|SIN|DEF|NOM//obj//35 utom//PP//mark//41 när//HA//mark//41 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//41 är//VB|PRS|AKT//cop//41 fråga//NN|UTR|SIN|IND|NOM//advcl//35 om//PP//case//43 uppgifter//NN|UTR|PLU|IND|NOM//obl//41 om//PP//case//45 brott//NN|NEU|PLU|IND|NOM//nmod//43 och//KN//cc//48 allvarliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 missförhållanden//NN|NEU|PLU|IND|NOM//conj//45 .//MAD//punct//2
7.1.7 Yttrandefrihet och insyn;I//PP//case//52 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 fall//NN|NEU|PLU|IND|NOM//obl//61 kan//VB|PRS|AKT//aux//61 privatanställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nsubj:pass//61 ,//MID//punct//54 som//KN//case//58 exempelvis//AB//advmod//58 vårdpersonal//NN|UTR|SIN|IND|NOM//acl:relcl//54 ,//MID//punct//54 dock//AB//advmod//61 omfattas//VB|PRS|SFO//parataxis//2 av//PP//case//64 författningsreglerad//PC|PRF|UTR|SIN|IND|NOM//amod//64 tystnadsplikt//NN|UTR|SIN|IND|NOM//obl:agent//61 .//MAD//punct//2
7.1.7 Yttrandefrihet och insyn;En//DT|UTR|SIN|IND//det//68 privat//JJ|POS|UTR|SIN|IND|NOM//amod//68 arbetsgivare//NN|UTR|SIN|IND|NOM//nsubj//71 får//VB|PRS|AKT//aux//71 alltså//AB//advmod//71 avtala//VB|INF|AKT//parataxis//2 med//PP//case//74 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//74 arbetstagare//NN|UTR|PLU|IND|NOM//obl//71 om//PP//case//76 tystnadsplikt//NN|UTR|SIN|IND|NOM//nmod//74 .//MAD//punct//2
7.1.7 Yttrandefrihet och insyn;Privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//79 arbetsgivare//NN|UTR|PLU|IND|NOM//nsubj//80 får//VB|PRS|AKT//parataxis//2 också//AB//advmod//80 efterforska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//83 författare//NN|UTR|PLU|IND|NOM//obj//80 och//KN//cc//85 meddelare//NN|UTR|PLU|IND|NOM//conj//83 och//KN//cc//88 kan//VB|PRS|AKT//aux//88 vidta//VB|INF|AKT//conj//80 ingripanden//NN|NEU|PLU|IND|NOM//obj//88 ,//MID//punct//89 t.ex.//AB|AN//advmod//92 uppsägning//NN|UTR|SIN|IND|NOM//appos//89 ,//MID//punct//89 för//PP//mark//96 att//SN//mark//96 anställda//NN|UTR|PLU|IND|NOM//advcl//88 i//PP//case//102 strid//NN|UTR|SIN|IND|NOM//fixed//97 med//PP//fixed//97 den//DT|UTR|SIN|DEF//det//102 avtalsbaserade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//102 tystnadsplikten//NN|UTR|SIN|DEF|NOM//obl//96 har//VB|PRS|AKT//aux//104 avslöjat//VB|SUP|AKT//conj//2 uppgifter//NN|UTR|PLU|IND|NOM//obj//104 genom//PP//case//107 meddelande//NN|NEU|SIN|IND|NOM//obl//104 eller//KN//cc//109 yttrande//NN|NEU|SIN|IND|NOM//conj//107 .//MAD//punct//2
7.1.7 Yttrandefrihet och insyn;I//PP//case//2 promemorian//NN|UTR|SIN|DEF|NOM//nmod//2 Yttrandefrihet//NN|UTR|SIN|IND|NOM//obl//9 för//PP//case//4 privatanställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//2 (//PAD//punct//4 Ds//PM|NOM//nmod//7 2001:9//RG|NOM//appos//4 )//PAD//punct//2 föreslås//VB|PRS|SFO//ROOT//9 regler//NN|UTR|PLU|IND|NOM//nsubj:pass//9 för//PP//mark//13 att//IE//mark//13 uppnå//VB|INF|AKT//advcl//9 ett//DT|NEU|SIN|IND//det//15 skydd//NN|NEU|SIN|IND|NOM//obj//13 för//PP//case//18 privatanställdas//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//18 yttrande-//NN|NEU|-|-|SMS//obl//13 och//KN//cc//20 meddelarfrihet//NN|UTR|SIN|IND|NOM//conj//18 beträffande//PP//case//22 verksamheter//NN|UTR|PLU|IND|NOM//obl//13 som//HP|-|-|-//nsubj//24 har//VB|PRS|AKT//acl:relcl//22 anknytning//NN|UTR|SIN|IND|NOM//obj//24 till//PP//case//28 det//DT|NEU|SIN|DEF//det//28 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//obl//24 .//MAD//punct//9
7.1.7 Yttrandefrihet och insyn;Den//DT|UTR|SIN|DEF//det//32 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//32 lagstiftningen//NN|UTR|SIN|DEF|NOM//nsubj//33 riktar//VB|PRS|AKT//parataxis//9 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//33 till//PP//case//38 alla//DT|UTR/NEU|PLU|IND/DEF//det//38 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 arbetsgivare//NN|UTR|PLU|IND|NOM//obl//33 och//KN//cc//40 privatanställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//38 och//KN//cc//42 garanterar//VB|PRS|AKT//conj//33 privatanställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//44 yttrande-//NN|NEU|-|-|SMS//obj//42 och//KN//cc//46 meddelarfrihet//NN|UTR|SIN|IND|NOM//conj//44 i//PP//case//50 fråga//NN|UTR|SIN|IND|NOM//fixed//47 om//PP//fixed//47 åsikter//NN|UTR|PLU|IND|NOM//obl//42 och//KN//cc//52 upplysningar//NN|UTR|PLU|IND|NOM//conj//50 om//PP//case//54 verksamhet//NN|UTR|SIN|IND|NOM//nmod//52 inom//PP//case//58 eller//KN//fixed//55 med//PP//case//58 anknytning//NN|UTR|SIN|IND|NOM//nmod//54 till//PP//case//61 det//DT|NEU|SIN|DEF//det//61 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//nmod//58 .//MAD//punct//9
7.1.7 Yttrandefrihet och insyn;Förslaget//NN|NEU|SIN|DEF|NOM//nsubj//64 bygger//VB|PRS|AKT//parataxis//9 på//PP//case//68 den//DT|UTR|SIN|DEF//det//68 avtalsbaserade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//68 tystnadsplikt//NN|UTR|SIN|IND|NOM//obl//64 som//HP|-|-|-//nsubj//71 normalt//AB|POS//advmod//71 ingår//VB|PRS|AKT//acl:relcl//68 i//PP//case//74 ett//DT|NEU|SIN|IND//det//74 anställningsförhållande//NN|NEU|SIN|IND|NOM//obl//71 och//KN//cc//76 föreskriver//VB|PRS|AKT//conj//71 inskränkningar//NN|UTR|PLU|IND|NOM//obj//76 i//PP//case//80 denna//DT|UTR|SIN|DEF//det//80 tystnadsplikt//NN|UTR|SIN|IND|NOM//nmod//77 .//MAD//punct//9
7.1.7 Yttrandefrihet och insyn;Den//DT|UTR|SIN|DEF//det//84 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//84 lagen//NN|UTR|SIN|DEF|NOM//nsubj//85 omfattar//VB|PRS|AKT//parataxis//9 privatanställdas//PS|UTR/NEU|SIN/PLU|DEF//compound:prt//85 utnyttjande//NN|NEU|SIN|IND|NOM//xcomp//85 av//PP//case//89 tryck-//NN|UTR|-|-|SMS//nmod//87 och//KN//cc//91 yttrandefrihet//NN|UTR|SIN|IND|NOM//conj//89 i//PP//case//95 fråga//NN|UTR|SIN|IND|NOM//fixed//92 om//PP//fixed//92 upplysningar//NN|UTR|PLU|IND|NOM//obl//85 om//PP//case//101 bl.a.//AB|AN//advmod//101 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//99 verksamhet//NN|UTR|SIN|IND|NOM//nmod//101 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//101 driftentreprenad//NN|UTR|SIN|IND|NOM//nmod//95 som//HP|-|-|-//nsubj:pass//104 har//VB|PRS|AKT//aux//104 upphandlats//VB|SUP|SFO//acl:relcl//101 av//PP//case//106 myndigheter//NN|UTR|PLU|IND|NOM//obl:agent//104 och//KN//cc//110 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//110 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//110 organ//NN|NEU|PLU|IND|NOM//conj//106 .//MAD//punct//9
7.1.7 Yttrandefrihet och insyn;Förslaget//NN|NEU|SIN|DEF|NOM//nmod:poss//113 bereds//VB|PRS|SFO//parataxis//9 för//PP//case//115 närvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//113 i//PP//case//117 Justitiedepartementet//PM|NOM//obl//113 .//MAD//punct//9
7.1.7 Yttrandefrihet och insyn;Insyn//NN|UTR|SIN|IND|NOM//ROOT//0 i//PP//case//3 privatägda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//3 företag//NN|NEU|PLU|IND|NOM//nmod//0 som//HP|-|-|-//nsubj//5 bedriver//VB|PRS|AKT//acl:relcl//3 kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//7 verksamhet//NN|UTR|SIN|IND|NOM//obj//5 på//PP//case//9 entreprenad//NN|UTR|SIN|IND|NOM//obl//5 .//MAD//punct//0
7.1.7 Yttrandefrihet och insyn;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 konstaterar//VB|PRS|AKT//ROOT//1 i//PP//case//4 propositionen//NN|UTR|SIN|DEF|NOM//nmod//4 Demokrati//NN|UTR|SIN|IND|NOM//obl//1 för//PP//case//8 det//DT|NEU|SIN|DEF//det//8 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 seklet//NN|NEU|SIN|DEF|NOM//obl//1 (//PAD//punct//8 prop//NN|UTR|SIN|IND|NOM//appos//8 .//MAD//punct//8
7.1.7 Yttrandefrihet och insyn;2001/02:80//RG|NOM//obl//1 )//PAD//punct//12 att//SN//mark//17 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//17 inte//AB//advmod//17 finns//VB|PRS|SFO//ccomp//1 några//DT|UTR/NEU|PLU|IND//det//19 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//17 som//HP|-|-|-//nsubj//21 ger//VB|PRS|AKT//acl:relcl//19 allmänheten//NN|UTR|SIN|DEF|NOM//iobj//21 en//DT|UTR|SIN|IND//det//24 rätt//NN|UTR|SIN|IND|NOM//obj//21 till//PP//case//26 insyn//NN|UTR|SIN|IND|NOM//nmod//24 i//PP//case//29 privatägda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//29 företag//NN|NEU|PLU|IND|NOM//nmod//24 som//HP|-|-|-//nsubj//31 driver//VB|PRS|AKT//acl:relcl//29 kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//33 verksamhet//NN|UTR|SIN|IND|NOM//obj//31 på//PP//case//35 entreprenad//NN|UTR|SIN|IND|NOM//obl//31 .//MAD//punct//1
7.1.7 Yttrandefrihet och insyn;Företag//NN|NEU|PLU|IND|NOM//nsubj//6 i//PP//case//3 vilka//HD|UTR/NEU|PLU|IND//det//3 kommuner//NN|UTR|PLU|IND|NOM//nmod//0 och//KN//cc//5 landsting//NN|NEU|SIN|IND|NOM//conj//3 utövar//VB|PRS|AKT//ROOT//6 ett//DT|NEU|SIN|IND//det//10 rättsligt//JJ|POS|NEU|SIN|IND|NOM//amod//10 bestämmande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 inflytande//NN|NEU|SIN|IND|NOM//obj//6 jämställs//VB|PRS|SFO//xcomp//6 med//PP//case//13 myndigheter//NN|UTR|PLU|IND|NOM//obl//11 när//HA//advmod//6 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//14 gäller//VB|PRS|AKT//fixed//14 handlingsoffentligheten//NN|UTR|SIN|DEF|NOM//obj//16 .//MAD//punct//6
7.1.7 Yttrandefrihet och insyn;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//20 följer//VB|PRS|AKT//parataxis//6 av//PP//compound:prt//20 1//RG|NOM//nummod//23 kap.//NN|AN//nmod//26 9//RG|NOM//nummod//25 §//NN|AN//nmod//26 sekretesslagen//NN|UTR|SIN|DEF|NOM//obl//20 (//PAD//punct//28 1980:100//RG|NOM//appos//26 )//PAD//punct//28 .//MAD//punct//20
7.1.7 Yttrandefrihet och insyn;I//PP//advmod//35 fråga//NN|UTR|SIN|IND|NOM//fixed//31 om//PP//case//35 delägda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//35 företag//NN|NEU|PLU|IND|NOM//obl//42 som//HP|-|-|-//nsubj:pass//38 inte//AB//advmod//38 omfattas//VB|PRS|SFO//acl:relcl//35 av//PP//case//41 denna//DT|UTR|SIN|DEF//det//41 bestämmelse//NN|UTR|SIN|IND|NOM//obl:agent//38 gäller//VB|PRS|AKT//advcl//20 enligt//PP//case//45 3//RG|NOM//nummod//45 kap.//NN|AN//nmod//48 18//RG|NOM//nummod//47 §//NN|AN//nmod//48 kommunallagen//NN|UTR|SIN|DEF|NOM//obl//42 att//SN//mark//52 fullmäktige//NN|UTR|PLU|DEF|NOM//nsubj//52 skall//VB|PRS|AKT//aux//52 verka//VB|INF|AKT//acl//48 för//PP//mark//57 att//SN//mark//57 allmänheten//NN|UTR|SIN|DEF|NOM//nsubj//57 skall//VB|PRS|AKT//aux//57 ha//VB|INF|AKT//advcl//52 rätt//PL//obj//57 att//IE//mark//60 ta//VB|INF|AKT//acl//58 del//NN|UTR|SIN|IND|NOM//obj//60 av//PP//case//63 handlingar//NN|UTR|PLU|IND|NOM//nmod//61 hos//PP//case//65 företaget//NN|NEU|SIN|DEF|NOM//nmod//63 enligt//PP//case//68 de//DT|UTR/NEU|PLU|DEF//det//68 grunder//NN|UTR|PLU|IND|NOM//obl//60 som//HP|-|-|-//nsubj//70 gäller//VB|PRS|AKT//acl:relcl//68 för//PP//case//74 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//73 handlingars//NN|UTR|PLU|IND|GEN//nmod:poss//74 offentlighet//NN|UTR|SIN|IND|NOM//obl//70 i//PP//case//78 2//RG|NOM//nummod//77 kap.//NN|AN//nmod//78 tryckfrihetsförordningen//NN|UTR|SIN|DEF|NOM//nmod//74 och//KN//cc//81 i//PP//case//81 sekretesslagen//NN|UTR|SIN|DEF|NOM//conj//78 .//MAD//punct//20
7.1.7 Yttrandefrihet och insyn;Detsamma//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//84 gäller//VB|PRS|AKT//conj//20 om//SN//case//86 kommunen//NN|UTR|SIN|DEF|NOM//obl//84 eller//KN//cc//88 landstinget//NN|NEU|SIN|DEF|NOM//conj//86 tillsammans//AB//advmod//92 med//PP//case//92 någon//DT|UTR|SIN|IND//det//92 annan//JJ|POS|UTR|SIN|IND|NOM//nmod//86 bildar//VB|PRS|AKT//advcl//20 en//DT|UTR|SIN|IND//det//95 stiftelse//NN|UTR|SIN|IND|NOM//obj//93 för//PP//case//99 en//DT|UTR|SIN|IND//det//99 kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//99 angelägenhet//NN|UTR|SIN|IND|NOM//obl//93 .//MAD//punct//20
7.1.7 Yttrandefrihet och insyn;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 finns//VB|PRS|SFO//ROOT//1 ,//MID//punct//1 som//HA//nsubj:pass//5 tidigare//AB|KOM//advmod//5 nämnts//VB|SUP|SFO//advcl//1 ,//MID//punct//1 inte//AB//advmod//9 några//DT|UTR/NEU|PLU|IND//det//9 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//1 som//HP|-|-|-//nsubj//11 ger//VB|PRS|AKT//acl:relcl//9 allmänheten//NN|UTR|SIN|DEF|NOM//iobj//11 en//DT|UTR|SIN|IND//det//14 rätt//NN|UTR|SIN|IND|NOM//obj//11 till//PP//case//16 insyn//NN|UTR|SIN|IND|NOM//nmod//14 i//PP//case//19 privatägda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//19 företag//NN|NEU|PLU|IND|NOM//nmod//14 som//HP|-|-|-//nsubj//21 bedriver//VB|PRS|AKT//acl:relcl//19 kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//23 verksamhet//NN|UTR|SIN|IND|NOM//obj//21 på//PP//case//25 entreprenad//NN|UTR|SIN|IND|NOM//obl//21 .//MAD//punct//1
7.1.7 Yttrandefrihet och insyn;Företagen//NN|NEU|PLU|DEF|NOM//nsubj//30 är//VB|PRS|AKT//cop//30 dock//AB//advmod//30 oförhindrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//1 att//IE//mark//32 lämna//VB|INF|AKT//advcl//30 ut//PL//compound:prt//32 handlingar//NN|UTR|PLU|IND|NOM//obj//32 och//KN//cc//36 uppgifter//NN|UTR|PLU|IND|NOM//conj//34 som//HP|-|-|-//nsubj:pass//39 inte//AB//advmod//39 omfattas//VB|PRS|SFO//acl:relcl//36 av//PP//case//43 någon//DT|UTR|SIN|IND//det//43 lagstadgad//PC|PRF|UTR|SIN|IND|NOM//amod//43 tystnadsplikt//NN|UTR|SIN|IND|NOM//obl:agent//39 som//HP|-|-|-//nsubj//45 gäller//VB|PRS|AKT//acl:relcl//43 för//PP//case//47 verksamheten//NN|UTR|SIN|DEF|NOM//obl//45 .//MAD//punct//30
7.1.7 Yttrandefrihet och insyn;De//DT|UTR/NEU|PLU|DEF//det//50 uppgifter//NN|UTR|PLU|IND|NOM//appos//30 om//PP//case//52 entreprenören//NN|UTR|SIN|DEF|NOM//nmod//50 och//KN//cc//55 dennes//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//55 verksamhet//NN|UTR|SIN|IND|NOM//conj//52 som//HP|-|-|-//obl//60 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//60 eller//KN//cc//59 landstinget//NN|NEU|SIN|DEF|NOM//conj//57 begär//VB|PRS|AKT//acl:relcl//55 in//PL//compound:prt//60 för//PP//mark//64 att//IE//mark//64 kontrollera//VB|INF|AKT//advcl//60 och//KN//cc//66 följa//VB|INF|AKT//conj//64 upp//PL//compound:prt//66 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj//69 blir//VB|PRS|AKT//acl:relcl//50 i//PP//case//74 enlighet//NN|UTR|SIN|IND|NOM//fixed//70 med//PP//fixed//70 offentlighetsprincipen//NN|UTR|SIN|DEF|NOM//nmod//74 tillgängliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//69 för//PP//case//76 allmänheten//NN|UTR|SIN|DEF|NOM//nmod//74 hos//PP//case//78 kommunen//NN|UTR|SIN|DEF|NOM//nmod//76 eller//KN//cc//80 landstinget//NN|NEU|SIN|DEF|NOM//conj//78 .//MID//punct//30
7.1.7 Yttrandefrihet och insyn;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//85 dock//AB//advmod//85 under//PP//case//85 förutsättning//NN|UTR|SIN|IND|NOM//parataxis//30 att//SN//mark//89 uppgifterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//89 inte//AB//advmod//89 omfattas//VB|PRS|SFO//acl//85 av//PP//case//91 sekretess//NN|UTR|SIN|IND|NOM//obl:agent//89 enligt//PP//case//93 sekretesslagen//NN|UTR|SIN|DEF|NOM//obl//89 .//MAD//punct//30
7.1.7 Yttrandefrihet och insyn;De//DT|UTR/NEU|PLU|DEF//det//2 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 nämnderna//NN|UTR|PLU|DEF|NOM//nsubj//12 har//VB|PRS|AKT//aux//12 enligt//PP//case//6 6//RG|NOM//nummod//6 kap.//NN|AN//obl//9 7//RG|NOM//nummod//8 §//NN|AN//nmod//9 kommunallagen//NN|UTR|SIN|DEF|NOM//obl//12 det//DT|NEU|SIN|DEF//det//12 direkta//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//12 ansvaret//NN|NEU|SIN|DEF|NOM//ROOT//12 för//PP//mark//21 att//SN//mark//21 verksamhet//NN|UTR|SIN|IND|NOM//nsubj:pass//21 som//HP|-|-|-//nsubj:pass//17 lagts//VB|SUP|SFO//acl:relcl//15 ut//PL//compound:prt//17 på//PP//case//21 entreprenad//NN|UTR|SIN|IND|NOM//nsubj:pass//21 kontrolleras//VB|PRS|SFO//acl//12 och//KN//cc//23 följs//VB|PRS|SFO//conj//21 upp//PL//compound:prt//23 .//MAD//punct//12
7.1.7 Yttrandefrihet och insyn;Sådan//JJ|POS|UTR|SIN|IND|NOM//amod//27 kontroll//NN|UTR|SIN|IND|NOM//nsubj//32 och//KN//cc//29 uppföljning//NN|UTR|SIN|IND|NOM//conj//27 kan//VB|PRS|AKT//aux//32 exempelvis//AB//advmod//32 ske//VB|INF|AKT//parataxis//12 genom//PP//mark//38 att//SN//mark//38 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//38 i//PP//case//37 entreprenadavtalet//NN|NEU|SIN|DEF|NOM//obl//38 anges//VB|PRS|SFO//advcl//32 att//SN//mark//42 entreprenören//NN|UTR|SIN|DEF|NOM//nsubj//42 skall//VB|PRS|AKT//aux//42 ge//VB|INF|AKT//ccomp//38 in//PL//compound:prt//42 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 handlingar//NN|UTR|PLU|IND|NOM//obj//42 till//PP//case//47 kommunen//NN|UTR|SIN|DEF|NOM//obl//42 eller//KN//cc//49 landstinget//NN|NEU|SIN|DEF|NOM//conj//47 .//MID//punct//12
7.1.7 Yttrandefrihet och insyn;Dessa//DT|UTR/NEU|PLU|DEF//det//52 handlingar//NN|UTR|PLU|IND|NOM//nsubj//53 blir//VB|PRS|AKT//parataxis//12 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 handlingar//NN|UTR|PLU|IND|NOM//obj//53 när//HA//mark//58 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//58 kommit//VB|SUP|AKT//advcl//53 in//PL//compound:prt//58 till//PP//case//61 kommunen//NN|UTR|SIN|DEF|NOM//obl//58 eller//KN//cc//63 landstinget//NN|NEU|SIN|DEF|NOM//conj//61 .//MID//punct//12
7.1.7 Yttrandefrihet och insyn;Det//DT|NEU|SIN|DEF//det//67 huvudsakliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//67 syftet//NN|NEU|SIN|DEF|NOM//nsubj//76 med//PP//case//69 bestämmelsen//NN|UTR|SIN|DEF|NOM//nmod//67 om//PP//case//72 nämndernas//NN|UTR|PLU|DEF|GEN//nmod:poss//72 ansvar//NN|NEU|SIN|IND|NOM//nmod//69 har//VB|PRS|AKT//aux//76 dock//AB//advmod//76 inte//AB//advmod//76 varit//VB|SUP|AKT//parataxis//12 att//SN//mark//80 allmänheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//80 skall//VB|PRS|AKT//aux//80 tillförsäkras//VB|INF|SFO//ccomp//76 insyn//NN|UTR|SIN|IND|NOM//obj//80 i//PP//case//83 entreprenadverksamheten//NN|UTR|SIN|DEF|NOM//obl//80 .//MAD//punct//76
7.1.7 Yttrandefrihet och insyn;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 i//PP//case//3 propositionen//NN|UTR|SIN|DEF|NOM//obl//1 (//PAD//punct//3 prop//NN|UTR|SIN|IND|NOM//appos//3 .//MAD//punct//3
7.1.7 Yttrandefrihet och insyn;2001/02:80//RG|NOM//obl//1 )//PAD//punct//22 att//SN//mark//22 en//DT|UTR|SIN|IND//det//12 ny//JJ|POS|UTR|SIN|IND|NOM//amod//12 bestämmelse//NN|UTR|SIN|IND|NOM//nsubj:pass//22 av//PP//case//14 målsättningskaraktär//NN|UTR|SIN|IND|NOM//nmod//12 ,//MID//punct//14 3//RG|NOM//nummod//17 kap.//NN|AN//nmod//18 19//RG|NOM//nmod//14 a//NN|NEU|SIN|IND|NOM//case//20 §//NN|AN//nmod//12 ,//MID//punct//12 införs//VB|PRS|SFO//conj//1 i//PP//case//24 kommunallagen//NN|UTR|SIN|DEF|NOM//obl//22 .//MAD//punct//22
