5 Förslagets konsekvenser ;Vilka//HP|UTR/NEU|PLU|IND//nsubj:pass//15 som//HP|-|-|-//nsubj//5 kan//VB|PRS|AKT//aux//5 komma//VB|INF|AKT//aux//5 att//IE//mark//5 träffas//VB|INF|SFO//acl:relcl//0 av//PP//case//7 de//DT|UTR/NEU|PLU|DEF//obl//5 i//PP//case//11 enlighet//NN|UTR|SIN|IND|NOM//fixed//8 med//PP//fixed//8 direktivet//NN|NEU|SIN|DEF|NOM//obl//12 införda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//13 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//15 har//VB|PRS|AKT//aux//15 behandlats//VB|SUP|SFO//advcl//34 i//PP//case//18 avsnitt//NN|NEU|SIN|IND|NOM//nmod//18 3//RG|NOM//obl//15 med//PP//case//20 utgångspunkt//NN|UTR|SIN|IND|NOM//obl//15 i//PP//case//24 den//DT|UTR|SIN|DEF//det//24 särskilda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//24 kartläggningen//NN|UTR|SIN|DEF|NOM//nmod//20 som//HP|-|-|-//nsubj//26 finns//VB|PRS|SFO//acl:relcl//24 i//PP//case//29 bilaga//NN|UTR|SIN|IND|NOM//nmod//29 4//RG|NOM//obl//26 .//MAD//punct//15
6.1 Förslaget till transparenslag;Ett//DT|NEU|SIN|IND//det//2 dominerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 inflytande//NN|NEU|SIN|IND|NOM//nsubj:pass//10 skall//VB|PRS|AKT//aux//10 enligt//PP//case//6 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 punkten//NN|UTR|SIN|DEF|NOM//obl//8 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 meningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//10  //_SP////8 presumeras//VB|PRS|SFO//ROOT//10 under//PP//case//13 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 omständigheter//NN|UTR|PLU|IND|NOM//obl//10 .//MAD//punct//10
6.1 Förslaget till transparenslag;Bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//16 motsvarar//VB|PRS|AKT//parataxis//10 föreskriften//NN|UTR|SIN|DEF|NOM//obj//16 enligt//PP//case//20 artikel//NN|UTR|SIN|IND|NOM//nmod//20 1.2//RG|NOM//obl//16 .//MAD//punct//10
6.1 Förslaget till transparenslag;Den//DT|UTR|SIN|DEF//det//24 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//24 regeln//NN|UTR|SIN|DEF|NOM//nsubj//25 utgör//VB|PRS|AKT//parataxis//10 en//DT|UTR|SIN|IND//det//27 presumtionsregel//NN|UTR|SIN|IND|NOM//obj//25 och//KN//cc//31 kan//VB|PRS|AKT//aux//31 därför//AB//advmod//31 vederläggas//VB|INF|SFO//conj//25 i//PP//case//35 det//DT|NEU|SIN|DEF//det//35 enskilda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//35 fallet//NN|NEU|SIN|DEF|NOM//obl:agent//31 .//MAD//punct//10
6.1 Förslaget till transparenslag;Definitionen//NN|UTR|SIN|DEF|NOM//nsubj//12 av//PP//case//4 ”//PAD//nmod//4 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 företag//NN|NEU|PLU|IND|NOM//nmod//0 i//PP//case//6 tillverkningssektorn//NN|UTR|SIN|DEF|NOM//nmod//4 ”//PM|NOM//punct//0 enligt//PP//case//10 artikel//NN|UTR|SIN|IND|NOM//nmod//10 2.1//RG|NOM//nmod//0 c//NN|AN//nummod//10 har//VB|PRS|AKT//aux//17 med//PP//case//16 en//DT|UTR|SIN|IND//det//16 redaktionell//JJ|POS|UTR|SIN|IND|NOM//amod//16 anpassning//NN|UTR|SIN|IND|NOM//obl//17 tagits//VB|SUP|SFO//ROOT//17 in//PL//compound:prt//17 i//PP//case//21 tredje//RO|NOM//amod//21 punkten//NN|UTR|SIN|DEF|NOM//obl//17 .//MAD//punct//17
6.1 Förslaget till transparenslag;Definitionen//NN|UTR|SIN|DEF|NOM//nsubj//24 påverkar//VB|PRS|AKT//parataxis//17 vilka//HD|UTR/NEU|PLU|IND//det//26 företag//NN|NEU|PLU|IND|NOM//obj//24 som//HP|-|-|-//nsubj//30 årligen//AB//advmod//30 skall//VB|PRS|AKT//aux//30 rapportera//VB|INF|AKT//acl:relcl//26 till//PP//case//32 Konkurrensverket//PM|NOM//obl//30 enligt//PP//case//35 7//RG|NOM//nummod//35 §//NN|AN//obl//30 för//PP//mark//41 att//SN//fixed//36 informationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//41 skall//VB|PRS|AKT//aux//41 kunna//VB|INF|AKT//aux//41 sändas//VB|INF|SFO//advcl//30 vidare//AB|KOM//advmod//41 till//PP//case//44 kommissionen//NN|UTR|SIN|DEF|NOM//obl//41 enligt//PP//case//47 9//RG|NOM//nummod//47 §//NN|AN//nmod//44 .//MAD//punct//17
6.1 Förslaget till transparenslag;Definitionen//NN|UTR|SIN|DEF|NOM//nsubj//26 av//PP//case//3 ”//PAD//amod//3 företag//NN|NEU|PLU|IND|NOM//nmod//0 som//HP|-|-|-//nsubj//6 är//VB|PRS|AKT//cop//6 skyldiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//3 att//IE//mark//8 ha//VB|INF|AKT//advcl//6 separat//JJ|POS|UTR|SIN|IND|NOM//amod//10 redovisning//NN|UTR|SIN|IND|NOM//obj//8 ”//PAD//punct//0 i//PP//case//14 artikel//NN|UTR|SIN|IND|NOM//nmod//14 2.1//RG|NOM//nmod//0 d//NN|AN//nummod//14 och//KN//cc//20 av//PP//case//20 ”//RG|NOM//punct//20 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 verksamheter//NN|UTR|PLU|IND|NOM//conj//14 ”//PAD//punct//0 i//PP//case//24 artikel//NN|UTR|SIN|IND|NOM//nmod//24 2.1//RG|NOM//nmod//0 e//NN|NEU|SIN|IND|NOM//nummod//24 ingår//VB|PRS|AKT//ROOT//26 i//PP//advmod//26 sak//NN|UTR|SIN|IND|NOM//fixed//27 som//KN//case//31 en//DT|UTR|SIN|IND//det//31 del//NN|UTR|SIN|IND|NOM//obl//26 av//PP//case//35 de//DT|UTR/NEU|PLU|DEF//det//35 materiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 bestämmelserna//NN|UTR|PLU|DEF|NOM//nmod//31 i//PP//case//38 4//RG|NOM//nummod//38 §//NN|AN//nmod//35 om//PP//mark//43 vem//HP|UTR|SIN|IND//nsubj//43 som//HP|-|-|-//nsubj//43 skall//VB|PRS|AKT//aux//43 upprätta//VB|INF|AKT//acl//35 en//DT|UTR|SIN|IND//det//46 separat//JJ|POS|UTR|SIN|IND|NOM//amod//46 redovisning//NN|UTR|SIN|IND|NOM//obj//43 och//KN//cc//49 redovisningens//NN|UTR|SIN|DEF|GEN//nmod:poss//49 innehåll//NN|NEU|SIN|IND|NOM//conj//46 .//MAD//punct//26
6.1 Förslaget till transparenslag;Definitionen//NN|UTR|SIN|DEF|NOM//nsubj//10 av//PP//case//4 ”//PAD//punct//4 exklusiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 rättigheter//NN|UTR|PLU|IND|NOM//nmod//0 ”//PAD//punct//0 i//PP//case//8 fjärde//RO|NOM//amod//8 punkten//NN|UTR|SIN|DEF|NOM//nmod//0  //_SP////8 motsvarar//VB|PRS|AKT//ROOT//10 i//PP//advmod//10 sak//NN|UTR|SIN|IND|NOM//fixed//11 artikel//NN|UTR|SIN|IND|NOM//nmod//14 2.1//RG|NOM//nmod//15 f.//NN|AN//obl//10 Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//17 omfattar//VB|PRS|AKT//advcl//10 verksamheter//NN|UTR|PLU|IND|NOM//obj//17 där//HA//advmod//22 ett//DT|NEU|SIN|IND//det//21 företag//NN|NEU|SIN|IND|NOM//nsubj//22 fått//VB|SUP|AKT//acl:relcl//18 ett//DT|NEU|SIN|IND//det//25 legalt//JJ|POS|NEU|SIN|IND|NOM//amod//25 monopol//NN|NEU|SIN|IND|NOM//obj//22 på//PP//mark//28 att//IE//mark//28 bedriva//VB|INF|AKT//advcl//22 viss//JJ|POS|UTR|SIN|IND|NOM//amod//33 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//33 eller//KN//cc//32 kommersiell//JJ|POS|UTR|SIN|IND|NOM//conj//30 verksamhet//NN|UTR|SIN|IND|NOM//obj//28 .//MAD//punct//10
6.1 Förslaget till transparenslag;Begreppet//NN|NEU|SIN|DEF|NOM//nmod//36 verksamhet//NN|UTR|SIN|IND|NOM//nsubj//37 täcker//VB|PRS|AKT//parataxis//10 även//AB//advmod//37 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//37 som//HP|-|-|-//nsubj:pass//43 enligt//PP//case//42 direktivet//NN|NEU|SIN|DEF|NOM//obl//43 benämns//VB|PRS|SFO//acl:relcl//39 tillhandahållande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//43 av//PP//case//47 viss//JJ|POS|UTR|SIN|IND|NOM//amod//47 tjänst//NN|UTR|SIN|IND|NOM//obl//44 .//MAD//punct//10
6.1 Förslaget till transparenslag;Verksamheten//NN|UTR|SIN|DEF|NOM//nsubj//54 kan//VB|PRS|AKT//aux//54 alltså//AB//advmod//54 i//PP//case//53 princip//NN|UTR|SIN|IND|NOM//obl//54 avse//VB|INF|AKT//parataxis//10 såväl//KN//advmod//56 tillhandahållande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//54 av//PP//case//58 varor//NN|UTR|PLU|IND|NOM//nmod//56 eller//KN//cc//60 tjänster//NN|UTR|PLU|IND|NOM//conj//58 eller//KN//cc//63 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 nyttigheter//NN|UTR|PLU|IND|NOM//conj//58 .//MAD//punct//54
6.1 Förslaget till transparenslag;Rättigheten//NN|UTR|SIN|DEF|NOM//nsubj//69 skall//VB|PRS|AKT//aux//69 enligt//PP//case//68 direktivet//NN|NEU|SIN|DEF|NOM//obl//69 härröra//VB|INF|AKT//parataxis//54 från//PP//case//73 ”//PM|NOM//punct//73 en//DT|UTR|SIN|IND//det//73 medlemsstat//NN|UTR|SIN|IND|NOM//obl//69 ”//PAD//punct//54 .//MAD//punct//10
6.1 Förslaget till transparenslag;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//77 omfattar//VB|PRS|AKT//parataxis//10 i//PP//advmod//77 första//RO|NOM//fixed//78 hand//NN|UTR|SIN|IND|NOM//fixed//78 rättigheter//NN|UTR|PLU|IND|NOM//obj//77 som//HP|-|-|-//nsubj:pass//83 beviljas//VB|PRS|SFO//acl:relcl//81 av//PP//case//85 riksdagen//NN|UTR|SIN|DEF|NOM//obl:agent//83 eller//KN//cc//88 annan//JJ|POS|UTR|SIN|IND|NOM//amod//88 medlemsstats//NN|UTR|SIN|IND|GEN//conj//85 högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//91 beslutande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//91 församling//NN|UTR|SIN|IND|NOM//conj//85 .//MAD//punct//77
6.1 Förslaget till transparenslag;I//PP//case//94 bestämmelsen//NN|UTR|SIN|DEF|NOM//obl//95 förtydligas//VB|PRS|SFO//parataxis//77 att//SN//mark//101 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//101 också//AB//advmod//101 kan//VB|PRS|AKT//aux//101 vara//VB|INF|AKT//cop//101 fråga//NN|UTR|SIN|IND|NOM//ccomp//95 om//PP//case//103 rättigheter//NN|UTR|PLU|IND|NOM//obl//101 som//HP|-|-|-//nsubj:pass//105 beviljats//VB|SUP|SFO//acl:relcl//103 av//PP//case//109 en//DT|UTR|SIN|IND//det//109 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//109 myndighet//NN|UTR|SIN|IND|NOM//obl:agent//105 .//MAD//punct//77
6.1 Förslaget till transparenslag;Definitionen//NN|UTR|SIN|DEF|NOM//nsubj//10 av//PP//case//4 ”//PAD//punct//4 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//4 rättigheter//NN|UTR|PLU|IND|NOM//nmod//0 ”//RG|NOM//punct//0 enligt//PP//case//8 femte//RO|NOM//amod//8 punkten//NN|UTR|SIN|DEF|NOM//nmod//0  //_SP////8 motsvarar//VB|PRS|AKT//ROOT//10 artikel//NN|UTR|SIN|IND|NOM//nmod//12 2.1//RG|NOM//nummod//13 g.//NN|AN//obj//10 Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//17 är//VB|PRS|AKT//cop//17 här//AB//advmod//17 fråga//NN|UTR|SIN|IND|NOM//parataxis//10 om//PP//mark//24 att//SN//mark//24 ett//DT|NEU|SIN|IND//det//22 begränsat//PC|PRF|NEU|SIN|IND|NOM//amod//22 antal//NN|NEU|SIN|IND|NOM//nmod//23 företag//NN|NEU|PLU|IND|NOM//nsubj//24 får//VB|PRS|AKT//csubj//17 en//DT|UTR|SIN|IND//det//26 fördel//NN|UTR|SIN|IND|NOM//obj//24 framför//PP//case//28 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//24 .//MAD//punct//10
6.1 Förslaget till transparenslag;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//32 kan//VB|PRS|AKT//aux//32 ske//VB|INF|AKT//conj//10 genom//PP//mark//41 att//SN//mark//41 antal//NN|NEU|SIN|IND|NOM//nmod//36 företag//NN|NEU|PLU|IND|NOM//nsubj:pass//41 som//HP|-|-|-//nsubj//40 får//VB|PRS|AKT//aux//40 vara//VB|INF|AKT//cop//40 verksamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//36 begränsas//VB|INF|SFO//advcl//32 eller//KN//cc//46 att//SN//mark//46 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 företag//NN|NEU|PLU|IND|NOM//nsubj:pass//46 tilldelas//VB|PRS|SFO//conj//41 rättigheter//NN|UTR|PLU|IND|NOM//nsubj:pass//46 som//HP|-|-|-//nsubj//49 ger//VB|PRS|AKT//acl:relcl//47 dem//PN|UTR/NEU|PLU|DEF|OBJ//iobj//49 en//DT|UTR|SIN|IND//det//52 konkurrensfördel//NN|UTR|SIN|IND|NOM//obj//49 framför//PP//case//54 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//49 .//MAD//punct//32
6.1 Förslaget till transparenslag;Inte//AB//advmod//2 alla//DT|UTR/NEU|PLU|IND/DEF//det//2 rättigheter//NN|UTR|PLU|IND|NOM//nsubj//11 som//KN//mark//5 en//DT|UTR|SIN|IND//det//5 stat//NN|UTR|SIN|IND|NOM//acl//2 ,//MID//punct//7 kommun//NN|UTR|SIN|IND|NOM//conj//5 eller//KN//cc//10 ett//DT|NEU|SIN|IND//det//10 landsting//NN|NEU|SIN|IND|NOM//conj//5 beviljar//VB|PRS|AKT//ROOT//11 är//VB|PRS|AKT//cop//11 att//IE//mark//14 anse//VB|INF|AKT//csubj//11 som//KN//case//18 en//DT|UTR|SIN|IND//det//18 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//18 rättighet//NN|UTR|SIN|IND|NOM//obl//14 enligt//PP//case//20 direktivet//NN|NEU|SIN|DEF|NOM//nmod//18 .//MAD//punct//11
6.1 Förslaget till transparenslag;Undantagna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//11 från//PP//case//24 definitionen//NN|UTR|SIN|DEF|NOM//obl//22 av//PP//case//27 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//27 rättigheter//NN|UTR|PLU|IND|NOM//nmod//24 är//VB|PRS|AKT//cop//30 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//30 rättigheter//NN|UTR|PLU|IND|NOM//nsubj//11 som//HP|-|-|-//nsubj:pass//32 beviljats//VB|SUP|SFO//acl:relcl//30 genom//PP//case//39 objektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 ,//MID//punct//36 proportionerliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//34 och//KN//cc//38 icke-diskriminerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//34 kriterier//NN|NEU|PLU|IND|NOM//obl//32 .//MAD//punct//11
6.1 Förslaget till transparenslag;Ett//DT|NEU|SIN|IND//det//43 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//43 undantag//NN|NEU|SIN|IND|NOM//nsubj:pass//44 föreslås//VB|PRS|SFO//conj//11 infört//PC|PRF|NEU|SIN|IND|NOM//xcomp//44 i//PP//case//48 andra//RO|NOM//amod//48 stycket//NN|NEU|SIN|DEF|NOM//obl//45 .//MAD//punct//11
6.1 Förslaget till transparenslag;Undantaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//56 bör//VB|PRS|AKT//aux//56 i//PP//mark//56 vart//DT|NEU|SIN|IND//advmod//56 fall//NN|NEU|SIN|IND|NOM//nsubj:pass//56 kunna//VB|INF|AKT//aux//56 tillämpas//VB|INF|SFO//conj//11 när//HA//mark//60 en//DT|UTR|SIN|IND//det//59 rättighet//NN|UTR|SIN|IND|NOM//nsubj:pass//60 beviljas//VB|PRS|SFO//advcl//56 efter//PP//case//62 prövning//NN|UTR|SIN|IND|NOM//obl//60 mot//PP//case//65 konkurrensneutrala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//65 villkor//NN|NEU|PLU|IND|NOM//nmod//62 i//PP//case//67 samband//NN|NEU|SIN|IND|NOM//nmod//65 med//PP//case//70 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//70 upphandling//NN|UTR|SIN|IND|NOM//nmod//65 eller//KN//cc//75 i//PP//case//75 samband//NN|NEU|SIN|IND|NOM//fixed//72 med//PP//fixed//72 beviljande//NN|NEU|SIN|IND|NOM//conj//70 av//PP//case//77 licenser//NN|UTR|PLU|IND|NOM//nmod//75 och//KN//cc//80 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//80 verksamhetstillstånd//NN|NEU|PLU|IND|NOM//conj//77 ,//MID//punct//56 t.ex.//AB|AN//advmod//83 tillstånd//NN|NEU|SIN|IND|NOM//appos//56 att//IE//mark//85 bedriva//VB|INF|AKT//acl//83 bankrörelse//NN|UTR|SIN|IND|NOM//obj//85 .//MAD//punct//11
6.1 Förslaget till transparenslag;En//DT|UTR|SIN|IND//det//89 förutsättning//NN|UTR|SIN|IND|NOM//parataxis//11 är//VB|PRS|AKT//cop//89 att//SN//mark//93 villkoren//NN|NEU|PLU|DEF|NOM//nsubj//93 uppfyller//VB|PRS|AKT//csubj//89 kraven//NN|NEU|PLU|DEF|NOM//obj//93 på//PP//case//96 objektivitet//NN|NEU|SIN|IND|NOM//nmod//94 ,//MID//punct//98 proportionalitet//NN|UTR|SIN|IND|NOM//conj//96 och//KN//cc//100 icke-diskriminering//NN|UTR|SIN|IND|NOM//conj//96 .//MAD//punct//89
6.1 Förslaget till transparenslag;3//RG|NOM//nummod//103 §//NN|AN//appos//89 (//PAD//punct//103 Jfr//VB|AN//appos//103 artikel//NN|UTR|SIN|IND|NOM//nmod//107 1.1//RG|NOM//obl//105 och//KN//cc//109 4.1//RG|NOM//conj//107 i//PP//case//111 transparensdirektivet//NN|NEU|SIN|DEF|NOM//obl//105 )//PAD//punct//11
6.1 Förslaget till transparenslag;Genom//PP//case//3 den//DT|UTR|SIN|DEF//det//3 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//3 paragrafen//NN|UTR|SIN|DEF|NOM//obl//4 införlivas//VB|PRS|SFO//ROOT//4 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj:pass//4 om//PP//case//8 öppen//JJ|POS|UTR|SIN|IND|NOM//amod//8 redovisning//NN|UTR|SIN|IND|NOM//nmod//5 av//PP//case//12 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 finansiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 förbindelser//NN|UTR|PLU|IND|NOM//nmod//8 i//PP//case//16 direktivets//NN|NEU|SIN|DEF|GEN//nmod:poss//15 artikel//NN|UTR|SIN|IND|NOM//nmod//16 1.1//RG|NOM//nmod//12 .//MAD//punct//4
6.1 Förslaget till transparenslag;Paragrafen//NN|UTR|SIN|DEF|NOM//nsubj//19 träffar//VB|PRS|AKT//parataxis//4 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 företag//NN|NEU|PLU|IND|NOM//obj//19 och//KN//cc//24 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 myndigheter//NN|UTR|PLU|IND|NOM//conj//21 .//MAD//punct//19
6.1 Förslaget till transparenslag;Vilka//HD|UTR/NEU|PLU|IND//det//27 verksamheter//NN|UTR|PLU|IND|NOM//nsubj:pass//32 som//HP|-|-|-//nsubj//29 hör//VB|PRS|AKT//acl:relcl//27 dit//AB//advmod//29 har//VB|PRS|AKT//aux//32 behandlats//VB|SUP|SFO//advcl//19 i//PP//case//34 författningskommentaren//NN|UTR|SIN|DEF|NOM//obl//32 till//PP//case//37 2//RG|NOM//nummod//37 §//NN|AN//nmod//34 .//MAD//punct//4
6.1 Förslaget till transparenslag;För//PP//mark//2 att//IE//mark//2 underlätta//VB|INF|AKT//advcl//15 hänvisningar//NN|UTR|PLU|IND|NOM//obj//2 i//PP//case//6 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 paragrafer//NN|UTR|PLU|IND|NOM//obl//2 och//KN//cc//10 för//PP//mark//10 att//IE//mark//10 peka//VB|INF|AKT//conj//2 på//PP//case//12 sambandet//NN|NEU|SIN|DEF|NOM//obl//10 med//PP//case//14 transparensdirektivet//NN|NEU|SIN|DEF|NOM//nmod//12 används//VB|PRS|SFO//ROOT//15 beteckningen//NN|UTR|SIN|DEF|NOM//amod//19 ”//RG|NOM//punct//16 öppen//JJ|POS|UTR|SIN|IND|NOM//amod//19 redovisning//NN|UTR|SIN|IND|NOM//nsubj:pass//15 ”//PAD//punct//15 .//MAD//punct//15
6.1 Förslaget till transparenslag;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//25 bör//VB|PRS|AKT//aux//25 dock//AB//advmod//25 framhållas//VB|INF|SFO//parataxis//15 att//SN//mark//31 paragrafen//NN|UTR|SIN|DEF|NOM//nsubj//31 i//PP//case//29 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//nmod//27 inte//AB//advmod//31 innebär//VB|PRS|AKT//ccomp//25 någon//DT|UTR|SIN|IND//det//33 skyldighet//NN|UTR|SIN|IND|NOM//obj//31 för//PP//case//35 företaget//NN|NEU|SIN|DEF|NOM//obl//31 att//IE//mark//37 ta//VB|INF|AKT//acl//35 in//PL//compound:prt//37 informationen//NN|UTR|SIN|DEF|NOM//obj//37 i//PP//case//42 en//DT|UTR|SIN|IND//det//42 årsredovisning//NN|UTR|SIN|IND|NOM//obl//37 eller//KN//cc//48 att//IE//mark//48 på//PP//case//47 annat//JJ|POS|NEU|SIN|IND|NOM//amod//47 sätt//NN|NEU|SIN|IND|NOM//obl//48 göra//VB|INF|AKT//conj//37 informationen//NN|UTR|SIN|DEF|NOM//obj//48 tillgänglig//JJ|POS|UTR|SIN|IND|NOM//xcomp//48 för//PP//case//52 allmänheten//NN|UTR|SIN|DEF|NOM//obl//50 .//MAD//punct//25
6.1 Förslaget till transparenslag;Paragrafens//NN|UTR|SIN|DEF|GEN//nmod:poss//3  //_SP////0 första//RO|NOM//amod//3 stycke//NN|NEU|SIN|IND|NOM//nmod//5 första//RO|NOM//amod//5 meningen//NN|UTR|SIN|DEF|NOM//nsubj//6 innebär//VB|PRS|AKT//ROOT//6 en//DT|UTR|SIN|IND//det//8 skyldighet//NN|UTR|SIN|IND|NOM//obj//6 för//PP//case//12 alla//DT|UTR/NEU|PLU|IND/DEF//det//12 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 företag//NN|NEU|PLU|IND|NOM//obl//6 att//IE//mark//14 redovisa//VB|INF|AKT//acl//12 i//PP//case//16 princip//NN|UTR|SIN|IND|NOM//obl//14 alla//DT|UTR/NEU|PLU|IND/DEF//det//20 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//20 finansiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 mellanhavanden//NN|NEU|PLU|IND|NOM//obj//14 med//PP//case//23 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 myndigheter//NN|UTR|PLU|IND|NOM//nmod//20 på//PP//case//27 ett//DT|NEU|SIN|IND//det//27 öppet//JJ|POS|NEU|SIN|IND|NOM//amod//27 sätt//NN|NEU|SIN|IND|NOM//obl//14 .//MAD//punct//6
6.1 Förslaget till transparenslag;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//30 gäller//VB|PRS|AKT//parataxis//6 inte//AB//advmod//30 bara//AB//advmod//30 om//SN//mark//35 företaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//35 bedrivs//VB|PRS|SFO//advcl//30 i//PP//case//40 en//DT|UTR|SIN|IND//det//40 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//40 juridisk//JJ|POS|UTR|SIN|IND|NOM//amod//40 person//NN|UTR|SIN|IND|NOM//obl//35 .//MAD//punct//30
6.1 Förslaget till transparenslag;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//43 gäller//VB|PRS|AKT//conj//6 också//AB//advmod//43 om//SN//mark//47 företaget//NN|NEU|SIN|DEF|NOM//nsubj//47 ingår//VB|PRS|AKT//advcl//43 som//KN//case//50 en//DT|UTR|SIN|IND//det//50 del//NN|UTR|SIN|IND|NOM//obl//47 av//PP//case//52 staten//NN|UTR|SIN|DEF|NOM//nmod//50 ,//MID//punct//55 en//DT|UTR|SIN|IND//det//55 kommun//NN|UTR|SIN|IND|NOM//conj//52 eller//KN//cc//58 ett//DT|NEU|SIN|IND//det//58 landsting//NN|NEU|SIN|IND|NOM//conj//52 .//MAD//punct//43
6.1 Förslaget till transparenslag;För//PP//case//61 företaget//NN|NEU|SIN|DEF|NOM//obl//67 skall//VB|PRS|AKT//aux//67 enligt//PP//case//66 den//DT|UTR|SIN|DEF//det//66 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//66 bestämmelsen//NN|UTR|SIN|DEF|NOM//obl//67 framgå//VB|INF|AKT//conj//43 vilka//HD|UTR/NEU|PLU|IND//det//70 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 medel//NN|NEU|PLU|IND|NOM//obj//67 som//HP|-|-|-//nsubj:pass//72 mottagits//VB|SUP|SFO//acl:relcl//70 och//KN//cc//77 hur//HA//advmod//77 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj:pass//77 har//VB|PRS|AKT//aux//77 använts//VB|SUP|SFO//conj//67 .//MAD//punct//6
