Nytt regelverk för marksänd digital-TV ;Delbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Radio-//NN|UTR|-|-|SMS//nmod//0 och//KN//cc//4 TV-lagsutredningen//NN|UTR|SIN|DEF|NOM//conj//2
3 Aktörerna i det digitala marknätet och deras villkor;Dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//39 var//VB|PRT|AKT//cop//39 SVT//PM|NOM//nsubj:pass//155 ,//MID//punct//41 UR//PM|NOM//conj//39 ,//MID//punct//43 TV4//PM|NOM//conj//39 AB//PM|NOM//nmod//43 ,//MID//punct//46 TV3//PM|NOM//conj//39 AB//PM|NOM//nmod//46 ,//MID//punct//46 Kanal//NN|UTR|SIN|IND|NOM//nmod//50 5//RG|NOM//nummod//51 AB//NN|AN//nmod//46 ,//MID//punct//53 Canal//PM|NOM//conj//51 +//MID//cc//55 Television//PM|NOM//conj//51 AB//NN|AN//flat//55 ,//MID//punct//46 Kunskaps-TV//NN|UTR|SIN|IND|NOM//conj//39 i//PP//case//60 Sverige//PM|NOM//obl//58 AB//PM|NOM//flat//60 ,//MID//punct//63 Televisionsaktiebolaget//PM|NOM//nmod//64 TV8//PM|NOM//obl//58 ,//MID//punct//64 Cell//PM|NOM//amod//67 Internet//NN|NEU|SIN|DEF|NOM//conj//64 Commerce//PM|NOM//flat//67 Development//PM|NOM//nmod//70 AB//PM|NOM//nmod//67 (//PAD//punct//64 namnändrat//VB|SUP|AKT//conj//39 till//PP//case//75 eTV//PM|NOM//amod//75 Holding//PM|NOM//obl//72 AB//PM|NOM//flat//75 )//PAD//punct//39 ,//MID//punct//39 TV-Linköping//PM|NOM//advmod//83 Länkomedia//PM|NOM//nmod//81 AB//PM|NOM//nmod//79 (//PAD//punct//81 namnändrat//VB|SUP|AKT//conj//39 till//PP//case//86 Länkomedia//PM|NOM//nmod//86 AB//PM|NOM//obl//83 )//PAD//punct//39 och//KN//cc//89 Landskrona//PM|NOM//conj//39 Vision//PM|NOM//nmod//91 AB//PM|NOM//obj//89 (//PAD//punct//39 namnändrat//VB|SUP|AKT//conj//39 till//PP//case//95 Skånekanalen//PM|NOM//obl//93 AB//PM|NOM//flat//95 )//PAD//punct//39 .//MAD//punct//39
3 Aktörerna i det digitala marknätet och deras villkor;Den//DT|UTR|SIN|DEF//det//101 20//RG|NOM//nummod//101 januari//NN|UTR|SIN|IND|NOM//obl//103 2000//RG|NOM//nummod//101 meddelades//VB|PRT|SFO//conj//39 tillstånd//NN|NEU|SIN|IND|NOM//xcomp//103 till//PP//case//110 Modern//PM|NOM//nmod//107 Times//PM|NOM//nmod:poss//109 Group//PM|NOM//flat:name//107 MTG//PM|NOM//nmod//110 AB//PM|NOM//nmod//104 ,//MID//punct//103 DTU//PM|NOM//compound//113 Television//PM|NOM//appos//103 AB//NN|AN//flat:name//113 samt//KN//cc//116 Stockholm//PM|NOM//conj//103 1//RG|NOM//nummod//118 Lokaltelevision//NN|UTR|SIN|IND|NOM//conj//39 i//PP//case//120 Stockholm//PM|NOM//nmod//118 AB//PM|NOM//flat//120 .//MAD//punct//39
3 Aktörerna i det digitala marknätet och deras villkor;Den//DT|UTR|SIN|DEF//det//138 8//RG|NOM//nummod//123 ,//MID//punct//124 15//RG|NOM//nummod//124 respektive//AB//case//129 22//RG|NOM//nummod//129 november//NN|UTR|SIN|IND|NOM//obl//131 2001//RG|NOM//nummod//129 meddelades//VB|PRT|SFO//acl:relcl//123 tillstånd//NN|NEU|SIN|IND|NOM//xcomp//131 till//PP//case//134 Eurosport//PM|NOM//obl//131 Sales//PM|NOM//flat//134 Organisation//PM|NOM//nsubj:pass//131 (//PAD//punct//123 namnändrat//VB|SUP|AKT//conj//39 till//PP//case//142 Eurosport//PM|NOM//nmod//142 Société//PM|NOM//compound//142 Anonyme//PM|NOM//obl//138 )//PAD//punct//138 ,//MID//punct//39 MTV//PM|NOM//nmod//146 Europe//PM|NOM//conj//39 och//KN//cc//149 Discovery//PM|NOM//nmod//149 Communications//PM|NOM//conj//146 Europe//PM|NOM//flat:name//149 .//MAD//punct//39
3 Aktörerna i det digitala marknätet och deras villkor;NonStop//PM|NOM//nmod//154 Television//PM|NOM//nmod//154 AB//NN|AN//conj//39 meddelades//VB|PRT|SFO//parataxis//4 tillstånd//NN|NEU|SIN|IND|NOM//xcomp//155 den//DT|UTR|SIN|DEF//det//158 12//RG|NOM//nummod//159 september//NN|UTR|SIN|IND|NOM//obl//155 2002//RG|NOM//nummod//159 .//MAD//punct//4
3 Aktörerna i det digitala marknätet och deras villkor;Sändningstillstånden//NN|UTR|SIN|DEF|NOM//nsubj//17 för//PP//case//2 Stockholm//PM|NOM//nmod//0 1//RG|NOM//nummod//4 Lokaltelevision//NN|UTR|SIN|IND|NOM//appos//0 i//PP//case//6 Stockholm//PM|NOM//nmod//4 AB//PM|NOM//flat//6 ,//MID//punct//9 TV3//PM|NOM//appos//0 AB//PM|NOM//nmod//9 ,//MID//punct//12 Televisionsaktiebolaget//PM|NOM//nmod//13 TV8//PM|NOM//conj//9 ,//MID//punct//13 Modern//PM|NOM//nmod//16 Times//PM|NOM//appos//0 Group//PM|NOM//nsubj:pass//33 MTG//PM|NOM//nmod//19 AB//PM|NOM//obj//17 ,//MID//punct//17 Kunskaps-TV//NN|UTR|SIN|IND|NOM//conj//17 i//PP//case//23 Sverige//PM|NOM//obl//21 AB//PM|NOM//flat//23 och//KN//cc//27 eTV//PM|NOM//amod//27 Holding//PM|NOM//conj//23 har//VB|PRS|AKT//aux//33 därefter//AB//advmod//28 av//PP//case//32 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 anledningar//NN|UTR|PLU|IND|NOM//obl//28 återkallats//VB|SUP|SFO//ROOT//33 eller//KN//cc//35 upphört//VB|SUP|AKT//conj//33 att//IE//mark//37 gälla//VB|INF|AKT//xcomp//35 .//MAD//punct//33
3 Aktörerna i det digitala marknätet och deras villkor;Till//PP//case//2 en//DT|UTR|SIN|IND//det//2 början//NN|UTR|SIN|IND|NOM//obl//3 innebar//VB|PRT|AKT//ROOT//3 tillstånden//NN|NEU|PLU|DEF|NOM//nsubj//3 endast//AB//advmod//6 rätt//NN|UTR|SIN|IND|NOM//obj//3 att//IE//mark//8 sända//VB|INF|AKT//acl//6 över//PP//case//11 fem//RG|NOM//nummod//11 områden//NN|NEU|PLU|IND|NOM//obl//8 med//PP//case//16 sammanlagt//AB//advmod//15 ca//AB|AN//advmod//15 50//RG|NOM//nummod//16 procent//NN|UTR|PLU|IND|NOM//nmod//11 av//PP//case//19 Sveriges//PM|GEN//nmod:poss//19 befolkning//NN|UTR|SIN|IND|NOM//nmod//16 .//MAD//punct//3
3 Aktörerna i det digitala marknätet och deras villkor;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//22 har//VB|PRS|AKT//parataxis//3 därefter//AB//advmod//22 ,//MID//punct//27 sedan//SN//mark//27 riksdagen//NN|UTR|SIN|DEF|NOM//nsubj//27 beslutat//VB|SUP|AKT//advcl//22 att//SN//mark//33 digital//JJ|POS|UTR|SIN|IND|NOM//nsubj:pass//33 marksänd//PC|PRF|UTR|SIN|IND|NOM//amod//31 TV//NN|UTR|SIN|IND|NOM//nmod//29 får//VB|PRS|AKT//aux//33 byggas//VB|INF|SFO//ccomp//27 ut//PL//compound:prt//33 till//PP//mark//37 att//IE//mark//37 omfatta//VB|INF|AKT//advcl//33 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//39 landet//NN|NEU|SIN|DEF|NOM//obj//37 ,//MID//punct//41 ändrat//VB|SUP|AKT//conj//22 tillstånden//NN|NEU|PLU|DEF|NOM//obj//41 så//SN//mark//46 att//SN//fixed//43 sändningsrätten//NN|UTR|SIN|DEF|NOM//nsubj//46 omfattar//VB|PRS|AKT//advcl//41 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//48 landet//NN|NEU|SIN|DEF|NOM//obj//46 .//MAD//punct//22
3 Aktörerna i det digitala marknätet och deras villkor;Vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 tillstånd//NN|NEU|PLU|IND|NOM//nsubj//52 innebär//VB|PRS|AKT//parataxis//22 dock//AB//advmod//52 endast//AB//advmod//52 rätt//NN|UTR|SIN|IND|NOM//obj//52 att//IE//mark//57 sända//VB|INF|AKT//acl//55 till//PP//case//61 en//DT|UTR|SIN|IND//det//61 viss//JJ|POS|UTR|SIN|IND|NOM//amod//61 del//NN|UTR|SIN|IND|NOM//obl//57 av//PP//case//63 landet//NN|NEU|SIN|DEF|NOM//nmod//61 .//MAD//punct//52
3 Aktörerna i det digitala marknätet och deras villkor;För//PP//case//66 närvarande//NN|NEU|SIN|IND|NOM//obl//67 bedrivs//VB|PRS|SFO//parataxis//52 sändningar//NN|UTR|PLU|IND|NOM//nsubj:pass//67 i//PP//case//71 fem//RG|NOM//nummod//71 multiplexer//NN|UTR|PLU|IND|NOM//obl//67 ,//MID//punct//67 varav//HA//discourse//75 fyra//RG|NOM//nummod//75 når//VB|PRS|AKT//appos//67 ca//AB|AN//advmod//77 90//RG|NOM//nummod//78 procent//NN|UTR|PLU|IND|NOM//obj//75 av//PP//case//81 landets//NN|NEU|SIN|DEF|GEN//nmod:poss//81 befolkning//NN|UTR|SIN|IND|NOM//nmod//78 .//MAD//punct//22
3 Aktörerna i det digitala marknätet och deras villkor;Tillstånden//NN|NEU|PLU|DEF|NOM//nsubj:pass//3 har//VB|PRS|AKT//aux//3 därefter//AB//advmod//3 förlängts//VB|SUP|SFO//ROOT//3 vid//PP//case//6 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 tillfällen//NN|NEU|PLU|IND|NOM//obl//3 och//KN//cc//10 i//PP//case//10 ett//DT|NEU|SIN|IND//det//10 beslut//NN|NEU|SIN|IND|NOM//conj//6 den//DT|UTR|SIN|DEF//det//13 18//RG|NOM//nummod//13 december//NN|UTR|SIN|IND|NOM//nmod//10 2003//RG|NOM//nummod//13 (//PAD//punct//13 nr//NN|AN//nmod//17 16//RG|NOM//appos//13 )//PAD//punct//13 ändrade//VB|PRT|AKT//conj//3 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//19 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//22 tidigare//AB|KOM//obj//19 meddelade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//3 beslut//NN|NEU|PLU|IND|NOM//obj//23 om//PP//case//26 komplettering//NN|UTR|SIN|IND|NOM//obl//23 av//PP//case//28 sändningstillstånden//NN|UTR|SIN|DEF|NOM//nmod//26 för//PP//case//30 SVT//PM|NOM//nmod//28 ,//MID//punct//32 UR//PM|NOM//conj//30 och//KN//cc//34 TV4//PM|NOM//conj//30 AB//PM|NOM//conj//30 samt//KN//cc//38 de//DT|UTR/NEU|PLU|DEF//det//38 tillstånd//NN|NEU|PLU|IND|NOM//conj//3 att//IE//mark//40 sända//VB|INF|AKT//acl//38 television//NN|UTR|SIN|IND|NOM//obj//40 med//PP//case//44 digital//JJ|POS|UTR|SIN|IND|NOM//amod//44 sändningsteknik//NN|UTR|SIN|IND|NOM//nmod//41 som//HP|-|-|-//nsubj:pass//46 meddelats//VB|SUP|SFO//acl:relcl//44 Kanal//NN|UTR|SIN|IND|NOM//nmod//48 5//RG|NOM//nummod//49 AB//NN|AN//obl//46 ,//MID//punct//49 Canal//PM|NOM//appos//49 +//MID//cc//53 Television//PM|NOM//conj//49 AB//NN|AN//flat//53 ,//MID//punct//49 Länkomedia//PM|NOM//nmod//57 AB//PM|NOM//nmod//38 ,//MID//punct//57 Skånekanalen//NN|UTR|SIN|DEF|NOM//nmod//60 AB//PM|NOM//conj//57 ,//MID//punct//63 DTU//PM|NOM//nmod//63 Television//PM|NOM//conj//57 AB//NN|AN//flat//63 ,//MID//punct//63 Eurosport//PM|NOM//conj//57 SA//PM|NOM//flat//66 ,//MID//punct//66 MTV//PM|NOM//nmod//70 Europe//PM|NOM//nmod//66 ,//MID//punct//73 Discovery//PM|NOM//compound//73 Communications//PM|NOM//conj//57 Europe//PM|NOM//flat//73 samt//KN//cc//77 Nonstop//PM|NOM//compound//77 Television//PM|NOM//conj//57 AB//NN|AN//flat:name//77 .//MAD//punct//38
3 Aktörerna i det digitala marknätet och deras villkor;Vissa//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj:pass//83 av//PP//case//82 sändningstillstånden//NN|NEU|PLU|IND|NOM//nmod//80 formulerades//VB|PRT|SFO//conj//3 härigenom//AB//advmod//83 om//PP//mark//88 bl.a.//AB|AN//advmod//88 vad//HP|NEU|SIN|IND//nsubj//88 avsåg//VB|PRT|AKT//advcl//83 rätt//NN|UTR|SIN|IND|NOM//obj//88 till//PP//case//91 överföringskapacitet//NN|UTR|SIN|IND|NOM//obl//88 samt//KN//cc//93 villkor//NN|NEU|PLU|IND|NOM//conj//91 om//PP//case//96 sändningarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//96 räckvidd//NN|UTR|SIN|IND|NOM//obl//88 .//MID//punct//83
3 Aktörerna i det digitala marknätet och deras villkor;Samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//nsubj:pass//101 dessa//DT|UTR/NEU|PLU|DEF//det//100 tillstånd//NN|NEU|PLU|IND|NOM//nsubj:pass//101 förlängdes//VB|PRT|SFO//parataxis//83 till//PP//case//103 utgången//NN|UTR|SIN|DEF|NOM//obl//101 av//PP//case//105 2005//RG|NOM//nmod//103 .//MAD//punct//3
3 Aktörerna i det digitala marknätet och deras villkor;På//PP//case//1 uppdrag//NN|NEU|SIN|IND|NOM//obl//4 av//PP//case//3 regeringen//NN|UTR|SIN|DEF|NOM//nmod//1 annonserade//VB|PRT|AKT//advcl//184 Radio-//NN|UTR|-|-|SMS//nsubj//4 och//KN//cc//7 TV-verket//NN|NEU|SIN|DEF|NOM//conj//5 under//PP//case//9 sommaren//NN|UTR|SIN|DEF|NOM//obl//4 2003//RG|NOM//nummod//9 om//PP//case//12 möjlighet//NN|UTR|SIN|IND|NOM//obl//4 att//IE//mark//14 få//VB|INF|AKT//acl//12 tillstånd//NN|NEU|SIN|IND|NOM//obj//14 för//PP//case//18 digitala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 TVsändningar//NN|UTR|PLU|IND|NOM//obl//14 ,//MID//punct//14 bl.a.//AB|AN//advmod//14 i//PP//case//24 en//DT|UTR|SIN|IND//det//24 femte//RO|NOM//amod//24 multiplex//NN|UTR|SIN|IND|NOM//obl//14 med//PP//case//28 50//RG|NOM//nummod//27 procents//NN|UTR|PLU|IND|GEN//nmod:poss//28 befolkningstäckning//NN|UTR|SIN|IND|NOM//nmod//24 .//MAD//punct//4
3 Aktörerna i det digitala marknätet och deras villkor;Den//DT|UTR|SIN|DEF//det//32 29//RG|NOM//nummod//32 januari//NN|UTR|SIN|IND|NOM//obl//38 2004//RG|NOM//nummod//32 (//PAD//punct//32 nr//NN|AN//nmod//36 6//RG|NOM//nummod//32 )//PAD//punct//32 meddelade//VB|PRT|AKT//parataxis//4 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//38 tillstånd//NN|NEU|SIN|IND|NOM//xcomp//38 att//IE//mark//42 sända//VB|INF|AKT//acl//40 television//NN|UTR|SIN|IND|NOM//obj//42 med//PP//case//46 digital//JJ|POS|UTR|SIN|IND|NOM//amod//46 sändningsteknik//NN|UTR|SIN|IND|NOM//nmod//43 till//PP//case//50 BBC//PM|NOM//nmod//49 World//PM|NOM//nmod:poss//50 Limited//PM|NOM//obl//42 (//PAD//punct//38 BBC//PM|NOM//nmod//53 World//PM|NOM//appos//38 )//PAD//punct//53 ,//MID//punct//57 Discovery//PM|NOM//nmod//57 Communications//PM|NOM//appos//4 Europe//PM|NOM//flat//57 (//PAD//punct//57 Discovery//PM|NOM//nmod//61 Travel//PM|NOM//appos//57 &//KN|AN//cc//63 Adventure//PM|NOM//conj//61 )//PAD//punct//61 ,//MID//punct//70 The//PM|NOM//det//69 Walt//PM|NOM//compound//68 Disney//PM|NOM//compound//69 Company//PM|NOM//compound//70 Limited//UO//conj//57 (//PAD//punct//74 The//PM|NOM//det//74 Disney//PM|NOM//compound//74 Channel//PM|NOM//appos//70 Scandinavia//PM|NOM//flat:name//74 )//PAD//punct//74 ,//MID//punct//79 NonStop//PM|NOM//compound//79 Television//PM|NOM//conj//4 2.0//RG|NOM//cc//79 AB//NN|AN//conj//79 (//PAD//punct//79 NonStop//JJ|POS|UTR/NEU|SIN|DEF|NOM//compound//84 Film//NN|UTR|SIN|IND|NOM//appos//79 )//PAD//punct//79 samt//KN//cc//90 Viasat//PM|NOM//compound//88 Broadcasting//PM|NOM//compound//89 UK//PM|NOM//compound//90 Limited//PM|NOM//conj//79 (//PAD//punct//92 TV3//PM|NOM//conj//90 ,//MID//punct//94 TV8//PM|NOM//conj//92 och//KN//cc//96 ZTV//PM|NOM//conj//92 )//PAD//punct//90 .//MAD//punct//79
3 Aktörerna i det digitala marknätet och deras villkor;Tillståndet//NN|NEU|SIN|DEF|NOM//nsubj//105 till//PP//case//102 NonStop//PM|NOM//nummod//102 Television//PM|NOM//nmod//99 2.0//RG|NOM//case//104 AB//NN|AN//nmod//99 gäller//VB|PRS|AKT//conj//4 till//PP//case//107 utgången//NN|UTR|SIN|DEF|NOM//obl//105 av//PP//case//110 september//NN|UTR|SIN|IND|NOM//nmod//110 2004//RG|NOM//nmod//107 .//MAD//punct//4
3 Aktörerna i det digitala marknätet och deras villkor;Under//PP//case//113 förutsättning//NN|UTR|SIN|IND|NOM//obl//127 att//SN//mark//116 bolaget//NN|NEU|SIN|DEF|NOM//nsubj//116 bedriver//VB|PRS|AKT//acl//113 sändningar//NN|UTR|PLU|IND|NOM//obj//116 i//PP//case//121 enlighet//NN|UTR|SIN|IND|NOM//fixed//118 med//PP//fixed//118 tillståndet//NN|NEU|SIN|DEF|NOM//obl//116 vid//PP//case//123 utgången//NN|UTR|SIN|DEF|NOM//nmod//121 av//PP//case//125 september//NN|UTR|SIN|IND|NOM//nmod//123 2004//RG|NOM//nummod//125 avser//VB|PRS|AKT//conj//4 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//127 att//IE//mark//130 förlänga//VB|INF|AKT//xcomp//127 tillståndets//NN|NEU|SIN|DEF|GEN//nmod:poss//132 giltighetstid//NN|UTR|SIN|IND|NOM//obj//130 till//PP//case//134 utgången//NN|UTR|SIN|DEF|NOM//obl//130 av//PP//case//136 2005//RG|NOM//nmod//134 .//MID//punct//4
3 Aktörerna i det digitala marknätet och deras villkor;De//DT|UTR/NEU|PLU|DEF//det//140 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//140 tillstånden//NN|NEU|PLU|DEF|NOM//nsubj//141 gäller//VB|PRS|AKT//parataxis//4 till//PP//case//143 utgången//NN|UTR|SIN|DEF|NOM//obl//141 av//PP//case//145 april//NN|UTR|SIN|IND|NOM//nmod//143 2004//RG|NOM//nummod//145 .//MAD//punct//4
3 Aktörerna i det digitala marknätet och deras villkor;Förutsatt//PC|PRF|NEU|SIN|IND|NOM//mark//151 att//SN//mark//151 bolagen//NN|NEU|PLU|DEF|NOM//nsubj//151 bedriver//VB|PRS|AKT//advcl//162 sändningar//NN|UTR|PLU|IND|NOM//obj//151 i//PP//case//156 enlighet//NN|UTR|SIN|IND|NOM//fixed//153 med//PP//fixed//153 tillstånden//NN|NEU|PLU|DEF|NOM//obl//151 vid//PP//case//159 denna//DT|UTR|SIN|DEF//det//159 tidpunkt//NN|UTR|SIN|IND|NOM//nmod//156 har//VB|PRS|AKT//aux//162 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//162 förklarat//VB|SUP|AKT//conj//4 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//162 ha//VB|INF|AKT//xcomp//162 för//PP//case//166 avsikt//NN|UTR|SIN|IND|NOM//obl//164 att//IE//mark//168 förlänga//VB|INF|AKT//acl//166 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//obj//168 till//PP//case//171 utgången//NN|UTR|SIN|DEF|NOM//obl//168 av//PP//case//173 2005//RG|NOM//nmod//171 .//MAD//punct//4
3 Aktörerna i det digitala marknätet och deras villkor;Tillståndet//NN|NEU|SIN|DEF|NOM//obj//4 till//PP//case//178 Viasat//PM|GEN//amod//178 Broadcasting//NN|UTR|SIN|IND|NOM//nmod//175 UK//PM|NOM//nmod//180 Ltd//PM|NOM//nmod//175 kommer//VB|PRS|AKT//aux//184 dock//AB//advmod//184 att//IE//mark//184 förlängas//VB|INF|SFO//ROOT//184 endast//AB//advmod//184 till//PP//case//187 utgången//NN|UTR|SIN|DEF|NOM//obl//184 av//PP//case//189 januari//NN|UTR|SIN|IND|NOM//nmod//187 2005//RG|NOM//nummod//189 .//MAD//punct//184
3 Aktörerna i det digitala marknätet och deras villkor;I//PP//case//3 det//DT|NEU|SIN|DEF//det//3 sistnämnda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//3 regeringsbeslutet//NN|NEU|SIN|DEF|NOM//obl//12 av//PP//case//7 den//DT|UTR|SIN|DEF//det//7 29//RG|NOM//nummod//7 januari//NN|UTR|SIN|IND|NOM//nmod//3 2004//RG|NOM//nummod//7 har//VB|PRS|AKT//aux//12 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//12 vidare//AB|KOM//advmod//12 uttalat//VB|SUP|AKT//ROOT//12 att//SN//mark//15 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//15 avser//VB|PRS|AKT//ccomp//12 att//IE//mark//18 senare//AB|KOM//advmod//18 fatta//VB|INF|AKT//xcomp//15 beslut//NN|NEU|SIN|IND|NOM//obj//18 om//PP//case//22 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//22 sändningstillstånd//NN|NEU|PLU|IND|NOM//obl//18 .//MAD//punct//12
3 Aktörerna i det digitala marknätet och deras villkor;Enligt//PP//case//2 de//DT|UTR/NEU|PLU|DEF//det//2 tillstånd//NN|NEU|PLU|IND|NOM//obl//24 som//HP|-|-|-//nsubj//5 nu//AB//advmod//5 gäller//VB|PRS|AKT//acl:relcl//2 skall//VB|PRS|AKT//aux//24 SVT//PM|NOM//nsubj:pass//24 ://MID//punct//7 s//NN|AN//appos//7 och//KN//cc//11 UR//PM|NOM//conj//9 ://MID//punct//9
3 Aktörerna i det digitala marknätet och deras villkor;s//PM|GEN//nummod//14 program//NN|NEU|SIN|IND|NOM//nmod//7 liksom//PP//mark//16 TV4//PM|NOM//nmod//14 AB//PM|NOM//nmod//16 ://MID//punct//16 s//NN|NEU|SIN|IND|GEN//nummod//20 huvudkanal//NN|UTR|SIN|IND|NOM//appos//16 ”//PAD//punct//22 TV4//PM|NOM//conj//20 ”//PM|NOM//punct//14 sändas//VB|INF|SFO//ROOT//24 okrypterat//AB|POS//xcomp//24 .//MID//punct//24
3 Aktörerna i det digitala marknätet och deras villkor;Övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 företag//NN|NEU|PLU|IND|NOM//nsubj//29 har//VB|PRS|AKT//parataxis//24 rätt//NN|UTR|SIN|IND|NOM//obj//29 att//IE//mark//32 sända//VB|INF|AKT//acl//30 okrypterat//AB|POS//xcomp//32 .//MAD//punct//29
3 Aktörerna i det digitala marknätet och deras villkor;Av//PP//case//36 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//obl//37 har//VB|PRS|AKT//conj//29 Viasat//PM|GEN//amod//39 Broadcasting//NN|UTR|SIN|IND|NOM//nmod//40 UK//PM|NOM//compound//41 Ltd//PM|NOM//nsubj//37 aviserat//VB|SUP|AKT//xcomp//37 att//SN//mark//51 TV3//PM|NOM//nsubj:pass//51 ,//MID//punct//46 TV8//PM|NOM//conj//44 och//KN//cc//48 ZTV//PM|NOM//conj//44 kommer//VB|PRS|AKT//aux//51 att//IE//mark//51 sändas//VB|INF|SFO//ccomp//37 okrypterat//AB|POS//xcomp//51 .//MAD//punct//29
3 Aktörerna i det digitala marknätet och deras villkor;3.1.2//RG|NOM//nummod//55 Tillståndens//NN|UTR|SIN|DEF|GEN//nmod:poss//56 innehåll//NN|NEU|SIN|IND|NOM//obj//29
3 Aktörerna i det digitala marknätet och deras villkor;Villkor//NN|NEU|PLU|IND|NOM//ROOT//0 som//HP|-|-|-//nsubj//2 finns//VB|PRS|SFO//acl:relcl//0 i//PP//case//5 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//5 tillstånd//NN|NEU|PLU|IND|NOM//obl//2 att//IE//mark//7 sända//VB|INF|AKT//acl//5 med//PP//case//10 digital//JJ|POS|UTR|SIN|IND|NOM//amod//10 teknik//NN|UTR|SIN|IND|NOM//obl//7
3 Aktörerna i det digitala marknätet och deras villkor;I//PP//case//2 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//2 tillstånd//NN|NEU|PLU|IND|NOM//obl//8 att//IE//mark//4 sända//VB|INF|AKT//acl//2 med//PP//case//7 digital//JJ|POS|UTR|SIN|IND|NOM//amod//7 sändningsteknik//NN|UTR|SIN|IND|NOM//obl//4 ställs//VB|PRS|SFO//ROOT//8 krav//NN|NEU|PLU|IND|NOM//nsubj:pass//8 på//PP//mark//14 att//SN//mark//14 programföretagen//NN|UTR|SIN|DEF|NOM//nsubj//14 skall//VB|PRS|AKT//aux//14 samverka//VB|INF|AKT//advcl//8 med//PP//case//16 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//14 om//PP//case//18 multiplexering//NN|UTR|SIN|IND|NOM//obl//14 ,//MID//punct//20 system//NN|NEU|PLU|IND|NOM//conj//18 för//PP//case//23 villkorad//PC|PRF|UTR|SIN|IND|NOM//amod//23 tillgång//NN|UTR|SIN|IND|NOM//nmod//20 (//PAD//punct//23 CA//PM|NOM//appos//23 )//PAD//punct//27 m.m.//AB|AN//conj//23 samt//KN//cc//30 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//30 programguide//NN|UTR|SIN|IND|NOM//conj//23 (//PAD//punct//30 EPG//PM|NOM//appos//30 )//PAD//punct//18 .//MID//punct//8
3 Aktörerna i det digitala marknätet och deras villkor;Samverkan//NN|UTR|SIN|IND|NOM//nsubj//37 skall//VB|PRS|AKT//aux//37 ske//VB|INF|AKT//conj//8 på//PP//case//39 sätt//NN|NEU|PLU|IND|NOM//obl//37 som//HP|-|-|-//nsubj:pass//41 beskrivs//VB|PRS|SFO//acl:relcl//39 i//PP//case//44 det//DT|NEU|SIN|DEF//det//44 avtal//NN|NEU|SIN|IND|NOM//obl//41 som//HP|-|-|-//nsubj:pass//47 ursprungligen//AB//advmod//47 ingicks//VB|PRT|SFO//acl:relcl//44 mellan//PP//case//49 Senda//PM|NOM//obl//47 i//PP//case//51 Sverige//PM|NOM//obl//47 AB//PM|NOM//flat//51 ,//MID//punct//54 Teracom//PM|NOM//conj//37 AB//PM|NOM//flat:name//54 och//KN//cc//59 ett//DT|NEU|SIN|IND//det//58 antal//NN|NEU|SIN|IND|NOM//nmod//59 programföretag//NN|NEU|PLU|IND|NOM//conj//54 som//HP|-|-|-//nsubj//62 senare//AB|KOM//advmod//62 erhållit//VB|SUP|AKT//acl:relcl//59 digitala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 sändningstillstånd//NN|NEU|SIN|IND|NOM//obj//62 (//PAD//punct//64 samverkansavtalet//NN|NEU|SIN|DEF|NOM//appos//64 )//PAD//punct//54 .//MAD//punct//8
