– dokumentation från ett seminarium;Demokratiutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 skrift//NN|UTR|SIN|IND|NOM//nmod//3 nr//NN|AN//nmod//3 12//RG|NOM//ROOT//3
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Mer//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 juridik//NN|UTR|SIN|IND|NOM//parataxis//2 och//KN//cc//12 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 politik//NN|UTR|SIN|IND|NOM//conj//9 således//AB//advmod//2 .//MAD//punct//2
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Men//KN//cc//5 är//VB|PRS|AKT//cop//5 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//5 verkligen//AB//advmod//5 mer//AB|KOM//amod//5 juridik//NN|UTR|SIN|IND|NOM//ROOT//5 och//KN//cc//8 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 politik//NN|UTR|SIN|IND|NOM//conj//5 som//HP|-|-|-//nsubj:pass//10 krävs//VB|PRS|SFO//acl:cleft//5 för//PP//mark//13 att//IE//mark//13 komma//VB|INF|AKT//advcl//10 tillrätta//PL//compound:prt//13 med//PP//case//16 demokratiproblem//NN|NEU|PLU|IND|NOM//obl//13 i//PP//case//22 ett//DT|NEU|SIN|IND//det//22 europeiserat//PC|PRF|NEU|SIN|IND|NOM//amod//22 och//KN//cc//21 globaliserat//PC|PRF|NEU|SIN|IND|NOM//conj//19 samhälle//NN|NEU|SIN|IND|NOM//obl//13 ?//MID//punct//5
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Är//VB|PRS|AKT//cop//27 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//27 mer//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 juridik//NN|UTR|SIN|IND|NOM//conj//5 och//KN//cc//30 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 politik//NN|UTR|SIN|IND|NOM//conj//27 som//HP|-|-|-//nsubj:pass//32 krävs//VB|PRS|SFO//acl:cleft//27 för//PP//mark//37 att//SN//mark//37 vi//PN|UTR|PLU|DEF|SUB//nsubj//37 skall//VB|PRS|AKT//aux//37 komma//VB|INF|AKT//advcl//32 tillrätta//PL//compound:prt//37 med//PP//case//40 arbetslöshet//NN|UTR|SIN|IND|NOM//obl//37 ,//MID//punct//42 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//45 och//KN//cc//44 social//JJ|POS|UTR|SIN|IND|NOM//amod//45 obalans//NN|UTR|SIN|IND|NOM//conj//40 ?//MID//punct//5
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Är//VB|PRS|AKT//cop//49 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//49 juridiken//NN|UTR|SIN|DEF|NOM//parataxis//5 och//KN//cc//51 domstolarna//NN|UTR|PLU|DEF|NOM//conj//49 som//HP|-|-|-//nsubj//54 skall//VB|PRS|AKT//aux//54 lösa//VB|INF|AKT//acl:relcl//51 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//56 samhällsproblem//NN|NEU|PLU|IND|NOM//obj//54 ?//MID//punct//49
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Skall//VB|PRS|AKT//aux//60 politiken//NN|UTR|SIN|DEF|NOM//nsubj:pass//60 juridifieras//VB|INF|SFO//conj//5 ?//MAD//punct//5
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//4 har//VB|PRS|AKT//aux//4 nu//AB//advmod//4 redan//AB//advmod//4 skett//VB|SUP|AKT//ROOT//4 .//MAD//punct//8
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Man//PN|UTR|SIN|IND|SUB//nsubj//8 kan//VB|PRS|AKT//aux//8 tala//VB|INF|AKT//parataxis//4 om//PP//case//10 1900-talet//NN|NEU|SIN|DEF|NOM//obl//8 som//KN//case//15 juridikens//NN|UTR|SIN|DEF|GEN//nmod:poss//15 och//KN//cc//14 juristernas//NN|UTR|PLU|DEF|GEN//conj//12 sekel//NN|NEU|SIN|IND|NOM//nmod//10 .//MAD//punct//8
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Under//PP//case//18 tiden//NN|UTR|SIN|DEF|NOM//obl//26 efter//PP//case//21 andra//RO|NOM//amod//21 världskriget//NN|NEU|SIN|DEF|NOM//nmod//18 har//VB|PRS|AKT//aux//26 juridiken//NN|UTR|SIN|DEF|NOM//nsubj//26 kommit//VB|SUP|AKT//aux//26 att//IE//mark//26 stärka//VB|INF|AKT//parataxis//8 sin//PS|UTR|SIN|DEF//nmod:poss//28 ställning//NN|UTR|SIN|IND|NOM//obj//26 i//PP//case//30 västvärlden//NN|UTR|SIN|DEF|NOM//obl//26 .//MAD//punct//8
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Framför//PP//case//33 allt//PN|NEU|SIN|IND|SUB/OBJ//obl//36 kan//VB|PRS|AKT//aux//36 vi//PN|UTR|PLU|DEF|SUB//nsubj//36 se//VB|INF|AKT//advcl//8 en//DT|UTR|SIN|IND//det//38 förstärkning//NN|UTR|SIN|IND|NOM//obj//36 av//PP//case//41 domstolarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//41 roll//NN|UTR|SIN|IND|NOM//nmod//38 .//MAD//punct//8
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//44 började//VB|PRT|AKT//parataxis//8 med//PP//mark//50 att//SN//mark//50 domstolarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//49 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//49 roll//NN|UTR|SIN|IND|NOM//nsubj:pass//50 accentuerades//VB|PRT|SFO//advcl//44 i//PP//case//52 konstitutioner//NN|UTR|PLU|IND|NOM//obl//50 och//KN//cc//54 grundlagar//NN|UTR|PLU|IND|NOM//conj//52 .//MAD//punct//8
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;En//DT|UTR|SIN|IND//det//59 annan//JJ|POS|UTR|SIN|IND|NOM//amod//59 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//59 faktor//NN|UTR|SIN|IND|NOM//nsubj//64 var//VB|PRT|AKT//cop//64 den//DT|UTR|SIN|DEF//det//63 enorma//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//63 mängd//NN|UTR|SIN|IND|NOM//nmod//64 lagstiftning//NN|UTR|SIN|IND|NOM//parataxis//8 som//HP|-|-|-//nsubj:pass//66 krävdes//VB|PRT|SFO//acl:relcl//64 för//PP//mark//69 att//IE//mark//69 bygga//VB|INF|AKT//advcl//66 upp//PL//compound:prt//69 välfärdsstaten//NN|UTR|SIN|DEF|NOM//obj//69 ,//MID//punct//8 och//KN//cc//75 som//HP|-|-|-//nsubj//75 behövde//VB|PRT|AKT//conj//8 tolkas//VB|INF|SFO//xcomp//75 och//KN//cc//78 tillämpas//VB|INF|SFO//conj//76 för//PP//mark//81 att//IE//mark//81 bli//VB|INF|AKT//advcl//78 effektiv//JJ|POS|UTR|SIN|IND|NOM//xcomp//81 .//MAD//punct//8
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Denna//DT|UTR|SIN|DEF//det//85 uppgift//NN|UTR|SIN|IND|NOM//nsubj//86 anförtroddes//VB|PRT|SFO//parataxis//8 domstolar//NN|UTR|PLU|IND|NOM//obj//86 och//KN//cc//90 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//90 myndigheter//NN|UTR|PLU|IND|NOM//conj//87 .//MAD//punct//8
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Ytterligare//AB|KOM//advmod//1 en//DT|UTR|SIN|IND//det//2 faktor//NN|UTR|SIN|IND|NOM//obl//21 är//VB|PRS|AKT//cop//2 att//SN//mark//6 domstolarna//NN|UTR|PLU|DEF|NOM//nsubj//6 fick//VB|PRT|AKT//csubj//2 utökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//8 befogenheter//NN|UTR|PLU|IND|NOM//obj//6 att//IE//mark//10 pröva//VB|INF|AKT//acl//8 lagars//NN|UTR|PLU|IND|GEN//nmod:poss//12 förenlighet//NN|UTR|SIN|IND|NOM//obj//10 med//PP//case//15 överordnade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//15 grundlagar//NN|UTR|PLU|IND|NOM//obl//10 och//KN//cc//17 konstitutioner//NN|UTR|PLU|IND|NOM//conj//15 .//MAD//punct//2
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;I//PP//case//20 USA//PM|NOM//obl//21 utövades//VB|PRT|SFO//ROOT//21 lagprövningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//21 av//PP//case//27 den//DT|UTR|SIN|DEF//det//27 mäktiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//27 Högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//27 domstolen//NN|UTR|SIN|DEF|NOM//nmod//22 .//MAD//punct//21
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;I//PP//case//30 Europa//PM|NOM//obl//31 inrättades//VB|PRT|SFO//conj//21 författningsdomstolar//NN|UTR|PLU|IND|NOM//nsubj:pass//31 för//PP//case//34 uppgiften//NN|UTR|SIN|DEF|NOM//nmod//32 .//MAD//punct//21
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Även//AB//advmod//37 länder//NN|NEU|PLU|IND|NOM//nsubj//40 utan//PP//case//39 författningsdomstolar//NN|UTR|PLU|IND|NOM//nmod//37 erhöll//VB|PRT|AKT//parataxis//21 en//DT|UTR|SIN|IND//det//42 ordning//NN|UTR|SIN|IND|NOM//obj//40 för//PP//case//44 lagprövning//NN|UTR|SIN|IND|NOM//nmod//42 .//MAD//punct//40
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;I//PP//case//47 Europa//PM|NOM//obl//50 har//VB|PRS|AKT//aux//50 lagprövningen//NN|UTR|SIN|DEF|NOM//nsubj//50 fått//VB|SUP|AKT//conj//40 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//52 utbredning//NN|UTR|SIN|IND|NOM//obj//50 genom//PP//case//54 domstolar//NN|UTR|PLU|IND|NOM//obl//50 på//PP//case//57 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//57 nivå//NN|UTR|SIN|IND|NOM//nmod//54 .//MAD//punct//50
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Europadomstolen//PM|NOM//nsubj//62 i//PP//case//61 Strasbourg//PM|NOM//nmod//59 har//VB|PRS|AKT//parataxis//50 till//PP//case//64 uppgift//NN|UTR|SIN|IND|NOM//obj//62 att//IE//mark//66 slå//VB|INF|AKT//acl//64 ner//PL//compound:prt//66 på//PP//case//69 brott//NN|NEU|SIN|IND|NOM//obl//66 mot//PP//case//73 de//DT|UTR/NEU|PLU|DEF//det//73 mänskliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//73 rättigheterna//NN|UTR|PLU|DEF|NOM//obl//66 och//KN//cc//76 i//PP//case//76 Luxemburg//PM|NOM//conj//73 finner//VB|PRS|AKT//parataxis//21 vi//PN|UTR|PLU|DEF|SUB//nsubj//77 den//DT|UTR|SIN|DEF//det//81 mäktiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//81 EG-domstolen//NN|UTR|SIN|DEF|NOM//obj//77 ,//MID//punct//77 känd//PC|PRF|UTR|SIN|IND|NOM//xcomp//77 för//PP//case//87 sin//PS|UTR|SIN|DEF//nmod:poss//87 dynamiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//87 lagtolkningsstil//NN|UTR|SIN|IND|NOM//obl//83 .//MAD//punct//21
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Rättsprinciper//NN|UTR|PLU|IND|NOM//nsubj//94 skapade//VB|PRT|AKT//acl//89 av//PP//case//92 EG-domstolen//NN|UTR|SIN|DEF|NOM//obl//90 har//VB|PRS|AKT//aux//94 lett//VB|SUP|AKT//parataxis//21 till//PP//mark//98 att//SN//mark//98 rättshistoria//NN|UTR|SIN|IND|NOM//nsubj:pass//98 skrivits//VB|SUP|SFO//advcl//94 i//PP//case//100 Sverige//PM|NOM//obl//98 .//MAD//punct//21
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Den//DT|UTR|SIN|DEF//det//104 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//104 staten//NN|UTR|SIN|DEF|NOM//nsubj//105 har//VB|PRS|AKT//aux//109 på//PP//case//108 EG-rättslig//JJ|POS|UTR|SIN|IND|NOM//amod//108 grund//NN|UTR|SIN|IND|NOM//obl//109 dömts//VB|SUP|SFO//parataxis//21 att//IE//mark//111 betala//VB|INF|AKT//xcomp//109 skadestånd//NN|NEU|SIN|IND|NOM//obj//111 för//PP//case//114 fördragsbrott//NN|NEU|PLU|IND|NOM//obl//111 begångna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//111 av//PP//case//119 den//DT|UTR|SIN|DEF//det//119 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//119 riksdagen//NN|UTR|SIN|DEF|NOM//obl//115 .//MAD//punct//21
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Juridikens//NN|UTR|SIN|DEF|GEN//nmod:poss//122 inflytande//NN|NEU|SIN|IND|NOM//nsubj//123 slutar//VB|PRS|AKT//parataxis//21 emellertid//AB//advmod//123 inte//AB//advmod//123 vid//PP//case//127 lagprövning//NN|UTR|SIN|IND|NOM//obl//123 och//KN//cc//130 fri//JJ|POS|UTR|SIN|IND|NOM//amod//130 lagtolkning//NN|UTR|SIN|IND|NOM//conj//127 .//MAD//punct//21
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Den//DT|UTR|SIN|DEF//det//2 globala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 marknaden//NN|UTR|SIN|DEF|NOM//nsubj:pass//3 konstitueras//VB|PRS|SFO//ROOT//3 och//KN//cc//5 styrs//VB|PRS|SFO//conj//3 av//PP//case//9 ett//DT|NEU|SIN|IND//det//9 komplicerat//PC|PRF|NEU|SIN|IND|NOM//amod//9 nätverk//NN|NEU|SIN|IND|NOM//obl:agent//5 av//PP//case//11 rättsregler//NN|UTR|PLU|IND|NOM//nmod//9 .//MAD//punct//3
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Tolkning//NN|UTR|SIN|IND|NOM//conj//3 och//KN//cc//15 tillämpning//NN|UTR|SIN|IND|NOM//conj//13 av//PP//case//18 dessa//DT|UTR/NEU|PLU|DEF//det//18 regler//NN|UTR|PLU|IND|NOM//nmod//15 sker//VB|PRS|AKT//conj//3 dagligen//AB//advmod//19 av//PP//case//22 affärsjurister//NN|UTR|PLU|IND|NOM//obl//19 vid//PP//case//24 konsultation//NN|UTR|SIN|IND|NOM//nmod//22 och//KN//cc//26 författande//NN|NEU|SIN|IND|NOM//conj//24 av//PP//case//29 komplicerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//29 avtal//NN|NEU|PLU|IND|NOM//nmod//26 om//PP//case//31 företagsförvärv//NN|NEU|PLU|IND|NOM//nmod//29 och//KN//cc//33 investeringar//NN|UTR|PLU|IND|NOM//conj//31 .//MAD//punct//3
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Varje//DT|UTR/NEU|SIN|IND//det//36 sekund//NN|UTR|SIN|IND|NOM//obl//37 sker//VB|PRS|AKT//parataxis//3 affärstransaktioner//NN|UTR|PLU|IND|NOM//nsubj//37 och//KN//cc//40 avtalsförhandlingar//NN|UTR|PLU|IND|NOM//conj//38 som//HP|-|-|-//nsubj:pass//42 genomsyras//VB|PRS|SFO//acl:relcl//40 av//PP//case//45 juridiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 normer//NN|UTR|PLU|IND|NOM//obl:agent//42 och//KN//cc//47 tolkningsprinciper//NN|UTR|PLU|IND|NOM//conj//45 .//MAD//punct//3
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Samhällsutvecklingen//NN|UTR|SIN|DEF|NOM//nsubj//51 har//VB|PRS|AKT//aux//51 resulterat//VB|SUP|AKT//parataxis//3 i//PP//mark//56 att//SN//mark//56 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 rättsområden//NN|NEU|PLU|IND|NOM//nsubj:pass//56 bildats//VB|SUP|SFO//advcl//51 .//MID//punct//3
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;De//DT|UTR/NEU|PLU|DEF//det//60 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 områdena//NN|NEU|PLU|DEF|NOM//nsubj:pass//62 måste//VB|PRS|AKT//aux//62 anpassas//VB|INF|SFO//conj//3 till//PP//case//65 de//DT|UTR/NEU|PLU|DEF//det//65 gamla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//62 i//PP//case//70 enlighet//NN|UTR|SIN|IND|NOM//fixed//66 med//PP//case//70 juridiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 principer//NN|UTR|PLU|IND|NOM//nmod//65 .//MAD//punct//3
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Förändringen//NN|UTR|SIN|DEF|NOM//nsubj//75 av//PP//case//74 rätten//NN|UTR|SIN|DEF|NOM//nmod//72 pågår//VB|PRS|AKT//parataxis//3 kontinuerligt//AB|POS//advmod//75 och//KN//cc//78 producerar//VB|PRS|AKT//conj//75 ständigt//AB|POS//advmod//80 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//81 regler//NN|UTR|PLU|IND|NOM//obj//78 som//HP|-|-|-//nsubj:pass//84 måste//VB|PRS|AKT//aux//84 tolkas//VB|INF|SFO//acl:relcl//81 .//MAD//punct//3
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Rätten//NN|UTR|SIN|DEF|NOM//nsubj//88 är//VB|PRS|AKT//cop//88 dynamisk//JJ|POS|UTR|SIN|IND|NOM//parataxis//3 inte//AB//advmod//90 statisk//JJ|POS|UTR|SIN|IND|NOM//xcomp//88 .//MAD//punct//3
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;EG//PM|NOM//nsubj//9 ://MID//punct//0 s//NN|NEU|SIN|IND|GEN//amod//3 utveckling//NN|UTR|SIN|IND|NOM//appos//0 från//PP//case//5 gemenskap//NN|UTR|SIN|IND|NOM//nmod//3 till//PP//case//7 union//NN|UTR|SIN|IND|NOM//nmod//5 har//VB|PRS|AKT//aux//9 givit//VB|SUP|AKT//ROOT//9 upphov//NN|NEU|SIN|IND|NOM//obj//9 till//PP//case//14 en//DT|UTR|SIN|IND//det//14 överstatlig//JJ|POS|UTR|SIN|IND|NOM//amod//14 rättsbildning//NN|UTR|SIN|IND|NOM//obl//9 som//HP|-|-|-//nsubj//18 är//VB|PRS|AKT//cop//18 direkt//AB|POS//advmod//18 tillämplig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//14 i//PP//case//20 medlemsstaterna//NN|UTR|PLU|DEF|NOM//obl//18 och//KN//cc//23 måste//VB|PRS|AKT//aux//23 förenas//VB|INF|SFO//conj//9 med//PP//case//26 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 regler//NN|UTR|PLU|IND|NOM//obl//23 .//MAD//punct//9
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;För//PP//mark//30 att//IE//mark//30 besluta//VB|INF|AKT//advcl//34 och//KN//cc//32 administrera//VB|INF|AKT//conj//30 regelsystemen//NN|NEU|PLU|DEF|NOM//obj//32 finns//VB|PRS|SFO//conj//9 mäktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 juristbyråkratier//NN|UTR|PLU|IND|NOM//nsubj//34 som//KN//mark//40 Europeiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//39 unionens//NN|UTR|SIN|DEF|GEN//nmod:poss//40 kommission//NN|UTR|SIN|IND|NOM//xcomp//34 och//KN//cc//42 ministerråd//NN|NEU|SIN|IND|NOM//conj//40 som//HP|-|-|-//nsubj:pass//50 ,//MID//punct//47 enligt//PP//case//47 amerikanskt//JJ|POS|NEU|SIN|IND|NOM//amod//47 mönster//NN|NEU|SIN|IND|NOM//obl//50 ,//MID//punct//50 ständigt//AB|POS//advmod//50 utsätts//VB|PRS|SFO//acl:relcl//42 för//PP//case//52 lobbying//NN|UTR|SIN|IND|NOM//obl//50 av//PP//case//54 jurister//NN|UTR|PLU|IND|NOM//nmod//52 från//PP//case//57 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 advokatbyråer//NN|UTR|PLU|IND|NOM//nmod//54 .//MAD//punct//34
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;I//PP//case//60 EU-perspektivet//NN|NEU|SIN|DEF|NOM//obl//65 lär//VB|PRS|AKT//aux//65 det//DT|NEU|SIN|DEF//det//64 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//64 Amsterdamfördraget//NN|NEU|SIN|DEF|NOM//nsubj//65 resultera//VB|INF|AKT//conj//9 i//PP//mark//70 att//SN//mark//70 mer//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//69 makt//NN|UTR|SIN|IND|NOM//nsubj:pass//70 överförs//VB|PRS|SFO//advcl//65 till//PP//case//76 den//DT|UTR|SIN|DEF//det//76 redan//AB//advmod//74 mäktiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//advmod//75 juristdominerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//76 expertbyråkratin//NN|UTR|SIN|IND|NOM//obl//70 .//MAD//punct//65
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Till//PP//case//79 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//81 kan//VB|PRS|AKT//aux//81 läggas//VB|INF|SFO//conj//65 juristernas//NN|UTR|PLU|DEF|GEN//nmod:poss//83 särställning//NN|UTR|SIN|IND|NOM//nsubj:pass//81 i//PP//case//87 det//DT|NEU|SIN|DEF//det//87 nationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//87 lagstiftningsarbetet//NN|NEU|SIN|DEF|NOM//nmod//83 .//MAD//punct//65
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Parallellt//AB|POS//advmod//3 med//PP//case//3 denna//DT|UTR|SIN|DEF//det//3 process//NN|UTR|SIN|IND|NOM//obl//8 har//VB|PRS|AKT//aux//8 den//DT|UTR|SIN|DEF//det//7 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//7 rätten//NN|UTR|SIN|DEF|NOM//nsubj//8 utvecklat//VB|SUP|AKT//ROOT//8 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 privaträttsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 regelverk//NN|NEU|PLU|IND|NOM//obj//8 och//KN//cc//13 system//NN|NEU|PLU|IND|NOM//conj//11 för//PP//case//15 skydd//NN|NEU|SIN|IND|NOM//nmod//13 av//PP//case//18 mänskliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 rättigheter//NN|UTR|PLU|IND|NOM//nmod//15 .//MAD//punct//8
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Den//DT|UTR|SIN|DEF//det//22 nationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 rätten//NN|UTR|SIN|DEF|NOM//nsubj//24 har//VB|PRS|AKT//aux//24 genomgått//VB|SUP|AKT//parataxis//8 en//DT|UTR|SIN|IND//det//27 genomgripande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 internationalisering//NN|UTR|SIN|IND|NOM//obj//24 .//MAD//punct//8
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 system//NN|NEU|PLU|IND|NOM//nsubj:pass//31 överlappas//VB|PRS|SFO//parataxis//8 av//PP//case//34 europeiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 rättssystem//NN|NEU|PLU|IND|NOM//obl:agent//31 som//HP|-|-|-//nsubj:pass//39 i//PP//case//38 sin//PS|UTR|SIN|DEF//nmod:poss//38 tur//NN|UTR|SIN|IND|NOM//obl//39 överlappas//VB|PRS|SFO//acl:relcl//34 av//PP//case//42 globala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 handelsregler//NN|UTR|PLU|IND|NOM//obl:agent//39 .//MAD//punct//8
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Rättsordningen//NN|UTR|SIN|DEF|NOM//nsubj//48 är//VB|PRS|AKT//cop//48 inte//AB//advmod//48 längre//AB|KOM//advmod//48 homogen//JJ|POS|UTR|SIN|IND|NOM//parataxis//8 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//51 är//VB|PRS|AKT//cop//51 heterogen//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//48 och//KN//cc//53 dynamisk//JJ|POS|UTR|SIN|IND|NOM//conj//51 .//MAD//punct//48
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Rättens//NN|UTR|SIN|DEF|GEN//nmod:poss//56 pluralism//NN|UTR|SIN|IND|NOM//nsubj//57 leder//VB|PRS|AKT//conj//8 till//PP//mark//66 att//SN//mark//66 regler//NN|UTR|PLU|IND|NOM//nsubj:pass//66 som//HP|-|-|-//nsubj//62 tillhör//VB|PRS|AKT//acl:relcl//60 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 system//NN|NEU|PLU|IND|NOM//obj//62 kan//VB|PRS|AKT//aux//66 tillämpas//VB|INF|SFO//advcl//57 på//PP//case//70 samma//DT|UTR/NEU|SIN/PLU|IND//det//70 rättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//70 problem//NN|NEU|SIN|IND|NOM//obl//66 .//MAD//punct//8
Flykten från politiken i juridikens sekel – är det juridiken som skall lösa våra samhällsproblem?;Rätten//NN|UTR|SIN|DEF|NOM//nsubj//74 har//VB|PRS|AKT//aux//74 blivit//VB|SUP|AKT//parataxis//8 ytterligt//AB|POS//advmod//76 komplicerad//PC|PRF|UTR|SIN|IND|NOM//xcomp//74 och//KN//cc//78 kräver//VB|PRS|AKT//conj//74 för//PP//case//80 uttolkning//NN|UTR|SIN|IND|NOM//obl//78 en//DT|UTR|SIN|IND//det//84 hög//JJ|POS|UTR|SIN|IND|NOM//amod//84 juridisk//JJ|POS|UTR|SIN|IND|NOM//amod//84 specialistkompetens//NN|UTR|SIN|IND|NOM//obj//78 .//MAD//punct//8
