Civilsamhället;Demokratiutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 forskarvolym//NN|NEU|SIN|IND|NOM//amod//2 VIII//RG|NOM//ROOT//2
Demokratiskt medborgarskap 1;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//113 handlar//VB|PRS|AKT//parataxis//68 också//AB//advmod//113 om//PP//mark//118 att//IE//mark//118 kunna//VB|INF|AKT//aux//118 hantera//VB|INF|AKT//advcl//113 och//KN//cc//120 väga//VB|INF|AKT//conj//118 samman//PL//compound:prt//120 de//PN|UTR/NEU|PLU|DEF|SUB//obj//120 ibland//AB//advmod//125 mycket//AB|POS//advmod//125 divergerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//126 opinioner//NN|UTR|PLU|IND|NOM//obj//118 som//HP|-|-|-//nsubj:pass//128 exponeras//VB|PRS|SFO//acl:relcl//126 i//PP//case//132 det//DT|NEU|SIN|DEF//det//132 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//132 livet//NN|NEU|SIN|DEF|NOM//obl//128 .//MAD//punct//113
Demokratiskt medborgarskap 1;Demokratin//NN|UTR|SIN|DEF|NOM//nsubj//135 förutsätter//VB|PRS|AKT//parataxis//113 att//SN//mark//140 meningsskiljaktigheter//NN|UTR|PLU|IND|NOM//nsubj:pass//140 och//KN//cc//139 konflikter//NN|UTR|PLU|IND|NOM//conj//137 löses//VB|PRS|SFO//ccomp//135 under//PP//case//145 fredliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//145 och//KN//cc//144 ordnade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//142 former//NN|UTR|PLU|IND|NOM//obl//140 .//MAD//punct//113
Demokratiskt medborgarskap 1;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//148 kräver//VB|PRS|AKT//parataxis//113 en//DT|UTR|SIN|IND//det//150 förmåga//NN|UTR|SIN|IND|NOM//obj//148 att//IE//mark//152 leva//VB|INF|AKT//acl//150 samman//PL//compound:prt//152 med//PP//case//155 människor//NN|UTR|PLU|IND|NOM//obl//152 och//KN//cc//157 dito//AB//conj//155 uppfattningar//NN|UTR|PLU|IND|NOM//obj//148 som//HP|-|-|-//obj//166 du//PN|UTR|SIN|DEF|SUB//nsubj//166 själv//JJ|POS|UTR|SIN|IND|NOM//amod//160 är//VB|PRS|AKT//cop//166 mer//AB|KOM//advmod//166 eller//KN//fixed//163 mindre//AB|KOM//advmod//166 främmande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//158 för//PP//obl//166 –//PAD//punct//158 ja//IN//discourse//176 ,//MID//punct//169 som//HP|-|-|-//obj//176 du//PN|UTR|SIN|DEF|SUB//nsubj//176 rent//AB|POS//advmod//176 av//AB//fixed//173 kraftigt//AB|POS//advmod//176 ogillar//VB|PRS|AKT//conj//148 .//MAD//punct//113
Demokratiskt medborgarskap 1;Demokratin//NN|UTR|SIN|DEF|NOM//nsubj//179 innebär//VB|PRS|AKT//conj//5 åskitsspridning//NN|UTR|SIN|IND|NOM//obj//179 och//KN//cc//183 politisk//JJ|POS|UTR|SIN|IND|NOM//amod//183 konkurrens//NN|UTR|SIN|IND|NOM//conj//180 ,//MID//punct//187 men//KN//cc//187 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//187 förutsätter//VB|PRS|AKT//conj//179 också//AB//advmod//187 en//DT|UTR|SIN|IND//det//190 förmåga//NN|UTR|SIN|IND|NOM//obj//187 att//IE//mark//192 interagera//VB|INF|AKT//acl//190 med//PP//case//195 ens//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//195 motståndare//NN|UTR|PLU|IND|NOM//obl//192 och//KN//cc//197 antagonister//NN|UTR|PLU|IND|NOM//conj//195 .//MAD//punct//187
Demokratiskt medborgarskap 1;Vid//PP//case//206 sidan//NN|UTR|SIN|DEF|NOM//fixed//199 av//PP//fixed//199 den//DT|UTR|SIN|DEF//det//206 expressiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//206 ,//MID//punct//205 mobiliserande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//206 kapaciteten//NN|UTR|SIN|DEF|NOM//obl//210 måste//VB|PRS|AKT//aux//210 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//210 också//AB//advmod//210 finnas//VB|INF|SFO//parataxis//187 en//DT|UTR|SIN|IND//det//214 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//214 kompromissinriktad//PC|PRF|UTR|SIN|IND|NOM//amod//214 kapacitet//NN|UTR|SIN|IND|NOM//nsubj//210 2//RG|NOM//nummod//210  //_SP////215 –//PAD//punct//219 en//DT|UTR|SIN|IND//det//219 förmåga//NN|UTR|SIN|IND|NOM//appos//210 att//IE//mark//221 leva//VB|INF|AKT//acl//219 samman//PL//compound:prt//221 med//PP//case//224 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//221 och//KN//cc//226 finna//VB|INF|AKT//conj//221 medelvägar//NN|UTR|PLU|IND|NOM//obj//226 och//KN//cc//230 samlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//230 lösningar//NN|UTR|PLU|IND|NOM//conj//227 i//PP//case//233 skiljande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//233 frågor//NN|UTR|PLU|IND|NOM//obl//226 .//MAD//punct//219
Demokratiskt medborgarskap 1;Samtidigt//AB//mark//238 som//HA//obl//238 vi//PN|UTR|PLU|DEF|SUB//nsubj//238 driver//VB|PRS|AKT//advcl//246 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//240 åsikter//NN|UTR|PLU|IND|NOM//obj//238 och//KN//cc//242 intressen//NN|NEU|PLU|IND|NOM//conj//240 måste//VB|PRS|AKT//aux//246 vi//PN|UTR|PLU|DEF|SUB//nsubj//246 också//AB//advmod//246 ha//VB|INF|AKT//advcl//179 en//DT|UTR|SIN|IND//det//248 benägenhet//NN|UTR|SIN|IND|NOM//obj//246 till//PP//case//250 moderation//NN|UTR|SIN|IND|NOM//nmod//248 och//KN//cc//252 samverkan//NN|UTR|SIN|IND|NOM//conj//250 .//MAD//punct//179
Demokratiskt medborgarskap 1;Annorlunda//AB//advmod//255 uttryckt//PC|PRF|NEU|SIN|IND|NOM//parataxis//179 är//VB|PRS|AKT//cop//255 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//255 frågan//NN|UTR|SIN|DEF|NOM//nsubj//255 om//PP//mark//262 att//IE//mark//262 kunna//VB|INF|AKT//aux//262 utveckla//VB|INF|AKT//acl//258 både//KN//cc//265 en//DT|UTR|SIN|IND//det//265 vertikal//JJ|POS|UTR|SIN|IND|NOM//obj//262 och//KN//cc//269 en//DT|UTR|SIN|IND//det//269 horisontell//JJ|POS|UTR|SIN|IND|NOM//amod//269 kapacitet//NN|UTR|SIN|IND|NOM//conj//265 i//PP//case//273 det//DT|NEU|SIN|DEF//det//273 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//273 livet//NN|NEU|SIN|DEF|NOM//nmod//269 .//MAD//punct//179
Demokratiskt medborgarskap 1;Den//DT|UTR|SIN|DEF//det//277 vertikala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//277 handlar//VB|PRS|AKT//appos//179 om//PP//mark//282 att//IE//mark//282 effektivt//AB|POS//advmod//282 kunna//VB|INF|AKT//aux//282 kanalisera//VB|INF|AKT//acl//277 medborgarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//284 krav//NN|NEU|PLU|IND|NOM//obj//282 uppåt//AB//advmod//282 i//PP//case//289 det//DT|NEU|SIN|DEF//det//289 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//289 systemet//NN|NEU|SIN|DEF|NOM//obl//285 .//MAD//punct//277
Demokratiskt medborgarskap 1;"Den//DT|UTR|SIN|DEF//det//292 horisontella//JJ|POS|UTR/NEU|SIN|DEF|NOM//nsubj//293 härrör//VB|PRS|AKT//parataxis//277 ur//PP//case//296 det//DT|NEU|SIN|DEF//det//296 faktum//NN|NEU|SIN|DEF|NOM//obl//293 att//SN//mark//305 medborgarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//299 krav//NN|NEU|PLU|IND|NOM//nsubj//305 och//KN//cc//301 önskemål//NN|NEU|PLU|IND|NOM//conj//299 kan//VB|PRS|AKT//aux//305 vara//VB|INF|AKT//cop//305 mycket//AB|POS//advmod//305 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl//296 ;//MID//punct//277"
Demokratiskt medborgarskap 1;här//AB//advmod//308 handlar//VB|PRS|AKT//conj//179 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//308 om//PP//mark//313 att//IE//mark//313 kunna//VB|INF|AKT//aux//313 bemästra//VB|INF|AKT//advcl//308 det//DT|NEU|SIN|DEF//det//316 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//316 livets//NN|NEU|SIN|DEF|GEN//nmod:poss//318 plurala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//318 sida//NN|UTR|SIN|IND|NOM//obj//313 –//RG|NOM//punct//322 att//IE//mark//322 kunna//VB|INF|AKT//aux//322 samverka//VB|INF|AKT//acl//318 och//KN//cc//324 finna//VB|INF|AKT//conj//322 lösningar//NN|UTR|PLU|IND|NOM//obj//324 ihop//AB//advmod//324 med//PP//case//329 ”//NN|UTR|SIN|IND|NOM//punct//329 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//322 ”//RG|NOM//punct//179 .//MAD//punct//179
Demokratiskt medborgarskap 1;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//2 är//VB|PRS|AKT//cop//2 utgångspunkten//NN|UTR|SIN|DEF|NOM//ROOT//2 ,//MID//punct//7 men//KN//cc//7 åtskilligt//AB|POS//advmod//6 mer//AB|KOM//advmod//7 finns//VB|PRS|SFO//conj//2 att//IE//mark//9 säga//VB|INF|AKT//csubj//7 .//MID//punct//7
Demokratiskt medborgarskap 1;Då//HA//mark//14 vi//PN|UTR|PLU|DEF|SUB//nsubj//14 närmare//AB|KOM//advmod//14 söker//VB|PRS|AKT//advcl//29 klarlägga//VB|INF|AKT//xcomp//14 de//DT|UTR/NEU|PLU|DEF//det//17 egenskaper//NN|UTR|PLU|IND|NOM//obj//15 som//HP|-|-|-//obj//23 den//DT|UTR|SIN|DEF//det//21 demokratiske//JJ|POS|MAS|SIN|DEF|NOM//amod//21 medborgaren//NN|UTR|SIN|DEF|NOM//nsubj//23 bör//VB|PRS|AKT//aux//23 vara//VB|INF|AKT//acl:relcl//17 i//PP//case//25 besittning//NN|UTR|SIN|IND|NOM//obl//23 av//PP//case//25 är//VB|PRS|AKT//cop//29 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//29 skäl//NN|NEU|SIN|IND|NOM//parataxis//7 att//IE//mark//31 göra//VB|INF|AKT//acl//29 en//DT|UTR|SIN|IND//det//33 distinktion//NN|UTR|SIN|IND|NOM//obj//31 mellan//PP//case//36 två//RG|NOM//nummod//36 dimensioner//NN|UTR|PLU|IND|NOM//nmod//33 ://MID//punct//36
Demokratiskt medborgarskap 1;mellan//PP//case//39 egenskaper//NN|UTR|PLU|IND|NOM//obl//7 som//HP|-|-|-//obj//42 vi//PN|UTR|PLU|DEF|SUB//nsubj//42 har//VB|PRS|AKT//acl:relcl//39 var//PN|UTR|SIN|IND|SUB/OBJ//ccomp//42 och//KN//fixed//43 en//PN|UTR|SIN|IND|SUB/OBJ//fixed//43 ,//MID//punct//42 som//KN//case//48 individer//NN|UTR|PLU|IND|NOM//appos//39 ,//MID//punct//7 och//KN//cc//51 sådana//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//2 som//HP|-|-|-//obj//54 vi//PN|UTR|PLU|DEF|SUB//nsubj//54 har//VB|PRS|AKT//acl:relcl//51 ihop//PL//compound:prt//54 med//PP//case//58 något//DT|NEU|SIN|IND//det//58 slag//NN|NEU|SIN|IND|NOM//obl//54 av//PP//case//60 kollektiv//NN|NEU|PLU|IND|NOM//nmod//58 där//HA//advmod//63 vi//PN|UTR|PLU|DEF|SUB//nsubj//63 ingår//VB|PRS|AKT//acl:relcl//58 .//MAD//punct//2
Demokratiskt medborgarskap 1;I//PP//case//66 forskningen//NN|UTR|SIN|DEF|NOM//obl//72 om//PP//case//69 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//69 attityder//NN|UTR|PLU|IND|NOM//nmod//66 och//KN//cc//71 resurser//NN|UTR|PLU|IND|NOM//conj//66 brukar//VB|PRS|AKT//parataxis//2 man//PN|UTR|SIN|IND|SUB//nsubj//72 för//PP//mark//76 att//IE//mark//76 rubricera//VB|INF|AKT//advcl//72 denna//DT|UTR|SIN|DEF//det//78 skillnad//NN|UTR|SIN|IND|NOM//obj//76 tala//VB|INF|AKT//conj//2 om//PP//case//81 egenskaper//NN|UTR|PLU|IND|NOM//obl//79 som//HP|-|-|-//nsubj//85 är//VB|PRS|AKT//cop//85 ”//PAD//punct//85 individual-based//NN|UTR|SIN|DEF|NOM//acl:relcl//81 ”//PAD//punct//85 och//KN//cc//88 sådana//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//85 som//HP|-|-|-//nsubj//92 är//VB|PRS|AKT//cop//92 ”//PAD//punct//92 group-based//NN|UTR|SIN|DEF|NOM//acl:relcl//88 ”//PM|NOM//punct//92 .//MID//punct//99
Demokratiskt medborgarskap 1;Ett//DT|NEU|SIN|IND//det//96 annat//JJ|POS|NEU|SIN|IND|NOM//nsubj//99 ,//MID//punct//96 numera//AB//advmod//99 populärt//JJ|POS|NEU|SIN|IND|NOM//conj//2 ,//MID//punct//101 uttryckssätt//NN|NEU|PLU|IND|NOM//conj//2 är//VB|PRS|AKT//cop//104 att//IE//mark//104 tala//VB|INF|AKT//csubj//2 om//PP//case//107 det//DT|NEU|SIN|DEF//det//107 humankapital//NN|NEU|SIN|IND|NOM//obl//104 respektive//AB//cc//110 det//DT|NEU|SIN|DEF//det//110 socialkapital//NN|NEU|SIN|IND|NOM//conj//107 som//HP|-|-|-//obj//113 demokratin//NN|UTR|SIN|DEF|NOM//nsubj//113 kräver//VB|PRS|AKT//acl:relcl//110 .//MAD//punct//2
Demokratiskt medborgarskap 1;Tanken//NN|UTR|SIN|DEF|NOM//nsubj//118 är//VB|PRS|AKT//cop//118 helt//AB|POS//advmod//118 kort//JJ|POS|NEU|SIN|IND|NOM//parataxis//2 att//SN//mark//123 demokratin//NN|UTR|SIN|DEF|NOM//nsubj//123 har//VB|PRS|AKT//aux//123 att//IE//mark//123 göra//VB|INF|AKT//advcl//118 med//PP//compound:prt//123 hur//HA//advmod//126 vi//PN|UTR|PLU|DEF|SUB//nsubj//132 enskilt//AB|POS//advmod//126 var//PN|UTR|SIN|IND|SUB/OBJ//cop//126 och//KN//fixed//128 en//PN|UTR|SIN|IND|SUB/OBJ//fixed//128 är//VB|PRS|AKT//cop//132 utrustade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//118 som//KN//case//135 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//135 varelser//NN|UTR|PLU|IND|NOM//obl//132 ,//MID//punct//142 men//KN//cc//142 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//142 har//VB|PRS|AKT//aux//142 också//AB//advmod//142 att//IE//mark//142 göra//VB|INF|AKT//conj//118 med//PP//case//146 de//DT|UTR/NEU|PLU|DEF//det//146 gruppvisa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//146 kapaciteterna//NN|UTR|PLU|DEF|NOM//obl//142 i//PP//case//148 samhället//NN|NEU|SIN|DEF|NOM//nmod//146 .//MAD//punct//118
Demokratiskt medborgarskap 1;På//PP//case//3 den//DT|UTR|SIN|DEF//det//3 individuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 nivån//NN|UTR|SIN|DEF|NOM//obl//18 –//RG|NOM//punct//7 då//HA//mark//7 vi//PN|UTR|PLU|DEF|SUB//nsubj//7 talar//VB|PRS|AKT//acl:relcl//3 om//PP//case//10 demokratins//NN|UTR|SIN|DEF|GEN//nmod:poss//10 humankapital//NN|NEU|SIN|IND|NOM//obl//7 –//RG|NOM//punct//7 är//VB|PRS|AKT//cop//18 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//18 för//PP//case//18 det//DT|NEU|SIN|DEF//det//18 första//RO|NOM//amod//18 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 attityder//NN|UTR|PLU|IND|NOM//nsubj//68 som//HP|-|-|-//nsubj//20 utmärker//VB|PRS|AKT//acl:relcl//18 det//DT|NEU|SIN|DEF//det//23 aktiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//23 medborgarskapet//NN|NEU|SIN|DEF|NOM//obj//20 .//MID//punct//18
Demokratiskt medborgarskap 1;Hit//AB//advmod//26 hör//VB|PRS|AKT//parataxis//18 ett//DT|NEU|SIN|IND//det//29 utvecklat//PC|PRF|NEU|SIN|IND|NOM//amod//29 intresse//NN|NEU|SIN|IND|NOM//nsubj//26 för//PP//case//31 politik//NN|UTR|SIN|IND|NOM//nmod//29 ,//MID//punct//34 en//DT|UTR|SIN|IND//det//34 önskan//NN|UTR|SIN|IND|NOM//conj//26 att//IE//mark//36 medverka//VB|INF|AKT//acl//34 och//KN//cc//39 en//DT|UTR|SIN|IND//det//39 vilja//NN|UTR|SIN|IND|NOM//conj//36 att//IE//mark//41 öva//VB|INF|AKT//acl//39 inflytande//NN|NEU|SIN|IND|NOM//obj//41 .//MAD//punct//34
Demokratiskt medborgarskap 1;Människor//NN|UTR|PLU|IND|NOM//nsubj//47 bör//VB|PRS|AKT//aux//47 vidare//AB|KOM//advmod//47 känna//VB|INF|AKT//parataxis//18 tilltro//NN|UTR|SIN|IND|NOM//obj//47 till//PP//case//52 sin//PS|UTR|SIN|DEF//nmod:poss//52 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//52 förmåga//NN|UTR|SIN|IND|NOM//obl//47 att//IE//mark//54 få//VB|INF|AKT//acl//52 sin//PS|UTR|SIN|DEF//nmod:poss//56 röst//NN|UTR|SIN|IND|NOM//obj//54 hörd//PC|PRF|UTR|SIN|IND|NOM//xcomp//54 och//KN//cc//61 att//IE//mark//61 kunna//VB|INF|AKT//aux//61 påverka//VB|INF|AKT//conj//54 .//MAD//punct//47
Demokratiskt medborgarskap 1;I//PP//case//66 sin//PS|UTR|SIN|DEF//nmod:poss//66 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//66 grundattityd//NN|UTR|SIN|IND|NOM//obl//47 är//VB|PRS|AKT//cop//68 öppenhet//NN|UTR|SIN|IND|NOM//ROOT//68 och//KN//cc//72 tolerans//NN|UTR|SIN|IND|NOM//nmod:poss//72 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//72 egenskaper//NN|UTR|PLU|IND|NOM//conj//68 och//KN//cc//79 vidare//AB|KOM//advmod//79 ett//DT|NEU|SIN|IND//det//79 rationellt//JJ|POS|NEU|SIN|IND|NOM//amod//79 och//KN//cc//78 prövande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//76 förhållningssätt//NN|NEU|SIN|IND|NOM//conj//72 .//MAD//punct//68
Demokratiskt medborgarskap 1;Men//KN//cc//83 attityder//NN|UTR|PLU|IND|NOM//nsubj//83 är//VB|PRS|AKT//cop//86 förstås//AB//advmod//83 inte//AB//advmod//86 allt//PN|NEU|SIN|IND|SUB/OBJ//parataxis//68 .//MAD//punct//68
Demokratiskt medborgarskap 1;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//91 måste//VB|PRS|AKT//aux//91 också//AB//advmod//91 finnas//VB|INF|SFO//conj//68 faktiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//93 möjligheter//NN|UTR|PLU|IND|NOM//obj//91 .//MAD//punct//91
Demokratiskt medborgarskap 1;På//PP//case//98 det//DT|NEU|SIN|DEF//det//98 individuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//98 planet//NN|NEU|SIN|DEF|NOM//obl//99 har//VB|PRS|AKT//conj//91 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//99 att//IE//mark//102 göra//VB|INF|AKT//xcomp//99 med//PP//case//104 kompetens//NN|UTR|SIN|IND|NOM//obl//102 (//PAD//punct//104 i//PP//case//108 vid//JJ|POS|UTR|SIN|IND|NOM//case//108 mening//NN|UTR|SIN|IND|NOM//conj//104 )//PAD//punct//104 i//PP//case//112 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//112 frågor//NN|UTR|PLU|IND|NOM//obl//102 ://MID//punct//112
Demokratiskt medborgarskap 1;om//PP//mark//118 att//IE//mark//118 vara//VB|INF|AKT//cop//118 väl//AB|POS//advmod//118 informerad//PC|PRF|UTR|SIN|IND|NOM//advcl//99 och//KN//cc//122 att//IE//mark//122 kunna//VB|INF|AKT//aux//122 ta//VB|INF|AKT//conj//118 de//DT|UTR/NEU|PLU|DEF//det//124 initiativ//NN|NEU|PLU|IND|NOM//obj//122 och//KN//cc//127 de//DT|UTR/NEU|PLU|DEF//det//127 kontakter//NN|UTR|PLU|IND|NOM//conj//118 som//HP|-|-|-//nsubj:pass//129 behövs//VB|PRS|SFO//acl:relcl//127 för//PP//mark//132 att//IE//mark//132 utöva//VB|INF|AKT//advcl//129 påverkan//NN|UTR|SIN|IND|NOM//obj//132 .//MAD//punct//91
Demokratiskt medborgarskap 1;Vidare//AB|KOM//advmod//136 handlar//VB|PRS|AKT//parataxis//91 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//136 om//PP//mark//140 att//IE//mark//140 ha//VB|INF|AKT//advcl//136 tid//NN|UTR|SIN|IND|NOM//obj//140 och//KN//cc//144 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//144 resurser//NN|UTR|PLU|IND|NOM//conj//141 .//MAD//punct//91
Demokratiskt medborgarskap 1;Från//PP//case//2 den//DT|UTR|SIN|DEF//det//2 opinions-//NN|UTR|-|-|SMS//obl//16 och//KN//cc//4 beteendeforskning//NN|UTR|SIN|IND|NOM//conj//2 ,//MID//punct//2 som//HP|-|-|-//nsubj//7 pågått//VB|SUP|AKT//acl:relcl//2 under//PP//case//10 lång//JJ|POS|UTR|SIN|IND|NOM//amod//10 tid//NN|UTR|SIN|IND|NOM//obl//7 och//KN//cc//14 i//PP//case//14 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 länder//NN|NEU|PLU|IND|NOM//conj//10 ,//MID//punct//2 vet//VB|PRS|AKT//ROOT//16 vi//PN|UTR|PLU|DEF|SUB//nsubj//16 att//SN//mark//56 de//DT|UTR/NEU|PLU|DEF//det//21 medborgerliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 kvaliteter//NN|UTR|PLU|IND|NOM//nsubj//56 ,//MID//punct//21 som//HP|-|-|-//nsubj//24 har//VB|PRS|AKT//acl:relcl//21 med//PP//case//28 det//DT|NEU|SIN|DEF//det//28 demokratiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 humankapitalet//NN|NEU|SIN|DEF|NOM//obl//24 att//IE//mark//30 göra//VB|INF|AKT//acl//28 ,//MID//punct//30 i//PP//case//34 hög//JJ|POS|UTR|SIN|IND|NOM//amod//34 grad//NN|UTR|SIN|IND|NOM//obl//36 är//VB|PRS|AKT//cop//36 knutna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//30 till//PP//case//38 utbildning//NN|UTR|SIN|IND|NOM//obl//36 och//KN//cc//41 socio-ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//41 position//NN|UTR|SIN|IND|NOM//conj//38 .//MID//punct//21
Demokratiskt medborgarskap 1;Personer//NN|UTR|PLU|IND|NOM//appos//21 med//PP//case//46 längre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//46 skolbildning//NN|UTR|SIN|IND|NOM//nmod//43 och//KN//cc//49 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//49 ställning//NN|UTR|SIN|IND|NOM//conj//46 på//PP//case//51 samhällsstegen//NN|UTR|SIN|DEF|NOM//nmod//49 är//VB|PRS|AKT//cop//56 vanligen//AB//advmod//55 bättre//AB|KOM//advmod//55 utrustade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//56 demokratiskt//AB|POS//ccomp//16 än//KN//case//58 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//56 .//MAD//punct//16
Demokratiskt medborgarskap 1;Samma//DT|UTR/NEU|SIN/PLU|IND//det//61 mönster//NN|NEU|SIN|IND|NOM//nsubj//62 framkommer//VB|PRS|AKT//parataxis//16 då//HA//mark//65 vi//PN|UTR|PLU|DEF|SUB//nsubj//65 jämför//VB|PRS|AKT//advcl//62 hela//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//67 nationer//NN|UTR|PLU|IND|NOM//obj//65 med//PP//case//69 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//65 ://MID//punct//62
Demokratiskt medborgarskap 1;i//PP//case//72 länder//NN|NEU|PLU|IND|NOM//obl//62 med//PP//case//76 hög//JJ|POS|UTR|SIN|IND|NOM//amod//76 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//76 utvecklingsnivå//NN|UTR|SIN|IND|NOM//nmod//72 och//KN//cc//81 med//PP//case//81 en//DT|UTR|SIN|IND//det//81 hög//JJ|POS|UTR|SIN|IND|NOM//amod//81 folkbildning//NN|UTR|SIN|IND|NOM//conj//76 är//VB|PRS|AKT//cop//84 medborgarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//84 attityder//NN|UTR|PLU|IND|NOM//nsubj//89 och//KN//cc//86 resurser//NN|UTR|PLU|IND|NOM//conj//84 vanligen//AB//advmod//88 bättre//AB|KOM//advmod//89 anpassade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//62 till//PP//case//92 demokratins//NN|UTR|SIN|DEF|GEN//nmod:poss//92 krav//NN|NEU|SIN|IND|NOM//obl//89 .//MAD//punct//16
Demokratiskt medborgarskap 1;När//HA//mark//2 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 handlar//VB|PRS|AKT//advcl//19 om//PP//case//6 det//DT|NEU|SIN|DEF//det//6 sociala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 kapitalet//NN|NEU|SIN|DEF|NOM//obl//2 ,//MID//punct//6 medborgarskapets//NN|NEU|SIN|DEF|GEN//nmod:poss//10 kollektiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 dimension//NN|UTR|SIN|IND|NOM//conj//6 ,//MID//punct//2 är//VB|PRS|AKT//cop//19 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//19 inte//AB//advmod//19 mot//PP//case//17 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 individer//NN|UTR|PLU|IND|NOM//obl//19 vi//PN|UTR|PLU|DEF|SUB//nsubj//19 riktar//VB|PRS|AKT//advcl//32 intresset//NN|NEU|SIN|DEF|NOM//obj//19 utan//KN//cc//23 mot//PP//case//23 relationerna//NN|UTR|PLU|DEF|NOM//nmod//20 mellan//PP//case//26  //_SP////24 individer//NN|UTR|PLU|IND|NOM//nmod//23 .//MAD//punct//19
