5 UTÖ-modellen ;I//PP//case//2 detta//DT|NEU|SIN|DEF//det//2 kapitel//NN|NEU|SIN|IND|NOM//obl//3 beskrivs//VB|PRS|SFO//ROOT//3 den//DT|UTR|SIN|DEF//det//5 simuleringsmodell//NN|UTR|SIN|IND|NOM//nsubj:pass//3 som//HP|-|-|-//nsubj:pass//7 utvecklats//VB|SUP|SFO//acl:relcl//5 av//PP//case//9 UTÖ-utredningen//NN|UTR|SIN|DEF|NOM//obl:agent//7 .//MAD//punct//3
6 Balanstalsgräns för utdelning;Cirka//AB//advmod//57 2//RG|NOM//nummod//58 procent//NN|UTR|PLU|IND|NOM//nsubj//61 av//PP//case//60 åren//NN|NEU|PLU|DEF|NOM//nmod//58 uppvisar//VB|PRS|AKT//parataxis//22 en//DT|UTR|SIN|IND//det//64 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//64 utbetalningsnivå//NN|UTR|SIN|IND|NOM//obj//61 i//PP//case//66 systemet//NN|NEU|SIN|DEF|NOM//nmod//64 med//PP//case//69 en//DT|UTR|SIN|IND//det//69 utdelningsregel//NN|UTR|SIN|IND|NOM//nmod//66 .//MAD//punct//61
6 Balanstalsgräns för utdelning;Utvecklingen//NN|UTR|SIN|DEF|NOM//nsubj//82 i//PP//case//74 dessa//DT|UTR/NEU|PLU|DEF//det//74 förlopp//NN|NEU|PLU|IND|NOM//nmod//71 för//PP//case//77 ett//DT|NEU|SIN|IND//det//77 system//NN|NEU|SIN|IND|NOM//nmod//74 med//PP//case//79 utdelning//NN|UTR|SIN|IND|NOM//nmod//77 har//VB|PRS|AKT//aux//82 varit//VB|SUP|AKT//cop//82 dramatisk//JJ|POS|UTR|SIN|IND|NOM//parataxis//61 .//MAD//punct//82
6 Balanstalsgräns för utdelning;Efter//PP//mark//89 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//84 att//SN//mark//89 balanstalet//NN|NEU|SIN|DEF|NOM//nsubj//89 har//VB|PRS|AKT//aux//89 stigit//VB|SUP|AKT//advcl//99 till//PP//case//92 en//DT|UTR|SIN|IND//det//92 nivå//NN|UTR|SIN|IND|NOM//obl//89 över//PP//case//94 1,15//RG|NOM//nmod//92 har//VB|PRS|AKT//aux//99 systemets//NN|NEU|SIN|DEF|GEN//nmod:poss//98 finansiella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//98 ställning//NN|UTR|SIN|IND|NOM//nsubj:pass//99 försvagats//VB|SUP|SFO//parataxis//82 och//KN//cc//101 föranlett//VB|SUP|AKT//conj//99 en//DT|UTR|SIN|IND//det//104 automatisk//JJ|POS|UTR|SIN|IND|NOM//amod//104 balansering//NN|UTR|SIN|IND|NOM//obj//101 .//MAD//punct//22
6 Balanstalsgräns för utdelning;Sett//PC|PRF|NEU|SIN|IND|NOM//advmod//5 till//PP//case//3 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//3 år//NN|NEU|PLU|IND|NOM//obl//0 är//VB|PRS|AKT//cop//5 pensionsutbetalningen//NN|UTR|SIN|DEF|NOM//ROOT//5 i//PP//case//7 genomsnitt//NN|NEU|SIN|IND|NOM//nmod//5 1//RG|NOM//nummod//9 procent//NN|UTR|PLU|IND|NOM//nmod//5 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 i//PP//case//12 systemet//NN|NEU|SIN|DEF|NOM//obl//10 med//PP//case//14 överskottsutdelning//NN|UTR|SIN|IND|NOM//nmod//12 med//PP//case//16 regeln//NN|UTR|SIN|DEF|NOM//nmod//14 1,15//RG|NOM//amod//5 jämfört//PC|PRF|NEU|SIN|IND|NOM//case//21 med//PP//fixed//18 ett//DT|NEU|SIN|IND//det//21 system//NN|NEU|SIN|IND|NOM//nmod//5 utan//PP//case//23 överskottsutdelning//NN|UTR|SIN|IND|NOM//nmod//21 .//MAD//punct//5
6 Balanstalsgräns för utdelning;I//PP//case//2 detta//DT|NEU|SIN|DEF//det//2 avsnitt//NN|NEU|SIN|IND|NOM//obl//3 redovisas//VB|PRS|SFO//ROOT//3 hur//HA//advmod//5 balanstalsgränser//NN|UTR|PLU|IND|NOM//nsubj:pass//3 mellan//PP//case//7 1,00//RG|NOM//nmod//5 och//KN//cc//9 1,20//RG|NOM//conj//7 påverkar//VB|PRS|AKT//conj//3 utbetalningarna//NN|UTR|PLU|DEF|NOM//obj//10 av//PP//case//13 pension//NN|UTR|SIN|IND|NOM//nmod//11 från//PP//case//15 systemet//NN|NEU|SIN|DEF|NOM//nmod//13 jämfört//PC|PRF|NEU|SIN|IND|NOM//case//19 med//PP//fixed//16 ett//DT|NEU|SIN|IND//det//19 system//NN|NEU|SIN|IND|NOM//obl//10 där//HA//advmod//23 överskott//NN|NEU|SIN|IND|NOM//nsubj:pass//23 inte//AB//advmod//23 delas//VB|PRS|SFO//acl:relcl//19 ut//PL//compound:prt//23 .//MAD//punct//3
6 Balanstalsgräns för utdelning;Framskrivningar//NN|UTR|PLU|IND|NOM//nsubj:pass//28 har//VB|PRS|AKT//aux//28 gjorts//VB|SUP|SFO//parataxis//3 dels//KN//advmod//32 med//PP//case//32 de//DT|UTR/NEU|PLU|DEF//det//32 antaganden//NN|NEU|PLU|IND|NOM//obl//28 om//PP//case//34 sysselsättning//NN|UTR|SIN|IND|NOM//nmod//32 och//KN//cc//36 kapitalavkastning//NN|UTR|SIN|IND|NOM//conj//34 som//HP|-|-|-//nsubj//38 utgör//VB|PRS|AKT//acl:relcl//36 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//40 basscenario//NN|UTR|SIN|IND|NOM//obj//38 ,//MID//punct//44 dels//KN//advmod//44 med//PP//case//44 antagandena//NN|NEU|PLU|DEF|NOM//obl//28 i//PP//case//49 de//DT|UTR/NEU|PLU|DEF//det//49 två//RG|NOM//nummod//49 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 scenarierna//NN|UTR|PLU|DEF|NOM//nmod//44 .//MAD//punct//3
6 Balanstalsgräns för utdelning;Basscenariot//NN|NEU|SIN|IND|NOM//ROOT//0
6 Balanstalsgräns för utdelning;I//PP//case//1 diagram//NN|NEU|SIN|IND|NOM//nmod//2 6.11//RG|NOM//nsubj:pass//3 sammanfattas//VB|PRS|SFO//ROOT//3 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 utdelningsreglers//NN|UTR|PLU|IND|GEN//nmod:poss//6 effekt//NN|UTR|SIN|IND|NOM//nsubj:pass//3 på//PP//case//10 de//DT|UTR/NEU|PLU|DEF//det//10 årsvisa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 pensionsutbetalningarna//NN|UTR|PLU|DEF|NOM//obl//3 givet//PC|PRF|NEU|SIN|IND|NOM//advmod//3 basscenariots//PP//amod//13 förutsättningar//NN|UTR|PLU|IND|NOM//obj//3 .//MAD//punct//3
6 Balanstalsgräns för utdelning;Varje//DT|UTR/NEU|SIN|IND//det//16 regelalternativ//NN|NEU|SIN|IND|NOM//nsubj:pass//18 har//VB|PRS|AKT//aux//18 simulerats//VB|SUP|SFO//parataxis//3 i//PP//case//22 500//RG|NOM//nummod//21 stycken//NN|UTR|PLU|IND|NOM//nmod//22 75-årsperioder//NN|UTR|PLU|IND|NOM//obl//18 .//MAD//punct//3
6 Balanstalsgräns för utdelning;För//PP//case//26 varje//DT|UTR/NEU|SIN|IND//det//26 simulering//NN|UTR|SIN|IND|NOM//obl//27 har//VB|PRS|AKT//parataxis//3 ett//DT|NEU|SIN|IND//det//30 parallellt//JJ|POS|NEU|SIN|IND|NOM//amod//30 förlopp//NN|NEU|SIN|IND|NOM//obj//27 med//PP//case//33 ett//DT|NEU|SIN|IND//det//33 system//NN|NEU|SIN|IND|NOM//nmod//30 utan//PP//case//35 utdelning//NN|UTR|SIN|IND|NOM//nmod//33 jämförts//VB|SUP|SFO//advcl//27 i//PP//case//38 termer//NN|UTR|PLU|IND|NOM//obl//36 av//PP//case//41 utbetalad//PC|PRF|UTR|SIN|IND|NOM//amod//41 pensionssumma//NN|UTR|SIN|IND|NOM//nmod//38 för//PP//case//44 varje//DT|UTR/NEU|SIN|IND//det//44 år//NN|NEU|SIN|IND|NOM//obl//41 .//MAD//punct//3
6 Balanstalsgräns för utdelning;Diagram//NN|NEU|SIN|IND|NOM//ROOT//0 6.11//RG|NOM//nummod//0 .//MAD//punct//0
6 Balanstalsgräns för utdelning;Procentuell//JJ|POS|UTR|SIN|IND|NOM//amod//4 skillnad//NN|UTR|SIN|IND|NOM//appos//0 i//PP//case//7 årlig//JJ|POS|UTR|SIN|IND|NOM//amod//7 pensionsutbetalning//NN|UTR|SIN|IND|NOM//nmod//4 mellan//PP//case//9 system//NN|NEU|PLU|IND|NOM//nmod//7 med//PP//case//11 överskottsutdelning//NN|UTR|SIN|IND|NOM//nmod//9 och//KN//cc//13 system//NN|NEU|SIN|IND|NOM//conj//11 utan//PP//case//15 utdelning//NN|UTR|SIN|IND|NOM//nmod//13 ,//MID//punct//17 balanstalsgräns//NN|UTR|SIN|IND|NOM//conj//15 för//PP//case//19 utdelning//NN|UTR|SIN|IND|NOM//nmod//17 1,00–1,20//NN|NEU|SIN|IND|NOM//conj//4
6 Balanstalsgräns för utdelning;Genomsnittlig//JJ|POS|UTR|SIN|IND|NOM//amod//2 årlig//JJ|POS|UTR|SIN|IND|NOM//amod//2 skillnad//NN|UTR|SIN|IND|NOM//ROOT//2 i//PP//case//4 procent//NN|UTR|SIN|IND|NOM//nmod//2 ,//MID//punct//2 percentil//NN|UTR|SIN|IND|NOM//nmod//7 5//RG|NOM//conj//2 och//KN//cc//9 95//RG|NOM//conj//7 ,//MID//punct//11 basscenario//NN|NEU|PLU|IND|NOM//conj//7 .//MAD//punct//2
6 Balanstalsgräns för utdelning;-5//RG|NOM//punct//2
6 Balanstalsgräns för utdelning;Tre//RG|NOM//nummod//1 värden//NN|NEU|PLU|IND|NOM//nsubj//8 för//PP//case//4 varje//DT|UTR/NEU|SIN|IND//det//4 balanstalsgräns//NN|UTR|SIN|IND|NOM//nmod//1 för//PP//case//6 utdelning//NN|UTR|SIN|IND|NOM//nmod//4 är//VB|PRS|AKT//cop//8 redovisade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//8 i//PP//case//10 diagrammet//NN|NEU|SIN|DEF|NOM//obl//8 –//RO|NOM//punct//12 medelvärdet//NN|NEU|SIN|DEF|NOM//appos//10 ,//MID//punct//12 percentil//NN|UTR|SIN|IND|NOM//nmod//15 5//RG|NOM//conj//10 och//KN//cc//17 percentil//NN|UTR|SIN|IND|NOM//nmod//18 95//RG|NOM//conj//10 .//MAD//punct//8
6 Balanstalsgräns för utdelning;Medelvärdet//NN|NEU|SIN|DEF|NOM//nsubj//1 motsvarar//VB|PRS|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//5 genomsnittliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 procentuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 skillnaden//NN|UTR|SIN|DEF|NOM//obj//1 i//PP//case//8 årlig//JJ|POS|UTR|SIN|IND|NOM//amod//8 pensionsutbetalning//NN|UTR|SIN|IND|NOM//nmod//5 mellan//PP//case//11 ett//DT|NEU|SIN|IND//det//11 system//NN|NEU|SIN|IND|NOM//nmod//8 med//PP//case//13 överskottsutdelning//NN|UTR|SIN|IND|NOM//nmod//11 och//KN//cc//15 ett//PN|NEU|SIN|IND|SUB/OBJ//conj//11 utan//PP//fixed//15 .//MAD//punct//20
6 Balanstalsgräns för utdelning;Ett//DT|NEU|SIN|IND//det//20 annat//JJ|POS|NEU|SIN|IND|NOM//amod//20 sätt//NN|NEU|SIN|IND|NOM//obl//1 att//IE//mark//22 beskriva//VB|INF|AKT//acl//20 medelvärdet//NN|NEU|SIN|DEF|NOM//obj//22 är//VB|PRS|AKT//cop//20 att//SN//mark//27 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//27 motsvarar//VB|PRS|AKT//csubj//20 hur//HA//advmod//32 mycket//AB|POS//advmod//30 mer//AB|KOM//advmod//32 procentuellt//AB|POS//advmod//32 sett//PC|PRF|NEU|SIN|IND|NOM//ccomp//27 fördelningssystemet//NN|NEU|SIN|DEF|NOM//nsubj//34 betalar//VB|PRS|AKT//conj//27 ut//PL//compound:prt//34 på//PP//case//39 grund//NN|UTR|SIN|IND|NOM//fixed//36 av//PP//fixed//36 regeln//NN|UTR|SIN|DEF|NOM//obl//34 för//PP//case//41 överskottsutdelning//NN|UTR|SIN|IND|NOM//nmod//39 under//PP//case//45 de//DT|UTR/NEU|PLU|DEF//det//45 simulerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//45 förloppen//NN|NEU|PLU|DEF|NOM//obl//34 än//KN//mark//52 om//SN//mark//52 en//DT|UTR|SIN|IND//det//50 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//50 utdelningsmöjlighet//NN|UTR|SIN|IND|NOM//nsubj//52 inte//AB//advmod//52 finns//VB|PRS|SFO//acl//45 .//MAD//punct//1
6 Balanstalsgräns för utdelning;Percentil//PM|NOM//nmod//1 5//RG|NOM//nsubj//2 anger//VB|PRS|AKT//ROOT//2 skillnaden//NN|UTR|SIN|DEF|NOM//obj//2 i//PP//case//5 utbetalning//NN|UTR|SIN|IND|NOM//nmod//3 mellan//PP//case//7 systemet//NN|NEU|SIN|DEF|NOM//nmod//5 med//PP//case//9 överskottsutdelning//NN|UTR|SIN|IND|NOM//nmod//7 och//KN//cc//13 det//PN|NEU|SIN|DEF|SUB/OBJ//det//13 utan//PP//case//13 överskottsutdelning//NN|UTR|SIN|IND|NOM//conj//2 för//PP//case//17 ett//DT|NEU|SIN|IND//det//17 visst//JJ|POS|NEU|SIN|IND|NOM//amod//17 år//NN|NEU|SIN|IND|NOM//nmod//13 i//PP//case//21 en//DT|UTR|SIN|IND//det//21 enskild//JJ|POS|UTR|SIN|IND|NOM//amod//21 simulering//NN|UTR|SIN|IND|NOM//nmod//13 .//MAD//punct//2
6 Balanstalsgräns för utdelning;I//PP//case//25 5//RG|NOM//nummod//25 procent//NN|UTR|PLU|IND|NOM//obl//32 av//PP//case//29 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//29 undersökta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//29 år//NN|NEU|PLU|IND|NOM//nmod//25 har//VB|PRS|AKT//aux//32 utfallet//NN|NEU|SIN|DEF|NOM//nsubj//32 blivit//VB|SUP|AKT//parataxis//2 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//32 än//KN//case//36 detta//DT|NEU|SIN|DEF//det//36 värde//NN|NEU|SIN|IND|NOM//obl//32 .//MAD//punct//32
6 Balanstalsgräns för utdelning;På//PP//case//40 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//40 sätt//NN|NEU|SIN|IND|NOM//obl//41 visar//VB|PRS|AKT//advcl//32 percentil//NN|UTR|SIN|IND|NOM//advmod//43 95//RG|NOM//nummod//44 resultatet//NN|NEU|SIN|DEF|NOM//obj//41 för//PP//case//49 den//DT|UTR|SIN|DEF//det//49 årliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//49 procentuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//49 skillnaden//NN|UTR|SIN|DEF|NOM//nmod//44 där//AB//advmod//55 5//RG|NOM//nummod//52 procent//NN|UTR|PLU|IND|NOM//nsubj//55 av//PP//case//54 åren//NN|NEU|PLU|DEF|NOM//nmod//52 uppvisat//VB|SUP|AKT//acl:relcl//49 ett//DT|NEU|SIN|IND//det//58 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//58 utfall//NN|NEU|SIN|IND|NOM//obj//55 .//MAD//punct//41
6 Balanstalsgräns för utdelning;I//PP//case//62 statistiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 sammanhang//NN|NEU|PLU|IND|NOM//obl//66 är//VB|PRS|AKT//cop//66 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//66 mer//AB|KOM//advmod//66 vanligt//JJ|POS|NEU|SIN|IND|NOM//conj//32 att//SN//mark//73 medianen//NN|UTR|SIN|DEF|NOM//nsubj:pass//73 (//PAD//punct//68 percentil//NN|UTR|SIN|IND|NOM//appos//68 50//RG|NOM//nummod//70 )//PAD//punct//68 redovisas//VB|PRS|SFO//acl//66 i//PP//case//75 samband//NN|NEU|SIN|IND|NOM//obl//73 med//PP//case//78 percentil//NN|UTR|SIN|IND|NOM//nmod//78 5//RG|NOM//obl//73 och//KN//cc//80 95//RG|NOM//conj//78 .//MAD//punct//2
6 Balanstalsgräns för utdelning;Denna//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//85 är//VB|PRS|AKT//cop//85 dock//AB//advmod//85 noll//RG|NOM//conj//2 i//PP//case//88 flertalet//NN|NEU|SIN|DEF|NOM//nmod//88 regelalternativ//NN|NEU|PLU|IND|NOM//nmod//85 ,//MID//punct//93 eftersom//SN//mark//93 utdelningsregeln//NN|UTR|SIN|DEF|NOM//nsubj//93 inte//AB//advmod//93 medför//VB|PRS|AKT//advcl//2 någon//DT|UTR|SIN|IND//det//95 skillnad//NN|UTR|SIN|IND|NOM//obj//93 i//PP//case//97 pensionsutbetalningarna//NN|UTR|PLU|DEF|NOM//nmod//95 för//PP//case//101 den//DT|UTR|SIN|DEF//det//101 mittersta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//101 observationen//NN|UTR|SIN|DEF|NOM//obl//93 (//PAD//punct//101 året//NN|NEU|SIN|DEF|NOM//appos//101 )//PAD//punct//93 .//MAD//punct//2
6 Balanstalsgräns för utdelning;Därför//AB//advmod//114 har//VB|PRS|AKT//aux//114 här//AB//advmod//107 i//PP//advmod//114 stället//NN|NEU|SIN|DEF|NOM//fixed//109 det//DT|NEU|SIN|DEF//det//113 aritmetiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//113 medelvärdet//NN|NEU|SIN|DEF|NOM//nsubj:pass//114 valts//VB|SUP|SFO//conj//2 .//MAD//punct//114
6 Balanstalsgräns för utdelning;I//PP//case//1 basscenariot//NN|NEU|SIN|DEF|NOM//obl//2 gäller//VB|PRS|AKT//ROOT//2 genomgående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//2 att//SN//mark//5 införande//NN|NEU|SIN|IND|NOM//acl//3 av//PP//case//8 en//DT|UTR|SIN|IND//det//8 utdelningsregel//NN|UTR|SIN|IND|NOM//obl//5 genomsnittligt//AB|POS//advmod//5 innebär//VB|PRS|AKT//advcl//2 höjda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//13 årsvisa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 pensionsutbetalningar//NN|UTR|PLU|IND|NOM//obj//10 i//PP//case//16 ett//DT|NEU|SIN|IND//det//16 75-årsperspektiv//NN|NEU|SIN|IND|NOM//obl//10 .//MAD//punct//2
6 Balanstalsgräns för utdelning;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//20 är//VB|PRS|AKT//cop//20 fallet//NN|NEU|SIN|DEF|NOM//parataxis//2 oavsett//AB|POS//case//23 vilken//HP|UTR|SIN|IND//det//23 balanstalsgräns//NN|UTR|SIN|IND|NOM//nmod//20 som//HP|-|-|-//nsubj//25 reglerar//VB|PRS|AKT//acl:relcl//23 det//DT|NEU|SIN|DEF//det//28 utdelningsbara//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 överskottet//NN|NEU|SIN|DEF|NOM//obj//25 .//MAD//punct//20
6 Balanstalsgräns för utdelning;Ju//KN//advmod//31 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//32 balanstalsgräns//NN|NEU|PLU|IND|NOM//dislocated//36 ,//MID//punct//36 desto//AB//advmod//35 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//36 blir//VB|PRS|AKT//parataxis//20 genomsnittsökningen//NN|UTR|SIN|DEF|NOM//xcomp//36 av//PP//case//40 utbetalade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//40 pensioner//NN|UTR|PLU|IND|NOM//nmod//37 .//MAD//punct//20
6 Balanstalsgräns för utdelning;En//DT|UTR|SIN|IND//det//1 anledning//NN|UTR|SIN|IND|NOM//ROOT//1 till//PP//case//5 de//DT|UTR/NEU|PLU|DEF//det//5 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 balanstalsgränsernas//NN|UTR|PLU|DEF|GEN//nmod:poss//7 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 genomsnittsutfall//NN|NEU|SIN|IND|NOM//nmod//1 är//VB|PRS|AKT//cop//1 att//SN//mark//14 systemet//NN|NEU|SIN|DEF|NOM//nsubj//14 snabbare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//12 fördelar//NN|UTR|PLU|IND|NOM//nmod//10 ut//PL//compound:prt//12 överskott//NN|NEU|SIN|IND|NOM//csubj//1 .//MAD//punct//1
6 Balanstalsgräns för utdelning;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//17 betyder//VB|PRS|AKT//parataxis//1 också//AB//advmod//17 att//SN//mark//21 systemet//NN|NEU|SIN|DEF|NOM//nsubj//21 har//VB|PRS|AKT//ccomp//17 en//DT|UTR|SIN|IND//det//24 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//24 säkerhetsmarginal//NN|UTR|SIN|IND|NOM//obj//21 vid//PP//case//27 simuleringsperiodens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 slut//NN|NEU|SIN|IND|NOM//obl//21 .//MAD//punct//17
6 Balanstalsgräns för utdelning;Av//PP//case//30 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//31 följer//VB|PRS|AKT//advcl//17 att//SN//mark//41 en//DT|UTR|SIN|IND//det//35 direkt//JJ|POS|UTR|SIN|IND|NOM//amod//35 jämförelse//NN|UTR|SIN|IND|NOM//nsubj//41 mellan//PP//case//38 exempelvis//AB//advmod//38 balanstalsgräns//NN|NEU|PLU|IND|NOM//nmod//35 för//PP//case//40 utdelning//NN|UTR|SIN|IND|NOM//nmod//38 1,05//RG|NOM//ccomp//31 och//KN//cc//43 1,10//RG|NOM//conj//41 inte//AB//advmod//46 är//VB|PRS|AKT//cop//46 rättvisande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//41 .//MAD//punct//31
6 Balanstalsgräns för utdelning;En//DT|UTR|SIN|IND//det//49 nackdel//NN|UTR|SIN|IND|NOM//appos//31 med//PP//case//52 den//DT|UTR|SIN|DEF//det//52 effektindikator//NN|UTR|PLU|IND|NOM//nmod//49 som//HP|-|-|-//nsubj:pass//54 redovisas//VB|PRS|SFO//acl:relcl//52 här//AB//advmod//54 är//VB|PRS|AKT//cop//49 alltså//AB//advmod//56 att//SN//mark//61 låga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 utdelningsregler//NN|UTR|PLU|IND|NOM//nsubj//61 framstår//VB|PRS|AKT//ccomp//56 som//KN//mark//63 fördelaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//61 på//PP//case//68 grund//NN|UTR|SIN|IND|NOM//fixed//64 av//PP//fixed//64 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//68 genomsnittsutbetalning//NN|UTR|SIN|IND|NOM//obl//61 .//MAD//punct//17
6 Balanstalsgräns för utdelning;Av//PP//case//1 jämförelsen//NN|UTR|SIN|DEF|NOM//obl//8 mellan//PP//case//5 de//DT|UTR/NEU|PLU|DEF//det//5 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 balanstalsgränserna//NN|UTR|PLU|DEF|NOM//nmod//1 för//PP//case//7 utdelning//NN|UTR|SIN|IND|NOM//nmod//5 framgår//VB|PRS|AKT//ROOT//8 också//AB//advmod//8 att//SN//mark//18 ju//KN//advmod//18 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 utdelningsgränsen//NN|UTR|SIN|DEF|NOM//nsubj//18 är//VB|PRS|AKT//cop//18 ,//MID//punct//18 desto//AB//advmod//17 fler//PN|UTR/NEU|PLU|IND|SUB/OBJ//xcomp//18 blir//VB|PRS|AKT//ccomp//8 åren//NN|NEU|PLU|DEF|NOM//xcomp//18 med//PP//case//22 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 utbetalningar//NN|UTR|PLU|IND|NOM//nmod//19 än//KN//mark//26 i//PP//case//26 ett//DT|NEU|SIN|IND//det//26 system//NN|NEU|SIN|IND|NOM//nmod//22 utan//PP//case//28 utdelningsmöjlighet//NN|UTR|SIN|IND|NOM//nmod//26 .//MAD//punct//8
6 Balanstalsgräns för utdelning;Den//DT|UTR|SIN|DEF//det//32 femte//RO|NOM//amod//32 percentilen//NN|UTR|SIN|DEF|NOM//nsubj//33 understiger//VB|PRS|AKT//parataxis//8 noll//RG|NOM//obj//33 i//PP//case//36 intervallet//NN|NEU|SIN|DEF|NOM//obl//33 från//PP//case//38 1,00//RG|NOM//obl//33 till//PP//case//40 1,09//RG|NOM//obl//33 .//MAD//punct//8
6 Balanstalsgräns för utdelning;Med//PP//case//44 en//DT|UTR|SIN|IND//det//44 balanstalsgräns//NN|UTR|SIN|IND|NOM//obl//8 om//PP//case//46 1,09//RG|NOM//nmod//44 medförde//VB|PRT|AKT//advcl//8 alltså//AB//advmod//47 förekomsten//NN|UTR|SIN|DEF|NOM//obj//47 av//PP//case//52 en//DT|UTR|SIN|IND//det//52 utdelningsregel//NN|UTR|SIN|IND|NOM//nmod//49 att//SN//mark//60 systemet//NN|NEU|SIN|DEF|NOM//nsubj//60 i//PP//case//57 fem//RG|NOM//nummod//57 procent//NN|UTR|PLU|IND|NOM//nmod//54 av//PP//case//59 åren//NN|NEU|PLU|DEF|NOM//nmod//57 betalade//VB|PRT|AKT//acl//49 ut//PL//compound:prt//60 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//63 pensioner//NN|UTR|PLU|IND|NOM//obj//60 än//KN//mark//65 vad//HP|NEU|SIN|IND//dislocated//71 som//HP|-|-|-//nsubj//71 annars//AB//advmod//71 skulle//VB|PRT|AKT//aux//71 ha//VB|INF|AKT//aux//71 varit//VB|SUP|AKT//cop//71 fallet//NN|NEU|SIN|DEF|NOM//acl:relcl//49 .//MAD//punct//8
