4WFOTL  LPE  GÚS   CPMBHTTUZSOJOH ;&//KN|AN//cc//2 ÚRSLAG//JJ|POS|UTR/NEU|SIN|DEF|NOM//mark//2 FRÍN//PM|NOM//ROOT//2 +//MID//cc//4 ODGRUPPEN//PM|NOM//conj//2
3.2.5 Majoriteten av de bolagsstämmovalda styrelseledamöterna skall inte ha en sådan relation till bolaget eller bolagsledningen att ledamotens oberoende i förhållande till bolaget och bolagsledningen kan ifrågasättas. En styrelseledamot skall i allmänhet inte anses oberoende om ledamoten:;Om//SN//mark//23 en//DT|UTR|SIN|IND//det//21 ledamot//NN|UTR|SIN|IND|NOM//nsubj//23 exempelvis//AB//advmod//23 ingått//VB|SUP|AKT//advcl//31 i//PP//case//25 styrelsen//NN|UTR|SIN|DEF|NOM//obl//23 under//PP//case//28 lång//JJ|POS|UTR|SIN|IND|NOM//amod//28 tid//NN|UTR|SIN|IND|NOM//obl//23 kan//VB|PRS|AKT//aux//31 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//31 leda//VB|INF|AKT//ccomp//8 till//PP//mark//40 att//SN//mark//40 ledamotens//NN|UTR|SIN|DEF|GEN//nsubj:pass//40 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//38 i//PP//case//38 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 fall//NN|NEU|PLU|IND|NOM//obl//40 kan//VB|PRS|AKT//aux//40 ifrågasättas//VB|INF|SFO//advcl//31 .//MAD//punct//8
3.2.5 Majoriteten av de bolagsstämmovalda styrelseledamöterna skall inte ha en sådan relation till bolaget eller bolagsledningen att ledamotens oberoende i förhållande till bolaget och bolagsledningen kan ifrågasättas. En styrelseledamot skall i allmänhet inte anses oberoende om ledamoten:;Med//PP//case//1 närstående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//6 till//PP//case//3 bolaget//NN|NEU|SIN|DEF|NOM//nmod//1 och//KN//cc//5 bolagsledningen//NN|UTR|SIN|DEF|NOM//conj//3 avses//VB|PRS|SFO//ROOT//6 även//AB//advmod//6 närstående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj:pass//6 till//PP//case//10 koncernen//NN|UTR|SIN|DEF|NOM//obl//6 och//KN//cc//12 koncernledningen//NN|UTR|SIN|DEF|NOM//conj//10 .//MAD//punct//6
3.2.5 Majoriteten av de bolagsstämmovalda styrelseledamöterna skall inte ha en sådan relation till bolaget eller bolagsledningen att ledamotens oberoende i förhållande till bolaget och bolagsledningen kan ifrågasättas. En styrelseledamot skall i allmänhet inte anses oberoende om ledamoten:;Den//DT|UTR|SIN|DEF//det//2 fjärde//RO|NOM//amod//2 punkten//NN|UTR|SIN|DEF|NOM//nsubj:pass//5 skall//VB|PRS|AKT//aux//5 inte//AB//advmod//5 anses//VB|INF|SFO//ROOT//5 tillämplig//JJ|POS|UTR|SIN|IND|NOM//xcomp//5 på//PP//case//9 gängse//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 affärsförbindelse//NN|UTR|SIN|IND|NOM//obl//5 som//KN//mark//11 bankkund//NN|UTR|SIN|IND|NOM//xcomp//5 .//MAD//punct//5

3.2.6 Minst två av de styrelseledamöter som är oberoende i förhållande till bolaget och bolagsledningen skall även vara oberoende i förhållande till bolagets större aktieägare. Med större aktieägare avses ägare som direkt eller indirekt kontrollerar mer än tio procent av aktierna eller rösterna i bolaget. Om ett företag äger mer än 50 procent av kapital eller röster i ett annat företag anses det förstnämnda företaget indirekt kontrollera det senare företagets ägande i andra företag.;En//DT|UTR|SIN|IND//det//1 person//NN|UTR|SIN|IND|NOM//nsubj//12 som//HP|-|-|-//nsubj:pass//4 är//VB|PRS|AKT//cop//4 ledamot//NN|UTR|SIN|IND|NOM//acl:relcl//1 av//PP//case//9 en//DT|UTR|SIN|IND//det//8 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 ägares//NN|UTR|SIN|IND|GEN//nmod:poss//9 styrelse//NN|UTR|SIN|IND|NOM//obl//4 eller//KN//cc//12 är//VB|PRS|AKT//cop//12 anställd//PC|PRF|UTR|SIN|IND|NOM//ROOT//12 hos//PP//case//9 eller//KN//cc//15 har//VB|PRS|AKT//aux//23 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 uppdrag//NN|NEU|PLU|IND|NOM//nsubj:pass//23 för//PP//case//21 en//DT|UTR|SIN|IND//det//21 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//21 ägare//NN|UTR|SIN|IND|NOM//nmod//17 skall//VB|PRS|AKT//aux//23 anses//VB|INF|SFO//conj//12 som//KN//mark//25 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//23 .//MAD//punct//12
3.2.6 Minst två av de styrelseledamöter som är oberoende i förhållande till bolaget och bolagsledningen skall även vara oberoende i förhållande till bolagets större aktieägare. Med större aktieägare avses ägare som direkt eller indirekt kontrollerar mer än tio procent av aktierna eller rösterna i bolaget. Om ett företag äger mer än 50 procent av kapital eller röster i ett annat företag anses det förstnämnda företaget indirekt kontrollera det senare företagets ägande i andra företag.;Även//AB//advmod//29 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 relationer//NN|UTR|PLU|IND|NOM//appos//12 till//PP//case//32 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//32 ägare//NN|UTR|PLU|IND|NOM//nmod//29 ,//MID//punct//36 som//HP|-|-|-//nsubj//36 kan//VB|PRS|AKT//aux//36 ge//VB|INF|AKT//acl:relcl//32 anledning//NN|UTR|SIN|IND|NOM//obj//36 att//IE//mark//39 ifrågasätta//VB|INF|AKT//acl//37 personens//NN|UTR|SIN|DEF|GEN//nmod:poss//41 självständighet//NN|UTR|SIN|IND|NOM//obj//39 i//PP//case//45 förhållande//NN|NEU|SIN|IND|NOM//fixed//42 till//PP//fixed//42 ägaren//NN|UTR|SIN|DEF|NOM//obl//39 ,//MID//punct//48 kan//VB|PRS|AKT//aux//48 medföra//VB|INF|AKT//conj//12 att//SN//mark//53 personen//NN|UTR|SIN|DEF|NOM//nsubj:pass//53 inte//AB//advmod//53 skall//VB|PRS|AKT//aux//53 anses//VB|INF|SFO//ccomp//48 vara//VB|INF|AKT//cop//55 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//53 .//MAD//punct//12

3.2.7 Styrelseledamot skall utses för ett år i taget. Om ledamot ingått i styrelsen i åtta år eller mer skall förslag till omval särskilt motiveras. Detsamma gäller för val eller omval av styrelseledamot som fyllt 70 år.;En//DT|UTR|SIN|IND//det//1 styrelse//NN|UTR|SIN|IND|NOM//nsubj:pass//3 behöver//VB|PRS|AKT//aux//3 förnyas//VB|INF|SFO//ROOT//3 successivt//AB|POS//advmod//3 .//MAD//punct//3
3.2.7 Styrelseledamot skall utses för ett år i taget. Om ledamot ingått i styrelsen i åtta år eller mer skall förslag till omval särskilt motiveras. Detsamma gäller för val eller omval av styrelseledamot som fyllt 70 år.;För//PP//mark//8 att//IE//mark//8 ge//VB|INF|AKT//advcl//18 valberedningen//NN|UTR|SIN|DEF|NOM//iobj//8 frihet//NN|UTR|SIN|IND|NOM//obj//8 i//PP//case//13 detta//DT|NEU|SIN|DEF//det//13 avseende//NN|NEU|SIN|IND|NOM//nmod//10 bör//VB|PRS|AKT//aux//18 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//16 styrelseledamöter//NN|UTR|PLU|IND|NOM//nsubj//18 årligen//AB//advmod//18 ny-//JJ|POS|UTR|-|-|SMS//advmod//3 eller//KN//cc//20 omväljas//VB|INF|SFO//conj//18 .//MAD//punct//18
3.2.7 Styrelseledamot skall utses för ett år i taget. Om ledamot ingått i styrelsen i åtta år eller mer skall förslag till omval särskilt motiveras. Detsamma gäller för val eller omval av styrelseledamot som fyllt 70 år.;För//PP//case//23 ledamot//NN|UTR|SIN|IND|NOM//obl//38 som//HP|-|-|-//nsubj//25 ingått//VB|SUP|AKT//acl:relcl//23 i//PP//case//27 styrelsen//NN|UTR|SIN|DEF|NOM//obl//25 i//PP//case//30 åtta//RG|NOM//nummod//30 år//NN|NEU|PLU|IND|NOM//obl//25 eller//KN//cc//32 mer//AB|KOM//conj//25 bör//VB|PRS|AKT//aux//38 en//DT|UTR|SIN|IND//det//37 särskilt//AB//advmod//36 noggrann//JJ|POS|UTR|SIN|IND|NOM//amod//37 avvägning//NN|UTR|SIN|IND|NOM//nsubj//38 ske//VB|INF|AKT//conj//3 mellan//PP//case//41 ledamotens//NN|UTR|SIN|DEF|GEN//nmod:poss//41 förutsättningar//NN|UTR|PLU|IND|NOM//obl//38 att//IE//mark//43 bidra//VB|INF|AKT//acl//41 ytterligare//AB|KOM//advmod//43 till//PP//case//47 styrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//47 arbete//NN|NEU|SIN|IND|NOM//obl//43 och//KN//cc//50 styrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//50 behov//NN|NEU|SIN|IND|NOM//conj//47 av//PP//case//52 förnyelse//NN|UTR|SIN|IND|NOM//nmod//50 .//MAD//punct//41
3.2.7 Styrelseledamot skall utses för ett år i taget. Om ledamot ingått i styrelsen i åtta år eller mer skall förslag till omval särskilt motiveras. Detsamma gäller för val eller omval av styrelseledamot som fyllt 70 år.;Motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//55 prövning//NN|UTR|SIN|IND|NOM//nsubj:pass//57 bör//VB|PRS|AKT//aux//57 göras//VB|INF|SFO//conj//3 inför//PP//case//59 val//NN|NEU|SIN|IND|NOM//obl//57 eller//KN//cc//61 omval//NN|NEU|SIN|IND|NOM//conj//59 av//PP//case//63 ledamot//NN|UTR|SIN|IND|NOM//nmod//61 som//HP|-|-|-//nsubj//65 fyllt//VB|SUP|AKT//acl:relcl//63 70//RG|NOM//nummod//67 år//NN|NEU|PLU|IND|NOM//obj//65 .//MAD//punct//3

3.2.7 Styrelseledamot skall utses för ett år i taget. Om ledamot ingått i styrelsen i åtta år eller mer skall förslag till omval särskilt motiveras. Detsamma gäller för val eller omval av styrelseledamot som fyllt 70 år. / 3.2.8 I bolagsstyrningsrapporten skall följande information ges för var och en av styrelsens ledamöter:;•//PP//nmod//1 ledamotskap//NN|UTR|SIN|IND|NOM//ROOT//1 i//PP//case//3 styrelseutskott//NN|NEU|PLU|IND|NOM//nmod//1 ,//MID//punct//1
3.2.7 Styrelseledamot skall utses för ett år i taget. Om ledamot ingått i styrelsen i åtta år eller mer skall förslag till omval särskilt motiveras. Detsamma gäller för val eller omval av styrelseledamot som fyllt 70 år. / 3.2.8 I bolagsstyrningsrapporten skall följande information ges för var och en av styrelsens ledamöter:;•//NN|UTR|SIN|IND|NOM//case//1 ålder//NN|UTR|SIN|IND|NOM//ROOT//1 ,//MID//punct//1 huvudsaklig//JJ|POS|UTR|SIN|IND|NOM//amod//4 utbildning//NN|UTR|SIN|IND|NOM//conj//1 och//KN//cc//6 arbetslivserfarenhet//NN|UTR|SIN|IND|NOM//conj//4 ,//MID//punct//1
3.2.7 Styrelseledamot skall utses för ett år i taget. Om ledamot ingått i styrelsen i åtta år eller mer skall förslag till omval särskilt motiveras. Detsamma gäller för val eller omval av styrelseledamot som fyllt 70 år. / 3.2.8 I bolagsstyrningsrapporten skall följande information ges för var och en av styrelsens ledamöter:;•//NN|UTR|SIN|IND|NOM//advmod//1 uppdrag//NN|NEU|PLU|IND|NOM//ROOT//1 i//PP//case//3 bolaget//NN|NEU|SIN|DEF|NOM//nmod//1 och//KN//cc//6 väsentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 uppdrag//NN|NEU|PLU|IND|NOM//conj//3 i//PP//case//9 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 företag//NN|NEU|PLU|IND|NOM//nmod//6 och//KN//cc//11 organisationer//NN|UTR|PLU|IND|NOM//conj//9 ,//MID//punct//1
3.2.7 Styrelseledamot skall utses för ett år i taget. Om ledamot ingått i styrelsen i åtta år eller mer skall förslag till omval särskilt motiveras. Detsamma gäller för val eller omval av styrelseledamot som fyllt 70 år. / 3.2.8 I bolagsstyrningsrapporten skall följande information ges för var och en av styrelsens ledamöter:;•//NN|UTR|SIN|IND|NOM//advmod//1 innehav//NN|NEU|SIN|IND|NOM//ROOT//1 av//PP//case//3 aktier//NN|UTR|PLU|IND|NOM//nmod//1 och//KN//cc//7 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 finansiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 instrument//NN|NEU|PLU|IND|NOM//conj//3 i//PP//case//9 bolaget//NN|NEU|SIN|DEF|NOM//nmod//7 ,//MID//punct//1
3.2.7 Styrelseledamot skall utses för ett år i taget. Om ledamot ingått i styrelsen i åtta år eller mer skall förslag till omval särskilt motiveras. Detsamma gäller för val eller omval av styrelseledamot som fyllt 70 år. / 3.2.8 I bolagsstyrningsrapporten skall följande information ges för var och en av styrelsens ledamöter:;•//PP//case//2 väsentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 aktieinnehav//NN|NEU|PLU|IND|NOM//ROOT//2 och//KN//cc//4 delägarskap//NN|NEU|PLU|IND|NOM//conj//2 i//PP//case//6 företag//NN|NEU|PLU|IND|NOM//nmod//4 som//HP|-|-|-//obl//9 bolaget//NN|NEU|SIN|DEF|NOM//nsubj//9 har//VB|PRS|AKT//acl:relcl//2 affärsförbindelser//NN|UTR|PLU|IND|NOM//obj//9 med//PP//case//7 ,//MID//punct//2
3.2.7 Styrelseledamot skall utses för ett år i taget. Om ledamot ingått i styrelsen i åtta år eller mer skall förslag till omval särskilt motiveras. Detsamma gäller för val eller omval av styrelseledamot som fyllt 70 år. / 3.2.8 I bolagsstyrningsrapporten skall följande information ges för var och en av styrelsens ledamöter:;•//NN|UTR|SIN|IND|NOM//ROOT//0 om//SN//case//2 ledamoten//NN|UTR|SIN|DEF|NOM//nmod//0 är//VB|PRS|AKT//cop//0 att//IE//mark//5 anse//VB|INF|AKT//csubj//0 som//KN//mark//7 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//5 i//PP//case//11 förhållande//NN|NEU|SIN|IND|NOM//fixed//8 till//PP//fixed//8 bolaget//NN|NEU|SIN|DEF|NOM//obl//5 och//KN//cc//13 bolagsledningen//NN|UTR|SIN|DEF|NOM//conj//11 respektive//AB//cc//16 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 aktieägare//NN|UTR|PLU|IND|NOM//conj//11 i//PP//case//18 bolaget//NN|NEU|SIN|DEF|NOM//nmod//16 .//MAD//punct//0
3.2.7 Styrelseledamot skall utses för ett år i taget. Om ledamot ingått i styrelsen i åtta år eller mer skall förslag till omval särskilt motiveras. Detsamma gäller för val eller omval av styrelseledamot som fyllt 70 år. / 3.2.8 I bolagsstyrningsrapporten skall följande information ges för var och en av styrelsens ledamöter:;För//PP//case//21 ledamot//NN|UTR|SIN|IND|NOM//obl//30 som//HP|-|-|-//nsubj:pass//24 inte//AB//advmod//24 anses//VB|PRS|SFO//acl:relcl//21 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//24 skall//VB|PRS|AKT//aux//30 skälen//NN|NEU|PLU|DEF|NOM//obj//26 för//PP//case//30 detta//PN|NEU|SIN|DEF|SUB/OBJ//det//30 redovisas//VB|PRS|SFO//conj//0 ,//MID//punct//30
3.2.7 Styrelseledamot skall utses för ett år i taget. Om ledamot ingått i styrelsen i åtta år eller mer skall förslag till omval särskilt motiveras. Detsamma gäller för val eller omval av styrelseledamot som fyllt 70 år. / 3.2.8 I bolagsstyrningsrapporten skall följande information ges för var och en av styrelsens ledamöter:;•//NN|NEU|SIN|IND|NOM//aux:pass//4 vilket//HD|NEU|SIN|IND//det//2 år//NN|NEU|SIN|IND|NOM//nmod//3 ledamoten//NN|UTR|SIN|DEF|NOM//nsubj:pass//4 invaldes//VB|PRT|SFO//ROOT//4 i//PP//case//6 styrelsen//NN|UTR|SIN|DEF|NOM//obl//4 ,//MID//punct//4 samt//KN//punct//4
3.2.7 Styrelseledamot skall utses för ett år i taget. Om ledamot ingått i styrelsen i åtta år eller mer skall förslag till omval särskilt motiveras. Detsamma gäller för val eller omval av styrelseledamot som fyllt 70 år. / 3.2.8 I bolagsstyrningsrapporten skall följande information ges för var och en av styrelsens ledamöter:;•//NN|UTR|SIN|IND|NOM//case//2 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 uppgifter//NN|UTR|PLU|IND|NOM//ROOT//2 som//HP|-|-|-//nsubj//5 kan//VB|PRS|AKT//aux//5 vara//VB|INF|AKT//acl:relcl//2 av//PP//case//7 betydelse//NN|UTR|SIN|IND|NOM//obl//5 för//PP//case//9 aktieägarna//NN|UTR|PLU|DEF|NOM//nmod//7 vid//PP//case//11 bedömningen//NN|UTR|SIN|DEF|NOM//nmod//9 av//PP//case//14 ledamotens//NN|UTR|SIN|DEF|GEN//nmod:poss//14 kompetens//NN|UTR|SIN|IND|NOM//nmod//11 och//KN//cc//16 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//14 .//MAD//punct//2

3.3 Styrelsens ledamöter;En//DT|UTR|SIN|IND//det//1 styrelseledamot//NN|UTR|SIN|IND|NOM//nsubj//2 har//VB|PRS|AKT//ROOT//2 en//DT|UTR|SIN|IND//det//5 sysslomannaliknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 ställning//NN|UTR|SIN|IND|NOM//obj//2 i//PP//case//9 förhållande//NN|NEU|SIN|IND|NOM//fixed//6 till//PP//fixed//6 bolaget//NN|NEU|SIN|DEF|NOM//nmod//5 .//MID//punct//2
3.3 Styrelsens ledamöter;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//12 innebär//VB|PRS|AKT//parataxis//2 att//SN//mark//16 ledamoten//NN|UTR|SIN|DEF|NOM//nsubj//16 är//VB|PRS|AKT//cop//16 skyldig//JJ|POS|UTR|SIN|IND|NOM//ccomp//12 att//IE//mark//18 ägna//VB|INF|AKT//advcl//16 uppdraget//NN|NEU|SIN|DEF|NOM//iobj//18 den//DT|UTR|SIN|DEF//det//21 tid//NN|UTR|SIN|IND|NOM//obj//18 och//KN//cc//23 omsorg//NN|UTR|SIN|IND|NOM//conj//21 som//HP|-|-|-//nsubj:pass//25 erfordras//VB|PRS|SFO//acl:relcl//23 för//PP//mark//31 att//IE//mark//31 på//PP//case//30 bästa//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//30 sätt//NN|NEU|SIN|IND|NOM//obl//31 tillvarata//VB|INF|AKT//advcl//25 bolagets//NN|NEU|SIN|DEF|GEN//obj//31 och//KN//cc//34 därmed//AB//advmod//36 aktieägarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//36 intressen//NN|NEU|PLU|IND|NOM//obl//31 .//MAD//punct//2

3.3.1 Styrelseledamot skall agera i bolagets och aktieägarnas intresse.;Ledamot//NN|UTR|SIN|IND|NOM//nsubj//3 får//VB|PRS|AKT//aux//3 inte//AB//advmod//3 sätta//VB|INF|AKT//ROOT//3 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//6 personliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 intressen//NN|NEU|PLU|IND|NOM//obj//3 framför//PP//case//11 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//11 eller//KN//cc//10 ägarnas//NN|UTR|PLU|DEF|GEN//conj//8 bästa//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//obl//3 eller//KN//cc//16 för//PP//case//15 personliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 syften//NN|NEU|PLU|IND|NOM//obl//16 utnyttja//VB|INF|AKT//conj//3 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//18 affärsmöjligheter//NN|UTR|PLU|IND|NOM//obj//16 .//MAD//punct//3
3.3.1 Styrelseledamot skall agera i bolagets och aktieägarnas intresse.;Ledamot//NN|UTR|SIN|IND|NOM//obj//3 får//VB|PRS|AKT//aux//23 inte//AB//advmod//23 gynna//VB|INF|AKT//conj//3 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 aktieägares//NN|UTR|PLU|IND|GEN//nmod//26 intressen//NN|NEU|PLU|IND|NOM//obj//23 på//PP//case//32 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//31 eller//KN//cc//30 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//28 aktieägares//NN|UTR|PLU|IND|GEN//nmod:poss//32 bekostnad//NN|UTR|SIN|IND|NOM//obl//23 .//MAD//punct//3


3.3.3 Ny styrelseledamot skall genomgå en introduktionsutbildning om bolaget, dess verksamhet, organisation, marknad m.m. samt den utbildning i övrigt som styrelseordföranden och ledamoten gemensamt finner lämplig för att ledamoten skall kunna fullgöra sitt uppdrag.;Introduktionsutbildning//NN|UTR|SIN|IND|NOM//nsubj//7 för//PP//case//3 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 ledamöter//NN|UTR|PLU|IND|NOM//nmod//0 bör//VB|PRS|AKT//aux//7 vara//VB|INF|AKT//cop//7 individuellt//AB|POS//advmod//7 utformad//PC|PRF|UTR|SIN|IND|NOM//ROOT//7 med//PP//case//13 hänsyn//NN|UTR|SIN|IND|NOM//fixed//8 till//PP//case//13 varje//DT|UTR/NEU|SIN|IND//det//13 ledamots//NN|UTR|SIN|IND|GEN//amod//13 behov//NN|NEU|SIN|IND|NOM//obl//7 ,//MID//punct//16 tillräckligt//AB|POS//advmod//16 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//13 för//PP//mark//23 att//SN//mark//23 ledamoten//NN|UTR|SIN|DEF|NOM//nsubj//23 snabbt//AB|POS//advmod//23 skall//VB|PRS|AKT//aux//23 kunna//VB|INF|AKT//aux//23 bidra//VB|INF|AKT//advcl//7 konstruktivt//AB|POS//obj//23 till//PP//case//27 styrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 arbete//NN|NEU|SIN|IND|NOM//obl//23 samt//KN//cc//29 genomföras//VB|INF|SFO//conj//23 senast//AB|SUV//advmod//29 inom//PP//case//33 ett//DT|NEU|SIN|IND//det//33 halvår//NN|NEU|SIN|IND|NOM//obl//29 efter//PP//case//35 tillträdet//NN|NEU|SIN|DEF|NOM//nmod//33 .//MAD//punct//7

3.4 Styrelsens ordförande;Styrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 ordförande//NN|UTR|SIN|IND|NOM//nsubj//2 har//VB|PRS|AKT//ROOT//2 en//DT|UTR|SIN|IND//det//4 särställning//NN|UTR|SIN|IND|NOM//obj//2 inom//PP//case//6 styrelsen//NN|UTR|SIN|DEF|NOM//nmod//4 med//PP//case//10 ett//DT|NEU|SIN|IND//det//10 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//10 ansvar//NN|NEU|SIN|IND|NOM//obl//2 för//PP//mark//17 att//SN//mark//17 styrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//14 arbete//NN|NEU|SIN|IND|NOM//nsubj//17 är//VB|PRS|AKT//cop//17 väl//AB|POS//advmod//17 organiserat//PC|PRF|NEU|SIN|IND|NOM//acl//10 och//KN//cc//19 bedrivs//VB|PRS|SFO//conj//17 effektivt//AB|POS//advmod//19 och//KN//cc//24 att//SN//mark//24 styrelsen//NN|UTR|SIN|DEF|NOM//nsubj//24 fullgör//VB|PRS|AKT//conj//17 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//26 uppgifter//NN|UTR|PLU|IND|NOM//obj//24 .//MAD//punct//2


3.4.2 Om avgående verkställande direktör av valberedningen föreslås som styrelsens ordförande i nära anslutning till sin avgång från uppdraget som verkställande direktör skall förslaget särskilt motiveras.;Huruvida//SN//mark//3 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 är//VB|PRS|AKT//cop//3 lämpligt//JJ|POS|NEU|SIN|IND|NOM//ROOT//3 att//SN//mark//8 avgående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 verkställande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 direktör//NN|UTR|SIN|IND|NOM//nsubj:pass//8 väljs//VB|PRS|SFO//csubj//3 till//PP//case//10 styrelseordförande//NN|UTR|SIN|IND|NOM//obl//8 i//PP//case//13 nära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 anslutning//NN|UTR|SIN|IND|NOM//nmod//10 till//PP//case//16 sin//PS|UTR|SIN|DEF//nmod:poss//16 avgång//NN|UTR|SIN|IND|NOM//nmod//13 måste//VB|PRS|AKT//aux//18 avgöras//VB|INF|SFO//conj//3 från//PP//case//20 fall//NN|NEU|SIN|IND|NOM//obl//18 till//PP//case//22 fall//NN|NEU|SIN|IND|NOM//obl//18 .//MID//punct//3
3.4.2 Om avgående verkställande direktör av valberedningen föreslås som styrelsens ordförande i nära anslutning till sin avgång från uppdraget som verkställande direktör skall förslaget särskilt motiveras.;Dock//AB//advmod//26 bör//VB|PRS|AKT//aux//26 styrelseordförande//NN|UTR|SIN|IND|NOM//parataxis//3 –//RG|NOM//punct//30 liksom//PP//case//30 enskild//JJ|POS|UTR|SIN|IND|NOM//amod//30 styrelseledamot//NN|UTR|SIN|IND|NOM//obl//26 –//RG|NOM//punct//30 som//HP|-|-|-//nsubj//36 tidigare//AB|KOM//advmod//36 varit//VB|SUP|AKT//cop//36 verkställande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//36 direktör//NN|UTR|SIN|IND|NOM//nsubj//40 i//PP//case//38 bolaget//NN|NEU|SIN|DEF|NOM//nmod//36 inte//AB//advmod//40 agera//VB|INF|AKT//conj//26 på//PP//case//44 ett//DT|NEU|SIN|IND//det//44 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//44 sätt//NN|NEU|SIN|IND|NOM//obl//40 att//SN//mark//47 arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//47 försvåras//VB|PRS|SFO//acl//44 för//PP//case//51 ny//JJ|POS|UTR|SIN|IND|NOM//amod//51 verkställande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//51 direktör//NN|UTR|SIN|IND|NOM//obl//47 .//MAD//punct//26


