Promemoria;2013-11-11//RG|NOM//ROOT//0
Svenska Hockeyligan;Från//PP//case//126 Stiftelsen//NN|UTR|SIN|DEF|NOM//nmod//126 Tryggare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//79 Sveriges//PM|GEN//nmod:poss//128 kartläggning//NN|UTR|SIN|IND|NOM//obj//79 av//PP//case//130 våld//NN|NEU|SIN|IND|NOM//nmod//128 ,//MID//punct//132 hot//NN|NEU|PLU|IND|NOM//conj//130 och//KN//cc//134 trakasserier//NN|NEU|PLU|IND|NOM//conj//130 vet//VB|PRS|AKT//conj//79 man//PN|UTR|SIN|IND|SUB//nsubj//135 att//SN//mark//139 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//139 förekommer//VB|PRS|AKT//ccomp//135 mycket//JJ|POS|NEU|SIN|IND|NOM//amod//141 våld//NN|NEU|SIN|IND|NOM//nsubj//139 ,//MID//punct//145 och//KN//cc//145 framförallt//AB//advmod//145 hot//NN|NEU|PLU|IND|NOM//conj//139 ,//MID//punct//145 inom//PP//case//148 ishockeyn//NN|UTR|SIN|DEF|NOM//obl//139 .//MAD//punct//79
Svenska Hockeyligan;SHL//PM|NOM//nsubj//151 avser//VB|PRS|AKT//parataxis//79 därför//AB//mark//154 att//IE//mark//154 definiera//VB|INF|AKT//advcl//151 vad//HP|NEU|SIN|IND//dislocated//157 som//HP|-|-|-//nsubj:pass//157 avses//VB|PRS|SFO//ccomp//154 med//PP//case//159 våld//NN|NEU|SIN|IND|NOM//obl//157 och//KN//cc//161 hot//NN|NEU|SIN|IND|NOM//conj//159 inom//PP//case//163 organisationen//NN|UTR|SIN|DEF|NOM//nmod//161 ,//MID//punct//166 samt//KN//cc//166 utarbeta//VB|INF|AKT//conj//154 en//DT|UTR|SIN|IND//det//168 riktlinje//NN|UTR|SIN|IND|NOM//obj//166 för//PP//mark//175 hur//HA//advmod//175 våld//NN|NEU|SIN|IND|NOM//nsubj:pass//175 och//KN//cc//173 hot//NN|NEU|SIN|IND|NOM//conj//171 ska//VB|PRS|AKT//aux//175 hanteras//VB|INF|SFO//advcl//166 .//MAD//punct//79
Svenska Hockeyligan;Vidare//AB|KOM//advmod//3 har//VB|PRS|AKT//aux//3 SHL//PM|NOM//nsubj//3 tagit//VB|SUP|AKT//ROOT//3 åt//PL//case//5 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//3 av//PP//case//7 kritiken//NN|UTR|SIN|DEF|NOM//obl//3 att//SN//mark//11 organisationen//NN|UTR|SIN|DEF|NOM//nsubj//11 inte//AB//advmod//11 använder//VB|PRS|AKT//ccomp//3 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//11 av//PP//case//14 arrangörsavstängningar//NN|UTR|PLU|IND|NOM//obl//11 .//MAD//punct//3
Svenska Hockeyligan;Anledningen//NN|UTR|SIN|DEF|NOM//obj//3 till//PP//case//18 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//16 är//VB|PRS|AKT//conj//3 främst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//advmod//3 att//SN//mark//25 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//25 inte//AB//advmod//25 är//VB|PRS|AKT//cop//25 bekvämt//JJ|POS|NEU|SIN|IND|NOM//ccomp//3 för//PP//case//27 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//25 som//HP|-|-|-//nsubj//30 ska//VB|PRS|AKT//aux//30 utfärda//VB|INF|AKT//acl:relcl//27 avstängningen//NN|UTR|SIN|DEF|NOM//obj//30 att//IE//mark//33 utföra//VB|INF|AKT//xcomp//30 en//DT|UTR|SIN|IND//det//36 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//36 åtgärd//NN|UTR|SIN|IND|NOM//obj//33 .//MAD//punct//3
Svenska Hockeyligan;Där//AB//advmod//41 måste//VB|PRS|AKT//aux//41 SHL//PM|NOM//nsubj//41 skapa//VB|INF|AKT//parataxis//3 en//DT|UTR|SIN|IND//det//43 trygghet//NN|UTR|SIN|IND|NOM//obj//41 så//AB//mark//47 att//SN//fixed//44 man//PN|UTR|SIN|IND|SUB//nsubj//47 vågar//VB|PRS|AKT//advcl//41 använda//VB|INF|AKT//xcomp//47 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//48 av//PP//case//52 det//DT|NEU|SIN|DEF//det//52 instrumentet//NN|NEU|SIN|DEF|NOM//obl//48 .//MAD//punct//41
Svenska Hockeyligan;SHL//PM|NOM//nsubj//56 måste//VB|PRS|AKT//aux//56 bestämma//VB|INF|AKT//parataxis//41 i//PP//mark//62 vilka//HD|UTR/NEU|PLU|IND//det//59 fall//NN|NEU|PLU|IND|NOM//obl//62 arrangörsavstängningar//NN|UTR|PLU|IND|NOM//nsubj:pass//62 ska//VB|PRS|AKT//aux//62 tillämpas//VB|INF|SFO//ccomp//56 och//KN//cc//64 implementera//VB|INF|AKT//conj//62 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//64 i//PP//case//67 organisationen//NN|UTR|SIN|DEF|NOM//obl//64 .//MID//punct//56
Svenska Hockeyligan;När//HA//case//72 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//69 gäller//VB|PRS|AKT//fixed//69 frågan//NN|UTR|SIN|DEF|NOM//obl//77 om//PP//case//74 ordningsstörningar//NN|UTR|PLU|IND|NOM//nmod//72 ska//VB|PRS|AKT//aux//77 påföljden//NN|UTR|SIN|DEF|NOM//nsubj:pass//77 baseras//VB|INF|SFO//advcl//56 på//PP//mark//82 hur//HA//advmod//82 klubben//NN|UTR|SIN|DEF|NOM//nsubj//82 har//VB|PRS|AKT//aux//82 levt//VB|SUP|AKT//advcl//77 upp//PL//compound:prt//82 till//PP//case//85 regelverket//NN|NEU|SIN|DEF|NOM//obl//82 ,//MID//punct//90 inte//AB//advmod//90 till//PP//case//90 den//DT|UTR|SIN|DEF//det//90 incident//NN|UTR|SIN|IND|NOM//conj//56 som//HP|-|-|-//nsubj:pass//94 faktiskt//AB|POS//advmod//94 har//VB|PRS|AKT//aux//94 inträffat//VB|SUP|AKT//acl:relcl//90 .//MAD//punct//41
Svenska Hockeyligan;Om//SN//mark//100 en//DT|UTR|SIN|IND//det//98 klubb//NN|UTR|SIN|IND|NOM//nsubj//100 har//VB|PRS|AKT//aux//100 vidtagit//VB|SUP|AKT//dislocated//114 alla//DT|UTR/NEU|PLU|IND/DEF//det//103 förebyggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//103 åtgärder//NN|UTR|PLU|IND|NOM//obj//100 i//PP//case//107 enlighet//NN|UTR|SIN|IND|NOM//fixed//104 med//PP//fixed//104 SHL//PM|NOM//obl//100 ://MID//punct//100 s//JJ|AN//amod//110 regelverk//NN|NEU|SIN|IND|NOM//appos//100 så//AB//advcl//114 kan//VB|PRS|AKT//aux//114 klubben//NN|UTR|SIN|DEF|NOM//nsubj//114 undgå//VB|INF|AKT//parataxis//41 böter//NN|UTR|PLU|IND|NOM//obj//114 .//MAD//punct//41
Svenska Hockeyligan;Motsvarande//NN|NEU|SIN|IND|NOM//conj//41 gäller//VB|PRS|AKT//conj//41 att//SN//mark//123 en//DT|UTR|SIN|IND//det//121 klubb//NN|UTR|SIN|IND|NOM//nsubj//123 kan//VB|PRS|AKT//aux//123 ådra//VB|INF|AKT//ccomp//41 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//123 böter//NN|UTR|PLU|IND|NOM//obj//123 om//SN//mark//130 man//PN|UTR|SIN|IND|SUB//nsubj//130 inte//AB//advmod//130 har//VB|PRS|AKT//aux//130 levt//VB|SUP|AKT//advcl//123 upp//PL//compound:prt//130 till//PP//case//133 regelverket//NN|NEU|SIN|DEF|NOM//obl//130 ,//MID//punct//142 även//AB//mark//142 om//SN//fixed//135 ingen//DT|UTR|SIN|IND//det//138 incident//NN|UTR|SIN|IND|NOM//obj//142 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//142 facto//UO//aux//142 har//VB|PRS|AKT//aux//142 inträffat//VB|SUP|AKT//advcl//130 .//MAD//punct//41
Svenska Hockeyligan;SHL//PM|NOM//nsubj//1 lär//VB|PRS|AKT//ROOT//1 av//PP//case//4 det//DT|NEU|SIN|DEF//det//4 arbete//NN|NEU|SIN|IND|NOM//obl//1 som//HP|-|-|-//obj//7 fotbollen//NN|UTR|SIN|DEF|NOM//nsubj//7 bedriver//VB|PRS|AKT//acl:relcl//4 ,//MID//punct//13 men//KN//cc//13 samarbetet//NN|NEU|SIN|DEF|NOM//nsubj//13 kan//VB|PRS|AKT//aux//13 alltid//AB//advmod//13 bli//VB|INF|AKT//conj//1 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//13 .//MAD//punct//13
Svenska Hockeyligan;Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//17 Hockeyligan//NN|UTR|SIN|DEF|NOM//nsubj//18 tittar//VB|PRS|AKT//parataxis//13 bl.a.//AB|AN//advmod//18 på//PP//mark//22 att//IE//mark//22 utveckla//VB|INF|AKT//advcl//18 en//DT|UTR|SIN|IND//det//24 funktion//NN|UTR|SIN|IND|NOM//nmod//27 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//26 fotbollens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 Supporter//PM|NOM//nmod//29 Liason//PM|NOM//nmod//29 Officer-funktion//PM|NOM//obj//22 (//PAD//punct//29 SLO//PM|NOM//appos//29 )//PAD//punct//29 .//MAD//punct//1

Stockholms-Alliansen;Bo//PM|NOM//ROOT//0 Jeppsson//PM|NOM//nsubj//0 och//KN//cc//3 Urban//PM|NOM//conj//1 Rybrink//PM|NOM//flat:name//3
Stockholms-Alliansen;Stockholms-Alliansen//NN|UTR|SIN|DEF|NOM//nsubj//3 är//VB|PRS|AKT//cop//3 ett//DT|NEU|SIN|IND//det//3 samarbete//NN|NEU|SIN|IND|NOM//ROOT//3 mellan//PP//case//5 föreningarna//NN|UTR|PLU|DEF|NOM//nmod//3 Hammarby//PM|NOM//nmod//7 IF//PM|NOM//nmod//5 ,//MID//punct//9 AIK//PM|NOM//conj//7 och//KN//cc//11 Djurgården//PM|NOM//conj//7 IF//PM|NOM//nmod//3 och//KN//cc//15 har//VB|PRS|AKT//aux//15 funnits//VB|SUP|SFO//conj//3 sedan//PP//case//17 1940-talet//NN|NEU|SIN|DEF|NOM//obl//15 .//MID//punct//3
Stockholms-Alliansen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//20 finns//VB|PRS|SFO//parataxis//3 ingen//DT|UTR|SIN|IND//det//23 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 organisation//NN|UTR|SIN|IND|NOM//nsubj//20 i//PP//case//25 världen//NN|UTR|SIN|DEF|NOM//nmod//23 .//MAD//punct//20
Stockholms-Alliansen;Föreningarna//NN|UTR|PLU|DEF|NOM//nsubj//28 har//VB|PRS|AKT//conj//3 en//DT|UTR|SIN|IND//det//31 lång//JJ|POS|UTR|SIN|IND|NOM//amod//31 erfarenhet//NN|UTR|SIN|IND|NOM//obj//28 av//PP//case//33 utbildning//NN|UTR|SIN|IND|NOM//nmod//31 och//KN//cc//35 delar//VB|PRS|AKT//conj//33 erfarenheter//NN|UTR|PLU|IND|NOM//conj//33 med//PP//case//38 varandra//PN|UTR/NEU|PLU|DEF|OBJ//nmod//36 och//KN//cc//42 med//PP//case//42 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 föreningar//NN|UTR|PLU|IND|NOM//conj//33 .//MAD//punct//28
Stockholms-Alliansen;Stockholms-Alliansen//NN|UTR|SIN|DEF|NOM//nsubj//1 menar//VB|PRS|AKT//ROOT//1 att//SN//mark//5 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//4 aktörer//NN|UTR|PLU|IND|NOM//nsubj//5 pratar//VB|PRS|AKT//ccomp//1 om//PP//case//7 samordning//NN|UTR|SIN|IND|NOM//obl//5 ,//MID//punct//10 men//KN//cc//10 samordnar//VB|PRS|AKT//conj//5 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//10 inte//AB//advmod//10 .//MAD//punct//10
Stockholms-Alliansen;Endast//AB//advmod//18 genom//PP//case//18 en//DT|UTR|SIN|IND//det//18 gemensam//JJ|POS|UTR|SIN|IND|NOM//amod//18 insats//NN|UTR|SIN|IND|NOM//obl//5 kan//VB|PRS|AKT//aux//21 man//PN|UTR|SIN|IND|SUB//nsubj//21 komma//VB|INF|AKT//conj//1 till//PP//compound:prt//21 rätta//NN|UTR|-|-|-//fixed//22 med//PP//case//27 de//DT|UTR/NEU|PLU|DEF//det//27 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 problemen//NN|NEU|PLU|DEF|NOM//obl//21 .//MAD//punct//1
Stockholms-Alliansen;Stockholms-Alliansen//NN|UTR|SIN|DEF|NOM//nsubj//1 framhåller//VB|PRS|AKT//ROOT//1 att//SN//mark//5 SLO-funktionen//NN|NEU|PLU|DEF|NOM//nsubj//5 redan//AB//advmod//5 spelar//VB|PRS|AKT//ccomp//1 en//DT|UTR|SIN|IND//det//8 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//8 roll//NN|UTR|SIN|IND|NOM//obj//5 och//KN//cc//12 kommer//VB|PRS|AKT//aux//12 att//IE//mark//12 bli//VB|INF|AKT//conj//5 en//DT|UTR|SIN|IND//det//17 allt//AB//advmod//15 mer//AB|KOM//advmod//16 central//JJ|POS|UTR|SIN|IND|NOM//amod//17 funktion//NN|UTR|SIN|IND|NOM//xcomp//12 inom//PP//case//23 ramen//NN|UTR|SIN|DEF|NOM//fixed//18 för//PP//fixed//18 det//DT|NEU|SIN|DEF//det//23 aktuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//23 arbetet//NN|NEU|SIN|DEF|NOM//obl//12 .//MID//punct//1
Stockholms-Alliansen;Då//HA//case//26 SLO//PM|NOM//obl//1 ://MID//punct//26 erna//NN|UTR|PLU|DEF|NOM//nsubj//30 är//VB|PRS|AKT//cop//30 kontaktytan//NN|UTR|SIN|DEF|NOM//parataxis//26 mot//PP//case//32 supportrarna//NN|UTR|PLU|DEF|NOM//obl//30 är//VB|PRS|AKT//cop//36 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//36 främst//AB|SUV//advmod//36 SLO//PM|NOM//ccomp//1 ://MID//punct//36
Stockholms-Alliansen;erna//NN|UTR|PLU|DEF|NOM//appos//36 som//HP|-|-|-//nsubj//40 har//VB|PRS|AKT//acl:relcl//38 möjlighet//NN|UTR|SIN|IND|NOM//obj//40 att//IE//mark//43 skapa//VB|INF|AKT//acl//41 den//DT|UTR|SIN|DEF//det//46 nödvändiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//46 dialogen//NN|UTR|SIN|DEF|NOM//obj//43 med//PP//case//48 supportrarna//NN|UTR|PLU|DEF|NOM//obl//43 och//KN//cc//50 förändra//VB|INF|AKT//conj//43 attityden//NN|UTR|SIN|DEF|NOM//obj//50 inom//PP//case//53 supportergrupperna//NN|UTR|PLU|DEF|NOM//nmod//51 .//MID//punct//43
Stockholms-Alliansen;SLO//PM|NOM//obj//43 ://MID//punct//55 erna//NN|UTR|PLU|DEF|NOM//nsubj//58 gör//VB|PRS|AKT//conj//1 redan//AB//advmod//58 idag//AB//advmod//58 ett//DT|NEU|SIN|IND//det//63 fantastiskt//JJ|POS|NEU|SIN|IND|NOM//amod//63 arbete//NN|NEU|SIN|IND|NOM//obj//58 ,//MID//punct//75 men//KN//cc//75 för//PP//mark//69 att//IE//mark//69 ytterligare//AB|KOM//advmod//69 förstärka//VB|INF|AKT//advcl//75 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//72 viktiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//72 roll//NN|UTR|SIN|IND|NOM//obj//69 vill//VB|PRS|AKT//aux//75 Stockholms-Alliansen//PM|NOM//nsubj//75 höja//VB|INF|AKT//conj//58 SLO//PM|NOM//obj//75 ://MID//punct//76
Stockholms-Alliansen;ernas//NN|UTR|SIN|IND|GEN//nmod:poss//79 kunskapsnivå//NN|UTR|SIN|IND|NOM//obj//75 genom//PP//case//83 en//DT|UTR|SIN|IND//det//83 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//83 högskoleutbildning//NN|UTR|SIN|IND|NOM//nmod//79 .//MAD//punct//1
Stockholms-Alliansen;Stockholms-Alliansen//NN|UTR|SIN|DEF|NOM//nsubj//86 bidrar//VB|PRS|AKT//conj//1 gärna//AB|POS//advmod//86 med//PP//case//90 sin//PS|UTR|SIN|DEF//nmod:poss//90 kompetens//NN|UTR|SIN|IND|NOM//obl//86 ,//MID//punct//92 tar//VB|PRS|AKT//conj//86 ansvar//NN|NEU|SIN|IND|NOM//obj//92 för//PP//obl//92 ,//MID//punct//86 och//KN//cc//97 medverkar//VB|PRS|AKT//conj//86 till//PP//case//99 förverkligandet//NN|NEU|SIN|DEF|NOM//obl//97 av//PP//case//103 en//DT|UTR|SIN|IND//det//103 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//103 SLO-utbildning//NN|UTR|SIN|IND|NOM//nmod//99 .//MAD//punct//1
Stockholms-Alliansen;Stockholms-Alliansen//NN|UTR|SIN|DEF|NOM//nsubj//106 menar//VB|PRS|AKT//parataxis//1 att//SN//mark//110 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//110 endast//AB//advmod//110 är//VB|PRS|AKT//ccomp//106 genom//PP//mark//113 att//IE//mark//113 utforma//VB|INF|AKT//advcl//110 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//113 som//KN//case//117 en//DT|UTR|SIN|IND//det//117 högskoleutbildning//NN|UTR|SIN|IND|NOM//obl//113 som//HP|-|-|-//obl//121 SLO-funktionen//NN|UTR|SIN|DEF|NOM//nsubj//121 kan//VB|PRS|AKT//aux//121 få//VB|INF|AKT//acl:relcl//117 den//DT|UTR|SIN|DEF//det//123 status//NN|UTR|SIN|IND|NOM//obj//121 och//KN//cc//126 den//DT|UTR|SIN|DEF//det//126 kompetens//NN|UTR|SIN|IND|NOM//conj//113 som//HP|-|-|-//nsubj:pass//128 behövs//VB|PRS|SFO//acl:relcl//126 .//MAD//punct//1

Svenska Fotbollssupporterunionen;Tony//PM|NOM//ROOT//0 Ernst//PM|NOM//flat:name//0 ,//MID//punct//0 ordförande//NN|UTR|SIN|IND|NOM//appos//0
Svenska Fotbollssupporterunionen;Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//1 Fotbollssupporterunionen//NN|UTR|SIN|DEF|NOM//nsubj//5 (//PAD//punct//1 SFSU//PM|NOM//appos//1 )//PAD//punct//1 representerar//VB|PRS|AKT//ROOT//5 alla//DT|UTR/NEU|PLU|IND/DEF//det//8 organiserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//8 supporterföreningar//NN|UTR|PLU|IND|NOM//obj//5 i//PP//case//10 Allsvenskan//PM|NOM//nmod//8 och//KN//cc//12 Superettan//NN|UTR|SIN|DEF|NOM//conj//10 ,//MID//punct//5 med//PP//case//18 nästan//AB//advmod//16 30//RG|NOM//nummod//17 000//RG|NOM//nummod//18 medlemmar//NN|UTR|PLU|IND|NOM//obl//5 .//MAD//punct//5
Svenska Fotbollssupporterunionen;I//PP//case//22 föreningens//NN|UTR|SIN|DEF|GEN//nmod:poss//22 styrelse//NN|UTR|SIN|IND|NOM//obl//23 finns//VB|PRS|SFO//parataxis//5 representanter//NN|UTR|PLU|IND|NOM//nsubj//23 från//PP//case//28 de//DT|UTR/NEU|PLU|DEF//det//28 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 supporterföreningarna//NN|UTR|PLU|DEF|NOM//nmod//24 ,//MID//punct//28 som//HP|-|-|-//nsubj//33 normalt//AB|POS//advmod//33 är//VB|PRS|AKT//cop//33 fiender//NN|UTR|PLU|IND|NOM//acl:relcl//28 .//MAD//punct//5
Svenska Fotbollssupporterunionen;SFSU//PM|NOM//nsubj//39 har//VB|PRS|AKT//aux//39 under//PP//case//38 åren//NN|NEU|PLU|DEF|NOM//obl//39 blivit//VB|SUP|AKT//parataxis//5 en//DT|UTR|SIN|IND//det//42 stabil//JJ|POS|UTR|SIN|IND|NOM//amod//42 samtalspartner//NN|UTR|SIN|IND|NOM//xcomp//39 som//HP|-|-|-//nsubj//44 har//VB|PRS|AKT//acl:relcl//42 ett//DT|NEU|SIN|IND//det//47 visst//JJ|POS|NEU|SIN|IND|NOM//amod//47 ansvar//NN|NEU|SIN|IND|NOM//obj//44 då//HA//advmod//50 organisationen//NN|UTR|SIN|DEF|NOM//nsubj//50 representerar//VB|PRS|AKT//advcl//44 alla//DT|UTR/NEU|PLU|IND/DEF//det//52 de//PN|UTR/NEU|PLU|DEF|SUB//obj//50 som//HP|-|-|-//nsubj//54 går//VB|PRS|AKT//acl:relcl//52 på//PP//case//56 matcherna//NN|UTR|PLU|DEF|NOM//obl//54 .//MAD//punct//5
Svenska Fotbollssupporterunionen;I//PP//case//1 Europa//PM|NOM//obl//2 följer//VB|PRS|AKT//ROOT//2 supporterkulturen//NN|UTR|SIN|DEF|NOM//nsubj//2 lagets//NN|NEU|SIN|DEF|GEN//nmod:poss//5 UEFA-ranking//NN|UTR|SIN|IND|NOM//obj//2 ,//MID//punct//5 ju//KN//advmod//12 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 ranking//NN|UTR|SIN|IND|NOM//nsubj:pass//12 desto//AB//advmod//11 starkare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 supporternärvaro//NN|NEU|PLU|IND|NOM//appos//5 .//MID//punct//2
Svenska Fotbollssupporterunionen;Svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//15 fotbollssupporterskap//NN|NEU|SIN|IND|NOM//nsubj//20 är//VB|PRS|AKT//cop//20 speciellt//JJ|POS|NEU|SIN|IND|NOM//advmod//20 på//PP//case//20 så//AB//amod//20 sätt//NN|NEU|SIN|IND|NOM//parataxis//2 att//SN//mark//25 man//PN|UTR|SIN|IND|SUB//nsubj//25 i//PP//case//24 Sverige//PM|NOM//obl//25 är//VB|PRS|AKT//acl//20 mån//JJ|POS|UTR|SIN|IND|NOM//obj//25 om//PP//case//29 sitt//PS|NEU|SIN|DEF//nmod:poss//29 lag//NN|NEU|SIN|IND|NOM//obl//25 ,//MID//punct//25 oavsett//AB|POS//mark//37 var//VB|PRT|AKT//nsubj//37 i//PP//case//34 rankingen//NN|UTR|SIN|DEF|NOM//obl//37 ens//PS|UTR/NEU|SIN/PLU|DEF//advmod//37 favoritlag//NN|NEU|SIN|IND|NOM//nsubj//37 ligger//VB|PRS|AKT//conj//25 .//MID//punct//2
Svenska Fotbollssupporterunionen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//42 är//VB|PRS|AKT//cop//42 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 supportar//NN|UTR|PLU|IND|NOM//parataxis//2 som//HP|-|-|-//nsubj//45 bara//AB//advmod//45 kommer//VB|PRS|AKT//acl:relcl//42 för//PP//mark//48 att//IE//mark//48 uppleva//VB|INF|AKT//advcl//45 stämningen//NN|UTR|SIN|DEF|NOM//obj//48 på//PP//case//51 läktaren//NN|UTR|SIN|DEF|NOM//nmod//49 .//MAD//punct//42
Svenska Fotbollssupporterunionen;SFSU//PM|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 i//PP//advmod//4 stort//AB//amod//4 nöjd//PC|PRF|UTR|SIN|IND|NOM//ROOT//4 med//PP//case//7 de//DT|UTR/NEU|PLU|DEF//det//7 förslag//NN|NEU|PLU|IND|NOM//obl//4 som//HP|-|-|-//obj//10 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//10 presenterar//VB|PRS|AKT//acl:relcl//7 ,//MID//punct//4 men//KN//cc//13 har//VB|PRS|AKT//conj//4 dock//AB//advmod//13 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 invändningar//NN|UTR|PLU|IND|NOM//obj//13 .//MAD//punct//4
Svenska Fotbollssupporterunionen;SFSU//PM|NOM//nsubj//20 vill//VB|PRS|AKT//aux//20 se//VB|INF|AKT//parataxis//4 mer//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 prevention//NN|UTR|SIN|IND|NOM//obj//20 och//KN//cc//25 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 repression//NN|UTR|SIN|IND|NOM//conj//22 .//MAD//punct//20
Svenska Fotbollssupporterunionen;Fokus//NN|NEU|SIN|IND|NOM//advmod//20 i//PP//case//29 diskussionen//NN|UTR|SIN|DEF|NOM//nmod//27 ligger//VB|PRS|AKT//conj//4 nu//AB//advmod//30 på//PP//case//33 lagändringar//NN|UTR|PLU|IND|NOM//obl//30 .//MAD//punct//4
Svenska Fotbollssupporterunionen;SFSU//PM|NOM//nsubj//36 anser//VB|PRS|AKT//parataxis//4 att//SN//mark//40 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//40 är//VB|PRS|AKT//cop//40 viktigt//JJ|POS|NEU|SIN|IND|NOM//ccomp//36 att//IE//mark//43 istället//AB//advmod//43 fokusera//VB|INF|AKT//csubj//40 på//PP//case//47 de//DT|UTR/NEU|PLU|DEF//det//47 positiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 supportergrupperna//NN|UTR|PLU|DEF|NOM//obl//43 .//MAD//punct//36
Svenska Fotbollssupporterunionen;Vidare//AB|KOM//advmod//52 måste//VB|PRS|AKT//aux//52 SFSU//PM|NOM//nsubj:pass//52 ses//VB|INF|SFO//parataxis//36 som//KN//case//56 en//DT|UTR|SIN|IND//det//56 självklar//JJ|POS|UTR|SIN|IND|NOM//amod//56 samtalspartner//NN|UTR|SIN|IND|NOM//xcomp//52 i//PP//case//60 de//DT|UTR/NEU|PLU|DEF//det//60 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 diskussionerna//NN|UTR|PLU|DEF|NOM//nmod//56 och//KN//cc//62 inkluderas//VB|PRS|SFO//conj//52 i//PP//case//66 det//DT|NEU|SIN|DEF//det//66 fortsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//66 arbetet//NN|NEU|SIN|DEF|NOM//obl//62 .//MAD//punct//4

Sveriges kommuner och landsting;Madeleine//PM|NOM//ROOT//0 Sjöstedt//PM|NOM//flat//0 ,//MID//punct//0 ordförande//NN|UTR|SIN|IND|NOM//conj//0 i//PP//case//5 beredningen//NN|UTR|SIN|DEF|NOM//nmod//3 för//PP//case//7 kultur//NN|UTR|SIN|IND|NOM//nmod//5 och//KN//cc//9 fritid//NN|UTR|SIN|IND|NOM//conj//7
Sveriges kommuner och landsting;Sveriges//PM|GEN//nmod:poss//1 kommuner//NN|UTR|PLU|IND|NOM//nsubj//12 och//KN//cc//3 landsting//NN|NEU|SIN|IND|NOM//conj//1 (//PAD//punct//1 SKL//PM|NOM//appos//1 )//PAD//punct//1 anför//VB|PRS|AKT//mark//12 att//SN//fixed//7 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//12 ofta//AB|POS//advmod//12 får//VB|PRS|AKT//aux//12 ta//VB|INF|AKT//ROOT//12 konsekvenserna//NN|UTR|PLU|DEF|NOM//obj//12 av//PP//case//16 idrottsrelaterad//PC|PRF|UTR|SIN|IND|NOM//amod//16 brottslighet//NN|UTR|SIN|IND|NOM//nmod//13 .//MAD//punct//12
