Statsrådet Lars-Erik Lövdén ;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 bemyndigade//VB|PRT|AKT//ROOT//1 genom//PP//case//3 beslut//NN|NEU|SIN|IND|NOM//obl//1 den//DT|UTR|SIN|DEF//det//6 21//RG|NOM//nummod//6 december//NN|UTR|SIN|IND|NOM//obl//1 2000//RG|NOM//nummod//6 det//DT|NEU|SIN|DEF//det//9 statsråd//NN|NEU|SIN|IND|NOM//obl//1 som//HP|-|-|-//nsubj//11 ansvarar//VB|PRS|AKT//acl:relcl//9 för//PP//case//13 frågor//NN|UTR|PLU|IND|NOM//obl//11 om//PP//case//16 kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//16 ekonomi//NN|UTR|SIN|IND|NOM//nmod//13 att//IE//mark//18 tillkalla//VB|INF|AKT//acl//16 en//DT|UTR|SIN|IND//det//21 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//21 utredare//NN|UTR|SIN|IND|NOM//obj//18 med//PP//case//23 uppdrag//NN|NEU|SIN|IND|NOM//obl//18 att//IE//mark//25 utreda//VB|INF|AKT//acl//23 frågan//NN|UTR|SIN|DEF|NOM//obj//25 om//PP//case//28 kontroll//NN|UTR|SIN|IND|NOM//nmod//26 och//KN//cc//30 omprövning//NN|UTR|SIN|IND|NOM//conj//28 av//PP//case//32 beslut//NN|NEU|SIN|IND|NOM//nmod//30 om//PP//case//34 utbetalning//NN|UTR|SIN|IND|NOM//obl//25 i//PP//case//36 kommunkontosystemet//NN|NEU|SIN|DEF|NOM//nmod//34 .//MAD//punct//1
5.3.3 Handläggningen;Sådan//JJ|POS|UTR|SIN|IND|NOM//amod//39 kommunikation//NN|UTR|SIN|IND|NOM//nsubj:pass//42 kan//VB|PRS|AKT//aux//42 dock//AB//advmod//42 underlåtas//VB|INF|SFO//ROOT//42 om//SN//mark//46 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//46 är//VB|PRS|AKT//cop//46 onödig//JJ|POS|UTR|SIN|IND|NOM//advcl//42 .//MAD//punct//42
5.3.3 Handläggningen;Så//AB//advmod//51 kan//VB|PRS|AKT//aux//51 vara//VB|INF|AKT//cop//51 fallet//NN|NEU|SIN|DEF|NOM//parataxis//42 t.ex.//AB|AN//advmod//55 då//HA//mark//55 beslutet//NN|NEU|SIN|DEF|NOM//nsubj//55 avser//VB|PRS|AKT//acl:relcl//51 utbetalning//NN|UTR|SIN|IND|NOM//obj//55 av//PP//case//58 ersättning//NN|UTR|SIN|IND|NOM//nmod//56 i//PP//case//62 enlighet//NN|UTR|SIN|IND|NOM//fixed//59 med//PP//fixed//59 ansökan//NN|UTR|SIN|IND|NOM//obl//55 eller//KN//cc//66 då//HA//advmod//66 ett//DT|NEU|SIN|IND//det//66 yttrande//NN|NEU|SIN|IND|NOM//nsubj//71 från//PP//case//68 kommunen//NN|UTR|SIN|DEF|NOM//nmod//66 inte//AB//advmod//71 skulle//VB|PRT|AKT//aux//71 medföra//VB|INF|AKT//conj//51 ett//DT|NEU|SIN|IND//det//74 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//74 beslutsunderlag//NN|NEU|SIN|IND|NOM//obj//71 ,//MID//punct//74 såsom//KN//case//78 vid//PP//case//78 ränteberäkning//NN|UTR|SIN|IND|NOM//obl//71 enligt//PP//case//81 18//RG|NOM//nummod//81 §//NN|AN//nmod//78 eller//KN//cc//84 vid//PP//case//84 rättelse//NN|UTR|SIN|IND|NOM//conj//81 av//PP//case//86 felräkningar//NN|UTR|PLU|IND|NOM//nmod//84 ,//MID//punct//88 misskrivningar//NN|UTR|PLU|IND|NOM//conj//86 ,//MID//punct//90 felöverföringar//NN|UTR|PLU|IND|NOM//conj//86 och//KN//cc//93 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//93 förbiseenden//NN|NEU|PLU|IND|NOM//conj//86 av//PP//case//95 kommunen//NN|UTR|SIN|DEF|NOM//nmod//93 .//MAD//punct//42
5.3.3 Handläggningen;Förvaltningslagens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 bestämmelse//NN|UTR|SIN|IND|NOM//nsubj//28 om//PP//mark//8 att//SN//mark//8 ett//DT|NEU|SIN|IND//det//5 ärende//NN|NEU|SIN|IND|NOM//nsubj:pass//8 inte//AB//advmod//8 får//VB|PRS|AKT//aux//8 avgöras//VB|INF|SFO//acl//1 utan//PP//mark//13 att//SN//mark//13 part//NN|UTR|SIN|IND|NOM//nsubj:pass//13 har//VB|PRS|AKT//aux//13 underrättats//VB|SUP|SFO//advcl//8 om//PP//case//15 uppgift//NN|UTR|SIN|IND|NOM//obl//13 som//HP|-|-|-//nsubj:pass//18 har//VB|PRS|AKT//aux//18 tillförts//VB|SUP|SFO//acl:relcl//15 genom//PP//case//21 någon//DT|UTR|SIN|IND//det//21 annan//JJ|POS|UTR|SIN|IND|NOM//obl//18 än//KN//case//23 honom//PN|UTR|SIN|DEF|OBJ//nmod//21 själv//JJ|POS|UTR|SIN|IND|NOM//amod//23 och//KN//cc//28 han//PN|UTR|SIN|DEF|SUB//nsubj//28 har//VB|PRS|AKT//aux//28 fått//VB|SUP|AKT//ROOT//28 tillfälle//NN|NEU|SIN|IND|NOM//obj//28 att//IE//mark//31 yttra//VB|INF|AKT//acl//29 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//31 över//PP//case//34 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//31 gäller//VB|PRS|AKT//xcomp//28 endast//AB//advmod//35 om//SN//mark//39 ärendet//NN|NEU|SIN|DEF|NOM//nsubj//39 avser//VB|PRS|AKT//advcl//35 myndighetsutövning//NN|UTR|SIN|IND|NOM//obj//39 mot//PP//case//43 någon//DT|UTR|SIN|IND//det//43 enskild//JJ|POS|UTR|SIN|IND|NOM//nmod//40 .//MAD//punct//28
5.3.3 Handläggningen;Bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//50 torde//VB|PRT|AKT//aux//50 därför//AB//advmod//50 inte//AB//advmod//50 vara//VB|INF|AKT//cop//50 tillämplig//JJ|POS|UTR|SIN|IND|NOM//parataxis//28 på//PP//case//52 ärenden//NN|NEU|PLU|IND|NOM//obl//50 enligt//PP//case//54 lagen//NN|UTR|SIN|DEF|NOM//nmod//52 om//PP//case//56 mervärdesskattekonton//NN|NEU|PLU|IND|NOM//nmod//54 .//MAD//punct//50
5.3.3 Handläggningen;Mot//PP//case//59 bakgrund//NN|UTR|SIN|IND|NOM//obl//67 av//PP//case//63 de//DT|UTR/NEU|PLU|DEF//det//63 föreslagna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//63 bestämmelserna//NN|UTR|PLU|DEF|NOM//nmod//59 om//PP//case//65 revision//NN|UTR|SIN|IND|NOM//nmod//63 (//PAD//punct//59 se//VB|IMP|AKT//conj//50 avsnitt//NN|NEU|SIN|IND|NOM//nmod//69 5.4//RG|NOM//obj//67 )//PAD//punct//67 bör//VB|PRS|AKT//aux//79 en//DT|UTR|SIN|IND//det//74 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//74 bestämmelse//NN|UTR|SIN|IND|NOM//nsubj:pass//79 om//PP//case//76 kommunikation//NN|UTR|SIN|IND|NOM//nmod//74 med//PP//case//78 kommunen//NN|UTR|SIN|DEF|NOM//nmod//76 införas//VB|INF|SFO//conj//50 .//MAD//punct//50
5.3.3 Handläggningen;Kommunikationsskyldigheten//NN|UTR|SIN|DEF|NOM//nsubj//84 skall//VB|PRS|AKT//aux//84 således//AB//advmod//84 gälla//VB|INF|AKT//parataxis//50 i//PP//case//89 fråga//NN|UTR|SIN|IND|NOM//fixed//85 om//PP//fixed//85 t.ex.//AB|AN//advmod//89 revisionspromemorior//NN|UTR|PLU|IND|NOM//obl//84 .//MAD//punct//94
5.3.3 Handläggningen;Kommunikation//NN|UTR|SIN|IND|NOM//nsubj:pass//94 kan//VB|PRS|AKT//aux//94 dock//AB//advmod//94 underlåtas//VB|INF|SFO//conj//50 om//SN//mark//99 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//99 är//VB|PRS|AKT//cop//99 uppenbart//AB|POS//advmod//99 onödigt//JJ|POS|NEU|SIN|IND|NOM//advcl//94 ,//MID//punct//99 t.ex.//AB|AN//advmod//102 då//HA//advmod//105 ersättningsbeslutet//NN|NEU|SIN|DEF|NOM//nsubj//105 inte//AB//advmod//105 går//VB|PRS|AKT//advcl//99 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//105 emot//PL//advmod//105 eller//KN//cc//111 då//HA//mark//111 uppgiften//NN|UTR|SIN|DEF|NOM//nsubj//111 saknar//VB|PRS|AKT//conj//105 betydelse//NN|UTR|SIN|IND|NOM//obj//111 för//PP//case//114 utgången//NN|UTR|SIN|DEF|NOM//obl//111 i//PP//case//116 ersättningsärendet//NN|NEU|SIN|DEF|NOM//nmod//114 .//MAD//punct//50
5.3.3 Handläggningen;Förslagen//NN|NEU|PLU|DEF|NOM//nsubj//119 föranleder//VB|PRS|AKT//conj//28 en//DT|UTR|SIN|IND//det//122 ny//JJ|POS|UTR|SIN|IND|NOM//amod//122 bestämmelse//NN|UTR|SIN|IND|NOM//obj//119 ,//MID//punct//122 13//RG|NOM//nummod//125 §//NN|AN//nmod//126 lagen//NN|UTR|SIN|DEF|NOM//obl//119 om//PP//case//128 mervärdesskattekonton//NN|NEU|PLU|IND|NOM//nmod//126 .//MAD//punct//119

5.3.4 Beslut genom automatiserad databehandling;I//PP//advmod//2 dag//NN|UTR|SIN|IND|NOM//fixed//0 beviljas//VB|PRS|SFO//advcl//10 ersättning//NN|UTR|SIN|IND|NOM//nsubj:pass//2 i//PP//case//7 enlighet//NN|UTR|SIN|IND|NOM//fixed//4 med//PP//fixed//4 ansökan//NN|UTR|SIN|IND|NOM//obl//2 och//KN//cc//9 beslut//NN|NEU|SIN|IND|NOM//conj//7 fattas//VB|PRS|SFO//ROOT//10 genom//PP//mark//16 att//SN//mark//16 ansökningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//16 om//PP//case//15 ersättning//NN|UTR|SIN|IND|NOM//nmod//13 signeras//VB|PRS|SFO//advcl//10 av//PP//case//20 den//DT|UTR|SIN|DEF//det//20 beslutande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 tjänstemannen//NN|UTR|SIN|DEF|NOM//obl:agent//16 .//MAD//punct//10
5.3.4 Beslut genom automatiserad databehandling;På//PP//case//23 skatteområdet//NN|NEU|SIN|DEF|NOM//obl//24 finns//VB|PRS|SFO//conj//10 i//PP//case//31 4//RG|NOM//nummod//27 kap.//NN|AN//nmod//28 2//RG|NOM//nummod//31 a//NN|NEU|SIN|IND|NOM//case//30 §//NN|AN//nmod//31 taxeringslagen//NN|UTR|SIN|DEF|NOM//obl//24 och//KN//cc//35 28//RG|NOM//nummod//34 §//NN|AN//nmod//35 skattebetalningsförordningen//NN|UTR|SIN|DEF|NOM//conj//31 (//PAD//punct//37 1997:750//RG|NOM//appos//35 )//PAD//punct//39 regler//NN|UTR|PLU|IND|NOM//conj//35 om//PP//mark//44 att//SN//mark//44 beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//44 får//VB|PRS|AKT//aux//44 fattas//VB|INF|SFO//acl//39 genom//PP//case//47 automatisk//JJ|POS|UTR|SIN|IND|NOM//amod//47 databehandling//NN|UTR|SIN|IND|NOM//obl//44 i//PP//case//50 de//DT|UTR/NEU|PLU|DEF//det//50 fall//NN|NEU|PLU|IND|NOM//obl//44 skälen//NN|NEU|PLU|DEF|NOM//obj//44 för//PP//case//53 beslutet//NN|NEU|SIN|DEF|NOM//obl//44 enligt//PP//case//56 20//RG|NOM//nummod//56 §//NN|AN//nmod//53 första//RO|NOM//amod//58 stycket//NN|NEU|SIN|DEF|NOM//nmod//56 1//RG|NOM//nummod//60 förvaltningslagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//62 får//VB|PRS|AKT//aux//62 utelämnas//VB|INF|SFO//conj//24 .//MAD//punct//24
5.3.4 Beslut genom automatiserad databehandling;Så//AB//advmod//66 är//VB|PRS|AKT//cop//66 fallet//NN|NEU|SIN|DEF|NOM//parataxis//24 när//HA//mark//70 beslutet//NN|NEU|SIN|DEF|NOM//nsubj//70 inte//AB//advmod//70 går//VB|PRS|AKT//advcl//83 någon//DT|UTR|SIN|IND//det//72 part//NN|UTR|SIN|IND|NOM//obj//70 emot//PP//advmod//70 eller//KN//fixed//73 om//SN//fixed//73 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//73 av//PP//case//80 någon//DT|UTR|SIN|IND//det//80 annan//JJ|POS|UTR|SIN|IND|NOM//amod//80 anledning//NN|UTR|SIN|IND|NOM//obl//70 är//VB|PRS|AKT//cop//83 uppenbart//AB|POS//advmod//83 obehövligt//JJ|POS|NEU|SIN|IND|NOM//amod//66 att//IE//mark//85 upplysa//VB|INF|AKT//csubj//83 om//PP//case//87 skälen//NN|NEU|PLU|DEF|NOM//obl//85 .//MAD//punct//66
5.3.4 Beslut genom automatiserad databehandling;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//94 kan//VB|PRS|AKT//aux//94 enligt//PP//case//93 vår//PS|UTR|SIN|DEF//nmod:poss//93 mening//NN|UTR|SIN|IND|NOM//obl//94 finnas//VB|INF|SFO//parataxis//66 skäl//NN|NEU|SIN|IND|NOM//obj//94 att//IE//mark//97 föra//VB|INF|AKT//advcl//94 in//PL//compound:prt//97 en//DT|UTR|SIN|IND//det//100 bestämmelse//NN|UTR|SIN|IND|NOM//obj//97 i//PP//case//102 förordningen//NN|UTR|SIN|DEF|NOM//nmod//100 om//PP//case//104 ersättning//NN|UTR|SIN|IND|NOM//nmod//102 för//PP//case//106 mervärdesskatt//NN|UTR|SIN|IND|NOM//nmod//104 om//PP//mark//109 att//SN//mark//109 beslut//NN|NEU|SIN|IND|NOM//obl//97 om//PP//case//111 ersättning//NN|UTR|SIN|IND|NOM//nmod//109 enligt//PP//case//113 lagen//NN|UTR|SIN|DEF|NOM//nmod//111 om//PP//mark//117 mervärdesskattekonton//NN|NEU|PLU|IND|NOM//nsubj:pass//117 får//VB|PRS|AKT//aux//117 fattas//VB|INF|SFO//acl//109 genom//PP//case//120 automatiserad//PC|PRF|UTR|SIN|IND|NOM//amod//120 databehandling//NN|UTR|SIN|IND|NOM//obl//117 efter//PP//case//122 mönster//NN|NEU|SIN|IND|NOM//obl//117 i//PP//case//124 taxeringslagen//NN|UTR|SIN|DEF|NOM//nmod//122 och//KN//cc//126 skattebetalningsförordningen//NN|UTR|SIN|DEF|NOM//conj//124 .//MAD//punct//109
5.3.4 Beslut genom automatiserad databehandling;De//DT|UTR/NEU|PLU|DEF//det//1 möjligheter//NN|UTR|PLU|IND|NOM//nsubj//16 till//PP//case//3 kontroll//NN|UTR|SIN|IND|NOM//nmod//1 av//PP//case//6 yrkad//PC|PRF|UTR|SIN|IND|NOM//amod//6 ersättning//NN|UTR|SIN|IND|NOM//nmod//3 och//KN//cc//8 omprövning//NN|UTR|SIN|IND|NOM//conj//6 av//PP//case//10 ersättningsbeslut//NN|NEU|PLU|IND|NOM//nmod//8 som//HP|-|-|-//obj//13 vi//PN|UTR|PLU|DEF|SUB//nsubj//13 föreslår//VB|PRS|AKT//acl:relcl//1 torde//VB|PRT|AKT//aux//16 dock//AB//advmod//16 innebära//VB|INF|AKT//ROOT//16 att//SN//mark//22 särskilt//AB//advmod//19 uppsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//22 ,//MID//punct//21 motiverade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//19 beslut//NN|NEU|PLU|IND|NOM//obj//16 i//PP//case//26 något//AB//det//26 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//26 utsträckning//NN|UTR|SIN|IND|NOM//obl//16 än//KN//mark//32 i//PP//advmod//32 dag//NN|UTR|SIN|IND|NOM//fixed//28 kommer//VB|PRS|AKT//aux//32 att//IE//mark//32 utformas//VB|INF|SFO//acl//26 .//MAD//punct//16
5.3.4 Beslut genom automatiserad databehandling;Självfallet//AB|POS//advmod//37 måste//VB|PRS|AKT//aux//37 ett//DT|NEU|SIN|IND//det//37 omprövningsbeslut//NN|NEU|SIN|IND|NOM//parataxis//16 som//HP|-|-|-//nsubj//39 ålägger//VB|PRS|AKT//acl:relcl//37 kommunen//NN|UTR|SIN|DEF|NOM//obj//39 återbetalningsskyldighet//NN|UTR|SIN|IND|NOM//nsubj:pass//47 av//PP//case//46 ett//DT|NEU|SIN|IND//det//46 tidigare//AB|KOM//advmod//45 uppburet//PC|PRF|NEU|SIN|IND|NOM//amod//46 ersättningsbelopp//NN|NEU|SIN|IND|NOM//nmod//41 motiveras//VB|PRS|SFO//conj//37 .//MAD//punct//16
5.3.4 Beslut genom automatiserad databehandling;Förslaget//NN|NEU|SIN|DEF|NOM//nsubj//1 föranleder//VB|PRS|AKT//ROOT//1 en//DT|UTR|SIN|IND//det//4 ändrad//PC|PRF|UTR|SIN|IND|NOM//amod//4 lydelse//NN|UTR|SIN|IND|NOM//obj//1 av//PP//case//8 3//RG|NOM//nummod//7 §//NN|AN//nmod//8 förordningen//NN|UTR|SIN|DEF|NOM//nmod//4 om//PP//case//10 ersättning//NN|UTR|SIN|IND|NOM//nmod//8 för//PP//case//12 mervärdesskatt//NN|UTR|SIN|IND|NOM//nmod//10 .//MAD//punct//1

5.4 Fördjupad utredning – revision;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//nsubj//6 ://MID//punct//1
5.4 Fördjupad utredning – revision; //_SP////2 Riksskatteverket//NN|NEU|SIN|DEF|NOM//appos//1 skall//VB|PRS|AKT//aux//6 handha//VB|INF|AKT//ROOT//6 den//DT|UTR|SIN|DEF//det//9 externa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//9 kontrollen//NN|UTR|SIN|DEF|NOM//obj//6 av//PP//case//11 kommunkontosystemet//NN|NEU|SIN|DEF|NOM//nmod//9 .//MAD//punct//6
5.4 Fördjupad utredning – revision;Riksskatteverket//NN|NEU|SIN|DEF|NOM//nsubj//2 får//VB|PRS|AKT//aux//2 besluta//VB|INF|AKT//ROOT//2 om//PP//case//4 revision//NN|UTR|SIN|IND|NOM//obl//2 hos//PP//case//6 kommunen//NN|UTR|SIN|DEF|NOM//nmod//4 och//KN//cc//10 får//VB|PRS|AKT//aux//10 härvid//AB//advmod//10 uppdra//VB|INF|AKT//conj//2 åt//PP//case//13 en//DT|UTR|SIN|IND//det//13 skattemyndighet//NN|UTR|SIN|IND|NOM//obl//10 att//IE//mark//15 genomföra//VB|INF|AKT//acl//13 revisionen//NN|UTR|SIN|DEF|NOM//obj//15 .//MAD//punct//2
5.4 Fördjupad utredning – revision;Kommunen//NN|UTR|SIN|DEF|NOM//nsubj//2 skall//VB|PRS|AKT//aux//2 lämna//VB|INF|AKT//ROOT//2 Riksskatteverket//NN|NEU|SIN|DEF|NOM//iobj//2 den//DT|UTR|SIN|DEF//det//5 hjälp//NN|UTR|SIN|IND|NOM//obj//2 som//HP|-|-|-//nsubj:pass//7 behövs//VB|PRS|SFO//acl:relcl//5 vid//PP//case//9 revisionen//NN|UTR|SIN|DEF|NOM//obl//7 .//MAD//punct//2

5.4.1 Vem skall utföra revisionen?;Kontrollfunktionen//NN|UTR|SIN|DEF|NOM//nsubj:pass//5 har//VB|PRS|AKT//aux//5 i//PP//case//4 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 utredningssammanhang//NN|NEU|PLU|IND|NOM//obl//5 föreslagits//VB|SUP|SFO//ROOT//5 ligga//VB|INF|AKT//xcomp//5 på//PP//case//10 de//DT|UTR/NEU|PLU|DEF//det//10 regionala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 skattemyndigheterna//NN|UTR|PLU|DEF|NOM//obl//6 .//MAD//punct//5
5.4.1 Vem skall utföra revisionen?;Ansvaret//NN|NEU|SIN|DEF|NOM//nsubj:pass//17 för//PP//case//16 den//DT|UTR|SIN|DEF//det//16 utökade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//16 kontrollen//NN|UTR|SIN|DEF|NOM//nmod//12 föreslogs//VB|PRT|SFO//parataxis//5 av//PP//case//19 remissinstanser//NN|UTR|PLU|IND|NOM//obl:agent//17 åligga//VB|INF|AKT//xcomp//17 ,//MID//punct//20 som//KN//case//23 alternativ//NN|NEU|PLU|IND|NOM//advcl//20 till//PP//case//27 de//DT|UTR/NEU|PLU|DEF//det//27 regionala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 skattemyndigheterna//NN|UTR|PLU|DEF|NOM//obl//20 ,//MID//punct//30 kommunens//NN|UTR|SIN|DEF|GEN//nmod:poss//30 revisorer//NN|UTR|PLU|IND|NOM//conj//27 ,//MID//punct//32 Riksrevisionsverket//NN|NEU|SIN|DEF|NOM//conj//27 eller//KN//cc//35 Särskilda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//35 skattekontoret//NN|NEU|SIN|DEF|NOM//conj//27 i//PP//case//37 Ludvika//PM|NOM//nmod//35 (//PAD//punct//27 Riksskatteverket//NN|NEU|SIN|DEF|NOM//appos//27 )//PAD//punct//20 .//MAD//punct//5
5.4.1 Vem skall utföra revisionen?;Skatteförvaltningen//NN|UTR|SIN|DEF|NOM//ROOT//0
5.4.1 Vem skall utföra revisionen?;Riksskatteverket//NN|NEU|SIN|DEF|NOM//nsubj//3 är//VB|PRS|AKT//cop//3 central//JJ|POS|UTR|SIN|IND|NOM//amod//3 förvaltningsmyndighet//NN|UTR|SIN|IND|NOM//ROOT//3 för//PP//case//5 frågor//NN|UTR|PLU|IND|NOM//nmod//3 om//PP//case//7 skatter//NN|UTR|PLU|IND|NOM//nmod//5 ,//MID//punct//9 socialavgifter//NN|UTR|PLU|IND|NOM//conj//7 ,//MID//punct//11 mervärdesskattebaserad//PC|PRF|UTR|SIN|IND|NOM//amod//12 avgift//NN|UTR|SIN|IND|NOM//conj//7 till//PP//case//14 EUbudgeten//NN|UTR|SIN|DEF|NOM//nmod//12 ,//MID//punct//16 folkbokföring//NN|UTR|SIN|IND|NOM//conj//14 och//KN//cc//18 val//NN|NEU|SIN|IND|NOM//conj//14 samt//KN//cc//21 för//PP//case//21 frågor//NN|UTR|PLU|IND|NOM//conj//7 om//PP//case//24 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 brottsutredningar//NN|UTR|PLU|IND|NOM//nmod//21 .//MAD//punct//3
5.4.1 Vem skall utföra revisionen?;Riksskatteverket//NN|NEU|SIN|DEF|NOM//nsubj//27 leder//VB|PRS|AKT//parataxis//3 och//KN//cc//29 ansvarar//VB|PRS|AKT//conj//27 för//PP//case//34 skatteförvaltningens//NN|UTR|SIN|DEF|GEN//nmod:poss//34 och//KN//cc//33 kronofogdemyndigheternas//NN|UTR|PLU|DEF|GEN//conj//31 verksamhet//NN|UTR|SIN|IND|NOM//obl//29 i//PP//case//36 Sverige//PM|NOM//nmod//34 .//MAD//punct//27
5.4.1 Vem skall utföra revisionen?;Riksskatteverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//39 uppgifter//NN|UTR|PLU|IND|NOM//nsubj//40 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj:pass//48 bl.a.//AB|AN//advmod//40 mervärdesskattekonton//NN|NEU|PLU|IND|NOM//obj//40 för//PP//case//44 kommuner//NN|UTR|PLU|IND|NOM//obl//40 och//KN//cc//46 landsting//NN|NEU|SIN|IND|NOM//conj//44 har//VB|PRS|AKT//aux//48 lokaliserats//VB|SUP|SFO//conj//27 ut//PL//advmod//48 till//PP//case//52 Särskilda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//52 skattekontoret//NN|NEU|SIN|DEF|NOM//obl//48 i//PP//case//54 Ludvika//PM|NOM//nmod//52 .//MAD//punct//27
5.4.1 Vem skall utföra revisionen?;Skattemyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//3 är//VB|PRS|AKT//cop//3 regional//JJ|POS|UTR|SIN|IND|NOM//amod//3 förvaltningsmyndighet//NN|UTR|SIN|IND|NOM//ROOT//3 för//PP//case//5 frågor//NN|UTR|PLU|IND|NOM//nmod//3 om//PP//case//7 skatter//NN|UTR|PLU|IND|NOM//nmod//5 ,//MID//punct//9 socialavgifter//NN|UTR|PLU|IND|NOM//conj//7 ,//MID//punct//12 pensionsgrundande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 inkomst//NN|UTR|SIN|IND|NOM//conj//7 ,//MID//punct//14 folkbokföring//NN|UTR|SIN|IND|NOM//conj//7 och//KN//cc//17 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 brottsutredningar//NN|UTR|PLU|IND|NOM//conj//7 .//MAD//punct//3
5.4.1 Vem skall utföra revisionen?;För//PP//mark//21 att//IE//mark//21 åstadkomma//VB|INF|AKT//advcl//29 en//DT|UTR|SIN|IND//det//23 beskattning//NN|UTR|SIN|IND|NOM//obj//21 i//PP//case//28 enlighet//NN|UTR|SIN|IND|NOM//fixed//24 med//PP//case//28 statsmakternas//NN|UTR|PLU|DEF|GEN//nmod:poss//28 beslut//NN|NEU|SIN|IND|NOM//nmod//23 bedriver//VB|PRS|AKT//parataxis//3 skatteförvaltningen//NN|UTR|SIN|DEF|NOM//obj//29 kontrollverksamhet//NN|UTR|SIN|IND|NOM//obj//29 ,//MID//punct//35 vilken//HP|UTR|SIN|IND//nsubj//35 kan//VB|PRS|AKT//aux//35 bestå//VB|INF|AKT//advcl//29 i//PP//case//37 skrivbordsgranskning//NN|UTR|SIN|IND|NOM//obl//35 ,//MID//punct//39 besök//NN|NEU|SIN|IND|NOM//conj//37 och//KN//cc//41 revision//NN|UTR|SIN|IND|NOM//conj//37 .//MAD//punct//29
5.4.1 Vem skall utföra revisionen?;Skatteförvaltningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 verksamhet//NN|UTR|SIN|IND|NOM//nsubj:pass//2 regleras//VB|PRS|SFO//ROOT//2 bl.a.//AB|AN//advmod//2 i//PP//case//5 förordningen//NN|UTR|SIN|DEF|NOM//obl//2 (//PAD//punct//5 1990:1293//RG|NOM//appos//5 )//PAD//punct//5 med//PP//case//10 instruktion//NN|UTR|SIN|IND|NOM//obl//2 för//PP//case//12 skatteförvaltningen//NN|UTR|SIN|DEF|NOM//nmod//10 .//MAD//punct//2
5.4.1 Vem skall utföra revisionen?;Den//DT|UTR|SIN|DEF//det//2 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 revisionen//NN|UTR|SIN|DEF|NOM//ROOT//2
