
INNEHÅLL;Referenser//NN|UTR|PLU|IND|NOM//ROOT//0
4 MÅLUPPFYLLELSE;Löfstedt//PM|NOM//parataxis//14 och//KN//cc//24 Nilsson//PM|NOM//conj//22 (//PAD//punct//24 2005//RG|NOM//nummod//24 )//PAD//punct//14 genomförde//VB|PRT|AKT//conj//9 djupintervjuer//NN|UTR|PLU|IND|NOM//obj//28 och//KN//cc//33 förnyad//PC|PRF|UTR|SIN|IND|NOM//amod//33 språklig//JJ|POS|UTR|SIN|IND|NOM//amod//33 testning//NN|UTR|SIN|IND|NOM//conj//29 med//PP//case//35 1518-åringar//NN|UTR|PLU|IND|NOM//nmod//33 som//KN//nsubj//41 tio//RG|NOM//nummod//38 år//NN|NEU|PLU|IND|NOM//nmod//39 tidigare//AB|KOM//advmod//41 hade//VB|PRT|AKT//aux//41 haft//VB|SUP|AKT//acl:relcl//33 logopedkontakt//NN|UTR|SIN|IND|NOM//obj//41 med//PP//case//44 anledning//NN|UTR|SIN|IND|NOM//obl//41 av//PP//case//47 språklig//JJ|POS|UTR|SIN|IND|NOM//amod//47 problematik//NN|UTR|SIN|IND|NOM//nmod//44 .//MAD//punct//9
4 MÅLUPPFYLLELSE;Jämfört//PC|PRF|NEU|SIN|IND|NOM//advmod//52 med//PP//case//52 normalspråkiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 jämnåriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj//53 hade//VB|PRT|AKT//parataxis//9 ungdomarna//NN|UTR|PLU|DEF|NOM//obj//53 signifikant//AB|POS//advmod//53 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//57 betyg//NN|NEU|PLU|IND|NOM//obj//53 i//PP//case//59 svenska//NN|UTR|SIN|IND|NOM//obl//53 ,//MID//punct//61 engelska//NN|UTR|SIN|IND|NOM//conj//59 och//KN//cc//63 matematik//NN|UTR|SIN|IND|NOM//conj//59 och//KN//cc//67 hade//VB|PRT|AKT//aux//67 också//AB//advmod//67 mottagit//VB|SUP|AKT//conj//53 specialpedagogiskt//JJ|POS|NEU|SIN|IND|NOM//amod//69 stöd//NN|NEU|SIN|IND|NOM//obj//67 i//PP//case//72 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//72 utsträckning//NN|UTR|SIN|IND|NOM//obl//67 .//MAD//punct//9
4 MÅLUPPFYLLELSE;Internationellt//AB|POS//advmod//1 har//VB|PRS|AKT//ROOT//1 måluppfyllelse//NN|UTR|SIN|IND|NOM//obj//1 i//PP//case//4 skolan//NN|UTR|SIN|DEF|NOM//nmod//2 studerats//VB|SUP|SFO//advcl//1 inom//PP//case//11 ramen//NN|UTR|SIN|DEF|NOM//fixed//6 för//PP//fixed//6 ett//DT|NEU|SIN|IND//det//10 flertal//NN|NEU|SIN|IND|NOM//nmod//11 studier//NN|UTR|PLU|IND|NOM//obl//5 om//PP//case//13 långtidseffekterna//NN|UTR|PLU|DEF|NOM//nmod//11 av//PP//case//15 språkstörning//NN|UTR|SIN|IND|NOM//nmod//13 i//PP//case//17 barndomen//NN|UTR|SIN|DEF|NOM//nmod//15 .//MAD//punct//1
4 MÅLUPPFYLLELSE;Snowling//PM|NOM//nsubj//29 ,//MID//punct//21 Adams//PM|NOM//conj//19 ,//MID//punct//23 Bishop//PM|NOM//conj//19 och//KN//cc//25 Stothard//PM|NOM//conj//19 (//PAD//punct//19 2001//RG|NOM//nummod//19 )//PAD//punct//19 undersökte//VB|PRT|AKT//parataxis//1 resultatet//NN|NEU|SIN|DEF|NOM//obj//29 på//PP//case//35 den//DT|UTR|SIN|DEF//det//34 brittiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//34 skolans//NN|UTR|SIN|DEF|GEN//nmod:poss//35 examensprov//NN|NEU|SIN|IND|NOM//nmod//30 GCSE//PM|NOM//xcomp//29 hos//PP//case//38 71//RG|NOM//nummod//39 avgångselever//NN|UTR|PLU|IND|NOM//obj//36 i//PP//case//43 16-17//RG|NOM//nummod//42 års//NN|NEU|PLU|IND|GEN//nmod:poss//43 ålder//NN|UTR|SIN|IND|NOM//obl//36 .//MAD//punct//29
4 MÅLUPPFYLLELSE;Eleverna//NN|UTR|PLU|DEF|NOM//nsubj//49 hade//VB|PRT|AKT//aux//49 ursprungligen//AB//advmod//49 varit//VB|SUP|AKT//cop//49 forskningspersoner//NN|UTR|PLU|IND|NOM//parataxis//29 i//PP//case//51 Bishop//PM|NOM//obl//49 och//KN//cc//53 Edmundsons//PM|GEN//conj//51 (//PAD//punct//49 1987//RG|NOM//nummod//49 )//PAD//punct//49 undersökning//NN|UTR|SIN|IND|NOM//parataxis//49 av//PP//case//59 utvecklingen//NN|UTR|SIN|DEF|NOM//nmod//57 av//PP//case//61 språkstörning//NN|UTR|SIN|IND|NOM//nmod//59 under//PP//case//63 förskoleåren//NN|NEU|PLU|DEF|NOM//nmod//61 .//MID//punct//57
4 MÅLUPPFYLLELSE;Bishop//PM|NOM//conj//57 och//KN//cc//67 Edmundson//PM|NOM//conj//65 (//PAD//punct//57 1987//RG|NOM//nummod//57 )//PAD//punct//49 fann//VB|PRT|AKT//conj//29 att//SN//advmod//71 av//PP//case//75 de//DT|UTR/NEU|PLU|DEF//det//75 barn//NN|NEU|PLU|IND|NOM//obl//71 som//HP|-|-|-//nsubj//81 vid//PP//case//80 fyra//RG|NOM//nummod//79 års//NN|NEU|PLU|IND|GEN//nmod:poss//80 ålder//NN|UTR|SIN|IND|NOM//obl//81 befanns//VB|PRT|SFO//acl:relcl//75 ha//VB|INF|AKT//acl:relcl//75 språkstörning//NN|UTR|SIN|IND|NOM//obj//82 hade//VB|PRT|AKT//aux//91 den//DT|UTR|SIN|DEF//det//87 muntliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//87 språkförmågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//91 hos//PP//case//90 ungefär//AB//advmod//90 hälften//NN|UTR|SIN|DEF|NOM//nmod//87 normaliserats//VB|SUP|SFO//conj//29 vid//PP//case//93 fem//RG|NOM//obl//91 och//KN//cc//98 ett//DT|NEU|SIN|IND//det//97 halvt//JJ|POS|NEU|SIN|IND|NOM//fixed//95 års//NN|NEU|SIN|IND|GEN//nmod:poss//98 ålder//NN|UTR|SIN|IND|NOM//conj//93 .//MAD//punct//29
4 MÅLUPPFYLLELSE;Snowling//PM|NOM//appos//29 et//PM|NOM//nummod//100 al//PM|NOM//nmod//100 .//MAD//punct//29
4 MÅLUPPFYLLELSE;(//PAD//punct//105 2001//RG|NOM//appos//29 )//PAD//punct//105 ville//VB|PRT|AKT//aux//108 undersöka//VB|INF|AKT//conj//29 skolframgången//NN|UTR|SIN|DEF|NOM//obj//108 hos//PP//case//113 de//DT|UTR/NEU|PLU|DEF//det//113 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//113 grupperna//NN|UTR|PLU|DEF|NOM//obl//108 ,//MID//punct//113 med//PP//case//118 kvarstående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//118 språkliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//118 svårigheter//NN|UTR|PLU|IND|NOM//nmod//113 respektive//AB//cc//120 normaliserad//PC|PRF|UTR|SIN|IND|NOM//amod//122 språklig//JJ|POS|UTR|SIN|IND|NOM//amod//122 förmåga//NN|UTR|SIN|IND|NOM//nmod//118 vid//PP//case//124 skolstart//NN|UTR|SIN|IND|NOM//nmod//118 ,//MID//punct//127 och//KN//cc//127 jämföra//VB|INF|AKT//conj//29 med//PP//case//130 en//DT|UTR|SIN|IND//det//130 kontrollgrupp//NN|UTR|SIN|IND|NOM//obl//127 med//PP//case//133 typisk//JJ|POS|UTR|SIN|IND|NOM//amod//133 språkutveckling//NN|UTR|SIN|IND|NOM//nmod//130 .//MAD//punct//29
4 MÅLUPPFYLLELSE;Artikelförfattarna//NN|UTR|PLU|DEF|NOM//nsubj//136 fann//VB|PRT|AKT//parataxis//29 att//SN//mark//149 eleverna//NN|UTR|PLU|DEF|NOM//nsubj:pass//149 som//HP|-|-|-//nsubj:pass//141 hade//VB|PRT|AKT//aux//141 normaliserats//VB|SUP|SFO//acl:relcl//138 vid//PP//case//143 fem//RG|NOM//obl//141 och//KN//cc//148 ett//DT|NEU|SIN|IND//det//147 halvt//JJ|POS|NEU|SIN|IND|NOM//fixed//145 års//NN|NEU|SIN|IND|GEN//nmod:poss//148 ålder//NN|UTR|SIN|IND|NOM//conj//143 anmäldes//VB|PRT|SFO//ccomp//136 till//PP//case//151 prov//NN|NEU|SIN|IND|NOM//obl//149 i//PP//case//155 lika//AB//advmod//154 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//155 ämnen//NN|NEU|PLU|IND|NOM//obl//149 som//KN//mark//157 jämförelsegruppen//NN|NEU|PLU|DEF|NOM//appos//155 men//KN//cc//159 fick//VB|PRT|AKT//conj//136 signifikant//AB|POS//advmod//159 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//162 betyg//NN|NEU|PLU|IND|NOM//obj//159 .//MAD//punct//136
4 MÅLUPPFYLLELSE;Svaret//NN|NEU|SIN|DEF|NOM//nsubj:pass//169 ,//MID//punct//167 enligt//PP//case//167 författarna//NN|UTR|PLU|DEF|NOM//nmod//164 ,//MID//punct//167 ges//VB|PRS|SFO//parataxis//136 av//PP//case//171 Stothard//PM|NOM//obl:agent//169 et//PM|NOM//flat//171 al//PM|NOM//obl//169 .//MAD//punct//169
4 MÅLUPPFYLLELSE;(//PAD//punct//176 1998//RG|NOM//nummod//181 )//PAD//punct//176 som//HP|-|-|-//case//181 vid//PP//case//181 språklig//JJ|POS|UTR|SIN|IND|NOM//amod//181 testning//NN|UTR|SIN|IND|NOM//obl//169 av//PP//case//184 samma//DT|UTR/NEU|SIN/PLU|IND//det//184 individer//NN|UTR|PLU|IND|NOM//nmod//181 ett//RG|NEU|SIN|IND|NOM//det//186 år//NN|NEU|SIN|IND|NOM//obl//189 tidigare//AB|KOM//advmod//189 kunde//VB|PRT|AKT//aux//189 konstatera//VB|INF|AKT//acl:relcl//181 att//SN//mark//209 gruppen//NN|UTR|SIN|DEF|NOM//nsubj//209 med//PP//case//196 normaliserad//PC|PRF|UTR|SIN|IND|NOM//amod//196 muntlig//JJ|POS|UTR|SIN|IND|NOM//amod//196 språklig//JJ|POS|UTR|SIN|IND|NOM//amod//196 förmåga//NN|UTR|SIN|IND|NOM//nmod//191 vid//PP//case//198 fem//RG|NOM//nmod//191 och//KN//cc//203 ett//DT|NEU|SIN|IND//det//202 halvt//JJ|POS|NEU|SIN|IND|NOM//fixed//200 års//NN|NEU|SIN|IND|GEN//nmod:poss//203 ålder//NN|UTR|SIN|IND|NOM//conj//198 fortfarande//AB//advmod//208 vid//PP//case//208 femton//RG|NOM//nummod//207 års//NN|NEU|PLU|IND|GEN//nmod:poss//208 ålder//NN|UTR|SIN|IND|NOM//nmod//191 hade//VB|PRT|AKT//ccomp//189 kvarstående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//211 svårigheter//NN|UTR|PLU|IND|NOM//obj//209 med//PP//case//214 fonologisk//JJ|POS|UTR|SIN|IND|NOM//amod//214 bearbetning//NN|UTR|SIN|IND|NOM//nmod//211 ,//MID//punct//214 som//HP|-|-|-//nsubj//220 i//PP//case//219 sin//PS|UTR|SIN|DEF//nmod:poss//219 tur//NN|UTR|SIN|IND|NOM//obl//220 resulterat//VB|SUP|AKT//acl:relcl//214 i//PP//case//222 svårigheter//NN|UTR|PLU|IND|NOM//obl//220 med//PP//case//224 läs-//VB|SMS//nmod//222 och//KN//cc//226 skrivinlärning//NN|UTR|SIN|IND|NOM//conj//224 .//MID//punct//181
4 MÅLUPPFYLLELSE;Dessa//DT|UTR/NEU|PLU|DEF//det//229 svårigheter//NN|UTR|PLU|IND|NOM//nsubj//232 tros//VB|PRS|SFO//aux//232 ha//VB|INF|AKT//aux//232 påverkat//VB|SUP|AKT//parataxis//181 elevernas//NN|UTR|PLU|DEF|GEN//nmod:poss//234 informationsinhämtning//NN|UTR|SIN|IND|NOM//obj//232 med//PP//case//237 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//237 konsekvenser//NN|UTR|PLU|IND|NOM//obl//232 på//PP//case//239 examensproven//NN|NEU|PLU|DEF|NOM//nmod//237 ,//MID//punct//239 där//HA//advmod//248 dessutom//AB//advmod//248 endast//AB//advmod//248 få//PN|UTR/NEU|PLU|IND|SUB/OBJ//aux//248 tros//VB|PRS|SFO//aux//248 ha//VB|INF|AKT//aux//248 fått//VB|SUP|AKT//aux//248 använda//VB|INF|AKT//acl:relcl//239 eventuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//250 hjälpmedel//NN|NEU|PLU|IND|NOM//obj//248 (//PAD//punct//181 Snowling//PM|NOM//appos//181 et//PM|NOM//nummod//252 al//PM|NOM//conj//252 .//MAD//punct//181 ,//MID//punct//257
4 MÅLUPPFYLLELSE;2001//RG|NOM//nummod//181 )//PAD//punct//257 .//MAD//punct//29
4 MÅLUPPFYLLELSE;Medan//SN//mark//6 gruppen//NN|UTR|SIN|DEF|NOM//nsubj:pass//6 vars//HS|DEF//nmod:poss//4 språkliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 förmåga//NN|UTR|SIN|IND|NOM//nsubj:pass//6 hade//VB|PRT|AKT//aux//6 normaliserats//VB|SUP|SFO//advcl//9 vid//PP//case//8 skolstart//NN|UTR|SIN|IND|NOM//obl//6 fick//VB|PRT|AKT//ROOT//9 sämre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 betyg//NN|NEU|SIN|IND|NOM//obj//9 än//KN//mark//13 jämförelsegruppen//NN|NEU|PLU|DEF|NOM//nsubj//14 översteg//VB|PRT|AKT//advcl//9 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//16 prestationer//NN|UTR|PLU|IND|NOM//obj//14 ändå//AB//advmod//9 vida//AB//advmod//9 de//PN|UTR/NEU|PLU|DEF|SUB//obj//9 för//PP//case//21 gruppen//NN|UTR|SIN|DEF|NOM//obl//9 med//PP//case//25 kvarstående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 språkliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 problem//NN|NEU|PLU|IND|NOM//nmod//21 .//MAD//punct//9
4 MÅLUPPFYLLELSE;Denna//DT|UTR|SIN|DEF//det//28 grupp//NN|UTR|SIN|IND|NOM//nsubj:pass//29 anmäldes//VB|PRT|SFO//parataxis//9 till//PP//case//35 endast//AB//advmod//32 hälften//NN|UTR|SIN|DEF|NOM//advmod//35 så//AB//advmod//34 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 examensprov//NN|NEU|PLU|IND|NOM//obl//29 som//KN//mark//37 jämförelsegrupperna//NN|UTR|PLU|DEF|NOM//acl//35 .//MAD//punct//9
4 MÅLUPPFYLLELSE;Artikelförfattarna//NN|UTR|PLU|DEF|NOM//nsubj//40 framhåller//VB|PRS|AKT//parataxis//9 dock//AB//advmod//40 att//SN//mark//48 eleverna//NN|UTR|PLU|DEF|NOM//nsubj//48 i//PP//case//46 hög//JJ|POS|UTR|SIN|IND|NOM//amod//46 utsträckning//NN|UTR|SIN|IND|NOM//obl//48 fick//VB|PRT|AKT//aux//48 godkänt//PC|PRF|NEU|SIN|IND|NOM//ccomp//40 på//PP//case//52 de//DT|UTR/NEU|PLU|DEF//det//52 få//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//52 examensprov//NN|NEU|PLU|IND|NOM//obl//48 som//HP|-|-|-//obj//55 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//55 anmäldes//VB|PRT|SFO//advcl//48 till//PP//case//55 ,//MID//punct//59 vilket//HP|NEU|SIN|IND//nsubj//59 tyder//VB|PRS|AKT//conj//9 på//PP//mark//64 att//SN//mark//64 skolan//NN|UTR|SIN|DEF|NOM//nsubj//64 endast//AB//advmod//64 lät//VB|PRT|AKT//ccomp//59 eleverna//NN|UTR|PLU|DEF|NOM//obj//64 examineras//VB|INF|SFO//xcomp//64 i//PP//case//69 de//DT|UTR/NEU|PLU|DEF//det//69 ämnen//NN|NEU|PLU|IND|NOM//obl//66 där//HA//advmod//75 ett//DT|NEU|SIN|IND//det//73 godkänt//PC|PRF|NEU|SIN|IND|NOM//amod//73 resultat//NN|NEU|SIN|IND|NOM//nsubj:pass//75 kunde//VB|PRT|AKT//aux//75 förväntas//VB|INF|SFO//acl:relcl//69 (//PAD//punct//75 Snowling//PM|NOM//appos//75 et//PM|NOM//nummod//77 al//PM|NOM//conj//77 .//MAD//punct//75 ,//MID//punct//82
4 MÅLUPPFYLLELSE;2001//RG|NOM//conj//75 )//PAD//punct//82 .//MAD//punct//9
4 MÅLUPPFYLLELSE;Med//PP//case//90 hänsyn//NN|UTR|SIN|IND|NOM//fixed//85 till//PP//fixed//85 den//DT|UTR|SIN|DEF//det//90 stora//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//90 variationen//NN|UTR|SIN|DEF|NOM//obl//98 i//PP//case//92 förmåga//NN|UTR|SIN|IND|NOM//nmod//90 mellan//PP//case//95 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//95 elever//NN|UTR|PLU|IND|NOM//nmod//92 med//PP//case//97 språkstörning//NN|UTR|SIN|IND|NOM//nmod//90 riskerar//VB|PRS|AKT//parataxis//9 detta//DT|NEU|SIN|DEF//det//100 förfarande//NN|NEU|SIN|IND|NOM//obj//98 ,//MID//punct//104 trots//PP//case//104 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//104 avsikter//NN|UTR|PLU|IND|NOM//obl//98 ,//MID//punct//9 leda//VB|INF|AKT//conj//9 till//PP//case//109 sänkta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//109 förväntningar//NN|UTR|PLU|IND|NOM//obl//106 på//PP//case//112 elevernas//NN|UTR|PLU|DEF|GEN//nmod:poss//112 förmåga//NN|UTR|SIN|IND|NOM//nmod//109 som//HP|-|-|-//nsubj//115 kan//VB|PRS|AKT//aux//115 hindra//VB|INF|AKT//acl:relcl//112 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//117 elever//NN|UTR|PLU|IND|NOM//obj//115 från//PP//mark//120 att//IE//mark//120 nå//VB|INF|AKT//advcl//115 sin//PS|UTR|SIN|DEF//nmod:poss//123 fulla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//123 potential//NN|UTR|SIN|IND|NOM//obj//120 .//MAD//punct//9
4 MÅLUPPFYLLELSE;Snowling//PM|NOM//parataxis//9 et//PM|NOM//nummod//125 al//PM|NOM//nmod//125 .//MAD//punct//9
4 MÅLUPPFYLLELSE;(//PAD//punct//130 2001//RG|NOM//punct//9 )//PAD//punct//130 föreslår//VB|PRS|AKT//conj//9 istället//AB//advmod//132 mer//AB|KOM//advmod//135 intensiv//JJ|POS|UTR|SIN|IND|NOM//amod//136 undervisning//NN|UTR|SIN|IND|NOM//obj//132 och//KN//cc//138 träning//NN|UTR|SIN|IND|NOM//conj//136 i//PP//case//143 läs-//VB|SMS//amod//143 och//KN//cc//142 skrivrelaterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//140 uppgifter//NN|UTR|PLU|IND|NOM//nmod//138 ,//MID//punct//9 eftersom//SN//mark//150 dessa//DT|UTR/NEU|PLU|DEF//det//147 förmågor//NN|UTR|PLU|IND|NOM//nsubj//150 är//VB|PRS|AKT//cop//150 särskilt//AB//advmod//150 relaterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//9 till//PP//case//152 skolframgång//NN|UTR|SIN|IND|NOM//obl//150 och//KN//cc//156 även//AB//advmod//156 tros//VB|PRS|SFO//aux//156 vålla//VB|INF|AKT//conj//150 problem//NN|NEU|PLU|IND|NOM//obj//156 i//PP//case//160 exempelvis//AB//advmod//160 matematik//NN|UTR|SIN|IND|NOM//obl//156 ,//MID//punct//160 där//HA//advmod//169 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//164 prestationer//NN|UTR|PLU|IND|NOM//nsubj:pass//169 från//PP//case//166 eleverna//NN|UTR|PLU|DEF|NOM//nmod//164 hade//VB|PRT|AKT//aux//169 kunnat//VB|SUP|AKT//aux//169 förväntas//VB|INF|SFO//acl:relcl//160 (//PAD//punct//169 Snowling//PM|NOM//appos//169 et//PM|NOM//nummod//171 al//PM|NOM//nummod//171 .//MAD//punct//169 ,//MID//punct//176
4 MÅLUPPFYLLELSE;2001//RG|NOM//conj//150 )//PAD//punct//176 .//MAD//punct//9
4 MÅLUPPFYLLELSE;Knox//PM|NOM//nsubj//26 (//PAD//punct//0 2002//RG|NOM//nummod//0 )//PAD//punct//0 studerade//VB|PRT|AKT//amod//5 måluppfyllelsen//NN|UTR|SIN|DEF|NOM//appos//0 i//PP//case//8 skolår//NN|NEU|SIN|IND|NOM//nmod//8 6//RG|NOM//nmod//5 hos//PP//case//12 100//RG|NOM//nummod//12 brittiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 barn//NN|NEU|PLU|IND|NOM//nmod//5 som//HP|-|-|-//nsubj//16 i//PP//case//15 förskoleåldern//NN|UTR|SIN|DEF|NOM//obl//16 gått//VB|SUP|AKT//acl:relcl//12 i//PP//case//18 språkförskola//NN|UTR|SIN|IND|NOM//obl//16 .//MAD//punct//0
4 MÅLUPPFYLLELSE;Hälften//NN|UTR|SIN|DEF|NOM//nsubj//26 av//PP//case//22 barnen//NN|NEU|PLU|DEF|NOM//nmod//20 hade//VB|PRT|AKT//aux//26 under//PP//case//25 skoltiden//NN|UTR|SIN|DEF|NOM//obl//26 gått//VB|SUP|AKT//ROOT//26 integrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//26 i//PP//case//30 vanlig//JJ|POS|UTR|SIN|IND|NOM//amod//30 skolklass//NN|UTR|SIN|IND|NOM//obl//26 ,//MID//punct//26 med//PP//case//35 eller//KN//cc//35 utan//PP//case//35 stödundervisning//NN|UTR|SIN|IND|NOM//obl//26 ,//MID//punct//26 medan//SN//mark//40 hälften//NN|UTR|SIN|DEF|NOM//nsubj//40 hade//VB|PRT|AKT//aux//40 getts//VB|SUP|SFO//advcl//26 fortsatt//VB|SUP|AKT//amod//43 språkligt//JJ|POS|NEU|SIN|IND|NOM//amod//43 stöd//NN|NEU|SIN|IND|NOM//obj//40 i//PP//case//46 antingen//KN//cc//46 språkklass//NN|UTR|SIN|IND|NOM//obl//40 eller//KN//cc//48 specialskola//NN|UTR|SIN|IND|NOM//conj//46 .//MAD//punct//26
4 MÅLUPPFYLLELSE;Barnen//NN|NEU|PLU|DEF|NOM//nsubj:pass//51 matchades//VB|PRT|SFO//parataxis//26 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//53 ålder//NN|UTR|SIN|IND|NOM//obl//51 och//KN//cc//55 kön//NN|NEU|SIN|IND|NOM//conj//53 .//MAD//punct//51
4 MÅLUPPFYLLELSE;Vid//PP//case//58 förtestning//NN|UTR|SIN|IND|NOM//obl//69 av//PP//case//61 icke-verbal//JJ|POS|UTR|SIN|IND|NOM//amod//61 intelligens//NN|UTR|SIN|IND|NOM//nmod//58 ,//MID//punct//63 korttidsminneskapacitet//NN|NEU|SIN|DEF|NOM//conj//58 ,//MID//punct//63 expressivt//JJ|POS|NEU|SIN|IND|NOM//amod//66 ordförråd//NN|NEU|SIN|IND|NOM//conj//58 och//KN//cc//68 språkförståelse//NN|UTR|SIN|IND|NOM//conj//66 presterade//VB|PRT|AKT//conj//51 barnen//NN|NEU|PLU|DEF|NOM//obj//69 som//HP|-|-|-//nsubj:pass//72 undervisats//VB|SUP|SFO//acl:relcl//70 i//PP//advmod//72 specialverksamhet//NN|UTR|SIN|IND|NOM//fixed//73 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//72 än//KN//case//77 eleverna//NN|UTR|PLU|DEF|NOM//obl//72 som//HP|-|-|-//nsubj:pass//80 hade//VB|PRT|AKT//aux//80 undervisats//VB|SUP|SFO//acl:relcl//77 integrerat//AB//xcomp//80 ,//MID//punct//86 men//KN//cc//86 skillnaderna//NN|UTR|PLU|DEF|NOM//nsubj//86 var//VB|PRT|AKT//cop//86 icke-signifikanta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//51 och//KN//cc//90 i//PP//case//89 analyserna//NN|UTR|PLU|DEF|NOM//obl//90 betraktades//VB|PRT|SFO//conj//51 grupperna//NN|UTR|PLU|DEF|NOM//nsubj:pass//90 därför//AB//advmod//90 som//KN//fixed//92 lika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//90 i//PP//case//97 alla//DT|UTR/NEU|PLU|IND/DEF//det//97 avseenden//NN|NEU|PLU|IND|NOM//obl//90 utom//PP//case//99 typ//NN|UTR|SIN|IND|NOM//nmod//97 av//PP//case//101 undervisning//NN|UTR|SIN|IND|NOM//nmod//99 .//MAD//punct//51
4 MÅLUPPFYLLELSE;På//PP//case//105 National//PM|NOM//amod//105 Curriculum//PM|NOM//obl//26 Assessment//PM|NOM//flat:name//105 ,//MID//punct//110 ett//DT|NEU|SIN|IND//det//110 nationellt//JJ|POS|NEU|SIN|IND|NOM//amod//110 prov//NN|NEU|SIN|IND|NOM//conj//105 i//PP//case//112 engelska//NN|UTR|SIN|IND|NOM//nmod//110 ,//MID//punct//114 matematik//NN|UTR|SIN|IND|NOM//conj//112 och//KN//cc//116 naturkunskap//NN|UTR|SIN|IND|NOM//conj//112 ,//MID//punct//118 noterades//VB|PRT|SFO//conj//26 signifikant//AB|POS//advmod//118 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//121 resultat//NN|NEU|PLU|IND|NOM//obj//118 jämfört//PC|PRF|NEU|SIN|IND|NOM//case//126 med//PP//fixed//122 det//DT|NEU|SIN|DEF//det//126 nationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//126 genomsnittet//NN|NEU|SIN|DEF|NOM//obl//118 .//MAD//punct//26
