4 1983 års Ubåtsskyddskommission ;Den//DT|UTR|SIN|DEF//det//2 21//RG|NOM//nummod//2 oktober//NN|UTR|SIN|IND|NOM//obl//4 1982//RG|NOM//nummod//2 tillkallades//VB|PRT|SFO//ROOT//4 en//DT|UTR|SIN|IND//det//6 kommission//NN|UTR|SIN|IND|NOM//nsubj:pass//4 med//PP//case//8 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//6 att//IE//mark//10 undersöka//VB|INF|AKT//acl//6 ubåtskränkningarna//NN|UTR|PLU|DEF|NOM//obj//10 av//PP//case//14 svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//14 territorium//NN|NEU|SIN|IND|NOM//nmod//11 .//MAD//punct//4
5 Politisk konfrontation och fortsatta kränkningar / 5.1 ”Affärerna”;En//DT|UTR|SIN|IND//det//2 allvarligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 kontrovers//NN|UTR|SIN|IND|NOM//nsubj//3 blev//VB|PRT|AKT//ROOT//3 den//DT|UTR|SIN|DEF//det//6 s.k.//AB|AN//amod//6 Bodström-affären//NN|UTR|SIN|DEF|NOM//xcomp//3 ,//MID//punct//6   //_SP////7 i//PP//mark//14 så//AB//fixed//9 måtto//NN|-|-|-|-//fixed//9 att//SN//mark//14 den//DT|UTR|SIN|DEF//nsubj//14 kulminerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//advcl//3 i//PP//case//16 februari//NN|UTR|SIN|IND|NOM//obl//14 1985//RG|NOM//nummod//16 i//PP//case//21 ett//DT|NEU|SIN|IND//det//21 formellt//JJ|POS|NEU|SIN|IND|NOM//amod//21 yrkande//NN|NEU|SIN|IND|NOM//obl//14 i//PP//case//23 riksdagen//NN|UTR|SIN|DEF|NOM//nmod//21 om//PP//case//25 misstroendeförklaring//NN|UTR|SIN|IND|NOM//nmod//23 mot//PP//case//27 utrikesministern//NN|UTR|SIN|DEF|NOM//nmod//25 i//PP//case//31 den//DT|UTR|SIN|DEF//det//31 socialdemokratiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//31 regeringen//NN|UTR|SIN|DEF|NOM//nmod//27 ,//MID//punct//33 Lennart//PM|NOM//nsubj//46 Bodström//PM|NOM//flat:name//33 ,//MID//punct//33 från//PP//case//40 en//DT|UTR|SIN|IND//det//40 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//40 borgerlig//JJ|POS|UTR|SIN|IND|NOM//amod//40 opposition//NN|UTR|SIN|IND|NOM//nmod//33 .//MAD//punct//33
5 Politisk konfrontation och fortsatta kränkningar / 5.1 ”Affärerna”;Bakgrunden//NN|UTR|SIN|DEF|NOM//appos//33 till//PP//case//44 yrkandet//NN|NEU|SIN|DEF|NOM//nmod//42 hade//VB|PRT|AKT//aux//46 varit//VB|SUP|AKT//parataxis//3 att//IE//punct//3
5 Politisk konfrontation och fortsatta kränkningar / 5.1 ”Affärerna”;Bodström//PM|NOM//nsubj//6 vid//PP//case//3 upprepade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//3 tillfällen//NN|NEU|PLU|IND|NOM//nmod//0 skulle//VB|PRT|AKT//aux//6 ha//VB|INF|AKT//aux//6 uttryckt//VB|SUP|AKT//ROOT//6 tvivel//NN|NEU|SIN|IND|NOM//obj//6 över//PP//mark//15 att//SN//mark//15 sedan//AB//case//11 Hårsfjärden-incidenten//NN|UTR|SIN|DEF|NOM//nsubj//15 några//DT|UTR/NEU|PLU|IND//det//13 ubåtsintrång//NN|NEU|PLU|IND|NOM//nmod//11 verkligen//AB//advmod//15 inträffat//VB|SUP|AKT//advcl//6 .//MAD//punct//6
5 Politisk konfrontation och fortsatta kränkningar / 5.1 ”Affärerna”;Därvidlag//AB//nsubj//18 hade//VB|PRT|AKT//parataxis//6 Bodström//PM|NOM//obj//18 ,//MID//punct//19 i//PP//case//22 jämförelse//NN|UTR|SIN|IND|NOM//obl//28 med//PP//case//25 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 regeringsledamöter//NN|UTR|PLU|IND|NOM//nmod//22 varit//VB|SUP|AKT//cop//28 mer//AB|KOM//advmod//28 frispråkig//JJ|POS|UTR|SIN|IND|NOM//conj//18 i//PP//case//30 sin//PS|UTR|SIN|DEF//nmod//28 mot//PP//case//33 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//33 ubåtsrapportering//NN|UTR|SIN|IND|NOM//nmod//28 riktade//PC|PRF|UTR/NEU|SIN|DEF|NOM//conj//18 skepticism//NN|UTR|SIN|IND|NOM//obj//34 .//MAD//punct//18
5 Politisk konfrontation och fortsatta kränkningar / 5.1 ”Affärerna”;Särskilt//AB//advmod//38 uppmärksammad//PC|PRF|UTR|SIN|IND|NOM//advmod//39 blev//VB|PRT|AKT//conj//6 rapporteringen//NN|UTR|SIN|DEF|NOM//xcomp//39 om//PP//mark//46 vad//HP|NEU|SIN|IND//obj//46 Bodström//PM|NOM//nsubj//46 skall//VB|PRS|AKT//aux//46 ha//VB|INF|AKT//aux//46 anfört//VB|SUP|AKT//advcl//39 vid//PP//case//49 en//DT|UTR|SIN|IND//det//49 middag//NN|UTR|SIN|IND|NOM//obl//46 i//PP//case//51 Stockholm//PM|NOM//nmod//49 med//PP//case//54 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 korrespondenter//NN|UTR|PLU|IND|NOM//nmod//49 från//PP//case//57 ledande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//57 nyhetsorganisationer//NN|UTR|PLU|IND|NOM//nmod//54 .//MID//punct//39
5 Politisk konfrontation och fortsatta kränkningar / 5.1 ”Affärerna”;Några//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//64 av//PP//case//63 de//DT|UTR/NEU|PLU|DEF//det//63 närvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//63 korrespondenterna//NN|UTR|PLU|DEF|NOM//nmod//59 publicerade//VB|PRT|AKT//parataxis//39 samstämmiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 versioner//NN|UTR|PLU|IND|NOM//obj//64 av//PP//mark//70 hur//HA//advmod//70 utrikesministern//NN|UTR|SIN|DEF|NOM//nsubj//70 uttryckt//VB|SUP|AKT//acl//66 sitt//PS|NEU|SIN|DEF//nmod:poss//72 tvivel//NN|NEU|SIN|IND|NOM//obj//70 om//PP//case//75 rapporterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//75 intrång//NN|NEU|PLU|IND|NOM//nmod//72 och//KN//cc//78 hans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//78 karaktärisering//NN|UTR|SIN|IND|NOM//conj//75 av//PP//case//81 all//DT|UTR|SIN|IND/DEF//det//81 uppmärksamhet//NN|UTR|SIN|IND|NOM//nmod//78 som//HP|-|-|-//obj//84 ubåtsjakten//NN|UTR|SIN|DEF|NOM//nsubj//84 fått//VB|SUP|AKT//acl:relcl//81 som//KN//mark//87 ”//PAD//punct//87 ubåtshysteri//NN|NEU|SIN|IND|NOM//xcomp//84 ”//PAD//punct//87 .//MID//punct//78
5 Politisk konfrontation och fortsatta kränkningar / 5.1 ”Affärerna”;Bodström//PM|NOM//nsubj//95 själv//JJ|POS|UTR|SIN|IND|NOM//amod//90 har//VB|PRS|AKT//aux//95 mot//PP//case//94 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//95 vidhållit//VB|SUP|AKT//conj//6 att//SN//mark//103 han//PN|UTR|SIN|DEF|SUB//nsubj//103 vid//PP//case//99 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//103 och//KN//cc//102 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//102 tillfällen//NN|NEU|PLU|IND|NOM//conj//99 hävdat//VB|SUP|AKT//ccomp//95 att//SN//mark//111 inga//DT|UTR/NEU|PLU|IND//det//106 kränkningar//NN|UTR|PLU|IND|NOM//nsubj//111 efter//PP//case//108 Hårsfjärden-incidenten//NN|UTR|SIN|DEF|NOM//nmod//106 har//VB|PRS|AKT//aux//111 kunnat//VB|SUP|AKT//aux//111 nationalitetsbestämmas//VB|INF|SFO//ccomp//103 och//KN//cc//116 att//SN//mark//116 han//PN|UTR|SIN|DEF|SUB//nsubj//116 inte//AB//advmod//116 förnekat//VB|SUP|AKT//conj//111 att//SN//mark//125 kränkningar//NN|UTR|PLU|IND|NOM//nsubj//125 av//PP//case//121 svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//121 territorium//NN|NEU|SIN|IND|NOM//nmod//118 av//PP//case//124 främmande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//124 ubåtar//NN|UTR|PLU|IND|NOM//nmod//121 förekommit//VB|SUP|AKT//ccomp//116 .//MAD//punct//95
5 Politisk konfrontation och fortsatta kränkningar / 5.1 ”Affärerna”;Man//PN|UTR|SIN|IND|SUB//nsubj//5 kan//VB|PRS|AKT//aux//5 i//PP//advmod//5 efterhand//AB//advmod//4 starkt//AB|POS//advmod//5 ifrågasätta//VB|INF|AKT//ROOT//5 om//SN//case//11 ett//DT|NEU|SIN|IND//det//11 så//AB//advmod//9 tungt//JJ|POS|NEU|SIN|IND|NOM//amod//11 parlamentariskt//JJ|POS|NEU|SIN|IND|NOM//amod//11 instrument//NN|NEU|SIN|IND|NOM//obl//5 som//KN//case//14 den//DT|UTR|SIN|DEF//det//14 misstroendeförklaring//NN|UTR|SIN|IND|NOM//nmod//11 som//HP|-|-|-//obj//19 de//DT|UTR/NEU|PLU|DEF//det//18 borgerliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 partierna//NN|NEU|PLU|DEF|NOM//nsubj//19 sökte//VB|PRT|AKT//acl:relcl//14 få//VB|INF|AKT//xcomp//19 till//PP//compound:prt//20 stånd//NN|NEU|SIN|IND|NOM//fixed//21 mot//PP//case//24 Bodström//PM|NOM//obl//20 verkligen//AB//advmod//26 stod//VB|PRT|AKT//advcl//5 i//PP//case//32 proportion//NN|UTR|SIN|IND|NOM//fixed//27 till//PP//fixed//27 utrikesministerns//NN|UTR|SIN|DEF|GEN//nmod:poss//32 påstådda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//32 tillkortakommanden//NN|NEU|PLU|IND|NOM//obl//26 .//MAD//punct//5
5 Politisk konfrontation och fortsatta kränkningar / 5.1 ”Affärerna”;Därtill//AB//advmod//35 kom//VB|PRT|AKT//parataxis//5 att//SN//mark//42 sakunderlaget//NN|NEU|SIN|DEF|NOM//nsubj//42 för//PP//case//39 yrkandet//NN|NEU|SIN|DEF|NOM//nmod//37 var//VB|PRT|AKT//cop//42 illa//AB//advmod//42 underbyggt//PC|PRF|NEU|SIN|IND|NOM//ccomp//35 och//KN//cc//44 overifierat//PC|PRF|NEU|SIN|IND|NOM//conj//42 .//MID//punct//35
5 Politisk konfrontation och fortsatta kränkningar / 5.1 ”Affärerna”;Enligt//PP//case//48 oppositionens//NN|UTR|SIN|DEF|GEN//nmod:poss//48 yrkande//NN|NEU|SIN|IND|NOM//obl//49 hade//VB|PRT|AKT//aux//57 utrikesministern//NN|UTR|SIN|DEF|NOM//obj//49 genom//PP//case//54 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//54 uttalade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//54 tvivel//NN|NEU|PLU|IND|NOM//nmod//50 på//PP//case//56 ubåtsintrången//NN|UTR|SIN|DEF|NOM//nmod//54 skapat//VB|SUP|AKT//conj//5 osäkerhet//NN|UTR|SIN|IND|NOM//obj//57 om//PP//mark//64 vilken//HD|UTR|SIN|IND//det//61 linje//NN|UTR|SIN|IND|NOM//nmod//62 Sverige//PM|NOM//nsubj//64 verkligen//AB//advmod//64 höll//VB|PRT|AKT//advcl//57 .//MAD//punct//57
5 Politisk konfrontation och fortsatta kränkningar / 5.1 ”Affärerna”;Nu//AB//advmod//67 avslogs//VB|PRT|SFO//conj//57 visserligen//AB//advmod//67 yrkandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//67 av//PP//case//72 riksdagens//NN|UTR|SIN|DEF|GEN//nmod:poss//72 socialdemokrater//NN|UTR|PLU|IND|NOM//nmod//69 och//KN//cc//74 kommunister//NN|UTR|PLU|IND|NOM//conj//72 ,//MID//punct//67 men//KN//cc//78 kvar//AB//advmod//78 stod//VB|PRT|AKT//conj//67 en//DT|UTR|SIN|IND//det//81 fördjupad//PC|PRF|UTR|SIN|IND|NOM//amod//81 misstro//NN|UTR|SIN|IND|NOM//nsubj//78 mellan//PP//case//85 de//DT|UTR/NEU|PLU|DEF//det//85 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//85 blocken//NN|NEU|PLU|DEF|NOM//obl//78 .//MAD//punct//67
5 Politisk konfrontation och fortsatta kränkningar / 5.1 ”Affärerna”;Olof//PM|NOM//nsubj//89 Palme//PM|NOM//flat:name//87 summerade//VB|PRT|AKT//conj//5 sålunda//AB//advmod//89 debatten//NN|UTR|SIN|DEF|NOM//obj//89 i//PP//case//93 frågan//NN|UTR|SIN|DEF|NOM//nmod//91 med//PP//case//96 sin//PS|UTR|SIN|DEF//nmod:poss//96 deklaration//NN|UTR|SIN|IND|NOM//nmod//93 att//SN//mark//100 broarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//100 hade//VB|PRT|AKT//aux//100 rivits//VB|SUP|SFO//advcl//89 när//HA//case//104 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//101 gällde//VB|PRT|AKT//fixed//101 säkerhetspolitiken//NN|UTR|SIN|DEF|NOM//obl//100 .//MAD//punct//89
5 Politisk konfrontation och fortsatta kränkningar / 5.1 ”Affärerna”;Lennart//PM|NOM//nsubj:pass//5 Bodström//PM|NOM//nsubj:pass//5 skulle//VB|PRT|AKT//aux//5 möjligen//AB//advmod//5 kunna//VB|INF|AKT//aux//5 kritiseras//VB|INF|SFO//ROOT//5 av//PP//case//9 sin//PS|UTR|SIN|DEF//nmod:poss//9 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//9 regering//NN|UTR|SIN|IND|NOM//obl:agent//5 för//PP//case//13 en//DT|UTR|SIN|IND//det//12 del//NN|UTR|SIN|IND|NOM//nmod//13 uttalanden//NN|NEU|PLU|IND|NOM//obl//5 av//PP//case//15 tvivel//NN|NEU|PLU|IND|NOM//nmod//13 om//PP//case//17 omfattningen//NN|UTR|SIN|DEF|NOM//nmod//15 av//PP//case//19 ubåtsintrången//NN|UTR|SIN|DEF|NOM//nmod//17 ,//MID//punct//52 och//KN//cc//52 om//PP//case//23 hållbarheten//NN|UTR|SIN|DEF|NOM//obl//52 i//PP//case//25 nationalitetsbestämningen//NN|UTR|SIN|DEF|NOM//nmod//23 ,//MID//punct//31 just//AB//advmod//31 när//HA//mark//31 denna//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//31 var//VB|PRT|AKT//cop//31 upptagen//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//23 med//PP//mark//38 att//IE//mark//38 med//PP//case//35 noter//NN|UTR|PLU|IND|NOM//obl//38 och//KN//cc//37 demarcher//NN|UTR|PLU|IND|NOM//conj//35 söka//VB|INF|AKT//advcl//31 nagla//VB|INF|AKT//obj//38 fast//PL//cc//41 Sovjetunionen//PM|NOM//obl//38 som//KN//nsubj//43 ansvarig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//41 för//PP//case//45 intrången//NN|NEU|PLU|DEF|NOM//obl//43 .//MAD//punct//23
5 Politisk konfrontation och fortsatta kränkningar / 5.1 ”Affärerna”;Samtidigt//AB//advmod//52 måste//VB|PRS|AKT//aux//52 i//PP//case//51 rättvisans//NN|UTR|SIN|DEF|GEN//nmod:poss//51 namn//NN|NEU|SIN|IND|NOM//obl//52 noteras//VB|INF|SFO//conj//5 att//SN//mark//62 Bodström//PM|NOM//nsubj//62 inom//PP//case//56 regeringen//NN|UTR|SIN|DEF|NOM//nmod//54 redan//AB//advmod//60 i//PP//case//60 oktober//NN|UTR|SIN|IND|NOM//nmod//60 1983//RG|NOM//nmod//56 hade//VB|PRT|AKT//aux//62 ifrågasatt//VB|SUP|AKT//ccomp//52 hållbarheten//NN|UTR|SIN|DEF|NOM//obj//62 i//PP//case//66 Ubåtsskyddskommissionens//NN|UTR|SIN|DEF|GEN//nmod:poss//66 indiciekedja//NN|UTR|SIN|IND|NOM//nmod//63 för//PP//case//69 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//69 nationalitetsbestämning//NN|UTR|SIN|IND|NOM//nmod//66 ,//MID//punct//73 en//DT|UTR|SIN|IND//det//73 främsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//73 kritiker//NN|UTR|SIN|IND|NOM//conj//69 i//PP//case//75 anslutning//NN|UTR|SIN|IND|NOM//nmod//73 till//PP//case//79 denna//DT|UTR|SIN|DEF//det//79 ”//PAD//punct//79 affär//NN|UTR|SIN|IND|NOM//nmod//73 ”//PAD//obl//62 ,//MID//punct//82 Braconier//PM|NOM//appos//52 &//KN|AN//cc//82 Christiansson//PM|NOM//dep//82 ,//MID//punct//82 Vem//HP|UTR|SIN|IND//nsubj//87 värnar//VB|PRS|AKT//parataxis//52 Sverige//PM|NOM//obj//87 ?//MAD//punct//52 ,//MID//punct//52
5 Politisk konfrontation och fortsatta kränkningar / 5.1 ”Affärerna”;s.//NN|AN//nmod//92 122-128//RG|NOM//appos//52 .//MAD//punct//52
5 Politisk konfrontation och fortsatta kränkningar / 5.1 ”Affärerna”;hållning//NN|UTR|SIN|IND|NOM//parataxis//52 som//HP|-|-|-//nsubj//97 sedermera//AB//advmod//97 får//VB|PRS|AKT//acl:relcl//94 auktoritativt//JJ|POS|NEU|SIN|IND|NOM//amod//99 stöd//NN|NEU|SIN|IND|NOM//obj//97 av//PP//case//103 1995//RG|NOM//nummod//102 års//NN|NEU|SIN|IND|GEN//nmod:poss//103 Ubåtskommission//NN|UTR|SIN|IND|NOM//nmod//99 som//HP|-|-|-//nsubj//107 inte//AB//advmod//107 heller//AB//advmod//107 accepterar//VB|PRS|AKT//acl:relcl//103 bevisningen//NN|UTR|SIN|DEF|NOM//obj//107 för//PP//case//111 sovjetiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//111 intrång//NN|NEU|PLU|IND|NOM//nmod//108 som//KN//mark//113 övertygande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//111 .//MAD//punct//5
5 Politisk konfrontation och fortsatta kränkningar / 5.1 ”Affärerna”;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//11 av//PP//case//2 statsminister//NN|UTR|SIN|IND|NOM//nmod//3 Ingvar//PM|NOM//nmod//0 Carlsson//PM|NOM//flat:name//3 år//NN|NEU|SIN|IND|NOM//nmod//6 1987//RG|NOM//nummod//3 inom//PP//case//8 Statsrådsberedningen//NN|UTR|SIN|DEF|NOM//nmod//0 tillsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//10 granskningsgruppen//NN|UTR|SIN|DEF|NOM//nmod//0 avvisade//VB|PRT|AKT//ROOT//11 likaså//AB//advmod//11 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//14 indiciekedja//NN|UTR|SIN|IND|NOM//obj//11 i//PP//case//16 nationalitetsfrågan//NN|UTR|SIN|DEF|NOM//nmod//14 i//PP//case//18 vad//HP|NEU|SIN|IND//obl//11 avsåg//VB|PRT|AKT//conj//11 perioden//NN|UTR|SIN|DEF|NOM//obj//19 1982//RG|NOM//nummod//20 1987//RG|NOM//nummod//21 .//MAD//punct//11
5 Politisk konfrontation och fortsatta kränkningar / 5.1 ”Affärerna”;Nu//AB//advmod//1 gällde//VB|PRT|AKT//advcl//51 kritiken//NN|UTR|SIN|DEF|NOM//nsubj//1 mot//PP//case//4 Bodström//PM|NOM//nmod//2 inte//AB//advmod//1 enbart//AB//advmod//1 frågan//NN|UTR|SIN|DEF|NOM//obj//1 om//PP//case//9 nationalitetsbestämning//NN|UTR|SIN|IND|NOM//nmod//7 utan//KN//cc//12 även//AB//advmod//12 påståenden//NN|NEU|PLU|IND|NOM//conj//9 om//PP//mark//18 att//SN//mark//18 Bodström//PM|NOM//nsubj//18 skulle//VB|PRT|AKT//aux//18 ha//VB|INF|AKT//aux//18 uttalat//VB|SUP|AKT//acl//12 tvivel//NN|NEU|SIN|IND|NOM//obj//18 på//PP//mark//26 att//SN//mark//26 ubåtskränkningar//NN|UTR|PLU|IND|NOM//nsubj//26 efter//PP//case//24 Hårsfjärden-incidenten//NN|UTR|SIN|DEF|NOM//nmod//22 överhuvudtaget//AB//nmod//22 förekommit//VB|SUP|AKT//advcl//18 ,//MID//punct//28 påståenden//NN|NEU|PLU|IND|NOM//parataxis//1 som//HP|-|-|-//obj//32 Bodström//PM|NOM//nsubj//32 alltid//AB//advmod//32 avvisat//VB|SUP|AKT//acl:relcl//28 som//KN//mark//34 osanna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//32 .//MAD//punct//28
5 Politisk konfrontation och fortsatta kränkningar / 5.1 ”Affärerna”;Även//AB//advmod//37 härvidlag//AB//nsubj//38 har//VB|PRS|AKT//aux//51 resultatet//NN|NEU|SIN|DEF|NOM//nsubj//51 av//PP//case//43 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//42 års//NN|NEU|PLU|IND|GEN//nmod:poss//43 analys//NN|UTR|SIN|IND|NOM//nmod//39 av//PP//case//45 typljud//NN|NEU|PLU|IND|NOM//nmod//43 och//KN//cc//47 kavitationsljud//NN|NEU|PLU|IND|NOM//advmod//50 från//PP//case//50 förmodad//PC|PRF|UTR|SIN|IND|NOM//amod//50 ubåt//NN|UTR|SIN|IND|NOM//conj//43 visat//VB|SUP|AKT//ROOT//51 att//SN//mark//55 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 ljudinspelningar//NN|UTR|PLU|IND|NOM//nsubj//55 haft//VB|SUP|AKT//ccomp//51 naturlig//JJ|POS|UTR|SIN|IND|NOM//amod//58 biologisk//JJ|POS|UTR|SIN|IND|NOM//amod//58 förklaring//NN|UTR|SIN|IND|NOM//obj//55 ,//MID//punct//58 t.ex.//AB|AN//advmod//62 som//KN//mark//62 härrörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//appos//58 från//PP//case//64 minkar//NN|UTR|PLU|IND|NOM//obl//62 och//KN//cc//66 sillstim//NN|NEU|PLU|IND|NOM//conj//64 .//MAD//punct//51
5 Politisk konfrontation och fortsatta kränkningar / 5.1 ”Affärerna”;Bodströms//PM|GEN//nmod:poss//70 dåvarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//70 skepticism//NN|UTR|SIN|IND|NOM//nsubj//71 framstår//VB|PRS|AKT//parataxis//51 i//PP//case//74 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//74 ljus//NN|NEU|SIN|IND|NOM//obl//71 som//HP|-|-|-//mark//78 långt//AB|POS//advmod//77 ifrån//AB//case//78 orimlig//JJ|POS|UTR|SIN|IND|NOM//xcomp//71 .//MAD//punct//51
5 Politisk konfrontation och fortsatta kränkningar / 5.1 ”Affärerna”;Bodström-affären//NN|UTR|SIN|DEF|NOM//nsubj//1 illustrerar//VB|PRS|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 hårda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 opposition//NN|UTR|SIN|IND|NOM//obj//1 som//HP|-|-|-//obj//9 Palmeregeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 ansträngningar//NN|UTR|PLU|IND|NOM//nsubj//9 att//IE//mark//9 återställa//VB|INF|AKT//acl:relcl//4 neutralitetspolitisk//JJ|POS|UTR|SIN|IND|NOM//amod//11 trovärdighet//NN|UTR|SIN|IND|NOM//obj//9 mötte//VB|PRT|AKT//conj//1 .//MAD//punct//1
5 Politisk konfrontation och fortsatta kränkningar / 5.1 ”Affärerna”;Utrikesministern//NN|UTR|SIN|DEF|NOM//nsubj//19 var//VB|PRT|AKT//cop//19 ju//AB//advmod//19 näst//AB//amod//18 statsministern//NN|UTR|SIN|DEF|NOM//nsubj//19 ansvarig//JJ|POS|UTR|SIN|IND|NOM//parataxis//1 för//PP//mark//22 att//IE//mark//22 främja//VB|INF|AKT//advcl//19 dessa//DT|UTR/NEU|PLU|DEF//det//24 strävanden//NN|NEU|PLU|IND|NOM//obj//22 och//KN//cc//26 blev//VB|PRT|AKT//conj//22 tydligt//AB|POS//advmod//28 exponerad//PC|PRF|UTR|SIN|IND|NOM//xcomp//26 i//PP//case//32 de//DT|UTR/NEU|PLU|DEF//det//32 inrikespolitiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 kontroverserna//NN|UTR|PLU|DEF|NOM//obl//28 .//MAD//punct//19

5.2 Fortsatta kränkningar;Alltmedan//SN//mark//5 den//DT|UTR|SIN|DEF//det//3 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 debattens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 vågor//NN|UTR|PLU|IND|NOM//nsubj//5 gick//VB|PRT|AKT//advcl//7 höga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//5 fortsatte//VB|PRT|AKT//ROOT//7 rapporterna//NN|UTR|PLU|DEF|NOM//nsubj//7 om//PP//case//10 undervattenskränkningar//NN|UTR|PLU|IND|NOM//nmod//8 att//IE//mark//12 strömma//VB|INF|AKT//acl//10 in//PL//compound:prt//12 .//MID//punct//7
5.2 Fortsatta kränkningar;Redan//AB//advmod//17 samma//DT|UTR/NEU|SIN/PLU|IND//det//17 dag//NN|UTR|SIN|IND|NOM//obl//7 som//HA//obl//20 Ubåtsskyddskommissionen//PM|NOM//nsubj//20 överlämnade//VB|PRT|AKT//acl:relcl//17 sitt//PS|NEU|SIN|DEF//nmod:poss//22 betänkande//NN|NEU|SIN|IND|NOM//obj//20 kom//VB|PRT|AKT//conj//7 rapporter//NN|UTR|PLU|IND|NOM//obj//23 om//PP//case//26 observationer//NN|UTR|PLU|IND|NOM//nmod//24 i//PP//case//28 Sundsvallsområdet//NN|NEU|SIN|DEF|NOM//nmod//26 .//MAD//punct//7
5.2 Fortsatta kränkningar;För//PP//case//33 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//32 år//NN|NEU|SIN|IND|NOM//nmod//33 1983//RG|NOM//obl//34 bedömde//VB|PRT|AKT//conj//7 Överbefälhavaren//NN|UTR|SIN|DEF|NOM//nsubj//34 att//SN//mark//41 ett//DT|NEU|SIN|IND//det//39 stort//JJ|POS|NEU|SIN|IND|NOM//amod//39 antal//NN|NEU|SIN|IND|NOM//nmod//40 kränkningar//NN|UTR|PLU|IND|NOM//nsubj//41 ägt//VB|SUP|AKT//ccomp//34 rum//NN|NEU|SIN|IND|NOM//compound:prt//41 ,//MID//punct//41 med//PP//case//45 tyngdpunkten//NN|UTR|SIN|DEF|NOM//obl//41 på//PP//case//48 tredje//RO|NOM//amod//48 kvartalet//NN|NEU|SIN|DEF|NOM//nmod//45 .//MAD//punct//34
