2003-11-27 N2002/4470/ESB ;Näringsdepartementet//NN|NEU|SIN|DEF|NOM//ROOT//0
2003-11-27 N2002/4470/ESB ;säkerställa//VB|INF|AKT//ROOT//0 att//SN//mark//11 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 företag//NN|NEU|PLU|IND|NOM//nsubj:pass//11 som//HP|-|-|-//nsubj//6 tidigt//AB|POS//advmod//6 infört//VB|SUP|AKT//acl:relcl//3 energieffektiv//JJ|POS|UTR|SIN|IND|NOM//amod//10 och//KN//cc//9 koldioxidsnål//JJ|POS|UTR|SIN|IND|NOM//conj//7 teknik//NN|UTR|SIN|IND|NOM//nsubj:pass//11 gynnas//VB|PRS|SFO//ccomp//0 .//MAD//punct//0
2003-11-27 N2002/4470/ESB ;Svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//1 Näringsliv//NN|NEU|SIN|IND|NOM//nsubj//2 anser//VB|PRS|AKT//ROOT//2 att//SN//mark//7 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//7 inte//AB//advmod//7 tillräckligt//AB|POS//advmod//7 analyserat//VB|SUP|AKT//ccomp//2 de//DT|UTR/NEU|PLU|DEF//det//9 möjligheter//NN|UTR|PLU|IND|NOM//obj//7 som//HP|-|-|-//obl//12 handelsdirektivet//NN|NEU|SIN|DEF|NOM//nsubj//12 ger//VB|PRS|AKT//aux//14 att//IE//mark//14 välja//VB|INF|AKT//conj//2 en//DT|UTR|SIN|IND//det//16 tilldelning//NN|UTR|SIN|IND|NOM//obj//14 som//HP|-|-|-//nsubj:pass//18 baseras//VB|PRS|SFO//acl:relcl//16 på//PP//case//21 specifika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 utsläpp//NN|NEU|PLU|IND|NOM//obl//18 kombinerad//PC|PRF|UTR|SIN|IND|NOM//xcomp//18 med//PP//case//25 någon//DT|UTR|SIN|IND//det//25 form//NN|UTR|SIN|IND|NOM//obl//22 av//PP//case//28 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//28 jämförelse//NN|UTR|SIN|IND|NOM//nmod//25 .//MAD//punct//2
2003-11-27 N2002/4470/ESB ;Organisationen//NN|UTR|SIN|DEF|NOM//nsubj//31 menar//VB|PRS|AKT//parataxis//2 ett//DT|NEU|SIN|IND//det//35 en//DT|UTR|SIN|IND//det//35 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//35 tilldelningsgrund//NN|UTR|SIN|IND|NOM//obj//31 skulle//VB|PRT|AKT//aux//40 vara//VB|INF|AKT//cop//40 ett//DT|NEU|SIN|IND//det//40 relevant//JJ|POS|NEU|SIN|IND|NOM//amod//40 sätt//NN|NEU|SIN|IND|NOM//conj//31 att//IE//mark//42 hantera//VB|INF|AKT//acl//40 frågan//NN|UTR|SIN|DEF|NOM//obj//42 om//PP//case//46 tidiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 åtgärder//NN|UTR|PLU|IND|NOM//nmod//43 .//MAD//punct//31
2003-11-27 N2002/4470/ESB ;Även//AB//advmod//49 Landsorganisationen//NN|UTR|SIN|DEF|NOM//nsubj//52 i//PP//case//51 Sverige//PM|NOM//nmod//49 anser//VB|PRS|AKT//advcl//31 att//SN//mark//56 man//PN|UTR|SIN|IND|SUB//nsubj//56 bör//VB|PRS|AKT//aux//56 överväga//VB|INF|AKT//ccomp//52 möjligheterna//NN|UTR|PLU|DEF|NOM//obj//56 att//IE//mark//60 närmare//AB|KOM//advmod//60 knyta//VB|INF|AKT//acl//57 utsläppsrätter//NN|NEU|PLU|IND|NOM//obj//60 till//PP//case//64 specifika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 utsläpp//NN|NEU|PLU|IND|NOM//obl//60 .//MID//punct//31
2003-11-27 N2002/4470/ESB ;Eftersom//SN//mark//75 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//75 främst//AB|SUV//advmod//75 är//VB|PRS|AKT//cop//75 i//PP//case//72 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//72 jämförelse//NN|UTR|SIN|IND|NOM//obl//75 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//75 är//VB|PRS|AKT//cop//75 viktigt//JJ|POS|NEU|SIN|IND|NOM//advcl//87 att//IE//mark//77 premiera//VB|INF|AKT//csubj//75 energieffektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//79 verksamheter//NN|UTR|PLU|IND|NOM//obj//77 bör//VB|PRS|AKT//aux//87 Sverige//PM|NOM//nsubj//87 i//PP//case//85 det//DT|NEU|SIN|DEF//det//85 fortsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//85 arbetet//NN|NEU|SIN|DEF|NOM//obl//87 också//AB//advmod//87 försöka//VB|INF|AKT//advcl//31 få//VB|INF|AKT//xcomp//87 genomslag//NN|NEU|SIN|IND|NOM//obj//88 för//PP//case//93 ett//DT|NEU|SIN|IND//det//93 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//93 synsätt//NN|NEU|SIN|IND|NOM//nmod//89 inom//PP//case//96 övriga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//96 EU//PM|NOM//nmod//93 .//MAD//punct//87
2003-11-27 N2002/4470/ESB ;Även//AB//advmod//99 Plast-//NN|UTR|-|-|SMS//nsubj//104 &//KN|AN//cc//101 Kemiföretagen//NN|NEU|PLU|DEF|NOM//conj//99 och//KN//cc//103 Skogsindustrierna//NN|UTR|PLU|DEF|NOM//conj//99 förordar//VB|PRS|AKT//parataxis//87 en//DT|UTR|SIN|IND//det//106 tilldelning//NN|UTR|SIN|IND|NOM//obj//104 baserad//PC|PRF|UTR|SIN|IND|NOM//xcomp//104 på//PP//case//110 specifika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//110 utsläpp//NN|NEU|PLU|IND|NOM//obl//107 .//MAD//punct//31
2003-11-27 N2002/4470/ESB ;Utsläpp//NN|NEU|PLU|IND|NOM//nsubj//1 relaterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//1 till//PP//case//7 utbytbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 respektive//AB//cc//6 icke//AB//advmod//6 utbytbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 insatsvaror//NN|UTR|PLU|IND|NOM//obl//1
2003-11-27 N2002/4470/ESB ;Förslaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//10 ://MID//punct//0
2003-11-27 N2002/4470/ESB ; //_SP////1 Utsläpp//NN|NEU|PLU|IND|NOM//nsubj:pass//10 relaterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//3 till//PP//case//8 icke//AB//advmod//7 utbytbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 råvaror//NN|UTR|PLU|IND|NOM//obl//4 skall//VB|PRS|AKT//aux//10 behandlas//VB|INF|SFO//ROOT//10 i//PP//case//13 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//13 ordning//NN|UTR|SIN|IND|NOM//obl//10 .//MAD//punct//10
2003-11-27 N2002/4470/ESB ;Positiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//0 till//PP//case//2 förslaget//NN|NEU|SIN|DEF|NOM//obl//0 (//PAD//punct//2 11//RG|NOM//nummod//5 st//NN|AN//appos//2 )//PAD//punct//0 ://MID//punct//0
2003-11-27 N2002/4470/ESB ; //_SP////7 Länsstyrelserna//NN|UTR|PLU|DEF|NOM//appos//0 i//PP//case//12 Västra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//12 Götalands//PM|GEN//nmod//9 ,//MID//punct//12 Södermanlands//PM|GEN//nmod:poss//17 och//KN//cc//16 Norrbottens//PM|GEN//conj//14 län//NN|NEU|SIN|IND|NOM//conj//9 ,//MID//punct//19 Naturvårdsverket//NN|NEU|SIN|DEF|NOM//conj//17 ,//MID//punct//23 Sveriges//PM|GEN//nmod:poss//23 geologiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//23 undersökning//NN|UTR|SIN|IND|NOM//conj//17 ,//MID//punct//26 Svenskt//JJ|POS|NEU|SIN|IND|NOM//compound//26 Näringsliv//NN|NEU|SIN|IND|NOM//conj//17 ,//MID//punct//29 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//29 Gruvföreningen//NN|UTR|SIN|DEF|NOM//conj//17 ,//MID//punct//29 Jernkontoret//PM|NOM//conj//17 ,//MID//punct//17 Landsorganisationen//NN|UTR|SIN|DEF|NOM//conj//9 i//PP//case//35 Sverige//PM|NOM//nmod//33 ,//MID//punct//38 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//38 Kalkföreningen//NN|UTR|SIN|DEF|NOM//conj//33 och//KN//cc//40 Mineralullsindustrin//NN|UTR|SIN|DEF|NOM//conj//38 .//MAD//punct//0
2003-11-27 N2002/4470/ESB ;Invändningar//NN|UTR|PLU|IND|NOM//ROOT//0 mot//PP//case//2 förslaget//NN|NEU|SIN|DEF|NOM//nmod//0 (//PAD//punct//2 6//RG|NOM//nummod//5 st//NN|AN//appos//2 )//PAD//punct//0 ://MID//punct//0
2003-11-27 N2002/4470/ESB ; //_SP////7 Konjunkturinstitutet//PM|NOM//appos//0 ,//MID//punct//12 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//12 energimyndighet//NN|UTR|SIN|IND|NOM//conj//9 ,//MID//punct//12 Svensk//JJ|POS|UTR|SIN|IND|NOM//amod//15 Energi//NN|UTR|SIN|IND|NOM//conj//9 ,//MID//punct//18 Svensk//JJ|POS|UTR|SIN|IND|NOM//amod//18 Fjärrvärme//NN|UTR|SIN|IND|NOM//conj//15 ,//MID//punct//21 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//21 Gasföreningen//NN|UTR|SIN|DEF|NOM//conj//15 och//KN//cc//24 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//24 Bioenergiföreningen//NN|UTR|SIN|DEF|NOM//conj//15 .//MAD//punct//0
2003-11-27 N2002/4470/ESB ;Positiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//0 till//PP//case//2 förslaget//NN|NEU|SIN|DEF|NOM//obl//0
2003-11-27 N2002/4470/ESB ;Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//5 i//PP//case//4 Västra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 Götalands//PM|GEN//nmod:poss//4 län//NN|NEU|SIN|IND|NOM//nmod//0 bedömer//VB|PRS|AKT//ROOT//5 att//SN//mark//13 en//DT|UTR|SIN|IND//det//8 särbehandling//NN|UTR|SIN|IND|NOM//nsubj//13 av//PP//case//11 icke-utbytbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 utsläpp//NN|NEU|PLU|IND|NOM//nmod//8 är//VB|PRS|AKT//cop//13 rimlig//JJ|POS|UTR|SIN|IND|NOM//ccomp//5 ,//MID//punct//20 men//KN//cc//20 att//SN//mark//20 utsläppsrätten//NN|UTR|SIN|DEF|NOM//nsubj//20 endast//AB//advmod//20 bör//VB|PRS|AKT//aux//20 omfatta//VB|INF|AKT//conj//13 utsläpp//NN|NEU|PLU|IND|NOM//obj//20 som//HP|-|-|-//nsubj//23 sker//VB|PRS|AKT//acl:relcl//21 vid//PP//case//25 tillämpning//NN|UTR|SIN|IND|NOM//obl//23 av//PP//case//29 bästa//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//29 möjliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//29 teknik//NN|UTR|SIN|IND|NOM//nmod//25 .//MAD//punct//20
2003-11-27 N2002/4470/ESB ;Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//35 i//PP//case//34 Södermanlands//PM|GEN//nmod:poss//34 län//NN|NEU|SIN|IND|NOM//nmod//31 ställer//VB|PRS|AKT//parataxis//20 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//35 positiv//JJ|POS|UTR|SIN|IND|NOM//xcomp//35 till//PP//case//40 en//DT|UTR|SIN|IND//det//40 uppdelning//NN|UTR|SIN|IND|NOM//obl//35 av//PP//case//42 utsläppen//NN|NEU|PLU|DEF|NOM//nmod//40 .//MAD//punct//5
2003-11-27 N2002/4470/ESB ;Länsstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//4 i//PP//case//3 Norrbottens//PM|GEN//nmod:poss//3 län//NN|NEU|SIN|IND|NOM//nmod//0 instämmer//VB|PRS|AKT//ROOT//4 också//AB//advmod//4 i//PP//case//7 förslaget//NN|NEU|SIN|DEF|NOM//obl//4 om//PP//case//9 uppdelning//NN|UTR|SIN|IND|NOM//nmod//7 av//PP//case//11 utsläpp//NN|NEU|PLU|IND|NOM//nmod//9 .//MAD//punct//4
2003-11-27 N2002/4470/ESB ;Naturvårdsverket//NN|NEU|SIN|DEF|NOM//nsubj//1 anser//VB|PRS|AKT//ROOT//1 att//SN//mark//7 en//DT|UTR|SIN|IND//det//4 uppdelning//NN|UTR|SIN|IND|NOM//nsubj//7 kan//VB|PRS|AKT//aux//7 vara//VB|INF|AKT//cop//7 rimlig//JJ|POS|UTR|SIN|IND|NOM//ccomp//1 i//PP//case//9 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//7 ,//MID//punct//7 liksom//PP//mark//14 att//SN//fixed//11 man//PN|UTR|SIN|IND|SUB//nsubj//14 använder//VB|PRS|AKT//advcl//7 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 allokeringsmetoder//NN|UTR|PLU|IND|NOM//obj//14 för//PP//case//20 de//DT|UTR/NEU|PLU|DEF//det//20 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 utsläppstyperna//NN|UTR|PLU|DEF|NOM//obl//14 .//MAD//punct//1
2003-11-27 N2002/4470/ESB ;Verket//NN|NEU|SIN|DEF|NOM//nsubj//23 anser//VB|PRS|AKT//parataxis//1 däremot//AB//advmod//23 inte//AB//advmod//23 att//SN//mark//29 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//29 är//VB|PRS|AKT//cop//29 rimligt//JJ|POS|NEU|SIN|IND|NOM//ccomp//23 att//SN//mark//38 en//DT|UTR|SIN|IND//det//33 frikostig//JJ|POS|UTR|SIN|IND|NOM//amod//33 allokering//NN|UTR|SIN|IND|NOM//nsubj//38 till//PP//case//36 icke-utbytbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 utsläpp//NN|NEU|PLU|IND|NOM//nmod//33 kan//VB|PRS|AKT//aux//38 ske//VB|INF|AKT//csubj//29 utan//PP//mark//42 att//SN//mark//42 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//42 får//VB|PRS|AKT//advcl//38 konsekvenser//NN|UTR|PLU|IND|NOM//obj//42 i//PP//case//47 form//NN|UTR|SIN|IND|NOM//fixed//44 av//PP//fixed//44 begränsningar//NN|UTR|PLU|IND|NOM//obl//42 i//PP//case//50 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 delar//NN|UTR|PLU|IND|NOM//nmod//47 av//PP//case//54 den//DT|UTR|SIN|DEF//det//54 handlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//54 sektorn//NN|UTR|SIN|DEF|NOM//nmod//50 .//MAD//punct//23
2003-11-27 N2002/4470/ESB ;Även//AB//advmod//57 Sveriges//PM|GEN//appos//23
2003-11-27 N2002/4470/ESB ;geologiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//1 undersökning//NN|UTR|SIN|IND|NOM//nsubj//2 delar//VB|PRS|AKT//ROOT//2 uppfattningen//NN|UTR|SIN|DEF|NOM//obj//2 att//SN//mark//8 icke-utbytbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 utsläpp//NN|NEU|PLU|IND|NOM//nsubj:pass//8 skall//VB|PRS|AKT//aux//8 behandlas//VB|INF|SFO//advcl//2 i//PP//case//11 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//11 ordning//NN|UTR|SIN|IND|NOM//obl//8 .//MAD//punct//2
2003-11-27 N2002/4470/ESB ;Svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//1 Näringsliv//NN|NEU|SIN|IND|NOM//nsubj//14 ,//MID//punct//4 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 Gruvföreningen//NN|UTR|SIN|DEF|NOM//conj//1 ,//MID//punct//4 Jernkontoret//PM|NOM//conj//1 ,//MID//punct//6 Landsorganisationen//NN|UTR|SIN|DEF|NOM//conj//1 i//PP//case//10 Sverige//PM|NOM//nmod//8 och//KN//cc//13 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 Kalkföreningen//NN|UTR|SIN|DEF|NOM//conj//1 stödjer//VB|PRS|AKT//ROOT//14 förslaget//NN|NEU|SIN|DEF|NOM//obj//14 att//IE//mark//17 göra//VB|INF|AKT//xcomp//14 skillnad//NN|UTR|SIN|IND|NOM//obj//17 mellan//PP//case//21 bränslebaserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//21 utsläpp//NN|NEU|PLU|IND|NOM//nmod//18 och//KN//cc//23 ickeutbytbara//AB//conj//21 råvarurelaterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//25 utsläpp//NN|NEU|PLU|IND|NOM//obj//17 .//MAD//punct//14
2003-11-27 N2002/4470/ESB ;Jernkontoret//NN|NEU|SIN|DEF|NOM//nsubj//28 anser//VB|PRS|AKT//parataxis//14 emellertid//AB//advmod//28 att//SN//mark//35 gruppen//NN|UTR|SIN|DEF|NOM//nsubj:pass//35 icke-utbytbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 utsläpp//NN|NEU|PLU|IND|NOM//nmod//31 måste//VB|PRS|AKT//aux//35 utökas//VB|INF|SFO//ccomp//28 om//PP//case//38 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 utsläpp//NN|NEU|PLU|IND|NOM//nsubj//42 än//KN//mark//40 energirelaterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl//38 skall//VB|PRS|AKT//aux//42 ingå//VB|INF|AKT//advcl//35 i//PP//case//44 handelssystemet//NN|NEU|SIN|DEF|NOM//obl//42 .//MAD//punct//28
2003-11-27 N2002/4470/ESB ;Mineralullsindustrin//NN|UTR|SIN|DEF|NOM//nsubj//47 stödjer//VB|PRS|AKT//conj//28 uppdelningen//NN|UTR|SIN|DEF|NOM//obj//47 och//KN//cc//50 förordar//VB|PRS|AKT//conj//47 att//SN//mark//56 några//DT|UTR/NEU|PLU|IND//det//54 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//54 utsläpp//NN|NEU|PLU|IND|NOM//nsubj:pass//56 skall//VB|PRS|AKT//aux//56 definieras//VB|INF|SFO//ccomp//50 som//KN//mark//59 utsläpp//NN|NEU|PLU|IND|NOM//nsubj//59 relaterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//56 till//PP//case//62 icke-utbytbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 råvaror//NN|UTR|PLU|IND|NOM//obl//59 .//MAD//punct//14
2003-11-27 N2002/4470/ESB ;Invändningar//NN|UTR|PLU|IND|NOM//ROOT//0 mot//PP//case//2 förslaget//NN|NEU|SIN|DEF|NOM//nmod//0
2003-11-27 N2002/4470/ESB ;Konjunkturinstitutet//NN|NEU|SIN|DEF|NOM//nsubj//1 ställer//VB|PRS|AKT//ROOT//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//1 tveksamt//AB|POS//advmod//1 inför//PP//case//5 uppdelningen//NN|UTR|SIN|DEF|NOM//obl//1 av//PP//case//7 koldioxidutsläpp//NN|NEU|PLU|IND|NOM//nmod//5 i//PP//case//9 sådana//PN|UTR/NEU|PLU|IND|SUB/OBJ//nmod//7 som//HP|-|-|-//nsubj//11 härrör//VB|PRS|AKT//acl:relcl//9 från//PP//case//13 råvaror//NN|UTR|PLU|IND|NOM//obl//11 respektive//AB//cc//16 från//PP//case//16 förbränning//NN|UTR|SIN|IND|NOM//obl//11 av//PP//case//19 fossila//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 bränslen//NN|NEU|PLU|IND|NOM//nmod//16 .//MAD//punct//1
2003-11-27 N2002/4470/ESB ;KI//PM|NOM//nsubj//22 menar//VB|PRS|AKT//parataxis//1 därför//AB//mark//29 att//SN//fixed//23 utsläppen//NN|NEU|PLU|DEF|NOM//nsubj:pass//29 i//PP//case//27 princip//NN|UTR|SIN|IND|NOM//nmod//25 bör//VB|PRS|AKT//aux//29 likabehandlas//VB|INF|SFO//advcl//22 vid//PP//case//31 tilldelning//NN|UTR|SIN|IND|NOM//obl//29 av//PP//case//33 utsläppsrätter//NN|NEU|PLU|IND|NOM//nmod//31 .//MAD//punct//22
2003-11-27 N2002/4470/ESB ;Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 energimyndighet//NN|UTR|SIN|IND|NOM//nsubj:pass//6 anför//VB|PRS|AKT//mark//6 att//SN//mark//6 vad//HP|NEU|SIN|IND//dislocated//6 som//HP|-|-|-//nsubj:pass//6 räknas//VB|PRS|SFO//ROOT//6 som//KN//case//9 icke-utbytbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 utsläpp//NN|NEU|PLU|IND|NOM//obl//6 inte//AB//advmod//12 är//VB|PRS|AKT//cop//12 konsekvent//JJ|POS|UTR|SIN|IND|NOM//xcomp//6 i//PP//case//14 betänkandet//NN|NEU|SIN|DEF|NOM//obl//12 .//MAD//punct//6
2003-11-27 N2002/4470/ESB ;STEM//PM|NOM//nsubj//17 pekar//VB|PRS|AKT//parataxis//6 på//PP//mark//22 att//SN//mark//22 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//22 kan//VB|PRS|AKT//aux//22 uppstå//VB|INF|AKT//advcl//17 svårhanterliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 effekter//NN|UTR|PLU|IND|NOM//obj//22 till//PP//case//28 följd//NN|UTR|SIN|IND|NOM//fixed//25 av//PP//fixed//25 uppdelningen//NN|UTR|SIN|DEF|NOM//obl//22 i//PP//case//31 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 kategorier//NN|UTR|PLU|IND|NOM//nmod:poss//32 utsläpp//NN|NEU|PLU|IND|NOM//nmod//28 och//KN//cc//37 att//SN//mark//37 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//37 är//VB|PRS|AKT//cop//37 förenat//PC|PRF|NEU|SIN|IND|NOM//conj//17 med//PP//case//40 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 osäkerheter//NN|UTR|PLU|IND|NOM//obl//37 .//MAD//punct//17
2003-11-27 N2002/4470/ESB ;Svensk//JJ|POS|UTR|SIN|IND|NOM//amod//1 energi//NN|UTR|SIN|IND|NOM//nsubj//24 ,//MID//punct//4 Svensk//JJ|POS|UTR|SIN|IND|NOM//amod//4 fjärrvärme//NN|UTR|SIN|IND|NOM//conj//1 och//KN//cc//7 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//7 gasföreningen//NN|UTR|SIN|DEF|NOM//conj//1 anför//VB|PRS|AKT//mark//13 att//SN//mark//13 man//PN|UTR|SIN|IND|SUB//nsubj//13 för//PP//mark//13 att//IE//mark//13 slippa//VB|INF|AKT//advcl//1 ett//DT|NEU|SIN|IND//det//15 system//NN|NEU|SIN|IND|NOM//obj//13 med//PP//case//18 specifika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 regler//NN|UTR|PLU|IND|NOM//nmod//15 för//PP//case//21 icke-utbytbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 utsläpp//NN|NEU|PLU|IND|NOM//nmod//18 skulle//VB|PRT|AKT//aux//24 kunna//VB|INF|AKT//aux//24 nyttja//VB|INF|AKT//ROOT//24 opt-out//NN|UTR|SIN|IND|NOM//obj//24 för//PP//case//27 företag//NN|NEU|PLU|IND|NOM//obl//24 särskilt//AB//advmod//29 utsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//24 för//PP//case//32 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//32 konkurrens//NN|UTR|SIN|IND|NOM//obl//29 .//MAD//punct//24
2003-11-27 N2002/4470/ESB ;Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//1 bioenergiföreningen//NN|UTR|SIN|DEF|NOM//nsubj//2 anser//VB|PRS|AKT//ROOT//2 att//SN//mark//9 utbytbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 respektive//AB//cc//7 icke-utbytbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 utsläpp//NN|NEU|PLU|IND|NOM//nsubj:pass//9 skall//VB|PRS|AKT//aux//9 behandlas//VB|INF|SFO//ccomp//2 lika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//9 .//MAD//punct//2
2003-11-27 N2002/4470/ESB ;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//17 kan//VB|PRS|AKT//aux//17 då//AB//advmod//17 också//AB//advmod//17 vara//VB|INF|AKT//cop//17 lämpligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//2 att//SN//mark//22 kostnaden//NN|UTR|SIN|DEF|NOM//nsubj:pass//22 för//PP//case//21 utsläppsrätter//NN|NEU|PLU|IND|NOM//nmod//19 inkluderas//VB|PRS|SFO//csubj//17 och//KN//cc//24 medräknas//VB|PRS|SFO//conj//22 vid//PP//case//26 tillämpningen//NN|UTR|SIN|DEF|NOM//obl//22 av//PP//case//28 skattenedsättning//NN|UTR|SIN|IND|NOM//nmod//26 för//PP//case//31 energiintensiv//JJ|POS|UTR|SIN|IND|NOM//amod//31 industri//NN|UTR|SIN|IND|NOM//nmod//28 .//MAD//punct//2
2003-11-27 N2002/4470/ESB ;Övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 synpunkter//NN|UTR|PLU|IND|NOM//ROOT//1
2003-11-27 N2002/4470/ESB ;Boverket//NN|NEU|SIN|DEF|NOM//nsubj//2 är//VB|PRS|AKT//cop//2 negativt//JJ|POS|NEU|SIN|IND|NOM//ROOT//2 till//PP//mark//6 att//SN//mark//6 sektorer//NN|UTR|PLU|IND|NOM//nsubj:pass//6 behandlas//VB|PRS|SFO//advcl//2 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//6 ,//MID//punct//2 men//KN//cc//10 bedömer//VB|PRS|AKT//conj//2 trots//PP//case//12 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//10 att//SN//mark//22 uppdelningen//NN|UTR|SIN|DEF|NOM//nsubj//22 i//PP//case//19 utbytbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 respektive//AB//cc//18 icke-utbytbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//16 utsläpp//NN|NEU|PLU|IND|NOM//nmod//14 kan//VB|PRS|AKT//aux//22 vara//VB|INF|AKT//cop//22 rimlig//JJ|POS|UTR|SIN|IND|NOM//ccomp//10 .//MAD//punct//2
2003-11-27 N2002/4470/ESB ;Hantering//NN|UTR|SIN|IND|NOM//ROOT//0 av//PP//case//3 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 deltagare//NN|UTR|PLU|IND|NOM//nmod//0
