Sammanfattning av uppdraget;En//DT|UTR|SIN|IND//det//1 utredning//NN|UTR|SIN|IND|NOM//nsubj:pass//2 tillsätts//VB|PRS|SFO//ROOT//2 med//PP//case//4 uppgift//NN|UTR|SIN|IND|NOM//obl//2 att//IE//mark//6 redovisa//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//9 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//9 syn//NN|UTR|SIN|IND|NOM//obj//6 på//PP//case//11 Försvarsmaktenspersonalförsörjning//NN|UTR|SIN|IND|NOM//obl//6 .//MAD//punct//2
Bilaga 3 / Bakgrund;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//31 skall//VB|PRS|AKT//aux//31 också//AB//advmod//31 utvärdera//VB|INF|AKT//parataxis//3 det//DT|NEU|SIN|DEF//det//34 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//34 utbildningssystemet//NN|NEU|SIN|DEF|NOM//obj//31 för//PP//case//36 officerare//NN|UTR|PLU|IND|NOM//obl//31 i//PP//case//38 förhållande//NN|NEU|SIN|IND|NOM//nmod//36 till//PP//case//42 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//42 kommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 struktur//NN|UTR|SIN|IND|NOM//nmod//36 .//MAD//punct//31
Bilaga 3 / Bakgrund;Enligt//PP//mark//47 vad//HP|NEU|SIN|IND//dislocated//47 som//HP|-|-|-//nsubj//47 angetts//VB|SUP|SFO//advcl//31 i//PP//case//49 tilläggsdirektiv//NN|NEU|PLU|IND|NOM//obl//47 (//PAD//punct//47 dir//NN|AN//appos//47 .//MAD//punct//31
Bilaga 3 / Bakgrund;2000:12//RG|NOM//obl//31 )//PAD//punct//57 skall//VB|PRS|AKT//aux//57 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//57 redovisa//VB|INF|AKT//conj//31 resultatet//NN|NEU|SIN|DEF|NOM//obj//57 av//PP//case//61 sitt//PS|NEU|SIN|DEF//nmod:poss//61 arbete//NN|NEU|SIN|IND|NOM//nmod//58 senast//AB|SUV//case//65 den//DT|UTR|SIN|DEF//det//65 28//RG|NOM//nummod//65 februari//NN|UTR|SIN|IND|NOM//nmod//58 2001//RG|NOM//nummod//65 .//MAD//punct//31
Bilaga 3 / Bakgrund;I//PP//case//1 propositionen//NN|UTR|SIN|DEF|NOM//nmod//4 Det//DT|NEU|SIN|DEF//det//4 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 försvaret//NN|NEU|SIN|DEF|NOM//nsubj//14 (//PAD//punct//4 prop.1999/2000:30//RG|NOM//appos//4 )//PAD//punct//4 redovisade//VB|PRT|AKT//amod//9 regeringen//NN|UTR|SIN|DEF|NOM//appos//4 (//PAD//punct//9 s.109//PM|NOM//nmod//12 f.//NN|AN//appos//9 )//PAD//punct//9 skälen//NN|NEU|PLU|DEF|NOM//ROOT//14 till//PP//mark//17 att//IE//mark//17 tillsätta//VB|INF|AKT//acl//14 en//DT|UTR|SIN|IND//det//19 utredning//NN|UTR|SIN|IND|NOM//obj//17 om//PP//case//22 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//22 personalförsörjning//NN|UTR|SIN|IND|NOM//nmod//19 .//MAD//punct//14
Bilaga 3 / Bakgrund;Försvarsutskottet//NN|NEU|SIN|DEF|NOM//nsubj//1 framförde//VB|PRT|AKT//ROOT//1 med//PP//case//3 anledning//NN|UTR|SIN|IND|NOM//obl//1 av//PP//case//5 propositionen//NN|UTR|SIN|DEF|NOM//nmod//3 i//PP//case//8 sitt//PS|NEU|SIN|DEF//nmod:poss//8 betänkande//NN|NEU|SIN|IND|NOM//obl//1 (//PAD//punct//1 bet//VB|PRT|AKT//parataxis//1 .//MID//punct//1
Bilaga 3 / Bakgrund;1999/2000//RG|NOM//obl//1 ://MID//punct//12
Bilaga 3 / Bakgrund;FöU2//PM|NOM//advmod//16 s.190//NN|AN//nmod:poss//16 f.//NN|AN//appos//12 )//PAD//punct//16 att//SN//mark//20 utskottet//NN|NEU|SIN|DEF|NOM//nsubj//20 välkomnade//VB|PRT|AKT//ccomp//1 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//20 av//PP//case//23 regeringen//NN|UTR|SIN|DEF|NOM//nmod//21 tillsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//25 utredningen//NN|UTR|SIN|DEF|NOM//obj//20 om//PP//case//28 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//28 personalförsörjning//NN|UTR|SIN|IND|NOM//nmod//25 .//MAD//punct//20
Bilaga 3 / Bakgrund;I//PP//advmod//35 fråga//NN|UTR|SIN|IND|NOM//fixed//30 om//PP//mark//35 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//34 befälsbehov//NN|NEU|SIN|IND|NOM//nsubj//35 konstaterade//VB|PRT|AKT//conj//20 utskottet//NN|NEU|SIN|DEF|NOM//obj//35 att//SN//mark//41 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//41 i//PP//case//40 propositionen//NN|UTR|SIN|DEF|NOM//obl//41 redovisat//VB|SUP|AKT//acl//36 att//SN//mark//46 antalet//NN|NEU|SIN|DEF|NOM//nsubj//44 anställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nsubj//46 yrkesofficerare//NN|UTR|PLU|IND|NOM//obj//44 bedömdes//VB|PRT|SFO//ccomp//41 uppgå//VB|INF|AKT//xcomp//46 till//PP//case//51 cirka//AB//advmod//50 8//RG|NOM//nummod//51 900//RG|NOM//obl//47 i//PP//case//56 den//DT|UTR|SIN|DEF//det//56 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//56 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//56 organisationen//NN|UTR|SIN|DEF|NOM//obl//47 .//MID//punct//1
Bilaga 3 / Bakgrund;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//59 grundades//VB|PRT|SFO//parataxis//1 på//PP//case//62 det//DT|NEU|SIN|DEF//det//62 behov//NN|NEU|SIN|IND|NOM//obl//59 som//HP|-|-|-//obl//66 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//66 hade//VB|PRT|AKT//aux//66 anmält//VB|SUP|AKT//acl:relcl//62 den//DT|UTR|SIN|DEF//det//69 19//RG|NOM//nummod//69 maj//NN|UTR|SIN|IND|NOM//obj//66 1999//RG|NOM//nummod//69 .//MAD//punct//1
Bilaga 3 / Bakgrund;Utskottet//NN|NEU|SIN|DEF|NOM//nsubj//73 konstaterade//VB|PRT|AKT//parataxis//1 också//AB//advmod//73 att//SN//mark//83 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//83 i//PP//case//79 sitt//PS|NEU|SIN|DEF//nmod:poss//79 budgetunderlag//NN|NEU|SIN|IND|NOM//nmod//76 för//PP//case//82 år//NN|NEU|SIN|IND|NOM//nmod//82 2001//RG|NOM//nmod//79 redovisat//VB|SUP|AKT//ccomp//73 ett//DT|NEU|SIN|IND//det//85 behov//NN|NEU|SIN|IND|NOM//obj//83 av//PP//case//90 10//RG|NOM//nummod//89 350//RG|NOM//nummod//89 anställda//NN|UTR|PLU|IND|NOM//nmod//90 yrkesofficerare//NN|UTR|PLU|IND|NOM//nmod//85 för//PP//case//94 den//DT|UTR|SIN|DEF//det//94 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//94 organisationen//NN|UTR|SIN|DEF|NOM//nmod//85 .//MAD//punct//73
Bilaga 3 / Bakgrund;Utskottet//NN|NEU|SIN|DEF|NOM//nsubj//1 noterade//VB|PRT|AKT//ROOT//1 i//PP//case//3 betänkandet//NN|NEU|SIN|DEF|NOM//obl//1 att//SN//mark//6 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//6 redovisat//VB|SUP|AKT//ccomp//1 ett//DT|NEU|SIN|IND//det//8 behov//NN|NEU|SIN|IND|NOM//obj//6 av//PP//case//13 1//RG|NOM//nummod//13 450//RG|NOM//nummod//13 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//13 yrkesofficerare//NN|UTR|PLU|IND|NOM//nmod//8 än//KN//mark//19 vad//HP|NEU|SIN|IND//dislocated//19 som//HP|-|-|-//nsubj//19 tidigare//AB|KOM//advmod//19 hade//VB|PRT|AKT//aux//19 angetts//VB|SUP|SFO//acl:relcl//8 .//MAD//punct//1
Bilaga 3 / Bakgrund;Utskottet//NN|NEU|SIN|DEF|NOM//nsubj//22 ansåg//VB|PRT|AKT//conj//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//22 därför//AB//advmod//27 inte//AB//advmod//27 kunna//VB|INF|AKT//aux//27 göra//VB|INF|AKT//xcomp//22 några//DT|UTR/NEU|PLU|IND//det//29 uttalanden//NN|NEU|PLU|IND|NOM//obj//27 om//PP//case//32 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//32 befälsbehov//NN|NEU|SIN|IND|NOM//nmod//29 .//MAD//punct//22
Bilaga 3 / Bakgrund;För//PP//mark//37 att//IE//mark//37 kunna//VB|INF|AKT//aux//37 göra//VB|INF|AKT//advcl//43 ett//DT|NEU|SIN|IND//det//39 ställningstagande//NN|NEU|SIN|IND|NOM//obj//37 i//PP//case//42 denna//DT|UTR|SIN|DEF//det//42 fråga//NN|UTR|SIN|IND|NOM//obl//37 ansåg//VB|PRT|AKT//conj//22 utskottet//NN|NEU|SIN|DEF|NOM//obj//43 att//SN//mark//52 det//DT|NEU|SIN|DEF//det//48 långsiktiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//48 behovet//NN|NEU|SIN|DEF|NOM//nsubj//52 av//PP//case//50 officerare//NN|UTR|PLU|IND|NOM//nmod//48 måste//VB|PRS|AKT//aux//52 prövas//VB|INF|SFO//ccomp//43 inför//PP//case//54 försvarsbeslutet//NN|NEU|SIN|DEF|NOM//obl//52 år//NN|NEU|SIN|IND|NOM//nmod//56 2001//RG|NOM//nmod//54 .//MAD//punct//22
Bilaga 3 / Bakgrund;Utskottet//NN|NEU|SIN|DEF|NOM//nsubj//59 anförde//VB|PRT|AKT//conj//1 vidare//AB|KOM//advmod//59 att//SN//mark//64 senast//AB|SUV//case//63 Försvarsmakten//NN|UTR|SIN|DEF|NOM//obl//64 fick//VB|PRT|AKT//advcl//59 en//DT|UTR|SIN|IND//det//67 utomstående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//67 prövning//NN|UTR|SIN|IND|NOM//obj//64 var//VB|PRT|AKT//advmod//1 när//HA//mark//73 Befälsbehovsutredningen//NN|NEU|PLU|DEF|NOM//nsubj//73 år//NN|NEU|SIN|IND|NOM//nmod//72 1985//RG|NOM//obl//73 redovisade//VB|PRT|AKT//advcl//1 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//75 ställningstaganden//NN|NEU|PLU|IND|NOM//obj//73 (//PAD//punct//75 Ds//PM|NOM//appos//75 Fö//NN|AN//nmod//79 1985:3//RG|NOM//nmod//77 )//PAD//punct//73 .//MAD//punct//1
Bilaga 3 / Bakgrund;Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//83 behov//NN|NEU|SIN|IND|NOM//nsubj:pass//99 av//PP//case//86 av//PP//case//86 officerare//NN|UTR|PLU|IND|NOM//nmod//83 –//RG|NOM//punct//86 såväl//KN//advmod//89 totalt//AB|POS//advmod//93 som//KN//case//93 på//PP//case//93 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//93 nivåer//NN|UTR|PLU|IND|NOM//conj//86 –//RG|NOM//punct//83 borde//VB|PRT|AKT//aux//99 enligt//PP//case//97 utskottet//NN|NEU|SIN|DEF|NOM//obl//99 därför//AB//advmod//99 genomlysas//VB|INF|SFO//conj//1 på//PP//compound:prt//99 nytt//JJ|POS|NEU|SIN|IND|NOM//fixed//100 .//MAD//punct//99
Bilaga 3 / Bakgrund;Enligt//PP//case//104 utskottet//NN|NEU|SIN|DEF|NOM//obl//107 borde//VB|PRT|AKT//aux//107 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//107 ske//VB|INF|AKT//advcl//99 av//PP//case//111 den//DT|UTR|SIN|DEF//det//111 tillsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//111 Personalförsörjningsutredningen//NN|UTR|SIN|DEF|NOM//obl:agent//107 som//HP|-|-|-//nsubj:pass//114 borde//VB|PRT|AKT//aux//114 ges//VB|INF|SFO//acl:relcl//111 tilläggsdirektiv//NN|NEU|PLU|IND|NOM//xcomp//114 om//PP//case//117 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//115 .//MAD//punct//1
Bilaga 3 / Bakgrund;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 gav//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 2//RO|NOM//nummod//4 september//NN|UTR|SIN|IND|NOM//obj//1 1999//RG|NOM//nummod//6 Försvarsmakten//NN|UTR|SIN|DEF|NOM//obl//1 i//PP//case//8 uppdrag//NN|NEU|SIN|IND|NOM//nmod//6 att//IE//mark//13 tillsammans//AB//advmod//12 med//PP//case//12 Försvarshögskolan//NN|UTR|SIN|DEF|NOM//obl//13 göra//VB|INF|AKT//acl//8 en//DT|UTR|SIN|IND//det//18 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//18 och//KN//cc//17 genomarbetad//PC|PRF|UTR|SIN|IND|NOM//conj//15 analys//NN|UTR|SIN|IND|NOM//obj//13 av//PP//case//21 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//21 kostnader//NN|UTR|PLU|IND|NOM//nmod//18 för//PP//case//25 den//DT|UTR|SIN|DEF//det//25 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 utbildningsstrukturen//NN|UTR|SIN|DEF|NOM//nmod//21 som//HP|-|-|-//nsubj:pass//27 infördes//VB|PRT|SFO//acl:relcl//25 under//PP//case//29 hösten//NN|UTR|SIN|DEF|NOM//obl//27 1999//RG|NOM//nummod//29 .//MAD//punct//1
Bilaga 3 / Bakgrund;Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//41 har//VB|PRS|AKT//aux//41 i//PP//case//36 en//DT|UTR|SIN|IND//det//36 rapport//NN|UTR|SIN|IND|NOM//obl//33 till//PP//case//38 regeringen//NN|UTR|SIN|DEF|NOM//nmod//36 den//DT|UTR|SIN|DEF//det//41 13//RG|NOM//nummod//41 april//NN|UTR|SIN|IND|NOM//parataxis//1 2000//RG|NOM//nummod//43 Analys//NN|UTR|SIN|IND|NOM//nmod//41 av//PP//case//45 kostnaderna//NN|UTR|PLU|DEF|NOM//nmod//43 för//PP//case//47 officersutbildningssystemet//NN|NEU|SIN|DEF|NOM//nmod//45 överlämnat//VB|SUP|AKT//conj//1 resultatet//NN|NEU|SIN|DEF|NOM//obj//48 av//PP//case//51 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//49 .//MAD//punct//1
Bilaga 3 / Bakgrund;Enligt//PP//case//54 rapporten//NN|UTR|SIN|DEF|NOM//obl//55 föreslår//VB|PRS|AKT//conj//1 Försvarsmakten//PM|NOM//obj//55 att//SN//mark//63 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//59 analyser//NN|UTR|PLU|IND|NOM//nsubj:pass//63 inom//PP//case//62 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 områden//NN|NEU|PLU|IND|NOM//nmod//59 görs//VB|PRS|SFO//advcl//55 inom//PP//case//68 ramen//NN|UTR|SIN|DEF|NOM//fixed//64 för//PP//fixed//64 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//68 arbete//NN|NEU|SIN|IND|NOM//obl//63 .//MAD//punct//55
Bilaga 3 / Bakgrund;Riksrevisionsverket//NN|NEU|SIN|DEF|NOM//nsubj//5 har//VB|PRS|AKT//aux//5 på//PP//case//4 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 uppdrag//NN|NEU|SIN|IND|NOM//obl//5 överlämnat//VB|SUP|AKT//ROOT//5 en//DT|UTR|SIN|IND//det//7 rapport//NN|UTR|SIN|IND|NOM//obj//5 den//DT|UTR|SIN|DEF//det//10 28//RG|NOM//nummod//10 mars//NN|UTR|SIN|IND|NOM//obl//5 2000//RG|NOM//nummod//10 (//PAD//punct//10 RRV//PM|NOM//appos//10 2000:10//RG|NOM//nummod//10 )//PAD//punct//10 Formerna//NN|UTR|PLU|DEF|NOM//appos//10 för//PP//case//18 lönebildning//NN|UTR|SIN|IND|NOM//nmod//16 m.m.//AB|AN//conj//10 inom//PP//case//21 Försvarsmakten//NN|UTR|SIN|DEF|NOM//obl//5 –//PAD//punct//23 uppföljning//NN|UTR|SIN|IND|NOM//obl//5 av//PP//case//27 en//DT|UTR|SIN|IND//det//27 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 granskning//NN|UTR|SIN|IND|NOM//nmod//23 (//PAD//punct//27 RRV//PM|NOM//appos//27 1998:20//RG|NOM//punct//23 )//PAD//punct//23 .//MAD//punct//5
Bilaga 3 / Bakgrund;Riksrevisionsverket//NN|NEU|SIN|DEF|NOM//nsubj//34 konstaterar//VB|PRS|AKT//conj//5 sammanfattningsvis//AB//advmod//34 att//SN//mark//41 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//41 även//AB//advmod//41 fortsättningsvis//AB//advmod//41 är//VB|PRS|AKT//cop//41 motiverat//PC|PRF|NEU|SIN|IND|NOM//ccomp//34 att//SN//mark//45 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//45 särskilt//AB//advmod//45 låter//VB|PRS|AKT//ccomp//41 följa//VB|INF|AKT//xcomp//45 utvecklingen//NN|UTR|SIN|DEF|NOM//obj//46 när//HA//case//51 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//48 gäller//VB|PRS|AKT//fixed//48 lönebildningen//NN|UTR|SIN|DEF|NOM//obl//46 m.m.//AB|AN//conj//51 för//PP//mark//55 att//IE//mark//55 stödja//VB|INF|AKT//advcl//46 arbetet//NN|NEU|SIN|DEF|NOM//obj//55 med//PP//mark//59 att//IE//mark//59 stärka//VB|INF|AKT//advcl//55 arbetsgivarrollen//NN|UTR|SIN|DEF|NOM//obj//59 inom//PP//case//62 Försvarsmakten//NN|UTR|SIN|DEF|NOM//obl//59 .//MAD//punct//34
Bilaga 3 / Bakgrund;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//6 skall//VB|PRS|AKT//aux//6 i//PP//case//5 sitt//PS|NEU|SIN|DEF//nmod:poss//5 fortsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//5 arbete//NN|NEU|SIN|IND|NOM//obl//6 göra//VB|INF|AKT//ROOT//6 en//DT|UTR|SIN|IND//det//8 genomlysning//NN|UTR|SIN|IND|NOM//obj//6 av//PP//case//11 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//11 behov//NN|NEU|SIN|IND|NOM//nmod//8 av//PP//case//13 yrkesofficerare//NN|UTR|PLU|IND|NOM//nmod//11 såväl//KN//advmod//15 totalt//AB|POS//advmod//6 som//KN//case//19 på//PP//case//19 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 kompetensnivåer//NN|UTR|PLU|IND|NOM//obl//6 .//MAD//punct//6
Bilaga 3 / Bakgrund;Hänsyn//NN|UTR|SIN|IND|NOM//punct//6 skall//VB|PRS|AKT//aux//23 tas//VB|INF|SFO//conj//6 till//PP//case//26 de//DT|UTR/NEU|PLU|DEF//det//26 yrkesofficerare//NN|UTR|PLU|IND|NOM//obl//23 som//HP|-|-|-//nsubj//28 tjänstgör//VB|PRS|AKT//acl:relcl//26 i//PP//case//31 närstående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//31 myndigheter//NN|UTR|PLU|IND|NOM//obl//28 till//PP//case//33 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//31 .//MAD//punct//6
Bilaga 3 / Bakgrund;I//PP//case//36 uppdraget//NN|NEU|SIN|DEF|NOM//obl//46 enligt//PP//case//38 huvuddirektiven//NN|NEU|PLU|DEF|NOM//nmod//36 att//IE//mark//40 utvärdera//VB|INF|AKT//acl//38 det//DT|NEU|SIN|DEF//det//43 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//43 utbildningssystemet//NN|NEU|SIN|DEF|NOM//obj//40 skall//VB|PRS|AKT//aux//46 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//46 beakta//VB|INF|AKT//parataxis//6 vad//HP|NEU|SIN|IND//obj//49 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//49 framfört//VB|SUP|AKT//ccomp//46 i//PP//case//52 sin//PS|UTR|SIN|DEF//nmod:poss//52 rapport//NN|UTR|SIN|IND|NOM//obl//49 den//DT|UTR|SIN|DEF//det//55 13//RG|NOM//nummod//55 april//NN|UTR|SIN|IND|NOM//obl//49 2000//RG|NOM//nummod//57 Analys//NN|UTR|SIN|IND|NOM//nmod//55 av//PP//case//59 kostnaderna//NN|UTR|PLU|DEF|NOM//nmod//57 för//PP//case//61 officersutbildningssystemet//NN|NEU|SIN|DEF|NOM//nmod//59 .//MAD//punct//6
Bilaga 3 / Bakgrund;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//66 skall//VB|PRS|AKT//aux//66 vidare//AB|KOM//advmod//66 belysa//VB|INF|AKT//parataxis//6 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//68 möjligheter//NN|UTR|PLU|IND|NOM//obj//66 att//IE//mark//70 utveckla//VB|INF|AKT//acl//68 och//KN//cc//72 stärka//VB|INF|AKT//conj//70 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//74 arbetsgivarroll//NN|UTR|SIN|IND|NOM//obj//72 .//MAD//punct//66

Bilaga 3 / Arbetets bedrivande;Vad//HP|NEU|SIN|IND//dislocated//2 som//HP|-|-|-//nsubj//2 angetts//VB|SUP|SFO//advcl//26 i//PP//case//5 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//5 huvuddirektiv//NN|NEU|SIN|IND|NOM//obl//2 (//PAD//punct//5 dir//NN|AN//appos//5 .//MAD//punct//2
Bilaga 3 / Arbetets bedrivande;1999:84//RG|NOM//obl//2 )//PAD//punct//9 under//PP//case//13 rubriken//NN|UTR|SIN|DEF|NOM//nmod//13 “//PP//nmod//16 arbetets//NN|NEU|SIN|DEF|GEN//nmod:poss//16 bedrivande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 ”//PAD//parataxis//2 och//KN//cc//19 i//PP//case//19 tilläggsdirektiv//NN|NEU|PLU|IND|NOM//conj//2 (//PAD//punct//19 dir//NN|AN//appos//19 .//MAD//punct//19
Bilaga 3 / Arbetets bedrivande;2000:12//RG|NOM//obl//2 )//PAD//punct//2 skall//VB|PRS|AKT//aux//26 gälla//VB|INF|AKT//ROOT//26 även//AB//advmod//32 för//PP//case//29 det//DT|NEU|SIN|DEF//fixed//27 nu//AB//advmod//32 aktuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//32 uppdraget//NN|NEU|SIN|DEF|NOM//obl//26


Bilaga 4 / Sammanfattning;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 tillsatte//VB|PRT|AKT//ROOT//1 år//NN|NEU|SIN|IND|NOM//nmod//3 1999//RG|NOM//obl//1 en//DT|UTR|SIN|IND//det//5 utredning//NN|UTR|SIN|IND|NOM//obj//1 av//PP//case//8 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//8 personalförsörjning//NN|UTR|SIN|IND|NOM//nmod//5 .//MAD//punct//1
Bilaga 4 / Sammanfattning;Direktiven//NN|NEU|PLU|DEF|NOM//nsubj//11 anger//VB|PRS|AKT//parataxis//1 att//SN//mark//15 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//15 skall//VB|PRS|AKT//aux//15 utvärdera//VB|INF|AKT//ccomp//11 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//17 utbildningssystem//NN|NEU|SIN|IND|NOM//obj//15 .//MAD//punct//11
Bilaga 4 / Sammanfattning;Utvärderingen//NN|UTR|SIN|DEF|NOM//nsubj:pass//20 utformades//VB|PRT|SFO//parataxis//11 som//KN//mark//23 ett//DT|NEU|SIN|IND//det//23 uppdrag//NN|NEU|SIN|IND|NOM//obl//20 till//PP//case//27 ett//DT|NEU|SIN|IND//det//27 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 företag//NN|NEU|SIN|IND|NOM//nmod//23 ,//MID//punct//27 som//HP|-|-|-//nsubj//30 genomfört//VB|SUP|AKT//acl:relcl//27 utvärderingen//NN|UTR|SIN|DEF|NOM//obj//30 under//PP//case//34 5//RG|NOM//nummod//34 veckor//NN|UTR|PLU|IND|NOM//obl//30 i//PP//case//36 november//NN|UTR|SIN|IND|NOM//obl//30 och//KN//cc//38 december//NN|UTR|SIN|IND|NOM//conj//36 år//NN|NEU|SIN|IND|NOM//nmod//40 2000//RG|NOM//nummod//38 .//MAD//punct//1
Bilaga 4 / Sammanfattning;Utvärderingens//NN|UTR|SIN|DEF|GEN//nmod:poss//43 slutsatser//NN|UTR|PLU|IND|NOM//nsubj//44 bygger//VB|PRS|AKT//conj//1 på//PP//case//46 intervjuer//NN|UTR|PLU|IND|NOM//obl//44 med//PP//case//48 skol-//NN|UTR|-|-|SMS//nmod//46 och//KN//cc//50 kursledningar//NN|UTR|PLU|IND|NOM//conj//48 i//PP//case//53 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//53 skolor//NN|UTR|PLU|IND|NOM//nmod//50 ,//MID//punct//55 intervjuer//NN|UTR|PLU|IND|NOM//appos//1 med//PP//case//57 elever//NN|UTR|PLU|IND|NOM//nmod//55 på//PP//case//60 skilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//60 nivåer//NN|UTR|PLU|IND|NOM//nmod//55 ,//MID//punct//64 samt//KN//cc//64 med//PP//case//64 representanter//NN|UTR|PLU|IND|NOM//conj//55 för//PP//case//66 förband//NN|NEU|PLU|IND|NOM//nmod//64 .//MAD//punct//1
Bilaga 4 / Sammanfattning;Det//DT|NEU|SIN|DEF//det//2 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 utbildningssystemet//NN|NEU|SIN|DEF|NOM//nsubj//3 tillkom//VB|PRT|AKT//ROOT//3 efter//PP//case//5 förslag//NN|NEU|SIN|IND|NOM//obl//3 från//PP//case//8 den//DT|UTR|SIN|DEF//det//8 skolutredning//NN|UTR|SIN|IND|NOM//nmod//5 ,//MID//punct//8 som//HP|-|-|-//nsubj//11 lade//VB|PRT|AKT//acl:relcl//8 fram//PL//compound:prt//11 sitt//PS|NEU|SIN|DEF//nmod:poss//14 betänkande//NN|NEU|SIN|IND|NOM//obj//11 1998//RG|NOM//nummod//14 .//MAD//punct//3
