MATS LEDERHAUSEN  ,  strategiansvarig, globalt McDonald’s Corp, USA, samtalsledare MICHAEL TRESCHOW  ,  koncernchef Electrolux ;HANS//PM|NOM//nmod//1 VON//PM|NOM//nmod//2 UTHMANN//PM|NOM//ROOT//2  //_SP////2 ,//MID//punct//7  //_SP////4 koncernchef//NN|UTR|SIN|IND|NOM//nmod//7 Shell//PM|NOM//conj//2 Sverige//PM|NOM//flat//7
Företagsledarens individuella ansvar;Men//KN//cc//37 vi//PN|UTR|PLU|DEF|SUB//nsubj//37 kunde//VB|PRT|AKT//aux//37 inte//AB//advmod//37 bara//AB//advmod//37 gå//VB|INF|AKT//conj//5 ut//PL//compound:prt//37 och//KN//cc//40 säga//VB|INF|AKT//conj//37 att//SN//mark//44 vi//PN|UTR|PLU|DEF|SUB//nsubj//44 ska//VB|PRS|AKT//aux//44 anställa//VB|INF|AKT//ccomp//40 så//AB//advmod//44 och//KN//fixed//45 så//AB//advmod//48 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//fixed//45 ,//MID//punct//37 vi//PN|UTR|PLU|DEF|SUB//nsubj//52 måste//VB|PRS|AKT//aux//52 hjälpas//VB|INF|SFO//conj//37 åt//PL//compound:prt//52 från//PP//case//56 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//det//56 håll//NN|NEU|PLU|IND|NOM//obl//52 .//MID//punct//5
Företagsledarens individuella ansvar;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//62 var//VB|PRT|AKT//cop//62 tyvärr//AB//advmod//62 inte//AB//advmod//62 möjligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//5 .//MID//punct//62
Företagsledarens individuella ansvar;Så//KN//mark//66 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//66 blev//VB|PRT|AKT//advcl//71 ingenting//PN|NEU|SIN|IND|SUB/OBJ//xcomp//66 .//MAD//punct//66 –//PAD//punct//71
Företagsledarens individuella ansvar;"Jag//PN|UTR|SIN|DEF|SUB//nsubj//71 vet//VB|PRS|AKT//conj//62 inte//AB//advmod//71 vad//HP|NEU|SIN|IND//dislocated//75 som//HP|-|-|-//nsubj//75 försiggår//VB|PRS|AKT//ccomp//71 på//PP//case//78 de//DT|UTR/NEU|PLU|DEF//det//78 möten//NN|NEU|PLU|IND|NOM//obl//75 som//HP|-|-|-//nsubj:pass//81 faktiskt//AB|POS//advmod//81 hålls//VB|PRS|SFO//acl:relcl//78 mellan//PP//case//83 politik//NN|UTR|SIN|IND|NOM//obl//81 och//KN//cc//85 näringsliv//NN|NEU|SIN|IND|NOM//conj//83 ;//MID//punct//62"
Företagsledarens individuella ansvar;jag//PN|UTR|SIN|DEF|SUB//nsubj//88 vet//VB|PRS|AKT//conj//62 att//SN//mark//94 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//94 är//VB|PRS|AKT//cop//94 en//DT|UTR|SIN|IND//det//94 väldig//JJ|POS|UTR|SIN|IND|NOM//amod//94 brist//NN|UTR|SIN|IND|NOM//ccomp//88 på//PP//case//97 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//97 möten//NN|NEU|PLU|IND|NOM//nmod//94 ,//MID//punct//101 men//KN//cc//101 de//DT|UTR/NEU|PLU|DEF//det//101 ﬁnns//VB|PRS|SFO//conj//62 .//MAD//punct//62
Företagsledarens individuella ansvar;I//PP//case//1 Chattanooga//PM|NOM//obl//5 i//PP//case//3 USA//PM|NOM//nmod//1 ,//MID//punct//5 säger//VB|PRS|AKT//ROOT//5 Mats//PM|NOM//nsubj//5 Lederhausen//PM|NOM//flat:name//6 ,//MID//punct//5 har//VB|PRS|AKT//conj//5 näringslivet//NN|NEU|SIN|DEF|NOM//obj//9 och//KN//cc//13 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//13 gjort//VB|SUP|AKT//conj//9 helt//AB|POS//advmod//15 enastående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 framsteg//NN|NEU|PLU|IND|NOM//obj//13 när//HA//advmod//13 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//17 gäller//VB|PRS|AKT//fixed//17 miljön//NN|UTR|SIN|DEF|NOM//obj//19 ,//MID//punct//5 och//KN//cc//24 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//24 beror//VB|PRS|AKT//conj//5 väl//AB//advmod//24 på//PP//case//29 så//AB//advmod//28 enkla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 saker//NN|UTR|PLU|IND|NOM//obl//24 som//KN//mark//33 att//SN//mark//33 man//PN|UTR|SIN|IND|SUB//nsubj//33 hade//VB|PRT|AKT//acl//29 en//DT|UTR|SIN|IND//det//36 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//36 kommunalpolitiker//NN|UTR|SIN|IND|NOM//obj//33 eller//KN//cc//38 näringsliv//NN|NEU|SIN|IND|NOM//conj//36 som//HP|-|-|-//nsubj//40 ﬁck//VB|PRT|AKT//acl:relcl//29 ihop//PL//compound:prt//40 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//40 .//MAD//punct//5
Företagsledarens individuella ansvar;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 är//VB|PRS|AKT//cop//2 människor//NN|UTR|PLU|IND|NOM//ROOT//2 som//HP|-|-|-//nsubj//4 gör//VB|PRS|AKT//acl:cleft//2 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//4 .//MAD//punct//2
Företagsledarens individuella ansvar;Och//KN//cc//17 när//HA//mark//12 vi//PN|UTR|PLU|DEF|SUB//nsubj//12 nu//AB//advmod//12 är//VB|PRS|AKT//cop//12 överens//PL//advcl//17 om//PP//mark//16 att//SN//mark//16 ingenting//PN|NEU|SIN|IND|SUB/OBJ//nsubj//16 händer//VB|PRS|AKT//advcl//17 undrar//VB|PRS|AKT//conj//2 jag//PN|UTR|SIN|DEF|SUB//nsubj//17 vad//HP|NEU|SIN|IND//obj//22 vi//PN|UTR|PLU|DEF|SUB//nsubj//22 ska//VB|PRS|AKT//aux//22 göra//VB|INF|AKT//ccomp//17 ,//MID//punct//27 har//VB|PRS|AKT//aux//27 vi//PN|UTR|PLU|DEF|SUB//nsubj//27 verkligen//AB//advmod//27 gjort//VB|SUP|AKT//conj//17 allt//PN|NEU|SIN|IND|SUB/OBJ//obj//27 ?//MAD//punct//2

Centralt eller lokalt;–//RG|NOM//punct//2 Vi//PN|UTR|PLU|DEF|SUB//nsubj//2 ser//VB|PRS|AKT//ROOT//2 ju//AB//advmod//2 att//SN//mark//7 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//7 inte//AB//advmod//7 fungerar//VB|PRS|AKT//ccomp//2 med//PP//case//10 ansiktslösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 organisationer//NN|UTR|PLU|IND|NOM//obl//7 som//HP|-|-|-//nsubj//12 pratar//VB|PRS|AKT//acl:relcl//10 med//PP//case//16 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 ansiktslösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 organisationer//NN|UTR|PLU|IND|NOM//obl//12 ,//MID//punct//18 konstaterar//VB|PRS|AKT//parataxis//2 Michael//PM|NOM//nsubj//18 Treschow//PM|NOM//flat//19 .//MAD//punct//2
Centralt eller lokalt;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//23 blir//VB|PRS|AKT//parataxis//2 inget//PN|NEU|SIN|IND|SUB/OBJ//nsubj//23 av//PL//compound:prt//23 för//KN//case//27 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//23 är//VB|PRS|AKT//cop//29 ingen//PN|UTR|SIN|IND|SUB/OBJ//ccomp//2 som//HP|-|-|-//nsubj//32 behöver//VB|PRS|AKT//aux//32 ta//VB|INF|AKT//acl:relcl//29 ansvar//NN|NEU|SIN|IND|NOM//obj//32 för//PP//case//35 någonting//PN|NEU|SIN|IND|SUB/OBJ//nmod//33 och//KN//cc//38 det//PN|NEU|SIN|DEF|SUB/OBJ//det//38 händer//VB|PRS|AKT//conj//2 ingenting//PN|NEU|SIN|IND|SUB/OBJ//nsubj//38 .//MAD//punct//2
Centralt eller lokalt;Kanske//AB//advmod//1 är//VB|PRS|AKT//ROOT//1 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//1 så//AB//mark//6 att//SN//fixed//3 vi//PN|UTR|PLU|DEF|SUB//nsubj//6 måste//VB|PRS|AKT//advcl//1 ner//PL//advmod//6 från//PP//case//10 central//JJ|POS|UTR|SIN|IND|NOM//amod//10 företagsledarnivå//NN|UTR|SIN|IND|NOM//obl//6 och//KN//cc//12 central//JJ|POS|UTR|SIN|IND|NOM//conj//10 politikernivå//NN|UTR|SIN|IND|NOM//conj//10 ,//MID//punct//6 till//PP//case//16 kommunnivå//NN|UTR|SIN|IND|NOM//obl//6 .//MAD//punct//1
Centralt eller lokalt;"Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//19 funkar//VB|PRS|AKT//parataxis//1 bättre//AB|KOM//advmod//19 mellan//PP//case//23 vår//PS|UTR|SIN|DEF//nmod:poss//23 Västervikschef//NN|UTR|SIN|IND|NOM//obl//19 och//KN//cc//25 kommunalrådet//NN|NEU|SIN|DEF|NOM//conj//23 i//PP//case//27 Västervik//PM|NOM//nmod//25 än//KN//mark//31 vad//HP|NEU|SIN|IND//obj//31 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//31 funkar//VB|PRS|AKT//advcl//19 för//PP//case//33 mig//PN|UTR|SIN|DEF|OBJ//obl//31 att//IE//mark//35 tala//VB|INF|AKT//xcomp//31 med//PP//case//37 ministrar//NN|UTR|PLU|IND|NOM//obl//35 ;//MID//punct//19"
Centralt eller lokalt;mellan//PP//case//40 oss//PN|UTR|PLU|DEF|OBJ//obl//41 händer//VB|PRS|AKT//conj//19 ingenting//PN|NEU|SIN|IND|SUB/OBJ//nsubj//41 ,//MID//punct//41 för//KN//mark//48 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//48 är//VB|PRS|AKT//cop//48 så//AB//advmod//48 slipat//PC|PRF|NEU|SIN|IND|NOM//advcl//41 ,//MID//punct//19 vi//PN|UTR|PLU|DEF|SUB//nsubj//51 har//VB|PRS|AKT//conj//19 så//AB//advmod//53 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 agendor//NN|UTR|PLU|IND|NOM//obj//51 .//MAD//punct//19
Centralt eller lokalt;Man//PN|UTR|SIN|IND|SUB//nsubj//57 måste//VB|PRS|AKT//conj//1 kanske//AB//advmod//59 ner//PL//advmod//61 på//PP//case//61 verksamhetsnivå//NN|UTR|SIN|IND|NOM//obl//57 .//MAD//punct//57 –//RG|NOM//punct//72
Centralt eller lokalt;För//PP//mark//67 att//IE//mark//67 verkligen//AB//advmod//67 få//VB|INF|AKT//advcl//72 fart//NN|UTR|SIN|IND|NOM//obj//67 på//PP//case//70 Sverige//PM|NOM//obl//67 ,//MID//punct//72 säger//VB|PRS|AKT//advcl//76 Jacob//PM|NOM//nsubj//72 Wallenberg//PM|NOM//flat:name//73 ,//MID//punct//76 räcker//VB|PRS|AKT//parataxis//57 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//76 inte//AB//advmod//76 att//IE//mark//81 bara//AB//advmod//81 göra//VB|INF|AKT//advcl//76 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//81 lokalt//AB|POS//advmod//81 .//MAD//punct//76
Centralt eller lokalt;Ambitionen//NN|UTR|SIN|DEF|NOM//nsubj//87 måste//VB|PRS|AKT//aux//87 vara//VB|INF|AKT//parataxis//76 att//IE//mark//89 göra//VB|INF|AKT//ccomp//87 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//89 nationellt//AB|POS//advmod//89 också//AB//advmod//89 ,//MID//punct//76 men//KN//cc//98 då//AB//advmod//98 måste//VB|PRS|AKT//aux//98 vi//PN|UTR|PLU|DEF|SUB//nsubj//98 ändra//VB|INF|AKT//conj//76 spelplanen//NN|UTR|SIN|DEF|NOM//obj//98 .//MAD//punct//76
Centralt eller lokalt;Du//PN|UTR|SIN|DEF|SUB//nsubj//102 talade//VB|PRT|AKT//parataxis//76 om//PP//mark//107 att//SN//mark//107 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//107 är//VB|PRS|AKT//cop//107 slipat//PC|PRF|NEU|SIN|IND|NOM//ccomp//102 och//KN//cc//111 att//SN//mark//111 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//111 har//VB|PRS|AKT//conj//107 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//113 agendor//NN|UTR|PLU|IND|NOM//obj//111 .//MAD//punct//102
Centralt eller lokalt;Man//PN|UTR|SIN|IND|SUB//nsubj//117 måste//VB|PRS|AKT//aux//117 bryta//VB|INF|AKT//conj//102 upp//PL//compound:prt//117 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//117 på//PP//case//122 något//DT|NEU|SIN|IND//det//122 sätt//NN|NEU|SIN|IND|NOM//obl//117 ,//MID//punct//124 ha//VB|INF|AKT//conj//117 sönder//PL//compound:prt//124 och//KN//cc//127 börja//VB|INF|AKT//conj//124 om//PL//compound:prt//127 från//PP//case//130 början//NN|UTR|SIN|DEF|NOM//obl//127 igen//AB//advmod//127 .//MID//punct//117
Centralt eller lokalt;Fast//KN//cc//135 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//135 får//VB|PRS|AKT//aux//139 man//PN|UTR|SIN|IND|SUB//nsubj//139 ju//AB//advmod//139 inte//AB//advmod//139 säga//VB|INF|AKT//advcl//117 högt//JJ|POS|NEU|SIN|IND|NOM//advmod//139 .//MID//punct//117 –//PAD//punct//144
Centralt eller lokalt;Jag//PN|UTR|SIN|DEF|SUB//nsubj//144 tror//VB|PRS|AKT//parataxis//117 att//SN//mark//170 precis//AB//advmod//147 lika//AB//advmod//148 lite//AB|POS//obl//170 som//HA//obl//151 jag//PN|UTR|SIN|DEF|SUB//nsubj//151 förstår//VB|PRS|AKT//acl:relcl//148 Mona//PM|NOM//nmod:poss//157 Sahlins//PM|GEN//flat//152 eller//KN//cc//155 Carl//PM|NOM//conj//152 Bildts//PM|GEN//amod//157 vardag//NN|UTR|SIN|IND|NOM//obj//151 ,//MID//punct//161 hur//HA//advmod//161 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//161 tänker//VB|PRS|AKT//advcl//151 och//KN//cc//166 vad//HP|NEU|SIN|IND//dislocated//166 som//HP|-|-|-//nsubj//166 faktiskt//AB|POS//advmod//166 händer//VB|PRS|AKT//conj//161 ,//MID//punct//166 lika//AB//advmod//169 lite//AB|POS//advmod//170 förstår//VB|PRS|AKT//advcl//175 de//PN|UTR/NEU|PLU|DEF|SUB//det//173 min.//NN|AN//amod//173 Michael//PM|NOM//nmod//174 Treschow//PM|NOM//nsubj//170 frågar//VB|PRS|AKT//ccomp//144 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//175 hur//HA//advmod//179 man//PN|UTR|SIN|IND|SUB//nsubj//179 får//VB|PRS|AKT//ccomp//175 människor//NN|UTR|PLU|IND|NOM//obj//179 som//HP|-|-|-//nsubj//183 inte//AB//advmod//183 förstår//VB|PRS|AKT//acl:relcl//180 varandras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//185 vardag//NN|UTR|SIN|IND|NOM//obj//183 att//IE//mark//187 samsas//VB|INF|SFO//advcl//183 kring//PP//case//191 en//DT|UTR|SIN|IND//det//191 gemensam//JJ|POS|UTR|SIN|IND|NOM//amod//191 agenda//NN|UTR|SIN|IND|NOM//obl//187 ?//MAD//punct//102
Centralt eller lokalt;Jacob//PM|NOM//nsubj//2 Wallenberg//PM|NOM//flat:name//0 är//VB|PRS|AKT//ROOT//2 mån//JJ|POS|UTR|SIN|IND|NOM//advmod//2 om//PP//mark//8 att//SN//mark//8 företagen//NN|NEU|PLU|DEF|NOM//nsubj//8 inte//AB//advmod//8 skapar//VB|PRS|AKT//ccomp//2 felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 förväntningar//NN|UTR|PLU|IND|NOM//obj//8 .//MAD//punct//2 –//PAD//punct//14
Centralt eller lokalt;Jag//PN|UTR|SIN|DEF|SUB//nsubj//14 upplever//VB|PRS|AKT//parataxis//2 att//SN//mark//17 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//17 ﬁnns//VB|PRS|SFO//ccomp//14 en//DT|UTR|SIN|IND//det//19 förväntansbild//NN|UTR|SIN|IND|NOM//nsubj//17 om//PP//case//24 ett//DT|NEU|SIN|IND//det//24 ”//PAD//nmod//24 mänskligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//24 näringsliv//NN|NEU|SIN|IND|NOM//nmod//19 ”//PAD//punct//17 ,//MID//punct//35 och//KN//cc//35 att//SN//mark//35 vi//PN|UTR|PLU|DEF|SUB//det//30 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//35 som//HP|-|-|-//nsubj//32 sitter//VB|PRS|AKT//acl:relcl//30 här//AB//advmod//32 ska//VB|PRS|AKT//aux//35 ha//VB|INF|AKT//conj//14 en//DT|UTR|SIN|IND//det//37 förmåga//NN|UTR|SIN|IND|NOM//obj//35 att//IE//mark//39 ta//VB|INF|AKT//acl//37 ett//DT|NEU|SIN|IND//det//42 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 ansvar//NN|NEU|SIN|IND|NOM//obj//39 och//KN//cc//44 hjälpa//VB|INF|AKT//conj//39 Sverige//PM|NOM//obj//44 .//MAD//punct//14
Centralt eller lokalt;Men//KN//cc//57 så//AB//advmod//49 enkelt//JJ|POS|NEU|SIN|IND|NOM//discourse//57 är//VB|PRS|AKT//cop//49 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//49 inte//AB//advmod//49 .//MAD//punct//49
Centralt eller lokalt;Vi//PN|UTR|PLU|DEF|SUB//nsubj//57 kan//VB|PRS|AKT//aux//57 inte//AB//advmod//57 ta//VB|INF|AKT//conj//14 detta//DT|NEU|SIN|DEF//det//61 överdrivna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//61 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//61 ansvar//NN|NEU|SIN|IND|NOM//obj//57 ,//MID//punct//65 och//KN//cc//65 därmed//AB//advmod//65 tro//VB|INF|AKT//conj//57 att//SN//mark//68 vi//PN|UTR|PLU|DEF|SUB//nsubj//68 har//VB|PRS|AKT//ccomp//65 lösningen//NN|UTR|SIN|DEF|NOM//obj//68 på//PP//case//72 alla//DT|UTR/NEU|PLU|IND/DEF//det//72 problem//NN|NEU|PLU|IND|NOM//obl//68 .//MAD//punct//14
Centralt eller lokalt;Den//DT|UTR|SIN|DEF//det//75 rollen//NN|UTR|SIN|DEF|NOM//obj//79 kan//VB|PRS|AKT//aux//79 vi//PN|UTR|PLU|DEF|SUB//nsubj//79 inte//AB//advmod//79 ikläda//VB|INF|AKT//parataxis//14 oss//PN|UTR|PLU|DEF|OBJ//obj//79 .//MAD//punct//14
Centralt eller lokalt;Vi//PN|UTR|PLU|DEF|SUB//nsubj//2 måste//VB|PRS|AKT//aux//2 lyfta//VB|INF|AKT//ROOT//2 upp//PL//compound:prt//2 frågan//NN|UTR|SIN|DEF|NOM//obj//2 över//PP//case//8 det//DT|NEU|SIN|DEF//det//8 speciﬁka//NN|UTR|SIN|IND|NOM//amod//8 bolaget//NN|NEU|SIN|DEF|NOM//nmod//4 .//MAD//punct//2
Centralt eller lokalt;Handlar//VB|PRS|AKT//conj//2 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//10 då//AB//advmod//10 inte//AB//advmod//10 om//PP//mark//16 att//IE//mark//16 skapa//VB|INF|AKT//advcl//10 bästa//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//19 möjliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 förutsättningar//NN|UTR|PLU|IND|NOM//obj//16 i//PP//case//21 Sverige//PM|NOM//obl//16 för//PP//mark//24 att//IE//mark//24 driva//VB|INF|AKT//advcl//16 företagsamhet//NN|UTR|SIN|IND|NOM//obj//24 ?//MID//punct//2
Centralt eller lokalt;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//32 är//VB|PRS|AKT//cop//32 kanske//AB//advmod//32 den//DT|UTR|SIN|DEF//det//32 stora//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//32 frågan//NN|UTR|SIN|DEF|NOM//parataxis//2 för//PP//case//34 framtiden//NN|UTR|SIN|DEF|NOM//nmod//32 ,//MID//punct//32 och//KN//cc//38 då//AB//advmod//38 är//VB|PRS|AKT//conj//32 vi//PN|UTR|PLU|DEF|SUB//nsubj//38 inne//AB//advmod//38 på//PP//case//42 allt//PN|NEU|SIN|IND|SUB/OBJ//obl//38 som//HP|-|-|-//nsubj//44 handlar//VB|PRS|AKT//acl:relcl//42 om//PP//case//47 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//47 skatter//NN|UTR|PLU|IND|NOM//obl//44 och//KN//cc//49 förutsägbarhet//NN|UTR|SIN|IND|NOM//conj//47 vad//HP|NEU|SIN|IND//nsubj//51 gäller//VB|PRS|AKT//acl:cleft//32 regleringar//NN|UTR|PLU|IND|NOM//obj//51 och//KN//cc//54 utbildning//NN|UTR|SIN|IND|NOM//conj//52 och//KN//cc//56 systemet//NN|NEU|SIN|DEF|NOM//conj//52 kring//PP//case//58 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//56 ,//MID//punct//60 etcetera//AB//conj//52 .//MAD//punct//32 –//PAD//punct//64
Centralt eller lokalt;Fortfarande//AB//advmod//64 handlar//VB|PRS|AKT//parataxis//32 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//64 ju//AB//advmod//64 om//PP//mark//70 hur//HA//advmod//70 vi//PN|UTR|PLU|DEF|SUB//nsubj//70 hittar//VB|PRS|AKT//advcl//64 balansgången//NN|UTR|SIN|DEF|NOM//obj//70 ,//MID//punct//73 säger//VB|PRS|AKT//parataxis//64 Michael//PM|NOM//nsubj//73 Treschow//PM|NOM//flat//74 ,//MID//punct//73 att//IE//mark//81 å//PP//advmod//81 ena//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//80 sidan//NN|UTR|SIN|DEF|NOM//fixed//78 skapa//VB|INF|AKT//ccomp//73 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//83 klimat//NN|NEU|PLU|IND|NOM//obj//81 och//KN//cc//85 förutsättningar//NN|UTR|PLU|IND|NOM//conj//83 och//KN//cc//87 ta//VB|INF|AKT//conj//81 bort//PL//compound:prt//87 hinder//NN|NEU|PLU|IND|NOM//obj//87 ,//MID//punct//87 å//PP//case//93 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//93 sidan//NN|UTR|SIN|DEF|NOM//obl//94 fördela//VB|INF|AKT//conj//81 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//94 vi//PN|UTR|PLU|DEF|SUB//nsubj//97 skapar//VB|PRS|AKT//acl:relcl//95 och//KN//cc//103 att//SN//mark//103 allt//DT|NEU|SIN|IND/DEF//det//101 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//103 tillsammans//AB//advmod//103 blir//VB|PRS|AKT//conj//81 bingo//NN|UTR|SIN|IND|NOM//xcomp//103 för//PP//case//106 landet//NN|NEU|SIN|DEF|NOM//obl//103 Sverige//PM|NOM//nmod//106 .//MAD//punct//81 –//RG|NOM//punct//115
Centralt eller lokalt;I//PP//case//111 mitten//NN|UTR|SIN|DEF|NOM//obl//115 på//PP//case//113 åttakantingen//NN|UTR|SIN|DEF|NOM//nmod//111 ,//MID//punct//115 tillägger//VB|PRS|AKT//parataxis//81 Jacob//PM|NOM//nsubj//115 Wallenberg//PM|NOM//flat:name//116 .//MAD//punct//115 –//RG|NOM//punct//121
Centralt eller lokalt;Hur//HA//advmod//121 gör//VB|PRS|AKT//parataxis//115 vi//PN|UTR|PLU|DEF|SUB//nsubj//121 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//121 ?//MID//punct//121
Centralt eller lokalt;Vore//VB|KON|PRT|AKT//cop//131 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//131 lätt//JJ|POS|NEU|SIN|IND|NOM//advmod//131 skulle//VB|PRT|AKT//aux//131 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//131 vara//VB|INF|AKT//cop//131 löst//JJ|POS|NEU|SIN|IND|NOM//parataxis//121 för//AB//case//133 länge//AB|POS//advmod//131 sedan//AB//advmod//133 .//MAD//punct//121
Centralt eller lokalt;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//137 går//VB|PRS|AKT//parataxis//121 inte//AB//advmod//137 att//IE//mark//140 göra//VB|INF|AKT//xcomp//137 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//140 på//PP//case//144 näringslivets//NN|NEU|SIN|DEF|GEN//nmod:poss//144 agenda//NN|UTR|SIN|IND|NOM//obl//140 ,//MID//punct//137 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//147 går//VB|PRS|AKT//conj//81 inte//AB//advmod//147 att//IE//mark//150 göra//VB|INF|AKT//xcomp//147 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//150 på//PP//case//154 politikernas//NN|UTR|PLU|DEF|GEN//nmod:poss//154 agenda//NN|UTR|SIN|IND|NOM//obl//150 .//MAD//punct//32
Centralt eller lokalt;Om//SN//mark//2 vi//PN|UTR|PLU|DEF|SUB//nsubj//2 antar//VB|PRS|AKT//advcl//26 att//SN//mark//5 marknadsekonomin//NN|UTR|SIN|DEF|NOM//nsubj//5 fungerar//VB|PRS|AKT//ccomp//2 i//PP//case//10 linje//NN|UTR|SIN|IND|NOM//fixed//6 med//PP//fixed//6 den//DT|UTR|SIN|DEF//det//10 diskussion//NN|UTR|SIN|IND|NOM//obl//5 vi//PN|UTR|PLU|DEF|SUB//nsubj//12 haft//VB|SUP|AKT//acl:relcl//10 tidigare//AB|KOM//advmod//12 ,//MID//punct//19 nämligen//AB//advmod//19 att//SN//mark//19 de//DT|UTR/NEU|PLU|DEF//det//18 dåliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj:pass//19 slås//VB|PRS|SFO//conj//5 ut//PL//compound:prt//19 och//KN//cc//24 de//DT|UTR/NEU|PLU|DEF//det//23 framgångsrika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj//24 fortsätter//VB|PRS|AKT//conj//5 ,//MID//punct//26 resonerar//VB|PRS|AKT//ROOT//26 Jacob//PM|NOM//nsubj//26 Wallenberg//PM|NOM//flat:name//27 .//MAD//punct//26
