4 Försäkringsskydd på transportområdet ;I//PP//case//2 detta//DT|NEU|SIN|DEF//det//2 kapitel//NN|NEU|SIN|IND|NOM//obl//3 kartlägger//VB|PRS|AKT//ROOT//3 vi//PN|UTR|PLU|DEF|SUB//nsubj//3 hur//HA//advmod//7 försäkringsutbudet//NN|NEU|SIN|DEF|NOM//nsubj//7 ser//VB|PRS|AKT//ccomp//3 ut//PL//compound:prt//7 på//PP//case//12 de//DT|UTR/NEU|PLU|DEF//det//12 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 transportområdena//NN|NEU|PLU|DEF|NOM//obl//7 .//MAD//punct//3
5.5.2 Nuvarande krigsutbrottsavtal / Särskilda avtal;Avtalen//NN|NEU|PLU|DEF|NOM//nsubj//1 stipulerar//VB|PRS|AKT//ROOT//1 att//SN//mark//5 försäkringstagarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//5 ska//VB|PRS|AKT//aux//5 meddelas//VB|INF|SFO//ccomp//1 vad//HP|NEU|SIN|IND//obj//5 som//HP|-|-|-//nsubj//8 gäller//VB|PRS|AKT//acl:relcl//6 enligt//PP//case//10 krigsutbrottsavtalen//NN|UTR|SIN|DEF|NOM//obl//8 vid//PP//case//13 ett//DT|NEU|SIN|IND//det//13 krigsutbrott//NN|NEU|SIN|IND|NOM//obl//8 samt//KN//cc//16 om//PP//case//16 möjligheten//NN|UTR|SIN|DEF|NOM//obl//5 att//IE//mark//18 teckna//VB|INF|AKT//acl//16 försäkring//NN|UTR|SIN|IND|NOM//obj//18 mot//PP//case//22 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 risker//NN|UTR|PLU|IND|NOM//obl//18 genom//PP//case//24 tilläggspremie//NN|UTR|SIN|IND|NOM//nmod//22 .//MID//punct//1
5.5.2 Nuvarande krigsutbrottsavtal / Särskilda avtal;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//27 görs//VB|PRS|SFO//parataxis//1 genom//PP//mark//31 att//SN//mark//31 försäkringsgivaren//NN|UTR|SIN|DEF|NOM//nsubj//31 bifogar//VB|PRS|AKT//advcl//45 en//DT|UTR|SIN|IND//det//33 klausul//NN|UTR|SIN|IND|NOM//obj//31 till//PP//case//35 försäkringsavtalet//NN|NEU|SIN|DEF|NOM//nmod//33 som//HP|-|-|-//nsubj//37 informerar//VB|PRS|AKT//acl:relcl//33 om//PP//mark//42 att//SN//mark//42 om//SN//mark//42 krigsutbrottsavtalet//NN|NEU|SIN|DEF|NOM//nsubj//42 träder//VB|PRS|AKT//ccomp//37 i//PP//case//44 tillämpning//NN|UTR|SIN|IND|NOM//obl//42 övertar//VB|PRS|AKT//conj//27 KFN//PM|NOM//nsubj//45 försäkringsansvaret//NN|NEU|SIN|DEF|NOM//obj//45 på//PP//case//53 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//51 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 villkor//NN|NEU|PLU|IND|NOM//nmod//53 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//53 krigsrisk//NN|UTR|SIN|IND|NOM//obl//45 av//PP//case//56 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 intressen//NN|NEU|PLU|IND|NOM//nmod//53 .//MAD//punct//27
5.5.2 Nuvarande krigsutbrottsavtal / Särskilda avtal;Det//DT|NEU|SIN|DEF//det//2 särskilda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//2 avtalet//NN|NEU|SIN|DEF|NOM//nsubj//3 innehåller//VB|PRS|AKT//ROOT//3 ett//DT|NEU|SIN|IND//det//5 villkor//NN|NEU|SIN|IND|NOM//obj//3 som//HP|-|-|-//nsubj//7 innebär//VB|PRS|AKT//acl:relcl//5 att//SN//mark//13 KFN//PM|NOM//nsubj//13 mot//PP//case//11 tilläggspremie//NN|UTR|SIN|IND|NOM//nmod//9 kan//VB|PRS|AKT//aux//13 försäkra//VB|INF|AKT//ccomp//7 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 varurisker//NN|UTR|PLU|IND|NOM//obj//13 .//MID//punct//3
5.5.2 Nuvarande krigsutbrottsavtal / Särskilda avtal;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//19 är//VB|PRS|AKT//cop//19 fråga//NN|UTR|SIN|IND|NOM//conj//3 om//PP//case//21 skydd//NN|NEU|SIN|IND|NOM//obl//19 mot//PP//case//23 skador//NN|UTR|PLU|IND|NOM//nmod//21 direkt//AB|POS//advmod//25 orsakade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//19 av//PP//case//27 kärnstridsmedel//NN|NEU|PLU|IND|NOM//obl//25 ,//MID//punct//29 skador//NN|UTR|PLU|IND|NOM//conj//27 under//PP//case//32 en//DT|UTR|SIN|IND//det//32 15-dagarsperiod//NN|UTR|SIN|IND|NOM//nmod//29 vid//PP//case//34 omlastning//NN|UTR|SIN|IND|NOM//nmod//32 i//PP//case//36 mellanhamn//NN|NEU|PLU|IND|NOM//nmod//34 samt//KN//cc//39 under//PP//case//39 land-//NN|UTR|-|-|SMS//conj//34 eller//KN//cc//41 lufttransport//NN|UTR|SIN|IND|NOM//conj//39 till//PP//case//44 annan//JJ|POS|UTR|SIN|IND|NOM//amod//44 hamn//NN|UTR|SIN|IND|NOM//nmod//39 i//PP//case//48 och//KN//fixed//45 för//PP//fixed//45 befordran//NN|UTR|SIN|IND|NOM//conj//39 därifrån//AB//advmod//52 med//PP//case//52 annat//JJ|POS|NEU|SIN|IND|NOM//amod//52 fartyg//NN|NEU|SIN|IND|NOM//nmod//48 ,//MID//punct//54 skada//NN|UTR|SIN|IND|NOM//conj//48 på//PP//case//56 gods//NN|NEU|SIN|IND|NOM//nmod//54 som//HP|-|-|-//nsubj:pass//58 lagrats//VB|SUP|SFO//acl:relcl//54 i//PP//case//60 utlandet//NN|NEU|SIN|DEF|NOM//obl//58 i//PP//case//62 anslutning//NN|UTR|SIN|IND|NOM//obl//58 till//PP//case//64 export//NN|UTR|SIN|IND|NOM//nmod//62 från//PP//case//66 Sverige//PM|NOM//nmod//64 om//PP//mark//70 leveransen//NN|UTR|SIN|DEF|NOM//nsubj//70 är//VB|PRS|AKT//cop//70 knuten//PC|PRF|UTR|SIN|IND|NOM//advcl//25 till//PP//case//72 köpeavtal//NN|NEU|SIN|IND|NOM//obl//70 som//HP|-|-|-//nsubj//74 medför//VB|PRS|AKT//acl:relcl//72 att//SN//mark//77 godset//NN|NEU|SIN|DEF|NOM//nsubj//77 utgör//VB|PRS|AKT//ccomp//74 svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//79 intresse//NN|NEU|SIN|IND|NOM//obj//77 till//PP//case//81 dess//AB//obl//77 att//SN//mark//84 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//84 levererats//VB|SUP|SFO//advcl//77 till//PP//case//86 köparen//NN|UTR|SIN|DEF|NOM//obl//84 i//PP//case//88 importlandet//NN|NEU|SIN|DEF|NOM//obl//84 ,//MID//punct//91 godset//NN|NEU|SIN|DEF|NOM//nsubj:pass//91 transporterats//VB|SUP|SFO//conj//77 med//PP//case//93 landtransport//NN|UTR|SIN|IND|NOM//obl//91 till//PP//case//95 förvaringslokalen//NN|UTR|SIN|DEF|NOM//obl//91 och//KN//cc//102 att//SN//mark//102 exportörens//NN|UTR|SIN|DEF|GEN//nmod:poss//99 leverans//NN|UTR|SIN|IND|NOM//nsubj:pass//102 enligt//PP//case//101 köpeavtalet//NN|NEU|SIN|DEF|NOM//nmod//99 omfattas//VB|PRS|SFO//conj//77 av//PP//case//105 ett//DT|NEU|SIN|IND//det//105 transportförsäkringskontrakt//NN|NEU|SIN|IND|NOM//obl:agent//102 .//MAD//punct//19

5.5.3 Svenskt intresse;Begreppet//NN|NEU|SIN|DEF|NOM//nmod//2 svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//2 intresse//NN|NEU|SIN|IND|NOM//nsubj//3 finns//VB|PRS|SFO//ROOT//3 inte//AB//advmod//3 i//PP//case//6 lagen//NN|UTR|SIN|DEF|NOM//obl//3 .//MAD//punct//3
5.5.3 Svenskt intresse;Den//DT|UTR|SIN|DEF//det//9 begränsning//NN|UTR|SIN|IND|NOM//parataxis//3 som//HP|-|-|-//nsubj//11 finns//VB|PRS|SFO//acl:relcl//9 i//PP//case//13 lagen//NN|UTR|SIN|DEF|NOM//obl//11 för//PP//case//15 KFN//PM|NOM//obl//11 ://MID//punct//15 s//NN|AN//nummod//18 möjlighet//NN|UTR|SIN|IND|NOM//obl//3 att//IE//mark//20 meddela//VB|INF|AKT//acl//18 försäkring//NN|UTR|SIN|IND|NOM//obj//20 eller//KN//cc//23 återförsäkring//NN|UTR|SIN|IND|NOM//conj//21 är//VB|PRS|AKT//cop//18 att//SN//mark//30 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//30 är//VB|PRS|AKT//cop//30 av//PP//case//30 väsentlig//JJ|POS|UTR|SIN|IND|NOM//amod//30 betydelse//NN|UTR|SIN|IND|NOM//ccomp//24 för//PP//case//32 försvarsansträngningarna//NN|UTR|PLU|DEF|NOM//nmod//30 ,//MID//punct//34 folkförsörjningen//NN|UTR|SIN|DEF|NOM//conj//32 eller//KN//cc//36 näringslivet//NN|NEU|SIN|DEF|NOM//conj//32 .//MAD//punct//3
5.5.3 Svenskt intresse;Däremot//AB//advmod//39 finns//VB|PRS|SFO//parataxis//3 begreppet//NN|NEU|SIN|DEF|NOM//nsubj//39 i//PP//case//42 krigsutbrottsavtalen//NN|NEU|PLU|DEF|NOM//obl//39 .//MAD//punct//39
5.5.3 Svenskt intresse;Där//AB//advmod//45 finns//VB|PRS|SFO//parataxis//39 dock//AB//advmod//45 ingen//DT|UTR|SIN|IND//det//48 beskrivning//NN|UTR|SIN|IND|NOM//nsubj//45 av//PP//case//50 innebörden//NN|UTR|SIN|DEF|NOM//nmod//48 .//MAD//punct//45
5.5.3 Svenskt intresse;Av//PP//case//53 KFN//PM|NOM//nsubj//39 ://MID//punct//53 s//NN|NEU|SIN|IND|GEN//advmod//58 skrivelse//NN|UTR|SIN|IND|NOM//fixed//55 till//PP//case//58 regeringen//NN|UTR|SIN|DEF|NOM//appos//53 i//PP//case//60 februari//NN|UTR|SIN|IND|NOM//nmod//58 2008//RG|NOM//nummod//60 (//PAD//punct//53 se//VB|IMP|AKT//parataxis//53 kapitel//NN|NEU|SIN|IND|NOM//nmod//65 1//RG|NOM//obj//63 )//PAD//punct//53 framgår//VB|PRS|AKT//conj//3 dock//AB//advmod//67 att//SN//mark//71 KFN//PM|NOM//nsubj//71 menar//VB|PRS|AKT//ccomp//67 att//SN//mark//77 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//77 med//PP//case//75 begreppet//NN|NEU|SIN|DEF|NOM//obl//77 ska//VB|PRS|AKT//aux//77 avses//VB|INF|SFO//ccomp//71 att//SN//mark//91 endast//AB//advmod//80 transporter//NN|UTR|PLU|IND|NOM//nsubj//91 med//PP//case//83 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//83 fartyg//NN|NEU|PLU|IND|NOM//nmod//80 och//KN//cc//85 flygplan//NN|NEU|PLU|IND|NOM//conj//83 som//HP|-|-|-//nsubj//88 är//VB|PRS|AKT//aux:pass//88 registrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//85 i//PP//case//90 Sverige//PM|NOM//obl//88 omfattas//VB|PRS|SFO//ccomp//77 .//MAD//punct//91
5.5.3 Svenskt intresse;I//PP//case//94 skrivelsen//NN|UTR|SIN|DEF|NOM//obl//91 hänvisas//VB|PRS|SFO//advcl//91 till//PP//mark//98 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//98 framställan//NN|UTR|SIN|IND|NOM//advcl//95 från//PP//case//101 Svenska//PM|NOM//amod//101 Transportförsäkringspoolen//PM|NOM//obl//98 i//PP//case//104 augusti//NN|UTR|SIN|IND|NOM//nmod//104 2004//RG|NOM//obl//98 om//PP//case//107 en//DT|UTR|SIN|IND//det//107 utredning//NN|UTR|SIN|IND|NOM//obl//91 rörande//PP//case//109 frågan//NN|UTR|SIN|DEF|NOM//nmod//107 hur//HA//advmod//115 begreppet//NN|NEU|SIN|DEF|NOM//nmod//113 svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//113 intresse//NN|NEU|SIN|IND|NOM//nsubj:pass//115 borde//VB|PRT|AKT//aux//115 tillämpas//VB|INF|SFO//acl:relcl//107 på//PP//case//118 svenskägda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//118 fartyg//NN|NEU|PLU|IND|NOM//obl//115 som//HP|-|-|-//nsubj//121 är//VB|PRS|AKT//aux:pass//121 registrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//118 i//PP//case//125 öppna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//125 utländska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//125 fartygsregister//NN|UTR|PLU|IND|NOM//obl//121 .//MAD//punct//3
5.5.3 Svenskt intresse;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//131 var//VB|PRT|AKT//cop//131 inte//AB//advmod//131 första//RO|NOM//amod//131 gången//NN|UTR|SIN|DEF|NOM//parataxis//3 som//HA//mark//135 den//DT|UTR|SIN|DEF//det//134 frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//135 hänsköts//VB|PRT|SFO//acl:cleft//131 till//PP//case//137 regeringen//NN|UTR|SIN|DEF|NOM//obl//135 .//MAD//punct//131
5.5.3 Svenskt intresse;I//PP//case//1 mitten//NN|UTR|SIN|DEF|NOM//obl//4 av//PP//case//3 1970-talet//NN|NEU|SIN|DEF|NOM//nmod//1 väckte//VB|PRT|AKT//ROOT//4 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 Transportförsäkringspoolen//NN|UTR|SIN|DEF|NOM//nsubj//4 frågan//NN|UTR|SIN|DEF|NOM//obj//4 om//PP//case//10 en//DT|UTR|SIN|IND//det//10 utvidgning//NN|UTR|SIN|IND|NOM//nmod//7 av//PP//case//12 tillämpningsområdet//NN|NEU|SIN|DEF|NOM//nmod//10 för//PP//case//14 krigsutbrottsavtalet//NN|NEU|SIN|DEF|NOM//nmod//10 för//PP//case//16 transportförsäkringar//NN|UTR|PLU|IND|NOM//nmod//10 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 fartyg//NN|NEU|PLU|IND|NOM//nmod//16 hos//PP//case//20 KFN//PM|NOM//nmod//18 .//MAD//punct//4
5.5.3 Svenskt intresse;Från//PP//case//24 Transportförsäkringspoolens//NN|UTR|SIN|DEF|GEN//nmod:poss//24 sida//NN|UTR|SIN|IND|NOM//obl//25 anfördes//VB|PRT|SFO//parataxis//4 att//SN//mark//33 fartyg//NN|NEU|PLU|IND|NOM//nsubj//33 ,//MID//punct//33 i//PP//mark//33 vilka//HD|UTR/NEU|PLU|IND//det//32 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 intressen//NN|NEU|PLU|IND|NOM//nsubj//33 dominerade//VB|PRT|AKT//xcomp//25 ,//MID//punct//40 i//PP//case//39 en//DT|UTR|SIN|IND//det//39 allmer//AB|POS//advmod//38 ökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//39 utsträckning//NN|UTR|SIN|IND|NOM//obl//40 flaggades//VB|PRT|SFO//advcl//33 om//PL//mark//44 ,//MID//punct//44 vilket//HP|NEU|SIN|IND//nsubj//44 ledde//VB|PRT|AKT//advcl//25 till//PP//compound:prt//44 att//SN//mark//49 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//49 inte//AB//advmod//49 omfattades//VB|PRT|SFO//ccomp//44 av//PP//case//52 det//DT|NEU|SIN|DEF//det//52 krigsutbrottsskydd//NN|NEU|SIN|IND|NOM//obl:agent//49 som//HP|-|-|-//obj//55 avtalen//NN|NEU|PLU|DEF|NOM//nsubj//55 gav//VB|PRT|AKT//acl:relcl//52 och//KN//cc//61 som//HP|-|-|-//obj//61 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//61 skulle//VB|PRT|AKT//aux//61 ha//VB|INF|AKT//aux//61 fått//VB|SUP|AKT//conj//55 automatiskt//AB|POS//advmod//61 om//SN//mark//66 fartygen//NN|NEU|PLU|DEF|NOM//nsubj//66 hade//VB|PRT|AKT//aux//66 fört//VB|SUP|AKT//ccomp//61 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//68 flagg//NN|UTR|SIN|IND|NOM//obj//66 och//KN//cc//71 varit//VB|SUP|AKT//cop//71 försäkrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//66 i//PP//case//73 Sverige//PM|NOM//obl//71 .//MAD//punct//4
5.5.3 Svenskt intresse;Transportförsäkringspoolen//NN|UTR|SIN|DEF|NOM//nsubj//76 påpekade//VB|PRT|AKT//parataxis//4 att//SN//mark//80 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//80 var//VB|PRT|AKT//cop//80 otillfredsställande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//76 att//IE//mark//92 varken//KN//cc//83 krigsförsäkringlagen//NN|UTR|SIN|DEF|NOM//nsubj//92 ,//MID//punct//83 krigsutbrottsavtalet//NN|NEU|SIN|DEF|NOM//conj//83 eller//KN//cc//87 förarbetena//NN|NEU|PLU|DEF|NOM//conj//83 till//PP//case//89 lagen//NN|UTR|SIN|DEF|NOM//nmod//83 och//KN//cc//91 avtalet//NN|NEU|SIN|DEF|NOM//conj//83 innehöll//VB|PRT|AKT//csubj//80 någon//DT|UTR|SIN|IND//det//95 klar//JJ|POS|UTR|SIN|IND|NOM//amod//95 anvisning//NN|UTR|SIN|IND|NOM//obj//92 om//PP//mark//102 hur//HA//advmod//102 begreppet//NN|NEU|SIN|DEF|NOM//nsubj:pass//102 svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//100 intresse//NN|NEU|SIN|IND|NOM//nsubj:pass//102 skulle//VB|PRT|AKT//aux//102 tolkas//VB|INF|SFO//advcl//92 .//MAD//punct//76
5.5.3 Svenskt intresse;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//105 stod//VB|PRT|AKT//conj//76 dock//AB//advmod//105 klart//AB|POS//xcomp//105 att//SN//mark//110 KFN//PM|NOM//nsubj//110 tolkade//VB|PRT|AKT//csubj//105 begreppet//NN|NEU|SIN|DEF|NOM//obj//110 så//SN//mark//115 att//SN//fixed//112 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//115 avsåg//VB|PRT|AKT//advcl//110 endast//AB//advmod//115 svenskregistrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//118 fartyg//NN|NEU|PLU|IND|NOM//obj//115 .//MAD//punct//105
5.5.3 Svenskt intresse;Enligt//PP//case//122 Transportförsäkringspoolens//NN|UTR|SIN|DEF|GEN//nmod:poss//122 bedömning//NN|UTR|SIN|IND|NOM//obl//125 kunde//VB|PRT|AKT//aux//125 KFN//PM|NOM//nsubj//125 göra//VB|INF|AKT//advcl//105 en//DT|UTR|SIN|IND//det//127 omtolkning//NN|UTR|SIN|IND|NOM//obj//125 av//PP//case//130 avtalets//NN|NEU|SIN|DEF|GEN//nmod:poss//130 innebörd//NN|UTR|SIN|IND|NOM//nmod//127 på//PP//case//133 denna//DT|UTR|SIN|DEF//det//133 punkt//NN|UTR|SIN|IND|NOM//obl//125 till//PP//case//137 följd//NN|UTR|SIN|IND|NOM//fixed//134 av//PP//fixed//134 bristen//NN|UTR|SIN|DEF|NOM//obl//125 på//PP//case//139 anvisningar//NN|UTR|PLU|IND|NOM//nmod//137 i//PP//case//141 lag//NN|UTR|SIN|IND|NOM//nmod//139 och//KN//cc//143 avtal//NN|NEU|SIN|IND|NOM//conj//141 .//MAD//punct//4
5.5.3 Svenskt intresse;Den//DT|UTR|SIN|DEF//det//2 15//RG|NOM//nummod//2 mars//NN|UTR|SIN|IND|NOM//obl//4 1989//RG|NOM//nummod//2 hemställde//VB|PRT|AKT//ROOT//4 KFN//PM|NOM//nsubj//4 hos//PP//case//7 regeringen//NN|UTR|SIN|DEF|NOM//nmod//5 om//PP//case//9 utvidgning//NN|UTR|SIN|IND|NOM//nmod//7 av//PP//case//13 begreppet//NN|NEU|SIN|DEF|NOM//nmod//13 svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//13 intresse//NN|NEU|SIN|IND|NOM//nmod//9 i//PP//case//15 krigsutbrottsavtalet//NN|NEU|SIN|DEF|NOM//nmod//13 för//PP//case//17 transportförsäkring//NN|UTR|SIN|IND|NOM//nmod//15 .//MAD//punct//4
5.5.3 Svenskt intresse;Nämnden//NN|UTR|SIN|DEF|NOM//nsubj//20 föreslog//VB|PRT|AKT//parataxis//4 att//SN//mark//27 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//27 på//PP//case//25 lämpligt//JJ|POS|NEU|SIN|IND|NOM//amod//25 sätt//NN|NEU|SIN|IND|NOM//obl//27 skulle//VB|PRT|AKT//aux//27 fastslå//VB|INF|AKT//ccomp//20 att//SN//mark//31 begreppet//NN|NEU|SIN|DEF|NOM//nsubj//31 skulle//VB|PRT|AKT//aux//31 omfatta//VB|INF|AKT//ccomp//27 även//AB//advmod//33 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 handelsfartyg//NN|NEU|PLU|IND|NOM//obj//31 i//PP//case//38 öppna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 utländska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 fartygsregister//NN|UTR|PLU|IND|NOM//nmod//34 ,//MID//punct//41 under//PP//case//41 förutsättning//NN|UTR|SIN|IND|NOM//obl//31 att//SN//mark//45 fartyget//NN|NEU|SIN|DEF|NOM//nsubj//45 även//AB//advmod//45 seglar//VB|PRS|AKT//csubj//41 under//PP//case//47 internationaliseringsavtalet//NN|NEU|SIN|DEF|NOM//obl//45 .//MAD//punct//20
5.5.3 Svenskt intresse;För//PP//case//51 det//DT|NEU|SIN|DEF//det//51 fall//NN|NEU|SIN|IND|NOM//obl//53 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//53 ansåg//VB|PRT|AKT//advcl//20 att//SN//mark//58 nämnden//NN|UTR|SIN|DEF|NOM//nsubj//58 själv//JJ|POS|UTR|SIN|IND|NOM//acl//55 skulle//VB|PRT|AKT//aux//58 fastställa//VB|INF|AKT//ccomp//53 vad//HP|NEU|SIN|IND//dislocated//61 som//HP|-|-|-//nsubj//61 ska//VB|PRS|AKT//aux//67 förstås//VB|INF|SFO//advmod//67 med//PP//case//66 begreppet//NN|NEU|SIN|DEF|NOM//nmod//66 svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//66 intresse//NN|NEU|SIN|IND|NOM//obl//67 anhöll//VB|PRT|AKT//conj//20 nämnden//NN|UTR|SIN|DEF|NOM//obj//67 att//IE//mark//70 få//VB|INF|AKT//xcomp//67 ett//DT|NEU|SIN|IND//det//73 klarläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//73 därom//AB//obj//70 .//MAD//punct//4
5.5.3 Svenskt intresse;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 gav//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 förra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 krigsförsäkringsutredningen//NN|UTR|SIN|DEF|NOM//obj//1 i//PP//case//6 uppdrag//NN|NEU|SIN|IND|NOM//nmod//4 att//IE//mark//8 titta//VB|INF|AKT//acl//6 på//PP//case//10 frågan//NN|UTR|SIN|DEF|NOM//obl//8 .//MAD//punct//1
5.5.3 Svenskt intresse;Den//DT|UTR|SIN|DEF//det//13 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//14 menade//VB|PRT|AKT//parataxis//1 emellertid//AB//advmod//14 att//SN//mark//20 man//PN|UTR|SIN|IND|SUB//nsubj//20 först//AB//advmod//20 måste//VB|PRS|AKT//aux//20 lösa//VB|INF|AKT//ccomp//14 frågan//NN|UTR|SIN|DEF|NOM//obj//20 om//PP//mark//27 hur//HA//advmod//27 Sverige//PM|NOM//nsubj//27 ska//VB|PRS|AKT//aux//27 kunna//VB|INF|AKT//aux//27 få//VB|INF|AKT//acl//21 tillgång//NN|UTR|SIN|IND|NOM//obj//27 till//PP//case//31 utlandsflaggade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//31 fartyg//NN|NEU|PLU|IND|NOM//obl//27 .//MAD//punct//14
5.5.3 Svenskt intresse;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//34 anförde//VB|PRT|AKT//parataxis//14 i//PP//case//38 den//DT|UTR|SIN|DEF//det//38 fortsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//38 behandlingen//NN|UTR|SIN|DEF|NOM//obl//34 av//PP//case//40 frågan//NN|UTR|SIN|DEF|NOM//nmod//38 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//34 ://MAD//punct//14
5.5.3 Svenskt intresse;Förutsättningarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//9 för//PP//mark//3 att//IE//mark//3 trygga//VB|INF|AKT//acl//0 tillgången//NN|UTR|SIN|DEF|NOM//obj//3 på//PP//case//6 transportkapacitet//NN|UTR|SIN|IND|NOM//nmod//4 har//VB|PRS|AKT//aux//9 därefter//AB//advmod//9 utretts//VB|SUP|SFO//ROOT//9 av//PP//case//13 en//DT|UTR|SIN|IND//det//13 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//13 utredare//NN|UTR|SIN|IND|NOM//obl:agent//9 ,//MID//punct//16 som//HP|-|-|-//nsubj//16 avlämnat//VB|SUP|AKT//acl:relcl//13 en//DT|UTR|SIN|IND//det//18 promemoria//NN|UTR|SIN|IND|NOM//obj//16 ,//MID//punct//25 vilken//HP|UTR|SIN|IND//nsubj//25 efter//PP//case//22 remissbehandling//NN|UTR|SIN|IND|NOM//obl//25 nu//AB//advmod//25 är//VB|PRS|AKT//cop//25 föremål//NN|NEU|SIN|IND|NOM//conj//9 för//PP//case//28 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//28 beredning//NN|UTR|SIN|IND|NOM//nmod//25 inom//PP//case//30 Näringsdepartementet//NN|NEU|SIN|DEF|NOM//nmod//28 (//PAD//punct//25 dnr//NN|AN//conj//9 97/5/2//RG|NOM//obj//32 )//PAD//punct//32 .//MAD//punct//9
