9 Samhällsekonomiska konsekvenser ;I//PP//case//1 direktiven//NN|NEU|PLU|DEF|NOM//obl//2 anges//VB|PRS|SFO//ROOT//2 att//SN//mark//8 ”//PM|NOM//punct//8 Förslaget//NN|NEU|SIN|DEF|NOM//nsubj//8 skall//VB|PRS|AKT//aux//8 inte//AB//advmod//8 innebära//VB|INF|AKT//dep//2 några//DT|UTR/NEU|PLU|IND//det//11 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//11 kostnader//NN|UTR|PLU|IND|NOM//obj//8 för//PP//case//15 den//DT|UTR|SIN|DEF//det//15 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 sektorn//NN|UTR|SIN|DEF|NOM//nmod//11 ”//PM|NOM//punct//8 .//MAD//punct//19
10 Avslutande diskussion;Riksrevisionsverket//NN|NEU|SIN|DEF|NOM//nsubj//1 anför//VB|PRS|AKT//ROOT//1 i//PP//case//4 rapporten//NN|UTR|SIN|DEF|NOM//nmod//4 Narkomanvården//PM|NOM//obl//1 –//RG|NOM//punct//1 om//PP//case//7 kostnader//NN|UTR|PLU|IND|NOM//obl//1 ,//MID//punct//9 resursutnyttjande//NN|NEU|SIN|IND|NOM//conj//7 ,//MID//punct//11 samordning//NN|UTR|SIN|IND|NOM//conj//7 och//KN//cc//14 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//14 styrning//NN|UTR|SIN|IND|NOM//conj//7 (//PAD//punct//7 F1993:2//NN|UTR|SIN|DEF|NOM//appos//7 )//PAD//punct//7 bland//PP//advmod//1 annat//PN|NEU|SIN|IND|SUB/OBJ//fixed//18 att//SN//fixed//18 …//NN|AN//punct//1 RRV//PM|NOM//nsubj//23 bedömer//VB|PRS|AKT//conj//1 att//SN//mark//37 försöken//NN|NEU|PLU|DEF|NOM//nsubj//37 att//IE//mark//27 styra//VB|INF|AKT//acl//25 missbrukarvården//NN|UTR|SIN|DEF|NOM//obj//27 genom//PP//case//30 statsbidrag//NN|NEU|PLU|IND|NOM//obl//27 och//KN//cc//32 regler//NN|UTR|PLU|IND|NOM//conj//30 om//PP//case//34 vårdresursplanering//NN|UTR|SIN|IND|NOM//nsubj//37 inte//AB//advmod//37 varit//VB|SUP|AKT//cop//37 lyckosamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 …//MAD//punct//37 RRV//PM|NOM//nsubj//40 anser//VB|PRS|AKT//conj//1 att//SN//mark//48 fördelarna//NN|UTR|PLU|DEF|NOM//nsubj//48 med//PP//case//44 avreglering//NN|UTR|SIN|IND|NOM//nmod//42 och//KN//cc//47 generella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 statsbidrag//NN|NEU|PLU|IND|NOM//conj//44 överväger//VB|PRS|AKT//ccomp//40 även//AB//advmod//53 inom//PP//case//53 den//DT|UTR|SIN|DEF//det//53 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//53 missbrukarvården//NN|UTR|SIN|DEF|NOM//obl//48 …//RG|NOM//punct//40 statsmakterna//NN|UTR|PLU|DEF|NOM//nsubj//57 framdeles//AB//advmod//57 styr//VB|PRS|AKT//parataxis//40 …//PM|NOM//obj//57 genom//PP//mark//61 att//IE//mark//61 betona//VB|INF|AKT//advcl//57 det//DT|NEU|SIN|DEF//det//64 lokala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//64 ansvarstagandet//NN|NEU|SIN|DEF|NOM//obj//61 och//KN//cc//69 så//AB//advmod//67 långt//AB|POS//advmod//68 möjligt//JJ|POS|NEU|SIN|IND|NOM//advmod//69 ställer//VB|PRS|AKT//conj//61 upp//PL//compound:prt//69 preciserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//72 resultatkrav//NN|NEU|PLU|IND|NOM//obj//69 samt//KN//cc//76 genom//PP//case//76 effektiv//JJ|POS|UTR|SIN|IND|NOM//amod//76 uppföljning//NN|UTR|SIN|IND|NOM//conj//61 och//KN//cc//78 utvärdering//NN|UTR|SIN|IND|NOM//conj//76
10 Avslutande diskussion;Parallellt//AB|POS//advmod//3 med//PP//case//3 det//DT|NEU|SIN|DEF//det//3 stöd//NN|NEU|SIN|IND|NOM//obl//14 ,//MID//punct//3 som//HP|-|-|-//obj//8 denna//DT|UTR|SIN|DEF//det//7 utredning//NN|UTR|SIN|IND|NOM//nsubj//8 avser//VB|PRS|AKT//acl:relcl//3 ,//MID//punct//3 har//VB|PRS|AKT//aux//14 regering//NN|UTR|SIN|IND|NOM//nsubj//14 och//KN//cc//13 riksdag//NN|UTR|SIN|IND|NOM//conj//11 avsatt//VB|SUP|AKT//ROOT//14 pengar//NN|UTR|PLU|IND|NOM//obj//14 till//PP//case//20 en//DT|UTR|SIN|IND//det//18 rad//NN|UTR|SIN|IND|NOM//nmod//20 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 aktiviteter//NN|UTR|PLU|IND|NOM//obl//14 ,//MID//punct//20 som//HP|-|-|-//nsubj//24 också//AB//advmod//24 avser//VB|PRS|AKT//acl:relcl//20 att//IE//mark//26 påverka//VB|INF|AKT//xcomp//24 missbrukarvården//NN|UTR|SIN|DEF|NOM//obj//26 .//MAD//punct//14
10 Avslutande diskussion;Min//PS|UTR|SIN|DEF//nmod:poss//2 grova//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 bedömning//NN|UTR|SIN|IND|NOM//dislocated//6 ,//MID//punct//2 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//6 är//VB|PRS|AKT//cop//6 svårt//JJ|POS|NEU|SIN|IND|NOM//ROOT//6 att//IE//mark//8 få//VB|INF|AKT//csubj//6 överblick//NN|UTR|SIN|IND|NOM//obj//8 och//KN//cc//12 full//JJ|POS|UTR|SIN|IND|NOM//amod//12 klarhet//NN|UTR|SIN|IND|NOM//conj//9 ,//MID//punct//6 är//VB|PRS|AKT//conj//6 att//SN//mark//23 de//DT|UTR/NEU|PLU|DEF//det//19 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//19 tidsbegränsade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//19 statsbidragen//NN|NEU|PLU|DEF|NOM//nsubj//23 till//PP//case//21 missbruksområdet//NN|NEU|SIN|DEF|NOM//det//22 sammantaget//PC|PRF|NEU|SIN|IND|NOM//nsubj//23 uppgår//VB|PRS|AKT//ccomp//14 till//PP//case//28 närmare//AB|KOM//advmod//26 500//RG|NOM//nummod//27 miljoner//NN|UTR|PLU|IND|NOM//nmod//28 kronor//NN|UTR|PLU|IND|NOM//obl//23 för//PP//case//30 2005//RG|NOM//obl//23 .//MAD//punct//6
10 Avslutande diskussion;Bidragen//NN|NEU|PLU|DEF|NOM//nsubj:pass//33 disponeras//VB|PRS|SFO//parataxis//6 av//PP//case//38 ett//DT|NEU|SIN|IND//det//36 antal//NN|NEU|SIN|IND|NOM//nmod//38 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 myndigheter//NN|UTR|PLU|IND|NOM//obl:agent//33 (//PAD//punct//38 Socialstyrelsen//NN|UTR|SIN|DEF|NOM//appos//38 ,//MID//punct//40 21//RG|NOM//nummod//43 länsstyrelser//NN|UTR|PLU|IND|NOM//conj//40 ,//MID//punct//45 Kriminalvårdsverket//PM|NOM//conj//40 ,//MID//punct//40 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//48 Institutionsstyrelse//NN|UTR|SIN|IND|NOM//conj//40 ,//MID//punct//51 Nationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//51 narkotikasamordnaren//NN|UTR|SIN|DEF|NOM//conj//40 ,//MID//punct//40 Nationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//54 Psykiatrisamordnaren//PM|NOM//conj//40 ,//MID//punct//56 Alkoholkommittén//NN|UTR|SIN|DEF|NOM//conj//40 )//PAD//punct//38 och//KN//cc//59 avser//VB|PRS|AKT//conj//33 allt//PN|NEU|SIN|IND|SUB/OBJ//obj//59 från//PP//case//62 droginformation//NN|UTR|SIN|IND|NOM//obl//59 i//PP//case//64 skolor//NN|UTR|PLU|IND|NOM//obl//59 och//KN//cc//66 finansiering//NN|UTR|SIN|IND|NOM//conj//64 av//PP//case//69 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//69 drogsamordnare//NN|UTR|PLU|IND|NOM//nmod//66 till//PP//case//71 projekt//NN|NEU|SIN|IND|NOM//obl//59 för//PP//mark//74 att//IE//mark//74 pröva//VB|INF|AKT//advcl//59 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 behandlingsmetoder//NN|UTR|PLU|IND|NOM//obj//74 .//MAD//punct//6
10 Avslutande diskussion;Bidragen//NN|NEU|PLU|DEF|NOM//nsubj//81 är//VB|PRS|AKT//cop//81 inte//AB//advmod//81 samordnade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//6 i//PP//case//83 syfte//NN|NEU|SIN|IND|NOM//obl//81 eller//KN//cc//86 i//PP//case//86 tid//NN|UTR|SIN|IND|NOM//conj//83 .//MAD//punct//81
10 Avslutande diskussion;Så//AB//advmod//90 till//PP//case//90 exempel//NN|NEU|SIN|IND|NOM//obl//91 disponerar//VB|PRS|AKT//conj//81 länsstyrelserna//NN|UTR|PLU|DEF|NOM//nmod//95 50//RG|NOM//nummod//94 miljoner//NN|UTR|PLU|IND|NOM//nmod//95 kronor//NN|UTR|PLU|IND|NOM//obj//91 under//PP//case//97 2005//RG|NOM//obl//91 ,//MID//punct//100 psykiatrisamordnarens//NN|UTR|SIN|DEF|GEN//nmod:poss//100 bidrag//NN|NEU|SIN|IND|NOM//conj//81 (//PAD//punct//100 som//HP|-|-|-//nsubj//107 till//PP//case//104 delar//NN|UTR|PLU|IND|NOM//obl//107 kommer//VB|PRS|AKT//aux//107 att//IE//mark//107 gå//VB|INF|AKT//acl:relcl//100 till//PP//case//109 människor//NN|UTR|PLU|IND|NOM//obl//107 med//PP//case//113 både//KN//cc//113 psykiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//113 sjukdomar//NN|UTR|PLU|IND|NOM//obl//107 och//KN//cc//115 missbruksproblem//NN|NEU|PLU|IND|NOM//conj//113 )//PAD//punct//100 avser//VB|PRS|AKT//conj//81 2005//RG|NOM//nummod//117 och//KN//cc//118 2006//RG|NOM//conj//118 och//KN//cc//126 den//DT|UTR|SIN|DEF//det//124 här//AB//fixed//122 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//125 statsbidrag//NN|NEU|SIN|IND|NOM//nsubj//126 avser//VB|PRS|AKT//conj//81 åren//NN|NEU|PLU|DEF|NOM//nmod//128 2006//RG|NOM//obl//126 och//KN//cc//130 2007//RG|NOM//conj//128 .//MAD//punct//81
10 Avslutande diskussion;De//DT|UTR/NEU|PLU|DEF//det//2 riktade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//2 statsbidragen//NN|NEU|PLU|DEF|NOM//nsubj//6 till//PP//case//4 missbrukarvården//NN|UTR|SIN|DEF|NOM//nmod//2 har//VB|PRS|AKT//aux//6 legat//VB|SUP|AKT//ROOT//6 i//PP//case//10 ungefär//AB//advmod//9 samma//DT|UTR/NEU|SIN/PLU|IND//det//10 storleksordning//NN|UTR|SIN|IND|NOM//obl//6 sedan//PP//case//12 2002//RG|NOM//nmod//10 och//KN//cc//14 fortsätter//VB|PRS|AKT//conj//6 så//AB//advmod//16 till//AB//case//19 och//KN//cc//18 med//AB//conj//16 2007//RG|NOM//obl//14 .//MAD//punct//6
10 Avslutande diskussion;Från//PP//case//2 kommunalt//JJ|POS|NEU|SIN|IND|NOM//amod//2 håll//NN|NEU|SIN|IND|NOM//obl//3 framhålls//VB|PRS|SFO//ROOT//3 svårigheterna//NN|UTR|PLU|DEF|NOM//nsubj//3 för//PP//case//8 den//DT|UTR|SIN|DEF//det//8 enskilda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 kommunen//NN|UTR|SIN|DEF|NOM//obl//3 att//IE//mark//10 förstå//VB|INF|AKT//acl//8 och//KN//cc//12 fullfölja//VB|INF|AKT//conj//10 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//14 intentioner//NN|UTR|PLU|IND|NOM//obj//12 med//PP//case//17 dessa//DT|UTR/NEU|PLU|DEF//det//17 snarlika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//12 men//KN//cc//20 inte//AB//advmod//20 samordnade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//10 statsbidrag//NN|NEU|PLU|IND|NOM//obj//20 .//MAD//punct//3
10 Avslutande diskussion;För//PP//case//24 kommunen//NN|UTR|SIN|DEF|NOM//obl//25 innebär//VB|PRS|AKT//conj//3 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//25 dessutom//AB//advmod//25 en//DT|UTR|SIN|IND//det//30 stor//JJ|POS|UTR|SIN|IND|NOM//amod//30 administrativ//JJ|POS|UTR|SIN|IND|NOM//nmod//31 börda//NN|UTR|SIN|IND|NOM//obj//25 att//IE//mark//33 ansöka//VB|INF|AKT//xcomp//25 om//PP//case//33 ,//MID//punct//36 följa//VB|INF|AKT//conj//25 upp//PL//compound:prt//36 och//KN//cc//39 redovisa//VB|INF|AKT//conj//36 hur//HA//advmod//41 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 bidrag//NN|NEU|PLU|IND|NOM//nsubj:pass//48 ,//MID//punct//44 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//42 och//KN//cc//46 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//44 ,//MID//punct//42 utnyttjats//VB|SUP|SFO//conj//25 och//KN//cc//51 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//51 effekter//NN|UTR|PLU|IND|NOM//conj//48 till//PP//case//54 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 myndigheter//NN|UTR|PLU|IND|NOM//nmod//51 .//MAD//punct//25
10 Avslutande diskussion;Jag//PN|UTR|SIN|DEF|SUB//nmod:poss//57 delar//VB|PRS|AKT//appos//25 den//DT|UTR|SIN|DEF//det//59 uppfattningen//NN|UTR|SIN|DEF|NOM//obj//57 .//MAD//punct//57
10 Avslutande diskussion;Jag//PN|UTR|SIN|DEF|SUB//nsubj//62 menar//VB|PRS|AKT//conj//25 att//SN//mark//66 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//66 också//AB//advmod//66 försvårar//VB|PRS|AKT//ccomp//62 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//73 (//PAD//punct//71 och//KN//cc//71 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//71 bidragsmottagares//NN|UTR|PLU|IND|GEN//conj//67 )//PAD//punct//71 möjligheter//NN|UTR|PLU|IND|NOM//obj//66 till//PP//case//76 långsiktig//JJ|POS|UTR|SIN|IND|NOM//amod//76 planering//NN|UTR|SIN|IND|NOM//nmod//73 och//KN//cc//78 prioritering//NN|UTR|SIN|IND|NOM//conj//76 .//MAD//punct//3
10 Avslutande diskussion;Enligt//PP//case//2 min//PS|UTR|SIN|DEF//nmod:poss//2 bedömning//NN|UTR|SIN|IND|NOM//obl//8 skulle//VB|PRT|AKT//aux//8 regering//NN|UTR|SIN|IND|NOM//nsubj//8 och//KN//cc//6 riksdag//NN|UTR|SIN|IND|NOM//conj//4 kunna//VB|INF|AKT//aux//8 styra//VB|INF|AKT//ROOT//8 utvecklingen//NN|UTR|SIN|DEF|NOM//obj//8 av//PP//case//11 missbrukarvården//NN|UTR|SIN|DEF|NOM//nmod//9 om//SN//mark//14 man//PN|UTR|SIN|IND|SUB//nsubj//14 använde//VB|PRT|AKT//advcl//8 de//DT|UTR/NEU|PLU|DEF//det//16 medel//NN|NEU|PLU|IND|NOM//obj//14 ,//MID//punct//16 som//HP|-|-|-//nsubj:pass//23 ändå//AB//advmod//23 med//PP//case//22 viss//JJ|POS|UTR|SIN|IND|NOM//amod//22 regelbundenhet//NN|UTR|SIN|IND|NOM//obl//23 avsätts//VB|PRS|SFO//acl:relcl//16 för//PP//case//25 ändamålet//NN|NEU|SIN|DEF|NOM//obl//23 ,//MID//punct//16 på//PP//case//35 ett//DT|NEU|SIN|IND//det//35 mer//AB|KOM//advmod//30 strategiskt//JJ|POS|NEU|SIN|IND|NOM//amod//35 ,//MID//punct//32 samordnat//PC|PRF|NEU|SIN|IND|NOM//conj//30 och//KN//cc//34 långsiktigt//JJ|POS|NEU|SIN|IND|NOM//conj//30 sätt//NN|NEU|SIN|IND|NOM//obl//14 .//MAD//punct//8
10 Avslutande diskussion;Då//AB//advmod//38 ger//VB|PRS|AKT//parataxis//8 man//PN|UTR|SIN|IND|SUB//nsubj//38 samtidigt//AB//advmod//38 kommunerna//NN|UTR|PLU|DEF|NOM//fixed//40 långsiktigt//AB|POS//advmod//43 hållbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 förutsättningar//NN|UTR|PLU|IND|NOM//obj//38 ,//MID//punct//44 ekonomiskt//AB|POS//amod//44 och//KN//cc//50 på//PP//case//50 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 sätt//NN|NEU|PLU|IND|NOM//conj//46 .//MAD//punct//8
10 Avslutande diskussion;Jag//PN|UTR|SIN|DEF|SUB//nsubj//3 vill//VB|PRS|AKT//aux//3 också//AB//advmod//3 framhålla//VB|INF|AKT//ROOT//3 betydelsen//NN|UTR|SIN|DEF|NOM//obj//3 av//PP//mark//12 att//SN//mark//12 kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//12 på//PP//case//10 det//DT|NEU|SIN|DEF//det//10 sättet//NN|NEU|SIN|DEF|NOM//nmod//7 kan//VB|PRS|AKT//aux//12 utveckla//VB|INF|AKT//acl//4 och//KN//cc//14 förändra//VB|INF|AKT//conj//12 sitt//PS|NEU|SIN|DEF//nmod:poss//16 arbete//NN|NEU|SIN|IND|NOM//obj//14 inom//PP//case//20 den//DT|UTR|SIN|DEF//det//20 ordinarie//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 strukturen//NN|UTR|SIN|DEF|NOM//obl//14 istället//AB//advmod//25 för//PP//fixed//21 inom//PP//case//25 en//DT|UTR|SIN|IND//det//25 projektstruktur//NN|UTR|SIN|IND|NOM//nmod//20 ,//MID//punct//25 som//HP|-|-|-//nsubj//28 har//VB|PRS|AKT//acl:relcl//25 svårt//JJ|POS|NEU|SIN|IND|NOM//obj//28 att//IE//mark//31 få//VB|INF|AKT//advcl//28 genomslag//NN|NEU|SIN|IND|NOM//obj//31 i//PP//case//34 organisationen//NN|UTR|SIN|DEF|NOM//obl//31 .//MAD//punct//3
10 Avslutande diskussion;Ett//DT|NEU|SIN|IND//det//2 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//2 stöd//NN|NEU|SIN|IND|NOM//nsubj:pass//28 ,//MID//punct//18 om//SN//mark//7 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//7 vill//VB|PRS|AKT//aux//7 ha//VB|INF|AKT//advcl//18 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//9 riktat//PC|PRF|NEU|SIN|IND|NOM//xcomp//7 och//KN//cc//11 öronmärkt//PC|PRF|UTR|SIN|IND|NOM//conj//9 ,//MID//punct//18 skulle//VB|PRT|AKT//aux//18 på//PP//advmod//18 sikt//NN|UTR|SIN|IND|NOM//fixed//14 kunna//VB|INF|AKT//aux//18 vara//VB|INF|AKT//cop//18 resultatorienterat//PC|PRF|NEU|SIN|IND|NOM//acl//2 och//KN//cc//21 inte//AB//advmod//21 processorienterat//PC|PRF|NEU|SIN|IND|NOM//conj//18 ,//MID//punct//24 till//PP//case//24 exempel//NN|NEU|SIN|IND|NOM//conj//18 skulle//VB|PRT|AKT//aux//28 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//28 kunna//VB|INF|AKT//aux//28 relateras//VB|INF|SFO//ROOT//28 till//PP//case//32 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//32 redovisade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//32 resultat//NN|NEU|PLU|IND|NOM//obl//28 enligt//PP//case//34 ASI-uppföljning//NN|UTR|SIN|IND|NOM//nmod//32 .//MAD//punct//28
10 Avslutande diskussion;På//PP//case//38 det//DT|NEU|SIN|DEF//det//38 viset//NN|NEU|SIN|DEF|NOM//obl//39 innebär//VB|PRS|AKT//parataxis//28 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//39 också//AB//advmod//39 minst//AB|SUV//advmod//43 påverkan//NN|UTR|SIN|IND|NOM//obj//39 på//PP//case//47 det//DT|NEU|SIN|DEF//det//47 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//47 självstyret//NN|NEU|SIN|DEF|NOM//nmod//43 och//KN//cc//50 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//50 ansvar//NN|NEU|SIN|IND|NOM//conj//47 för//PP//case//54 det//DT|NEU|SIN|DEF//det//54 operativa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//54 arbetet//NN|NEU|SIN|DEF|NOM//nmod//50 .//MAD//punct//39
10 Avslutande diskussion;För//PP//mark//2 att//IE//mark//2 få//VB|INF|AKT//advcl//11 en//DT|UTR|SIN|IND//det//6 väl//AB|POS//advmod//5 fungerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 missbrukarvård//NN|UTR|SIN|IND|NOM//obj//2 är//VB|PRS|AKT//cop//11 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//11 inte//AB//advmod//11 bara//AB//advmod//11 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//ROOT//11 att//SN//mark//20 de//DT|UTR/NEU|PLU|DEF//det//15 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 delarna//NN|UTR|PLU|DEF|NOM//nsubj//20 i//PP//case//19 det//DT|NEU|SIN|DEF//det//19 operativa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 arbetet//NN|NEU|SIN|DEF|NOM//nmod//15 fungerar//VB|PRS|AKT//csubj//11 väl//AB//advmod//20 tillsammans//AB//advmod//20 .//MAD//punct//11
10 Avslutande diskussion;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//25 krävs//VB|PRS|SFO//parataxis//11 också//AB//advmod//25 att//SN//mark//29 staten//NN|UTR|SIN|DEF|NOM//nsubj//29 tar//VB|PRS|AKT//advcl//25 ett//DT|NEU|SIN|IND//det//32 aktivt//JJ|POS|NEU|SIN|IND|NOM//amod//32 ansvar//NN|NEU|SIN|IND|NOM//obj//29 för//PP//case//35 de//DT|UTR/NEU|PLU|DEF//det//35 insatser//NN|UTR|PLU|IND|NOM//obl//29 som//HP|-|-|-//nsubj//38 närmast//AB|SUV//advmod//38 åligger//VB|PRS|AKT//acl:relcl//35 staten//NN|UTR|SIN|DEF|NOM//obj//38 och//KN//cc//42 som//HP|-|-|-//nsubj//42 utgör//VB|PRS|AKT//conj//38 delar//NN|UTR|PLU|IND|NOM//obj//42 av//PP//case//47 den//DT|UTR|SIN|DEF//det//47 viktiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//47 helheten//NN|UTR|SIN|DEF|NOM//nmod//43 .//MAD//punct//25
10 Avslutande diskussion;Då//AB//advmod//50 tänker//VB|PRS|AKT//parataxis//25 jag//PN|UTR|SIN|DEF|SUB//nsubj//50 särskilt//AB//advmod//50 på//PP//case//54 stödet//NN|NEU|SIN|DEF|NOM//obl//50 till//PP//case//56 kunskapsutveckling//NN|UTR|SIN|IND|NOM//nmod//54 ,//MID//punct//50 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//60 vill//VB|PRS|AKT//aux//60 säga//VB|INF|AKT//conj//50 forskning//NN|UTR|SIN|IND|NOM//obj//60 ,//MID//punct//63 utbildning//NN|UTR|SIN|IND|NOM//conj//61 och//KN//cc//66 strategiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 insatser//NN|UTR|PLU|IND|NOM//conj//61 av//PP//case//69 annat//JJ|POS|NEU|SIN|IND|NOM//amod//69 slag//NN|NEU|SIN|IND|NOM//nmod//66 .//MAD//punct//50
10 Avslutande diskussion;Socialstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//75 och//KN//cc//74 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//74 Kommunförbundet//NN|NEU|SIN|DEF|NOM//conj//71 skisserade//VB|PRT|AKT//parataxis//50 i//PP//case//78 gemensam//JJ|POS|UTR|SIN|IND|NOM//amod//78 skrivelse//NN|UTR|SIN|IND|NOM//obl//75 (//PAD//punct//75 28//RG|NOM//nummod//81 april//NN|UTR|SIN|IND|NOM//appos//75 2004//RG|NOM//nummod//81 )//PAD//punct//75 till//PP//case//85 regeringen//NN|UTR|SIN|DEF|NOM//obl//50 en//DT|UTR|SIN|IND//det//87 modell//NN|UTR|SIN|IND|NOM//obj//50 för//PP//case//92 stabil//JJ|POS|UTR|SIN|IND|NOM//amod//92 och//KN//cc//91 långsiktig//JJ|POS|UTR|SIN|IND|NOM//conj//89 finansiering//NN|UTR|SIN|IND|NOM//nmod//87 av//PP//case//95 strategiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//95 FOU-insatser//NN|UTR|PLU|IND|NOM//nmod//92 inom//PP//case//97 socialtjänsten//NN|UTR|SIN|DEF|NOM//obl//50 som//HP|-|-|-//nsubj//99 tar//VB|PRS|AKT//acl:relcl//97 hänsyn//NN|UTR|SIN|IND|NOM//obj//99 till//PP//case//105 huvudmännens//NN|UTR|SIN|DEF|GEN//nmod:poss//105 och//KN//cc//104 statens//NN|UTR|SIN|DEF|GEN//conj//102 behov//NN|NEU|SIN|IND|NOM//obl//99 att//IE//mark//108 gemensamt//AB|POS//advmod//108 prioritera//VB|INF|AKT//acl//105 de//DT|UTR/NEU|PLU|DEF//det//112 mest//AB|SUV//advmod//111 angelägna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//112 insatserna//NN|UTR|PLU|DEF|NOM//obj//108 .//MAD//punct//25
10 Avslutande diskussion;Jag//PN|UTR|SIN|DEF|SUB//nsubj//1 har//VB|PRS|AKT//ROOT//1 ,//MID//punct//1 som//KN//mark//4 exempel//NN|NEU|SIN|IND|NOM//ccomp//1 på//PP//case//9 ett//DT|NEU|SIN|IND//det//9 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//9 angelägen//JJ|POS|UTR|SIN|IND|NOM//amod//9 insats//NN|UTR|SIN|IND|NOM//nmod//4 av//PP//case//12 gemensamt//JJ|POS|NEU|SIN|IND|NOM//amod//12 intresse//NN|NEU|SIN|IND|NOM//nmod//9 ,//MID//punct//1 tidigare//AB|KOM//advmod//15 nämnt//VB|SUP|AKT//conj//1 behovet//NN|NEU|SIN|DEF|NOM//obj//15 av//PP//case//20 en//DT|UTR|SIN|IND//det//20 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//20 funktion//NN|UTR|SIN|IND|NOM//nmod//16 för//PP//case//22 utveckling//NN|UTR|SIN|IND|NOM//nmod//20 –//RG|NOM//punct//1 och//KN//cc//27 helst//AB|SUV//fixed//24 även//AB//advmod//27 samordning//NN|UTR|SIN|IND|NOM//conj//1 för//PP//case//29 kompabilitet//NN|UTR|SIN|IND|NOM//nmod//27 –//RG|NOM//punct//33 av//PP//case//33 bedömningsinstrumenten//NN|UTR|SIN|DEF|NOM//nmod//33 ASI//PM|NOM//nmod//27 och//KN//cc//35 DOK//PM|NOM//conj//33 .//MID//punct//1
