%DNJUXQG;OLJW//PM|NOM//ROOT//0 VWUXNWXUELGUDJ//PM|NOM//obj//0
%DNJUXQG;PHG//PM|NOM//nsubj//1 PRWVYDUDQGH//PM|NOM//ROOT//1 EHORSS//PM|NOM//advmod//1 7DEHOO//AB|AN//punct//2 6HNWRU//AB|AN//nummod//2 .RPPXQ//MID//punct//2 /DQGVWLQJ//MAD//parataxis//1 7RWDOW//NN|AN//nummod//8 %//NN|AN//nmod//9 HORSS//NN|NEU|SIN|DEF|NOM//nsubj//6

10.2 Behov av löpande uppföljning;•//NN|UTR|SIN|IND|NOM//nmod//1 Löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//2 följa//VB|INF|AKT//ROOT//2 upp//PL//compound:prt//2 kostnadsutjämningens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 delar//NN|UTR|PLU|IND|NOM//obj//2 och//KN//cc//8 tillskapa//VB|INF|AKT//conj//2 ett//DT|NEU|SIN|IND//det//10 system//NN|NEU|SIN|IND|NOM//obj//8 för//PP//case//12 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//10
10.2 Behov av löpande uppföljning;•//NN|UTR|SIN|IND|NOM//case//1 Löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//2 följa//VB|INF|AKT//ROOT//2 verksamhets-//NN|UTR|-|-|SMS//obj//2 och//KN//cc//5 kostnadsutvecklingen//NN|UTR|SIN|DEF|NOM//conj//3 i//PP//case//9 de//DT|UTR/NEU|PLU|DEF//det//9 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 verksamheterna//NN|UTR|PLU|DEF|NOM//obl//2
10.2 Behov av löpande uppföljning;•//NN|UTR|SIN|IND|NOM//case//1 Löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//1 följa//VB|INF|AKT//xcomp//1 förändringar//NN|UTR|PLU|IND|NOM//obj//2 i//PP//case//5 samhällsutvecklingen//NN|UTR|SIN|DEF|NOM//nmod//3 och//KN//cc//10 i//PP//case//10 de//DT|UTR/NEU|PLU|DEF//det//10 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 verksamheterna//NN|UTR|PLU|DEF|NOM//conj//3 i//PP//case//13 de//DT|UTR/NEU|PLU|DEF//det//13 delar//NN|UTR|PLU|IND|NOM//nmod//10 som//HP|-|-|-//nsubj//15 har//VB|PRS|AKT//acl:relcl//13 betydelse//NN|UTR|SIN|IND|NOM//obj//15 för//PP//case//18 systemet//NN|NEU|SIN|DEF|NOM//obl//15
10.2 Behov av löpande uppföljning;•//NN|UTR|SIN|IND|NOM//nsubj//1 Ta//VB|IMP|AKT//ROOT//1 fram//PL//compound:prt//1 underlag//NN|NEU|SIN|IND|NOM//obj//1 för//PP//advmod//1 och//KN//cc//6 följa//VB|INF|AKT//conj//1 behovet//NN|NEU|SIN|DEF|NOM//obj//6 av//PP//case//9 uppdateringar//NN|UTR|PLU|IND|NOM//nmod//7 av//PP//case//13 systemets//NN|NEU|SIN|DEF|GEN//nmod:poss//13 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 delar//NN|UTR|PLU|IND|NOM//nmod//9 och//KN//cc//16 vid//PP//case//16 behov//NN|NEU|SIN|IND|NOM//conj//13 lämna//VB|INF|AKT//conj//1 förslag//NN|NEU|SIN|IND|NOM//obj//17 till//PP//case//20 uppdateringar//NN|UTR|PLU|IND|NOM//nmod//18
10.2 Behov av löpande uppföljning;Utjämningskommitténs//NN|UTR|SIN|DEF|GEN//nsubj//34 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 erfarenheter//NN|UTR|PLU|IND|NOM//obj//0 är//VB|PRS|AKT//cop//0 att//SN//mark//14 uppdateringen//NN|UTR|SIN|DEF|NOM//nsubj//14 av//PP//case//8 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 delar//NN|UTR|PLU|IND|NOM//nmod//5 av//PP//case//10 kostnadsutjämningen//NN|UTR|SIN|DEF|NOM//nmod//8 i//PP//case//13 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 fall//NN|NEU|PLU|IND|NOM//nmod//8 leder//VB|PRS|AKT//csubj//0 till//PP//case//17 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 omfördelningar//NN|UTR|PLU|IND|NOM//obl//14 mellan//PP//case//19 kommuner//NN|UTR|PLU|IND|NOM//nmod//17 .//MAD//punct//0
10.2 Behov av löpande uppföljning;En//DT|UTR|SIN|IND//det//22 förklaring//NN|UTR|SIN|IND|NOM//appos//0 till//PP//case//26 de//DT|UTR/NEU|PLU|DEF//det//26 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 omfördelningarna//NN|UTR|PLU|DEF|NOM//nmod//22 är//VB|PRS|AKT//cop//34 att//SN//mark//34 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 delar//NN|UTR|PLU|IND|NOM//nsubj//34 av//PP//case//32 underlaget//NN|NEU|SIN|DEF|NOM//nmod//30 är//VB|PRS|AKT//cop//34 gammalt//JJ|POS|NEU|SIN|IND|NOM//ROOT//34 och//KN//cc//39 att//SN//mark//39 ingen//DT|UTR|SIN|IND//det//38 uppdatering//NN|UTR|SIN|IND|NOM//nsubj:pass//39 gjorts//VB|SUP|SFO//conj//34 sedan//SN//mark//42 systemet//NN|NEU|SIN|DEF|NOM//nsubj:pass//42 infördes//VB|PRT|SFO//advcl//39 .//MAD//punct//34
10.2 Behov av löpande uppföljning;När//HA//advmod//47 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//46 underlag//NN|NEU|SIN|IND|NOM//nsubj:pass//47 tas//VB|PRS|SFO//advcl//51 fram//PL//compound:prt//47 kan//VB|PRS|AKT//aux//51 uppdateringen//NN|UTR|SIN|DEF|NOM//nsubj//51 innebära//VB|INF|AKT//parataxis//34 att//SN//mark//63 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//54 förändringar//NN|UTR|PLU|IND|NOM//nsubj//63 som//HP|-|-|-//nsubj//56 pågått//VB|SUP|AKT//acl:relcl//54 under//PP//case//58 loppet//NN|NEU|SIN|DEF|NOM//obl//56 av//PP//case//62 6//RG|NOM//nummod//61 8//RG|NOM//nummod//62 år//NN|NEU|PLU|IND|NOM//nmod//58 slår//VB|PRS|AKT//ccomp//51 igenom//PL//compound:prt//63 fullt//AB|POS//advmod//66 ut//AB//advmod//63 vid//PP//case//70 ett//DT|NEU|SIN|IND//det//70 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//70 tillfälle//NN|NEU|SIN|IND|NOM//obl//63 .//MAD//punct//34
10.2 Behov av löpande uppföljning;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//73 gäller//VB|PRS|AKT//parataxis//34 bl.a.//AB|AN//advmod//73 äldreomsorgen//NN|UTR|SIN|DEF|NOM//obj//73 ,//MID//punct//87 där//HA//advmod//87 den//DT|UTR|SIN|DEF//det//80 föregående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//80 fältundersökningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//87 över//PP//case//84 de//DT|UTR/NEU|PLU|DEF//det//83 äldres//NN|UTR|PLU|IND|GEN//nmod:poss//84 hälsa//NN|UTR|SIN|IND|NOM//nmod//80 och//KN//cc//86 vårdbehov//NN|NEU|SIN|IND|NOM//conj//84 genomförts//VB|SUP|SFO//acl:relcl//75 1994//RG|NOM//nummod//87 .//MAD//punct//73
10.2 Behov av löpande uppföljning;Beräkningarna//NN|UTR|PLU|DEF|NOM//nsubj//102 över//PP//case//92 kostnader//NN|UTR|PLU|IND|NOM//nmod//90 för//PP//case//95 gles//JJ|POS|UTR|SIN|IND|NOM//amod//95 bebyggelsestruktur//NN|UTR|SIN|IND|NOM//nmod//92 inom//PP//case//97 grundskola//NN|UTR|SIN|IND|NOM//nmod//95 ,//MID//punct//99 gymnasieskola//NN|UTR|SIN|IND|NOM//conj//97 och//KN//cc//101 äldreomsorg//NN|UTR|SIN|IND|NOM//conj//97 återspeglar//VB|PRS|AKT//parataxis//73 i//PP//case//105 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//105 utjämning//NN|UTR|SIN|IND|NOM//obl//102 befolkningens//NN|UTR|SIN|DEF|GEN//nmod:poss//107 fördelning//NN|UTR|SIN|IND|NOM//obj//102 vid//PP//case//110 årsskiftet//NN|NEU|SIN|DEF|NOM//nmod//110 1995/96//RG|NOM//nmod//107 .//MAD//punct//102
10.2 Behov av löpande uppföljning;Enligt//PP//case//114 kommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//114 uppfattning//NN|UTR|SIN|IND|NOM//obl//102 bör//VB|PRS|AKT//aux//116 uppdateringar//NN|UTR|PLU|IND|NOM//conj//102 ,//MID//punct//121 även//AB//advmod//121 av//PP//case//121 det//DT|NEU|SIN|DEF//det//121 underlag//NN|NEU|SIN|IND|NOM//conj//116 som//HP|-|-|-//nsubj//124 inte//AB//advmod//124 sker//VB|PRS|AKT//acl:relcl//121 årligen//AB//advmod//124 i//PP//case//128 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//128 system//NN|NEU|SIN|IND|NOM//obl//124 ,//MID//punct//130 göras//VB|INF|SFO//conj//102 oftare//AB|KOM//advmod//130 än//KN//mark//135 som//HP|-|-|-//nsubj//135 hittills//AB//advmod//135 skett//VB|SUP|AKT//advcl//130 .//MAD//punct//102
10.2 Behov av löpande uppföljning;Om//SN//mark//139 systemet//NN|NEU|SIN|DEF|NOM//nsubj//139 blir//VB|PRS|AKT//advcl//145 föremål//NN|NEU|SIN|IND|NOM//xcomp//139 för//PP//case//144 en//DT|UTR|SIN|IND//det//144 kontinuerlig//JJ|POS|UTR|SIN|IND|NOM//amod//144 uppföljning//NN|UTR|SIN|IND|NOM//nmod//140 förbättras//VB|PRS|SFO//conj//102 förutsättningarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//145 för//PP//mark//149 att//IE//mark//149 göra//VB|INF|AKT//advcl//145 uppdateringar//NN|UTR|PLU|IND|NOM//obj//149 när//HA//mark//153 sådana//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj:pass//153 behövs//VB|PRS|SFO//advcl//149 och//KN//cc//157 vid//PP//case//157 lämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//157 tillfällen//NN|NEU|PLU|IND|NOM//conj//153 .//MAD//punct//73
10.2 Behov av löpande uppföljning;Uppföljningsarbetets//NN|NEU|SIN|DEF|GEN//nmod:poss//1 organisation//NN|UTR|SIN|IND|NOM//ROOT//1
10.2 Behov av löpande uppföljning;Tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 utredningar//NN|UTR|PLU|IND|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 föreslagit//VB|SUP|AKT//ROOT//3 varierande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 organisationer//NN|UTR|PLU|IND|NOM//obj//3 för//PP//case//9 det//DT|NEU|SIN|DEF//det//9 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 uppföljningsarbetet//NN|NEU|SIN|DEF|NOM//nmod//5 och//KN//cc//12 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//12 finns//VB|PRS|SFO//conj//3 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//14 tänkbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 lösningar//NN|UTR|PLU|IND|NOM//nsubj//12 .//MAD//punct//3
10.2 Behov av löpande uppföljning;Arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//19 kan//VB|PRS|AKT//aux//19 organiseras//VB|INF|SFO//parataxis//3 ://MAD//punct//19
10.2 Behov av löpande uppföljning;•//NN|UTR|SIN|IND|NOM//ROOT//0 inom//PP//case//2 Regeringskansliet//NN|NEU|SIN|DEF|NOM//nmod//0 ,//MID//punct//0
10.2 Behov av löpande uppföljning;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//1 avstår//VB|PRS|AKT//ROOT//1 dock//AB//advmod//1 från//PP//mark//5 att//IE//mark//5 lämna//VB|INF|AKT//advcl//1 förslag//NN|NEU|SIN|IND|NOM//obj//5 om//PP//mark//15 i//PP//case//10 vilken//HD|UTR|SIN|IND//det//10 form//NN|UTR|SIN|IND|NOM//obl//15 en//DT|UTR|SIN|IND//det//13 fortsatt//PC|PRF|UTR|SIN|IND|NOM//amod//13 uppföljning//NN|UTR|SIN|IND|NOM//nsubj//15 bör//VB|PRS|AKT//aux//15 ske//VB|INF|AKT//advcl//5 .//MAD//punct//1
10.2 Behov av löpande uppföljning;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//18 anser//VB|PRS|AKT//parataxis//1 att//SN//mark//25 en//DT|UTR|SIN|IND//det//23 parlamentariskt//AB|POS//advmod//22 sammansatt//PC|PRF|UTR|SIN|IND|NOM//amod//23 referensgrupp//NN|UTR|SIN|IND|NOM//nsubj:pass//25 bör//VB|PRS|AKT//aux//25 knytas//VB|INF|SFO//ccomp//18 till//PP//case//29 det//DT|NEU|SIN|DEF//det//29 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 uppföljningsarbetet//NN|NEU|SIN|DEF|NOM//obl//25 oavsett//PP//case//33 vilken//HD|UTR|SIN|IND//det//33 organisatorisk//JJ|POS|UTR|SIN|IND|NOM//amod//33 lösning//NN|UTR|SIN|IND|NOM//nmod//29 som//HP|-|-|-//nsubj:pass//35 väljs//VB|PRS|SFO//acl:relcl//33 .//MAD//punct//18
10.2 Behov av löpande uppföljning;Om//SN//mark//39 arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//39 förläggs//VB|PRS|SFO//advcl//54 inom//PP//case//41 Regeringskansliet//NN|NEU|SIN|DEF|NOM//obl//39 kan//VB|PRS|AKT//aux//54 dessutom//AB//advmod//42 ett//DT|NEU|SIN|IND//det//45 samverkansorgan//NN|NEU|SIN|IND|NOM//nsubj:pass//54 av//PP//case//48 den//DT|UTR|SIN|DEF//det//48 typ//NN|UTR|SIN|IND|NOM//nmod//45 som//HP|-|-|-//nsubj:pass//50 föreslagits//VB|SUP|SFO//acl:relcl//48 av//PP//case//52 Utjämningsdelegationen//PM|NOM//obl:agent//50 behöva//VB|INF|AKT//aux//54 knytas//VB|INF|SFO//advcl//18 till//PP//case//56 arbetet//NN|NEU|SIN|DEF|NOM//obl//54 .//MAD//punct//1
10.2 Behov av löpande uppföljning;Vid//PP//case//1 behov//NN|NEU|SIN|IND|NOM//obl//18 av//PP//case//5 mer//AB|KOM//advmod//4 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 utredningsinsatser//NN|UTR|PLU|IND|NOM//nmod//1 kring//PP//case//5 eller//KN//cc//8 översyner//NN|UTR|PLU|IND|NOM//conj//1 av//PP//case//12 det//DT|NEU|SIN|DEF//det//12 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//12 utjämningssystemet//NN|NEU|SIN|DEF|NOM//obl//8 bör//VB|PRS|AKT//aux//18 ett//DT|NEU|SIN|IND//det//16 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//16 arbete//NN|NEU|SIN|IND|NOM//nsubj//18 lämpligen//AB//advmod//18 ske//VB|INF|AKT//ROOT//18 i//PP//case//23 en//DT|UTR|SIN|IND//det//23 tidsbegränsad//PC|PRF|UTR|SIN|IND|NOM//amod//23 parlamentarisk//JJ|POS|UTR|SIN|IND|NOM//amod//23 kommitté//NN|UTR|SIN|IND|NOM//obl//18 .//MAD//punct//18
10.2 Behov av löpande uppföljning;De//DT|UTR/NEU|PLU|DEF//det//2 årliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 beräkningarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//10 av//PP//case//4 utjämningssystemet//NN|NEU|SIN|DEF|NOM//nmod//2 bör//VB|PRS|AKT//aux//10 ,//MID//punct//8 som//KN//mark//8 hittills//AB//advmod//10 ,//MID//punct//10 regleras//VB|PRS|SFO//ROOT//10 i//PP//case//12 förordning//NN|UTR|SIN|IND|NOM//obl//10 och//KN//cc//14 genomföras//VB|INF|SFO//conj//10 av//PP//case//17 Statistiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//17 centralbyrån//NN|UTR|SIN|DEF|NOM//obl:agent//14 .//MAD//punct//10

10.2 Behov av löpande uppföljning / Reservationer och särskilda yttranden Reservation;av//PP//case//1 ledamoten//NN|UTR|SIN|DEF|NOM//nmod//2 Marita//PM|NOM//ROOT//2 Aronson//PM|NOM//flat//2 (//PAD//punct//5 fp//PM|NOM//appos//2 )//PAD//punct//2
10.2 Behov av löpande uppföljning / Reservationer och särskilda yttranden Reservation;Folkpartiet//NN|NEU|SIN|DEF|NOM//nsubj//1 anser//VB|PRS|AKT//ROOT//1 att//SN//mark//7 ett//DT|NEU|SIN|IND//det//4 utjämningssystem//NN|NEU|SIN|IND|NOM//nsubj//7 är//VB|PRS|AKT//cop//7 en//DT|UTR|SIN|IND//det//7 förutsättning//NN|UTR|SIN|IND|NOM//ccomp//1 för//PP//mark//14 att//SN//mark//14 kommuner//NN|UTR|PLU|IND|NOM//nsubj//14 och//KN//cc//12 landsting//NN|NEU|SIN|IND|NOM//conj//10 ska//VB|PRS|AKT//aux//14 ha//VB|INF|AKT//advcl//7 likvärdiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 möjligheter//NN|UTR|PLU|IND|NOM//obj//14 att//IE//mark//18 bedriva//VB|INF|AKT//acl//16 sin//PS|UTR|SIN|DEF//nmod:poss//20 kärnverksamhet//NN|UTR|SIN|IND|NOM//obj//18 .//MAD//punct//1
10.2 Behov av löpande uppföljning / Reservationer och särskilda yttranden Reservation;Men//KN//cc//28 ett//DT|NEU|SIN|IND//det//24 utjämningssystem//NN|NEU|SIN|IND|NOM//nsubj//28 får//VB|PRS|AKT//aux//28 samtidigt//AB//advmod//28 inte//AB//advmod//28 stå//VB|INF|AKT//conj//1 i//PP//case//30 vägen//NN|UTR|SIN|DEF|NOM//obl//28 för//PP//case//32 kommuner//NN|UTR|PLU|IND|NOM//nmod//30 och//KN//cc//34 landstings//NN|UTR|SIN|IND|GEN//nmod:poss//36 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 försök//NN|NEU|PLU|IND|NOM//conj//32 att//IE//mark//38 förbättra//VB|INF|AKT//acl//36 sin//PS|UTR|SIN|DEF//nmod:poss//40 situation//NN|UTR|SIN|IND|NOM//obj//38 .//MAD//punct//28
10.2 Behov av löpande uppföljning / Reservationer och särskilda yttranden Reservation;Dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//43 utjämningssystem//NN|NEU|SIN|IND|NOM//nsubj//44 straffar//VB|PRS|AKT//parataxis//28 de//DT|UTR/NEU|PLU|DEF//det//46 kommuner//NN|UTR|PLU|IND|NOM//obj//44 och//KN//cc//48 landsting//NN|NEU|PLU|IND|NOM//conj//46 som//HP|-|-|-//nsubj//50 försöker//VB|PRS|AKT//acl:relcl//48 att//IE//mark//52 utvecklas//VB|INF|SFO//xcomp//50 och//KN//cc//54 hämmar//VB|PRS|AKT//conj//52 därmed//AB//advmod//54 den//DT|UTR|SIN|DEF//det//58 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//58 tillväxten//NN|UTR|SIN|DEF|NOM//obj//54 i//PP//case//61 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//61 landet//NN|NEU|SIN|DEF|NOM//obl//54 .//MAD//punct//1
10.2 Behov av löpande uppföljning / Reservationer och särskilda yttranden Reservation;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 innehåller//VB|PRS|AKT//ROOT//1 en//DT|UTR|SIN|IND//det//3 del//NN|UTR|SIN|IND|NOM//nmod//5 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 förslag//NN|NEU|PLU|IND|NOM//obj//1 .//MAD//punct//1
10.2 Behov av löpande uppföljning / Reservationer och särskilda yttranden Reservation;Folkpartiet//NN|NEU|SIN|DEF|NOM//nsubj//8 välkomnar//VB|PRS|AKT//parataxis//1 att//SN//mark//11 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//11 föreslår//VB|PRS|AKT//ccomp//8 att//SN//mark//17 de//DT|UTR/NEU|PLU|DEF//det//15 generella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 statsbidragen//NN|NEU|PLU|DEF|NOM//nsubj//17 ska//VB|PRS|AKT//aux//17 öka//VB|INF|AKT//ccomp//11 och//KN//cc//22 de//DT|UTR/NEU|PLU|DEF//det//21 riktade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//21 statsbidragen//NN|NEU|PLU|DEF|NOM//nsubj//22 minska//VB|INF|AKT//conj//17 .//MAD//punct//8
10.2 Behov av löpande uppföljning / Reservationer och särskilda yttranden Reservation;Tyvärr//AB//advmod//27 är//VB|PRS|AKT//cop//27 dock//AB//advmod//27 några//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//8 av//PP//case//30 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//30 förslag//NN|NEU|SIN|IND|NOM//nmod//27 halvhjärtade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//27 .//MAD//punct//1
10.2 Behov av löpande uppföljning / Reservationer och särskilda yttranden Reservation;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//9 inkomstutjämningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//9 och//KN//cc//7 det//DT|NEU|SIN|DEF//det//7 generella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//7 statsbidraget//NN|NEU|SIN|DEF|NOM//conj//3 ska//VB|PRS|AKT//aux//9 integreras//VB|INF|SFO//ccomp//1 till//PP//case//13 ett//DT|NEU|SIN|IND//det//13 statligt//JJ|POS|NEU|SIN|IND|NOM//amod//13 nettobidrag//NN|NEU|SIN|IND|NOM//obl//9 ,//MID//punct//1 vilket//HP|NEU|SIN|IND//nsubj//18 är//VB|PRS|AKT//cop//18 en//DT|UTR|SIN|IND//det//18 förändring//NN|UTR|SIN|IND|NOM//parataxis//1 i//PP//case//21 rätt//JJ|POS|UTR|SIN|IND|NOM//amod//21 riktning//NN|UTR|SIN|IND|NOM//nmod//18 .//MAD//punct//1
10.2 Behov av löpande uppföljning / Reservationer och särskilda yttranden Reservation;Folkpartiet//NN|NEU|SIN|DEF|NOM//nsubj//24 anser//VB|PRS|AKT//parataxis//1 att//SN//mark//30 inkomstutjämningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//30 och//KN//cc//28 kostnadsutjämningen//NN|UTR|SIN|DEF|NOM//conj//26 ska//VB|PRS|AKT//aux//30 ses//VB|INF|SFO//ccomp//24 samlat//PC|PRF|NEU|SIN|IND|NOM//xcomp//30 och//KN//cc//34 inte//AB//advmod//34 separat//AB|POS//conj//31 .//MID//punct//24
10.2 Behov av löpande uppföljning / Reservationer och särskilda yttranden Reservation;Vi//PN|UTR|PLU|DEF|SUB//nsubj//39 hade//VB|PRT|AKT//aux//39 därför//AB//advmod//39 önskat//VB|SUP|AKT//conj//24 att//SN//mark//51 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//51 i//PP//case//44 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//44 direktiv//NN|NEU|PLU|IND|NOM//nmod//41 ,//MID//punct//48 som//KN//case//48 ett//DT|NEU|SIN|IND//det//48 alternativ//NN|NEU|SIN|IND|NOM//nmod//41 ,//MID//punct//41 hade//VB|PRT|AKT//aux//51 givits//VB|SUP|SFO//ccomp//39 möjlighet//NN|UTR|SIN|IND|NOM//obj//51 att//IE//mark//54 ta//VB|INF|AKT//acl//52 ställning//NN|UTR|SIN|IND|NOM//obj//54 till//PP//compound:prt//54 om//PP//case//59 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//59 utjämningssystemet//NN|NEU|SIN|DEF|NOM//obl//54 ,//MID//punct//62 även//AB//advmod//62 kostnadsutjämningen//NN|UTR|SIN|DEF|NOM//appos//59 ,//MID//punct//65 skulle//VB|PRT|AKT//aux//65 ske//VB|INF|AKT//conj//39 genom//PP//case//68 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//68 försorg//NN|UTR|SIN|IND|NOM//obl//65 .//MAD//punct//24
10.2 Behov av löpande uppföljning / Reservationer och särskilda yttranden Reservation;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//8 kompensationsgraden//NN|UTR|SIN|DEF|NOM//nsubj//8 i//PP//case//5 inkomstutjämningen//NN|UTR|SIN|DEF|NOM//nmod//3 ska//VB|PRS|AKT//aux//8 vara//VB|INF|AKT//cop//8 oförändrad//PC|PRF|UTR|SIN|IND|NOM//ccomp//1 på//PP//case//11 95//RG|NOM//nummod//11 procent//NN|UTR|PLU|IND|NOM//obl//8 .//MAD//punct//1
10.2 Behov av löpande uppföljning / Reservationer och särskilda yttranden Reservation;För//PP//case//14 kommuner//NN|UTR|PLU|IND|NOM//obl//1 och//KN//cc//16 landsting//NN|NEU|SIN|IND|NOM//conj//14 med//PP//case//19 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 skattekraft//NN|UTR|SIN|IND|NOM//nmod//16 än//KN//mark//23 den//DT|UTR|SIN|DEF//det//23 garanterade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//23 skattekraften//NN|UTR|SIN|DEF|NOM//nmod//19 sänks//VB|PRS|SFO//conj//1 kompensationsgraden//NN|UTR|SIN|DEF|NOM//nsubj:pass//24 till//PP//case//28 85//RG|NOM//nummod//28 procent//NN|UTR|PLU|IND|NOM//obl//24 .//MAD//punct//1
10.2 Behov av löpande uppföljning / Reservationer och särskilda yttranden Reservation;Folkpartiet//NN|NEU|SIN|DEF|NOM//nsubj//31 anser//VB|PRS|AKT//parataxis//1 att//SN//mark//35 kompensationsgraden//NN|UTR|SIN|DEF|NOM//nsubj:pass//35 borde//VB|PRT|AKT//aux//35 minskas//VB|INF|SFO//ccomp//31 till//PP//case//38 80//RG|NOM//nummod//38 procent//NN|UTR|PLU|IND|NOM//obl//35 för//PP//case//40 kommuner//NN|UTR|PLU|IND|NOM//nmod//38 och//KN//cc//42 landsting//NN|NEU|SIN|IND|NOM//conj//40 med//PP//case//45 en//DT|UTR|SIN|IND//det//45 skattekraft//NN|UTR|SIN|IND|NOM//nmod//42 över//PP//mark//48 den//DT|UTR|SIN|DEF//det//48 garanterade//PC|PRF|UTR/NEU|SIN|DEF|NOM//advcl//31 .//MAD//punct//1
10.2 Behov av löpande uppföljning / Reservationer och särskilda yttranden Reservation;Utjämningssystemet//NN|NEU|SIN|DEF|NOM//nsubj//3 är//VB|PRS|AKT//cop//3 mycket//AB|POS//advmod//3 svåröverskådligt//JJ|POS|NEU|SIN|IND|NOM//ROOT//3 .//MAD//punct//3
