Uppföljning av Trafikverkets totalentreprenader – uppföljning av 11 vägprojekt;På//PP//case//1 uppdrag//NN|NEU|SIN|IND|NOM//ROOT//1 av//PP//case//5 Produktivitetskommittén//NN|UTR|SIN|DEF|NOM//nmod:poss//4 ©//PM|NOM//nmod//5 Prolog//PM|NOM//nmod//1 2011//RG|NOM//nummod//5

Bilaga 9 / Industrialiserat anläggningsbyggande Industrialiseringens utveckling;Industrialiseringen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 anses//VB|PRS|SFO//ROOT//1 tagit//VB|SUP|AKT//xcomp//1 sin//PS|UTR|SIN|DEF//nmod:poss//4 början//NN|UTR|SIN|IND|NOM//obj//2 i//PP//case//6 England//PM|NOM//nmod//4 under//PP//case//9 1700//RG|NOM//nummod//9 talet//NN|NEU|SIN|DEF|NOM//obl//2 i//PP//case//13 och//KN//fixed//10 med//PP//fixed//10 realiseringen//NN|UTR|SIN|DEF|NOM//nmod//9 av//PP//case//17 ett//DT|NEU|SIN|IND//det//16 antal//NN|NEU|SIN|IND|NOM//nmod//17 maskiner//NN|UTR|PLU|IND|NOM//nmod//13 ,//MID//punct//9 framför//PP//case//20 allt//PN|NEU|SIN|IND|SUB/OBJ//obl//2 inom//PP//case//22 textilindustrin//NN|UTR|SIN|DEF|NOM//nmod//20 .//MID//punct//1
Bilaga 9 / Industrialiserat anläggningsbyggande Industrialiseringens utveckling;Dessa//DT|UTR/NEU|PLU|DEF//det//25 innovationer//NN|UTR|PLU|IND|NOM//nsubj//26 ledde//VB|PRT|AKT//parataxis//1 till//PP//compound:prt//26 att//SN//mark//32 tillverkningen//NN|UTR|SIN|DEF|NOM//nsubj//32 av//PP//case//31 tyg//NN|NEU|SIN|IND|NOM//nmod//29 gick//VB|PRT|AKT//ccomp//26 från//PP//mark//37 att//IE//mark//37 vara//VB|INF|AKT//cop//37 ett//DT|NEU|SIN|IND//det//37 hantverk//NN|NEU|SIN|IND|NOM//obl//32 till//PP//mark//40 att//IE//mark//40 bli//VB|INF|AKT//advcl//37 stordrift//NN|UTR|SIN|IND|NOM//xcomp//40 .//MAD//punct//1
Bilaga 9 / Industrialiserat anläggningsbyggande Industrialiseringens utveckling;Kvaliteten//NN|UTR|SIN|DEF|NOM//nsubj//44 blev//VB|PRT|AKT//parataxis//1 jämnare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//44 och//KN//cc//52 ett//DT|NEU|SIN|IND//det//49 färre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//49 antal//NN|NEU|SIN|IND|NOM//nmod//50 personer//NN|UTR|PLU|IND|NOM//nsubj//52 kunde//VB|PRT|AKT//aux//52 tillverka//VB|INF|AKT//conj//44 mer//AB|KOM//advmod//52 .//MAD//punct//44
Bilaga 9 / Industrialiserat anläggningsbyggande Industrialiseringens utveckling;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//56 innebar//VB|PRT|AKT//parataxis//44 också//AB//advmod//56 att//SN//mark//75 behovet//NN|NEU|SIN|DEF|NOM//nsubj//75 av//PP//mark//62 att//IE//mark//62 kunna//VB|INF|AKT//acl//59 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//64 förädlingsprocessen//NN|UTR|SIN|DEF|NOM//obj//62 ,//MID//punct//59 från//PP//case//67 tillvaratagande//NN|NEU|SIN|IND|NOM//nmod//59 av//PP//case//69 råmaterialet//NN|NEU|SIN|DEF|NOM//nmod//67 till//PP//case//72 färdiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//72 textilier//NN|UTR|PLU|IND|NOM//obl//67 inte//AB//advmod//75 längre//AB|KOM//advmod//75 blev//VB|PRT|AKT//ccomp//56 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//xcomp//75 för//PP//case//78 flertalet//NN|NEU|SIN|DEF|NOM//obl//75 av//PP//case//80 de//PN|UTR/NEU|PLU|DEF|SUB//nmod//78 som//HP|-|-|-//nsubj//82 arbetade//VB|PRT|AKT//acl:relcl//80 .//MAD//punct//56
Bilaga 9 / Industrialiserat anläggningsbyggande Industrialiseringens utveckling;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//85 räckte//VB|PRT|AKT//conj//44 med//PP//mark//88 att//IE//mark//88 kunna//VB|INF|AKT//advcl//85 den//DT|UTR|SIN|DEF//det//91 specifika//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//91 del//NN|UTR|SIN|IND|NOM//obj//88 i//PP//case//93 processen//NN|UTR|SIN|DEF|NOM//obl//88 som//KN//obl//99 den//DT|UTR|SIN|DEF//det//97 enskilde//JJ|POS|MAS|SIN|DEF|NOM//amod//97 arbetaren//NN|UTR|SIN|DEF|NOM//nsubj//99 var//VB|PRT|AKT//cop//99 satt//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//93 att//IE//mark//101 arbeta//VB|INF|AKT//xcomp//99 med//PP//case//101 (//PAD//punct//104 Gann//PM|NOM//obl//101 2000//RG|NOM//nummod//104 )//PAD//punct//104 .//MAD//punct//85
Bilaga 9 / Industrialiserat anläggningsbyggande Industrialiseringens utveckling;Även//AB//advmod//110 i//PP//case//110 Sverige//PM|NOM//obl//114 var//VB|PRT|AKT//cop//114 textilindustrin//NN|UTR|SIN|DEF|NOM//nsubj//114 den//DT|UTR|SIN|DEF//det//114 industri//NN|UTR|SIN|IND|NOM//parataxis//85 som//HP|-|-|-//nsubj:pass//116 utvecklades//VB|PRT|SFO//acl:relcl//114 först//AB//advmod//116 ,//MID//punct//123 dock//KN//advmod//123 inte//AB//advmod//123 förrän//PP//advmod//123 i//PP//case//123 början//NN|UTR|SIN|DEF|NOM//obl//116 på//PP//case//125 1800-talet//NN|NEU|SIN|DEF|NOM//nmod//123 .//MAD//punct//44
Bilaga 9 / Industrialiserat anläggningsbyggande Industrialiseringens utveckling;Den//DT|UTR|SIN|DEF//det//128 industri//NN|UTR|SIN|IND|NOM//nsubj//142 som//HP|-|-|-//nsubj:pass//130 anses//VB|PRS|SFO//acl:relcl//128 vara//VB|INF|AKT//cop//132 den//PN|UTR|SIN|DEF|SUB/OBJ//xcomp//130 som//HP|-|-|-//nsubj//134 tog//VB|PRT|AKT//acl:relcl//132 de//DT|UTR/NEU|PLU|DEF//det//138 första//RO|NOM//amod//138 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//138 stegen//NN|NEU|PLU|DEF|NOM//obj//134 mot//PP//case//140 industrialisering//NN|UTR|SIN|IND|NOM//obl//134 var//VB|PRT|AKT//cop//142 sågverksindustrin//NN|UTR|SIN|DEF|NOM//parataxis//44 i//PP//case//146 de//DT|UTR/NEU|PLU|DEF//det//146 norra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//146 delarna//NN|UTR|PLU|DEF|NOM//nmod//142 av//PP//case//148 landet//NN|NEU|SIN|DEF|NOM//nmod//146 .//MID//punct//44
Bilaga 9 / Industrialiserat anläggningsbyggande Industrialiseringens utveckling;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//151 skedde//VB|PRT|AKT//parataxis//44 vid//PP//case//154 1800-talets//NN|NEU|SIN|DEF|GEN//nmod:poss//154 mitt//NN|UTR|SIN|IND|NOM//obl//151 .//MAD//punct//151
Bilaga 9 / Industrialiserat anläggningsbyggande Industrialiseringens utveckling;Huvudsyftet//NN|NEU|SIN|DEF|NOM//nsubj//176 under//PP//case//159 denna//DT|UTR|SIN|DEF//det//159 tid//NN|UTR|SIN|IND|NOM//nmod//156 var//VB|PRT|AKT//cop//156 att//IE//mark//162 ta//VB|INF|AKT//acl//156 tillvara//PL//compound:prt//162 på//PP//case//165 arbetsdelningens//NN|UTR|SIN|DEF|GEN//obl//162 och//KN//cc//168 stordriftens//NN|UTR|SIN|DEF|GEN//nmod:poss//168 fördelar//NN|UTR|PLU|IND|NOM//conj//165 .//MAD//punct//156
Bilaga 9 / Industrialiserat anläggningsbyggande Industrialiseringens utveckling;Utvecklingen//NN|UTR|SIN|DEF|NOM//appos//156 under//PP//case//173 resterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//173 del//NN|UTR|SIN|IND|NOM//nmod//170 av//PP//case//175 1800talet//RG|NOM//nummod//176 resulterade//VB|PRT|AKT//parataxis//151 i//PP//advmod//180 stort//AB//fixed//177 sett//PC|PRF|NEU|SIN|IND|NOM//fixed//177 bara//AB//advmod//176 i//PP//mark//183 att//IE//mark//183 förbättra//VB|INF|AKT//advcl//176 existerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//185 metoder//NN|UTR|PLU|IND|NOM//obj//183 .//MAD//punct//151
Bilaga 9 / Industrialiserat anläggningsbyggande Industrialiseringens utveckling;Nästa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 steg//NN|NEU|SIN|IND|NOM//nsubj//5 i//PP//case//3 industrialiseringen//NN|UTR|SIN|DEF|NOM//nmod//1 är//VB|PRS|AKT//cop//5 utveckling//NN|UTR|SIN|IND|NOM//nsubj//135 av//PP//case//9 det//DT|NEU|SIN|DEF//det//9 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 bandet//NN|NEU|SIN|DEF|NOM//nmod//5 ,//MID//punct//5 genom//PP//case//13 Fords//PM|GEN//nmod:poss//13 biltillverkning//NN|UTR|SIN|IND|NOM//nmod//5 under//PP//case//16 tidigt//JJ|POS|NEU|SIN|IND|NOM//amod//16 1900-tal//NN|NEU|SIN|IND|NOM//nmod//13 .//MAD//punct//5
Bilaga 9 / Industrialiserat anläggningsbyggande Industrialiseringens utveckling;Grundidén//NN|UTR|SIN|DEF|NOM//nmod//5 med//PP//case//20 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//18 var//VB|PRT|AKT//cop//18 att//SN//mark//29 produkten//NN|UTR|SIN|DEF|NOM//nsubj:pass//29 ,//MID//punct//25 inledningsvis//AB//advmod//23 ,//MID//punct//25 bilen//NN|UTR|SIN|DEF|NOM//nsubj:pass//29 skulle//VB|PRT|AKT//aux//29 förflyttas//VB|INF|SFO//csubj//18 framåt//AB//advmod//29 på//PP//case//33 en//DT|UTR|SIN|IND//det//33 monteringssträcka//NN|UTR|SIN|IND|NOM//obl//29 utan//PP//case//35 stopp//NN|NEU|SIN|IND|NOM//nmod//33 och//KN//cc//38 successivt//AB|POS//advmod//38 monteras//VB|PRS|SFO//conj//29 ihop//PL//compound:prt//38 av//PP//case//42 specialiserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//42 arbetsgrupper//NN|UTR|PLU|IND|NOM//obl:agent//38 med//PP//case//45 avgränsade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//45 arbetsmoment//NN|NEU|PLU|IND|NOM//obl//38 .//MAD//punct//5
Bilaga 9 / Industrialiserat anläggningsbyggande Industrialiseringens utveckling;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//48 löste//VB|PRT|AKT//parataxis//5 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//50 problem//NN|NEU|PLU|IND|NOM//obj//48 i//PP//mark//58 jämförelse//NN|UTR|SIN|IND|NOM//fixed//51 med//PP//fixed//51 att//SN//mark//58 ett//DT|NEU|SIN|IND//det//56 fåtal//NN|NEU|SIN|IND|NOM//nmod//57 montörer//NN|UTR|PLU|IND|NOM//nsubj//58 monterade//VB|PRT|AKT//advcl//48 ihop//PL//advmod//58 alla//DT|UTR/NEU|PLU|IND/DEF//det//62 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 delar//NN|UTR|PLU|IND|NOM//obj//58 till//PP//case//65 färdigt//JJ|POS|NEU|SIN|IND|NOM//amod//65 resultat//NN|NEU|SIN|IND|NOM//obl//58 .//MAD//punct//48
Bilaga 9 / Industrialiserat anläggningsbyggande Industrialiseringens utveckling;Montörerna//NN|UTR|PLU|DEF|NOM//nsubj//70 var//VB|PRT|AKT//aux:pass//70 tidigare//AB|KOM//advmod//70 tvungna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//5 att//IE//mark//72 kunna//VB|INF|AKT//xcomp//70 alla//DT|UTR/NEU|PLU|IND/DEF//det//74 moment//NN|NEU|PLU|IND|NOM//obj//72 ,//MID//punct//70 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//77 var//VB|PRT|AKT//conj//70 då//AB//advmod//77 problem//NN|NEU|PLU|IND|NOM//nsubj//77 med//PP//mark//82 att//IE//mark//82 få//VB|INF|AKT//acl//79 plats//NN|UTR|SIN|IND|NOM//obj//82 med//PP//case//89 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//89 än//KN//fixed//85 ett//DT|NEU|SIN|IND//det//88 fåtal//NN|NEU|SIN|IND|NOM//nmod//89 personer//NN|UTR|PLU|IND|NOM//obl//82 kring//PP//case//91 monteringsstationen//NN|UTR|SIN|DEF|NOM//nmod//89 samt//KN//cc//95 att//SN//mark//95 logistiken//NN|UTR|SIN|DEF|NOM//nsubj//95 blev//VB|PRT|AKT//conj//70 lättare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//95 då//HA//advmod//95 en//DT|UTR|SIN|IND//det//99 komponent//NN|UTR|SIN|IND|NOM//nsubj//101 bara//AB//advmod//101 behövde//VB|PRT|AKT//ccomp//95 tillgänglig//JJ|POS|UTR|SIN|IND|NOM//xcomp//101 vid//PP//case//105 en//DT|UTR|SIN|IND//det//105 monteringsstation//NN|UTR|SIN|IND|NOM//obl//101 i//PP//advmod//101 stället//NN|NEU|SIN|DEF|NOM//fixed//106 för//PP//fixed//106 vid//PP//case//110 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//101 .//MAD//punct//5
Bilaga 9 / Industrialiserat anläggningsbyggande Industrialiseringens utveckling;Men//KN//cc//117 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//117 var//VB|PRT|AKT//cop//117 egentligen//AB//advmod//117 inte//AB//advmod//117 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//5 bandet//NN|NEU|SIN|DEF|NOM//obj//117 som//KN//case//120 sådant//JJ|POS|NEU|SIN|IND|NOM//nmod//118 som//HP|-|-|-//nsubj//122 gav//VB|PRT|AKT//acl:relcl//120 de//DT|UTR/NEU|PLU|DEF//det//125 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//125 vinsterna//NN|UTR|PLU|DEF|NOM//obj//122 och//KN//cc//128 som//HP|-|-|-//nsubj//128 ledde//VB|PRT|AKT//conj//120 till//PP//case//130 massproduktion//NN|UTR|SIN|IND|NOM//obl//128 .//MAD//punct//5
Bilaga 9 / Industrialiserat anläggningsbyggande Industrialiseringens utveckling;Fords//PM|GEN//nmod:poss//134 stora//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//134 genombrott//NN|NEU|SIN|IND|NOM//nsubj//135 var//VB|PRT|AKT//ROOT//135 att//SN//mark//138 han//PN|UTR|SIN|DEF|SUB//nsubj//138 såg//VB|PRT|AKT//ccomp//135 till//PL//mark//141 att//IE//mark//141 använda//VB|INF|AKT//advcl//138 standardiserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//143 delar//NN|UTR|PLU|IND|NOM//obj//141 som//HP|-|-|-//nsubj//146 var//VB|PRT|AKT//cop//146 lätta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//143 att//IE//mark//148 sätta//VB|INF|AKT//advcl//146 ihop//PL//compound:prt//148 .//MAD//punct//135
Bilaga 9 / Industrialiserat anläggningsbyggande Industrialiseringens utveckling;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//152 var//VB|PRT|AKT//parataxis//135 först//AB//advmod//152 när//HA//mark//156 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//156 insågs//VB|PRT|SFO//advcl//152 att//SN//mark//159 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//159 gick//VB|PRT|AKT//ccomp//156 fortare//AB|KOM//advmod//159 att//IE//mark//162 förflytta//VB|INF|AKT//csubj//159 produkten//NN|UTR|SIN|DEF|NOM//obj//162 som//HP|-|-|-//nsubj:pass//166 skulle//VB|PRT|AKT//aux//166 monteras//VB|INF|SFO//acl:relcl//163 än//KN//case//168 arbetarna//NN|UTR|PLU|DEF|NOM//obl//166 som//HP|-|-|-//nsubj//170 monterade//VB|PRT|AKT//acl:relcl//168 en//DT|UTR|SIN|IND//det//173 specifik//JJ|POS|UTR|SIN|IND|NOM//amod//173 del//NN|UTR|SIN|IND|NOM//obj//170 som//KN//nsubj:pass//178 det//DT|NEU|SIN|DEF//det//177 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//177 bandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//178 introducerades//VB|PRT|SFO//acl:relcl//173 .//MAD//punct//152
Bilaga 9 / Industrialiserat anläggningsbyggande Industrialiseringens utveckling;I//PP//mark//185 och//KN//fixed//180 med//PP//fixed//180 att//SN//mark//185 monteringen//NN|UTR|SIN|DEF|NOM//nsubj:pass//185 gjordes//VB|PRT|SFO//conj//152 lättare//AB|KOM//advmod//185 och//KN//cc//189 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//189 fanns//VB|PRT|SFO//conj//185 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//191 risk//NN|UTR|SIN|IND|NOM//xcomp//189 för//PP//mark//194 att//IE//mark//194 välja//VB|INF|AKT//advcl//189 fel//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//196 delar//NN|UTR|PLU|IND|NOM//obj//194 innebar//VB|PRT|AKT//xcomp//194 att//SN//mark//202 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//202 inte//AB//advmod//202 längre//AB|KOM//advmod//202 behövdes//VB|PRT|SFO//ccomp//197 hantverkskunnig//JJ|POS|UTR|SIN|IND|NOM//amod//204 arbetskraft//NN|UTR|SIN|IND|NOM//obj//202 i//PP//case//207 samma//DT|UTR/NEU|SIN/PLU|IND//det//207 utsträckning//NN|UTR|SIN|IND|NOM//obl//202 som//KN//mark//209 tidigare//AB|KOM//acl//207 (//PAD//punct//202 Gann//PM|NOM//appos//202 2000//RG|NOM//nummod//211 )//PAD//punct//202 .//MAD//punct//152
Bilaga 9 / Industrialiserat anläggningsbyggande Industrialiseringens utveckling;I//PP//case//1 västvärlden//NN|UTR|SIN|DEF|NOM//obl//2 spreds//VB|PRT|SFO//ROOT//2 och//KN//cc//4 utvecklades//VB|PRT|SFO//conj//2 principerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//2 för//PP//case//7 massproduktion//NN|UTR|SIN|IND|NOM//nmod//5 från//PP//case//9 initialt//AB|POS//advmod//2 i//PP//case//11 USA//PM|NOM//obl//2 på//PP//case//13 1920-talet//NN|NEU|SIN|DEF|NOM//obl//2 till//PP//mark//20 att//IE//mark//20 i//PP//case//17 mitten//NN|UTR|SIN|DEF|NOM//obl//20 på//PP//case//19 1950-talet//NN|NEU|SIN|DEF|NOM//nmod//17 blivit//VB|SUP|AKT//advcl//2 vanliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//20 i//PP//case//24 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 delar//NN|UTR|PLU|IND|NOM//obl//20 av//PP//case//26 Europa//PM|NOM//nmod//24 .//MAD//punct//2
Bilaga 9 / Industrialiserat anläggningsbyggande Industrialiseringens utveckling;Under//PP//case//29 1970-talet//NN|NEU|SIN|DEF|NOM//obl//2 in//PL//advmod//29 i//PP//case//32 början//NN|UTR|SIN|DEF|NOM//nmod//29 på//PP//case//34 1980-talet//NN|NEU|SIN|DEF|NOM//nmod//32 stagnerade//VB|PRT|AKT//amod//36 utvecklingen//NN|UTR|SIN|DEF|NOM//nmod//29 i//PP//case//38 västvärlden//NN|UTR|SIN|DEF|NOM//nmod//36 samtidigt//AB//mark//42 som//HA//fixed//39 Japan//PM|NOM//nsubj//42 börjat//VB|SUP|AKT//acl//36 hämta//VB|INF|AKT//xcomp//42 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//43 från//PP//case//46 effekterna//NN|UTR|PLU|DEF|NOM//obl//43 av//PP//case//49 andra//RO|NOM//amod//49 världskriget//NN|NEU|SIN|DEF|NOM//nmod//46 och//KN//cc//51 började//VB|PRT|AKT//conj//42 utveckla//VB|INF|AKT//xcomp//51 den//DT|UTR|SIN|DEF//det//55 inhemska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//55 industrin//NN|UTR|SIN|DEF|NOM//obj//52 .//MAD//punct//2
Bilaga 9 / Industrialiserat anläggningsbyggande Industrialiseringens utveckling;Flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//58 koncept//NN|NEU|PLU|IND|NOM//nsubj:pass//59 utvecklades//VB|PRT|SFO//parataxis//2 varav//HA//advmod//59 Lean//PM|NOM//compound//62 Production//PM|NOM//obl:agent//59 är//VB|PRS|AKT//cop//66 det//DT|NEU|SIN|DEF//expl//66 mest//AB|SUV//advmod//66 kända//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//2 (//PAD//punct//68 se//VB|IMP|AKT//parataxis//2 exempelvis//AB//advmod//68 ,//MID//punct//71 Womack//PM|NOM//parataxis//2 et//PM|NOM//nummod//71 al//PM|NOM//nummod//71 .//MAD//punct//2
Bilaga 9 / Industrialiserat anläggningsbyggande Industrialiseringens utveckling;2007//RG|NOM//nummod//2 )//PAD//punct//2 .//MAD//punct//2
Bilaga 9 / Industrialiserat anläggningsbyggande Industrialiseringens utveckling;Fokus//NN|NEU|SIN|IND|NOM//conj//2 var//VB|PRT|AKT//cop//83 både//KN//cc//83 på//PP//mark//83 att//IE//mark//83 producera//VB|INF|AKT//conj//2 ett//DT|NEU|SIN|IND//det//86 visst//JJ|POS|NEU|SIN|IND|NOM//amod//86 antal//NN|NEU|SIN|IND|NOM//nmod//87 produkter//NN|UTR|PLU|IND|NOM//obj//83 och//KN//cc//90 att//IE//mark//90 säkerställa//VB|INF|AKT//conj//2 rätt//JJ|POS|UTR|SIN|IND|NOM//amod//92 kvalitet//NN|UTR|SIN|IND|NOM//obj//90 på//PP//case//94 produkterna//NN|UTR|PLU|DEF|NOM//obl//90 som//HP|-|-|-//nsubj:pass//96 producerades//VB|PRT|SFO//acl:relcl//94 .//MAD//punct//2
Bilaga 9 / Industrialiserat anläggningsbyggande Industrialiseringens utveckling;Fokus//NN|NEU|SIN|IND|NOM//punct//2 blev//VB|PRT|AKT//conj//2 på//PP//mark//102 att//IE//mark//102 sträva//VB|INF|AKT//xcomp//99 efter//PP//case//105 ständiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//105 förbättringar//NN|UTR|PLU|IND|NOM//obl//102 vilket//HP|NEU|SIN|IND//nsubj//107 innebar//VB|PRT|AKT//acl:relcl//105 att//SN//mark//113 en//DT|UTR|SIN|IND//det//110 mängd//NN|UTR|SIN|IND|NOM//nmod//112 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//112 rutiner//NN|UTR|PLU|IND|NOM//nsubj:pass//113 infördes//VB|PRT|SFO//ccomp//107 som//HP|-|-|-//nsubj//118 inte//AB//advmod//118 var//VB|PRT|AKT//cop//118 att//IE//mark//118 tänka//VB|INF|AKT//xcomp//113 på//PP//compound:prt//118 i//PP//case//121 västvärlden//NN|UTR|SIN|DEF|NOM//obl//118 ,//MID//punct//130 till//PP//mark//130 exempel//NN|NEU|SIN|IND|NOM//fixed//123 att//SN//mark//130 vem//HP|UTR|SIN|IND//nsubj//130 som//KN//fixed//126 helst//AB|SUV//advmod//126 kunde//VB|PRT|AKT//aux//130 stanna//VB|INF|AKT//conj//113 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//130 bandet//NN|NEU|SIN|DEF|NOM//obj//130 om//PP//mark//136 ett//DT|NEU|SIN|IND//det//135 problem//NN|NEU|SIN|IND|NOM//nsubj//136 uppstod//VB|PRT|AKT//advcl//130 .//MAD//punct//2
Bilaga 9 / Industrialiserat anläggningsbyggande Industrialiseringens utveckling;En//DT|UTR|SIN|IND//det//141 annan//JJ|POS|UTR|SIN|IND|NOM//amod//141 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//141 aspekt//NN|UTR|SIN|IND|NOM//nsubj:pass//2 av//PP//case//143 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//141 som//HP|-|-|-//nsubj:pass//145 kallas//VB|PRS|SFO//acl:relcl//143 Lean//PM|NOM//compound//147 Production//PM|NOM//xcomp//145 var//VB|PRT|AKT//cop//152 en//DT|UTR|SIN|IND//det//152 mycket//AB|POS//advmod//151 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//152 integrering//NN|UTR|SIN|IND|NOM//nsubj//2 av//PP//case//154 leverantörer//NN|UTR|PLU|IND|NOM//nmod//152 än//KN//mark//156 vad//HP|NEU|SIN|IND//acl//152 som//HP|-|-|-//nsubj:pass//159 traditionellt//AB|POS//advmod//159 gjordes//VB|PRT|SFO//acl:relcl//156 i//PP//case//161 västvärlden//NN|UTR|SIN|DEF|NOM//obl//159 .//MAD//punct//2
Bilaga 9 / Industrialiserat anläggningsbyggande Industrialiseringens utveckling;Ett//DT|NEU|SIN|IND//det//1 antal//NN|NEU|SIN|IND|NOM//nmod//3 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 ledningsfilosofier//NN|UTR|PLU|IND|NOM//nsubj//14 ,//MID//punct//3 som//HP|-|-|-//nsubj:pass//7 ofta//AB|POS//advmod//7 kopplas//VB|PRS|SFO//acl:relcl//3 samman//PL//compound:prt//7 med//PP//case//11 Lean//PM|NOM//nmod//11 Production//PM|NOM//obl//7 ,//MID//punct//3 har//VB|PRS|AKT//aux//14 påverkat//VB|SUP|AKT//ROOT//14 industrialiseringen//NN|UTR|SIN|DEF|NOM//obj//14 över//PP//case//18 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//18 världen//NN|UTR|SIN|DEF|NOM//obl//14 .//MAD//punct//14
Bilaga 9 / Industrialiserat anläggningsbyggande Industrialiseringens utveckling;Några//DT|UTR/NEU|PLU|IND//det//21 exempel//NN|NEU|PLU|IND|NOM//nsubj//23 är//VB|PRS|AKT//cop//23 TQM//PM|NOM//parataxis//14 och//KN//cc//25 Six//PM|NOM//conj//23 Sigma//PM|NOM//flat:name//25 .//MID//punct//23
Bilaga 9 / Industrialiserat anläggningsbyggande Industrialiseringens utveckling;TQM//PM|NOM//nsubj//34 (//PAD//punct//31 Total//PM|NOM//compound//31 Quality//PM|NOM//appos//28 Management//PM|NOM//flat//31 )//PAD//punct//31 innebar//VB|PRT|AKT//parataxis//23 att//SN//mark//37 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//37 fokuserades//VB|PRT|SFO//ccomp//34 på//PP//mark//40 att//IE//mark//40 säkerställa//VB|INF|AKT//advcl//37 kvaliteten//NN|UTR|SIN|DEF|NOM//obj//40 i//PP//case//45 organisationens//NN|UTR|SIN|DEF|GEN//nmod:poss//45 alla//DT|UTR/NEU|PLU|IND/DEF//det//45 delar//NN|UTR|PLU|IND|NOM//obl//40 .//MAD//punct//34
