Inledning;I//PP//case//2 föreliggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 betänkande//NN|NEU|SIN|IND|NOM//obl//3 lägger//VB|PRS|AKT//ROOT//3 utredningen//NN|UTR|SIN|DEF|NOM//obj//3 i//PP//case//9 enlighet//NN|UTR|SIN|IND|NOM//fixed//5 med//PP//case//9 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//9 direktiv//NN|NEU|PLU|IND|NOM//obl//3 fram//PL//advmod//3 en//DT|UTR|SIN|IND//det//13 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//13 utvärdering//NN|UTR|SIN|IND|NOM//obj//3 av//PP//case//17 den//DT|UTR|SIN|DEF//det//17 arbetsgivarpolitiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//17 reform//NN|UTR|SIN|IND|NOM//nmod//13 ,//MID//punct//13 som//HP|-|-|-//nsubj:pass//20 genomfördes//VB|PRT|SFO//acl:relcl//13 den//DT|UTR|SIN|DEF//det//23 1//RO|NOM//nummod//23 juli//NN|UTR|SIN|IND|NOM//obl//20 1994//RG|NOM//nummod//23 .//MAD//punct//3
Tekniken för löneomräkning;Det//DT|NEU|SIN|DEF//det//50 produktivitetsavdrag//NN|NEU|SIN|IND|NOM//nsubj:pass//57 som//HP|-|-|-//obj//53 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//53 fastställer//VB|PRS|AKT//acl:relcl//50 bör//VB|PRS|AKT//aux//57 sedan//AB//advmod//57 endast//AB//advmod//57 ändras//VB|INF|SFO//parataxis//1 om//PP//mark//63 den//DT|UTR|SIN|DEF//det//62 faktiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//62 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//62 produktivitetsutvecklingen//NN|UTR|SIN|DEF|NOM//nsubj//63 visar//VB|PRS|AKT//advcl//57 på//PP//case//67 en//DT|UTR|SIN|IND//det//67 trendmässig//JJ|POS|UTR|SIN|IND|NOM//amod//67 avvikelse//NN|UTR|SIN|IND|NOM//obl//63 från//PP//case//71 det//DT|NEU|SIN|DEF//det//71 fasta//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//71 avdraget//NN|NEU|SIN|DEF|NOM//nmod//67 .//MAD//punct//1

Den arbetsgivarpolitiska delegeringen;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 bedömer//VB|PRS|AKT//ROOT//1  //_SP////1 att//SN//mark//8 ledningsstrukturen//NN|UTR|SIN|DEF|NOM//nsubj:pass//8 i//PP//case//6 Arbetsgivarverket//PM|NOM//nmod//4 bör//VB|PRS|AKT//aux//8 ses//VB|INF|SFO//ccomp//1 över//PL//compound:prt//8 .//MAD//punct//1
Den arbetsgivarpolitiska delegeringen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//13 är//VB|PRS|AKT//cop//13 möjligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//1 att//SN//mark//20 arbetsgivarkollegiet//NN|NEU|SIN|DEF|NOM//nsubj//20 när//HA//mark//18 Arbetsgivarverket//PM|NOM//nsubj:pass//18 bildades//VB|PRT|SFO//acl//15 initialt//AB|POS//advmod//18 hade//VB|PRT|AKT//csubj//13 en//DT|UTR|SIN|IND//det//23 betydelsefull//JJ|POS|UTR|SIN|IND|NOM//amod//23 roll//NN|UTR|SIN|IND|NOM//obj//20 för//PP//mark//26 att//IE//mark//26 skapa//VB|INF|AKT//acl//23 en//DT|UTR|SIN|IND//det//29 sammanhållen//PC|PRF|UTR|SIN|IND|NOM//amod//29 arbetsgivarorganisation//NN|UTR|SIN|IND|NOM//obj//26 .//MAD//punct//13
Den arbetsgivarpolitiska delegeringen;Numera//AB//advmod//32 framstår//VB|PRS|AKT//parataxis//13 kollegiet//NN|NEU|SIN|DEF|NOM//nsubj//32 främst//AB|SUV//advmod//32 som//KN//case//38 en//DT|UTR|SIN|IND//det//38 administrativ//JJ|POS|UTR|SIN|IND|NOM//amod//38 överbyggnad//NN|UTR|SIN|IND|NOM//obl//32 .//MAD//punct//13
Den arbetsgivarpolitiska delegeringen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//41 är//VB|PRS|AKT//conj//1 inte//AB//advmod//41 i//PP//case//44 kollegiet//NN|NEU|SIN|DEF|NOM//obl//41 som//HP|-|-|-//obl//47 verket//NN|NEU|SIN|DEF|NOM//nsubj//47 hämtar//VB|PRS|AKT//acl:relcl//44 sin//PS|UTR|SIN|DEF//nmod:poss//49 legitimitet//NN|UTR|SIN|IND|NOM//obj//47 som//KN//mark//51 företrädare//NN|UTR|SIN|IND|NOM//xcomp//47 för//PP//case//53 myndigheterna//NN|UTR|PLU|DEF|NOM//nmod//51 utan//KN//cc//57 i//PP//case//57 det//DT|NEU|SIN|DEF//det//57 arbete//NN|NEU|SIN|IND|NOM//obl//47 som//HP|-|-|-//nsubj:pass//59 bedrivs//VB|PRS|SFO//acl:relcl//57 i//PP//case//61 styrelsen//NN|UTR|SIN|DEF|NOM//obl//59 ,//MID//punct//63 sektorer//NN|UTR|PLU|IND|NOM//conj//61 ,//MID//punct//65 delegationer//NN|UTR|PLU|IND|NOM//conj//61 och//KN//cc//67 nätverk//NN|NEU|PLU|IND|NOM//conj//61 m.m.//AB|AN//conj//61
Den arbetsgivarpolitiska delegeringen;Arbetet//NN|NEU|SIN|DEF|NOM//nsubj//4 i//PP//case//3 Arbetsgivarverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//3 styrelse//NN|UTR|SIN|IND|NOM//nmod//0 fungerar//VB|PRS|AKT//ROOT//4 bra//AB|POS//advmod//4 .//MAD//punct//4
Den arbetsgivarpolitiska delegeringen;Styrelsen//NN|UTR|SIN|DEF|NOM//nsubj//9 har//VB|PRS|AKT//aux//9 tagit//VB|SUP|AKT//parataxis//4 en//DT|UTR|SIN|IND//det//14 aktiv//JJ|POS|UTR|SIN|IND|NOM//amod//14 och//KN//cc//13 engagerad//PC|PRF|UTR|SIN|IND|NOM//conj//11 roll//NN|UTR|SIN|IND|NOM//obj//9 i//PP//case//19 samband//NN|NEU|SIN|IND|NOM//fixed//15 med//PP//fixed//15 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//19 avtalsförhandlingar//NN|UTR|PLU|IND|NOM//obl//9 .//MAD//punct//9
Den arbetsgivarpolitiska delegeringen;Styrelsen//NN|UTR|SIN|DEF|NOM//nsubj//23 skall//VB|PRS|AKT//aux//23 svara//VB|INF|AKT//parataxis//9 för//PP//case//25 verksamheten//NN|UTR|SIN|DEF|NOM//obl//23 i//PP//case//30 enlighet//NN|UTR|SIN|IND|NOM//fixed//26 med//PP//fixed//26 arbetsgivarkollegiets//NN|NEU|SIN|DEF|GEN//nmod:poss//30 föreskrifter//NN|UTR|PLU|IND|NOM//nmod//25 och//KN//cc//32 beslut//NN|NEU|PLU|IND|NOM//conj//30 men//KN//cc//34 upplevs//VB|PRS|SFO//conj//23 allmänt//AB|POS//advmod//34 som//KN//case//37 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//34 som//HP|-|-|-//nsubj//39 leder//VB|PRS|AKT//acl:relcl//37 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//41 verksamheten//NN|UTR|SIN|DEF|NOM//obj//39 .//MAD//punct//4
Den arbetsgivarpolitiska delegeringen;Kollegiet//NN|NEU|SIN|DEF|NOM//nsubj:pass//44 uppfattas//VB|PRS|SFO//parataxis//4 däremot//AB//advmod//44 av//PP//case//48 de//DT|UTR/NEU|PLU|DEF//det//48 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//obl:agent//44 som//KN//case//51 en//DT|UTR|SIN|IND//det//51 instans//NN|UTR|SIN|IND|NOM//nmod//48 utan//PP//case//55 annan//JJ|POS|UTR|SIN|IND|NOM//amod//55 egentlig//JJ|POS|UTR|SIN|IND|NOM//amod//55 uppgift//NN|UTR|SIN|IND|NOM//conj//51 än//KN//mark//58 att//IE//mark//58 välja//VB|INF|AKT//acl//55 styrelse//NN|UTR|SIN|IND|NOM//obj//58 .//MAD//punct//4
Den arbetsgivarpolitiska delegeringen;Den//DT|UTR|SIN|DEF//det//62 uppgiften//NN|UTR|SIN|DEF|NOM//nsubj:pass//64 kan//VB|PRS|AKT//aux//64 lösas//VB|INF|SFO//parataxis//4 på//PP//case//67 annat//JJ|POS|NEU|SIN|IND|NOM//amod//67 sätt//NN|NEU|SIN|IND|NOM//obl//64 än//KN//mark//71 genom//PP//case//71 ett//DT|NEU|SIN|IND//det//71 arbetsgivarkollegium//NN|NEU|SIN|IND|NOM//acl//67 .//MAD//punct//4
Den arbetsgivarpolitiska delegeringen;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1  //_SP////1 att//SN//mark//5 arbetsgivarkollegiet//NN|NEU|SIN|DEF|NOM//nsubj:pass//5 utmönstras//VB|PRS|SFO//ccomp//1 ur//PP//case//8 Arbetsgivarverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//8 organisation//NN|UTR|SIN|IND|NOM//obl//5 .//MAD//punct//1
Den arbetsgivarpolitiska delegeringen;Arbetsgivarverket//PM|NOM//nsubj:pass//11 föreslås//VB|PRS|SFO//parataxis//1 ledas//VB|INF|SFO//xcomp//11 av//PP//case//15 en//DT|UTR|SIN|IND//det//15 styrelse//NN|UTR|SIN|IND|NOM//obl:agent//12 .//MAD//punct//1
Den arbetsgivarpolitiska delegeringen;Arbetsgivarverket//PM|NOM//nsubj//23 skall//VB|PRS|AKT//aux//23 i//PP//case//21 sin//PS|UTR|SIN|DEF//nmod:poss//21 verksamhet//NN|UTR|SIN|IND|NOM//obl//23 vara//VB|INF|AKT//cop//23 fristående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//1 från//PP//case//25 regeringen//NN|UTR|SIN|DEF|NOM//obl//23 .//MAD//punct//1
Den arbetsgivarpolitiska delegeringen;Styrelsen//NN|UTR|SIN|DEF|NOM//nsubj//32 skall//VB|PRS|AKT//aux//32 liksom//PP//mark//32 i//PP//advmod//32 dag//NN|UTR|SIN|IND|NOM//fixed//30 anställa//VB|INF|AKT//parataxis//1 generaldirektören//NN|UTR|SIN|DEF|NOM//obj//32 .//MAD//punct//1
Den arbetsgivarpolitiska delegeringen;Styrelsen//NN|UTR|SIN|DEF|NOM//nsubj//37 skall//VB|PRS|AKT//aux//37 ha//VB|INF|AKT//parataxis//1 fullt//JJ|POS|NEU|SIN|IND|NOM//amod//39 ansvar//NN|NEU|SIN|IND|NOM//obj//37 för//PP//case//41 verksamheten//NN|UTR|SIN|DEF|NOM//obl//37 .//MAD//punct//1
Den arbetsgivarpolitiska delegeringen;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1  //_SP////1 att//SN//mark//5 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//5 utser//VB|PRS|AKT//ccomp//1 ledamöter//NN|UTR|PLU|IND|NOM//obj//5 samt//KN//cc//8 ordförande//NN|UTR|SIN|IND|NOM//conj//6 och//KN//cc//10 vice//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//6 ordförande//NN|UTR|SIN|IND|NOM//obj//5 i//PP//case//13 styrelsen//NN|UTR|SIN|DEF|NOM//obl//5 efter//PP//case//15 förslag//NN|NEU|SIN|IND|NOM//obl//5 av//PP//case//18 en//DT|UTR|SIN|IND//det//18 valberedning//NN|UTR|SIN|IND|NOM//nmod//15 .//MID//punct//1
Den arbetsgivarpolitiska delegeringen;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//21 tydliggör//VB|PRS|AKT//parataxis//1 att//SN//mark//25 myndighetscheferna//NN|UTR|PLU|DEF|NOM//nsubj//25 skall//VB|PRS|AKT//aux//25 ha//VB|INF|AKT//ccomp//21 ett//DT|NEU|SIN|IND//det//29 fortsatt//PC|PRF|NEU|SIN|IND|NOM//amod//29 avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 inflytande//NN|NEU|SIN|IND|NOM//obj//25 i//PP//case//31 verket//NN|NEU|SIN|DEF|NOM//nmod//29 .//MAD//punct//1
Den arbetsgivarpolitiska delegeringen;Valberedningen//NN|UTR|SIN|DEF|NOM//nsubj//5 bör//VB|PRS|AKT//aux//5 liksom//PP//advmod//5 i//PP//advmod//5 dag//NN|UTR|SIN|IND|NOM//fixed//3 bestå//VB|INF|AKT//ROOT//5 av//PP//case//8 fem//RG|NOM//nummod//8 myndighetschefer//NN|UTR|PLU|IND|NOM//obl//5 utanför//PP//case//10 styrelsen//NN|UTR|SIN|DEF|NOM//nmod//8 ,//MID//punct//14 varav//HA//advmod//14 en//DT|UTR|SIN|IND//det//14 ordförande//NN|UTR|SIN|IND|NOM//conj//8 .//MAD//punct//5
Den arbetsgivarpolitiska delegeringen;Valberedningen//NN|UTR|SIN|DEF|NOM//nsubj//24 skall//VB|PRS|AKT//aux//24 till//PP//case//19 regeringen//NN|UTR|SIN|DEF|NOM//obl//24 ,//MID//punct//22 förutom//PP//case//22 namnförslagen//NN|NEU|PLU|DEF|NOM//appos//19 ,//MID//punct//24 föreslå//VB|INF|AKT//parataxis//5 den//DT|UTR|SIN|DEF//det//26 tid//NN|UTR|SIN|IND|NOM//obj//24 som//HP|-|-|-//nsubj//29 bör//VB|PRS|AKT//aux//29 gälla//VB|INF|AKT//acl:relcl//26 för//PP//case//32 ett//DT|NEU|SIN|IND//det//32 förordnande//NN|NEU|SIN|IND|NOM//obl//29 .//MAD//punct//24
Den arbetsgivarpolitiska delegeringen;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 bedömer//VB|PRS|AKT//ROOT//1  //_SP////1 att//SN//mark//10 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//10 i//PP//case//6 sektorer//NN|UTR|PLU|IND|NOM//nmod//4 och//KN//cc//8 delegationer//NN|UTR|PLU|IND|NOM//conj//6 har//VB|PRS|AKT//aux//10 utvecklats//VB|SUP|SFO//ccomp//1 väl//AB|POS//advmod//10 i//PP//case//13 Arbetsgivarverket//PM|NOM//obl//10 .//MAD//punct//1
Den arbetsgivarpolitiska delegeringen;Samtidigt//AB//advmod//16 finns//VB|PRS|SFO//parataxis//1 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//16 anledning//NN|UTR|SIN|IND|NOM//nsubj//16 att//IE//mark//21 nu//AB//advmod//21 stärka//VB|INF|AKT//acl//18 och//KN//cc//23 formalisera//VB|INF|AKT//conj//21 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//23 för//PP//case//26 arbetsgivarsamverkan//NN|UTR|SIN|DEF|NOM//obl//23 .//MAD//punct//1
Den arbetsgivarpolitiska delegeringen;Ett//DT|NEU|SIN|IND//det//29 skäl//NN|NEU|SIN|IND|NOM//conj//1 är//VB|PRS|AKT//cop//29 att//SN//mark//33 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//33 finns//VB|PRS|SFO//csubj//29 ett//DT|NEU|SIN|IND//det//36 allmänt//JJ|POS|NEU|SIN|IND|NOM//amod//36 behov//NN|NEU|SIN|IND|NOM//nsubj//33 av//PP//mark//39 att//IE//mark//39 fokusera//VB|INF|AKT//acl//36 på//PP//case//41 samverkan//NN|UTR|SIN|IND|NOM//obl//39 i//PP//case//45 ett//DT|NEU|SIN|IND//det//45 delegerat//PC|PRF|NEU|SIN|IND|NOM//amod//45 system//NN|NEU|SIN|IND|NOM//nmod//41 .//MAD//punct//29
Den arbetsgivarpolitiska delegeringen;Ett//DT|NEU|SIN|IND//det//49 annat//JJ|POS|NEU|SIN|IND|NOM//amod//49 skäl//NN|NEU|SIN|IND|NOM//conj//29 är//VB|PRS|AKT//cop//49 att//SN//mark//61 den//DT|UTR|SIN|DEF//det//54 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//54 ledningsstrukturen//NN|UTR|SIN|DEF|NOM//nsubj:pass//61 ,//MID//punct//54 sedan//SN//mark//58 kollegiet//NN|NEU|SIN|DEF|NOM//nsubj:pass//58 utmönstrats//VB|SUP|SFO//acl:relcl//54 ,//MID//punct//61 bör//VB|PRS|AKT//aux//61 stödjas//VB|INF|SFO//csubj//49 av//PP//case//64 rådgivande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//64 organ//NN|NEU|PLU|IND|NOM//obl:agent//61 som//HP|-|-|-//nsubj//67 är//VB|PRS|AKT//cop//67 lämpade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//64 för//PP//case//70 effektiv//JJ|POS|UTR|SIN|IND|NOM//amod//70 samverkan//NN|UTR|SIN|IND|NOM//obl//67 och//KN//cc//73 för//PP//case//73 förankring//NN|UTR|SIN|IND|NOM//conj//70 av//PP//case//76 viktigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//76 arbetsgivarfrågor//NN|UTR|PLU|IND|NOM//nmod//73 .//MAD//punct//29
Den arbetsgivarpolitiska delegeringen;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1  //_SP////1 mot//PP//case//5 den//DT|UTR|SIN|DEF//det//5 bakgrunden//NN|UTR|SIN|DEF|NOM//obl//1 att//SN//mark//8 sektorsråd//NN|NEU|SIN|IND|NOM//nsubj:pass//8 införs//VB|PRS|SFO//acl//5 .//MAD//punct//1
Den arbetsgivarpolitiska delegeringen;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//12 bör//VB|PRS|AKT//aux//12 byggas//VB|INF|SFO//conj//1 upp//PL//compound:prt//12 på//PP//case//15 mönster//NN|NEU|PLU|IND|NOM//obl//12 av//PP//case//18 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 delegationer//NN|UTR|PLU|IND|NOM//nmod//15 .//MAD//punct//12
Den arbetsgivarpolitiska delegeringen;För//PP//mark//24 den//DT|UTR|SIN|DEF//det//23 vidare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//fixed//21 indelningen//NN|UTR|SIN|DEF|NOM//nsubj//24 ser//VB|PRS|AKT//advcl//33 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//24 några//DT|UTR/NEU|PLU|IND//det//27 alternativ//NN|NEU|PLU|IND|NOM//obj//24 .//MAD//punct//24
Den arbetsgivarpolitiska delegeringen;I//PP//case//31 ett//DT|NEU|SIN|IND//det//31 alternativ//NN|NEU|SIN|IND|NOM//obl//24 är//VB|PRS|AKT//cop//33 sektorerna//NN|UTR|PLU|DEF|NOM//parataxis//1 och//KN//cc//35 sektorsråden//NN|NEU|PLU|IND|NOM//conj//33 fyra//RG|NOM//nummod//35 till//PP//case//38 antalet//NN|NEU|SIN|DEF|NOM//nmod//35 .//MAD//punct//33
Den arbetsgivarpolitiska delegeringen;I//PP//case//43 den//DT|UTR|SIN|DEF//det//43 första//RO|NOM//amod//43 sektorn//NN|UTR|SIN|DEF|NOM//obl//44 ingår//VB|PRS|AKT//conj//1 universitet//NN|NEU|PLU|IND|NOM//nsubj//44 och//KN//cc//47 högskolor//NN|UTR|PLU|IND|NOM//conj//45 ,//MID//punct//53 i//PP//case//53 den//DT|UTR|SIN|DEF//det//52 andra//RO|NOM//amod//52 Centro-gruppens//NN|UTR|SIN|DEF|GEN//nmod:poss//53 myndigheter//NN|UTR|PLU|IND|NOM//obl//44 ,//MID//punct//53 i//PP//case//58 den//DT|UTR|SIN|DEF//det//58 tredje//RO|NOM//amod//58 affärsverken//NN|NEU|PLU|DEF|NOM//obl//44 och//KN//cc//60 uppdragsmyndigheterna//NN|UTR|PLU|DEF|NOM//conj//58 och//KN//cc//64 i//PP//case//64 det//DT|NEU|SIN|DEF//det//64 fjärde//RO|NOM//conj//58 i//PP//case//66 princip//NN|UTR|SIN|IND|NOM//nmod//64 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//68 myndigheter//NN|UTR|PLU|IND|NOM//conj//58 ,//MID//punct//73 inkl.//PP|AN//cc//73 alla//DT|UTR/NEU|PLU|IND/DEF//det//73 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//73 myndigheter//NN|UTR|PLU|IND|NOM//conj//58 .//MAD//punct//73
Den arbetsgivarpolitiska delegeringen;I//PP//case//78 ett//DT|NEU|SIN|IND//det//78 annat//JJ|POS|NEU|SIN|IND|NOM//amod//78 alternativ//NN|NEU|SIN|IND|NOM//conj//58 behålls//VB|PRS|SFO//conj//44 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//82 9//RG|NOM//nummod//82 sektorer//NN|UTR|PLU|IND|NOM//nsubj:pass//79 och//KN//cc//85 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//85 delegationer//NN|UTR|PLU|IND|NOM//conj//82 bildar//VB|PRS|AKT//conj//44 sektorsråd//NN|NEU|PLU|IND|NOM//obj//86 .//MAD//punct//44
Den arbetsgivarpolitiska delegeringen;Ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//90 ett//DT|NEU|SIN|IND//det//91 alternativ//NN|NEU|SIN|IND|NOM//nsubj//44 kan//VB|PRS|AKT//aux//93 vara//VB|INF|AKT//conj//1 att//IE//mark//95 låta//VB|INF|AKT//csubj//93 alla//DT|UTR/NEU|PLU|IND/DEF//det//98 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//98 myndigheter//NN|UTR|PLU|IND|NOM//obj//95 bilda//VB|INF|AKT//xcomp//95 en//DT|UTR|SIN|IND//det//103 helt//AB|POS//advmod//102 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//103 sektor//NN|UTR|SIN|IND|NOM//obj//99 .//MAD//punct//1
Den arbetsgivarpolitiska delegeringen;För//PP//case//108 en//DT|UTR|SIN|IND//det//108 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//108 lösning//NN|UTR|SIN|IND|NOM//obl//109 talar//VB|PRS|AKT//conj//1 att//SN//mark//116 den//DT|UTR|SIN|DEF//det//114 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//114 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//114 ledningsstrukturen//NN|UTR|SIN|DEF|NOM//nsubj//116 kan//VB|PRS|AKT//aux//116 kräva//VB|INF|AKT//ccomp//109 att//SN//mark//121 de//DT|UTR/NEU|PLU|DEF//det//120 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//120 myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//121 får//VB|PRS|AKT//ccomp//116 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//123 uppmärksamhet//NN|UTR|SIN|IND|NOM//obj//121 och//KN//cc//127 ett//DT|NEU|SIN|IND//det//127 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//127 stöd//NN|NEU|SIN|IND|NOM//conj//123 .//MAD//punct//1
Den arbetsgivarpolitiska delegeringen;Sektorer//NN|UTR|PLU|IND|NOM//nsubj:pass//4 och//KN//cc//2 sektorsråd//NN|NEU|PLU|IND|NOM//conj//0 bör//VB|PRS|AKT//aux//4 anges//VB|INF|SFO//ROOT//4 i//PP//case//7 Arbetsgivarverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//7 instruktion//NN|UTR|SIN|IND|NOM//obl//4 .//MAD//punct//4
Den arbetsgivarpolitiska delegeringen;Det//DT|NEU|SIN|DEF//det//11 lägsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//11 antalet//NN|NEU|SIN|DEF|NOM//nsubj:pass//15 sektorer//NN|UTR|PLU|IND|NOM//nsubj:pass//15 bör//VB|PRS|AKT//aux//15 också//AB//advmod//15 anges//VB|INF|SFO//parataxis//4 .//MAD//punct//4
Den arbetsgivarpolitiska delegeringen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//19 är//VB|PRS|AKT//cop//19 rimligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//4 att//SN//mark//22 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//22 lägger//VB|PRS|AKT//csubj//19 fast//PL//compound:prt//22 dessa//DT|UTR/NEU|PLU|DEF//det//25 grunder//NN|UTR|PLU|IND|NOM//obj//22 .//MAD//punct//19
Den arbetsgivarpolitiska delegeringen;I//PP//advmod//31 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//27 bör//VB|PRS|AKT//aux//31 styrelsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//31 ges//VB|INF|SFO//parataxis//19 handlingsutrymme//NN|NEU|SIN|IND|NOM//nsubj:pass//31 .//MAD//punct//31
Den arbetsgivarpolitiska delegeringen;I//PP//case//35 instruktionen//NN|UTR|SIN|DEF|NOM//obl//37 därför//AB//advmod//37 föreslås//VB|PRS|SFO//conj//31 en//DT|UTR|SIN|IND//det//39 bestämmelse//NN|UTR|SIN|IND|NOM//nsubj:pass//37 att//IE//mark//44 i//PP//case//42 Arbetsgivarverket//PM|NOM//obl//44 skall//VB|PRS|AKT//aux//44 finnas//VB|INF|SFO//acl//39 minst//AB|SUV//advmod//46 fyra//RG|NOM//nummod//47 sektorer//NN|UTR|PLU|IND|NOM//obj//44 .//MAD//punct//47
Den arbetsgivarpolitiska delegeringen;Varje//DT|UTR/NEU|SIN|IND//det//50 sektor//NN|UTR|SIN|IND|NOM//nsubj:pass//52 skall//VB|PRS|AKT//aux//52 företrädas//VB|INF|SFO//acl:relcl//47 av//PP//case//55 ett//DT|NEU|SIN|IND//det//55 sektorsråd//NN|NEU|SIN|IND|NOM//obl:agent//52 .//MAD//punct//37
Den arbetsgivarpolitiska delegeringen;Den//DT|UTR|SIN|DEF//det//59 närmare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//59 indelningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//63 i//PP//case//61 sektorer//NN|UTR|PLU|IND|NOM//nmod//59 bör//VB|PRS|AKT//aux//63 bestämmas//VB|INF|SFO//parataxis//37 av//PP//case//65 styrelsen//NN|UTR|SIN|DEF|NOM//obl:agent//63 .//MAD//punct//19
Den arbetsgivarpolitiska delegeringen;Styrelsen//NN|UTR|SIN|DEF|NOM//nsubj//68 bestämmer//VB|PRS|AKT//parataxis//19 också//AB//advmod//68 antalet//NN|NEU|SIN|DEF|NOM//nmod//71 ledamöter//NN|UTR|PLU|IND|NOM//obj//68 i//PP//case//74 resp.//AB|AN//cc//74 sektorsråd//NN|NEU|SIN|IND|NOM//nmod//71 samt//KN//cc//76 utser//VB|PRS|AKT//conj//68 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//78 ledamöter//NN|UTR|PLU|IND|NOM//obj//76 och//KN//cc//80 ordförande//NN|UTR|SIN|IND|NOM//conj//78 .//MAD//punct//68
Den arbetsgivarpolitiska delegeringen;Styrelsen//NN|UTR|SIN|DEF|NOM//nsubj//84 skall//VB|PRS|AKT//aux//84 samråda//VB|INF|AKT//conj//68 med//PP//case//86 sektorsråden//NN|NEU|PLU|IND|NOM//obl//84 om//PP//case//88 inriktningen//NN|UTR|SIN|DEF|NOM//nmod//86 av//PP//case//90 förhandlingsarbetet//NN|NEU|SIN|DEF|NOM//nmod//88 och//KN//cc//93 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//93 frågor//NN|UTR|PLU|IND|NOM//conj//90 enligt//PP//case//96 styrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//96 bedömande//NN|NEU|SIN|IND|NOM//nmod//93 .//MAD//punct//68
