Uppdraget;Den//DT|UTR|SIN|DEF//det//2 29//RG|NOM//nummod//2 juni//NN|UTR|SIN|IND|NOM//obl//4 2017//RG|NOM//nummod//2 beslutade//VB|PRT|AKT//ROOT//4 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//4 att//IE//mark//7 tillsätta//VB|INF|AKT//xcomp//4 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obj//7 med//PP//case//12 uppdrag//NN|NEU|SIN|IND|NOM//obl//7 att//IE//mark//14 göra//VB|INF|AKT//acl//12 en//DT|UTR|SIN|IND//det//16 översyn//NN|UTR|SIN|IND|NOM//obj//14 av//PP//case//18 lagen//NN|UTR|SIN|DEF|NOM//nmod//16 (//PAD//punct//20 1984:3//RG|NOM//conj//18 )//PAD//punct//20 om//PP//case//24 kärnteknisk//JJ|POS|UTR|SIN|IND|NOM//amod//24 verksamhet//NN|UTR|SIN|IND|NOM//obl//7 .//MAD//punct//4
Statens subsidiära ansvar och sistahandsansvar;Eftersom//SN//mark//35 ansvaret//NN|NEU|SIN|DEF|NOM//nsubj//35 har//VB|PRS|AKT//aux//35 bedömts//VB|SUP|SFO//advcl//17 ligga//VB|INF|AKT//xcomp//35 i//PP//case//39 sakens//NN|UTR|SIN|DEF|GEN//nmod:poss//39 natur//NN|UTR|SIN|IND|NOM//obl//36 har//VB|PRS|AKT//aux//43 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//43 inte//AB//advmod//43 ansetts//VB|SUP|SFO//conj//1 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//xcomp//43 att//IE//mark//46 lagstifta//VB|INF|AKT//xcomp//43 om//PP//case//48 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//46 .//MID//punct//1
Statens subsidiära ansvar och sistahandsansvar;Det//DT|NEU|SIN|DEF//det//51 subsidiära//JJ|POS|UTR/NEU|SIN|DEF|NOM//nmod:poss//52 ansvaret//NN|NEU|SIN|DEF|NOM//nsubj//53 innebär//VB|PRS|AKT//parataxis//1 att//SN//mark//57 staten//NN|UTR|SIN|DEF|NOM//nsubj//57 måste//VB|PRS|AKT//aux//57 säkerställa//VB|INF|AKT//ccomp//53 att//SN//mark//61 kärnteknisk//JJ|POS|UTR|SIN|IND|NOM//amod//60 verksamhet//NN|UTR|SIN|IND|NOM//nsubj:pass//61 bedrivs//VB|PRS|SFO//ccomp//57 på//PP//case//65 ett//DT|NEU|SIN|IND//det//65 säkert//JJ|POS|NEU|SIN|IND|NOM//amod//65 sätt//NN|NEU|SIN|IND|NOM//obl//61 och//KN//cc//70 att//SN//mark//70 slutförvaring//NN|UTR|SIN|IND|NOM//nsubj//70 av//PP//case//68 använt//PC|PRF|NEU|SIN|IND|NOM//conj//61 kärnbränsle//NN|NEU|SIN|IND|NOM//obj//70 och//KN//cc//73 kärnavfall//NN|NEU|SIN|IND|NOM//conj//71 och//KN//cc//75 avveckling//NN|UTR|SIN|IND|NOM//conj//71 av//PP//case//77 anläggningar//NN|UTR|PLU|IND|NOM//nmod//75 kommer//VB|PRS|AKT//ccomp//53 till//PP//compound:prt//78 stånd//NN|NEU|SIN|IND|NOM//fixed//79 ,//MID//punct//78 om//SN//mark//88 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//88 av//PP//case//86 någon//DT|UTR|SIN|IND//det//86 anledning//NN|UTR|SIN|IND|NOM//obl//88 skulle//VB|PRT|AKT//aux//88 uppkomma//VB|INF|AKT//advcl//78 en//DT|UTR|SIN|IND//det//90 situation//NN|UTR|SIN|IND|NOM//obj//88 där//HA//advmod//94 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//94 inte//AB//advmod//94 går//VB|PRS|AKT//acl:relcl//90 att//IE//mark//96 hitta//VB|INF|AKT//csubj//94 någon//PN|UTR|SIN|IND|SUB/OBJ//obj//96 som//HP|-|-|-//nsubj:pass//100 kan//VB|PRS|AKT//aux//100 göras//VB|INF|SFO//acl:relcl//97 ansvarig//JJ|POS|UTR|SIN|IND|NOM//xcomp//100 för//PP//mark//104 att//IE//mark//104 fullgöra//VB|INF|AKT//advcl//100 skyldigheterna//NN|UTR|PLU|DEF|NOM//obj//104 enligt//PP//case//107 lagen//NN|UTR|SIN|DEF|NOM//obl//104 .//MID//punct//1
Statens subsidiära ansvar och sistahandsansvar;Om//SN//mark//113 en//DT|UTR|SIN|IND//det//112 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//112 situation//NN|UTR|SIN|IND|NOM//nsubj//113 uppstår//VB|PRS|AKT//advcl//125 ,//MID//punct//113 t.ex.//AB|AN//advmod//120 i//PP//case//120 samband//NN|NEU|SIN|IND|NOM//fixed//116 med//PP//fixed//116 en//DT|UTR|SIN|IND//det//120 konkurs//NN|UTR|SIN|IND|NOM//obl//113 ,//MID//punct//125 bör//VB|PRS|AKT//aux//125 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//125 tydligt//AB|POS//amod//125 framgå//VB|INF|AKT//parataxis//1 av//PP//case//127 lagen//NN|UTR|SIN|DEF|NOM//obl:agent//125 att//SN//mark//130 staten//NN|UTR|SIN|DEF|NOM//nsubj//130 ansvarar//VB|PRS|AKT//advcl//125 för//PP//mark//134 att//SN//mark//134 skyldigheterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//134 fullgörs//VB|PRS|SFO//advcl//130 .//MAD//punct//1
Statens subsidiära ansvar och sistahandsansvar;Vidare//AB|KOM//advmod//1 föreslås//VB|PRS|SFO//ROOT//1 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj:pass//1 om//PP//case//6 ett//DT|NEU|SIN|IND//det//6 statligt//JJ|POS|NEU|SIN|IND|NOM//amod//6 sistahandsansvar//NN|NEU|SIN|IND|NOM//obl//1 för//PP//case//11 slutligt//AB|POS//advmod//9 förslutna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//11 geologiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//11 slutförvar//NN|NEU|SIN|IND|NOM//nmod//6 .//MAD//punct//1
Statens subsidiära ansvar och sistahandsansvar;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//14 innebär//VB|PRS|AKT//parataxis//1 att//SN//mark//23 ett//DT|NEU|SIN|IND//det//18 statligt//JJ|POS|NEU|SIN|IND|NOM//amod//18 ansvar//NN|NEU|SIN|IND|NOM//nsubj//23 för//PP//case//21 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//21 förvar//NN|NEU|PLU|IND|NOM//nmod//18 ska//VB|PRS|AKT//aux//23 inträda//VB|INF|AKT//ccomp//14 vid//PP//case//28 en//DT|UTR|SIN|IND//det//28 viss//JJ|POS|UTR|SIN|IND|NOM//amod//28 definierad//PC|PRF|UTR|SIN|IND|NOM//amod//28 tidpunkt//NN|UTR|SIN|IND|NOM//obl//23 och//KN//cc//35 i//PP//case//35 enlighet//NN|UTR|SIN|IND|NOM//fixed//30 med//PP//fixed//30 en//DT|UTR|SIN|IND//det//35 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//35 procedur//NN|UTR|SIN|IND|NOM//conj//28 .//MAD//punct//14
Statens subsidiära ansvar och sistahandsansvar;I//PP//nsubj:pass//1 dag//NN|UTR|SIN|IND|NOM//fixed//37 har//VB|PRS|AKT//parataxis//1 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//39 som//HP|-|-|-//nsubj//42 givit//VB|SUP|AKT//acl:relcl//40 upphov//NN|NEU|SIN|IND|NOM//obj//42 till//PP//case//46 kärnavfall//NN|NEU|SIN|IND|NOM//amod//46 ansvar//NN|NEU|SIN|IND|NOM//obl//42 att//IE//mark//48 omhänderta//VB|INF|AKT//acl//46 och//KN//cc//50 placera//VB|INF|AKT//conj//48 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//50 i//PP//case//54 ett//DT|NEU|SIN|IND//det//54 slutförvar//NN|NEU|SIN|IND|NOM//obl//50 .//MAD//punct//1
Statens subsidiära ansvar och sistahandsansvar;Ansvaret//NN|NEU|SIN|DEF|NOM//nsubj//57 sträcker//VB|PRS|AKT//parataxis//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//57 fram//AB//advmod//57 till//PP//case//61 dess//AB//obl//57 att//SN//mark//65 skyldigheterna//NN|UTR|PLU|DEF|NOM//nsubj//65 är//VB|PRS|AKT//cop//65 uppfyllda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ccomp//57 ,//MID//punct//65 dvs.//AB|AN//advmod//71 slutförvaret//NN|NEU|SIN|DEF|NOM//nsubj//71 är//VB|PRS|AKT//cop//71 slutligt//AB|POS//advmod//71 förslutet//PC|PRF|NEU|SIN|IND|NOM//appos//65 .//MAD//punct//57
Statens subsidiära ansvar och sistahandsansvar;Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//74 sistahandsansvar//NN|UTR|PLU|IND|NOM//nsubj:pass//75 avses//VB|PRS|SFO//parataxis//57 inträda//NN|UTR|SIN|IND|NOM//xcomp//75 i//PP//advmod//76 samband//NN|NEU|SIN|IND|NOM//fixed//77 med//PP//mark//83 att//SN//mark//83 slutförvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//82 förslutning//NN|UTR|SIN|IND|NOM//nsubj:pass//83 godkänts//VB|SUP|SFO//advcl//75 efter//PP//case//85 ansökan//NN|UTR|SIN|IND|NOM//obl//83 och//KN//cc//88 de//DT|UTR/NEU|PLU|DEF//det//88 villkor//NN|NEU|PLU|IND|NOM//nsubj:pass//92 som//HP|-|-|-//nsubj:pass//90 uppställts//VB|SUP|SFO//acl:relcl//88 har//VB|PRS|AKT//aux//92 uppfyllts//VB|SUP|SFO//conj//75 av//PP//case//95 den//DT|UTR|SIN|DEF//det//95 sökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl:agent//92 .//MAD//punct//57
Statens subsidiära ansvar och sistahandsansvar;De//DT|UTR/NEU|PLU|DEF//det//99 eventuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//99 åtgärder//NN|UTR|PLU|IND|NOM//nsubj:pass//109 som//HP|-|-|-//nsubj:pass//103 kan//VB|PRS|AKT//aux//103 behöva//VB|INF|AKT//aux//103 vidtas//VB|INF|SFO//acl:relcl//99 efter//PP//case//106 denna//DT|UTR|SIN|DEF//det//106 tidpunkt//NN|UTR|SIN|IND|NOM//obl//103 ska//VB|PRS|AKT//aux//109 då//AB//advmod//109 fullgöras//VB|INF|SFO//advcl//57 av//PP//case//114 den//PN|UTR|SIN|DEF|SUB/OBJ//det//114 eller//KN//cc//113 de//DT|UTR/NEU|PLU|DEF//conj//111 myndigheter//NN|UTR|PLU|IND|NOM//obl:agent//109 som//HP|-|-|-//obj//117 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//117 bestämmer//VB|PRS|AKT//acl:relcl//114 .//MAD//punct//57
Statens subsidiära ansvar och sistahandsansvar;Vidare//AB|KOM//advmod//1 föreslås//VB|PRS|SFO//ROOT//1 en//DT|UTR|SIN|IND//det//3 ändring//NN|UTR|SIN|IND|NOM//nsubj:pass//1 i//PP//case//7 10//RG|NOM//nummod//6 kap.//NN|AN//nmod//7 miljöbalken//NN|UTR|SIN|DEF|NOM//nmod//3 med//PP//case//9 innebörd//NN|UTR|SIN|IND|NOM//obl//1 att//SN//mark//12 staten//NN|UTR|SIN|DEF|NOM//nsubj//12 ansvarar//VB|PRS|AKT//ccomp//1 för//PP//mark//14 avhjälpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//12 av//PP//case//18 eventuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 allvarliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 miljöskador//NN|UTR|PLU|IND|NOM//nmod//14 och//KN//cc//20 föroreningsskador//NN|UTR|PLU|IND|NOM//conj//18 som//HP|-|-|-//nsubj//22 uppstår//VB|PRS|AKT//acl:relcl//20 i//PP//case//27 ett//DT|NEU|SIN|IND//det//27 slutligt//JJ|POS|NEU|SIN|IND|NOM//advmod//26 förslutet//PC|PRF|NEU|SIN|IND|NOM//amod//27 förvar//NN|NEU|SIN|IND|NOM//obl//22 som//HP|-|-|-//obj//30 staten//NN|UTR|SIN|DEF|NOM//nsubj//30 ansvarar//VB|PRS|AKT//acl:relcl//27 för//PP//compound:prt//30 i//PP//case//36 enlighet//NN|UTR|SIN|IND|NOM//fixed//32 med//PP//fixed//32 kärntekniklagens//NN|UTR|SIN|DEF|GEN//nmod:poss//36 bestämmelser//NN|UTR|PLU|IND|NOM//obl//30 .//MAD//punct//1

Permanent stängd kärnkraftsreaktor;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//4 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 införs//VB|PRS|SFO//ccomp//1 en//DT|UTR|SIN|IND//det//6 anmälningsplikt//NN|UTR|SIN|IND|NOM//nsubj:pass//4 för//PP//case//8 tillståndshavare//NN|UTR|PLU|IND|NOM//nmod//6 för//PP//case//10 kärnkraftsreaktorer//NN|UTR|PLU|IND|NOM//nmod//8 att//IE//mark//12 anmäla//VB|INF|AKT//acl//6 när//HA//mark//16 en//DT|UTR|SIN|IND//det//15 reaktor//NN|UTR|SIN|IND|NOM//nsubj:pass//16 avses//VB|PRS|SFO//advcl//12 stängas//VB|INF|SFO//xcomp//16 permanent//AB|POS//advmod//17 samt//KN//cc//25 när//HA//mark//25 den//DT|UTR|SIN|DEF//det//23 permanent//AB|POS//advmod//23 stängda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//24 reaktorn//NN|UTR|SIN|DEF|NOM//nsubj//25 tömts//VB|SUP|SFO//conj//4 på//PP//case//27 kärnbränsle//NN|NEU|SIN|IND|NOM//obl//25 .//MAD//punct//1
Permanent stängd kärnkraftsreaktor;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 också//AB//advmod//1 att//SN//mark//6 den//DT|UTR|SIN|DEF//det//6 s.k.//AB|AN//amod//6 femårsregeln//NN|UTR|SIN|DEF|NOM//ccomp//1 ,//MID//punct//6 vilkens//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//9 innebörd//NN|UTR|SIN|IND|NOM//nsubj//10 är//VB|PRS|AKT//cop//6 att//SN//mark//16 en//DT|UTR|SIN|IND//det//13 reaktor//NN|UTR|SIN|IND|NOM//nsubj//16 är//VB|PRS|AKT//cop//16 permanent//JJ|POS|UTR|SIN|IND|NOM//advmod//16 avstängd//PC|PRF|UTR|SIN|IND|NOM//ccomp//10 om//SN//mark//20 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//20 inte//AB//advmod//20 producerat//VB|SUP|AKT//advcl//16 el//KN//cc//26 under//PP//case//26 de//DT|UTR/NEU|PLU|DEF//det//26 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//26 fem//RG|NOM//nummod//26 åren//NN|NEU|PLU|DEF|NOM//obl//20 ,//MID//punct//28 avskaffas//VB|PRS|SFO//conj//20 .//MAD//punct//1
Permanent stängd kärnkraftsreaktor;När//HA//mark//3 en//DT|UTR|SIN|IND//det//2 tillståndshavare//NN|UTR|SIN|IND|NOM//nsubj//3 beslutar//VB|PRS|AKT//advcl//19 att//SN//mark//10 elproduktionen//NN|UTR|SIN|DEF|NOM//nsubj//10 vid//PP//case//8 en//DT|UTR|SIN|IND//det//8 kärnkraftsreaktor//NN|UTR|SIN|IND|NOM//nmod//5 ska//VB|PRS|AKT//aux//10 upphöra//VB|INF|AKT//ccomp//3 och//KN//cc//14 därefter//AB//advmod//14 inte//AB//advmod//14 återupptas//VB|INF|SFO//conj//10 ,//MID//punct//19 ska//VB|PRS|AKT//aux//19 tillståndshavaren//NN|UTR|SIN|DEF|NOM//nsubj//19 formellt//AB|POS//advmod//19 anmäla//VB|INF|AKT//ROOT//19 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//19 till//PP//case//22 regeringen//NN|UTR|SIN|DEF|NOM//obl//19 eller//KN//cc//25 den//DT|UTR|SIN|DEF//det//25 myndighet//NN|UTR|SIN|IND|NOM//conj//22 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//27 bestämmer//VB|PRS|AKT//acl:relcl//25 .//MAD//punct//19
Permanent stängd kärnkraftsreaktor;En//DT|UTR|SIN|IND//det//30 anmälan//NN|UTR|SIN|IND|NOM//nsubj//32 ska//VB|PRS|AKT//aux//32 innehålla//VB|INF|AKT//parataxis//19 det//DT|NEU|SIN|DEF//det//34 datum//NN|NEU|SIN|IND|NOM//obj//32 från//PP//case//36 vilket//HP|NEU|SIN|IND//obl//32 reaktorn//NN|UTR|SIN|DEF|NOM//conj//19 är//VB|PRS|AKT//cop//40 permanent//JJ|POS|UTR|SIN|IND|NOM//amod//40 avstängd//PC|PRF|UTR|SIN|IND|NOM//xcomp//19 .//MAD//punct//19
Permanent stängd kärnkraftsreaktor;En//DT|UTR|SIN|IND//det//43 anmälan//NN|UTR|SIN|IND|NOM//nsubj//46 bör//VB|PRS|AKT//aux//46 även//AB//advmod//46 ske//VB|INF|AKT//parataxis//19 när//HA//mark//54 kärnbränsle//NN|NEU|SIN|IND|NOM//nsubj:pass//54 och//KN//cc//51 annat//JJ|POS|NEU|SIN|IND|NOM//amod//51 kärnämne//NN|NEU|SIN|IND|NOM//conj//48 under//PP//case//53 kärnämneskontroll//NN|UTR|SIN|IND|NOM//nmod//48 avlägsnats//VB|SUP|SFO//advcl//46 från//PP//case//58 den//DT|UTR|SIN|DEF//det//58 permanent//AB|POS//amod//58 avstängda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//59 reaktorn//NN|UTR|SIN|DEF|NOM//xcomp//54 .//MAD//punct//19
Permanent stängd kärnkraftsreaktor;Förslaget//NN|NEU|SIN|DEF|NOM//nsubj//3 om//PP//case//2 anmälningsplikt//NN|UTR|SIN|IND|NOM//nmod//0 syftar//VB|PRS|AKT//ROOT//3 till//PP//mark//6 att//IE//mark//6 tydliggöra//VB|INF|AKT//xcomp//3 tidpunkterna//NN|UTR|PLU|DEF|NOM//obj//6 när//HA//mark//13 en//DT|UTR|SIN|IND//det//10 kärnkraftsreaktor//NN|UTR|SIN|IND|NOM//nsubj//13 är//VB|PRS|AKT//cop//13 permanent//JJ|POS|UTR|SIN|IND|NOM//amod//13 avstängd//PC|PRF|UTR|SIN|IND|NOM//advcl//6 och//KN//cc//19 därför//AB//advmod//19 inte//AB//advmod//19 längre//AB|KOM//advmod//19 får//VB|PRS|AKT//aux//19 återstartas//VB|INF|SFO//conj//6 ,//MID//punct//26 när//HA//mark//26 avvecklingen//NN|UTR|SIN|DEF|NOM//nsubj:pass//26 av//PP//case//24 reaktoranläggningen//NN|UTR|SIN|DEF|NOM//nmod//22 därmed//AB//advmod//26 inleds//VB|PRS|SFO//advcl//19 ,//MID//punct//26 samt//KN//cc//37 när//HA//mark//37 kärnbränsle//NN|NEU|SIN|IND|NOM//nsubj:pass//37 och//KN//cc//33 annat//JJ|POS|NEU|SIN|IND|NOM//amod//33 kärnämne//NN|NEU|SIN|IND|NOM//conj//30 under//PP//case//35 kärnämneskontroll//NN|UTR|SIN|IND|NOM//nmod//33 har//VB|PRS|AKT//aux//37 avlägsnats//VB|SUP|SFO//conj//19 från//PP//case//39 reaktorn//NN|UTR|SIN|DEF|NOM//obl//37 .//MAD//punct//3
Permanent stängd kärnkraftsreaktor;Ett//DT|NEU|SIN|IND//det//43 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//43 förfarande//NN|NEU|SIN|IND|NOM//nsubj//44 ger//VB|PRS|AKT//parataxis//3 en//DT|UTR|SIN|IND//det//47 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//47 klarhet//NN|UTR|SIN|IND|NOM//obj//44 och//KN//cc//49 avlägsnar//VB|PRS|AKT//conj//44 osäkerhetsmoment//NN|NEU|PLU|IND|NOM//obj//49 för//PP//case//52 tillsynsmyndigheten//NN|UTR|SIN|DEF|NOM//obl//49 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//54 säkerhet//NN|UTR|SIN|IND|NOM//nmod//52 ,//MID//punct//56 beredskap//NN|UTR|SIN|IND|NOM//conj//54 ,//MID//punct//58 ekonomi//NN|UTR|SIN|IND|NOM//conj//54 m.m.//AB|AN//conj//54
Permanent stängd kärnkraftsreaktor;Slopandet//NN|NEU|SIN|DEF|NOM//nsubj//3 av//PP//case//2 femårsregeln//NN|UTR|SIN|DEF|NOM//nmod//0 möjliggör//VB|PRS|AKT//ROOT//3 att//SN//mark//9 en//DT|UTR|SIN|IND//det//6 reaktor//NN|UTR|SIN|IND|NOM//nsubj//9 kan//VB|PRS|AKT//aux//9 vara//VB|INF|AKT//cop//9 avställd//PC|PRF|UTR|SIN|IND|NOM//ccomp//3 för//PP//case//12 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 ombyggnationer//NN|UTR|PLU|IND|NOM//obl//9 under//PP//case//16 en//DT|UTR|SIN|IND//det//16 längre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 period//NN|UTR|SIN|IND|NOM//obl//9 än//KN//case//19 fem//RG|NOM//nummod//19 år//NN|NEU|PLU|IND|NOM//nmod//16 .//MAD//punct//3
Permanent stängd kärnkraftsreaktor;Om//SN//mark//7 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//7 av//PP//case//4 något//DT|NEU|SIN|IND//det//4 skäl//NN|NEU|SIN|IND|NOM//obl//7 inte//AB//advmod//7 är//VB|PRS|AKT//cop//7 önskvärt//JJ|POS|NEU|SIN|IND|NOM//advcl//11 att//IE//mark//9 slopa//VB|INF|AKT//csubj//7 femårsregeln//NN|UTR|SIN|DEF|NOM//obj//9 föreslår//VB|PRS|AKT//ROOT//11 utredningen//NN|UTR|SIN|DEF|NOM//obj//11 som//KN//case//14 alternativ//NN|NEU|SIN|IND|NOM//xcomp//11 att//SN//mark//22 en//DT|UTR|SIN|IND//det//17 bestämmelse//NN|UTR|SIN|IND|NOM//nsubj:pass//22 om//PP//case//19 möjlighet//NN|UTR|SIN|IND|NOM//nmod//17 till//PP//case//21 dispens//NN|UTR|SIN|IND|NOM//nmod//19 införs//VB|PRS|SFO//ccomp//11 i//PP//case//24 lagen//NN|UTR|SIN|DEF|NOM//obl//22 .//MAD//punct//11

Kärnavfallsbegreppet;Begreppet//NN|NEU|SIN|DEF|NOM//nmod//1 kärnavfall//NN|NEU|SIN|IND|NOM//nsubj:pass//2 föreslås//VB|PRS|SFO//ROOT//2 harmoniseras//VB|INF|SFO//xcomp//2 med//PP//case//7 begreppet//NN|NEU|SIN|DEF|NOM//nmod//7 radioaktivt//JJ|POS|NEU|SIN|IND|NOM//amod//7 avfall//NN|NEU|SIN|IND|NOM//obl//3 i//PP//case//9 strålskyddslagen//NN|UTR|SIN|DEF|NOM//nmod//7 (//PAD//punct//7 2018:396//RG|NOM//appos//7 )//PAD//punct//7 genom//PP//mark//15 att//IE//mark//15 definiera//VB|INF|AKT//advcl//2 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//15 som//KN//case//19 radioaktivt//JJ|POS|NEU|SIN|IND|NOM//amod//19 avfall//NN|NEU|SIN|IND|NOM//obl//15 som//HP|-|-|-//nsubj:pass//21 uppkommit//VB|SUP|AKT//acl:relcl//19 i//PP//case//26 en//DT|UTR|SIN|IND//det//26 tillståndspliktig//JJ|POS|UTR|SIN|IND|NOM//amod//26 kärnteknisk//JJ|POS|UTR|SIN|IND|NOM//amod//26 verksamhet//NN|UTR|SIN|IND|NOM//obl//21 eller//KN//cc//28 anläggning//NN|UTR|SIN|IND|NOM//conj//26 .//MAD//punct//2
Kärnavfallsbegreppet;Kärnavfall//NN|NEU|SIN|IND|NOM//nsubj//31 blir//VB|PRS|AKT//parataxis//2 därmed//AB//advmod//31 en//DT|UTR|SIN|IND//det//34 delmängd//NN|UTR|SIN|IND|NOM//xcomp//31 av//PP//case//36 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//34 som//HP|-|-|-//nsubj:pass//38 definieras//VB|PRS|SFO//acl:relcl//36 som//KN//case//41 radioaktivt//JJ|POS|NEU|SIN|IND|NOM//amod//41 avfall//NN|NEU|SIN|IND|NOM//obl//38 .//MAD//punct//2
Kärnavfallsbegreppet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//44 anser//VB|PRS|AKT//parataxis//2 samtidigt//AB//mark//47 att//IE//mark//47 använt//VB|SUP|AKT//advcl//44 kärnbränsle//NN|NEU|SIN|IND|NOM//obj//47 ,//MID//punct//48 liksom//PP//advmod//53 i//PP//case//53 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//53 lagstiftning//NN|UTR|SIN|IND|NOM//obl//47 ,//MID//punct//57 inte//AB//advmod//57 ska//VB|PRS|AKT//aux//57 betraktas//VB|INF|SFO//conj//44 som//KN//case//59 avfall//NN|NEU|SIN|IND|NOM//xcomp//57 förrän//SN//mark//62 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//62 placerats//VB|SUP|SFO//advcl//57 i//PP//case//65 ett//DT|NEU|SIN|IND//det//65 slutförvar//NN|NEU|SIN|IND|NOM//obl//62 .//MAD//punct//2
Kärnavfallsbegreppet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//68 bedömer//VB|PRS|AKT//parataxis//2 att//SN//mark//73 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//73 även//AB//advmod//73 behöver//VB|PRS|AKT//aux:pass//73 förtydligas//VB|INF|SFO//ccomp//68 i//PP//case//75 strålskyddslagen//NN|UTR|SIN|DEF|NOM//obl//73 .//MAD//punct//2
Kärnavfallsbegreppet;En//DT|UTR|SIN|IND//det//3 annan//JJ|POS|UTR|SIN|IND|NOM//amod//3 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//3 förändring//NN|UTR|SIN|IND|NOM//nsubj//6 är//VB|PRS|AKT//cop//6 att//IE//mark//6 använt//VB|SUP|AKT//ROOT//6 kärnbränsle//NN|NEU|SIN|IND|NOM//obj//6 eller//KN//cc//9 kärnavfall//NN|NEU|SIN|IND|NOM//conj//7 som//HP|-|-|-//nsubj:pass//12 har//VB|PRS|AKT//aux//12 placerats//VB|SUP|SFO//acl:relcl//9 i//PP//case//15 ett//DT|NEU|SIN|IND//det//15 slutförvar//NN|NEU|SIN|IND|NOM//obl//12 ,//MID//punct//6 om//SN//mark//19 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//19 består//VB|PRS|AKT//advcl//6 av//PP//compound:prt//19 eller//KN//cc//22 innehåller//VB|PRS|AKT//conj//19 kärnämnen//NN|NEU|PLU|IND|NOM//obj//22 ,//MID//punct//30 i//PP//case//27 lagens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 mening//NN|UTR|SIN|IND|NOM//obl//30 även//AB//advmod//30 fortsatt//PC|PRF|UTR|SIN|IND|NOM//advmod//30 utgör//VB|PRS|AKT//conj//19 kärnämne//NN|NEU|SIN|IND|NOM//obj//30 .//MAD//punct//30
