Statens Institut för Kommunikationsanalys;Analyser//NN|UTR|PLU|IND|NOM//ROOT//0 för//PP//case//2 Järnvägsutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
2. Begrepp och metod;Om//SN//mark//24 man//PN|UTR|SIN|IND|SUB//nsubj//24 vill//VB|PRS|AKT//aux//24 få//VB|INF|AKT//advcl//31 fler//PN|UTR/NEU|PLU|IND|SUB/OBJ//obj//24 att//IE//mark//27 åka//VB|INF|AKT//advcl//24 kollektivt//AB|POS//advmod//27 kan//VB|PRS|AKT//aux//31 man//PN|UTR|SIN|IND|SUB//nsubj//31 påverka//VB|INF|AKT//parataxis//2 attityden//NN|UTR|SIN|DEF|NOM//obj//31 genom//PP//mark//36 att//IE//mark//36 t.ex.//AB|AN//advmod//36 bjuda//VB|INF|AKT//advcl//31 på//PP//compound:prt//36 gratis//AB//amod//39 prova-på//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 resor//NN|UTR|PLU|IND|NOM//obj//36 .//MID//punct//2
2. Begrepp och metod;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//43 ger//VB|PRS|AKT//parataxis//2 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//45 erfarenhet//NN|UTR|SIN|IND|NOM//obj//43 .//MAD//punct//43
2. Begrepp och metod;Den//DT|UTR|SIN|DEF//det//49 subjektiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//49 normen//NN|UTR|SIN|DEF|NOM//nsubj:pass//51 kan//VB|PRS|AKT//aux//51 påverkas//VB|INF|SFO//conj//43 genom//PP//case//54 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 exempel//NN|NEU|PLU|IND|NOM//obl//51 som//KN//mark//60 att//SN//mark//60 kändisar//NN|UTR|PLU|IND|NOM//nsubj//60 och//KN//cc//59 politiker//NN|UTR|PLU|IND|NOM//conj//57 visar//VB|PRS|AKT//acl//54 att//SN//mark//63 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//63 åker//VB|PRS|AKT//ccomp//60 tåg//NN|NEU|SIN|IND|NOM//obj//63 och//KN//cc//66 kollektivtrafik//NN|UTR|SIN|IND|NOM//conj//64 .//MAD//punct//43
2. Begrepp och metod;Till//PP//advmod//72 sist//AB|SUV//fixed//68 kan//VB|PRS|AKT//aux//72 beteendekontrollen//NN|UTR|SIN|DEF|NOM//nsubj:pass//72 påverkas//VB|INF|SFO//advcl//43 i//PP//case//75 positiv//JJ|POS|UTR|SIN|IND|NOM//amod//75 riktning//NN|UTR|SIN|IND|NOM//obl//72 om//PP//mark//78 kollektivtrafiken//NN|UTR|SIN|DEF|NOM//nsubj:pass//78 görs//VB|PRS|SFO//advcl//72 enklare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//78 att//IE//mark//81 använda//VB|INF|AKT//advcl//78 .//MAD//punct//43
2. Begrepp och metod;TOPB//PM|NOM//ROOT//0 med//PP//case//3 variabeln//NN|UTR|SIN|DEF|NOM//nmod//3 vana//NN|UTR|SIN|IND|NOM//nmod//0
2. Begrepp och metod;När//HA//case//3 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//0 gäller//VB|PRS|AKT//fixed//0 val//NN|NEU|PLU|IND|NOM//obl//8 av//PP//case//5 transportmedel//NN|NEU|PLU|IND|NOM//nmod//3 har//VB|PRS|AKT//aux//8 studier//NN|UTR|PLU|IND|NOM//nsubj//8 visat//VB|SUP|AKT//ROOT//8 att//SN//mark//11 vana//NN|UTR|SIN|IND|NOM//nsubj//11 har//VB|PRS|AKT//ccomp//8 en//DT|UTR|SIN|IND//det//14 hög//JJ|POS|UTR|SIN|IND|NOM//amod//14 förklaringsgrad//NN|UTR|SIN|IND|NOM//obj//11 (//PAD//punct//14 Forward//PM|NOM//appos//14 ,//MID//punct//16 1994//RG|NOM//nummod//16 )//PAD//punct//14 .//MAD//punct//21
2. Begrepp och metod;Forward//PM|NOM//nsubj//26 (//PAD//punct//21 1998a//RG|NOM//nummod//21 )//PAD//punct//21 har//VB|PRS|AKT//aux//26 testat//VB|SUP|AKT//conj//8 en//DT|UTR|SIN|IND//det//29 utökad//PC|PRF|UTR|SIN|IND|NOM//amod//29 variant//NN|UTR|SIN|IND|NOM//obj//26 av//PP//case//31 TOPB//PM|NOM//nmod//29 där//HA//advmod//36 faktorn//NN|UTR|SIN|DEF|NOM//nmod//34 vana//NN|UTR|SIN|IND|NOM//nsubj//36 är//VB|PRS|AKT//cop//36 lagd//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//29 till//PP//case//38 modellen//NN|UTR|SIN|DEF|NOM//obl//36 .//MAD//punct//26
2. Begrepp och metod;Slutsatsen//NN|UTR|SIN|DEF|NOM//obj//26 av//PP//case//43 den//DT|UTR|SIN|DEF//det//43 studien//NN|UTR|SIN|DEF|NOM//nmod//40 är//VB|PRS|AKT//cop//40 att//SN//mark//53 teorin//NN|UTR|SIN|DEF|NOM//nsubj:pass//53 tillsammans//AB//advmod//49 med//PP//case//49 vana//NN|UTR|SIN|IND|NOM//obl//53 med//PP//case//51 fördel//NN|UTR|SIN|IND|NOM//nmod//49 kan//VB|PRS|AKT//aux//53 användas//VB|INF|SFO//ccomp//44 för//PP//mark//56 att//IE//mark//56 öka//VB|INF|AKT//advcl//53 kunskapen//NN|UTR|SIN|DEF|NOM//obj//56 om//PP//mark//62 vilka//HD|UTR/NEU|PLU|IND//det//60 faktorer//NN|UTR|PLU|IND|NOM//dislocated//62 som//HP|-|-|-//nsubj//62 styr//VB|PRS|AKT//advcl//56 valet//NN|NEU|SIN|DEF|NOM//obj//62 av//PP//case//65 transportmedel//NN|NEU|PLU|IND|NOM//nmod//63 .//MAD//punct//8
2. Begrepp och metod;Kritik//NN|UTR|SIN|IND|NOM//ROOT//0 mot//PP//case//3 attitydbaserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//3 teorier//NN|UTR|PLU|IND|NOM//nmod//0
2. Begrepp och metod;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 finns//VB|PRS|SFO//ROOT//1 en//DT|UTR|SIN|IND//det//3 del//NN|UTR|SIN|IND|NOM//nmod//4 kritik//NN|UTR|SIN|IND|NOM//nsubj//1 riktad//PC|PRF|UTR|SIN|IND|NOM//acl//4 mot//PP//case//9 dessa//DT|UTR/NEU|PLU|DEF//det//9 attitydbaserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//9 teorier//NN|UTR|PLU|IND|NOM//obl//5 bland//PP//case//11 annat//PN|NEU|SIN|IND|SUB/OBJ//nmod//9 eftersom//SN//mark//15 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//15 är//VB|PRS|AKT//cop//15 svårt//JJ|POS|NEU|SIN|IND|NOM//advcl//1 att//IE//mark//17 veta//VB|INF|AKT//csubj//15 om//SN//mark//21 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//21 är//VB|PRS|AKT//cop//21 attityderna//NN|UTR|PLU|DEF|NOM//csubj//15 som//HP|-|-|-//nsubj//23 styr//VB|PRS|AKT//acl:relcl//21 valet//NN|NEU|SIN|DEF|NOM//obj//23 av//PP//case//26 färdmedel//NN|NEU|SIN|IND|NOM//nmod//24 eller//KN//cc//31 om//SN//mark//31 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//31 är//VB|PRS|AKT//cop//31 tvärtom//AB//conj//21 .//MAD//punct//1
2. Begrepp och metod;Människor//NN|UTR|PLU|IND|NOM//nsubj//34 handlar//VB|PRS|AKT//parataxis//1 inte//AB//advmod//34 alltid//AB//advmod//34 efter//PP//compound:prt//34 hur//HA//advmod//40 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//40 säger//VB|PRS|AKT//ccomp//34 att//SN//mark//44 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//44 ska//VB|PRS|AKT//aux//44 göra//VB|INF|AKT//ccomp//40 .//MAD//punct//34
2. Begrepp och metod;Rystams//PM|NOM//obl//34 (//PAD//punct//46 1998//RG|NOM//nummod//46 )//PAD//punct//46 kvalitativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 studier//NN|UTR|PLU|IND|NOM//nsubj//54 om//PP//case//53 färdmedelsval//NN|NEU|PLU|IND|NOM//nmod//51 tyder//VB|PRS|AKT//conj//34 på//PP//mark//60 att//SN//mark//60 förändringar//NN|UTR|PLU|IND|NOM//nsubj//60 i//PP//case//59 beteendet//NN|NEU|SIN|DEF|NOM//nmod//57 leder//VB|PRS|AKT//advcl//54 till//PP//case//62 förändringar//NN|UTR|PLU|IND|NOM//obl//60 i//PP//case//64 attityder//NN|UTR|PLU|IND|NOM//nmod//62 .//MAD//punct//34
2. Begrepp och metod;De//PN|UTR/NEU|PLU|DEF|SUB//det//67 intervjuade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nsubj//68 ansåg//VB|PRT|AKT//parataxis//34 att//SN//mark//74 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//74 var//VB|PRT|AKT//cop//74 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//74 ändrade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//74 beteende//NN|NEU|SIN|IND|NOM//ccomp//68 som//HP|-|-|-//nsubj//76 fick//VB|PRT|AKT//acl:relcl//74 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//76 att//IE//mark//79 ändra//VB|INF|AKT//xcomp//76 attityder//NN|UTR|PLU|IND|NOM//obj//79 och//KN//cc//83 inte//AB//advmod//83 tvärtom//AB//advmod//76 .//MAD//punct//74
2. Begrepp och metod;Enligt//PP//case//86 Nilsson//PM|NOM//nmod//74 (//PAD//punct//86 1998//RG|NOM//nummod//86 )//PAD//punct//86 har//VB|PRS|AKT//parataxis//1 attityder//NN|UTR|PLU|IND|NOM//nsubj//90 dåligt//JJ|POS|NEU|SIN|IND|NOM//amod//93 värde//NN|NEU|SIN|IND|NOM//obj//90 för//PP//mark//96 att//IE//mark//96 förutsäga//VB|INF|AKT//advcl//90 faktiskt//JJ|POS|NEU|SIN|IND|NOM//advmod//96 beteende//NN|NEU|SIN|IND|NOM//obj//96 då//HA//mark//102 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//102 är//VB|PRS|AKT//cop//102 insamlade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//96 via//PP//case//104 intervju//NN|UTR|SIN|IND|NOM//obl//102 eller//KN//cc//106 enkät//NN|UTR|SIN|IND|NOM//conj//104 .//MAD//punct//1
2. Begrepp och metod;Samma//DT|UTR/NEU|SIN/PLU|IND//det//109 problematik//NN|UTR|SIN|IND|NOM//nsubj//110 gäller//VB|PRS|AKT//parataxis//1 även//AB//advmod//110 vid//PP//case//114 Stated//PM|NOM//amod//114 Preference-intervjuer//PM|NOM//obl//110 ,//MID//punct//116 se//VB|IMP|AKT//parataxis//1 nedan//AB//advmod//116 .//MAD//punct//1
2. Begrepp och metod;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//121 är//VB|PRS|AKT//cop//121 viktigt//JJ|POS|NEU|SIN|IND|NOM//parataxis//1 då//HA//mark//124 man//PN|UTR|SIN|IND|SUB//nsubj//124 ställer//VB|PRS|AKT//csubj//121 attitydfrågor//NN|UTR|PLU|IND|NOM//obj//124 att//SN//mark//128 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//128 grundar//VB|PRS|AKT//advcl//124 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//128 på//PP//case//132 individens//NN|UTR|SIN|DEF|GEN//nmod:poss//132 erfarenheter//NN|UTR|PLU|IND|NOM//obl//128 så//AB//advmod//134 långt//AB|POS//advmod//128 som//KN//mark//136 möjligt//JJ|POS|NEU|SIN|IND|NOM//acl//134 .//MAD//punct//121
2. Begrepp och metod;En//DT|UTR|SIN|IND//det//2 annan//JJ|POS|UTR|SIN|IND|NOM//amod//2 brist//NN|UTR|SIN|IND|NOM//ROOT//2 är//VB|PRS|AKT//cop//2 att//SN//mark//5 attitydbaserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//csubj//2 teorier//NN|UTR|PLU|IND|NOM//nsubj//10 inte//AB//advmod//10 är//VB|PRS|AKT//cop//10 så//AB//advmod//10 lätta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//5 att//IE//mark//12 använda//VB|INF|AKT//advcl//10 för//PP//mark//15 att//IE//mark//15 förutse//VB|INF|AKT//advcl//10 vad//HP|NEU|SIN|IND//dislocated//18 som//HP|-|-|-//nsubj//18 händer//VB|PRS|AKT//ccomp//15 då//HA//advmod//18 trafikstandarden//NN|UTR|SIN|DEF|NOM//obj//18 ,//MID//punct//20 t.ex.//AB|AN//advmod//23 restiden//NN|UTR|SIN|DEF|NOM//appos//20 ,//MID//punct//25 förändras//VB|PRS|SFO//conj//10 .//MAD//punct//2
2. Begrepp och metod;2.3.2//RG|NOM//nmod//28 Metoder//NN|UTR|PLU|IND|NOM//appos//2 som//HP|-|-|-//nsubj//30 bygger//VB|PRS|AKT//acl:relcl//28 på//PP//case//32 nyttomaximering//NN|UTR|SIN|IND|NOM//obl//30 och//KN//cc//34 val//NN|NEU|SIN|IND|NOM//conj//32
2. Begrepp och metod;Inom//PP//case//3 de//DT|UTR/NEU|PLU|DEF//det//3 här//AB//fixed//1 metoderna//NN|UTR|PLU|DEF|NOM//obl//12 är//VB|PRS|AKT//cop//12 trafiksystemet//NN|NEU|SIN|DEF|NOM//nsubj//12 och//KN//cc//8 resenärernas//NN|UTR|PLU|DEF|GEN//nmod:poss//8 nytta//NN|UTR|SIN|IND|NOM//conj//5 av//PP//case//10 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//8 i//PP//case//12 centrum//NN|NEU|SIN|DEF|NOM//ROOT//12 för//PP//case//14 intresset//NN|NEU|SIN|DEF|NOM//nmod//12 .//MAD//punct//12
2. Begrepp och metod;"Resenärerna//NN|UTR|PLU|DEF|NOM//nsubj//17 väljer//VB|PRS|AKT//parataxis//12 färdmedel//NN|NEU|SIN|IND|NOM//obj//17 ;//MID//punct//20"
2. Begrepp och metod;bil//NN|UTR|SIN|IND|NOM//xcomp//17 ,//MID//punct//22 buss//NN|UTR|SIN|IND|NOM//conj//20 ,//MID//punct//24 flyg//NN|NEU|SIN|IND|NOM//conj//20 eller//KN//cc//26 tåg//NN|NEU|SIN|IND|NOM//conj//20 ,//MID//punct//31 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//mark//31 på//PP//fixed//28 hur//HA//advmod//31 stor//JJ|POS|UTR|SIN|IND|NOM//conj//17 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//33 upplever//VB|PRS|AKT//acl:relcl//31 att//SN//mark//36 resuppoffringen//NN|UTR|SIN|DEF|NOM//nsubj//36 är//VB|PRS|AKT//ccomp//33 –//RG|NOM//punct//40 hur//HA//advmod//40 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//40 värderar//VB|PRS|AKT//ccomp//36 färdmedlen//NN|NEU|PLU|DEF|NOM//obj//40 och//KN//cc//44 den//DT|UTR|SIN|DEF//det//44 trafik//NN|UTR|SIN|IND|NOM//conj//41 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//46 erbjuder//VB|PRS|AKT//acl:relcl//44 .//MID//punct//17
2. Begrepp och metod;Det//DT|NEU|SIN|DEF//det//49 färdmedel//NN|NEU|SIN|IND|NOM//nsubj:pass//54 som//HP|-|-|-//nsubj//51 har//VB|PRS|AKT//acl:relcl//49 minst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//amod//53 resuppoffring//NN|UTR|SIN|IND|NOM//obj//51 väljs//VB|PRS|SFO//parataxis//17 oftast//AB|SUV//advmod//54 och//KN//cc//59 av//PP//case//59 flest//JJ|SUV|UTR/NEU|PLU|IND|NOM//amod//59 personer//NN|UTR|PLU|IND|NOM//conj//54 .//MAD//punct//17
2. Begrepp och metod;Ekonomer//NN|UTR|PLU|IND|NOM//nsubj//62 räknar//VB|PRS|AKT//conj//17 ofta//AB|POS//advmod//62 med//PP//mark//67 att//SN//mark//67 individer//NN|UTR|PLU|IND|NOM//nsubj//67 gör//VB|PRS|AKT//advcl//62 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//69 val//NN|NEU|PLU|IND|NOM//obj//67 att//SN//mark//74 den//DT|UTR|SIN|DEF//det//73 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//73 nyttan//NN|UTR|SIN|DEF|NOM//nsubj//74 blir//VB|PRS|AKT//ccomp//67 så//AB//advmod//76 stor//JJ|POS|UTR|SIN|IND|NOM//xcomp//74 som//KN//mark//78 möjligt//JJ|POS|NEU|SIN|IND|NOM//advcl//74 .//MAD//punct//17
2. Begrepp och metod;"Beteendet//NN|NEU|SIN|DEF|NOM//nsubj:pass//81 styrs//VB|PRS|SFO//parataxis//17 av//PP//case//83 det//PN|NEU|SIN|DEF|SUB/OBJ//obl:agent//81 man//PN|UTR|SIN|IND|SUB//nsubj//85 kallar//VB|PRS|AKT//acl:relcl//83 ""//PAD//punct//87 nytta//NN|UTR|SIN|IND|NOM//obj//85 ""//PAD//punct//87 ,//MID//punct//91 på//PP//case//91 engelska//NN|UTR|SIN|IND|NOM//obl//81 ""//PAD//punct//93 utility//UO//appos//91 ""//PAD//punct//93 .//MAD//punct//17"
2. Begrepp och metod;(//PAD//punct//98 tidsförskjuten//NN|UTR|SIN|DEF|NOM//nmod//98 återkoppling//NN|UTR|SIN|IND|NOM//appos//17 )//PAD//punct//98
2. Begrepp och metod;När//HA//mark//3 man//PN|UTR|SIN|IND|SUB//nsubj//3 har//VB|PRS|AKT//aux//3 valt//VB|SUP|AKT//advcl//9 ett//DT|NEU|SIN|IND//det//6 visst//JJ|POS|NEU|SIN|IND|NOM//amod//6 alternativ//NN|NEU|SIN|IND|NOM//obj//3 har//VB|PRS|AKT//aux//9 man//PN|UTR|SIN|IND|SUB//nsubj//9 fått//VB|SUP|AKT//ROOT//9 erfarenheter//NN|UTR|PLU|IND|NOM//obj//9 av//PP//case//12 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//10 .//MAD//punct//9
2. Begrepp och metod;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//15 gör//VB|PRS|AKT//parataxis//9 att//SN//mark//18 man//PN|UTR|SIN|IND|SUB//nsubj//18 modifierar//VB|PRS|AKT//ccomp//15 sin//PS|UTR|SIN|DEF//nmod:poss//20 värdering//NN|UTR|SIN|IND|NOM//obj//18 –//RG|NOM//punct//22 återkoppling//NN|UTR|SIN|IND|NOM//conj//20 .//MAD//punct//15
2. Begrepp och metod;Resuppoffringen//NN|UTR|SIN|DEF|NOM//nsubj:pass//4 vid//PP//case//3 kollektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 resor//NN|UTR|PLU|IND|NOM//nmod//0 påverkas//VB|PRS|SFO//ROOT//4 av//PP//case//6 restiden//NN|UTR|SIN|DEF|NOM//obl:agent//4 ,//MID//punct//8 biljettpriset//NN|NEU|SIN|DEF|NOM//conj//6 och//KN//cc//11 den//DT|UTR|SIN|DEF//det//11 service//NN|UTR|SIN|IND|NOM//conj//6 ,//MID//punct//13 komfort//NN|UTR|SIN|IND|NOM//conj//11 och//KN//cc//15 kvalitet//NN|UTR|SIN|IND|NOM//conj//6 som//HP|-|-|-//nsubj:pass//17 erbjuds//VB|PRS|SFO//acl:relcl//15 i//PP//case//21 samband//NN|NEU|SIN|IND|NOM//fixed//18 med//PP//case//21 resan//NN|UTR|SIN|DEF|NOM//obl//17 .//MAD//punct//4
2. Begrepp och metod;Inom//PP//case//2 denna//DT|UTR|SIN|DEF//det//2 ansats//NN|UTR|SIN|IND|NOM//obl//3 använder//VB|PRS|AKT//ROOT//3 man//PN|UTR|SIN|IND|SUB//nsubj//3 begreppen//NN|NEU|PLU|DEF|NOM//amod//6 efterfrågefunktion//NN|UTR|SIN|IND|NOM//obj//3 och//KN//cc//11 den//DT|UTR|SIN|DEF//det//11 mer//AB|KOM//advmod//10 indirekta//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//11 nyttofunktionen//NN|UTR|SIN|DEF|NOM//conj//6 .//MAD//punct//3
2. Begrepp och metod;Val//NN|NEU|SIN|IND|NOM//nsubj:pass//16 av//PP//case//15 färdmedel//NN|NEU|PLU|IND|NOM//nmod//13 anses//VB|PRS|SFO//parataxis//3 som//KN//case//22 ett//DT|NEU|SIN|IND//det//22 individuellt//JJ|POS|NEU|SIN|IND|NOM//amod//22 och//KN//cc//21 rationellt//JJ|POS|NEU|SIN|IND|NOM//conj//19 val//NN|NEU|SIN|IND|NOM//obl//16 mellan//PP//case//25 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 alternativ//NN|NEU|PLU|IND|NOM//nmod//22 .//MAD//punct//28
2. Begrepp och metod;Utbudets//NN|NEU|SIN|DEF|GEN//nmod:poss//28 standard//NN|UTR|SIN|IND|NOM//advmod//16 ,//MID//punct//28 t.ex.//AB|AN//advmod//31 restider//NN|UTR|PLU|IND|NOM//appos//28 och//KN//cc//33 närhet//NN|UTR|SIN|IND|NOM//conj//31 till//PP//case//35 hållplatser//NN|UTR|PLU|IND|NOM//nmod//33 och//KN//cc//37 stationer//NN|UTR|PLU|IND|NOM//conj//35 ,//MID//punct//42 kan//VB|PRS|AKT//aux//42 relativt//AB|POS//advmod//41 lätt//AB|POS//advmod//42 uttryckas//VB|INF|SFO//conj//16 i//PP//case//44 nyttomått//NN|NEU|SIN|IND|NOM//obl//42 .//MAD//punct//16
2. Begrepp och metod;Man//PN|UTR|SIN|IND|SUB//nsubj//47 utgår//VB|PRS|AKT//parataxis//16 från//PP//mark//52 att//SN//mark//52 individen//NN|UTR|SIN|DEF|NOM//nsubj//52 kan//VB|PRS|AKT//aux//52 väga//VB|INF|AKT//advcl//47 sin//PS|UTR|SIN|DEF//nmod:poss//55 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//55 nytta//NN|UTR|SIN|IND|NOM//obj//52 av//PP//case//58 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 egenskaper//NN|UTR|PLU|IND|NOM//nmod//55 hos//PP//case//60 alternativen//NN|NEU|PLU|DEF|NOM//nmod//58 mot//PP//case//62 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//52 .//MAD//punct//3
2. Begrepp och metod;Även//AB//mark//4 om//SN//fixed//0 individerna//NN|UTR|PLU|DEF|NOM//nsubj//4 inte//AB//advmod//4 gör//VB|PRS|AKT//advcl//9 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//4 kan//VB|PRS|AKT//aux//9 man//PN|UTR|SIN|IND|SUB//nsubj//9 statistiskt//AB|POS//advmod//9 beräkna//VB|INF|AKT//ROOT//9 (//PAD//punct//9 ”//PAD//punct//12 estimera//VB|INF|AKT//parataxis//9 ”//PAD//punct//12 )//PAD//punct//12 betydelsen//NN|UTR|SIN|DEF|NOM//obj//12 eller//KN//cc//18 ”//PAD//punct//18 smakvikterna//NN|UTR|PLU|DEF|NOM//conj//15 ”//PM|NOM//punct//12 för//PP//case//22 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 egenskaper//NN|UTR|PLU|IND|NOM//obl//12 .//MAD//punct//12
2. Begrepp och metod;Man//PN|UTR|SIN|IND|SUB//nsubj//25 får//VB|PRS|AKT//conj//9 t.ex.//AB|AN//advmod//25 vikten//NN|UTR|SIN|DEF|NOM//obj//25 för//PP//case//30 en//DT|UTR|SIN|IND//det//30 minut//NN|UTR|SIN|IND|NOM//nmod//27 kortare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//32 restid//NN|UTR|SIN|IND|NOM//obj//25 eller//KN//cc//34 vikten//NN|UTR|SIN|DEF|NOM//conj//32 för//PP//mark//38 att//SN//mark//38 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//38 finns//VB|PRS|SFO//advcl//25 toalett//NN|UTR|SIN|IND|NOM//obj//38 ombord//AB//advmod//38 .//MAD//punct//25
2. Begrepp och metod;Nyttan//NN|UTR|SIN|DEF|NOM//nsubj//5 av//PP//case//3 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 faktorer//NN|UTR|PLU|IND|NOM//nmod//0 är//VB|PRS|AKT//cop//5 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advcl//11 för//PP//case//8 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 individer//NN|UTR|PLU|IND|NOM//obl//5 .//MAD//punct//5
2. Begrepp och metod;Därför//AB//advmod//11 väljer//VB|PRS|AKT//ROOT//11 inte//AB//advmod//11 alla//DT|UTR/NEU|PLU|IND/DEF//det//14 människor//NN|UTR|PLU|IND|NOM//nsubj//11 samma//DT|UTR/NEU|SIN/PLU|IND//det//16 produkter//NN|UTR|PLU|IND|NOM//obj//11 ,//MID//punct//18 sätt//NN|NEU|SIN|IND|NOM//conj//16 att//IE//mark//20 bo//VB|INF|AKT//acl//18 eller//KN//cc//22 sätt//NN|NEU|SIN|IND|NOM//conj//20 att//IE//mark//24 resa//VB|INF|AKT//xcomp//20 .//MAD//punct//11
2. Begrepp och metod;Värderingsstudier//NN|NEU|PLU|IND|NOM//ROOT//0
2. Begrepp och metod;Värderingsstudier//NN|UTR|PLU|IND|NOM//nsubj//1 försöker//VB|PRS|AKT//ROOT//1 ta//VB|INF|AKT//xcomp//1 reda//PL//compound:prt//2 på//PP//case//7 de//DT|UTR/NEU|PLU|DEF//det//7 kvantitativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 värderingar//NN|UTR|PLU|IND|NOM//obl//2 ,//MID//punct//10 t.ex.//AB|AN//advmod//10 utryckt//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//7 som//KN//case//12 betalningsvilja//NN|UTR|SIN|IND|NOM//obl//10 i//PP//case//14 kronor//NN|UTR|PLU|IND|NOM//nmod//12 ,//MID//punct//14 som//HP|-|-|-//nsubj//17 styr//VB|PRS|AKT//acl:relcl//14 valet//NN|NEU|SIN|DEF|NOM//obj//17 av//PP//case//20 resa//NN|UTR|SIN|IND|NOM//nmod//18 .//MAD//punct//1
2. Begrepp och metod;Figuren//NN|UTR|SIN|DEF|NOM//nsubj//24 nedan//AB//advmod//22 visar//VB|PRS|AKT//parataxis//1 att//SN//mark//29 attityder//NN|UTR|PLU|IND|NOM//nsubj//29 och//KN//cc//28 perceptioner//NN|UTR|PLU|IND|NOM//conj//26 spelar//VB|PRS|AKT//ccomp//24 in//PL//compound:prt//29 då//HA//mark//33 man//PN|UTR|SIN|IND|SUB//nsubj//33 väljer//VB|PRS|AKT//advcl//29 .//MID//punct//24
