IT i demokratins tjänst (1);Demokratiutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 forskarvolym//NN|NEU|SIN|IND|NOM//amod//2 VII//RG|NOM//ROOT//2
Syfte;E//PM|NOM//ROOT//0 LIN//PM|NOM//nsubj//0 W//PM|NOM//conj//0 IHLBORG//PM|NOM//conj//0
Syfte;Lenntorp//PM|NOM//nsubj//6 (//PAD//punct//0 1998:72//RG|NOM//appos//0 ff//AB|AN//punct//0 .//MAD//punct//0 )//PAD//punct//0
Syfte;översätter//VB|PRS|AKT//ROOT//6 begreppet//NN|NEU|SIN|DEF|NOM//obj//6 med//PP//case//11 en//DT|UTR|SIN|IND//det//10 lokal//JJ|POS|UTR|SIN|IND|NOM//nmod//11 tidsrumsficka//NN|UTR|SIN|IND|NOM//nmod//7 .//MAD//punct//6
Syfte; //_SP////12 Ellegård//PM|NOM//nsubj//15 använder//VB|PRS|AKT//conj//6 i//PP//case//18 sin//PS|UTR|SIN|DEF//nmod:poss//18 uppsats//NN|UTR|SIN|IND|NOM//obl//15 i//PP//case//24 denna//DT|UTR|SIN|DEF//det//21 antologi//NN|UTR|SIN|IND|NOM//amod//22 begreppet//NN|NEU|SIN|DEF|NOM//nmod//24 lokala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 ordningsfickor//NN|UTR|PLU|IND|NOM//obl//15 för//PP//case//27 samma//DT|UTR/NEU|SIN/PLU|IND//det//27 sak//NN|UTR|SIN|IND|NOM//obl//15 .//MAD//punct//15
Syfte;Utgångspunkten//NN|UTR|SIN|DEF|NOM//obj//15 för//PP//case//32 denna//DT|UTR|SIN|DEF//det//32 ansats//NN|UTR|SIN|IND|NOM//nmod//29 är//VB|PRS|AKT//cop//29 att//SN//mark//37 alla//DT|UTR/NEU|PLU|IND/DEF//det//36 platser//NN|UTR|PLU|IND|NOM//nsubj//37 utvecklar//VB|PRS|AKT//csubj//29 en//DT|UTR|SIN|IND//det//41 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//41 internaliserad//PC|PRF|UTR|SIN|IND|NOM//amod//41 ordning//NN|UTR|SIN|IND|NOM//obj//37 för//PP//case//44 sin//PS|UTR|SIN|DEF//nmod:poss//44 verksamhet//NN|UTR|SIN|IND|NOM//obl//37 samt//KN//cc//47 de//DT|UTR/NEU|PLU|DEF//det//47 värderingar//NN|UTR|PLU|IND|NOM//conj//37 och//KN//cc//49 föreställningar//NN|UTR|PLU|IND|NOM//conj//47 som//HP|-|-|-//nsubj:pass//51 kopplas//VB|PRS|SFO//acl:relcl//49 till//PP//case//53 vad//HP|NEU|SIN|IND//obl//51 som//HP|-|-|-//nsubj//55 sker//VB|PRS|AKT//acl:relcl//53 på//PP//case//57 platsen//NN|UTR|SIN|DEF|NOM//obl//55 .//MAD//punct//6
Syfte;Begreppet//NN|NEU|SIN|DEF|NOM//nsubj//62 kan//VB|PRS|AKT//aux//62 även//AB//advmod//62 hjälpa//VB|INF|AKT//conj//6 oss//PN|UTR|PLU|DEF|OBJ//obj//62 att//IE//mark//65 förstå//VB|INF|AKT//xcomp//62 hur//HA//advmod//70 den//DT|UTR|SIN|DEF//det//69 lokala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//69 historien//NN|UTR|SIN|DEF|NOM//nsubj:pass//70 avspeglas//VB|PRS|SFO//ccomp//65 i//PP//case//73 den//DT|UTR|SIN|DEF//det//73 ordning//NN|UTR|SIN|IND|NOM//obl//70 som//HP|-|-|-//nsubj//77 i//PP//advmod//77 dag//NN|UTR|SIN|IND|NOM//fixed//75 dominerar//VB|PRS|AKT//acl:relcl//73 platsen//NN|UTR|SIN|DEF|NOM//obj//77 .//MAD//punct//6
Syfte;Platsen//NN|UTR|SIN|DEF|NOM//nsubj//81 förmedlar//VB|PRS|AKT//parataxis//6 värderingar//NN|UTR|PLU|IND|NOM//obj//81 och//KN//cc//84 erfarenheter//NN|UTR|PLU|IND|NOM//conj//82 till//PP//case//87 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//87 invånare//NN|UTR|PLU|IND|NOM//nmod//84 och//KN//cc//89 besökare//NN|UTR|PLU|IND|NOM//conj//87 .//MAD//punct//6

Folket som begrepp;Sammanfattningsvis//AB//advmod//40 är//VB|PRS|AKT//cop//0 folket//NN|NEU|SIN|DEF|NOM//nsubj//7  //_SP////2 i//PP//case//6 formell//JJ|POS|UTR|SIN|IND|NOM//amod//6 mening//NN|UTR|SIN|IND|NOM//obl//7 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//0 som//HP|-|-|-//nsubj//9 har//VB|PRS|AKT//acl:relcl//7 beslutanderätt//NN|UTR|SIN|IND|NOM//obj//9 över//PP//case//13 platsens//NN|UTR|SIN|DEF|GEN//nmod:poss//13 resurser//NN|UTR|PLU|IND|NOM//nmod//10 i//PP//case//16 de//DT|UTR/NEU|PLU|DEF//det//16 avseenden//NN|NEU|PLU|IND|NOM//obl//9 som//HP|-|-|-//obj//20 folket//NN|NEU|SIN|DEF|NOM//nsubj//20 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl//18 anser//VB|PRS|AKT//acl:relcl//16 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//20 vilja//VB|INF|AKT//aux//23 lyfta//VB|INF|AKT//xcomp//20 som//KN//case//26 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 angelägenheter//NN|UTR|PLU|IND|NOM//obl//23 .//MAD//punct//0
Folket som begrepp;För//PP//mark//30 att//IE//mark//30 delta//VB|INF|AKT//advcl//34 i//PP//case//33 denna//DT|UTR|SIN|DEF//det//33 hantering//NN|UTR|SIN|IND|NOM//obl//30 har//VB|PRS|AKT//aux//40 folket//NN|NEU|SIN|DEF|NOM//nsubj//34 rösträtt//NN|UTR|SIN|IND|NOM//nsubj//40 och//KN//cc//38 skyldighet//NN|UTR|SIN|IND|NOM//conj//36 att//IE//mark//40 betala//VB|INF|AKT//ROOT//40 skatt//NN|UTR|SIN|IND|NOM//obj//40 .//MAD//punct//40
Folket som begrepp;I//PP//case//47 en//DT|UTR|SIN|IND//det//47 mer//AB|KOM//advmod//46 social//JJ|POS|UTR|SIN|IND|NOM//amod//47 mening//NN|UTR|SIN|IND|NOM//obl//40 är//VB|PRS|AKT//punct//40 folket//NN|NEU|SIN|DEF|NOM//obj//40  //_SP////49 de//PN|UTR/NEU|PLU|DEF|SUB//obj//40 som//HP|-|-|-//nsubj//55 är//VB|PRS|AKT//cop//55 en//DT|UTR|SIN|IND//det//55 del//NN|UTR|SIN|IND|NOM//acl:relcl//51 av//PP//case//59 den//DT|UTR|SIN|DEF//det//59 lokala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//59 gemenskapen//NN|UTR|SIN|DEF|NOM//nmod//55 och//KN//cc//62 som//HP|-|-|-//nsubj//62 känner//VB|PRS|AKT//conj//55 tillhörighet//NN|UTR|SIN|IND|NOM//obj//62 med//PP//case//67 de//DT|UTR/NEU|PLU|DEF//det//67 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//67 människorna//NN|UTR|PLU|DEF|NOM//obl//62 som//HP|-|-|-//nsubj//69 bor//VB|PRS|AKT//acl:relcl//67 på//PP//case//71 platsen//NN|UTR|SIN|DEF|NOM//obl//69 och//KN//cc//75 den//DT|UTR|SIN|DEF//det//75 lokala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//75 ordning//NN|UTR|SIN|IND|NOM//conj//67 som//HP|-|-|-//nsubj:pass//77 utvecklats//VB|SUP|SFO//acl:relcl//75 där//AB//advmod//77 .//MAD//punct//40

Vad kan IT vara?;Människor//NN|UTR|PLU|IND|NOM//nsubj//1 har//VB|PRS|AKT//ROOT//1 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 associationer//NN|UTR|PLU|IND|NOM//obj//1 till//PP//case//6 begreppet//NN|NEU|SIN|DEF|NOM//nmod//6 IT//NN|AN//obl//1 .//MAD//punct//1
Vad kan IT vara?;Många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//9 förknippar//VB|PRS|AKT//parataxis//1 IT//NN|AN//obj//9 med//PP//case//12 datateknik//NN|UTR|SIN|IND|NOM//nmod//10 och//KN//cc//15 någon//DT|UTR|SIN|IND//det//15 form//NN|UTR|SIN|IND|NOM//conj//12 av//PP//case//18 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//18 kommunikation//NN|UTR|SIN|IND|NOM//nmod//15 ,//MID//punct//21 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//21 gör//VB|PRS|AKT//conj//9 en//DT|UTR|SIN|IND//det//25 mer//AB|KOM//advmod//24 konkret//JJ|POS|UTR|SIN|IND|NOM//amod//25 koppling//NN|UTR|SIN|IND|NOM//obj//21 till//PP//case//27 Internet//NN|NEU|SIN|DEF|NOM//nmod//25 .//MAD//punct//9
Vad kan IT vara?;Men//KN//cc//31 få//PN|UTR/NEU|PLU|IND|SUB/OBJ//aux//31 betraktar//VB|PRS|AKT//conj//1 pennor//NN|UTR|PLU|IND|NOM//obj//31 och//KN//cc//34 skrivmaskiner//NN|UTR|PLU|IND|NOM//conj//32 som//KN//case//36 IT//NN|AN//obl//31 .//MID//punct//31
Vad kan IT vara?;Även//AB//advmod//39 elektroniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 och//KN//cc//41 telekommunikationstekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//39 ting//NN|NEU|PLU|IND|NOM//nsubj:pass//43 betraktas//VB|PRS|SFO//parataxis//31 inte//AB//advmod//43 alltid//AB//advmod//43 som//KN//case//47 IT//NN|AN//xcomp//43 ,//MID//punct//31 exempelvis//AB//advmod//55 är//VB|PRS|AKT//cop//55 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//55 endast//AB//advmod//55 ett//DT|NEU|SIN|IND//det//54 fåtal//NN|NEU|SIN|IND|NOM//nmod//55 personer//NN|UTR|PLU|IND|NOM//parataxis//31 som//HP|-|-|-//nsubj//57 talar//VB|PRS|AKT//acl:relcl//55 om//PP//case//59 Bankomater//NN|UTR|PLU|IND|NOM//obl//57 när//HA//mark//62 jag//PN|UTR|SIN|DEF|SUB//nsubj//62 ber//VB|PRS|AKT//advcl//57 om//PP//compound:prt//62 exempel//NN|NEU|SIN|IND|NOM//obj//62 på//PP//case//66 IT//NN|AN//obl//62 .//MAD//punct//1
Vad kan IT vara?;Bankomaten//NN|UTR|SIN|DEF|NOM//nsubj:pass//70 kan//VB|PRS|AKT//aux//70 sägas//VB|INF|SFO//conj//1 vara//VB|INF|AKT//cop//74 en//DT|UTR|SIN|IND//det//74 teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//74 lösning//NN|UTR|SIN|IND|NOM//xcomp//70 som//HP|-|-|-//nsubj//79 är//VB|PRS|AKT//cop//79 så//AB//advmod//79 väl//AB|POS//advmod//79 integrerad//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//74 i//PP//case//81 vardagslivet//NN|NEU|SIN|DEF|NOM//obl//79 att//SN//mark//90 bankkunderna//NN|UTR|PLU|DEF|NOM//nsubj//90 ,//MID//punct//83 som//HP|-|-|-//nsubj//86 använder//VB|PRS|AKT//acl:relcl//83 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//86 ,//MID//punct//90 inte//AB//advmod//90 reflekterar//VB|PRS|AKT//advcl//70 kring//PP//mark//96 att//SN//mark//96 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//96 är//VB|PRS|AKT//cop//96 en//DT|UTR|SIN|IND//det//96 form//NN|UTR|SIN|IND|NOM//obl//90 av//PP//case//98 informations-//NN|UTR|-|-|SMS//nmod//96 och//KN//cc//100 kommunikationsteknik//NN|UTR|SIN|IND|NOM//conj//98 .//MID//punct//1
Vad kan IT vara?;En//DT|UTR|SIN|IND//det//104 annan//JJ|POS|UTR|SIN|IND|NOM//amod//104 förklaring//NN|UTR|SIN|IND|NOM//obj//1 är//VB|PRS|AKT//cop//104 att//SN//mark//109 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//109 är//VB|PRS|AKT//cop//109 glest//JJ|POS|NEU|SIN|IND|NOM//csubj//104 mellan//PP//case//111 bankomaterna//NN|UTR|PLU|DEF|NOM//obl//109 just//AB//advmod//114 på//PP//case//114 landsbygden//NN|UTR|SIN|DEF|NOM//obl//109 och//KN//cc//118 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//118 därför//AB//advmod//118 har//VB|PRS|AKT//conj//109 liten//JJ|POS|UTR|SIN|IND|NOM//amod//120 erfarenhet//NN|UTR|SIN|IND|NOM//obj//118 av//PP//mark//123 att//IE//mark//123 använda//VB|INF|AKT//acl//120 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//123 .//MAD//punct//1
Vad kan IT vara?;Vardagens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 verksamheter//NN|UTR|PLU|IND|NOM//nsubj//2 ger//VB|PRS|AKT//ROOT//2 oss//PN|UTR|PLU|DEF|OBJ//iobj//2 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 erfarenheter//NN|UTR|PLU|IND|NOM//obj//2 och//KN//cc//7 kunskaper//NN|UTR|PLU|IND|NOM//conj//5 kring//PP//case//9 densamma//PN|UTR|SIN|DEF|SUB/OBJ//nmod//7 .//MAD//punct//2
Vad kan IT vara?;För//PP//case//14 de//DT|UTR/NEU|PLU|DEF//det//14 allra//AB//advmod//14 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//advcl//15 domineras//VB|PRS|SFO//conj//2 vardagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//15 av//PP//mark//19 att//IE//mark//19 skapa//VB|INF|AKT//acl//16 försörjning//NN|UTR|SIN|IND|NOM//obj//19 .//MAD//punct//2
Vad kan IT vara?;Möten//NN|NEU|PLU|IND|NOM//nsubj:pass//28 med//PP//case//24 IT//NN|AN//nmod//22 kan//VB|PRS|AKT//aux//28 därför//AB//advmod//28 oftast//AB|SUV//advmod//28 relateras//VB|INF|SFO//parataxis//2 till//PP//case//30 förvärvsarbete//NN|NEU|SIN|IND|NOM//obl//28 eller//KN//cc//33 eget//JJ|POS|NEU|SIN|IND/DEF|NOM//amod//33 företagande//NN|NEU|SIN|IND|NOM//conj//30 ,//MID//punct//28 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//36 erfarenheter//NN|UTR|PLU|IND|NOM//obj//2 av//PP//case//38 tekniken//NN|UTR|SIN|DEF|NOM//nmod//36 kan//VB|PRS|AKT//aux//43 därför//AB//advmod//43 för//PP//case//42 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//43 sägas//VB|INF|SFO//conj//2 utgöra//VB|INF|AKT//xcomp//43 den//DT|UTR|SIN|DEF//det//47 dominerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//47 grunden//NN|UTR|SIN|DEF|NOM//obj//44 för//PP//case//49 tolkningen//NN|UTR|SIN|DEF|NOM//nmod//47 av//PP//case//51 IT//NN|AN//nmod//49 .//MAD//punct//2
Vad kan IT vara?;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//59 som//HP|-|-|-//nsubj//56 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 använder//VB|PRS|AKT//acl:relcl//53 IT//NN|AN//obj//56 kan//VB|PRS|AKT//aux//59 ha//VB|INF|AKT//parataxis//2 lättare//AB|KOM//obj//59 att//IE//mark//62 förstå//VB|INF|AKT//advcl//59 när//HA//mark//68 tekniken//NN|UTR|SIN|DEF|NOM//nsubj:pass//68 och//KN//cc//67 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//67 konsekvenser//NN|UTR|PLU|IND|NOM//conj//64 diskuteras//VB|PRS|SFO//advcl//59 i//PP//case//72 det//DT|NEU|SIN|DEF//det//72 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//72 samtalet//NN|NEU|SIN|DEF|NOM//obl//68 .//MAD//punct//2
Vad kan IT vara?;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 har//VB|PRS|AKT//aux//2 visat//VB|SUP|AKT//ROOT//2 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//2 att//SN//mark//6 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//6 finns//VB|PRS|SFO//ccomp//2 skillnader//NN|UTR|PLU|IND|NOM//nsubj//6 i//PP//mark//12 hur//HA//advmod//12 begreppet//NN|NEU|SIN|DEF|NOM//nmod//11 IT//NN|AN//nsubj:pass//12 används//VB|PRS|SFO//advcl//6 på//PP//case//15 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 platser//NN|UTR|PLU|IND|NOM//obl//12 ,//MID//punct//15 vid//PP//case//19 samma//DT|UTR/NEU|SIN/PLU|IND//det//19 tid//NN|UTR|SIN|IND|NOM//obl//12 .//MAD//punct//2
Vad kan IT vara?;På//PP//case//23 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 platser//NN|UTR|PLU|IND|NOM//obl//24 blir//VB|PRS|AKT//parataxis//2 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//24 ett//DT|NEU|SIN|IND//det//28 ‘//PAD//punct//28 hippt//JJ|POS|NEU|SIN|IND|NOM//amod//30 ’//UO//nummod//30 begrepp//NN|NEU|SIN|IND|NOM//xcomp//24 som//HP|-|-|-//obl//33 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//33 använder//VB|PRS|AKT//acl:relcl//30 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//33 av//PP//compound:prt//33 på//PP//case//40 ett//DT|NEU|SIN|IND//det//40 ganska//AB//advmod//39 oreflekterat//JJ|POS|NEU|SIN|IND|NOM//amod//40 sätt//NN|NEU|SIN|IND|NOM//obl//33 .//MAD//punct//24
Vad kan IT vara?;I//PP//case//44 en//DT|UTR|SIN|IND//det//44 kommun//NN|UTR|SIN|IND|NOM//obl//24 ,//MID//punct//44 som//HP|-|-|-//nsubj//47 ingår//VB|PRS|AKT//acl:relcl//44 i//PP//case//50 denna//DT|UTR|SIN|DEF//det//50 studie//NN|UTR|SIN|IND|NOM//obl//47 ,//MID//punct//52 har//VB|PRS|AKT//aux//56 ett//PN|NEU|SIN|IND|SUB/OBJ//nsubj//56 av//PP//case//55 kommunalråden//NN|NEU|PLU|DEF|NOM//nmod//53 satsat//VB|SUP|AKT//conj//24 hårt//AB|POS//advmod//56 på//PP//case//59 IT//NN|AN//obl//56 och//KN//cc//61 drivit//VB|SUP|AKT//conj//56 frågan//NN|UTR|SIN|DEF|NOM//obj//61 ,//MID//punct//62 främst//AB|SUV//advmod//66 vad//HP|NEU|SIN|IND//nsubj//66 gäller//VB|PRS|AKT//advcl//56 småföretag//NN|NEU|PLU|IND|NOM//obj//66 och//KN//cc//69 utbildningar//NN|UTR|PLU|IND|NOM//conj//67 för//PP//case//71 arbetslösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//69 .//MAD//punct//24
Vad kan IT vara?;Där//AB//advmod//74 använder//VB|PRS|AKT//parataxis//24 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 människor//NN|UTR|PLU|IND|NOM//nsubj//74 begreppet//NN|NEU|SIN|DEF|NOM//nmod//78 IT//NN|AN//obj//74 ,//MID//punct//82 men//KN//cc//82 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//82 fyller//VB|PRS|AKT//conj//24 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//82 med//PP//case//86 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//86 innebörder//NN|UTR|PLU|IND|NOM//obl//82 ,//MID//punct//90 utifrån//PP//case//90 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//90 erfarenheter//NN|UTR|PLU|IND|NOM//appos//86 ,//MID//punct//92 kunskaper//NN|UTR|PLU|IND|NOM//conj//90 och//KN//cc//94 behov//NN|NEU|PLU|IND|NOM//conj//90 i//PP//case//98 den//DT|UTR|SIN|DEF//det//98 aktuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//98 situationen//NN|UTR|SIN|DEF|NOM//nmod//94 .//MAD//punct//24
Vad kan IT vara?;Några//DT|UTR/NEU|PLU|IND//det//101 personer//NN|UTR|PLU|IND|NOM//nsubj//102 talade//VB|PRT|AKT//conj//24 om//PP//case//104 internationalisering//NN|UTR|SIN|IND|NOM//obl//102 ,//MID//punct//106 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//104 om//PP//case//109 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//109 handel//NN|UTR|SIN|IND|NOM//nmod//106 och//KN//cc//112 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//112 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//109 om//PP//case//114 möjligheten//NN|UTR|SIN|DEF|NOM//nmod//112 att//IE//mark//116 chatta//VB|INF|AKT//acl//114 på//PP//case//118 internet//NN|NEU|SIN|DEF|NOM//obl//116 .//MAD//punct//24
Vad kan IT vara?;Gemensamt//AB|POS//advmod//24 i//PP//case//124 de//DT|UTR/NEU|PLU|DEF//det//124 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//124 tolkningarna//NN|UTR|PLU|DEF|NOM//nmod//120 var//VB|PRT|AKT//conj//24 dock//AB//advmod//24 att//SN//mark//129 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//129 kopplade//VB|PRT|AKT//csubj//24 samman//PL//compound:prt//129 begreppet//NN|NEU|SIN|DEF|NOM//obj//129 med//PP//case//133 framgång//NN|UTR|SIN|IND|NOM//nmod//131 ,//MID//punct//135 utveckling//NN|UTR|SIN|IND|NOM//conj//133 och//KN//cc//137 effektivitet//NN|UTR|SIN|IND|NOM//conj//133 .//MID//punct//24
Vad kan IT vara?;Sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//140 begrepp//NN|NEU|PLU|IND|NOM//nsubj//141 dominerar//VB|PRS|AKT//parataxis//24 den//DT|UTR|SIN|DEF//det//145 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//145 såväl//KN//advmod//145 nationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//xcomp//141 som//KN//mark//148 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//148 samtidsdebatten//NN|UTR|SIN|DEF|NOM//xcomp//141 om//PP//case//150 IT//NN|AN//nmod//148 (//PAD//punct//152 Johansson//PM|NOM//appos//24 1998//RG|NOM//nummod//152 )//PAD//punct//152 .//MAD//punct//24
Vad kan IT vara?;"I//PP//case//3 en//DT|UTR|SIN|IND//det//3 annan//JJ|POS|UTR|SIN|IND|NOM//amod//3 kommun//NN|UTR|SIN|IND|NOM//obl//4 startade//VB|PRT|AKT//ROOT//4 IT-satsningarna//NN|UTR|PLU|DEF|NOM//obj//4 i//PP//case//7 form//NN|UTR|SIN|IND|NOM//obl//4 av//PP//case//10 en//DT|UTR|SIN|IND//det//10 telestuga//NN|UTR|SIN|IND|NOM//nmod//7 långt//AB|POS//advmod//16 innan//SN//mark//16 begreppet//NN|NEU|SIN|DEF|NOM//nmod//14 IT//NN|AN//nsubj//16 var//VB|PRT|AKT//cop//16 etablerat//PC|PRF|NEU|SIN|IND|NOM//advcl//4 ;//MID//punct//4"
Vad kan IT vara?;här//AB//advmod//19 använder//VB|PRS|AKT//parataxis//4 invånarna//NN|UTR|PLU|DEF|NOM//nsubj//19 fortfarande//AB//advmod//19 i//PP//case//24 hög//JJ|POS|UTR|SIN|IND|NOM//amod//24 grad//NN|UTR|SIN|IND|NOM//obl//19 begreppet//NN|NEU|SIN|DEF|NOM//nmod//26 data//NN|UTR|SIN|IND|NOM//obj//19  //_SP////26 för//PP//mark//30 att//IE//mark//30 beskriva//VB|INF|AKT//advcl//19 ,//MID//punct//33 samma//DT|UTR/NEU|SIN/PLU|IND//det//33 sak//NN|UTR|SIN|IND|NOM//obj//30 som//KN//mark//35 personer//NN|UTR|PLU|IND|NOM//acl//33 på//PP//case//38 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 platser//NN|UTR|PLU|IND|NOM//nmod//35 lägger//VB|PRS|AKT//xcomp//30 i//PP//case//42 begreppet//NN|NEU|SIN|DEF|NOM//nmod//42 IT//NN|AN//obl//39 .//MAD//punct//4
Vad kan IT vara?;Data//NN|NEU|PLU|IND|NOM//nsubj:pass//45 betraktas//VB|PRS|SFO//parataxis//4 då//AB//advmod//45 som//KN//mark//49 något//DT|NEU|SIN|IND//det//49 komplicerat//PC|PRF|NEU|SIN|IND|NOM//xcomp//45 som//HP|-|-|-//obj//53 man//PN|UTR|SIN|IND|SUB//nsubj//53 måste//VB|PRS|AKT//aux//53 kunna//VB|INF|AKT//acl:relcl//49 för//PP//mark//56 att//IE//mark//56 hänga//VB|INF|AKT//advcl//53 med//PL//compound:prt//56 i//PP//case//60 samhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//60 utveckling//NN|UTR|SIN|IND|NOM//obl//56 ,//MID//punct//69 men//KN//cc//69 inte//AB//advmod//69 alltid//AB//advmod//69 som//KN//case//67 något//PN|NEU|SIN|IND|SUB/OBJ//det//67 man//PN|UTR|SIN|IND|SUB//nsubj//69 själv//JJ|POS|UTR|SIN|IND|NOM//amod//67 har//VB|PRS|AKT//conj//4 kontroll//NN|UTR|SIN|IND|NOM//obj//69 över//PP//advmod//69 .//MAD//punct//4
Vad kan IT vara?;Därigenom//AB//punct//4 får//VB|PRS|AKT//parataxis//4 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//74 som//HP|-|-|-//nsubj//77 bor//VB|PRS|AKT//acl:relcl//75 på//PP//case//81 de//DT|UTR/NEU|PLU|DEF//det//81 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//81 platserna//NN|UTR|PLU|DEF|NOM//nmod//83 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//83 bilder//NN|UTR|PLU|IND|NOM//obj//77 av//PP//case//85 IT//NN|AN//nmod//83 och//KN//cc//88 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//88 användningsområden//NN|NEU|PLU|IND|NOM//conj//85 .//MAD//punct//4
Vad kan IT vara?;Förståelsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//97 för//PP//advmod//90 och//KN//cc//93 användningen//NN|UTR|SIN|DEF|NOM//conj//90 av//PP//case//95 IT//NN|AN//nmod//93 ,//MID//punct//90 utvecklas//VB|PRS|SFO//parataxis//4 inom//PP//case//102 ramen//NN|UTR|SIN|DEF|NOM//fixed//98 för//PP//case//102 olika//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//102 PoLO//PM|NOM//obl//97 och//KN//cc//104 varierar//VB|PRS|AKT//conj//97 därför//AB//advmod//104 .//MAD//punct//4

