11 Regleringar och regleringsmyndigheter ;Branscher//NN|UTR|PLU|IND|NOM//nsubj//5 och//KN//cc//3 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 företag//NN|NEU|PLU|IND|NOM//conj//0 är//VB|PRS|AKT//cop//5 föremål//NN|NEU|PLU|IND|NOM//ROOT//5 för//PP//case//10 en//DT|UTR|SIN|IND//det//8 mängd//NN|UTR|SIN|IND|NOM//nmod//10 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 regleringar//NN|UTR|PLU|IND|NOM//nmod//5 .//MAD//punct//5
12 Den statliga ägarstyrningen;I//PP//case//53 exemplet//NN|NEU|SIN|DEF|NOM//nmod//54 SJ//PM|NOM//obl//4 AB//NN|AN//flat:name//54 borde//VB|PRT|AKT//aux//61 en//DT|UTR|SIN|IND//det//59 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//59 öppenhet//NN|UTR|SIN|IND|NOM//nsubj//61 åtminstone//AB//advmod//61 innebära//VB|INF|AKT//conj//4 att//SN//mark//66 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//66 i//PP//case//65 årsredovisningen//NN|UTR|SIN|DEF|NOM//obl//66 går//VB|PRS|AKT//ccomp//61 att//IE//mark//68 utröna//VB|INF|AKT//advcl//66 ://MAD//punct//4
12 Den statliga ägarstyrningen;•//PP//mark//5 vilka//HD|UTR/NEU|PLU|IND//det//2 mål//NN|NEU|PLU|IND|NOM//nmod//3 ägaren//NN|UTR|SIN|DEF|NOM//nsubj//5 har//VB|PRS|AKT//aux//5 gett//VB|SUP|AKT//ROOT//5 SJ//PM|NOM//obj//5 AB//PM|NOM//flat//6 för//PP//case//11 de//DT|UTR/NEU|PLU|DEF//det//11 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 huvudgrenarna//NN|UTR|PLU|DEF|NOM//obl//5 av//PP//case//13 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//11 (//PAD//punct//11 egentrafik//NN|UTR|SIN|IND|NOM//appos//11 och//KN//cc//17 upphandlad//PC|PRF|UTR|SIN|IND|NOM//conj//15 trafik//NN|UTR|SIN|IND|NOM//conj//15 )//PAD//punct//5
12 Den statliga ägarstyrningen;•//NN|UTR|SIN|IND|NOM//mark//3 hur//HA//advmod//3 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//3 gått//VB|SUP|AKT//ROOT//3 i//PP//case//6 respektive//AB//amod//6 verksamhetsgren//NN|UTR|SIN|IND|NOM//obl//3 .//MAD//punct//3
12 Den statliga ägarstyrningen;Några//DT|UTR/NEU|PLU|IND//det//2 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//2 mål//NN|NEU|PLU|IND|NOM//nsubj//3 finns//VB|PRS|SFO//ROOT//3 dock//AB//advmod//3 inte//AB//advmod//3 och//KN//cc//8 resultaten//NN|NEU|PLU|DEF|NOM//nsubj:pass//8 särredovisas//VB|PRS|SFO//conj//3 inte//AB//advmod//8 .//MAD//punct//3
12 Den statliga ägarstyrningen;Riksdagens//NN|UTR|SIN|DEF|GEN//nmod:poss//12 revisorers//NN|UTR|PLU|IND|GEN//nmod:poss//13 granskning//NN|UTR|SIN|IND|NOM//nsubj//14 visar//VB|PRS|AKT//parataxis//3 även//AB//advmod//14 på//PP//case//18 fortsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//18 brister//NN|UTR|PLU|IND|NOM//obl//14 i//PP//case//21 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//21 uppföljning//NN|UTR|SIN|IND|NOM//nmod//18 av//PP//case//24 bolagens//NN|NEU|PLU|DEF|GEN//nmod:poss//24 verksamhet//NN|UTR|SIN|IND|NOM//nmod//21 .//MAD//punct//3
12 Den statliga ägarstyrningen;De//DT|UTR/NEU|PLU|DEF//det//27 riktlinjer//NN|UTR|PLU|IND|NOM//parataxis//3 och//KN//cc//29 krav//NN|NEU|PLU|IND|NOM//conj//27 som//HP|-|-|-//obl//32 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//32 ställer//VB|PRS|AKT//acl:relcl//29 på//PP//case//34 bolagen//NN|NEU|PLU|DEF|NOM//obl//32 bör//VB|PRS|AKT//aux//40 ,//MID//punct//38 enligt//PP//case//38 revisorerna//NN|UTR|PLU|DEF|NOM//obl//40 ,//MID//punct//38 följas//VB|INF|SFO//conj//3 upp//PL//compound:prt//40 bättre//AB|KOM//advmod//40 av//PP//case//44 regeringen//NN|UTR|SIN|DEF|NOM//obl:agent//40 .//MAD//punct//3
12 Den statliga ägarstyrningen;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//47 gäller//VB|PRS|AKT//parataxis//3 inom//PP//case//52 en//DT|UTR|SIN|IND//det//50 rad//NN|UTR|SIN|IND|NOM//nmod//52 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 områden//NN|NEU|PLU|IND|NOM//obl//47 ,//MID//punct//52 t.ex.//AB|AN//advmod//56 styrelsernas//NN|UTR|PLU|DEF|GEN//nmod:poss//56 arbete//NN|NEU|SIN|IND|NOM//appos//52 ,//MID//punct//52 utbytet//NN|NEU|SIN|DEF|NOM//obj//47 med//PP//case//60 revisorerna//NN|UTR|PLU|DEF|NOM//nmod//58 i//PP//case//62 bolagen//NN|NEU|PLU|DEF|NOM//nmod//60 samt//KN//cc//64 bolagsledningarnas//NN|UTR|PLU|DEF|GEN//conj//47 löner//NN|UTR|PLU|IND|NOM//obj//64 och//KN//cc//67 ersättningar//NN|UTR|PLU|IND|NOM//conj//65 .//MAD//punct//47
12 Den statliga ägarstyrningen;Revisorerna//NN|UTR|PLU|DEF|NOM//nsubj//70 anser//VB|PRS|AKT//conj//3 dess//PS|UTR/NEU|SIN/PLU|DEF//obj//70 –//RG|NOM//punct//86 utom//PP//mark//86 att//SN//mark//86 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//76 information//NN|UTR|SIN|IND|NOM//nsubj:pass//86 till//PP//case//78 riksdagen//NN|UTR|SIN|DEF|NOM//nmod//76 om//PP//case//81 bolagens//NN|NEU|PLU|DEF|GEN//nmod:poss//81 verksamhet//NN|UTR|SIN|IND|NOM//nmod//76 och//KN//cc//86 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//84 resultat//NN|NEU|PLU|IND|NOM//nsubj:pass//86 behöver//VB|PRS|AKT//aux//86 förbättras//VB|INF|SFO//advcl//70 .//MAD//punct//3
12 Den statliga ägarstyrningen;Granskningen//NN|UTR|SIN|DEF|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 vidare//AB|KOM//advmod//3 visat//VB|SUP|AKT//ROOT//3 att//SN//mark//7 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//7 fortfarande//AB//advmod//7 brister//NN|UTR|PLU|IND|NOM//ccomp//3 i//PP//case//9 uppföljningen//NN|UTR|SIN|DEF|NOM//nmod//7 av//PP//case//13 bolagens//NN|NEU|PLU|DEF|GEN//nmod:poss//13 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 mål//NN|NEU|PLU|IND|NOM//nmod//9 och//KN//cc//15 verksamhetsmål//NN|NEU|PLU|IND|NOM//conj//13 .//MAD//punct//3
12 Den statliga ägarstyrningen;Regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//18 riktlinjer//NN|UTR|PLU|IND|NOM//nsubj//26 för//PP//case//23 den//DT|UTR|SIN|DEF//det//21 externa//JJ|POS|UTR/NEU|SIN|DEF|NOM//nmod:poss//23 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//23 rapporteringen//NN|UTR|SIN|DEF|NOM//nmod//18 från//PP//case//25 bolagen//NN|NEU|PLU|DEF|NOM//nmod//23 får//VB|PRS|AKT//advcl//3 ,//MID//punct//26 enligt//PP//case//29 revisorerna//NN|UTR|PLU|DEF|NOM//obl//32 ,//MID//punct//32 inte//AB//advmod//32 ersätta//VB|INF|AKT//advcl//26 mer//AB|KOM//advmod//34 konkreta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 krav//NN|NEU|PLU|IND|NOM//obj//32 formulerade//VB|PRT|AKT//conj//26 direkt//AB|POS//advmod//36 till//PP//case//39 bolagen//NN|NEU|PLU|DEF|NOM//obl//36 .//MAD//punct//3
12 Den statliga ägarstyrningen;Den//DT|UTR|SIN|DEF//det//2 årliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 redogörelsen//NN|UTR|SIN|DEF|NOM//nsubj//15 för//PP//case//5 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 företag//NN|NEU|PLU|IND|NOM//nmod//2 som//HP|-|-|-//obj//8 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//8 lämnar//VB|PRS|AKT//acl:relcl//5 till//PP//case//10 riksdagen//NN|UTR|SIN|DEF|NOM//obl//8 är//VB|PRS|AKT//cop//15 ett//DT|NEU|SIN|IND//det//15 mycket//AB|POS//advmod//14 viktigt//JJ|POS|NEU|SIN|IND|NOM//amod//15 dokument//NN|NEU|SIN|IND|NOM//nsubj:pass//42 för//PP//case//17 insyn//NN|UTR|SIN|IND|NOM//nmod//15 och//KN//cc//19 öppenhet//NN|UTR|SIN|IND|NOM//conj//17 i//PP//case//21 förvaltningen//NN|UTR|SIN|DEF|NOM//nmod//19 av//PP//case//23 bolagen//NN|NEU|PLU|DEF|NOM//nmod//21 .//MAD//punct//15
12 Den statliga ägarstyrningen;Respektive//AB//cc//27 bolags//NN|NEU|SIN|IND|GEN//nmod:poss//27 mål//NN|NEU|SIN|IND|NOM//appos//15 och//KN//cc//29 verksamhet//NN|UTR|SIN|IND|NOM//conj//27 samt//KN//cc//31 måluppfyllelse//NN|UTR|SIN|IND|NOM//conj//27 och//KN//cc//35 den//DT|UTR|SIN|DEF//det//35 finansiella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//35 situationen//NN|UTR|SIN|DEF|NOM//conj//27 bör//VB|PRS|AKT//aux//42 därför//AB//advmod//42 så//AB//advmod//39 långt//AB|POS//advmod//40 möjligt//JJ|POS|NEU|SIN|IND|NOM//advmod//42 också//AB//advmod//42 återfinnas//VB|INF|SFO//ROOT//42 i//PP//case//44 dokumentet//NN|NEU|SIN|DEF|NOM//obl//42 .//MAD//punct//42
12 Den statliga ägarstyrningen;Dokumentet//NN|NEU|SIN|DEF|NOM//nsubj:pass//48 har//VB|PRS|AKT//aux//48 utvecklats//VB|SUP|SFO//parataxis//42 men//KN//cc//63 de//DT|UTR/NEU|PLU|DEF//det//51 brister//NN|UTR|PLU|IND|NOM//nsubj:pass//63 som//HP|-|-|-//nsubj:pass//53 uppmärksammats//VB|SUP|SFO//acl:relcl//51 i//PP//case//56 revisorernas//NN|UTR|PLU|DEF|GEN//nmod:poss//56 rapport//NN|UTR|SIN|IND|NOM//obl//53 bör//VB|PRS|AKT//aux//63 ,//MID//punct//63 enligt//PP//case//60 revisorerna//NN|UTR|PLU|DEF|NOM//obl//63 ,//MID//punct//63 snarast//AB|SUV//advmod//63 åtgärdas//VB|INF|SFO//conj//48 .//MAD//punct//48
12 Den statliga ägarstyrningen;Kvaliteten//NN|UTR|SIN|DEF|NOM//nsubj//68 i//PP//case//67 redovisningen//NN|UTR|SIN|DEF|NOM//nmod//65 varierar//VB|PRS|AKT//parataxis//48 stort//AB//advmod//68 ,//MID//punct//68 främst//AB|SUV//advmod//68 när//HA//case//75 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//72 gäller//VB|PRS|AKT//fixed//72 utvärdering//NN|UTR|SIN|IND|NOM//obl//68 av//PP//case//75 och//KN//cc//78 redovisning//NN|UTR|SIN|IND|NOM//conj//75 av//PP//case//80 måluppfyllelse//NN|UTR|SIN|IND|NOM//nmod//78 för//PP//case//84 bolagens//NN|NEU|PLU|DEF|GEN//nmod:poss//84 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//84 verksamheter//NN|UTR|PLU|IND|NOM//nmod//80 .//MAD//punct//68
12 Den statliga ägarstyrningen;För//PP//mark//88 att//IE//mark//88 möjliggöra//VB|INF|AKT//advcl//95 jämförelser//NN|UTR|PLU|IND|NOM//obj//88 måste//VB|PRS|AKT//aux//95 redovisningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//95 under//PP//case//94 respektive//AB//amod//94 bolag//NN|NEU|SIN|IND|NOM//nmod//91 göras//VB|INF|SFO//advcl//68 mer//AB|KOM//advmod//97 likartad//PC|PRF|UTR|SIN|IND|NOM//xcomp//95 .//MAD//punct//68
12 Den statliga ägarstyrningen;Rubriksättningen//NN|UTR|SIN|DEF|NOM//nsubj//105 i//PP//case//101 dokumentet//NN|NEU|SIN|DEF|NOM//nmod//99 är//VB|PRS|AKT//cop//105 t.ex.//AB|AN//advmod//105 inte//AB//advmod//105 konsekvent//AB|POS//advcl//68 ,//MID//punct//108 och//KN//cc//108 utdelningskrav//NN|UTR|SIN|IND|NOM//nsubj:pass//111 eller//KN//cc//110 utdelningspolicy//NN|UTR|SIN|IND|NOM//conj//108 redovisas//VB|PRS|SFO//conj//68 inte//AB//advmod//111 för//PP//case//115 alla//DT|UTR/NEU|PLU|IND/DEF//det//115 bolag//NN|NEU|PLU|IND|NOM//obl//111 med//PP//case//117 marknadskrav//NN|NEU|PLU|IND|NOM//nmod//115 .//MAD//punct//48
12 Den statliga ägarstyrningen;Revisorerna//NN|UTR|PLU|DEF|NOM//nsubj//1 anser//VB|PRS|AKT//ROOT//1 därtill//AB//advmod//1 att//SN//mark//6 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//6 är//VB|PRS|AKT//cop//6 viktigt//JJ|POS|NEU|SIN|IND|NOM//ccomp//1 att//SN//mark//18 de//DT|UTR/NEU|PLU|DEF//det//9 bolag//NN|NEU|PLU|IND|NOM//nsubj//18 som//HP|-|-|-//nsubj:pass//11 berörs//VB|PRS|SFO//acl:relcl//9 av//PP//case//13 EU//PM|NOM//obl:agent//11 ://MID//punct//13 s//NN|AN//case//17 s.k.//AB|AN//amod//17 transparensdirektiv//NN|NEU|SIN|IND|NOM//obl//18 utformar//VB|PRS|AKT//csubj//6 sin//PS|UTR|SIN|DEF//nmod:poss//20 redovisning//NN|UTR|SIN|IND|NOM//obj//18 enligt//PP//case//23 direktivets//NN|NEU|SIN|DEF|GEN//nmod:poss//23 regler//NN|UTR|PLU|IND|NOM//obl//18 .//MAD//punct//1
12 Den statliga ägarstyrningen;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//27 bör//VB|PRS|AKT//aux//27 ankomma//VB|INF|AKT//conj//1 på//PP//case//29 regeringen//NN|UTR|SIN|DEF|NOM//obl//27 att//IE//mark//31 följa//VB|INF|AKT//advcl//27 upp//PL//compound:prt//31 och//KN//cc//34 bevaka//VB|INF|AKT//conj//31 att//SN//mark//39 de//DT|UTR/NEU|PLU|DEF//det//38 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 bolagen//NN|NEU|PLU|DEF|NOM//nsubj//39 följer//VB|PRS|AKT//ccomp//34 direktivet//NN|NEU|SIN|DEF|NOM//obj//39 .//MAD//punct//27
12 Den statliga ägarstyrningen;12.4.9//RG|NOM//nummod//43 Brandingers//PM|GEN//nmod:poss//44 slutsatser//NN|UTR|PLU|IND|NOM//obl//27
12 Den statliga ägarstyrningen;Brandinger//PM|NOM//nsubj//4 (//PAD//punct//0 2004//RG|NOM//nummod//0 )//PAD//punct//0 redovisar//VB|PRS|AKT//ROOT//4 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//6 slutsatser//NN|UTR|PLU|IND|NOM//obj//4 av//PP//case//9 sin//PS|UTR|SIN|DEF//nmod:poss//9 genomgång//NN|UTR|SIN|IND|NOM//nmod//6 av//PP//case//12 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//12 uppdrag//NN|NEU|SIN|IND|NOM//nmod//9 till//PP//case//14 bolagen//NN|NEU|PLU|DEF|NOM//nmod//12 .//MAD//punct//4
12 Den statliga ägarstyrningen;Här//AB//advmod//17 nedan//AB//advmod//18 följer//VB|PRS|AKT//conj//4 en//DT|UTR|SIN|IND//det//20 genomgång//NN|UTR|SIN|IND|NOM//obj//18 av//PP//case//22 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nmod//20 .//MAD//punct//4
12 Den statliga ägarstyrningen;Styrelsen//NN|UTR|SIN|DEF|NOM//nsubj//45 ,//MID//punct//0 den//DT|UTR|SIN|DEF//det//4 operativa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 ledningen//NN|UTR|SIN|DEF|NOM//nsubj//9 och//KN//cc//6 medarbetarna//NN|UTR|PLU|DEF|NOM//conj//4 skulle//VB|PRT|AKT//aux//9 kunna//VB|INF|AKT//aux//9 göra//VB|INF|AKT//parataxis//0 ett//DT|NEU|SIN|IND//det//12 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 arbete//NN|NEU|SIN|IND|NOM//obj//9 om//SN//mark//15 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//15 fick//VB|PRT|AKT//advcl//9 tydliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 och//KN//cc//18 mätbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//16 mål//NN|NEU|PLU|IND|NOM//obj//15 för//PP//case//22 de//DT|UTR/NEU|PLU|DEF//det//22 delar//NN|UTR|PLU|IND|NOM//obl//15 av//PP//case//24 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//22 som//HP|-|-|-//nsubj//28 är//VB|PRS|AKT//cop//28 helt//AB|POS//advmod//28 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//24 .//MAD//punct//0
12 Den statliga ägarstyrningen;Allmänheten//NN|UTR|SIN|DEF|NOM//appos//0 som//HP|-|-|-//nsubj//34 dels//KN//advmod//34 ytterst//AB|SUV//advmod//34 äger//VB|PRS|AKT//acl:relcl//30 dessa//DT|UTR/NEU|PLU|DEF//det//36 företag//NN|NEU|PLU|IND|NOM//obj//34 ,//MID//punct//41 dels//KN//advmod//41 är//VB|PRS|AKT//cop//41 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//41 kunder//NN|UTR|PLU|IND|NOM//conj//0 ,//MID//punct//0 skulle//VB|PRT|AKT//aux//45 därmed//AB//advmod//45 få//VB|INF|AKT//ROOT//45 en//DT|UTR|SIN|IND//det//47 chans//NN|UTR|SIN|IND|NOM//obj//45 att//IE//mark//50 bättre//AB|KOM//advmod//50 förstå//VB|INF|AKT//acl//47 under//PP//mark//55 vilka//HD|UTR/NEU|PLU|IND//det//53 förutsättningar//NN|UTR|PLU|IND|NOM//obj//55 bolagen//NN|NEU|PLU|DEF|NOM//nsubj//55 arbetar//VB|PRS|AKT//advcl//50 .//MAD//punct//45
12 Den statliga ägarstyrningen;Förtroendet//NN|NEU|SIN|DEF|NOM//nsubj:pass//6 för//PP//case//3 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//3 affärsverksamhet//NN|UTR|SIN|IND|NOM//nmod//0 skulle//VB|PRT|AKT//aux//6 troligen//AB//advmod//6 gagnas//VB|INF|SFO//ROOT//6 av//PP//case//8 följande//NN|NEU|SIN|IND|NOM//obl:agent//6 ://MAD//punct//6
12 Den statliga ägarstyrningen;•//NN|UTR|SIN|IND|NOM//mark//11 att//SN//mark//11 de//DT|UTR/NEU|PLU|DEF//det//4 uttalade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//4 målsättningarna//NN|UTR|PLU|DEF|NOM//nsubj//11 om//PP//case//6 öppenhet//NN|UTR|SIN|IND|NOM//nmod//4 i//PP//case//8 informationen//NN|UTR|SIN|DEF|NOM//nmod//6 till//PP//case//10 medborgarna//NN|UTR|PLU|DEF|NOM//nmod//8 satte//VB|PRT|AKT//ROOT//11 tydliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 spår//NN|NEU|PLU|IND|NOM//obj//11 i//PP//case//16 det//DT|NEU|SIN|DEF//det//16 material//NN|NEU|SIN|IND|NOM//obl//11 som//HP|-|-|-//nsubj//19 faktiskt//AB|POS//advmod//19 står//VB|PRS|AKT//acl:relcl//16 till//PP//case//22 medborgarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//22 förfogande//NN|NEU|SIN|IND|NOM//obl//19
12 Den statliga ägarstyrningen;•//NN|UTR|SIN|IND|NOM//ROOT//0 att//SN//mark//18 de//DT|UTR/NEU|PLU|DEF//det//4 talrika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 fallen//NN|NEU|PLU|DEF|NOM//nsubj//18 av//PP//case//7 blandade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//7 verksamheter//NN|UTR|PLU|IND|NOM//nmod//4 (//PAD//punct//7 cost//UO//nmod//10 centers//UO//appos//7  //_SP////10 i//PP//case//13 kombination//NN|UTR|SIN|IND|NOM//nmod//7 med//PP//case//16 profit//UO//nmod//16 centers//UO//nmod//13 )//PAD//punct//4 fick//VB|PRT|AKT//dep//0 tydligt//AB|POS//advmod//20 formulerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//21 uppdrag//NN|NEU|PLU|IND|NOM//obj//18 för//PP//case//24 respektive//AB//cc//24 uppdragsavsnitt//NN|UTR|SIN|IND|NOM//amod//27 och//KN//cc//26 kvantifierade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//24 mål//NN|NEU|PLU|IND|NOM//obl//18 för//PP//case//30 respektive//AB//amod//30 avsnitt//NN|NEU|SIN|IND|NOM//obl//18 ,//MID//punct//18 eftersom//SN//mark//36 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//36 omöjligen//AB//advmod//36 kan//VB|PRS|AKT//aux//36 ha//VB|INF|AKT//advcl//18 samma//DT|UTR/NEU|SIN/PLU|IND//det//38 mål//NN|NEU|SIN|IND|NOM//obj//36 .//MAD//punct//0
12 Den statliga ägarstyrningen;Vad//HP|NEU|SIN|IND//nsubj//1 gäller//VB|PRS|AKT//advcl//6 förändringar//NN|UTR|PLU|IND|NOM//obj//1 av//PP//case//5 finansiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 mål//NN|NEU|PLU|IND|NOM//nmod//2 pekar//VB|PRS|AKT//ROOT//6 Brandinger//PM|NOM//nsubj//6 på//PP//case//9 följande//NN|NEU|SIN|IND|NOM//obl//6 ://MAD//punct//6
12 Den statliga ägarstyrningen;•//NN|UTR|SIN|IND|NOM//obl//1 Skilj//VB|IMP|AKT//ROOT//1 ut//PL//compound:prt//1 de//DT|UTR/NEU|PLU|DEF//det//4 delar//NN|UTR|PLU|IND|NOM//obj//1 som//HP|-|-|-//nsubj//6 har//VB|PRS|AKT//acl:relcl//4 lönsamhet//NN|UTR|SIN|IND|NOM//obj//6 som//KN//mark//9 mål//NN|NEU|SIN|IND|NOM//obl//6 och//KN//cc//11 mät//VB|IMP|AKT//conj//6 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//13 prestation//NN|UTR|SIN|IND|NOM//obj//11 i//PP//case//15 räntabilitetsmått//NN|NEU|PLU|IND|NOM//obl//11 .//MAD//punct//1
12 Den statliga ägarstyrningen;•//NN|UTR|SIN|IND|NOM//nsubj//1 Peka//VB|IMP|AKT//ROOT//1 ut//PL//compound:prt//1 de//DT|UTR/NEU|PLU|DEF//det//4 avsnitt//NN|NEU|PLU|IND|NOM//obj//1 som//HP|-|-|-//nsubj//18 inte//AB//advmod//18 alls//AB//advmod//6 eller//KN//cc//13 i//PP//case//11 begränsad//PC|PRF|UTR|SIN|IND|NOM//amod//11 omfattning//NN|UTR|SIN|IND|NOM//obl//13 kan//VB|PRS|AKT//aux//13 påverka//VB|INF|AKT//conj//7 intäkter//NN|UTR|PLU|IND|NOM//obj//13 eller//KN//cc//16 kapitalanvändning//NN|UTR|SIN|IND|NOM//conj//14 och//KN//cc//18 ge//VB|INF|AKT//acl:relcl//4 dessa//DT|UTR/NEU|PLU|DEF//det//20 delar//NN|UTR|PLU|IND|NOM//obj//18 av//PP//case//22 verksamheterna//NN|UTR|PLU|DEF|NOM//nmod//20 ett//DT|NEU|SIN|IND//det//25  //_SP////23 cost//UO//obj//18  //_SP////25 center-uppdrag//NN|NEU|PLU|IND|NOM//conj//25 och//KN//cc//29 mät//VB|IMP|AKT//conj//18 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//29 med//PP//case//32 kostnadseffektivitet//NN|UTR|SIN|IND|NOM//obl//29 .//MAD//punct//1
12 Den statliga ägarstyrningen;Vad//HP|NEU|SIN|IND//nsubj//1 gäller//VB|PRS|AKT//advcl//4 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 mål//NN|NEU|PLU|IND|NOM//obj//1 föreslår//VB|PRS|AKT//ROOT//4 Brandinger//PM|NOM//nsubj//4 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//4 ://MAD//punct//4
12 Den statliga ägarstyrningen;•//NN|UTR|SIN|IND|NOM//punct//1 Formulera//VB|INF|AKT//ROOT//1 tydliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 och//KN//cc//4 mätbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//2 mål//NN|NEU|PLU|IND|NOM//obj//1 och//KN//cc//7 offentliggör//VB|PRS|AKT//conj//1 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//7 .//MAD//punct//1
12 Den statliga ägarstyrningen;•//NN|UTR|SIN|IND|NOM//discourse//13 Eftersom//SN//mark//7 dessa//DT|UTR/NEU|PLU|DEF//det//3 mål//NN|NEU|PLU|IND|NOM//nsubj//7 oftast//AB|SUV//advmod//7 är//VB|PRS|AKT//cop//7 lika//AB//advmod//7 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advcl//13 som//KN//case//10 de//DT|UTR/NEU|PLU|DEF//det//10 finansiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//7 ska//VB|PRS|AKT//aux//13 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//13 finnas//VB|INF|SFO//ROOT//13 med//PL//compound:prt//13 i//PP//case//16 utvärderingen//NN|UTR|SIN|DEF|NOM//obl//13 av//PP//case//18 företagen//NN|NEU|PLU|DEF|NOM//nmod//16 .//MAD//punct//13
12 Den statliga ägarstyrningen;12.5//RG|NOM//nummod//21 Konkurrensaspekter//NN|UTR|PLU|IND|NOM//appos//13
12 Den statliga ägarstyrningen;Statskontoret//NN|NEU|SIN|DEF|NOM//nsubj//5 (//PAD//punct//0 2002//RG|NOM//nummod//0 )//PAD//punct//0 har//VB|PRS|AKT//aux//5 genomfört//VB|SUP|AKT//ROOT//5 en//DT|UTR|SIN|IND//det//7 förstudie//NN|UTR|SIN|IND|NOM//obj//5 som//HP|-|-|-//nsubj//9 syftar//VB|PRS|AKT//acl:relcl//7 till//PP//mark//12 att//IE//mark//12 vidareutveckla//VB|INF|AKT//advcl//9 den//DT|UTR|SIN|DEF//det//15 statliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 ägarpolitiken//NN|UTR|SIN|DEF|NOM//obj//12 .//MAD//punct//5
