Till statsrådet Lars-Erik Lövdén ;Genom//PP//case//1 beslut//NN|NEU|SIN|IND|NOM//obl//6 den//DT|UTR|SIN|DEF//det//4 12//RG|NOM//nummod//4 november//NN|UTR|SIN|IND|NOM//obl//6 1998//RG|NOM//nummod//4 bemyndigade//VB|PRT|AKT//ROOT//6 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//6 chefen//NN|UTR|SIN|DEF|NOM//obj//6 för//PP//case//10 Inrikesdepartementet//NN|NEU|SIN|DEF|NOM//nmod//8 ,//MID//punct//6 statsrådet//NN|NEU|SIN|DEF|NOM//appos//6 Engqvist//PM|NOM//flat//12 ,//MID//punct//12 att//IE//mark//16 tillkalla//VB|INF|AKT//acl//12 en//DT|UTR|SIN|IND//det//19 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//19 utredare//NN|UTR|SIN|IND|NOM//obj//16 för//PP//mark//22 att//IE//mark//22 göra//VB|INF|AKT//advcl//16 en//DT|UTR|SIN|IND//det//24 översyn//NN|UTR|SIN|IND|NOM//obj//22 av//PP//case//27 Fastighetsmäklarnämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 tillsyn//NN|UTR|SIN|IND|NOM//nmod//24 över//PP//case//29 fastighetsmäklare//NN|UTR|PLU|IND|NOM//nmod//27 .//MAD//punct//6
8.2 Effektivare ledning i statliga myndigheter;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//62 sade//VB|PRT|AKT//parataxis//44 också//AB//advmod//62 att//SN//mark//71 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//66 beslutsfunktioner//NN|UTR|PLU|IND|NOM//nsubj:pass//71 inom//PP//case//69 vanliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//69 förvaltningsmyndigheter//NN|UTR|PLU|IND|NOM//nmod//66 bör//VB|PRS|AKT//aux//71 användas//VB|INF|SFO//ccomp//62 i//PP//advmod//71 stället//NN|NEU|SIN|DEF|NOM//fixed//72 för//PP//fixed//72 nämndmyndighetsformen//NN|UTR|SIN|DEF|NOM//fixed//72 när//HA//mark//79 så//AB//advmod//79 är//VB|PRS|AKT//cop//79 möjligt//JJ|POS|NEU|SIN|IND|NOM//advcl//71 samt//KN//cc//91 att//SN//mark//91 tydligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//83 former//NN|UTR|PLU|IND|NOM//nsubj:pass//91 för//PP//case//85 styrning//NN|UTR|SIN|IND|NOM//nmod//83 ,//MID//punct//87 finansiering//NN|UTR|SIN|IND|NOM//conj//85 och//KN//cc//89 kanslistöd//NN|NEU|SIN|IND|NOM//conj//85 behöver//VB|PRS|AKT//aux//91 skapas//VB|INF|SFO//conj//79 .//MAD//punct//2
8.2 Effektivare ledning i statliga myndigheter;Vidare//AB|KOM//advmod//1 anses//VB|PRS|SFO//ROOT//1 att//SN//mark//11 en//DT|UTR|SIN|IND//det//5 generell//JJ|POS|UTR|SIN|IND|NOM//amod//5 översyn//NN|UTR|SIN|IND|NOM//nsubj:pass//11 av//PP//case//9 den//DT|UTR|SIN|DEF//det//9 statliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//9 tillsynen//NN|UTR|SIN|DEF|NOM//nmod//5 bör//VB|PRS|AKT//aux//11 genomföras//VB|INF|SFO//ccomp//1 i//PP//case//17 enlighet//NN|UTR|SIN|IND|NOM//fixed//12 med//PP//fixed//12 Förvaltningspolitiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//16 kommissionens//NN|UTR|SIN|DEF|GEN//nmod:poss//17 förslag//NN|NEU|SIN|IND|NOM//obl//11 .//MAD//punct//1
8.2 Effektivare ledning i statliga myndigheter;En//DT|UTR|SIN|IND//det//21 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//21 översyn//NN|UTR|SIN|IND|NOM//nsubj//26 bör//VB|PRS|AKT//aux//26 i//PP//advmod//26 första//RO|NOM//fixed//23 hand//NN|UTR|SIN|IND|NOM//fixed//23 fokusera//VB|INF|AKT//parataxis//1 på//PP//case//33 ett//DT|NEU|SIN|IND//det//29 antal//NN|NEU|SIN|IND|NOM//nmod//33 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 och//KN//cc//32 generella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 frågor//NN|UTR|PLU|IND|NOM//obl//26 ,//MID//punct//33 t.ex.//AB|AN//advmod//36 definitionen//NN|UTR|SIN|DEF|NOM//appos//33 av//PP//case//39 begreppet//NN|NEU|SIN|DEF|NOM//nmod//39 tillsyn//NN|UTR|SIN|IND|NOM//nmod//36 i//PP//case//45 förhållande//NN|NEU|SIN|IND|NOM//fixed//40 till//PP//fixed//40 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 snarlika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 verksamheter//NN|UTR|PLU|IND|NOM//nmod//39 som//KN//mark//47 utvärdering//NN|UTR|SIN|IND|NOM//appos//45 ,//MID//punct//49 uppföljning//NN|UTR|SIN|IND|NOM//conj//47 ,//MID//punct//51 kontroll//NN|UTR|SIN|IND|NOM//conj//47 ,//MID//punct//53 information//NN|UTR|SIN|IND|NOM//conj//47 etc.//AB|AN//conj//47 ,//MID//punct//59 hur//HA//advmod//59 tillsynsuppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//59 bör//VB|PRS|AKT//aux//59 regleras//VB|INF|SFO//acl:relcl//33 ,//MID//punct//59 hur//HA//advmod//71 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//65 och//KN//cc//64 riksdagens//NN|UTR|SIN|DEF|GEN//conj//62 behov//NN|NEU|SIN|IND|NOM//nsubj:pass//71 av//PP//case//67 uppföljning//NN|UTR|SIN|IND|NOM//nmod//65 av//PP//case//69 tillsynen//NN|UTR|SIN|DEF|NOM//nmod//67 bör//VB|PRS|AKT//aux//71 utformas//VB|INF|SFO//ccomp//59 .//MAD//punct//1
8.2 Effektivare ledning i statliga myndigheter;Direktiv//NN|NEU|PLU|IND|NOM//nsubj:pass//1 för//PP//case//76 denna//DT|UTR|SIN|DEF//det//76 översyn//NN|UTR|SIN|IND|NOM//nmod//73 håller//VB|PRS|AKT//conj//1 för//PP//case//79 närvarande//NN|NEU|SIN|IND|NOM//advmod//77 på//PP//mark//82 att//IE//mark//82 utarbetas//VB|INF|SFO//advcl//77 av//PP//case//84 justitiedepartementet//NN|NEU|SIN|DEF|NOM//obl//82 .//MAD//punct//1
8.2 Effektivare ledning i statliga myndigheter;Ännu//AB//advmod//87 vet//VB|PRS|AKT//parataxis//1 man//PN|UTR|SIN|IND|SUB//nsubj//87 inte//AB//advmod//87 om//SN//mark//94 frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//94 kommer//VB|PRS|AKT//aux//94 att//IE//mark//94 belysas//VB|INF|SFO//ccomp//87 av//PP//case//97 en//DT|UTR|SIN|IND//det//97 utredning//NN|UTR|SIN|IND|NOM//obl//94 eller//KN//cc//101 på//PP//case//101 annat//JJ|POS|NEU|SIN|IND|NOM//amod//101 sätt//NN|NEU|SIN|IND|NOM//conj//97 .//MAD//punct//1

8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;I//PP//advmod//2 dag//NN|UTR|SIN|IND|NOM//fixed//0 finns//VB|PRS|SFO//ROOT//2 fyra//RG|NOM//nummod//5 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 ledningsformer//NN|UTR|PLU|IND|NOM//nsubj//2 för//PP//case//8 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 förvaltningsmyndigheter//NN|UTR|PLU|IND|NOM//obl//2 ://MID//punct//8
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;1//RG|NOM//nummod//2 .//MAD//punct//2
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;Enrådighetsverk//NN|NEU|SIN|IND|NOM//nsubj//2 med//PP//case//12 eller//KN//cc//16 utan//PP//case//16 insynsråd//NN|NEU|SIN|IND|NOM//nmod//17 2//RG|NOM//nmod//12 .//MAD//punct//12
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;Myndighet//NN|UTR|SIN|IND|NOM//conj//12 där//HA//advmod//23 ansvaret//NN|NEU|SIN|DEF|NOM//nsubj//23 är//VB|PRS|AKT//cop//23 delat//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//19 mellan//PP//case//25 styrelse//NN|UTR|SIN|IND|NOM//obl//23 och//KN//cc//27 myndighetschef//NN|UTR|SIN|IND|NOM//conj//25 3//RG|NOM//nummod//27 .//MAD//punct//19
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;Myndighet//NN|UTR|SIN|IND|NOM//conj//12 där//HA//advmod//30 styrelsen//NN|UTR|SIN|DEF|NOM//nsubj//33 har//VB|PRS|AKT//acl:relcl//30 fullt//JJ|POS|NEU|SIN|IND|NOM//amod//35 ansvar//NN|NEU|SIN|IND|NOM//obj//33 4//RG|NOM//obl//33 .//MAD//punct//30
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;Nämndmyndighet//NN|UTR|SIN|IND|NOM//conj//12 8.3.1//RG|NOM//nsubj//38 Enrådighetsverk//NN|NEU|PLU|IND|NOM//flat//39
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;I//PP//case//1 enrådighetsverk//NN|NEU|PLU|IND|NOM//obl//8 är//VB|PRS|AKT//cop//8 myndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 chef//NN|UTR|SIN|IND|NOM//nsubj//8 den//DT|UTR|SIN|DEF//det//8 högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//8 beslutande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 nivån//NN|UTR|SIN|DEF|NOM//ROOT//8 inom//PP//case//10 myndigheten//NN|UTR|SIN|DEF|NOM//nmod//8 och//KN//cc//12 den//PN|UTR|SIN|DEF|SUB/OBJ//conj//10 som//HP|-|-|-//nsubj//15 ensam//JJ|POS|UTR|SIN|IND|NOM//amod//15 avgör//VB|PRS|AKT//acl:relcl//12 ärendena//NN|NEU|PLU|DEF|NOM//obj//15 .//MAD//punct//8
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;I//PP//case//20 myndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//20 arbetsordning//NN|UTR|SIN|IND|NOM//obl//27 eller//KN//cc//24 i//PP//case//24 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//24 beslut//NN|NEU|PLU|IND|NOM//conj//20 kan//VB|PRS|AKT//aux//27 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//27 anges//VB|INF|SFO//parataxis//8 en//DT|UTR|SIN|IND//det//29 delegationsordning//NN|UTR|SIN|IND|NOM//nsubj:pass//27 där//HA//advmod//33 beslutanderätten//NN|UTR|SIN|DEF|NOM//nsubj:pass//33 kan//VB|PRS|AKT//aux//33 delegeras//VB|INF|SFO//acl:relcl//29 till//PP//case//36 annan//JJ|POS|UTR|SIN|IND|NOM//amod//36 tjänsteman//NN|UTR|SIN|IND|NOM//obl//33 .//MAD//punct//8
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;Till//PP//case//1 verket//NN|NEU|SIN|DEF|NOM//obl//3 kan//VB|PRS|AKT//aux//3 knytas//VB|INF|SFO//ROOT//3 ett//DT|NEU|SIN|IND//det//5 råd//NN|NEU|SIN|IND|NOM//nsubj:pass//3 med//PP//mark//9 av//PP//case//8 staten//NN|UTR|SIN|DEF|NOM//nmod//6 utsedda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//10 ledamöter//NN|UTR|PLU|IND|NOM//nmod//5 .//MID//punct//14
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;Rådets//NN|NEU|SIN|DEF|GEN//nmod:poss//13 uppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//14 regleras//VB|PRS|SFO//parataxis//3 i//PP//case//16 myndighetsinstruktionen//NN|UTR|SIN|DEF|NOM//obl//14 .//MAD//punct//3
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//20 kan//VB|PRS|AKT//aux//20 innebära//VB|INF|AKT//parataxis//3 att//SN//mark//24 myndighetschefen//NN|UTR|SIN|DEF|NOM//nsubj//24 skall//VB|PRS|AKT//aux//24 informera//VB|INF|AKT//ccomp//20 rådet//NN|NEU|SIN|DEF|NOM//obj//24 om//PP//case//27 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//25 och//KN//cc//30 att//IE//mark//30 ta//VB|INF|AKT//conj//24 emot//PL//compound:prt//30 råd//NN|NEU|PLU|IND|NOM//obj//30 om//PP//mark//37 hur//HA//advmod//37 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//37 skall//VB|PRS|AKT//aux//37 bedrivas//VB|INF|SFO//advcl//30 för//PP//mark//40 att//IE//mark//40 uppnå//VB|INF|AKT//advcl//37 effektivitet//NN|UTR|SIN|IND|NOM//obj//40 .//MAD//punct//20
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;Myndigheter//NN|UTR|PLU|IND|NOM//nsubj//52 som//HP|-|-|-//nsubj//46 är//VB|PRS|AKT//cop//46 organiserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//43 som//KN//case//48 enhetsråd//NN|NEU|SIN|IND|NOM//obl//46 är//VB|PRS|AKT//cop//52 bl.a.//AB|AN//advmod//52 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//52 skolverk//NN|NEU|SIN|IND|NOM//parataxis//20 ,//MID//punct//54 Elsäkerhetsverket//NN|NEU|SIN|DEF|NOM//conj//52 ,//MID//punct//52 och//KN//cc//57 Konkurrensverket//PM|NOM//conj//52 .//MAD//punct//52
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;Motiveringen//NN|UTR|SIN|DEF|NOM//conj//52 för//PP//mark//62 att//IE//mark//62 göra//VB|INF|AKT//acl//59 Konkurrensverket//PM|NOM//obj//62 till//PP//case//66 ett//DT|NEU|SIN|IND//det//66 enrådighetsverk//NN|NEU|SIN|IND|NOM//obl//62 var//VB|PRT|AKT//conj//52 att//SN//mark//72 tillämpningen//NN|UTR|SIN|DEF|NOM//nsubj//72 av//PP//case//71 konkurrenslagstiftningen//NN|UTR|SIN|DEF|NOM//nmod//69 kräver//VB|PRS|AKT//csubj//52 stor//JJ|POS|UTR|SIN|IND|NOM//amod//74 integritet//NN|UTR|SIN|IND|NOM//obj//72 och//KN//cc//81 att//SN//mark//81 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//81 därför//AB//advmod//81 måste//VB|PRS|AKT//aux//81 vara//VB|INF|AKT//cop//81 fri//JJ|POS|UTR|SIN|IND|NOM//conj//72 från//PP//case//83 styrning//NN|UTR|SIN|IND|NOM//obl//81 utifrån//AB//advmod//81 .//MAD//punct//20
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;Även//AB//advmod//1 mycket//AB|POS//advmod//2 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 myndigheter//NN|UTR|PLU|IND|NOM//nsubj//6 kan//VB|PRS|AKT//aux//6 vara//VB|INF|AKT//cop//6 enrådighetsverk//NN|NEU|PLU|IND|NOM//ROOT//6 .//MAD//punct//6
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;Exempel//NN|NEU|PLU|IND|NOM//parataxis//6 på//PP//case//11 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 myndigheter//NN|UTR|PLU|IND|NOM//nmod//8 som//HP|-|-|-//nsubj//14 är//VB|PRS|AKT//cop//14 enrådighetsverk//NN|NEU|PLU|IND|NOM//acl:relcl//11 är//VB|PRS|AKT//cop//16 Justitieombudsmännen//PM|NOM//conj//6 ,//MID//punct//18 Justitiekanslern//NN|UTR|SIN|DEF|NOM//conj//16 och//KN//cc//20 Handikappombudsmannen//NN|UTR|SIN|DEF|NOM//conj//16 .//MAD//punct//16
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;8.3.2//RG|NOM//nmod//23 Myndighet//NN|UTR|SIN|IND|NOM//conj//16 med//PP//case//25 styrelse//NN|UTR|SIN|IND|NOM//nmod//23
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;Avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//10 för//PP//mark//6 om//SN//mark//6 en//DT|UTR|SIN|IND//det//4 myndighet//NN|UTR|SIN|IND|NOM//nsubj//6 skall//VB|PRS|AKT//aux//6 ha//VB|INF|AKT//advcl//0 en//DT|UTR|SIN|IND//det//8 styrelse//NN|UTR|SIN|IND|NOM//obj//6 bör//VB|PRS|AKT//aux//10 vara//VB|INF|AKT//ROOT//10 om//SN//case//12 styrelseformen//NN|UTR|SIN|DEF|NOM//nsubj//14 är//VB|PRS|AKT//cop//14 effektiv//JJ|POS|UTR|SIN|IND|NOM//ccomp//10 för//PP//case//16 myndigheten//NN|UTR|SIN|DEF|NOM//obl//14 .//MAD//punct//14
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//21 skall//VB|PRS|AKT//aux//21 dessutom//AB//advmod//21 finna//VB|INF|AKT//parataxis//14 det//PN|NEU|SIN|DEF|SUB/OBJ//det//23 ändamålsenligt//AB|POS//obj//21 att//IE//mark//25 lägga//VB|INF|AKT//acl//23 ansvaret//NN|NEU|SIN|DEF|NOM//obj//25 på//PP//case//30 ett//DT|NEU|SIN|IND//det//30 kollektivt//JJ|POS|NEU|SIN|IND|NOM//amod//30 organ//NN|NEU|SIN|IND|NOM//obl//25 som//KN//case//33 en//DT|UTR|SIN|IND//det//33 styrelse//NN|UTR|SIN|IND|NOM//obl//25 i//PP//case//40 stället//NN|NEU|SIN|DEF|NOM//fixed//34 för//PP//fixed//34 på//PP//case//40 en//DT|UTR|SIN|IND//det//40 enrådig//JJ|POS|UTR|SIN|IND|NOM//amod//40 myndighetschef//NN|UTR|SIN|IND|NOM//obl//25 .//MAD//punct//21
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;Styrelseformen//NN|UTR|SIN|DEF|NOM//nsubj:pass//46 bör//VB|PRS|AKT//aux//46 kanske//AB//advmod//46 främst//AB|SUV//advmod//46 väljas//VB|INF|SFO//conj//21 för//PP//case//48 myndigheter//NN|UTR|PLU|IND|NOM//obl//46 som//HP|-|-|-//nsubj//50 arbetar//VB|PRS|AKT//acl:relcl//48 under//PP//case//53 affärsliknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//53 förhållanden//NN|NEU|PLU|IND|NOM//obl//50 eller//KN//cc//56 som//HP|-|-|-//nsubj//56 har//VB|PRS|AKT//conj//50 en//DT|UTR|SIN|IND//det//58 verksamhet//NN|UTR|SIN|IND|NOM//obj//56 som//HP|-|-|-//nsubj//60 innebär//VB|PRS|AKT//acl:relcl//58 ett//DT|NEU|SIN|IND//det//64 stort//JJ|POS|NEU|SIN|IND|NOM//amod//64 finansiellt//JJ|POS|NEU|SIN|IND|NOM//amod//64 ansvar//NN|NEU|SIN|IND|NOM//obj//60 .//MAD//punct//21
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;Vidare//AB|KOM//advmod//71 kan//VB|PRS|AKT//aux//71 denna//DT|UTR|SIN|DEF//det//69 form//NN|UTR|SIN|IND|NOM//nsubj//71 vara//VB|INF|AKT//cop//71 aktuell//JJ|POS|UTR|SIN|IND|NOM//conj//21 för//PP//case//73 myndigheter//NN|UTR|PLU|IND|NOM//obl//71 som//HP|-|-|-//nsubj//76 är//VB|PRS|AKT//cop//76 chefsmyndigheter//NN|UTR|PLU|IND|NOM//acl:relcl//73 för//PP//case//80 en//DT|UTR|SIN|IND//det//80 regional//JJ|POS|UTR|SIN|IND|NOM//amod//80 organisation//NN|UTR|SIN|IND|NOM//obl//76 .//MAD//punct//21
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;I//PP//case//84 de//DT|UTR/NEU|PLU|DEF//det//84 fall//NN|NEU|PLU|IND|NOM//obl//88 en//DT|UTR|SIN|IND//det//86 myndighet//NN|UTR|SIN|IND|NOM//nsubj//88 skall//VB|PRS|AKT//aux//88 ha//VB|INF|AKT//conj//21 en//DT|UTR|SIN|IND//det//90 styrelse//NN|UTR|SIN|IND|NOM//obj//88 skall//VB|PRS|AKT//aux//93 styrelsen//NN|UTR|SIN|DEF|NOM//nsubj//93 ha//VB|INF|AKT//conj//10 totalt//JJ|POS|NEU|SIN|IND|NOM//amod//95 ansvar//NN|NEU|SIN|IND|NOM//obj//93 för//PP//case//97 verksamheten//NN|UTR|SIN|DEF|NOM//obl//93 .//MAD//punct//10
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;Myndighetschefen//NN|UTR|SIN|DEF|NOM//nsubj//101 bör//VB|PRS|AKT//aux//101 ingå//VB|INF|AKT//parataxis//10 i//PP//case//103 styrelsen//NN|UTR|SIN|DEF|NOM//obl//101 och//KN//cc//105 normalt//AB|POS//conj//103 vara//VB|INF|AKT//cop//107 ordförande//NN|UTR|SIN|IND|NOM//conj//101 för//PP//case//109 styrelsen//NN|UTR|SIN|DEF|NOM//obl//107 .//MAD//punct//101
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;8.3.3//RG|NOM//parataxis//101 Nämndmyndigheter//NN|UTR|PLU|IND|NOM//nsubj//111
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//6 som//HP|-|-|-//nsubj//2 kännetecknar//VB|PRS|AKT//acl:relcl//0 en//DT|UTR|SIN|IND//det//4 nämndmyndighet//NN|UTR|SIN|IND|NOM//obj//2 är//VB|PRS|AKT//cop//6 ledningsformen//NN|UTR|SIN|DEF|NOM//ROOT//6 ,//MID//punct//10 ansvarsområdets//NN|NEU|SIN|DEF|GEN//nmod:poss//10 begränsande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 omfattning//NN|UTR|SIN|IND|NOM//conj//6 och//KN//cc//14 organisationens//NN|UTR|SIN|DEF|GEN//nmod:poss//14 ringa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 storlek//NN|UTR|SIN|IND|NOM//conj//6 .//MAD//punct//14
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;Med//PP//case//17 ledningsformen//NN|UTR|SIN|DEF|NOM//obl//18 menas//VB|PRS|SFO//conj//6 att//SN//mark//22 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//22 är//VB|PRS|AKT//cop//22 nämnden//NN|UTR|SIN|DEF|NOM//csubj//6 som//HP|-|-|-//nsubj//24 fattar//VB|PRS|AKT//acl:cleft//22 alla//DT|UTR/NEU|PLU|IND/DEF//det//26 beslut//NN|NEU|PLU|IND|NOM//obj//24 som//HP|-|-|-//nsubj//28 rör//VB|PRS|AKT//acl:relcl//26 myndigheten//NN|UTR|SIN|DEF|NOM//obj//28 .//MAD//punct//6
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;Nämnden//NN|UTR|SIN|DEF|NOM//nsubj//33 kan//VB|PRS|AKT//aux//33 delegera//VB|INF|AKT//parataxis//6 viss//JJ|POS|UTR|SIN|IND|NOM//amod//35 beslutsfattning//NN|UTR|SIN|IND|NOM//obj//33 till//PP//case//37 myndighetschefen//NN|UTR|SIN|DEF|NOM//obl//33 eller//KN//cc//39 annan//JJ|POS|UTR|SIN|IND|NOM//conj//37 tjänsteman//NN|UTR|SIN|IND|NOM//obj//33 .//MAD//punct//33
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;Om//SN//mark//2 man//PN|UTR|SIN|IND|SUB//nsubj//2 tittar//VB|PRS|AKT//advcl//5 på//PP//case//4 nämndmyndigheterna//NN|UTR|PLU|DEF|NOM//obl//2 finner//VB|PRS|AKT//ROOT//5 man//PN|UTR|SIN|IND|SUB//nsubj//5 att//SN//mark//14 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//14 inte//AB//advmod//14 egentligen//AB//advmod//14 är//VB|PRS|AKT//cop//14 en//DT|UTR|SIN|IND//det//14 enhetlig//JJ|POS|UTR|SIN|IND|NOM//amod//14 kategori//NN|UTR|SIN|IND|NOM//ccomp//5 .//MAD//punct//5
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//17 finns//VB|PRS|SFO//parataxis//5 nämndmyndigheter//NN|UTR|PLU|IND|NOM//nsubj//17 som//HP|-|-|-//nsubj:pass//20 bildats//VB|SUP|SFO//acl:relcl//18 för//PP//case//23 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 ändamål//NN|NEU|PLU|IND|NOM//obl//20 som//KN//nsubj//27 exempelvis//AB//advmod//27 att//IE//mark//27 lösa//VB|INF|AKT//acl:relcl//23 tvister//NN|UTR|PLU|IND|NOM//obj//27 mellan//PP//case//30 myndigheter//NN|UTR|PLU|IND|NOM//nmod//28 och//KN//cc//32 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//30 (//PAD//punct//34 nämndmyndighet//NN|UTR|SIN|IND|NOM//appos//17 med//PP//case//37 domstolsliknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 karaktär//NN|UTR|SIN|IND|NOM//nmod//34 )//PAD//punct//34 ,//MID//punct//17 för//PP//mark//42 att//IE//mark//42 fördela//VB|INF|AKT//advcl//17 stöd//NN|NEU|SIN|IND|NOM//obj//42 till//PP//case//45 forskning//NN|UTR|SIN|IND|NOM//obl//42 ,//MID//punct//48 konstnärlig//JJ|POS|UTR|SIN|IND|NOM//amod//48 verksamhet//NN|UTR|SIN|IND|NOM//conj//45 och//KN//cc//50 organisationsliv//NN|NEU|SIN|IND|NOM//conj//45 ,//MID//punct//53 för//PP//case//53 totalförsvaret//NN|NEU|SIN|DEF|NOM//obl//42 s//NN|AN//nummod//56  //_SP////54 förnyelse//NN|UTR|SIN|IND|NOM//nmod//53 ,//MID//punct//64 eller//KN//cc//64 på//PP//case//64 grund//NN|UTR|SIN|IND|NOM//fixed//59 av//PP//fixed//59 exempelvis//AB//advmod//64 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 åtaganden//NN|NEU|PLU|IND|NOM//conj//53 eller//KN//cc//67 centrala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//67 kollektivavtal//NN|NEU|PLU|IND|NOM//conj//64 .//MAD//punct//5
8.3 Fyra olika ledningsformer för förvaltningsmyndigheter;Fastighetsmäklarnämnden//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 räknas//VB|PRS|SFO//ROOT//1 till//PP//case//5 den//DT|UTR|SIN|DEF//det//5 förstnämnda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 gruppen//NN|UTR|SIN|DEF|NOM//obl//1 ,//MID//punct//7 nämndmyndighet//NN|UTR|SIN|IND|NOM//conj//5 med//PP//case//10 domstolsliknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 funktion//NN|UTR|SIN|IND|NOM//nmod//7 .//MAD//punct//1
