KG HAMMAR  ,  ärkebiskopen, samtalsledare ;ELISABETH//PM|NOM//nmod//1 GERLE//PM|NOM//ROOT//1  //_SP////1 ,//MID//punct//5  //_SP////3 präst//NN|UTR|SIN|IND|NOM//conj//1 och//KN//cc//7 forskare//NN|UTR|PLU|IND|NOM//conj//5 vid//PP//case//10 teologiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 institutionen//NN|UTR|SIN|DEF|NOM//nmod//7 i//PP//case//12 Lund//PM|NOM//nmod//10
Försök att utplåna religion med postmodernism;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//49 såg//VB|PRT|AKT//parataxis//2 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//49 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 som//KN//case//53 stridande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//49 mot//PP//case//55 ateism//NN|UTR|SIN|IND|NOM//obl//49 och//KN//cc//57 kommunism//NN|UTR|SIN|IND|NOM//conj//55 och//KN//cc//61 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//61 var//VB|PRT|AKT//cop//61 kombinerat//PC|PRF|NEU|SIN|IND|NOM//conj//49 med//PP//mark//64 att//IE//mark//64 strida//VB|INF|AKT//advcl//61 mot//PP//case//67 de//DT|UTR/NEU|PLU|DEF//det//67 svarta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//64 .//MAD//punct//49
Försök att utplåna religion med postmodernism;Apartheidsystemet//NN|NEU|SIN|DEF|NOM//nsubj//70 hjälpte//VB|PRT|AKT//parataxis//49 till//PL//compound:prt//70 med//PP//mark//74 att//IE//mark//74 bibehålla//VB|INF|AKT//advcl//70 den//DT|UTR|SIN|DEF//det//76 föreställningen//NN|UTR|SIN|DEF|NOM//obj//74 .//MAD//punct//2
Försök att utplåna religion med postmodernism;Lunds//PM|GEN//nmod:poss//1 universitet//NN|NEU|SIN|IND|NOM//nsubj//2 hade//VB|PRT|AKT//ROOT//2 nyligen//AB//advmod//2 besök//NN|NEU|SIN|IND|NOM//obj//2 från//PP//case//6 Sydafrika//PM|NOM//nmod//4 ,//MID//punct//4 professor//NN|UTR|SIN|IND|NOM//nmod//9 Russel//PM|NOM//nmod//10 Bootman//PM|NOM//appos//4 .//MID//punct//4
Försök att utplåna religion med postmodernism;Han//PN|UTR|SIN|DEF|SUB//nsubj//14 har//VB|PRS|AKT//aux//14 studerat//VB|SUP|AKT//conj//2 vittnesmålen//NN|NEU|PLU|DEF|NOM//obj//14 och//KN//cc//17 tog//VB|PRT|AKT//conj//14 upp//PL//compound:prt//17 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//obj//17 som//KN//case//23 en//DT|UTR|SIN|IND//det//23 etisk//JJ|POS|UTR|SIN|IND|NOM//amod//23 utmaning//NN|UTR|SIN|IND|NOM//obl//17 för//PP//case//25 kyrkorna//NN|UTR|PLU|DEF|NOM//nmod//23 .//MAD//punct//14
Försök att utplåna religion med postmodernism;Han//PN|UTR|SIN|DEF|SUB//nsubj//28 gav//VB|PRT|AKT//conj//14 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 exempel//NN|NEU|PLU|IND|NOM//obj//28 ://MID//punct//28
Försök att utplåna religion med postmodernism;Någon//PN|UTR|SIN|IND|SUB/OBJ//nsubj//34 hade//VB|PRT|AKT//aux//34 kommit//VB|SUP|AKT//parataxis//28 till//PP//case//36 Sannings-//NN|UTR|-|-|SMS//obl//34 och//KN//cc//38 försoningskommissionen//NN|UTR|SIN|DEF|NOM//conj//36 och//KN//cc//40 sagt//VB|SUP|AKT//conj//34 ”//PAD//punct//28 nå//VB|INF|AKT//conj//2 ,//MID//punct//42 jag//PN|UTR|SIN|DEF|SUB//nsubj//46 ville//VB|PRT|AKT//aux//46 komma//VB|INF|AKT//conj//2 hit//AB//advmod//46 för//PP//mark//50 att//IE//mark//50 vittna//VB|INF|AKT//advcl//46 och//KN//cc//52 berätta//VB|INF|AKT//conj//50 min//PS|UTR|SIN|DEF//nmod:poss//54 historia//NN|UTR|SIN|IND|NOM//obj//52 för//PP//case//56 er//PN|UTR|PLU|DEF|OBJ//obl//52 .//MAD//punct//2
Försök att utplåna religion med postmodernism;Jag//PN|UTR|SIN|DEF|SUB//nsubj//59 vet//VB|PRS|AKT//conj//2 att//SN//mark//63 jag//PN|UTR|SIN|DEF|SUB//nsubj//63 var//VB|PRT|AKT//cop//63 den//PN|UTR|SIN|DEF|SUB/OBJ//ccomp//59 som//HP|-|-|-//nsubj//65 var//VB|PRT|AKT//acl:relcl//63 där//AB//advmod//65 för//PP//mark//69 att//IE//mark//69 se//VB|INF|AKT//advcl//65 till//PL//compound:prt//69 att//SN//mark//74 din//PS|UTR|SIN|DEF//nmod:poss//73 mamma//NN|UTR|SIN|IND|NOM//nsubj:pass//74 dödades//VB|PRT|SFO//ccomp//69 ,//MID//punct//78 men//KN//cc//78 jag//PN|UTR|SIN|DEF|SUB//nsubj//78 är//VB|PRS|AKT//conj//63 här//AB//advmod//78 också//AB//advmod//78 eftersom//SN//mark//84 jag//PN|UTR|SIN|DEF|SUB//nsubj//84 vill//VB|PRS|AKT//aux//84 visa//VB|INF|AKT//advcl//78 att//SN//mark//96 jag//PN|UTR|SIN|DEF|SUB//nsubj//96 var//VB|PRT|AKT//cop//96 i//PP//case//90 den//DT|UTR|SIN|DEF//det//90 positionen//NN|UTR|SIN|DEF|NOM//obl//96 inte//AB//advmod//96 enbart//AB//advmod//96 som//KN//case//96 en//DT|UTR|SIN|IND//det//96 enskild//JJ|POS|UTR|SIN|IND|NOM//amod//96 individ//NN|UTR|SIN|IND|NOM//ccomp//84 ,//MID//punct//102 utan//KN//cc//102 därför//HA//mark//102 att//SN//fixed//99 jag//PN|UTR|SIN|DEF|SUB//nsubj//102 gjorde//VB|PRT|AKT//ccomp//59 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//102 som//KN//mark//105 del//NN|UTR|SIN|IND|NOM//xcomp//102 av//PP//case//108 ett//DT|NEU|SIN|IND//det//108 samhälle//NN|NEU|SIN|IND|NOM//nmod//105 .//MAD//punct//59
Försök att utplåna religion med postmodernism;Jag//PN|UTR|SIN|DEF|SUB//nsubj//111 trodde//VB|PRT|AKT//conj//59 på//PP//case//113 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//111 jag//PN|UTR|SIN|DEF|SUB//nsubj//115 gjorde//VB|PRT|AKT//acl:relcl//113 .//MAD//punct//111 ”//RG|NOM//punct//111
Försök att utplåna religion med postmodernism;Många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 värderingar//NN|UTR|PLU|IND|NOM//nsubj:pass//16 ,//MID//punct//1 som//HP|-|-|-//nsubj//6 faktiskt//AB|POS//advmod//6 inte//AB//advmod//6 är//VB|PRS|AKT//acl:relcl//1 vad//HP|NEU|SIN|IND//obj//10 vi//PN|UTR|PLU|DEF|SUB//nsubj//10 skulle//VB|PRT|AKT//aux//10 beskriva//VB|INF|AKT//ccomp//6 som//KN//case//13 kristna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 grundvärderingar//NN|UTR|PLU|IND|NOM//obl//10 ,//MID//punct//16 har//VB|PRS|AKT//aux//16 betecknats//VB|SUP|SFO//ROOT//16 som//KN//mark//18 kristna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//16 och//KN//cc//20 har//VB|PRS|AKT//conj//16 den//DT|UTR|SIN|DEF//det//22 styrkan//NN|UTR|SIN|DEF|NOM//obj//20 för//PP//case//24 människor//NN|UTR|PLU|IND|NOM//nmod//22 .//MAD//punct//16
Försök att utplåna religion med postmodernism;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//27 känner//VB|PRS|AKT//parataxis//16 att//SN//mark//30 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//30 försvarar//VB|PRS|AKT//ccomp//27 sin//PS|UTR|SIN|DEF//nmod:poss//33 kristliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//33 identitet//NN|UTR|SIN|IND|NOM//obj//30 ,//MID//punct//27 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//36 försvarar//VB|PRS|AKT//conj//27 Gud//PM|NOM//obj//36 mot//PP//case//39 kommunism//NN|UTR|SIN|IND|NOM//obl//36 ,//MID//punct//41 ateism//NN|UTR|SIN|IND|NOM//conj//39 ,//MID//punct//43 demoralisering//NN|UTR|SIN|IND|NOM//conj//39 ,//MID//punct//45 feminism//NN|UTR|SIN|IND|NOM//conj//39 ,//MID//punct//48 eller//KN//cc//48 vad//HP|NEU|SIN|IND//conj//27 som//KN//dep//48 helst//AB|SUV//advmod//48 .//MAD//punct//27
Försök att utplåna religion med postmodernism;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 är//VB|PRS|AKT//cop//3 därför//AB//advmod//3 religion//NN|UTR|SIN|IND|NOM//nsubj//10 kan//VB|PRS|AKT//aux//10 vara//VB|INF|AKT//cop//10 en//DT|UTR|SIN|IND//det//10 så//AB//advmod//8 stark//JJ|POS|UTR|SIN|IND|NOM//amod//10 destruktiv//JJ|POS|UTR|SIN|IND|NOM//amod//10 kraft//NN|UTR|SIN|IND|NOM//ROOT//10 .//MAD//punct//10
Försök att utplåna religion med postmodernism;Man//PN|UTR|SIN|IND|SUB//nsubj//13 tillsätter//VB|PRS|AKT//parataxis//10 någon//DT|UTR|SIN|IND//det//15 slags//NN|NEU|SIN|IND|GEN//nmod:poss//17 gudomlig//JJ|POS|UTR|SIN|IND|NOM//amod//17 välsignelse//NN|UTR|SIN|IND|NOM//obj//13 till//PP//case//19 korståget//NN|NEU|SIN|DEF|NOM//obl//13 .//MAD//punct//13
Försök att utplåna religion med postmodernism;I//PP//case//22 Västvärlden//PM|NOM//obl//23 ersätter//VB|PRS|AKT//conj//13 Islam//PM|NOM//nsubj//23 kommunismen//NN|UTR|SIN|DEF|NOM//obj//23 som//HP|-|-|-//mark//29 den//DT|UTR|SIN|DEF//det//29 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//29 ﬁenden//NN|UTR|SIN|DEF|NOM//xcomp//23 .//MAD//punct//13
Försök att utplåna religion med postmodernism;Och//KN//cc//40 i//PP//case//35 den//DT|UTR|SIN|DEF//det//35 muslimska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//35 världen//NN|UTR|SIN|DEF|NOM//obl//40 är//VB|PRS|AKT//cop//40 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//40 den//DT|UTR|SIN|DEF//det//40 dekadenta//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//40 Västvärlden//NN|UTR|SIN|DEF|NOM//conj//13 som//HP|-|-|-//nsubj//43 är//VB|PRS|AKT//cop//43 ﬁenden//NN|UTR|SIN|DEF|NOM//acl:relcl//40 .//MAD//punct//13
Försök att utplåna religion med postmodernism;EN//DT|UTR|SIN|IND//nummod//1 RELIGIONSUPPLEVELSE//NN|UTR|SIN|IND|NOM//ROOT//1
Försök att utplåna religion med postmodernism;Magnus//PM|NOM//nsubj//2 Almgren//PM|NOM//flat//0 menar//VB|PRS|AKT//ROOT//2 att//SN//mark//6 vilken//HD|UTR|SIN|IND//det//5 uppsättning//NN|UTR|SIN|IND|NOM//nsubj//6 idéer//NN|UTR|PLU|IND|NOM//ccomp//2 som//KN//case//8 helst//AB|SUV//advmod//6 som//HP|-|-|-//nsubj//10 har//VB|PRS|AKT//acl:relcl//6 någon//DT|UTR|SIN|IND//det//12 slags//NN|NEU|SIN|IND|GEN//nmod:poss//13 helhet//NN|UTR|SIN|IND|NOM//obj//10 och//KN//cc//19 är//VB|PRS|AKT//cop//19 på//PP//case//18 något//DT|NEU|SIN|IND//det//18 sätt//NN|NEU|SIN|IND|NOM//obl//19 kosmisk//JJ|POS|UTR|SIN|IND|NOM//conj//10 ,//MID//punct//19 som//HP|-|-|-//nsubj//22 tar//VB|PRS|AKT//acl:relcl//19 hand//NN|UTR|SIN|IND|NOM//compound:prt//22 om//PP//case//26 det//DT|NEU|SIN|DEF//det//26 mesta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//obl//22 av//PP//case//29 ens//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//29 liv//NN|NEU|SIN|IND|NOM//nmod//26 ,//MID//punct//32 kan//VB|PRS|AKT//aux//32 användas//VB|INF|SFO//conj//6 som//KN//case//35 ett//DT|NEU|SIN|IND//det//35 fredsredskap//NN|NEU|SIN|IND|NOM//obl//32 eller//KN//cc//39 som//KN//case//39 ett//DT|NEU|SIN|IND//det//39 redskap//NN|NEU|SIN|IND|NOM//conj//6 för//PP//case//41 ohyggligheter//NN|UTR|PLU|IND|NOM//nmod//39 .//MID//punct//6
Försök att utplåna religion med postmodernism;Så//AB//cc//47 länge//AB|POS//advmod//47 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//47 är//VB|PRS|AKT//cop//47 stort//JJ|POS|NEU|SIN|IND|NOM//advcl//52 nog//AB//advmod//47 är//VB|PRS|AKT//cop//52 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//52 alltid//AB//advmod//52 värdefullt//JJ|POS|NEU|SIN|IND|NOM//advmod//6 ,//MID//punct//2 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//55 innefattar//VB|PRS|AKT//parataxis//2 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//59 ens//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//59 personliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//59 identitet//NN|UTR|SIN|IND|NOM//obj//55 .//MAD//punct//2
Försök att utplåna religion med postmodernism;Man//PN|UTR|SIN|IND|SUB//nsubj//63 är//VB|PRS|AKT//cop//63 rädd//JJ|POS|UTR|SIN|IND|NOM//conj//2 att//IE//mark//65 förlora//VB|INF|AKT//advcl//63 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//65 ,//MID//punct//71 och//KN//cc//71 man//PN|UTR|SIN|IND|SUB//nsubj//71 måste//VB|PRS|AKT//aux//71 försvara//VB|INF|AKT//conj//63 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//71 till//PP//case//76 det//DT|NEU|SIN|DEF//det//76 bittra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//76 slutet//NN|NEU|SIN|DEF|NOM//obl//71 .//MAD//punct//71 –//PAD//punct//82
Försök att utplåna religion med postmodernism;Jag//PN|UTR|SIN|DEF|SUB//nsubj//82 skulle//VB|PRT|AKT//aux//82 vilja//VB|INF|AKT//aux//82 säga//VB|INF|AKT//parataxis//71 att//SN//mark//86 man//PN|UTR|SIN|IND|SUB//nsubj//86 kan//VB|PRS|AKT//aux//86 använda//VB|INF|AKT//ccomp//82 vad//HP|NEU|SIN|IND//obj//86 som//KN//fixed//87 helst//AB|SUV//fixed//87 som//HP|-|-|-//nsubj//92 är//VB|PRS|AKT//cop//92 stort//JJ|POS|NEU|SIN|IND|NOM//acl:relcl//87 nog//AB//advmod//92 för//PP//case//95 våld//NN|NEU|SIN|IND|NOM//obl//92 .//MAD//punct//82
Försök att utplåna religion med postmodernism;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//98 gör//VB|PRS|AKT//parataxis//82 handlingen//NN|UTR|SIN|DEF|NOM//obj//98 enklare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//98 ,//MID//punct//98 men//KN//cc//106 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//106 är//VB|PRS|AKT//cop//106 inte//AB//advmod//106 religion//NN|UTR|SIN|IND|NOM//conj//98 .//MAD//punct//63
Försök att utplåna religion med postmodernism;Här//AB//advmod//1 tycker//VB|PRS|AKT//ROOT//1 jag//PN|UTR|SIN|DEF|SUB//nsubj//1 att//SN//mark//5 vi//PN|UTR|PLU|DEF|SUB//nsubj//5 talar//VB|PRS|AKT//ccomp//1 om//PP//case//9 två//RG|NOM//nummod//9 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 saker//NN|UTR|PLU|IND|NOM//obl//5 ,//MID//punct//1 fortsätter//VB|PRS|AKT//parataxis//1 han//PN|UTR|SIN|DEF|SUB//nsubj//11 .//MAD//punct//1
Försök att utplåna religion med postmodernism;Dels//KN//advmod//17 en//DT|UTR|SIN|IND//det//16 uppsättning//NN|UTR|SIN|IND|NOM//nmod//17 idéer//NN|UTR|PLU|IND|NOM//nsubj//39 ,//MID//punct//21 ett//DT|NEU|SIN|IND//det//20 slags//NN|NEU|SIN|IND|GEN//nmod:poss//21 värderingssystem//NN|NEU|SIN|IND|NOM//conj//17 som//HP|-|-|-//nsubj:pass//23 tagits//VB|SUP|SFO//acl:relcl//21 från//PP//case//25 Bibeln//PM|NOM//obl//23 ,//MID//punct//29 från//PP//case//29 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 ställen//NN|NEU|PLU|IND|NOM//conj//17 ,//MID//punct//29 en//DT|UTR|SIN|IND//det//32 uppsättning//NN|UTR|SIN|IND|NOM//nmod//33 idéer//NN|UTR|PLU|IND|NOM//conj//17 som//HP|-|-|-//nsubj//36 kan//VB|PRS|AKT//aux//36 vara//VB|INF|AKT//cop//39 dig//PN|UTR|SIN|DEF|OBJ//obj//36 väldigt//AB|POS//advmod//39 nära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 eller//KN//cc//41 inte//AB//conj//39 nära//AB|POS//advmod//1 .//MID//punct//1
Försök att utplåna religion med postmodernism;Men//KN//cc//47 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//47 är//VB|PRS|AKT//cop//47 något//PN|NEU|SIN|IND|SUB/OBJ//conj//1 som//HP|-|-|-//obl//51 jag//PN|UTR|SIN|DEF|SUB//nsubj//51 skulle//VB|PRT|AKT//aux//51 kalla//VB|INF|AKT//acl:relcl//47 tillfälligt//AB|POS//advmod//51 ,//MID//punct//47 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//55 förändras//VB|PRS|SFO//parataxis//47 över//PP//case//57 tiden//NN|UTR|SIN|DEF|NOM//obl//55 .//MAD//punct//47
Försök att utplåna religion med postmodernism;Dels//KN//advmod//60 talar//VB|PRS|AKT//parataxis//47 vi//PN|UTR|PLU|DEF|SUB//nsubj//60 om//PP//case//63 religion//NN|UTR|SIN|IND|NOM//obl//60 som//KN//mark//65 upplevelsen//NN|UTR|SIN|DEF|NOM//conj//63 av//PP//case//67 Gud//PM|NOM//nmod//65 .//MAD//punct//60
Försök att utplåna religion med postmodernism;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//71 är//VB|PRS|AKT//cop//71 svårt//JJ|POS|NEU|SIN|IND|NOM//parataxis//60 att//IE//mark//73 uttrycka//VB|INF|AKT//csubj//71 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//73 i//PP//case//76 ord//NN|NEU|SIN|IND|NOM//obl//73 ,//MID//punct//85 men//KN//cc//85 ändå//AB//advmod//80 …//RG|NOM//punct//78 Traditionell//JJ|POS|UTR|SIN|IND|NOM//amod//82 religion//NN|UTR|SIN|IND|NOM//nsubj//85 är//VB|PRS|AKT//cop//85 ett//DT|NEU|SIN|IND//det//85 sätt//NN|NEU|SIN|IND|NOM//conj//71 att//IE//mark//87 uppnå//VB|INF|AKT//acl//85 den//DT|UTR|SIN|DEF//det//89 upplevelsen//NN|UTR|SIN|DEF|NOM//obj//87 ,//MID//punct//92 den//DT|UTR|SIN|DEF//det//92 kontakten//NN|UTR|SIN|DEF|NOM//appos//85 .//MAD//punct//71
Försök att utplåna religion med postmodernism;SIDOEFFEKTER//NN|UTR|SIN|IND|NOM//nsubj//88 AV//PP//case//2 MISSIONSUPPROPET//PM|NOM//nmod//0 –//PAD//punct//2 Du//PN|UTR|SIN|DEF|SUB//nsubj//5 tänker//VB|PRS|AKT//acl:relcl//2 på//PP//case//9 den//DT|UTR|SIN|DEF//det//9 mystiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//9 upplevelsen//NN|UTR|SIN|DEF|NOM//obl//5 ,//MID//punct//11 säger//VB|PRS|AKT//parataxis//0 Elisabeth//PM|NOM//nsubj//11 Gerle//PM|NOM//flat//12 .//MAD//punct//11
Försök att utplåna religion med postmodernism;Jag//PN|UTR|SIN|DEF|SUB//nmod:poss//16 delar//VB|PRS|AKT//conj//0 din//PS|UTR|SIN|DEF//nmod:poss//18 uppfattning//NN|UTR|SIN|IND|NOM//obj//16 att//SN//mark//22 om//SN//mark//22 man//PN|UTR|SIN|IND|SUB//nsubj//22 kommer//VB|PRS|AKT//advcl//16 så//AB//advmod//24 djupt//AB|POS//advmod//22 och//KN//cc//27 så//AB//advmod//27 nära//PP//conj//24 Gud//PM|NOM//obj//22 ,//MID//punct//0 är//VB|PRS|AKT//cop//33 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//33 inte//AB//advmod//33 våldsamt//JJ|POS|NEU|SIN|IND|NOM//parataxis//0 .//MAD//punct//0
Försök att utplåna religion med postmodernism;Problemet//NN|NEU|SIN|DEF|NOM//nsubj//41 är//VB|PRS|AKT//cop//41 att//SN//mark//41 människor//NN|UTR|PLU|IND|NOM//nsubj//41 kan//VB|PRS|AKT//aux//41 vara//VB|INF|AKT//cop//41 våldsamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//0 i//PP//case//44 religionens//NN|UTR|SIN|DEF|GEN//nmod:poss//44 namn//NN|NEU|SIN|IND|NOM//obl//41 .//MAD//punct//41
Försök att utplåna religion med postmodernism;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//47 ﬁnns//VB|PRS|SFO//conj//41 uppmuntran//NN|UTR|SIN|IND|NOM//nmod//47 till//PP//case//50 folkmord//NN|NEU|SIN|IND|NOM//nmod//48 i//PP//case//52 några//PN|UTR/NEU|PLU|IND|SUB/OBJ//nmod//48 av//PP//case//56 de//DT|UTR/NEU|PLU|DEF//det//56 hebreiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 skrifterna//NN|UTR|PLU|DEF|NOM//nmod//52 ,//MID//punct//47 men//KN//cc//60 vi//PN|UTR|PLU|DEF|SUB//nsubj//60 har//VB|PRS|AKT//conj//41 också//AB//advmod//60 sidoeffekter//NN|UTR|PLU|IND|NOM//obj//60 av//PP//case//64 missionsuppropet//NN|NEU|SIN|DEF|NOM//nmod//62 som//KN//mark//73 vi//PN|UTR|PLU|DEF|SUB//fixed//65 som//KN//obj//70 kristna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj//70 har//VB|PRS|AKT//aux//70 haft//VB|SUP|AKT//acl:relcl//66 ://MID//punct//66 ”//PAD//punct//73
Försök att utplåna religion med postmodernism;gån//VB|INF|AKT//advcl//60 ut//PL//advmod//73 och//KN//cc//76 gören//NN|NEU|PLU|DEF|NOM//conj//73 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//obj//76 till//PP//case//79 lärljungar//NN|UTR|PLU|IND|NOM//obl//76 ”//RG|NOM//punct//73 .//MAD//punct//41
Försök att utplåna religion med postmodernism;De//DT|UTR/NEU|PLU|DEF//det//84 oavsiktliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//84 sidoeffekterna//NN|UTR|PLU|DEF|NOM//appos//41 av//PP//case//86 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//84 har//VB|PRS|AKT//aux//88 varit//VB|SUP|AKT//ROOT//88 att//SN//mark//91 vi//PN|UTR|PLU|DEF|SUB//nsubj//91 kom//VB|PRT|AKT//ccomp//88 och//KN//cc//93 sade//VB|PRT|AKT//conj//91 att//SN//mark//98 ”//PAD//punct//98 ni//PN|UTR|PLU|DEF|SUB//nsubj//98 bör//VB|PRS|AKT//aux//98 ha//VB|INF|AKT//ccomp//93 samma//DT|UTR/NEU|SIN/PLU|IND//det//100 tro//NN|UTR|SIN|IND|NOM//obj//98 som//HA//obj//103 vi//PN|UTR|PLU|DEF|SUB//nsubj//103 har//VB|PRS|AKT//acl:relcl//100 ”//PM|NOM//punct//88 .//MID//punct//88
Försök att utplåna religion med postmodernism;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//107 fungerade//VB|PRT|AKT//conj//88 väldigt//AB|POS//advmod//109 bra//AB|POS//advmod//107 både//KN//cc//112 under//PP//case//112 kolonialismen//NN|UTR|SIN|DEF|NOM//obl//107 och//KN//cc//114 imperialismen//NN|UTR|SIN|DEF|NOM//conj//112 ,//MID//punct//107 men//KN//cc//118 jag//PN|UTR|SIN|DEF|SUB//nsubj//118 tror//VB|PRS|AKT//conj//107 inte//AB//advmod//118 att//SN//mark//124 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//124 var//VB|PRT|AKT//cop//124 Jesus//PM|GEN//nsubj//124 avsikt//NN|UTR|SIN|IND|NOM//ccomp//118 .//MAD//punct//107
Försök att utplåna religion med postmodernism;Magnus//PM|NOM//nsubj//2 Almgren//PM|NOM//flat//0 menar//VB|PRS|AKT//ROOT//2 att//SN//mark//6 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//6 är//VB|PRS|AKT//cop//6 något//PN|NEU|SIN|IND|SUB/OBJ//ccomp//2 vi//PN|UTR|PLU|DEF|SUB//nsubj//9 måste//VB|PRS|AKT//aux//9 leva//VB|INF|AKT//acl:relcl//6 med//PP//compound:prt//9 ,//MID//punct//29 och//KN//cc//29 med//PP//case//15 det//DT|NEU|SIN|DEF//det//15 faktum//NN|NEU|SIN|DEF|NOM//obl//29 att//SN//mark//19 religion//NN|UTR|SIN|IND|NOM//nsubj:pass//19 kan//VB|PRS|AKT//aux//19 användas//VB|INF|SFO//acl//15 som//KN//mark//22 en//DT|UTR|SIN|IND//det//22 våldskraft//NN|UTR|SIN|IND|NOM//xcomp//19 eller//KN//cc//24 snarare//AB|KOM//conj//22 som//KN//case//27 en//DT|UTR|SIN|IND//det//27 orsak//NN|UTR|SIN|IND|NOM//obl//19 ,//MID//punct//29 någonting//PN|NEU|SIN|IND|SUB/OBJ//conj//6 som//HP|-|-|-//nsubj//31 gör//VB|PRS|AKT//acl:relcl//29 en//DT|UTR|SIN|IND//det//33 människa//NN|UTR|SIN|IND|NOM//obj//31 så//AB//advmod//35 stark//JJ|POS|UTR|SIN|IND|NOM//xcomp//31 att//SN//mark//41 han//PN|UTR|SIN|DEF|SUB//nsubj//41 eller//KN//cc//39 hon//PN|UTR|SIN|DEF|SUB//conj//37 kan//VB|PRS|AKT//aux//41 begå//VB|INF|AKT//ccomp//31 våldsamheter//NN|UTR|PLU|IND|NOM//obj//41 .//MAD//punct//2
Försök att utplåna religion med postmodernism;Kommunism//NN|UTR|SIN|IND|NOM//nsubj:pass//46 kan//VB|PRS|AKT//aux//46 användas//VB|INF|SFO//parataxis//2 på//PP//case//49 det//DT|NEU|SIN|DEF//det//49 viset//NN|NEU|SIN|DEF|NOM//obl//46 ,//MID//punct//51 religion//NN|UTR|SIN|IND|NOM//conj//49 också//AB//advmod//51 .//MAD//punct//46
