4 Författningskommentar till balken ;4.1//RG|NOM//nmod//1 Inledning//NN|UTR|SIN|IND|NOM//ROOT//1
4 Författningskommentar till balken ;7//RG|NOM//nummod//72 kap.//NN|AN//nmod//74 4//RG|NOM//nummod//74 §//NN|AN//obl//15
4 Författningskommentar till balken ;Bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//1 motsvarar//VB|PRS|AKT//ROOT//1 i//PP//case//3 princip//NN|UTR|SIN|IND|NOM//obl//1 4//RG|NOM//nummod//5 kap.//NN|AN//nmod//7 9//RG|NOM//nummod//7 §//NN|AN//nmod//3 första//RO|NOM//amod//9 stycket//NN|NEU|SIN|DEF|NOM//nmod//7 första//RO|NOM//amod//11 meningen//NN|UTR|SIN|DEF|NOM//obj//1 och//KN//cc//14 10//RG|NOM//nummod//14 §//NN|AN//conj//11 första//RO|NOM//amod//16 stycket//NN|NEU|SIN|DEF|NOM//nmod//17 EPL//PM|NOM//nmod//14 .//MAD//punct//1
4 Författningskommentar till balken ;I//PP//case//21 första//RO|NOM//amod//21 stycket//NN|NEU|SIN|DEF|NOM//obl//23  //_SP////21 föreslår//VB|PRS|AKT//conj//1 vi//PN|UTR|PLU|DEF|SUB//nsubj//23 dock//AB//advmod//23 att//SN//mark//30 begreppet//NN|NEU|SIN|DEF|NOM//nmod//29 faktisk//JJ|POS|UTR|SIN|IND|NOM//amod//29 försäkringstid//NN|UTR|SIN|IND|NOM//nsubj:pass//30 förs//VB|PRS|SFO//ccomp//23 in//PL//compound:prt//30 i//PP//case//33 författningstexten//NN|UTR|SIN|DEF|NOM//obl//30 .//MAD//punct//1
4 Författningskommentar till balken ;Härigenom//AB//conj//1 uppnås//VB|PRS|SFO//conj//1 en//DT|UTR|SIN|IND//det//38 likhet//NN|UTR|SIN|IND|NOM//nsubj:pass//36 med//PP//case//41 de//DT|UTR/NEU|PLU|DEF//det//41 bestämmelser//NN|UTR|PLU|IND|NOM//obl//36 som//HP|-|-|-//nsubj//43 reglerar//VB|PRS|AKT//acl:relcl//41 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//45 företeelse//NN|UTR|SIN|IND|NOM//obj//43 i//PP//case//47 C//PM|NOM//obl//43 17//RG|NOM//nummod//49 kap.//NN|AN//obl//43 såvitt//SN//advmod//51 avser//VB|PRS|AKT//conj//1 sjukersättning//NN|UTR|SIN|IND|NOM//obj//51 och//KN//cc//54 aktivitetsersättning//NN|UTR|SIN|IND|NOM//conj//52 i//PP//case//58 form//NN|UTR|SIN|IND|NOM//fixed//55 av//PP//fixed//55 garantiersättning//NN|UTR|SIN|IND|NOM//nmod//54 .//MAD//punct//1
4 Författningskommentar till balken ;Angående//PP//case//62 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//62 tillägg//NN|NEU|SIN|IND|NOM//obl//64 såvitt//SN//advmod//64 avser//VB|PRS|AKT//conj//1 garantipension//NN|UTR|SIN|IND|NOM//obj//64 till//PP//case//67 änkepension//NN|UTR|SIN|IND|NOM//obl//64 ,//MID//punct//1 se//VB|IMP|AKT//conj//1 kommentaren//NN|UTR|SIN|DEF|NOM//obj//69 till//PP//case//75 11//RG|NOM//nummod//73 kap.//NN|AN//nmod//74 8//RG|NOM//nummod//75 §//NN|AN//obl//69 .//MAD//punct//1
4 Författningskommentar till balken ;Dessa//DT|UTR/NEU|PLU|DEF//det//1 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//2 motsvarar//VB|PRS|AKT//ROOT//2 6//RG|NOM//nummod//4 kap.//NN|AN//obl//6 9//RG|NOM//nummod//4 13//RG|NOM//nummod//7 §//NN|AN//nmod//9 §//NN|AN//nmod//9 EPL//PM|NOM//obj//2 om//PP//case//11 samordning//NN|UTR|SIN|IND|NOM//nmod//9 av//PP//case//14 inkomstgrundad//PC|PRF|UTR|SIN|IND|NOM//amod//14 ålderspension//NN|UTR|SIN|IND|NOM//nmod//11 och//KN//cc//17 inkomstrelaterad//PC|PRF|UTR|SIN|IND|NOM//amod//17 änkepension//NN|UTR|SIN|IND|NOM//conj//14 för//PP//case//19 änkor//NN|UTR|PLU|IND|NOM//nmod//17 när//HA//mark//23 änkan//NN|UTR|SIN|DEF|NOM//nsubj//23 har//VB|PRS|AKT//aux//23 fyllt//VB|SUP|AKT//advcl//2 65//RG|NOM//nummod//25 år//NN|NEU|PLU|IND|NOM//obj//23 eller//KN//cc//31 om//SN//mark//31 änkan//NN|UTR|SIN|DEF|NOM//nsubj//31 dessförinnan//AB//advmod//31 har//VB|PRS|AKT//aux//31 fått//VB|SUP|AKT//conj//23 ålderspension//NN|UTR|SIN|IND|NOM//obj//31 .//MAD//punct//2
4 Författningskommentar till balken ;För//PP//mark//36 att//IE//mark//36 tydliggöra//VB|INF|AKT//advcl//43 och//KN//cc//38 underlätta//VB|INF|AKT//conj//36 förståelsen//NN|UTR|SIN|DEF|NOM//obj//36 av//PP//case//42 dessa//DT|UTR/NEU|PLU|DEF//det//42 bestämmelser//NN|UTR|PLU|IND|NOM//nmod//39 föreslår//VB|PRS|AKT//parataxis//2 vi//PN|UTR|PLU|DEF|SUB//nsubj//43 att//SN//mark//53 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//53 i//PP//case//49 varje//DT|UTR/NEU|SIN|IND//det//49 paragraf//NN|UTR|SIN|IND|NOM//obl//53 där//HA//advmod//52 så//AB//advmod//52 erfordras//VB|PRS|SFO//acl:relcl//49 anges//VB|PRS|SFO//ccomp//43 vilken//HD|UTR|SIN|IND//det//55 typ//NN|UTR|SIN|IND|NOM//obl//53 av//PP//case//57 ålderspension//NN|UTR|SIN|IND|NOM//nmod//55 respektive//AB//cc//59 änkepension//NN|UTR|SIN|IND|NOM//conj//57 som//HP|-|-|-//nsubj:pass//61 samordnas//VB|PRS|SFO//acl:relcl//55 med//PP//case//63 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//61 .//MAD//punct//68
4 Författningskommentar till balken ;Några//DT|UTR/NEU|PLU|IND//det//67 materiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//67 ändringar//NN|UTR|PLU|IND|NOM//nsubj:pass//68 avses//VB|PRS|SFO//conj//2 inte//AB//advmod//68 med//PP//case//72 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//72 förslag//NN|NEU|PLU|IND|NOM//obl//68 i//PP//case//75 dessa//DT|UTR/NEU|PLU|DEF//det//75 delar//NN|UTR|PLU|IND|NOM//nmod//72 .//MAD//punct//68
4 Författningskommentar till balken ;10//RG|NOM//nummod//78 kap.//NN|AN//nmod//80 20//RG|NOM//nummod//80 §//NN|AN//obl//68
4 Författningskommentar till balken ;Bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//1 motsvarar//VB|PRS|AKT//ROOT//1 6//RG|NOM//nummod//3 kap.//NN|AN//obl//4 13//RG|NOM//nummod//5 §//NN|AN//nmod//8 första//RO|NOM//amod//7 stycket//NN|NEU|SIN|DEF|NOM//nmod//8 EPL//PM|NOM//obj//1 .//MAD//punct//1
4 Författningskommentar till balken ;Genom//PP//mark//16 att//IE//mark//16 i//PP//case//14 första//RO|NOM//amod//14 stycket//NN|NEU|SIN|DEF|NOM//obl//16  //_SP////14 ange//VB|INF|AKT//advcl//1 ”//RG|NOM//punct//16 …//RG|NOM//obj//16 efter//PP//case//21 eventuell//JJ|POS|UTR|SIN|IND|NOM//amod//21 samordning//NN|UTR|SIN|IND|NOM//obl//16 med//PP//case//23 omställningspension//NN|UTR|SIN|IND|NOM//nmod//21 enligt//PP//case//26 3//RG|NOM//nummod//26 kap.//NN|AN//nmod//28 14//RG|NOM//nummod//28 §//NN|AN//nmod//23 …//RG|NOM//punct//16 ”//RG|NOM//punct//1 ,//MID//punct//1 föreslår//VB|PRS|AKT//parataxis//1 vi//PN|UTR|PLU|DEF|SUB//nsubj//32 dock//AB//advmod//32 att//SN//mark//41 ett//DT|NEU|SIN|IND//det//37 förtydligande//NN|NEU|SIN|IND|NOM//nsubj:pass//41 av//PP//case//40 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//40 rätt//NN|UTR|SIN|IND|NOM//nmod//37 förs//VB|PRS|SFO//ccomp//32 in//PL//compound:prt//41 i//PP//case//44 SFB//PM|NOM//obl//41 .//MAD//punct//1
4 Författningskommentar till balken ;11//RG|NOM//nummod//47 kap.//NN|AN//nmod//49 8//RG|NOM//nummod//49 §//NN|AN//obl//1
4 Författningskommentar till balken ;Bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//1 motsvarar//VB|PRS|AKT//ROOT//1 i//PP//case//3 princip//NN|UTR|SIN|IND|NOM//obl//1 6//RG|NOM//nummod//5 kap.//NN|AN//nmod//7 19//RG|NOM//nummod//7 §//NN|AN//nmod//3 första//RO|NOM//amod//9 stycket//NN|NEU|SIN|DEF|NOM//nmod//7 första//RO|NOM//amod//11 meningen//NN|UTR|SIN|DEF|NOM//obl//1 och//KN//cc//14 20//RG|NOM//nummod//14 §//NN|AN//nmod//17 första//RO|NOM//amod//16 stycket//NN|NEU|SIN|DEF|NOM//nmod//17 EPL//PM|NOM//nmod//11 .//MAD//punct//1
4 Författningskommentar till balken ;I//PP//case//21 första//RO|NOM//amod//21 stycket//NN|NEU|SIN|DEF|NOM//obl//23  //_SP////21 föreslår//VB|PRS|AKT//conj//1 vi//PN|UTR|PLU|DEF|SUB//nsubj//23 dock//AB//advmod//23 att//SN//mark//30 begreppet//NN|NEU|SIN|DEF|NOM//nmod//29 faktisk//JJ|POS|UTR|SIN|IND|NOM//amod//29 försäkringstid//NN|UTR|SIN|IND|NOM//nsubj:pass//30 förs//VB|PRS|SFO//ccomp//23 in//PL//compound:prt//30 i//PP//case//33 författningstexten//NN|UTR|SIN|DEF|NOM//obl//30 .//MAD//punct//1
4 Författningskommentar till balken ;Härigenom//AB//conj//1 uppnås//VB|PRS|SFO//conj//1 en//DT|UTR|SIN|IND//det//38 likhet//NN|UTR|SIN|IND|NOM//nsubj:pass//36 med//PP//case//41 de//DT|UTR/NEU|PLU|DEF//det//41 bestämmelser//NN|UTR|PLU|IND|NOM//obl//36 som//HP|-|-|-//nsubj//43 reglerar//VB|PRS|AKT//acl:relcl//41 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//45 företeelse//NN|UTR|SIN|IND|NOM//obj//43 i//PP//case//48 7//RG|NOM//nummod//48 kap.//NN|AN//obl//43 såvitt//SN//advmod//50 avser//VB|PRS|AKT//conj//1 garantipension//NN|UTR|SIN|IND|NOM//nsubj//50 till//PP//case//53 omställningspension//NN|UTR|SIN|IND|NOM//obl//50 och//KN//cc//57 i//PP//case//57 17//RG|NOM//nummod//57 kap.//NN|AN//conj//53 såvitt//SN//advmod//59 avser//VB|PRS|AKT//conj//1 sjukersättning//NN|UTR|SIN|IND|NOM//obj//59 och//KN//cc//62 aktivitetsersättning//NN|UTR|SIN|IND|NOM//conj//60 i//PP//case//66 form//NN|UTR|SIN|IND|NOM//fixed//63 av//PP//fixed//63 garantiersättning//NN|UTR|SIN|IND|NOM//nmod//62 .//MAD//punct//1
4 Författningskommentar till balken ;4.7.4//RG|NOM//amod//69 Underavdelning//NN|UTR|SIN|IND|NOM//nmod//70 III//RG|NOM//nmod//71 Efterlevandeförmåner//NN|UTR|PLU|IND|NOM//obl//1 från//PP//case//73 arbetsskadeförsäkringen//NN|UTR|SIN|DEF|NOM//nmod//71 m.m.//AB|AN//conj//71
4 Författningskommentar till balken ;Inledning//NN|UTR|SIN|IND|NOM//ROOT//0
4 Författningskommentar till balken ;I//PP//case//2 denna//DT|UTR|SIN|DEF//det//2 underavdelning//NN|UTR|SIN|IND|NOM//obl//15 har//VB|PRS|AKT//aux//15 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj:pass//15 om//PP//case//6 ersättning//NN|UTR|SIN|IND|NOM//nmod//4 vid//PP//case//8 dödsfall//NN|NEU|SIN|IND|NOM//nmod//6 enligt//PP//case//10 LAF//PM|NOM//nmod//8 ,//MID//punct//12 LSP//NN|AN//conj//10 och//KN//cc//14 KSL//PM|NOM//conj//10 samlats//VB|SUP|SFO//ROOT//15 .//MAD//punct//15
4 Författningskommentar till balken ;14//RG|NOM//nummod//18 kap.//NN|AN//nmod//20 2//RG|NOM//nummod//20 §//NN|AN//obl//15
4 Författningskommentar till balken ;Eftersom//SN//mark//2 vi//PN|UTR|PLU|DEF|SUB//nsubj//2 fört//VB|SUP|AKT//advcl//18 bestämmelserna//NN|UTR|PLU|DEF|NOM//obj//2 om//PP//case//5 efterlevandeförmåner//NN|UTR|PLU|IND|NOM//nmod//3 från//PP//case//7 arbetsskadeförsäkringen//NN|UTR|SIN|DEF|NOM//nmod//5 m.m.//AB|AN//conj//5 till//PP//case//10 avdelning//NN|UTR|SIN|IND|NOM//nmod//11 F//PM|NOM//nmod//5 och//KN//cc//14 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 bestämmelser//NN|UTR|PLU|IND|NOM//conj//11 om//PP//case//16 arbetsskadeförsäkringen//NN|UTR|SIN|DEF|NOM//nmod//14 m.m.//AB|AN//obj//2 finns//VB|PRS|SFO//ROOT//18 i//PP//case//21 avdelning//NN|UTR|SIN|IND|NOM//nmod//21 C//PM|NOM//obl//18 ,//MID//punct//23 behövs//VB|PRS|SFO//conj//18 här//AB//advmod//23 en//DT|UTR|SIN|IND//det//26 bestämmelse//NN|UTR|SIN|IND|NOM//nsubj:pass//23 om//PP//mark//36 att//SN//mark//36 vissa//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj:pass//36 av//PP//case//31 bestämmelserna//NN|UTR|PLU|DEF|NOM//nmod//29 i//PP//case//33 avdelning//NN|UTR|SIN|IND|NOM//nmod//34 C//NN|NEU|SIN|IND|NOM//nmod//31 skall//VB|PRS|AKT//aux//36 tillämpas//VB|INF|SFO//advcl//23 även//AB//advmod//36 i//PP//case//39 ärenden//NN|NEU|PLU|IND|NOM//obl//36 om//PP//case//41 efterlevandeförmåner//NN|UTR|PLU|IND|NOM//nmod//39 .//MAD//punct//18
4 Författningskommentar till balken ;14//RG|NOM//nummod//44 kap.//NN|AN//appos//18 6//RG|NOM//nummod//46 §//NN|AN//obl//44
4 Författningskommentar till balken ;Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//15 23//RG|NOM//nummod//4 §//NN|AN//nmod//5 förordningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//15 (//PAD//punct//5 1977:284//RG|NOM//appos//5 )//PAD//punct//5 om//PP//case//10 arbetsskadeförsäkring//NN|UTR|SIN|IND|NOM//nmod//5 och//KN//cc//13 statligt//JJ|POS|NEU|SIN|IND|NOM//amod//13 personskadeskydd//NN|NEU|SIN|IND|NOM//conj//10 skall//VB|PRS|AKT//aux//15 arbetas//VB|INF|SFO//ccomp//1 in//PL//compound:prt//15 i//PP//case//18 balken//NN|UTR|SIN|DEF|NOM//obl//15 .//MAD//punct//1
4 Författningskommentar till balken ;Därmed//AB//advmod//21 tydliggörs//VB|PRS|SFO//parataxis//1 att//SN//mark//28 den//DT|UTR|SIN|DEF//det//24 ersättningsberättigade//PC|PRF|UTR/NEU|SIN|DEF|NOM//nsubj//28 inte//AB//advmod//28 behöver//VB|PRS|AKT//aux//28 vara//VB|INF|AKT//cop//28 försäkrad//PC|PRF|UTR|SIN|IND|NOM//advcl//21 för//PP//case//30 förmånen//NN|UTR|SIN|DEF|NOM//obl//28 .//MID//punct//21
4 Författningskommentar till balken ;Vem//HP|UTR|SIN|IND//dislocated//35 som//HP|-|-|-//nsubj//35 är//VB|PRS|AKT//cop//35 ersättningsberättigad//PC|PRF|UTR|SIN|IND|NOM//nsubj:pass//36 bestäms//VB|PRS|SFO//conj//21 av//PP//case//39 civilrättslig//JJ|POS|UTR|SIN|IND|NOM//amod//39 lagstiftning//NN|UTR|SIN|IND|NOM//obl:agent//36 och//KN//cc//43 inte//AB//advmod//43 av//PP//case//43 socialförsäkringslagstiftningen//NN|UTR|SIN|DEF|NOM//conj//39 .//MAD//punct//21
4 Författningskommentar till balken ;Enligt//PP//case//46 bestämmelser//NN|UTR|PLU|IND|NOM//obl//54 i//PP//case//48 ärvdabalken//NN|UTR|SIN|DEF|NOM//nmod//46 skall//VB|PRS|AKT//aux//54 nämligen//AB//advmod//54 den//DT|UTR|SIN|DEF//det//52 avlidnes//JJ|POS|MAS|SIN|DEF|GEN//nmod:poss//53 egendom//NN|UTR|SIN|IND|NOM//nsubj:pass//54 vårdas//VB|PRS|SFO//advcl//21 av//PP//case//56 dödsbodelägarna//NN|UTR|PLU|DEF|NOM//obl:agent//54 och//KN//cc//63 då//AB//advmod//63 i//PP//advmod//63 första//RO|NOM//fixed//59 hand//NN|UTR|SIN|IND|NOM//fixed//59 av//PP//case//63 delägare//NN|UTR|PLU|IND|NOM//conj//54 som//HP|-|-|-//nsubj//65 sammanbodde//VB|PRT|AKT//acl:relcl//63 med//PP//case//68 den//DT|UTR|SIN|DEF//det//68 avlidne//PC|PRF|MAS|SIN|DEF|NOM//obl//65 .//MAD//punct//72
4 Författningskommentar till balken ;Som//KN//mark//71 dödsbodelägare//NN|UTR|SIN|IND|NOM//nsubj:pass//72 räknas//VB|PRS|SFO//advcl//54 även//AB//advmod//75 universella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//75 testamentstagare//NN|UTR|PLU|IND|NOM//xcomp//72 som//HP|-|-|-//nsubj//80 inte//AB//advmod//80 behöver//VB|PRS|AKT//aux//80 vara//VB|INF|AKT//cop//80 anhöriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//75 till//PP//case//83 den//DT|UTR|SIN|DEF//det//83 avlidne//PC|PRF|MAS|SIN|DEF|NOM//obl//80 .//MAD//punct//21
4 Författningskommentar till balken ;Slutligen//AB//advmod//90 kan//VB|PRS|AKT//aux//90 begravningshjälp//NN|UTR|SIN|IND|NOM//nsubj:pass//90 komma//VB|INF|AKT//aux//90 att//IE//mark//90 lämnas//VB|INF|SFO//conj//1 till//PP//case//92 boutredningsman//NN|UTR|SIN|IND|NOM//obl//90 om//SN//mark//96 dödsboet//NN|NEU|SIN|DEF|NOM//nsubj:pass//96 har//VB|PRS|AKT//aux//96 avträtts//VB|SUP|SFO//advcl//90 till//PP//case//99 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//99 förvaltning//NN|UTR|SIN|IND|NOM//obl//96 .//MAD//punct//90
4 Författningskommentar till balken ;4.7.5//RG|NOM//nummod//102 Underavdelning//NN|UTR|SIN|IND|NOM//appos//90 IV//RG|NOM//nummod//102 Efterlevandeskydd//NN|NEU|SIN|IND|NOM//dep//102 i//PP//case//108 form//NN|UTR|SIN|IND|NOM//fixed//105 av//PP//fixed//105 premiepension//NN|UTR|SIN|IND|NOM//nmod//102
4 Författningskommentar till balken ;Inledning//NN|UTR|SIN|IND|NOM//ROOT//0
4 Författningskommentar till balken ;I//PP//case//2 denna//DT|UTR|SIN|DEF//det//2 underavdelning//NN|UTR|SIN|IND|NOM//obl//15 har//VB|PRS|AKT//aux//15 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//15 om//PP//case//6 premiepension//NN|UTR|SIN|IND|NOM//nmod//4 till//PP//case//8 efterlevande//NN|UTR|PLU|IND|NOM//nmod//6 i//PP//case//10 10//RG|NOM//nmod//8 och//KN//cc//10 12//RG|NOM//nummod//10 kap.//NN|AN//nmod//14 LIP//PM|NOM//nsubj:pass//15 samlats//VB|SUP|SFO//ROOT//15 .//MAD//punct//15
4 Författningskommentar till balken ;19//RG|NOM//nummod//18 kap.//NN|AN//nmod//19 2//RG|NOM//nummod//22 och//KN//cc//19 3//RG|NOM//nummod//19 §//NN|AN//nmod//23 §//NN|AN//obl//15
4 Författningskommentar till balken ;Dessa//DT|UTR/NEU|PLU|DEF//det//1 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//2 saknar//VB|PRS|AKT//ROOT//2 i//PP//case//6 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 delar//NN|UTR|PLU|IND|NOM//nmod//6 motsvarighet//NN|UTR|SIN|IND|NOM//obl//2 i//PP//case//8 LIP//PM|NOM//obl//2 .//MAD//punct//2
4 Författningskommentar till balken ;Bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//11 innehåller//VB|PRS|AKT//parataxis//2 bl.a.//AB|AN//advmod//11 hänvisningar//NN|UTR|PLU|IND|NOM//obj//11 till//PP//case//16 vilka//HD|UTR/NEU|PLU|IND//det//16 bestämmelser//NN|UTR|PLU|IND|NOM//obl//11 om//PP//case//19 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//19 ålderspension//NN|UTR|SIN|IND|NOM//nmod//16 som//HP|-|-|-//nsubj:pass//22 skall//VB|PRS|AKT//aux//22 tillämpas//VB|INF|SFO//acl:relcl//16 även//AB//advmod//24 såvitt//SN//advmod//25 avser//VB|PRS|AKT//advcl//11 premiepension//NN|UTR|SIN|IND|NOM//obj//25 till//PP//case//28 efterlevande//NN|UTR|PLU|IND|NOM//obl//25 .//MAD//punct//11
4 Författningskommentar till balken ;4.8//RG|NOM//nmod//32 Avdelning//NN|UTR|SIN|IND|NOM//nmod//32 G//PM|NOM//appos//11 Bostadsstöd//NN|NEU|SIN|IND|NOM//flat:name//32 4.8.1//RG|NOM//amod//35 Inledning//NN|UTR|SIN|IND|NOM//conj//32
4 Författningskommentar till balken ;I//PP//case//2 avdelning//NN|UTR|SIN|IND|NOM//nmod//2 G//PM|NOM//obl//4 har//VB|PRS|AKT//aux//4 samlats//VB|SUP|SFO//ROOT//4 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj:pass//4 som//HP|-|-|-//nsubj//9 i//PP//advmod//9 dag//NN|UTR|SIN|IND|NOM//fixed//7 finns//VB|PRS|SFO//acl:relcl//5 i//PP//case//11 BoL//PM|NOM//obl//9 och//KN//cc//13 BTPL//PM|NOM//conj//11 .//MID//punct//4
4 Författningskommentar till balken ;De//DT|UTR/NEU|PLU|DEF//det//16 förmåner//NN|UTR|PLU|IND|NOM//dislocated//55 som//HP|-|-|-//nsubj:pass//18 regleras//VB|PRS|SFO//acl:relcl//16 i//PP//case//21 dessa//DT|UTR/NEU|PLU|DEF//det//21 lagar//NN|UTR|PLU|IND|NOM//obl//18 har//VB|PRS|AKT//aux//24 inte//AB//advmod//24 ansetts//VB|SUP|SFO//acl:relcl//16 kunna//VB|INF|AKT//aux//26 placeras//VB|INF|SFO//xcomp//24 in//PL//compound:prt//26 i//PP//case//29 någon//PN|UTR|SIN|IND|SUB/OBJ//obl//26 av//PP//case//33 de//DT|UTR/NEU|PLU|DEF//det//33 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 förmånsavdelningarna//NN|UTR|PLU|DEF|NOM//nmod//29 av//PP//case//37 bl.a.//AB|AN//advmod//37 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 skäl//NN|NEU|PLU|IND|NOM//nmod//33 .//MAD//punct//16
4 Författningskommentar till balken ;Bostadsbidrag//NN|NEU|SIN|IND|NOM//nsubj:pass//40 lämnas//VB|PRS|SFO//conj//16 ofta//AB|POS//advmod//40 till//PP//case//43 familjer//NN|UTR|PLU|IND|NOM//obl//40 ,//MID//punct//16 men//KN//cc//49 även//AB//advmod//47 ensamstående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//49 kan//VB|PRS|AKT//aux//49 ha//VB|INF|AKT//conj//16 rätt//NN|UTR|SIN|IND|NOM//obj//49 till//PP//case//52 bidrag//NN|NEU|SIN|IND|NOM//obl//49 .//MAD//punct//16
4 Författningskommentar till balken ;Därför//AB//advmod//55 passar//VB|PRS|AKT//parataxis//4 BoL//PM|NOM//xcomp//55 inte//AB//advmod//55 in//PL//compound:prt//55 i//PP//case//61 B//NN|NEU|SIN|IND|NOM//amod//61 Förmåner//NN|UTR|PLU|IND|NOM//obl//55 till//PP//case//63 familjer//NN|UTR|PLU|IND|NOM//nmod//61 .//MAD//punct//4
4 Författningskommentar till balken ;Bostadstillägg//NN|NEU|SIN|IND|NOM//nsubj:pass//66 lämnas//VB|PRS|SFO//parataxis//4 ofta//AB|POS//advmod//66 till//PP//case//69 någon//PN|UTR|SIN|IND|SUB/OBJ//obl//66 som//HP|-|-|-//nsubj//71 får//VB|PRS|AKT//acl:relcl//69 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//73 ålderspension//NN|UTR|SIN|IND|NOM//obj//71 .//MAD//punct//66
4 Författningskommentar till balken ;Bidrag//NN|NEU|PLU|IND|NOM//nsubj:pass//78 kan//VB|PRS|AKT//aux//78 emellertid//AB//advmod//78 lämnas//VB|INF|SFO//conj//4 även//AB//advmod//78 till//PP//case//81 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//78 som//HP|-|-|-//nsubj//83 får//VB|PRS|AKT//acl:relcl//81 t.ex.//AB|AN//advmod//83 sjukersättning//NN|UTR|SIN|IND|NOM//obj//83 eller//KN//cc//87 aktivitetsersättning//NN|UTR|SIN|IND|NOM//conj//85 eller//KN//cc//89 änkepension//NN|UTR|SIN|IND|NOM//conj//85 .//MID//punct//78
4 Författningskommentar till balken ;Dessa//DT|UTR/NEU|PLU|DEF//det//92 förmåner//NN|UTR|PLU|IND|NOM//nsubj:pass//93 regleras//VB|PRS|SFO//advcl//78 i//PP//case//96 avdelningarna//NN|UTR|PLU|DEF|NOM//nmod//96 C//PM|NOM//obl//93 och//KN//cc//98 F.//PM|NOM//conj//96 Mot//PP//case//101 den//DT|UTR|SIN|DEF//det//101 bakgrunden//NN|UTR|SIN|DEF|NOM//obl//102 passar//VB|PRS|AKT//conj//78 förmånen//NN|UTR|SIN|DEF|NOM//nsubj//102 inte//AB//advmod//102 in//PL//advmod//108 i//PP//fixed//105 avdelning//NN|UTR|SIN|IND|NOM//nmod//108 E//NN|NEU|SIN|IND|NOM//nummod//109 Förmåner//NN|UTR|PLU|IND|NOM//obl//102 vid//PP//case//111 ålderdom//NN|UTR|SIN|IND|NOM//nmod//109 .//MAD//punct//78
4 Författningskommentar till balken ;I//PP//case//1 avdelningen//NN|UTR|SIN|DEF|NOM//obl//2 har//VB|PRS|AKT//ROOT//2 i//PP//advmod//2 möjligaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//fixed//3 mån//NN|UTR|SIN|IND|NOM//fixed//3 uttrycken//NN|NEU|PLU|DEF|NOM//fixed//3 ”//PAD//punct//9 den//DT|UTR|SIN|DEF//det//9 sökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//2 ”//PM|NOM//punct//2 eller//KN//cc//12 ”//PP//conj//2 den//DT|UTR|SIN|DEF//det//15 bidragsberättigade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//15 ”//NN|UTR|SIN|DEF|NOM//nsubj:pass//16 ersatts//VB|SUP|SFO//parataxis//2 med//PP//case//18 uttrycket//NN|NEU|SIN|DEF|NOM//obl//16 ”//PAD//punct//22 den//DT|UTR|SIN|DEF//det//22 försäkrade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//22 ”//PM|NOM//punct//2 .//MAD//punct//2
4 Författningskommentar till balken ;4.8.2//RG|NOM//amod//25 Underavdelning//NN|UTR|SIN|IND|NOM//parataxis//2 I//PP//case//28 Inledande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//28 bestämmelser//NN|UTR|PLU|IND|NOM//nmod//25
