Sammanfattning i delrapporten (SOU:152) Vindkraften en ren energikälla tar plats;(//PAD//punct//1 Utdrag//NN|NEU|SIN|IND|NOM//ROOT//1 )//PAD//punct//1
Fåglar;Vindkraftens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 inverkan//NN|UTR|SIN|IND|NOM//nsubj:pass//5 på//PP//case//3 fåglar//NN|UTR|PLU|IND|NOM//nmod//1 kan//VB|PRS|AKT//aux//5 delas//VB|INF|SFO//ROOT//5 upp//PL//compound:prt//5 i//PP//case//11 åtminstone//AB//advmod//9 tre//RG|NOM//nummod//10 konflikto//NN|NEU|PLU|IND|NOM//nmod//11 mråden//NN|NEU|PLU|IND|NOM//obl//5 ://MID//punct//11
Fåglar;kollisionsrisken//NN|UTR|SIN|DEF|NOM//appos//11 ,//MID//punct//15 störning//NN|UTR|SIN|IND|NOM//conj//13 vid//PP//case//17 häckningsplatser//NN|UTR|PLU|IND|NOM//nmod//15 samt//KN//cc//19 störning//NN|UTR|SIN|IND|NOM//conj//17 vid//PP//case//21 födosökområden//NN|UTR|SIN|DEF|NOM//nmod//19 .//MAD//punct//5
Fåglar;Kollisionseffekterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//2 har//VB|PRS|AKT//aux//2 undersökts//VB|SUP|SFO//ROOT//2 vid//PP//case//6 ett//DT|NEU|SIN|IND//det//5 flertal//NN|NEU|SIN|IND|NOM//nmod//6 tillfällen//NN|NEU|PLU|IND|NOM//obl//2 såväl//KN//advmod//10 vid//PP//case//10 enstaka//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 anläggningar//NN|UTR|PLU|IND|NOM//nmod//6 som//HP|-|-|-//mark//13 i//PP//case//13 vindkraftparker//NN|UTR|PLU|IND|NOM//acl:relcl//10 .//MAD//punct//2
Fåglar;Rapporter//NN|UTR|PLU|IND|NOM//nsubj//16 finns//VB|PRS|SFO//conj//2 ,//MID//punct//16 förutom//PP//advmod//20 från//PP//case//20 Sverige//PM|NOM//obl//16 ,//MID//punct//23 från//PP//case//23 Danmark//PM|NOM//obl//16 ,//MID//punct//25 Tyskland//PM|NOM//conj//23 ,//MID//punct//27 Holland//PM|NOM//conj//23 och//KN//cc//29 USA//PM|NOM//conj//23 .//MAD//punct//16
Fåglar;En//DT|UTR|SIN|IND//det//32 svårighet//NN|UTR|SIN|IND|NOM//nsubj//35 är//VB|PRS|AKT//cop//35 själva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//35 metoden//NN|UTR|SIN|DEF|NOM//nsubj:pass//54 att//IE//mark//37 räkna//VB|INF|AKT//acl//35 antalet//NN|NEU|SIN|DEF|NOM//nmod//40 döda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 fåglar//NN|UTR|PLU|IND|NOM//obj//37 eftersom//SN//mark//46 en//DT|UTR|SIN|IND//det//43 del//NN|UTR|SIN|IND|NOM//nmod//45 döda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 fåglar//NN|UTR|PLU|IND|NOM//nsubj:pass//46 äts//VB|PRS|SFO//advcl//37 upp//PL//compound:prt//46 av//PP//case//49 rovdjur//NN|NEU|PLU|IND|NOM//obl:agent//46 och//KN//cc//52 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 fåglar//NN|UTR|PLU|IND|NOM//conj//49 bara//AB//advmod//54 skadas//VB|PRS|SFO//conj//16 och//KN//cc//56 dör//VB|PRS|AKT//conj//54 efter//PP//case//59 en//DT|UTR|SIN|IND//det//59 tid//NN|UTR|SIN|IND|NOM//obl//56 .//MAD//punct//16
Fåglar;En//DT|UTR|SIN|IND//det//63 holländsk//JJ|POS|UTR|SIN|IND|NOM//amod//63 forskare//NN|UTR|SIN|IND|NOM//nsubj//65 har//VB|PRS|AKT//aux//65 försökt//VB|SUP|AKT//parataxis//16 ta//VB|INF|AKT//xcomp//65 fram//PL//compound:prt//66 en//DT|UTR|SIN|IND//det//69 korrektionsfaktor//NN|UTR|SIN|IND|NOM//obj//66 för//PP//case//75 icke//AB//advmod//72 funna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//75 eller//KN//cc//74 skadade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//72 fåglar//NN|UTR|PLU|IND|NOM//nmod//69 men//KN//cc//78 man//PN|UTR|SIN|IND|SUB//nsubj//78 kan//VB|PRS|AKT//aux//82 med//PP//case//81 viss//JJ|POS|UTR|SIN|IND|NOM//amod//81 säkerhet//NN|UTR|SIN|IND|NOM//obl//82 säga//VB|INF|AKT//conj//16 att//SN//mark//86 osäkerheten//NN|UTR|SIN|DEF|NOM//nsubj//86 är//VB|PRS|AKT//cop//86 stor//JJ|POS|UTR|SIN|IND|NOM//ccomp//82 när//HA//case//91 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//87 gäller//VB|PRS|AKT//fixed//87 undersökningarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//91 exakthet//NN|UTR|SIN|IND|NOM//obl//86 .//MAD//punct//16
Fåglar;En//DT|UTR|SIN|IND//det//95 väsentlig//JJ|POS|UTR|SIN|IND|NOM//amod//95 del//NN|UTR|SIN|IND|NOM//nsubj//102 av//PP//case//97 variationerna//NN|UTR|PLU|DEF|NOM//nmod//95 mellan//PP//case//99 studierna//NN|UTR|PLU|DEF|NOM//nmod//97 som//HP|-|-|-//nsubj:pass//101 gjorts//VB|SUP|SFO//acl:relcl//99 beror//VB|PRS|AKT//advcl//16 på//PP//case//104 förhållanden//NN|NEU|PLU|IND|NOM//obl//102 som//KN//mark//126 årstid//NN|UTR|SIN|IND|NOM//nsubj:pass//126 ,//MID//punct//108 lokalisering//NN|UTR|SIN|IND|NOM//conj//106 ,//MID//punct//108 omr//UO//conj//106 ådets//NN|NEU|SIN|DEF|GEN//nmod:poss//112 vegetation//NN|UTR|SIN|IND|NOM//conj//106 och//KN//cc//115 mängden//NN|UTR|SIN|DEF|NOM//nmod//115 rovdjur//NN|NEU|PLU|IND|NOM//conj//106 inom//PP//case//117 området//NN|NEU|SIN|DEF|NOM//nmod//106 .//MAD//punct//106
Fåglar;Från//PP//case//122 en//DT|UTR|SIN|IND//det//122 stor//JJ|POS|UTR|SIN|IND|NOM//amod//122 vin//NN|NEU|SIN|IND|NOM//nmod//123 dkraftspark//NN|UTR|SIN|IND|NOM//nmod//106 i//PP//case//125 Holland//PM|NOM//nmod//123 uppges//VB|PRS|SFO//acl:relcl//104 tex//AB|AN//case//128 0.04-0.09//RG|NOM//conj//126 döda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//130 flyttfåglar//NN|UTR|PLU|IND|NOM//nsubj//16 ///MID//cc//132 dygn//NN|NEU|PLU|IND|NOM//conj//130 och//KN//cc//134 vindkraftverk//NN|NEU|SIN|IND|NOM//conj//130 .//MAD//punct//16
Fåglar;I//PP//case//139 en//DT|UTR|SIN|IND//det//139 annan//JJ|POS|UTR|SIN|IND|NOM//amod//139 rapport//NN|UTR|SIN|IND|NOM//obl//142 från//PP//case//141 Holland//PM|NOM//nmod//139 uppges//VB|PRS|SFO//advcl//16 att//SN//mark//156 1//RG|NOM//nummod//145 promille//NN|UTR|SIN|IND|NOM//nsubj//156 av//PP//case//148 de//DT|UTR/NEU|PLU|DEF//det//148 flyttfåglar//NN|UTR|PLU|IND|NOM//nmod//145 som//HP|-|-|-//nsubj//150 flyger//VB|PRS|AKT//acl:relcl//148 genom//PP//case//153 en//DT|UTR|SIN|IND//det//153 vindkraftspark//NN|UTR|SIN|IND|NOM//obl//150 på//PP//case//155 natten//NN|UTR|SIN|DEF|NOM//nmod//153 kolliderar//VB|PRS|AKT//ccomp//142 .//MAD//punct//16
Fåglar;Räknar//VB|PRS|AKT//parataxis//16 man//PN|UTR|SIN|IND|SUB//nsubj//158 med//PP//case//163 även//AB//advmod//162 dagflyttande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//163 fåglar//NN|UTR|PLU|IND|NOM//obl//158 beräknas//VB|PRS|SFO//conj//16 antalet//NN|NEU|SIN|DEF|NOM//nmod//166 kollisioner//NN|UTR|PLU|IND|NOM//nsubj:pass//164 till//PP//case//171 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//170 än//KN//fixed//168 0.1//RG|NOM//nummod//171 promille//NN|UTR|PLU|IND|NOM//nmod//166 i//PP//case//174 samma//DT|UTR/NEU|SIN/PLU|IND//det//174 vindkraftspark//NN|UTR|SIN|IND|NOM//obl//164 .//MAD//punct//16
Fåglar;I//PP//case//181 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//178 en//DT|UTR|SIN|IND//det//181 annan//JJ|POS|UTR|SIN|IND|NOM//amod//181 holländsk//JJ|POS|UTR|SIN|IND|NOM//amod//181 rapport//NN|UTR|SIN|IND|NOM//obl//182 beräknar//VB|PRS|AKT//conj//16 man//PN|UTR|SIN|IND|SUB//nsubj//182 att//SN//mark//197 1//RG|NOM//nummod//186 %//NN|AN//nsubj//197 av//PP//case//189 alla//DT|UTR/NEU|PLU|IND/DEF//det//189 fåglar//NN|UTR|PLU|IND|NOM//nmod//186 som//HP|-|-|-//nsubj//191 passerar//VB|PRS|AKT//acl:relcl//189 genom//PP//case//194 en//DT|UTR|SIN|IND//det//194 vindkraftverk//NN|UTR|SIN|IND|NOM//obl//191 i//PP//case//196 rotorhöjd//NN|UTR|SIN|IND|NOM//nmod//194 kolliderar//VB|PRS|AKT//ccomp//182 .//MAD//punct//16
Fåglar;Denna//DT|UTR|SIN|DEF//det//201 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//201 undersökning//NN|UTR|SIN|IND|NOM//nsubj//202 gäller//VB|PRS|AKT//advcl//16 ett//DT|NEU|SIN|IND//det//204 område//NN|NEU|SIN|IND|NOM//obj//202 med//PP//case//210 relativt//AB|POS//advmod//207 liten//JJ|POS|UTR|SIN|IND|NOM//amod//208 mängd//NN|UTR|SIN|IND|NOM//nmod//210 sträckande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//210 fåglar//NN|UTR|PLU|IND|NOM//nmod//204 .//MAD//punct//16
Fåglar;I//PP//case//3 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//3 danska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 undersökningar//NN|UTR|PLU|IND|NOM//obl//9 från//PP//case//5 kusterna//NN|UTR|PLU|DEF|NOM//nmod//3 har//VB|PRS|AKT//aux//9 man//PN|UTR|SIN|IND|SUB//nsubj//9 inte//AB//advmod//9 funnit//VB|SUP|AKT//ROOT//9 några//DT|UTR/NEU|PLU|IND//det//12 döda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 fåglar//NN|UTR|PLU|IND|NOM//obj//9 medan//SN//mark//16 tyska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 undersökningar//NN|UTR|PLU|IND|NOM//nsubj//16 visar//VB|PRS|AKT//advcl//9 siffror//NN|UTR|PLU|IND|NOM//obj//16 från//PP//case//19 noll//RG|NOM//nmod//17 till//PP//case//23 14//RG|NOM//nummod//23 döda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 fåglar//NN|UTR|PLU|IND|NOM//obl//16 ///MID//case//25 år//NN|NEU|PLU|IND|NOM//nmod//23 och//KN//cc//27 vindkraftverk//NN|NEU|PLU|IND|NOM//conj//25 .//MAD//punct//9
Fåglar;I//PP//case//32 en//DT|UTR|SIN|IND//det//32 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//32 undersökning//NN|UTR|SIN|IND|NOM//obl//35 från//PP//case//34 Näsudden//PM|NOM//nmod//32 fann//VB|PRT|AKT//parataxis//9 man//PN|UTR|SIN|IND|SUB//nsubj//35 49//RG|NOM//nummod//38 kollisioner//NN|UTR|PLU|IND|NOM//obj//35 under//PP//case//41 ett//DT|NEU|SIN|IND//nummod//41 år//NN|NEU|SIN|IND|NOM//obl//35 varav//HA//advmod//35 43//RG|NOM//obl//35 hittades//VB|PRT|SFO//xcomp//35 efter//PP//case//48 en//DT|UTR|SIN|IND//det//48 ”//JJ|POS|UTR|SIN|IND|NOM//punct//46 katastrofnatt//NN|UTR|SIN|IND|NOM//obl//44 ”//PM|NOM//punct//48 då//HA//advmod//52 verket//NN|NEU|SIN|DEF|NOM//nsubj//52 var//VB|PRT|AKT//acl:relcl//48 ur//PP//case//54 drift//NN|UTR|SIN|IND|NOM//obl//52 men//KN//cc//58 en//DT|UTR|SIN|IND//det//57 lampa//NN|UTR|SIN|IND|NOM//nsubj//58 lyste//VB|PRT|AKT//conj//52 på//PP//case//62 10//RG|NOM//nummod//61 meters//NN|UTR|PLU|IND|GEN//nmod:poss//62 höjd//NN|UTR|SIN|IND|NOM//obl//58 .//MAD//punct//48
Fåglar;Från//PP//case//65 Kalifornien//PM|NOM//obl//66 uppges//VB|PRS|SFO//conj//9 att//SN//mark//73 frekvensen//NN|UTR|SIN|DEF|NOM//nsubj//73 kan//VB|PRS|AKT//aux//73 vara//VB|INF|AKT//cop//73 2.3-5.8//RG|NOM//nummod//73 rovfåglar/100//JJ|POS|NEU|SIN|IND|NOM//amod//73 vindkraftverk//NN|NEU|SIN|IND|NOM//ccomp//66 och//KN//cc//75 år//NN|NEU|SIN|IND|NOM//conj//73 .//MAD//punct//9
Fåglar;De//DT|UTR/NEU|PLU|DEF//det//2 europeiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 undersökningarna//NN|UTR|PLU|DEF|NOM//nsubj//3 visar//VB|PRS|AKT//ROOT//3 att//SN//mark//15 effekten//NN|UTR|SIN|DEF|NOM//nsubj//15 av//PP//case//7 kollisioner//NN|UTR|PLU|IND|NOM//nmod//5 mellan//PP//case//9 vindkraftverk//NN|NEU|PLU|IND|NOM//nmod//7 och//KN//cc//11 fåglar//NN|UTR|PLU|IND|NOM//conj//9 i//PP//advmod//15 allmänhet//NN|UTR|SIN|IND|NOM//fixed//12 är//VB|PRS|AKT//cop//15 liten//JJ|POS|UTR|SIN|IND|NOM//ccomp//3 vid//PP//case//18 de//DT|UTR/NEU|PLU|DEF//det//18 platser//NN|UTR|PLU|IND|NOM//obl//15 som//HP|-|-|-//nsubj//21 har//VB|PRS|AKT//aux//21 unde//VB|SUP|AKT//acl:relcl//18 rsökts//NN|NEU|PLU|IND|NOM//obj//21 .//MAD//punct//3
Fåglar;Kollisionsrisken//PM|NOM//nsubj//28 kan//VB|PRS|AKT//aux//28 emellertid//AB//advmod//28 vara//VB|INF|AKT//cop//28 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//3 för//PP//case//31 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 sjöfåglar//NN|UTR|PLU|IND|NOM//obl//28 ,//MID//punct//37 och//KN//cc//37 förmodligen//AB//advmod//37 även//AB//advmod//36 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 arter//NN|UTR|PLU|IND|NOM//conj//28 ,//MID//punct//37 som//HP|-|-|-//nsubj//45 i//PP//case//42 dåligt//JJ|POS|NEU|SIN|IND|NOM//amod//42 väder//NN|NEU|SIN|IND|NOM//obl//45 eller//KN//cc//44 nattetid//NN|UTR|SIN|IND|NOM//conj//42 flyttar//VB|PRS|AKT//acl:relcl//37 på//PP//case//48 låg//JJ|POS|UTR|SIN|IND|NOM//amod//48 höjd//NN|UTR|SIN|IND|NOM//obl//45 .//MAD//punct//28
Fåglar;Kollisionsrisk//JJ|POS|UTR|SIN|IND|NOM//amod//1 föreligger//VB|PRS|AKT//dep//101 också//AB//advmod//1 med//PP//case//4 luftledningar//NN|UTR|PLU|IND|NOM//obl//1 ,//MID//punct//6 radiomaster//NN|UTR|PLU|IND|NOM//conj//4 ,//MID//punct//10 höga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 byg//NN|NEU|PLU|IND|NOM//nmod//10 gnader//NN|UTR|PLU|IND|NOM//conj//4 ,//MID//punct//12 bilar//NN|UTR|PLU|IND|NOM//conj//4 ,//MID//punct//14 fönster//NN|NEU|PLU|IND|NOM//conj//4 och//KN//cc//16 glasfasader//NN|UTR|PLU|IND|NOM//conj//4 .//MID//punct//1
Fåglar;Antal//NN|NEU|PLU|IND|NOM//nmod//20 dödade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//20 fåglar//NN|UTR|PLU|IND|NOM//nsubj:pass//29 genom//PP//case//22 kollisioner//NN|UTR|PLU|IND|NOM//nmod//20 med//PP//nmod//22 tex//AB|AN//case//25 högspänningsledningar//NN|UTR|PLU|IND|NOM//nmod//22 och//KN//cc//27 bilar//NN|UTR|PLU|IND|NOM//conj//25 har//VB|PRS|AKT//aux//29 undersökts//VB|SUP|SFO//parataxis//1 i//PP//case//33 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 europeiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 studier//NN|UTR|PLU|IND|NOM//obl//29 och//KN//cc//35 befunnits//VB|SUP|SFO//conj//29 vara//VB|INF|AKT//cop//38 betydligt//AB//advmod//38 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//35 än//KN//case//42 antalet//NN|NEU|SIN|DEF|NOM//nmod//42 dödade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//42 fåglar//NN|UTR|PLU|IND|NOM//nmod//38 vid//PP//case//44 vindkraftverk//NN|NEU|PLU|IND|NOM//nmod//42 .//MAD//punct//1
Fåglar;Emellertid//AB//advmod//49 är//VB|PRS|AKT//cop//49 kunskaperna//NN|UTR|PLU|DEF|NOM//nsubj//49 dåliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//1 och//KN//cc//54 de//DT|UTR/NEU|PLU|DEF//det//53 gjorda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//53 studierna//NN|UTR|PLU|DEF|NOM//nsubj//54 säger//VB|PRS|AKT//conj//49 mycket//AB|POS//advmod//56 litet//AB|POS//advmod//54 om//PP//mark//63 hur//HA//advmod//63 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//63 kan//VB|PRS|AKT//aux//63 komma//VB|INF|AKT//aux//63 att//IE//mark//63 se//VB|INF|AKT//acl//56 ut//PL//compound:prt//63 i//PP//case//66 framtiden//NN|UTR|SIN|DEF|NOM//obl//63 om//PP//mark//71 vindkraften//NN|UTR|SIN|DEF|NOM//nsubj//71 är//VB|PRS|AKT//cop//71 mer//AB|KOM//advmod//71 utbyggd//PC|PRF|UTR|SIN|IND|NOM//advcl//63 .//MAD//punct//1
Fåglar;För//PP//case//76 de//DT|UTR/NEU|PLU|DEF//det//76 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//76 arter//NN|UTR|PLU|IND|NOM//obl//83 kommer//VB|PRS|AKT//aux//83 en//DT|UTR|SIN|IND//det//79 utbyggnad//NN|UTR|SIN|IND|NOM//nsubj//83 troligen//AB//advmod//83 inte//AB//advmod//83 att//IE//mark//83 ha//VB|INF|AKT//parataxis//1 någon//DT|UTR|SIN|IND//det//86 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//86 inverkan//NN|UTR|SIN|IND|NOM//obj//83 på//PP//case//88 populationsnivån//NN|UTR|SIN|DEF|NOM//nmod//86 men//KN//cc//92 för//PP//case//92 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//92 arter//NN|UTR|PLU|IND|NOM//conj//86 ,//MID//punct//96 inte//AB//advmod//96 bara//AB//advmod//96 rovfåglar//NN|UTR|PLU|IND|NOM//appos//83 ,//MID//punct//1 kan//VB|PRS|AKT//aux//101 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//101 vara//VB|INF|AKT//cop//101 allvarligt//JJ|POS|NEU|SIN|IND|NOM//ROOT//101 .//MAD//punct//101
Fåglar;Ett//DT|NEU|SIN|IND//det//1 antal//NN|NEU|SIN|IND|NOM//nmod//2 undersökningar//NN|UTR|PLU|IND|NOM//nsubj:pass//5 har//VB|PRS|AKT//aux//5 också//AB//advmod//5 gjorts//VB|SUP|SFO//ROOT//5 om//PP//case//8 flyttfåglars//NN|UTR|PLU|IND|GEN//nmod:poss//8 reaktioner//NN|UTR|PLU|IND|NOM//obl//5 på//PP//case//10 vindkraftverk//NN|NEU|PLU|IND|NOM//nmod//8 och//KN//cc//13 därmed//AB//advmod//13 konflikter//NN|UTR|PLU|IND|NOM//conj//8 mellan//PP//case//15 vindkraftverk//NN|NEU|PLU|IND|NOM//nmod//13 och//KN//cc//17 flyttfågelstråk//NN|NEU|SIN|IND|NOM//conj//15 .//MAD//punct//5
Fåglar;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//20 gäller//VB|PRS|AKT//parataxis//5 såväl//KN//advmod//22 fåglar//NN|UTR|PLU|IND|NOM//obj//20 som//HP|-|-|-//nsubj//24 flyttar//VB|PRS|AKT//acl:relcl//22 på//PP//case//26 dagen//NN|UTR|SIN|DEF|NOM//obl//24 som//KN//case//29 på//PP//case//29 natten//NN|UTR|SIN|DEF|NOM//obl//24 .//MAD//punct//5
Fåglar;Flyttfågelsträcken//NN|UTR|SIN|DEF|NOM//nsubj//1 går//VB|PRS|AKT//ROOT//1 ofta//AB|POS//advmod//1 längs//PP//case//4 kusterna//NN|UTR|PLU|DEF|NOM//obl//1 och//KN//cc//6 sammanfaller//VB|PRS|AKT//conj//1 således//AB//advmod//6 till//PP//case//10 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 delar//NN|UTR|PLU|IND|NOM//obl//6 med//PP//case//12 områden//NN|NEU|PLU|IND|NOM//nmod//10 som//HP|-|-|-//nsubj//15 är//VB|PRS|AKT//cop//15 lämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//12 för//PP//case//17 vindkraft//NN|UTR|SIN|IND|NOM//obl//15 .//MID//punct//1
Fåglar;Kunskaperna//NN|UTR|PLU|DEF|NOM//nsubj//23 i//PP//case//21 ämnet//NN|NEU|SIN|DEF|NOM//nmod//19 är//VB|PRS|AKT//cop//23 bristfälliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//1 men//KN//cc//26 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//26 finns//VB|PRS|SFO//conj//23 uppgifterna//NN|UTR|PLU|DEF|NOM//nsubj//26 som//HP|-|-|-//nsubj//29 pekar//VB|PRS|AKT//acl:relcl//27 på//PP//mark//36 att//IE//mark//36 dagflytta//VB|INF|AKT//amod//34 nde//VB|PRT|AKT//nmod//34 fåglar//NN|UTR|PLU|IND|NOM//nsubj:pass//36 sällan//AB//advmod//36 iakttas//VB|PRS|SFO//ccomp//29 närmare//AB|KOM//advmod//36 än//KN//case//40 100//RG|NOM//nummod//40 meter//NN|UTR|PLU|IND|NOM//obl//36 från//PP//case//42 verken//NN|NEU|PLU|DEF|NOM//nmod//40 ,//MID//punct//26 att//SN//mark//54 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 fågela//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 rter//NN|UTR|PLU|IND|NOM//nsubj//54 ,//MID//punct//47 tex//AB|AN//case//50 gäss//NN|UTR|PLU|IND|NOM//appos//47 och//KN//cc//52 svanar//NN|UTR|PLU|IND|NOM//conj//50 ,//MID//punct//47 regerar//VB|PRS|AKT//advcl//26 redan//AB//advmod//54 500-600//RG|NOM//nummod//57 meter//NN|UTR|PLU|IND|NOM//obj//54 från//PP//case//59 verken//NN|NEU|PLU|DEF|NOM//nmod//57 ,//MID//punct//57 att//SN//mark//63 fåglarna//NN|UTR|PLU|DEF|NOM//nsubj//63 reagerar//VB|PRS|AKT//csubj//26 mindre//AB|KOM//advmod//63 på//PP//case//67 stillastående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//67 verk//NN|NEU|PLU|IND|NOM//obl//63 än//KN//mark//70 på//PP//case//70 verk//NN|NEU|PLU|IND|NOM//obl//63 i//PP//case//72 drift//NN|UTR|SIN|IND|NOM//nmod//70 och//KN//cc//77 att//SN//mark//77 fåglarna//NN|UTR|PLU|DEF|NOM//nsubj//77 oftare//AB|KOM//advmod//77 väjer//VB|PRS|AKT//conj//63 i//PP//case//79 horisontalplanet//NN|NEU|SIN|DEF|NOM//obl//77 än//KN//advmod//82 i//PP//case//82 vertikalplanet//NN|NEU|SIN|DEF|NOM//obl//77 .//MAD//punct//23
Fåglar;En//DT|UTR|SIN|IND//det//85 undersökning//NN|UTR|SIN|IND|NOM//nsubj//86 visar//VB|PRS|AKT//conj//1 att//SN//mark//97 en//DT|UTR|SIN|IND//det//90 linje//NN|UTR|SIN|IND|NOM//amod//90 verk//NN|NEU|PLU|IND|NOM//nsubj:pass//97 som//HP|-|-|-//nsubj:pass//92 placeras//VB|PRS|SFO//acl:relcl//90 vinkelrätt//AB|POS//advmod//92 mot//PP//case//95 flygstråket//NN|NEU|SIN|DEF|NOM//obl//92 kan//VB|PRS|AKT//aux//97 upplevas//VB|INF|SFO//ccomp//86 som//KN//case//100 en//DT|UTR|SIN|IND//det//100 barriär//NN|UTR|SIN|IND|NOM//xcomp//97 för//PP//case//102 fåglarna//NN|UTR|PLU|DEF|NOM//nmod//100 men//KN//cc//116 att//SN//mark//116 ett//DT|NEU|SIN|IND//det//106 avstånd//NN|NEU|SIN|IND|NOM//nsubj//116 på//PP//case//111 mer//AB|KOM//advmod//110 än//KN//fixed//108 150//RG|NOM//nummod//111 meter//NN|UTR|PLU|IND|NOM//nmod//106 mellan//PP//case//113 verken//NN|NEU|PLU|DEF|NOM//nmod//111 kan//VB|PRS|AKT//aux//116 vara//VB|INF|AKT//cop//116 tillräckligt//JJ|POS|NEU|SIN|IND|NOM//conj//97 för//PP//mark//121 att//SN//mark//121 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//120 fågelarter//NN|UTR|PLU|IND|NOM//nsubj//121 flyger//VB|PRS|AKT//advcl//116 mellan//PP//case//123 verken//NN|NEU|PLU|DEF|NOM//obl//121 .//MAD//punct//1
