"""%(/6 /#( +/34.!$%2";Bilagor//NN|UTR|PLU|IND|NOM//ROOT//0
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Successionen//NN|UTR|SIN|DEF|NOM//nsubj//32 efter//PP//case//31 brand//NN|UTR|SIN|IND|NOM//nmod//29 pågår//VB|PRS|AKT//parataxis//11 i//PP//case//37 mer//AB|KOM//advmod//36 än//KN//fixed//34 300//RG|NOM//nummod//37 år//NN|NEU|PLU|IND|NOM//obl//32 .//MAD//punct//32
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Efter//PP//case//42 100//RG|NOM//nummod//41 års//NN|NEU|PLU|IND|GEN//nmod:poss//42 ålder//NN|UTR|SIN|IND|NOM//obl//32 har//VB|PRS|AKT//aux//45 dock//AB//advmod//45 beståndet//NN|NEU|SIN|DEF|NOM//nsubj//11 en//DT|UTR|SIN|IND//det//48 stabil//JJ|POS|UTR|SIN|IND|NOM//amod//48 nivå//NN|UTR|SIN|IND|NOM//nsubj//45 på//PP//case//50 grundytan//NN|UTR|SIN|DEF|NOM//nmod//48 (//PAD//punct//45 Zackrisson//PM|NOM//appos//45 et//PM|NOM//flat//52 al//PM|NOM//nummod//52 .//MAD//punct//52
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;1996//RG|NOM//nummod//52 )//PAD//punct//52 .//MAD//punct//65
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Naturlandskapets//NN|NEU|SIN|DEF|GEN//nmod:poss//60 fördelning//NN|UTR|SIN|IND|NOM//nsubj:pass//65 på//PP//case//64 de//DT|UTR/NEU|PLU|DEF//det//64 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 åldersklasserna//NN|UTR|PLU|DEF|NOM//nmod//60 anges//VB|PRS|SFO//conj//11 därför//AB//advmod//65 både//KN//cc//71 enligt//PP//case//71 den//DT|UTR|SIN|DEF//det//71 negativa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//71 binomialfördelningen//NN|UTR|SIN|DEF|NOM//obl//65 och//KN//cc//74 enligt//PP//case//74 medelvärdet//NN|NEU|SIN|DEF|NOM//conj//71 av//PP//case//78 den//DT|UTR|SIN|DEF//det//78 negativa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//78 exponentialfördelningen//NN|UTR|SIN|DEF|NOM//nmod//74 och//KN//cc//80 Weibullfördelningen//NN|UTR|SIN|DEF|NOM//conj//78 vilka//HP|UTR/NEU|PLU|IND//obj//83 bägge//PN|UTR/NEU|PLU|DEF|SUB//nsubj//83 innehåller//VB|PRS|AKT//acl:relcl//74 skogsbestånd//NN|NEU|PLU|IND|NOM//obj//83 upp//AB//advmod//88 till//PP//case//88 300//RG|NOM//nummod//88 år//NN|NEU|PLU|IND|NOM//obl//83 .//MAD//punct//11
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 väljer//VB|PRS|AKT//ROOT//1 att//IE//mark//3 arbeta//VB|INF|AKT//xcomp//1 medelvärdet//NN|NEU|SIN|DEF|NOM//obj//3 för//PP//case//6 Weibull//PM|NOM//nmod//4 och//KN//cc//9 negativ//JJ|POS|UTR|SIN|IND|NOM//amod//9 binomialfördelning//NN|UTR|SIN|IND|NOM//conj//6 (//PAD//punct//3 understrukna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//appos//3 )//PAD//punct//11 .//MAD//punct//1
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Genom//PP//case//15 multiplikation//NN|UTR|SIN|IND|NOM//obl//19 med//PP//case//18 tröskelvärdet//NN|NEU|SIN|DEF|NOM//nmod//18 0,2//RG|NOM//nmod//15 fås//VB|PRS|SFO//conj//1 de//DT|UTR/NEU|PLU|DEF//det//22 långsiktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 målen//NN|NEU|PLU|DEF|NOM//nsubj//19 som//HP|-|-|-//nsubj:pass//26 inte//AB//advmod//26 bör//VB|PRS|AKT//aux//26 understigas//VB|INF|SFO//acl:relcl//22 för//PP//case//30 de//DT|UTR/NEU|PLU|DEF//det//30 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 klasserna//NN|UTR|PLU|DEF|NOM//obl//26 .//MID//punct//1
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Alla//DT|UTR/NEU|PLU|IND/DEF//det//33 siffror//NN|UTR|PLU|IND|NOM//nsubj//35 är//VB|PRS|AKT//cop//35 avrundade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//1 till//PP//case//37 heltal//NN|NEU|SIN|IND|NOM//obl//35 .//MAD//punct//1
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Boreala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 successionsskogar//NN|UTR|PLU|IND|NOM//ROOT//1 ://MAD//punct//1
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Åldersklass//NN|UTR|SIN|IND|NOM//nsubj//1 Bedömd//PC|PRF|UTR|SIN|IND|NOM//ROOT//1 förindustriell//JJ|POS|UTR|SIN|IND|NOM//amod//3 andel//NN|UTR|SIN|IND|NOM//obj//1 (//PAD//punct//3 %//NN|AN//appos//3 )//PAD//punct//5 Långsiktigt//JJ|POS|NEU|SIN|IND|NOM//amod//8 mål//NN|NEU|SIN|IND|NOM//conj//3 (//PAD//punct//8 %//NN|AN//appos//8 )//PAD//punct//1
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Trädslagssammansättning//NN|UTR|SIN|IND|NOM//ROOT//0
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Ett//DT|NEU|SIN|IND//det//1 inslag//NN|NEU|SIN|IND|NOM//nsubj//12 av//PP//case//3 lövträd//NN|NEU|PLU|IND|NOM//nmod//1 (//PAD//punct//5 asp//NN|UTR|SIN|IND|NOM//appos//3 och//KN//cc//7 björk//NN|UTR|SIN|IND|NOM//conj//5 )//PAD//punct//1 är//VB|PRS|AKT//cop//12 en//DT|UTR|SIN|IND//det//12 naturlig//JJ|POS|UTR|SIN|IND|NOM//amod//12 komponent//NN|UTR|SIN|IND|NOM//nsubj//17 i//PP//case//14 successionskogarna//NN|UTR|PLU|DEF|NOM//nmod//12 .//MAD//punct//12
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Lövet//NN|NEU|SIN|DEF|NOM//nmod//12 finns//VB|PRS|SFO//ROOT//17 dels//KN//advmod//17 som//KN//mark//21 ett//DT|NEU|SIN|IND//det//21 inslag//NN|NEU|SIN|IND|NOM//xcomp//17 i//PP//case//23 barrbestånd//NN|NEU|SIN|IND|NOM//nmod//21 i//PP//case//27 en//DT|UTR|SIN|IND//det//27 viss//JJ|POS|UTR|SIN|IND|NOM//amod//27 procentandel//NN|UTR|SIN|IND|NOM//nmod//21 ,//MID//punct//42 och//KN//cc//42 dels//KN//advmod//33 som//KN//case//33 lövrika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 bestånd//NN|NEU|PLU|IND|NOM//nsubj:pass//42 i//PP//case//35 landskapet//NN|NEU|SIN|DEF|NOM//nmod//33 .//MAD//punct//33
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;20//RG|NOM//nmod//33 och//KN//cc//41 50//RG|NOM//nummod//40 %//NN|AN//nmod//41 lövandel//NN|NEU|SIN|IND|NOM//conj//37 satts//VB|SUP|SFO//conj//17 som//KN//case//44 klassgränser//NN|UTR|PLU|IND|NOM//xcomp//42 (//PAD//punct//47 appendix//NN|NEU|SIN|IND|NOM//nmod//47 B//NN|NEU|SIN|IND|NOM//appos//44 )//PAD//punct//47 .//MAD//punct//17
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Boreala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 successionsskogar//NN|UTR|PLU|IND|NOM//ROOT//1 ://MAD//punct//1
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Långsiktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 mål//NN|NEU|PLU|IND|NOM//nsubj:pass//2 formuleras//VB|PRS|SFO//ROOT//2 separat//AB|POS//advmod//2 för//PP//case//5 nivån//NN|UTR|SIN|DEF|NOM//obl//2 20//RG|NOM//nummod//7 %//NN|AN//nsubj:pass//2 av//PP//case//12 de//DT|UTR/NEU|PLU|DEF//det//12 två//RG|NOM//nummod//12 högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//12 åldersklasserna//NN|UTR|PLU|DEF|NOM//nmod//7 (//PAD//punct//12 understrukna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//appos//12 )//PAD//punct//12 och//KN//cc//19 av//PP//case//18 lövbränna//NN|UTR|SIN|DEF|NOM//obl//19 definierat//VB|SUP|AKT//conj//2 som//KN//case//22 70109//RG|NOM//nummod//22 år//NN|NEU|PLU|IND|NOM//obl//19 och//KN//cc//25 20-50//RG|NOM//nummod//25 %//NN|AN//conj//22 och//KN//cc//30 >//MID//punct//30 50//RG|NOM//nummod//29 %//NN|AN//nmod//30 löv//NN|NEU|PLU|IND|NOM//conj//25 (//PAD//punct//33 fet//JJ|POS|UTR|SIN|IND|NOM//amod//33 stil//NN|UTR|SIN|IND|NOM//appos//30 )//PAD//punct//19 .//MAD//punct//2
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;1.2//RG|NOM//nummod//37 Korrigeringar//NN|UTR|PLU|IND|NOM//appos//2 samt//KN//cc//39 fördelning//NN|UTR|SIN|IND|NOM//conj//37 på//PP//case//41 målsättningsklasser//NN|UTR|PLU|IND|NOM//nmod//39
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Vår//PS|UTR|SIN|DEF//nmod:poss//1 bedömning//NN|UTR|SIN|IND|NOM//nsubj//2 är//VB|PRS|AKT//ROOT//2 att//SN//mark//8 Riksskogstaxeringen//NN|UTR|SIN|DEF|NOM//nsubj//8 (//PAD//punct//4 RT//NN|AN//appos//4 )//PAD//punct//4 återger//VB|PRS|AKT//ccomp//2 denna//DT|UTR|SIN|DEF//nsubj//8 huvudsakligen//AB//advmod//8 boreala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//12 skogsmiljö//NN|UTR|SIN|IND|NOM//obj//8 på//PP//case//16 ett//DT|NEU|SIN|IND//det//16 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 sätt//NN|NEU|SIN|IND|NOM//nmod//12 .//MAD//punct//8
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Vi//PN|UTR|PLU|DEF|SUB//nsubj//20 har//VB|PRS|AKT//aux//20 delat//VB|SUP|AKT//conj//8 upp//PL//compound:prt//20 successionstadierna//NN|UTR|PLU|DEF|NOM//obj//20 i//PP//case//25 två//RG|NOM//nummod//25 grupper//NN|UTR|PLU|IND|NOM//obl//20 ://MID//punct//25
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;gammelskog//NN|UTR|SIN|IND|NOM//appos//25 (//PAD//punct//27 >//MID//punct//30 110år//RG|NOM//appos//27 i//PP//case//32 region//NN|UTR|SIN|IND|NOM//nmod//30 2//RG|NOM//nummod//30 +//MID//case//35 3//RG|NOM//conj//33 och//KN//cc//35 >//MID//punct//27 100//RG|NOM//nummod//39 år//NN|NEU|PLU|IND|NOM//nmod//27 i//PP//case//41 region//NN|UTR|SIN|IND|NOM//nmod//39 4+5//RG|NOM//nummod//25 )//PAD//punct//20 och//KN//cc//45 lövbrännor//NN|UTR|PLU|IND|NOM//conj//20 (//PAD//punct//45 åldersklassen//NN|UTR|SIN|DEF|NOM//nmod//48 70-109//RG|NOM//nummod//49 år//NN|NEU|PLU|IND|NOM//appos//45 i//PP//case//51 regionerna//NN|UTR|PLU|DEF|NOM//nmod//45 2+3//RG|NOM//nummod//45 respektive//AB//cc//54 70-99//RG|NOM//conj//45 i//PP//case//56 regionerna//NN|UTR|PLU|DEF|NOM//nmod//54 4+5//RG|NOM//nummod//54 och//KN//cc//60 med//PP//case//60 lövandelen//NN|UTR|SIN|DEF|NOM//conj//54 >//MID//punct//54 20//RG|NOM//nummod//63 %//NN|AN//appos//54 )//PAD//punct//45 .//MAD//punct//2
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;I//PP//case//1 region//NN|UTR|SIN|IND|NOM//obl//2 2//RG|NOM//nummod//3 råder//VB|PRS|AKT//ROOT//3 ingen//DT|UTR|SIN|IND//det//5 brist//NN|UTR|SIN|IND|NOM//nsubj//3 på//PP//case//8 gammal//JJ|POS|UTR|SIN|IND|NOM//amod//8 skog//NN|UTR|SIN|IND|NOM//nmod//5 medan//SN//mark//14 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//14 i//PP//case//12 region//NN|UTR|SIN|IND|NOM//obl//13 3//RG|NOM//nummod//14 finns//VB|PRS|SFO//advcl//3 ett//DT|NEU|SIN|IND//det//16 underskott//NN|NEU|SIN|IND|NOM//nsubj//14 om//PP//case//19 25//RG|NOM//nummod//19 000//RG|NOM//nmod//16 ha//VB|INF|AKT//aux//52 jämfört//PC|PRF|NEU|SIN|IND|NOM//case//25 med//PP//fixed//21 det//DT|NEU|SIN|DEF//det//25 långsiktiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 målet//NN|NEU|SIN|DEF|NOM//obj//20 om//PP//case//28 161//RG|NOM//nummod//28 000//RG|NOM//nmod//25 ha//NN|AN//amod//25 .//MAD//punct//25
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;"Behovet//NN|NEU|SIN|DEF|NOM//appos//25 av//PP//case//33 återskapande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//31 av//PP//case//35 lövbrännor//NN|UTR|PLU|IND|NOM//nmod//33 för//PP//mark//38 att//IE//mark//38 nå//VB|INF|AKT//advcl//20 det//DT|NEU|SIN|DEF//det//41 långsiktiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//41 målet//NN|NEU|SIN|DEF|NOM//obj//38 120//RG|NOM//nummod//43 000//RG|NOM//nummod//44 ha//NN|AN//xcomp//38 (//PAD//punct//44 region//NN|UTR|SIN|IND|NOM//appos//44 2//RG|NOM//nummod//46 )//PAD//punct//44 resp//AB|AN//cc//51 152//RG|NOM//nmod//51 000//RG|NOM//nummod//52 ha//NN|AN//nsubj//3 (//PAD//punct//52 region//NN|UTR|SIN|IND|NOM//appos//52 3//RG|NOM//nummod//54 )//PAD//punct//52 gäller//VB|PRS|AKT//conj//3 de//DT|UTR/NEU|PLU|DEF//det//60 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//60 lövskogarna//NN|UTR|PLU|DEF|NOM//obj//57 och//KN//cc//62 uppgår//VB|PRS|AKT//conj//57 till//PP//case//66 ungefär//AB//advmod//65 10//RG|NOM//nummod//66 000//RG|NOM//obl//62 ha//NN|AN//xcomp//62 resp.//AB|AN//cc//69 53000//RG|NOM//conj//67 ha//NN|AN//xcomp//67 ;//MID//punct//3"
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;(//PAD//punct//75 99//RG|NOM//nummod//74 000//RG|NOM//nsubj//75 ha//VB|INF|AKT//csubj//79 med//PP//case//78 höga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 lövandelar//NN|UTR|PLU|IND|NOM//obl//75 finns//VB|PRS|SFO//parataxis//3 redan//AB//advmod//79 )//PAD//punct//79 .//MAD//punct//3
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;I//PP//case//1 region//NN|UTR|SIN|IND|NOM//nmod//2 4//RG|NOM//nsubj//5 är//VB|PRS|AKT//cop//5 vår//PS|UTR|SIN|DEF//nmod:poss//5 bedöming//NN|UTR|SIN|IND|NOM//nsubj//62 att//SN//mark//9 vår//PS|UTR|SIN|DEF//nmod:poss//8 metod//NN|UTR|SIN|IND|NOM//nsubj//9 innebär//VB|PRS|AKT//csubj//5 en//DT|UTR|SIN|IND//det//11 överskattning//NN|UTR|SIN|IND|NOM//obj//9 av//PP//case//13 arealen//NN|UTR|SIN|DEF|NOM//nmod//15 boreala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 successionskogar//NN|UTR|PLU|IND|NOM//appos//11 .//MAD//punct//5
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Av//PP//case//18 successionsskogarna//NN|UTR|PLU|DEF|NOM//nmod//5 (//PAD//punct//18 boreala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//appos//18 och//KN//cc//22 nemorala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//20 )//PAD//punct//18 är//VB|PRS|AKT//cop//31 enligt//PP//case//27 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//27 skattningar//NN|UTR|PLU|IND|NOM//obl//24 cirka//AB//advmod//29 6/7//RG|NOM//nummod//31 boreala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 successionsskogar//NN|UTR|PLU|IND|NOM//conj//18 (//PAD//punct//34 4641000//RG|NOM//nummod//34 ha//NN|AN//appos//31 )//PAD//punct//34 och//KN//cc//38 1/7//RG|NOM//nummod//38 nemorala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//31 (//PAD//punct//38 749000//RG|NOM//nummod//41 ha//NN|AN//appos//38 )//PAD//punct//38 .//MAD//punct//31
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Mot//PP//case//45 bakgrund//NN|UTR|SIN|IND|NOM//nmod//31 av//PP//case//49 den//DT|UTR|SIN|DEF//det//49 snabba//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//49 förgraningen//NN|UTR|SIN|DEF|NOM//nmod//45 under//PP//case//53 de//DT|UTR/NEU|PLU|DEF//det//53 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//53 seklet//NN|NEU|SIN|DEF|NOM//nmod//49 (//PAD//punct//55 Björse//PM|NOM//conj//18 &//KN|AN//cc//57 Bradshaw//PM|GEN//conj//55 ms//NN|AN//conj//55 )//PAD//punct//18 är//VB|PRS|AKT//cop//62 vår//PS|UTR|SIN|DEF//nmod:poss//62 bedömning//NN|UTR|SIN|IND|NOM//ROOT//62 att//SN//mark//66 vi//PN|UTR|PLU|DEF|SUB//nsubj//66 behöver//VB|PRS|AKT//aux//66 fördela//VB|INF|AKT//acl//62 om//SN//case//68 marken//NN|UTR|SIN|DEF|NOM//obl//66 till//PP//case//73 50//RG|NOM//nummod//71 %//NN|AN//nmod//72 boreala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//73 successionsskogar//NN|UTR|PLU|IND|NOM//nmod//68 och//KN//cc//78 50//RG|NOM//nummod//76 %//NN|AN//obl//77 nemorala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 successionsskogar//NN|UTR|PLU|IND|NOM//conj//73 .//MAD//punct//62
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Vi//PN|UTR|PLU|DEF|SUB//nsubj//81 drar//VB|PRS|AKT//parataxis//62 därför//AB//advmod//81 ned//PL//compound:prt//81 siffrorna//NN|UTR|PLU|DEF|NOM//obj//81 i//PP//case//88 arealen//NN|UTR|SIN|DEF|NOM//nmod//88 boreala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//88 successionsskogen//NN|UTR|SIN|DEF|NOM//obl//81 men//KN//cc//90 ökar//VB|PRS|AKT//conj//81 målet//NN|NEU|SIN|DEF|NOM//obj//90 i//PP//case//95 den//DT|UTR|SIN|DEF//det//95 nemorala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//95 successionsskogen//NN|UTR|SIN|DEF|NOM//obl//90 med//PP//case//99 en//DT|UTR|SIN|IND//det//98 faktor//NN|UTR|SIN|IND|NOM//nmod//99 3,0//RG|NOM//nmod//95 .//MAD//punct//81
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//102 tar//VB|PRS|AKT//conj//81 bort//PL//compound:prt//102 restauringsbehovet//NN|NEU|SIN|DEF|NOM//obj//102 av//PP//case//106 gammelskog//NN|UTR|SIN|IND|NOM//obl//102 och//KN//cc//108 lövbränna//NN|UTR|SIN|IND|NOM//conj//106 i//PP//case//110 region//NN|UTR|SIN|IND|NOM//obl//102 4//RG|NOM//nummod//102 .//MAD//punct//81
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Korrigering//NN|UTR|SIN|IND|NOM//nsubj:pass//11 med//PP//case//3 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 källor//NN|UTR|PLU|IND|NOM//nmod//0 och//KN//punct//0 pga//AB|AN//nmod//0 .//MAD//punct//0
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;omföring//NN|UTR|SIN|IND|NOM//appos//0 till//PP//case//10 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 ägoslag//NN|NEU|PLU|IND|NOM//nmod//7 behövs//VB|PRS|SFO//ROOT//11 inte//AB//advmod//11 .//MAD//punct//11
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Contorta//PM|NOM//nsubj:pass//11 är//VB|PRS|AKT//cop//16 exempel//NN|NEU|PLU|IND|NOM//conj//11 på//PP//case//19 fel//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 skog//NN|UTR|SIN|IND|NOM//nmod//16 på//PP//case//22 fel//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 plats//NN|UTR|SIN|IND|NOM//obl//16 i//PP//case//24 region//NN|UTR|SIN|IND|NOM//nmod//22 2//RG|NOM//nummod//11 +3//RG|NOM//advmod//11 .//MAD//punct//11
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//29 finns//VB|PRS|SFO//parataxis//11 dock//AB//advmod//29 bara//AB//advmod//29 i//PP//case//34 yngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//34 åldersklasser//NN|UTR|PLU|IND|NOM//obl//29 och//KN//cc//40 är//VB|PRS|AKT//cop//40 möjligen//AB//advmod//40 ett//DT|NEU|SIN|IND//det//40 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//40 problem//NN|NEU|SIN|IND|NOM//conj//29 .//MAD//punct//29
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Gruppering//NN|UTR|SIN|IND|NOM//nsubj:pass//10 av//PP//case//4 ”//RG|NOM//punct//4 boreala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 successionsstadier//NN|UTR|PLU|IND|NOM//nmod//0 efter//PP//case//6 störning//NN|UTR|SIN|IND|NOM//nmod//4 ”//RG|NOM//punct//0 efter//PP//case//9 målsättningsklasser//NN|UTR|PLU|IND|NOM//nmod//0 görs//VB|PRS|SFO//ROOT//10 enligt//PP//case//14 nedanstående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 procentuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//14 fördelning//NN|UTR|SIN|IND|NOM//obl//10 ://MAD//punct//10
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Den//DT|UTR|SIN|DEF//det//2 stora//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 andelen//NN|UTR|SIN|DEF|NOM//nmod//3 K//PM|NOM//nsubj//7 i//PP//case//5 region//NN|UTR|SIN|IND|NOM//nmod//3 4//RG|NOM//nummod//3 syftar//VB|PRS|AKT//ROOT//7 till//PP//mark//10 att//IE//mark//10 bibehålla//VB|INF|AKT//advcl//7 bondeskogarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//12 areal//NN|UTR|SIN|IND|NOM//obj//10 .//MAD//punct//7
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj:pass//17 har//VB|PRS|AKT//aux//17 ej//AB//advmod//17 dragits//VB|SUP|SFO//parataxis//7 över//PL//case//23 av//PP//case//23 det//DT|NEU|SIN|DEF//det//22 moderna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 trakth//NN|UTR|SIN|IND|NOM//nmod:poss//23 yggesbruket//NN|NEU|SIN|DEF|NOM//obl//17 och//KN//cc//25 har//VB|PRS|AKT//conj//17 oftast//AB|SUV//advmod//27 lång//JJ|POS|UTR|SIN|IND|NOM//amod//28 trädkontinuitet//NN|UTR|SIN|IND|NOM//obj//25 .//MAD//punct//17
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;2//RG|NOM//nummod//32 Boreal//PM|NOM//nmod:poss//32 sumpskog//NN|UTR|SIN|IND|NOM//nmod//33 2.1//RG|NOM//nmod//36 Grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//36 långsiktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 mål//NN|NEU|PLU|IND|NOM//obl//17
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;I//PP//case//4 en//DT|UTR|SIN|IND//det//4 rent//AB|POS//advmod//3 interndynamisk//JJ|POS|UTR|SIN|IND|NOM//amod//4 granskog//NN|UTR|SIN|IND|NOM//obl//5 har//VB|PRS|AKT//ROOT//5 praktiskt//AB|POS//advmod//9 taget//PC|PRF|NEU|SIN|IND|NOM//fixed//6 alla//DT|UTR/NEU|PLU|IND/DEF//det//9 delytor//NN|UTR|PLU|IND|NOM//obj//5 en//DT|UTR|SIN|IND//det//12 hög//JJ|POS|UTR|SIN|IND|NOM//amod//12 medelålder//NN|UTR|SIN|IND|NOM//obj//5 .//MAD//punct//5
9 Litteratur / samt genomgång av beräkningar av långsiktiga mål och kortsiktiga mål;Nedanstående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 åldersfördelning//NN|UTR|SIN|IND|NOM//nsubj//16 råder//VB|PRS|AKT//parataxis//5 i//PP//case//19 naturlandskapets//NN|NEU|SIN|DEF|GEN//nmod:poss//19 sumpskogar//NN|UTR|PLU|IND|NOM//obl//16 och//KN//cc//22 fuktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 högörtskogar//NN|UTR|PLU|IND|NOM//conj//19 (//PAD//punct//16 Hörnberg//PM|NOM//appos//16 1995//RG|NOM//nummod//24 )//PAD//punct//16 .//MAD//punct//5
