Romers rätt;–//RG|NOM//punct//2 en//DT|UTR|SIN|IND//det//2 strategi//NN|UTR|SIN|IND|NOM//ROOT//2 för//PP//case//4 romer//NN|UTR|PLU|IND|NOM//nmod//2 i//PP//case//6 Sverige//PM|NOM//nmod//4
2.3.1 Rättigheter i svensk rätt;Rättsvetarna//NN|UTR|PLU|DEF|NOM//nsubj//226 lämnar//VB|PRS|AKT//conj//134 heller//AB//advmod//226 inte//AB//advmod//226 något//DT|NEU|SIN|IND//det//231 entydigt//JJ|POS|NEU|SIN|IND|NOM//amod//231 svar//NN|NEU|SIN|IND|NOM//obj//226 på//PP//case//234 den//DT|UTR|SIN|DEF//det//234 frågan//NN|UTR|SIN|DEF|NOM//obl//226 .//MAD//punct//226
2.3.1 Rättigheter i svensk rätt;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//239 är//VB|PRS|AKT//cop//239 dessutom//AB//advmod//239 sannolikt//JJ|POS|NEU|SIN|IND|NOM//parataxis//226 att//SN//mark//251 Sveriges//PM|GEN//nmod:poss//242 förhållningssätt//NN|NEU|SIN|IND|NOM//nsubj:pass//251 till//PP//case//245 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//245 traktater//NN|UTR|PLU|IND|NOM//nmod//242 om//PP//mark//251 de//DT|UTR/NEU|PLU|DEF//det//249 mänskliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//249 rättigheterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//251 har//VB|PRS|AKT//aux//251 förändrats//VB|SUP|SFO//csubj//239 sedan//SN//mark//255 dessa//DT|UTR/NEU|PLU|DEF//det//254 källor//NN|UTR|PLU|IND|NOM//nsubj//255 kom//VB|PRT|AKT//advcl//251 till//PL//compound:prt//255 i//PP//mark//265 och//KN//fixed//257 med//PP//fixed//257 att//SN//mark//265 rättigheterna//NN|UTR|PLU|DEF|NOM//nsubj//265 av//PP//case//264 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//264 skäl//NN|NEU|PLU|IND|NOM//nmod//261 vunnit//VB|SUP|AKT//conj//251 insteg//NN|NEU|SIN|IND|NOM//obj//265 i//PP//case//270 det//DT|NEU|SIN|DEF//det//270 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//270 rättsystemet//NN|NEU|SIN|DEF|NOM//nmod//273 det//DT|NEU|SIN|DEF//det//273 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//273 årtiondet//NN|NEU|SIN|DEF|NOM//obl//265 .//MAD//punct//134
2.3.1 Rättigheter i svensk rätt;Flera//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj:pass//11 av//PP//case//6 de//DT|UTR/NEU|PLU|DEF//det//6 relativt//AB|POS//advmod//4 nyligen//AB//advmod//5 antagna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//6 traktaterna//NN|UTR|PLU|DEF|NOM//nmod//0 om//PP//case//9 mänskliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 rättigheter//NN|UTR|PLU|IND|NOM//nmod//6 har//VB|PRS|AKT//aux//11 antagits//VB|SUP|SFO//ROOT//11 mot//PP//case//13 bakgrund//NN|UTR|SIN|IND|NOM//obl//11 av//PP//mark//18 att//SN//mark//18 Sverige//PM|NOM//nsubj//18 skulle//VB|PRT|AKT//aux//18 ha//VB|INF|AKT//acl//13 ett//DT|NEU|SIN|IND//det//21 dualistiskt//JJ|POS|NEU|SIN|IND|NOM//amod//21 förhållningssätt//NN|NEU|SIN|IND|NOM//obj//18 till//PP//case//24 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//24 rätt//NN|UTR|SIN|IND|NOM//obl//18 .//MID//punct//11
2.3.1 Rättigheter i svensk rätt;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//27 betyder//VB|PRS|AKT//parataxis//11 att//SN//mark//31 riksdagen//NN|UTR|SIN|DEF|NOM//nsubj//31 har//VB|PRS|AKT//aux//31 fattat//VB|SUP|AKT//ccomp//27 ett//DT|NEU|SIN|IND//det//34 aktivt//JJ|POS|NEU|SIN|IND|NOM//amod//34 beslut//NN|NEU|SIN|IND|NOM//obj//31 ,//MID//punct//39 antingen//KN//cc//39 om//PP//mark//39 att//IE//mark//39 anta//VB|INF|AKT//conj//27 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//41 traktaten//NN|UTR|SIN|DEF|NOM//obj//39 som//HA//mark//47 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//47 är//VB|PRS|AKT//cop//47 som//KN//case//47 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//47 lag//NN|UTR|SIN|IND|NOM//obl//39 (//PAD//punct//47 inkorporering//NN|UTR|SIN|IND|NOM//appos//47 )//PAD//punct//49 ,//MID//punct//39 eller//KN//cc//59 genom//PP//mark//59 att//SN//mark//59 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 delar//NN|UTR|PLU|IND|NOM//nsubj:pass//59 av//PP//case//58 traktaten//NN|NEU|PLU|DEF|NOM//nmod//56 skrivs//VB|PRS|SFO//conj//39 in//PL//compound:prt//59 i//PP//case//63 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 lagar//NN|UTR|PLU|IND|NOM//obl//59 (//PAD//punct//63 transformering//NN|UTR|SIN|IND|NOM//appos//63 )//PAD//punct//63 .//MAD//punct//11
2.3.1 Rättigheter i svensk rätt;Ett//DT|NEU|SIN|IND//det//69 exempel//NN|NEU|SIN|IND|NOM//nsubj//79 på//PP//case//71 inkorporering//NN|UTR|SIN|IND|NOM//nmod//69 av//PP//case//74 en//DT|UTR|SIN|IND//det//74 traktat//PC|PRF|NEU|SIN|IND|NOM//nmod//71 i//PP//case//77 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//77 rätt//NN|UTR|SIN|IND|NOM//nmod//71 är//VB|PRS|AKT//cop//79 Europakonventionen//NN|UTR|SIN|DEF|NOM//parataxis//11 för//PP//case//83 de//DT|UTR/NEU|PLU|DEF//det//83 mänskliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//83 rättigheterna//NN|UTR|PLU|DEF|NOM//nmod//79 och//KN//cc//86 ett//DT|NEU|SIN|IND//det//86 annat//JJ|POS|NEU|SIN|IND|NOM//conj//83 på//PP//case//88 transformering//NN|UTR|SIN|IND|NOM//nmod//86 är//VB|PRS|AKT//cop//90 FN//PM|NOM//dep//11 ://MID//punct//90 s//PM|NOM//nummod//93 barnkonvention//NN|UTR|SIN|IND|NOM//appos//90 .//MAD//punct//90
2.3.1 Rättigheter i svensk rätt;Europakonventionen//NN|UTR|SIN|DEF|NOM//nsubj//96 gäller//VB|PRS|AKT//conj//11 i//PP//case//100 sin//PS|UTR|SIN|DEF//nmod:poss//100 fulla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//100 lydelse//NN|UTR|SIN|IND|NOM//obl//96 som//KN//mark//103 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//103 lag//NN|UTR|SIN|IND|NOM//obl//96 ,//MID//punct//96 medan//SN//mark//110 barnkonventionens//NN|UTR|SIN|DEF|GEN//nmod:poss//108 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//108 principer//NN|UTR|PLU|IND|NOM//nsubj:pass//110 har//VB|PRS|AKT//aux//110 skrivits//VB|SUP|SFO//advcl//96 in//PL//compound:prt//110 i//PP//case//114 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//114 lagar//NN|UTR|PLU|IND|NOM//obl//110 såsom//KN//mark//116 socialtjänstlagen//NN|UTR|SIN|DEF|NOM//advcl//110 och//KN//cc//118 utlänningslagen//NN|UTR|SIN|DEF|NOM//conj//116 .//MID//punct//96
2.3.1 Rättigheter i svensk rätt;Oavsett//AB|POS//mark//123 om//SN//mark//123 riksdagen//NN|UTR|SIN|DEF|NOM//nsubj//123 fattar//VB|PRS|AKT//advcl//143 ett//DT|NEU|SIN|IND//det//126 aktivt//JJ|POS|NEU|SIN|IND|NOM//amod//126 beslut//NN|NEU|SIN|IND|NOM//obj//123 eller//KN//cc//129 inte//AB//advmod//129 om//PP//conj//123 eller//KN//cc//135 hur//HA//advmod//135 en//DT|UTR|SIN|IND//det//133 traktat//VB|SUP|AKT//nsubj:pass//135 ska//VB|PRS|AKT//aux//135 införlivas//VB|INF|SFO//conj//123 i//PP//case//138 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//138 rätt//NN|UTR|SIN|IND|NOM//obl//135 så//AB//advmod//143 ska//VB|PRS|AKT//aux//143 traktaten//NN|UTR|SIN|DEF|NOM//nsubj:pass//143 åtminstone//AB//advmod//143 användas//VB|INF|SFO//conj//96 vid//PP//case//145 förvaltningsmyndigheter//NN|UTR|PLU|IND|NOM//obl//143 (//PAD//punct//148 och//KN//cc//148 kommuner//NN|UTR|PLU|IND|NOM//conj//145 )//PAD//punct//148 i//PP//case//153 alla//DT|UTR/NEU|PLU|IND/DEF//det//153 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//153 beslut//NN|NEU|PLU|IND|NOM//obl//143 .//MAD//punct//96
2.3.1 Rättigheter i svensk rätt;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//157 ska//VB|PRS|AKT//aux//157 tillämpa//VB|INF|AKT//conj//96 principen//NN|UTR|SIN|DEF|NOM//obj//157 om//PP//mark//160 fördragskonform//JJ|POS|UTR|SIN|IND|NOM//amod//161 tolkning//NN|UTR|SIN|IND|NOM//nmod//158 (//PAD//punct//163 Bring//PM|NOM//appos//161 &//KN|AN//cc//165 Mahmoudi//PM|NOM//conj//163 )//PAD//punct//163 .//MAD//punct//11
2.3.1 Rättigheter i svensk rätt;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//169 innebär//VB|PRS|AKT//parataxis//11 att//SN//mark//186 handläggare//NN|UTR|PLU|IND|NOM//nsubj//186 vid//PP//case//176 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//176 eller//KN//cc//175 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//173 myndigheter//NN|UTR|PLU|IND|NOM//nmod//171 i//PP//case//179 varje//DT|UTR/NEU|SIN|IND//det//179 beslut//NN|NEU|SIN|IND|NOM//nmod//171 som//HP|-|-|-//nsubj//181 aktualiserar//VB|PRS|AKT//acl:relcl//179 en//DT|UTR|SIN|IND//det//184 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//184 överenskommelse//NN|UTR|SIN|IND|NOM//obj//181 ska//VB|PRS|AKT//aux//186 tolka//VB|INF|AKT//ccomp//169 den//DT|UTR|SIN|DEF//det//189 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//189 lagen//NN|UTR|SIN|DEF|NOM//obj//186 eller//KN//cc//192 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//192 bestämmelser//NN|UTR|PLU|IND|NOM//conj//189 i//PP//case//194 ljuset//NN|NEU|SIN|DEF|NOM//nmod//192 av//PP//case//197 den//DT|UTR|SIN|DEF//det//197 traktaten//NN|UTR|SIN|DEF|NOM//nmod//194 (//PAD//punct//197 ibid//NN|UTR|SIN|IND|NOM//nmod//197 .//MAD//punct//169 ,//MID//punct//203
2.3.1 Rättigheter i svensk rätt;s.//NN|AN//nmod//203 44//RG|NOM//appos//169 )//PAD//punct//169 .//MAD//punct//11
2.3.1 Rättigheter i svensk rätt;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//207 råder//VB|PRS|AKT//parataxis//11 ingen//DT|UTR|SIN|IND//det//209 tvekan//NN|UTR|SIN|IND|NOM//nsubj//207 om//PP//mark//216 att//SN//mark//216 principen//NN|UTR|SIN|DEF|NOM//nsubj//216 om//PP//case//215 fördragskonform//JJ|POS|UTR|SIN|IND|NOM//amod//215 tolkning//NN|UTR|SIN|IND|NOM//nmod//212 gäller//VB|PRS|AKT//advcl//207 .//MAD//punct//207
2.3.1 Rättigheter i svensk rätt;Vad//HP|NEU|SIN|IND//obj//223 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//223 mer//AB|KOM//advmod//223 i//PP//case//222 detalj//NN|UTR|SIN|IND|NOM//nmod//220 innebär//VB|PRS|AKT//csubj//234 och//KN//cc//225 har//VB|PRS|AKT//conj//223 för//PP//case//227 konsekvenser//NN|UTR|PLU|IND|NOM//obj//225 för//PP//case//229 förvaltningsmyndigheter//NN|UTR|PLU|IND|NOM//nmod//227 och//KN//cc//231 domstolar//NN|UTR|PLU|IND|NOM//conj//229 är//VB|PRS|AKT//cop//234 inte//AB//advmod//234 utrett//PC|PRF|NEU|SIN|IND|NOM//parataxis//207 .//MAD//punct//207

2.3.2 Minoritetsrättigheter enligt svensk rätt;Eftersom//SN//mark//11 den//DT|UTR|SIN|DEF//det//3 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 minoritetsrätten//NN|UTR|SIN|DEF|NOM//nsubj//11 för//PP//case//6 det//DT|NEU|SIN|DEF//det//6 första//RO|NOM//nmod//3 inte//AB//advmod//11 är//VB|PRS|AKT//cop//11 särskilt//AB//advmod//10 konkret//AB|POS//advmod//11 formulerad//PC|PRF|UTR|SIN|IND|NOM//advcl//15 ,//MID//punct//15 inte//AB//advmod//15 är//VB|PRS|AKT//cop//15 rättighetsorienterad//PC|PRF|UTR|SIN|IND|NOM//ROOT//15 och//KN//cc//20 därtill//AB//advmod//20 inte//AB//advmod//20 uttryckligen//AB//advmod//20 omfattar//VB|PRS|AKT//conj//15 alla//DT|UTR/NEU|PLU|IND/DEF//det//23 de//DT|UTR/NEU|PLU|DEF//det//23 rättigheter//NN|UTR|PLU|IND|NOM//obj//20 för//PP//case//25 minoriteter//NN|UTR|PLU|IND|NOM//nmod//23 som//HP|-|-|-//nsubj//27 finns//VB|PRS|SFO//acl:relcl//25 i//PP//case//32 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//32 och//KN//cc//31 regional//JJ|POS|UTR|SIN|IND|NOM//conj//29 rätt//NN|UTR|SIN|IND|NOM//obl//27 är//VB|PRS|AKT//cop//35 framställningen//NN|UTR|SIN|DEF|NOM//nsubj//35 begränsad//PC|PRF|UTR|SIN|IND|NOM//conj//15 till//PP//case//38 de//DT|UTR/NEU|PLU|DEF//det//38 sakområden//NN|NEU|PLU|IND|NOM//obl//35 som//HP|-|-|-//obj//41 minoritetspolitiken//NN|UTR|SIN|DEF|NOM//nsubj//41 berör//VB|PRS|AKT//acl:relcl//38 .//MID//punct//15
2.3.2 Minoritetsrättigheter enligt svensk rätt;Rättigheterna//NN|UTR|PLU|DEF|NOM//nsubj//51 som//HP|-|-|-//nsubj:pass//45 beskrivs//VB|PRS|SFO//acl:relcl//43 i//PP//case//48 detta//DT|NEU|SIN|DEF//det//48 kapitel//NN|NEU|SIN|IND|NOM//obl//45 är//VB|PRS|AKT//cop//51 därför//AB//advmod//51 förbudet//NN|NEU|SIN|DEF|NOM//parataxis//15 mot//PP//case//53 diskriminering//NN|UTR|SIN|IND|NOM//obl//51 och//KN//cc//55 assimilering//NN|UTR|SIN|IND|NOM//conj//53 ,//MID//punct//57 rätten//NN|UTR|SIN|DEF|NOM//conj//53 till//PP//case//59 kultur//NN|UTR|SIN|IND|NOM//nmod//57 ,//MID//punct//61 rätten//NN|UTR|SIN|DEF|NOM//conj//53 till//PP//case//63 språk//NN|NEU|SIN|IND|NOM//nmod//61 ,//MID//punct//65 rätten//NN|UTR|SIN|DEF|NOM//conj//53 till//PP//case//67 utbildning//NN|UTR|SIN|IND|NOM//nmod//65 och//KN//cc//69 rätten//NN|UTR|SIN|DEF|NOM//conj//67 till//PP//case//72 politiskt//JJ|POS|NEU|SIN|IND|NOM//amod//72 deltagande//NN|NEU|SIN|IND|NOM//nmod//69 .//MAD//punct//51
2.3.2 Minoritetsrättigheter enligt svensk rätt;Rätten//NN|UTR|SIN|DEF|NOM//nsubj:pass//11 till//PP//case//2 arbete//NN|NEU|SIN|IND|NOM//nmod//0 ,//MID//punct//4 rätten//NN|UTR|SIN|DEF|NOM//conj//0 till//PP//case//6 bostad//NN|UTR|SIN|IND|NOM//nmod//4 och//KN//cc//8 rätten//NN|UTR|SIN|DEF|NOM//conj//6 till//PP//case//10 hälsa//NN|UTR|SIN|IND|NOM//nmod//8 berörs//VB|PRS|SFO//ROOT//11 därför//AB//advmod//11 enbart//AB//advmod//14 översiktligt//AB|POS//xcomp//11 .//MAD//punct//11
2.3.2 Minoritetsrättigheter enligt svensk rätt;För//PP//mark//5 att//SN//fixed//0 en//DT|UTR|SIN|IND//det//3 rättighet//NN|UTR|SIN|IND|NOM//nsubj:pass//5 ska//VB|PRS|AKT//aux//5 betraktas//VB|INF|SFO//advcl//21 som//KN//mark//7 sådan//JJ|POS|UTR|SIN|IND|NOM//xcomp//5 ,//MID//punct//13 åtminstone//AB//advmod//13 i//PP//case//13 det//DT|NEU|SIN|DEF//det//13 här//AB//fixed//11 sammanhanget//NN|NEU|SIN|DEF|NOM//obl//5 ,//MID//punct//21 ska//VB|PRS|AKT//aux//21 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//21 vara//VB|INF|AKT//cop//21 en//DT|UTR|SIN|IND//det//21 utkrävbar//JJ|POS|UTR|SIN|IND|NOM//amod//21 lagreglerad//PC|PRF|UTR|SIN|IND|NOM//amod//21 rättighet//NN|UTR|SIN|IND|NOM//ROOT//21 .//MAD//punct//21
2.3.2 Minoritetsrättigheter enligt svensk rätt;Kränks//PM|GEN//amod//24 rättigheten//NN|UTR|SIN|DEF|NOM//nsubj//27 ska//VB|PRS|AKT//aux//27 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//27 finnas//VB|INF|SFO//parataxis//21 effektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 rättsmedel//NN|NEU|PLU|IND|NOM//obj//27 för//PP//case//32 den//DT|UTR|SIN|DEF//det//32 enskilda//JJ|POS|UTR/NEU|SIN|DEF|NOM//obl//27 så//SN//mark//39 att//SN//fixed//33 hon//PN|UTR|SIN|DEF|SUB//nsubj//39 eller//KN//cc//37 han//PN|UTR|SIN|DEF|SUB//conj//35 kan//VB|PRS|AKT//aux//39 få//VB|INF|AKT//advcl//27 kränkningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//41 prövad//PC|PRF|UTR|SIN|IND|NOM//xcomp//39 av//PP//case//43 domstol//NN|UTR|SIN|IND|NOM//obl//41 eller//KN//cc//48 en//DT|UTR|SIN|IND//det//48 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//47 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//48 institution//NN|UTR|SIN|IND|NOM//conj//43 .//MAD//punct//21
2.3.2 Minoritetsrättigheter enligt svensk rätt;De//DT|UTR/NEU|PLU|DEF//det//53 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 mänskliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 rättigheterna//NN|UTR|PLU|DEF|NOM//appos//21 inom//PP//case//57 det//DT|NEU|SIN|DEF//det//57 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//57 rättsystemet//NN|NEU|SIN|DEF|NOM//nmod//53 ,//MID//punct//63 om//SN//mark//63 en//DT|UTR|SIN|IND//det//62 dualistisk//JJ|POS|UTR|SIN|IND|NOM//amod//62 terminologi//NN|UTR|SIN|IND|NOM//nsubj:pass//63 används//VB|PRS|SFO//advcl//21 ,//MID//punct//65 finns//VB|PRS|SFO//conj//21 primärt//AB|POS//advmod//65 i//PP//case//68 regeringsformen//NN|UTR|SIN|DEF|NOM//obl//65 och//KN//cc//71 i//PP//case//71 europakonventionen//NN|UTR|SIN|DEF|NOM//conj//68 för//PP//case//75 de//DT|UTR/NEU|PLU|DEF//det//75 mänskliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//75 rättigheterna//NN|UTR|PLU|DEF|NOM//nmod//71 .//MAD//punct//21
2.3.2 Minoritetsrättigheter enligt svensk rätt;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//78 finns//VB|PRS|SFO//parataxis//21 också//AB//advmod//78 ett//DT|NEU|SIN|IND//det//81 antal//NN|NEU|SIN|IND|NOM//nmod//82 rättigheter//NN|UTR|PLU|IND|NOM//nsubj//78 i//PP//case//85 vanlig//JJ|POS|UTR|SIN|IND|NOM//amod//85 lag//NN|UTR|SIN|IND|NOM//obl//78 .//MAD//punct//78
2.3.2 Minoritetsrättigheter enligt svensk rätt;Minoritetsspecifika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//88 rättigheter//NN|UTR|PLU|IND|NOM//nsubj//89 finns//VB|PRS|SFO//conj//78 däremot//AB//advmod//89 inte//AB//advmod//89 i//PP//case//93 grundlagen//NN|UTR|SIN|DEF|NOM//obl//89 ,//MID//punct//89 inte//AB//advmod//97 för//PP//case//97 romer//NN|UTR|PLU|IND|NOM//obl//89 ,//MID//punct//103 men//KN//cc//103 väl//AB//advmod//103 i//PP//case//103 vanlig//JJ|POS|UTR|SIN|IND|NOM//amod//103 lag//NN|UTR|SIN|IND|NOM//conj//89 .//MAD//punct//103
2.3.2 Minoritetsrättigheter enligt svensk rätt;tioner//NN|UTR|PLU|IND|NOM//nsubj//78 ,//MID//punct//109 samt//KN//cc//109 uttryckligt//JJ|POS|NEU|SIN|IND|NOM//amod//109 förbud//NN|NEU|SIN|IND|NOM//conj//105 mot//PP//case//111 assimilering//NN|UTR|SIN|IND|NOM//nmod//109 i//PP//case//114 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//114 lagstiftning//NN|UTR|SIN|IND|NOM//nmod//111 ,//MID//punct//116 något//PN|NEU|SIN|IND|SUB/OBJ//nsubj//132 som//HP|-|-|-//nsubj//121 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//120 mänskliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//120 rättigheter//NN|UTR|PLU|IND|NOM//nsubj//121 påbjuder//VB|PRS|AKT//acl:relcl//116 och//KN//cc//124 Sveriges//PM|GEN//nmod:poss//124 skyldigheter//NN|UTR|PLU|IND|NOM//conj//121 i//PP//case//126 relation//NN|UTR|SIN|IND|NOM//nmod//124 till//PP//case//129 både//KN//cc//129 FN//PM|NOM//obl//121 och//KN//cc//131 Europarådet//NN|NEU|SIN|DEF|NOM//conj//129 kräver//VB|PRS|AKT//conj//78 .//MAD//punct//78
2.3.2 Minoritetsrättigheter enligt svensk rätt;När//HA//mark//2 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//0 gäller//VB|PRS|AKT//advcl//11 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 mindre//AB|KOM//advmod//5 grova//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 former//NN|UTR|PLU|IND|NOM//nsubj:pass//11 av//PP//case//9 otillåten//PC|PRF|UTR|SIN|IND|NOM//det//9 diskriminering//NN|UTR|SIN|IND|NOM//nmod//6 ska//VB|PRS|AKT//aux//11 poängteras//VB|INF|SFO//ROOT//11 att//SN//mark//19 den//DT|UTR|SIN|DEF//det//15 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 grundlagen//NN|UTR|SIN|DEF|NOM//nsubj//19 ,//MID//punct//17 regeringsformen//NN|UTR|SIN|DEF|NOM//conj//15 ,//MID//punct//15 förbjuder//VB|PRS|AKT//dep//11 diskriminering//NN|UTR|SIN|IND|NOM//obj//19 på//PP//case//25 grund//NN|UTR|SIN|IND|NOM//fixed//21 av//PP//fixed//21 etnisk//JJ|POS|UTR|SIN|IND|NOM//amod//25 tillhörighet//NN|UTR|SIN|IND|NOM//nmod//20 .//MAD//punct//19
2.3.2 Minoritetsrättigheter enligt svensk rätt;I//PP//case//28 regeringsformen//NN|UTR|SIN|DEF|NOM//obl//33 kapitel//NN|NEU|SIN|IND|NOM//nmod//28 1//RG|NOM//nummod//31 paragraf//NN|UTR|SIN|IND|NOM//nmod//29 2//RG|NOM//nummod//31 finns//VB|PRS|SFO//conj//19 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//35 förbud//NN|NEU|PLU|IND|NOM//nsubj//33 mot//PP//case//37 diskriminering//NN|UTR|SIN|IND|NOM//obl//33 .//MAD//punct//33
2.3.2 Minoritetsrättigheter enligt svensk rätt;Först//AB//advmod//45 och//KN//fixed//39 främst//AB|SUV//fixed//39 ska//VB|PRS|AKT//aux//45 all//DT|UTR|SIN|IND/DEF//det//44 makt//NN|UTR|SIN|IND|NOM//nsubj:pass//45 utövas//VB|PRS|SFO//advcl//75 med//PP//case//47 respekt//NN|UTR|SIN|IND|NOM//obl//45 för//PP//case//52 alla//DT|UTR/NEU|PLU|IND/DEF//det//50 människors//NN|UTR|PLU|IND|GEN//nmod:poss//52 lika//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//52 värde//NN|NEU|SIN|IND|NOM//obl//45 och//KN//cc//58 för//PP//case//58 den//DT|UTR|SIN|DEF//det//57 enskilda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//57 människans//NN|UTR|SIN|DEF|GEN//nmod:poss//58 frihet//NN|UTR|SIN|IND|NOM//conj//52 och//KN//cc//60 värdighet//NN|UTR|SIN|IND|NOM//conj//58 .//MAD//punct//45
2.3.2 Minoritetsrättigheter enligt svensk rätt;Det//DT|NEU|SIN|DEF//det//63 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//appos//45 ,//MID//punct//63 dvs.//AB|AN//advmod//66 statsorganisationen//NN|UTR|SIN|DEF|NOM//appos//63 i//PP//case//69 sin//PS|UTR|SIN|DEF//nmod:poss//69 helhet//NN|UTR|SIN|IND|NOM//nmod//66 ,//MID//punct//75 ska//VB|PRS|AKT//aux//75 av//PP//case//74 det//DT|NEU|SIN|DEF//det//74 skälet//NN|NEU|SIN|DEF|NOM//obl//75 verka//VB|INF|AKT//conj//19 för//PP//mark//82 att//SN//mark//82 alla//DT|UTR/NEU|PLU|IND/DEF//det//79 människor//NN|UTR|PLU|IND|NOM//nsubj//82 ska//VB|PRS|AKT//aux//82 kunna//VB|INF|AKT//aux//82 uppnå//VB|INF|AKT//advcl//75 delaktighet//NN|UTR|SIN|IND|NOM//obj//82 och//KN//cc//85 jämlikhet//NN|UTR|SIN|IND|NOM//conj//83 i//PP//case//87 samhället//NN|NEU|SIN|DEF|NOM//nmod//85 .//MAD//punct//11
