Till statsrådet Maj-Inger Klingvall ;"Genom//PP//case//1 beslut//NN|NEU|SIN|IND|NOM//obl//6 den//DT|UTR|SIN|DEF//det//4 18//RG|NOM//nummod//4 december//NN|UTR|SIN|IND|NOM//obl//6 1997//RG|NOM//nummod//4 bemyndigade//VB|PRT|AKT//ROOT//6 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//6 statsrådet//NN|NEU|SIN|DEF|NOM//obj//6 Maj-Inger//PM|NOM//nsubj//6 Klingvall//PM|NOM//flat:name//9 att//IE//mark//12 utse//VB|INF|AKT//acl//9 en//DT|UTR|SIN|IND//det//15 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//15 utredare//NN|UTR|SIN|IND|NOM//obj//12 med//PP//case//17 uppdrag//NN|NEU|SIN|IND|NOM//obl//12 att//IE//mark//19 lämna//VB|INF|AKT//acl//17 förslag//NN|NEU|SIN|IND|NOM//obj//19 till//PP//case//22 konstruktion//NN|UTR|SIN|IND|NOM//nmod//20 av//PP//case//25 övergångsvis//AB//amod//25 garantipension//NN|UTR|SIN|IND|NOM//nmod//22 för//PP//case//28 de//DT|UTR/NEU|PLU|DEF//det//28 ålderspensionärer//NN|UTR|PLU|IND|NOM//obl//19 som//HP|-|-|-//nsubj:pass//33 inte//AB//advmod//33 kommer//VB|PRS|AKT//aux//33 att//IE//mark//33 omfattas//VB|INF|SFO//acl:relcl//28 av//PP//case//35 regelsystemet//NN|NEU|SIN|DEF|NOM//obl//33 för//PP//case//37 garantipension//NN|UTR|SIN|IND|NOM//nmod//35 inom//PP//case//41 den//DT|UTR|SIN|DEF//det//41 reformerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//41 ålderspensioneringen//NN|UTR|SIN|DEF|NOM//nmod//37 ;//MID//punct//6"
6 Rätt till övergångsvis garantipension och bosättningstillägg;Ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 krav//NN|NEU|PLU|IND|NOM//ROOT//1 för//PP//case//3 rätt//NN|UTR|SIN|IND|NOM//nmod//1 till//PP//case//5 bosättningstillägg//NN|NEU|SIN|IND|NOM//nmod//3
6 Rätt till övergångsvis garantipension och bosättningstillägg;Bosättningstillägget//NN|NEU|SIN|DEF|NOM//nsubj//2 skall//VB|PRS|AKT//aux//2 ersätta//VB|INF|AKT//ROOT//2 den//DT|UTR|SIN|DEF//det//4 pensionsberättigade//PC|PRF|UTR/NEU|SIN|DEF|NOM//obj//2 för//PP//case//10 hans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//10 eller//KN//cc//8 hennes//PS|UTR/NEU|SIN/PLU|DEF//conj//6 bosättningsbaserade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//10 folkpension//NN|UTR|SIN|IND|NOM//obl//2 och//KN//cc//14 i//PP//case//14 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 fall//NN|NEU|PLU|IND|NOM//conj//10 även//AB//advmod//17 för//PP//case//17 pensionstillskottet//NN|NEU|SIN|DEF|NOM//obl//2 .//MAD//punct//2
6 Rätt till övergångsvis garantipension och bosättningstillägg;För//PP//case//20 rätt//NN|UTR|SIN|IND|NOM//obl//23 till//PP//case//22 bosättningstillägg//NN|NEU|SIN|IND|NOM//nmod//20 krävs//VB|PRS|SFO//conj//2 att//SN//mark//28 den//DT|UTR|SIN|DEF//det//26 pensionsberättigade//PC|PRF|UTR/NEU|SIN|DEF|NOM//nsubj:pass//28 kan//VB|PRS|AKT//aux//28 tillgodoräknas//VB|INF|SFO//ccomp//23 tre//RG|NOM//nummod//30 års//NN|NEU|PLU|IND|GEN//nmod:poss//31 försäkringstid//NN|UTR|SIN|IND|NOM//obj//28 .//MAD//punct//2
6 Rätt till övergångsvis garantipension och bosättningstillägg;Bosättningstillägg//NN|NEU|SIN|IND|NOM//nsubj:pass//34 utges//VB|PRS|SFO//parataxis//2 emellertid//AB//advmod//34 inte//AB//advmod//34 till//PP//case//39 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//39 pensionsberättigade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obl//34 som//HP|-|-|-//nsubj//42 är//VB|PRS|AKT//cop//42 födda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//39 år//NN|NEU|SIN|IND|NOM//nmod//44 1937//RG|NOM//obl//42 eller//KN//cc//46 tidigare//AB|KOM//conj//44 .//MAD//punct//34
6 Rätt till övergångsvis garantipension och bosättningstillägg;I//PP//case//49 princip//NN|UTR|SIN|IND|NOM//obl//52 kommer//VB|PRS|AKT//aux//52 den//DT|UTR|SIN|DEF//nsubj//52 pensionsberättigade//PC|PRF|UTR/NEU|SIN|DEF|NOM//conj//34 genom//PP//case//56 den//DT|UTR|SIN|DEF//det//56 övergångsvisa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//56 garantipensionen//NN|UTR|SIN|DEF|NOM//obl//52 att//IE//mark//58 kompenseras//VB|INF|SFO//advcl//52 för//PP//case//62 den//DT|UTR|SIN|DEF//det//62 bosättningsbaserade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//62 folkpensionen//NN|UTR|SIN|DEF|NOM//obl//58 och//KN//cc//64 pensionstillskottet//NN|NEU|SIN|DEF|NOM//conj//62 .//MID//punct//34
6 Rätt till övergångsvis garantipension och bosättningstillägg;Endast//AB//advmod//68 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//68 personer//NN|UTR|PLU|IND|NOM//nsubj//82 som//HP|-|-|-//nsubj//70 har//VB|PRS|AKT//acl:relcl//68 en//DT|UTR|SIN|IND//det//75 så//AB//advmod//73 hög//JJ|POS|UTR|SIN|IND|NOM//amod//75 inkomstrelaterad//PC|PRF|UTR|SIN|IND|NOM//amod//75 pension//NN|UTR|SIN|IND|NOM//obj//70 att//SN//mark//79 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//79 inte//AB//advmod//79 får//VB|PRS|AKT//ccomp//70 övergångsvis//AB//amod//81 garantipension//NN|UTR|SIN|IND|NOM//obj//79 har//VB|PRS|AKT//parataxis//34 rätt//NN|UTR|SIN|IND|NOM//obj//82 till//PP//case//85 bosättningstillägg//NN|NEU|SIN|IND|NOM//obl//82 .//MAD//punct//34
6 Rätt till övergångsvis garantipension och bosättningstillägg;En//DT|UTR|SIN|IND//det//88 förutsättning//NN|UTR|SIN|IND|NOM//conj//2 för//PP//mark//93 att//SN//mark//93 bosättningstillägg//NN|NEU|SIN|IND|NOM//nsubj:pass//93 skall//VB|PRS|AKT//aux//93 utges//VB|INF|SFO//acl//88 är//VB|PRS|AKT//cop//88 således//AB//advmod//88 att//SN//mark//107 den//DT|UTR|SIN|DEF//det//98 pensionsberättigades//JJ|POS|MAS|SIN|DEF|GEN//nmod:poss//100 samlade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//100 pensionsinkomster//NN|UTR|PLU|IND|NOM//nsubj//107 (//PAD//punct//100 beräkningsunderlag//NN|NEU|PLU|IND|NOM//nsubj//103 se//VB|INF|AKT//parataxis//100 avsnitt//NN|NEU|SIN|IND|NOM//nmod//105 7//RG|NOM//obj//103 )//PAD//punct//100 överstiger//VB|PRS|AKT//csubj//88 gränsen//NN|UTR|SIN|DEF|NOM//obj//107 för//PP//case//110 rätt//NN|UTR|SIN|IND|NOM//nmod//108 till//PP//case//113 övergångsvis//AB//amod//113 garantipension//NN|UTR|SIN|IND|NOM//nmod//110 ,//MID//punct//115 vilken//HP|UTR|SIN|IND//nsubj//123 vi//PN|UTR|PLU|DEF|SUB//nsubj//120 i//PP//case//119 avsnitt//NN|NEU|SIN|IND|NOM//nmod//119 8//RG|NOM//obl//120 föreslår//VB|PRS|AKT//acl:relcl//115 vara//VB|INF|AKT//cop//123 3,0867//RG|NOM//det//123 prisbasbelopp//NN|NEU|PLU|IND|NOM//obj//107 för//PP//case//127 en//DT|UTR|SIN|IND//det//127 ensamstående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//127 person//NN|UTR|SIN|IND|NOM//nmod//123 och//KN//cc//130 2,709//RG|NOM//case//130 prisbasbelopp//NN|NEU|SIN|IND|NOM//conj//127 för//PP//case//132 en//PN|UTR|SIN|IND|SUB/OBJ//nmod//130 som//HP|-|-|-//nsubj//135 är//VB|PRS|AKT//cop//135 gift//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//132 .//MID//punct//88
6 Rätt till övergångsvis garantipension och bosättningstillägg;Dessa//DT|UTR/NEU|PLU|DEF//det//138 tal//NN|NEU|PLU|IND|NOM//nsubj//140 är//VB|PRS|AKT//aux:pass//140 beräknade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//88 utifrån//PP//case//143 den//DT|UTR|SIN|DEF//det//143 pensionsinkomst//NN|UTR|SIN|IND|NOM//obl//140 där//HA//advmod//150 det//DT|NEU|SIN|DEF//det//147 vanliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//147 grundavdraget//NN|NEU|SIN|DEF|NOM//nsubj//150 är//VB|PRS|AKT//cop//150 lika//AB//advmod//150 förmånligt//JJ|POS|NEU|SIN|IND|NOM//acl:relcl//143 som//KN//mark//153 eller//KN//cc//153 förmånligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//150 än//KN//case//155 SGA//PM|NOM//nmod//153 .//MAD//punct//2
6 Rätt till övergångsvis garantipension och bosättningstillägg;Ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 krav//NN|NEU|PLU|IND|NOM//nsubj//15 för//PP//case//3 rätt//NN|UTR|SIN|IND|NOM//nmod//1 till//PP//case//5 bosättningstillägg//NN|NEU|SIN|IND|NOM//nmod//3 är//VB|PRS|AKT//cop//1 att//SN//mark//9 den//DT|UTR|SIN|DEF//nsubj//9 pensionsberättigade//PC|PRF|UTR/NEU|SIN|DEF|NOM//csubj//1 med//PP//case//11 stöd//NN|NEU|SIN|IND|NOM//obl//9 av//PP//case//14 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//14 regler//NN|UTR|PLU|IND|NOM//nmod//11 har//VB|PRS|AKT//ROOT//15 rätt//NN|UTR|SIN|IND|NOM//obj//15 till//PP//case//19 en//DT|UTR|SIN|IND//det//19 folkpension//NN|UTR|SIN|IND|NOM//nmod//16 vilken//HP|UTR|SIN|IND//nsubj:pass//24 inte//AB//advmod//23 fullt//AB|POS//advmod//23 ut//AB//advmod//24 ersätts//VB|PRS|SFO//ccomp//15 genom//PP//case//26 tilläggspension//NN|UTR|SIN|IND|NOM//obl//24 .//MID//punct//15
6 Rätt till övergångsvis garantipension och bosättningstillägg;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//30 vill//VB|PRS|AKT//aux//30 säga//VB|INF|AKT//conj//15 den//DT|UTR|SIN|DEF//det//32 pensionsberättigade//PC|PRF|UTR/NEU|SIN|DEF|NOM//nsubj//34 skall//VB|PRS|AKT//aux//34 ha//VB|INF|AKT//advcl//30 en//DT|UTR|SIN|IND//det//37 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 folkpension//NN|UTR|SIN|IND|NOM//obj//34 om//SN//mark//40 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//40 beräknas//VB|PRS|SFO//advcl//34 i//PP//case//44 förhållande//NN|NEU|SIN|IND|NOM//fixed//41 till//PP//fixed//41 antalet//NN|NEU|SIN|DEF|NOM//obl//45 tillgodoräknade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//46 bosättningsår//NN|NEU|PLU|IND|NOM//obj//40 än//KN//mark//52 i//PP//case//51 förhållande//NN|NEU|SIN|IND|NOM//fixed//48 till//PP//fixed//48 antalet//NN|NEU|SIN|DEF|NOM//obl//52 tillgodoräknade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl//46 år//NN|NEU|PLU|IND|NOM//obj//52 med//PP//case//55 ATP-poäng//NN|UTR|PLU|IND|NOM//obl//52 .//MAD//punct//30
6 Rätt till övergångsvis garantipension och bosättningstillägg;Även//AB//advmod//1 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//10 som//HP|-|-|-//mark//4 med//PP//case//4 stöd//NN|NEU|SIN|IND|NOM//acl//1 av//PP//case//6 lagen//NN|UTR|SIN|DEF|NOM//nmod//4 om//PP//case//8 pensionstillskott//NN|NEU|SIN|IND|NOM//nmod//6 är//VB|PRS|AKT//cop//10 berättigad//PC|PRF|UTR|SIN|IND|NOM//advcl//15 till//PP//case//12 pensionstillskott//NN|NEU|SIN|IND|NOM//obl//10 skall//VB|PRS|AKT//aux//15 kunna//VB|INF|AKT//aux//15 få//VB|INF|AKT//ROOT//15 ersättning//NN|UTR|SIN|IND|NOM//obj//15 för//PP//case//18 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//15 genom//PP//case//20 bosättningstillägget//NN|NEU|SIN|DEF|NOM//obl//15 .//MAD//punct//15


7.1 Inledning;För//PP//mark//2 att//IE//mark//2 räkna//VB|INF|AKT//advcl//8 om//PP//case//4 SGA//PM|NOM//obl//2 till//PP//case//7 en//DT|UTR|SIN|IND//det//7 pensionsförmån//NN|UTR|SIN|IND|NOM//obl//2 behövs//VB|PRS|SFO//ROOT//8 ett//DT|NEU|SIN|IND//det//10 beräkningsunderlag//NN|NEU|SIN|IND|NOM//nsubj:pass//8  //_SP////10 som//HP|-|-|-//nsubj//13 motsvarar//VB|PRS|AKT//acl:relcl//10 de//DT|UTR/NEU|PLU|DEF//det//15 pensionsinkomster//NN|UTR|PLU|IND|NOM//obj//13 som//HP|-|-|-//nsubj//17 påverkar//VB|PRS|AKT//acl:relcl//15 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//19 SGA//PM|NOM//obj//17 i//PP//case//24 höjande//NN|NEU|SIN|IND|NOM//amod//24 eller//KN//cc//23 sänkande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//21 riktning//NN|UTR|SIN|IND|NOM//obl//17 .//MAD//punct//8
7.1 Inledning;Dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//28 är//VB|PRS|AKT//cop//28 folkpension//NN|UTR|SIN|IND|NOM//parataxis//8 ,//MID//punct//30 pensionstillskott//NN|NEU|SIN|IND|NOM//conj//28 ,//MID//punct//33 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//33 ATP//NN|AN//conj//28 eller//KN//cc//38 änke-ATP//NN|NEU|SIN|IND|GEN//fixed//34 ,//MID//punct//38 utländsk//JJ|POS|UTR|SIN|IND|NOM//amod//38 socialförsäkringspension//NN|UTR|SIN|IND|NOM//conj//28 ,//MID//punct//38 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//38 och//KN//cc//43 utländsk//JJ|POS|UTR|SIN|IND|NOM//amod//43 tjänstepension//NN|UTR|SIN|IND|NOM//conj//38 samt//KN//cc//45 yrkesskadelivränta//NN|UTR|SIN|IND|NOM//conj//38 .//MAD//punct//28
7.1 Inledning;Tanken//NN|UTR|SIN|DEF|NOM//conj//28 är//VB|PRS|AKT//cop//47 att//SN//mark//55 vi//PN|UTR|PLU|DEF|SUB//nsubj//55 med//PP//case//53 ett//DT|NEU|SIN|IND//det//53 beräkningsunderlag//NN|NEU|SIN|IND|NOM//obl//55 skall//VB|PRS|AKT//aux//55 få//VB|INF|AKT//csubj//47 fram//PL//compound:prt//55 de//DT|UTR/NEU|PLU|DEF//det//58 koefficienter//NN|UTR|PLU|IND|NOM//obj//55 som//HP|-|-|-//nsubj:pass//60 behövs//VB|PRS|SFO//acl:relcl//58 för//PP//mark//63 att//IE//mark//63 översätta//VB|INF|AKT//advcl//60 SGA//PM|NOM//obj//63 till//PP//case//67 en//DT|UTR|SIN|IND//det//67 pensionsförmån//NN|UTR|SIN|IND|NOM//obl//63 .//MAD//punct//47
7.1 Inledning;För//PP//case//70 pensionsförmåner//NN|UTR|PLU|IND|NOM//obl//91 upp//AB//advmod//75 till//PP//case//74 ett//DT|NEU|SIN|IND//det//74 belopp//NN|NEU|SIN|IND|NOM//obl//75 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//76 1,515//RG|NOM//nummod//77 prisbasbelopp//NN|NEU|SIN|IND|NOM//nmod//70 för//PP//case//83 en//DT|UTR|SIN|IND//det//83 ensamstående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//83 respektive//AB//amod//83 1,34//RG|NOM//amod//83 prisbasbelopp//NN|NEU|PLU|IND|NOM//nmod//77 för//PP//case//85 en//PN|UTR|SIN|IND|SUB/OBJ//nmod//83 som//HP|-|-|-//nsubj//88 är//VB|PRS|AKT//cop//88 gift//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//85 är//VB|PRS|AKT//cop//91 koefficienten//NN|UTR|SIN|DEF|NOM//nsubj//91 positiv//JJ|POS|UTR|SIN|IND|NOM//conj//28 ,//MID//punct//91 dvs.//AB|AN//advmod//95 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//95 påverkar//VB|PRS|AKT//appos//91 SGA//PM|NOM//obj//95 i//PP//case//99 höjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//99 riktning//NN|UTR|SIN|IND|NOM//obl//95 ,//MID//punct//107 och//KN//cc//107 vid//PP//case//103 pensionsförmåner//NN|UTR|PLU|IND|NOM//obl//107 därutöver//AB//advmod//107 är//VB|PRS|AKT//cop//107 koefficienten//NN|UTR|SIN|DEF|NOM//nsubj//107 negativ//JJ|POS|UTR|SIN|IND|NOM//conj//28 .//MAD//punct//28
7.1 Inledning;Ett//DT|NEU|SIN|IND//det//1 beräkningsunderlag//NN|NEU|SIN|IND|NOM//nsubj:pass//3 behöver//VB|PRS|AKT//aux//3 fastställas//VB|INF|SFO//ROOT//3 endast//AB//advmod//3 för//PP//mark//8 att//IE//mark//8 matematiskt//AB|POS//advmod//8 räkna//VB|INF|AKT//advcl//3 om//PP//case//10 pensionen//NN|UTR|SIN|DEF|NOM//obl//8 .//MAD//punct//3
7.1 Inledning;Omräkningen//NN|UTR|SIN|DEF|NOM//nsubj//15 av//PP//case//14 pensionen//NN|UTR|SIN|DEF|NOM//nmod//12 sker//VB|PRS|AKT//parataxis//3 i//PP//case//17 princip//NN|UTR|SIN|IND|NOM//obl//15 bara//AB//advmod//20 vid//PP//case//20 omläggningen//NN|UTR|SIN|DEF|NOM//obl//15 .//MAD//punct//15
7.1 Inledning;Beräkningsunderlaget//NN|NEU|SIN|DEF|NOM//nsubj//26 kommer//VB|PRS|AKT//aux//26 dock//AB//advmod//26 att//IE//mark//26 behöva//VB|INF|AKT//parataxis//15 räknas//VB|INF|SFO//xcomp//26 om//PP//case//29 årligen//AB//obl//27 .//MID//punct//3
7.1 Inledning;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//32 beskrivs//VB|PRS|SFO//parataxis//3 närmare//AB|KOM//advmod//32 i//PP//case//36 avsnitt//NN|NEU|SIN|IND|NOM//nmod//36 7.8//RG|NOM//obl//32 .//MID//punct//32
7.1 Inledning;För//PP//case//40 en//DT|UTR|SIN|IND//det//40 pensionsberättigad//PC|PRF|UTR|SIN|IND|NOM//obl//32 som//HP|-|-|-//nsubj//46 vid//PP//case//43 omläggningen//NN|UTR|SIN|DEF|NOM//obl//46 ännu//AB//advmod//46 inte//AB//advmod//46 uppbär//VB|PRS|AKT//acl:relcl//40 ålderspension//NN|UTR|SIN|IND|NOM//obj//46 skall//VB|PRS|AKT//aux//50 omräkningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//50 göras//VB|INF|SFO//conj//3 först//AB//advmod//53 vid//PP//case//53 tiden//NN|UTR|SIN|DEF|NOM//obl//50 för//PP//case//55 ansökan//NN|UTR|SIN|IND|NOM//nmod//53 om//PP//case//57 ålderspension//NN|UTR|SIN|IND|NOM//nmod//55 .//MAD//punct//3
7.1 Inledning;I//PP//case//60 beräkningsunderlaget//NN|NEU|SIN|DEF|NOM//obl//63 skall//VB|PRS|AKT//aux//63 då//AB//advmod//63 ligga//VB|INF|AKT//parataxis//3 de//DT|UTR/NEU|PLU|DEF//det//65 pensionsförmåner//NN|UTR|PLU|IND|NOM//obj//63 som//HP|-|-|-//nsubj:pass//70 vid//PP//case//69 det//DT|NEU|SIN|DEF//det//69 tillfället//NN|NEU|SIN|DEF|NOM//obl//70 utges//VB|PRS|SFO//acl:relcl//65 eller//KN//cc//74 skulle//VB|PRT|AKT//aux//74 ha//VB|INF|AKT//aux//74 utgetts//VB|SUP|SFO//conj//70 till//PP//case//77 den//DT|UTR|SIN|DEF//det//77 pensionsberättigade//PC|PRF|UTR/NEU|SIN|DEF|NOM//obl//74 om//PP//case//80 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//80 regler//NN|UTR|PLU|IND|NOM//nmod//77 alltjämt//AB//advmod//82 gällde//VB|PRT|AKT//xcomp//63 .//MAD//punct//3
7.1 Inledning;Tanken//NN|UTR|SIN|DEF|NOM//nsubj:pass//31 bakom//PP//case//3 vår//PS|UTR|SIN|DEF//nmod:poss//3 modell//NN|UTR|SIN|IND|NOM//nmod//0 är//VB|PRS|AKT//cop//0 alltså//AB//advmod//4 att//SN//mark//10 vi//PN|UTR|PLU|DEF|SUB//nsubj//10 inte//AB//advmod//10 skall//VB|PRS|AKT//aux//10 ändra//VB|INF|AKT//ccomp//4 de//DT|UTR/NEU|PLU|DEF//det//13 materiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 reglerna//NN|UTR|PLU|DEF|NOM//obj//10 för//PP//case//15 beräkning//NN|UTR|SIN|IND|NOM//nmod//13 av//PP//case//19 de//DT|UTR/NEU|PLU|DEF//det//19 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 pensionsförmånerna//NN|UTR|PLU|DEF|NOM//nmod//15 och//KN//cc//23 vid//PP//case//22 omräkningen//NN|UTR|SIN|DEF|NOM//obl//23 utgå//VB|INF|AKT//conj//10 från//PP//case//26 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//26 skatteregler//NN|UTR|PLU|IND|NOM//obl//23 för//PP//case//28 pensionärer//NN|UTR|PLU|IND|NOM//nmod//26 .//MID//punct//0
7.1 Inledning;Härigenom//AB//nmod//0 kompliceras//VB|PRS|SFO//ROOT//31 inte//AB//advmod//31 heller//AB//advmod//31 den//PN|UTR|SIN|DEF|SUB/OBJ//det//39 för//PP//case//36 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//amod//39 redan//AB//advmod//38 komplicerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//39 omläggningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//31 .//MAD//punct//31
7.1 Inledning;Folkpension//NN|UTR|SIN|IND|NOM//nsubj//9 i//PP//case//4 form//NN|UTR|SIN|IND|NOM//fixed//1 av//PP//fixed//1 ålderspension//NN|UTR|SIN|IND|NOM//nmod//0 kommer//VB|PRS|AKT//aux//9 emellertid//AB//advmod//9 inte//AB//advmod//9 att//IE//mark//9 finnas//VB|INF|SFO//ROOT//9 efter//PP//case//11 utgången//NN|UTR|SIN|DEF|NOM//obl//9 av//PP//case//14 år//NN|NEU|SIN|IND|NOM//nmod//14 2000//RG|NOM//nmod//11 .//MAD//punct//9
7.1 Inledning;Från//PP//case//20 och//KN//fixed//16 med//PP//fixed//16 år//NN|NEU|SIN|IND|NOM//nmod//20 2001//RG|NOM//obl//9 kommer//VB|PRS|AKT//aux//26 den//DT|UTR|SIN|DEF//det//24 ATPbaserade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//24 folkpensionen//NN|UTR|SIN|DEF|NOM//nsubj:pass//26 att//IE//mark//26 översättas//VB|INF|SFO//conj//9 till//PP//case//28 tilläggspension//NN|UTR|SIN|IND|NOM//obl//26 .//MID//punct//9
7.1 Inledning;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//31 gäller//VB|PRS|AKT//parataxis//9 för//PP//case//34 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//34 pensionsberättigade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obl//31 som//HP|-|-|-//nsubj//37 är//VB|PRS|AKT//cop//37 födda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//34 före//PP//case//40 år//NN|NEU|SIN|IND|NOM//nmod//40 1954//RG|NOM//obl//37 ,//MID//punct//31 oavsett//AB|POS//mark//45 om//SN//mark//45 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//45 omfattas//VB|PRS|SFO//advcl//31 av//PP//case//49 det//DT|NEU|SIN|DEF//det//49 reformerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//49 ålderspensionssystemet//NN|NEU|SIN|DEF|NOM//obl:agent//45 eller//KN//cc//51 inte//AB//conj//49 .//MID//punct//31
7.1 Inledning;Omvandlingen//NN|UTR|SIN|DEF|NOM//nsubj//59 av//PP//case//55 folkpension//NN|UTR|SIN|IND|NOM//nmod//53 till//PP//case//57 tilläggspension//NN|UTR|SIN|IND|NOM//nmod//55 kan//VB|PRS|AKT//aux//59 ske//VB|INF|AKT//parataxis//31 såväl//KN//advmod//61 före//PP//advmod//59 som//KN//case//64 efter//PP//case//64 omräkningen//NN|UTR|SIN|DEF|NOM//obl//59 av//PP//case//66 pensionen//NN|UTR|SIN|DEF|NOM//nmod//64 ,//MID//punct//79 men//KN//cc//79 eftersom//SN//mark//73 omvandling//NN|UTR|SIN|IND|NOM//nsubj//73 kommer//VB|PRS|AKT//aux//73 att//IE//mark//73 gälla//VB|INF|AKT//advcl//79 för//PP//case//75 framtiden//NN|UTR|SIN|DEF|NOM//obl//73 är//VB|PRS|AKT//cop//79 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//79 mest//AB|SUV//advmod//79 praktiskt//JJ|POS|NEU|SIN|IND|NOM//conj//59 att//SN//mark//82 omvandlingen//NN|UTR|SIN|DEF|NOM//nsubj:pass//82 görs//VB|PRS|SFO//advcl//79 innan//SN//mark//85 beräkningsunderlaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//85 fastställs//VB|PRS|SFO//advcl//82 .//MAD//punct//9
7.1 Inledning;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//88 underlättar//VB|PRS|AKT//parataxis//9 också//AB//advmod//88 när//HA//mark//93 beräkningsunderlaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//93 måste//VB|PRS|AKT//aux//93 fastställas//VB|INF|SFO//advcl//88 efter//PP//case//95 omläggningen//NN|UTR|SIN|DEF|NOM//obl//93 ,//MID//punct//88 och//KN//cc//101 när//HA//mark//101 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//101 skall//VB|PRS|AKT//aux//101 räknas//VB|INF|SFO//conj//88 om//PL//case//101 .//MAD//punct//9
7.1 Inledning;Inte//AB//advmod//1 heller//AB//advmod//7 pensionstillskott//NN|NEU|SIN|IND|NOM//nsubj:pass//7 till//PP//case//4 ålderspension//NN|UTR|SIN|IND|NOM//nmod//2 kommer//VB|PRS|AKT//aux//7 att//IE//mark//7 utges//VB|INF|SFO//advcl//18 efter//PP//case//9 utgången//NN|UTR|SIN|DEF|NOM//obl//7 av//PP//case//12 år//NN|NEU|SIN|IND|NOM//nmod//12 2000//RG|NOM//nmod//9 .//MAD//punct//7
